,Concept_ID,sah,lt
411,Fenster::N,түннүк,langas
412,Tür::N,аан,durys
413,Tor::N,аан,vartai
414,Zaun::N,соппулуот,tvora
415,Dach::N,кырыыса,stogas
416,Leiter::N,кирилиэс,kopėčios
417,Besen::N,миинньик,šluota
418,Spaten::N,күрдьэх,lopeta
419,Spaten::N,күрдьэх,kastuvas
420,Schaufel::N,күрдьэх,semtuvas
421,Gabel::N,биилкэ,šakutė
422,Löffel::N,луоска,šaukštas
423,Messer::N,быһах,peilis
424,Nagel::N,тоһоҕо,vinis
425,Netz::N,илим,tinklas
426,Haken::N,көхө,vagis
427,Haken::N,көхө,kablys
428,Griff::N,ук,kotas
429,Griff::N,ук,rankena
430,Griff::N,тутаах,kotas
431,Griff::N,тутаах,rankena
432,Schloss::N,күлүүс,spyna
433,Schloss::N,күлүүс,užraktas
434,Bild::N,хартыына,paveikslas
435,Figur::N,фигура,figūra
436,Puppe::N,куукула,lėlė
437,Beutel::N,мөһөөччук,krepšys
438,Beutel::N,мөһөөччук,maišelis
439,Bündel::N,баайыы,ryšulys
440,Tasche::N,суумка,krepšelis
441,Eimer::N,биэдэрэ,kibiras
442,Deckel::N,хаппах,dangtis
443,Geschirr::N,иһит,indai
444,Sack::N,куул,maišas
445,Tasse::N,сэлиэнэй,puodukas
446,Topf::N,көстүрүүҥкэ,puodas
447,Kessel::N,хочуол,katilas
448,Essen::N,аһылык,valgis
449,Nahrung::N,ас,penas
450,Nahrung::N,ас,maistas
451,Speise::N,аһылык,patiekalas
452,Fleisch::N,эт,mėsa
453,Getreide::N,злактар,javai
454,Brei::N,хааһы,košė
455,Brot::N,килиэп,duona
456,Scheibe::N,куһуок,riekė
457,Fett::N,сыа,taukai
458,Fett::N,сыа,riebalai
459,Butter::N,арыы,sviestas
460,Öl::N,арыы,aliejus
461,Salz::N,туус,druska
462,Suppe::N,мин,sriuba
463,Honig::N,мүөт,medus
464,Milch::N,үүт,pienas
465,Tee::N,чэй,arbata
466,Leder::N,тирии,oda
467,Wolle::N,түү,vilna
468,Stoff::N,таҥас,audeklas
469,Nadel::N,иннэ,adata
470,Faden::N,сап,gija
471,Faden::N,сап,siūlas
472,Knopf::N,тимэх,saga
473,Knoten::N,түмүк,mazgas
474,Farbe::N,кырааска,dažai
475,Kleidung::N,таҥас,rūbai
476,Kleidung::N,таҥас,drabužiai
477,Hemd::N,ырбаахы,marškiniai
478,Kragen::N,саҕа,apykaklė
479,Ärmel::N,сиэх,rankovė
480,Hose::N,ыстаан,kelnės
481,Hose::N,бүрүүкэ,kelnės
482,Gürtel::N,кур,juosta
483,Gürtel::N,кур,diržas
484,Mütze::N,бэргэһэ,kepurė
485,Schuh::N,бачыыҥка,batas
486,Stiefel::N,саппыкы,auliniai batai
487,Ring::N,биһилэх,žiedas
488,Band::N,лиэнтэ,kaspinas
489,Kamm::N,тараах,šukos
490,Spiegel::N,сиэркилэ,veidrodis
491,Riemen::N,кур,diržas
492,Schnur::N,быа,virvė
493,Leine::N,тэһиин,pavadėlis
494,Decke::N,суорҕан,antklodė
495,Kissen::N,сыттык,pagalvė
496,Kissen::N,сыттык,priegalvis
497,Tuch::N,былаат,skarelė
498,Handtuch::N,соттор,rankšluostis
499,Kraft::N,сыра,jėga
500,Stärke::N,күүс,stiprumas
501,Gesundheit::N,доруобуйа,sveikata
502,Krankheit::N,ыарыы,liga
503,Schmerz::N,ыарыы,skausmas
504,Wunde::N,баас,žaizda
505,Fieber::N,түрүлгэн,karštis
506,Fieber::N,лихорадка,karštis
507,Fieber::N,температура,karštis
508,Arznei::N,эмп,vaistas
509,Brücke::N,күргэ,tiltas
510,Brunnen::N,холуодьас,šulinys
511,Weide::N,мэччирэҥ,ganykla
512,Weide::N,мэччирэҥ,gluosnis
513,Pfad::N,ыллык,takas
514,Weg::N,суол,kelias
515,Straße::N,суол,gatvė
516,Dorf::N,дэриэбинэ,kaimas
517,Dorf::N,дэриэбинэ,sodžius
518,Stadt::N,куорат,miestas
519,Brief::N,сурук,laiškas
520,Buch::N,кинигэ,knyga
521,Buchstabe::N,буква,raidė
522,Zeitung::N,хаһыат,laikraštis
523,Leben::N,тыын,gyvybė
524,Leben::N,тыын,gyvenimas
525,Tod::N,өлүү,mirtis
526,Grab::N,иин,kapas
527,Kirche::N,таҥара дьиэтэ,bažnyčia
528,Sünde::N,айыы,nuodėmė
529,Sünde::N,айыы,nusidėjimas
530,Gott::N,тангара,dievas
531,Arbeiter::N,үлэһит,darbininkas
532,Chef::N,баһылык,šefas
533,Chef::N,баһылык,vadovas
534,Chef::N,баһылык,viršininkas
535,Chef::N,начальник,šefas
536,Chef::N,начальник,vadovas
537,Chef::N,начальник,viršininkas
538,Meister::N,уус,meistras
539,Meister::N,маастар,meistras
540,Arzt::N,врач,gydytojas
541,Lehrer::N,учуутал,mokytojas
542,Geld::N,харчы,pinigai
543,Geschäft::N,идэ,biznis
544,Laden::N,маҕаһыын,krautuvė
545,Laden::N,маҕаһыын,parduotuvė
546,Preis::N,сыана,kaina
547,Ware::N,табаар,prekė
548,Nutzen::N,туһа,nauda
549,Nutzen::N,туһа,pelnas
550,Reichtum::N,баай,turtas
551,Welt::N,аан дойду,pasaulis
552,Land::N,дойду,žemė
553,Land::N,дойду,šalis
554,Staat::N,государство,valstija
555,König::N,король,karalius
556,Macht::N,былаас,galia
557,Macht::N,былаас,valdžia
558,Grenze::N,кыраныысса,riba
559,Grenze::N,кыраныысса,siena
560,Krieg::N,сэрии,karas
561,Feind::N,өстөөх,priešas
562,Gewalt::N,күүһүлээһин,jėga
563,Gewalt::N,күүһүлээһин,smurtas
564,Gewalt::N,күүһүлээһин,prievarta
565,Kampf::N,охсуһуу,kova
566,Bogen[Waffe]::N,ох,lankas
567,Pfeil::N,ох,strėlė
568,Gewehr::N,саа,šautuvas
569,Fehler::N,сыыһа,klaida
570,Lüge::N,сымыйа,melas
571,Schaden::N,хоромньу,nuostolis
572,Schaden::N,хоромньу,apgadinimas
573,Unglück::N,алдьархай,nelaimė
574,Schuld::N,буруй,kaltė
575,Alter::N,саас,amžius
576,Schluss::N,тиһэх,pabaiga
577,Zeit::N,бириэмэ,laikas
578,Tag::N,күн,diena
579,Morgen::N,сарсыарда,rytas
580,Mittag::N,күн ортото,vidurdienis
581,Abend::N,киэһэ,vakaras
582,Nacht::N,түүн,naktis
583,Woche::N,нэдиэлэ,savaitė
584,Monat::N,ый,mėnuo
585,Jahr::N,сыл,metai
586,Jahr::N,дьыл,metai
587,Frühling::N,саас,pavasaris
588,Sommer::N,сайын,vasara
589,Herbst::N,күһүн,ruduo
590,Winter::N,кыһын,žiema
591,Januar::N,тохсунньу,sausis
592,Februar::N,олунньу,vasaris
593,März::N,кулун тутар,kovas
594,April::N,муус устар ый,balandis
595,Mai::N,ыам ыйа,gegužė
596,Juni::N,бэс ыйа,birželis
597,Juli::N,от ыйа,liepa
598,August::N,атырдьах ыйа,rugpjūtis
599,September::N,балаҕан ыйа,rugsėjis
600,Oktober::N,алтынньы,spalis
601,November::N,сэтинньи,lapkritis
602,Dezember::N,ахсынньы,gruodis
603,Montag::N,бэнидиэнньик,pirmadienis
604,Dienstag::N,оптуорунньук,antradienis
605,Mittwoch::N,сэрэдэ,trečiadienis
606,Donnerstag::N,чэппиэр,ketvirtadienis
607,Freitag::N,бээтинсэ,penktadienis
608,Samstag::N,субуота,šeštadienis
609,Sonntag::N,баскыһыанньа,sekmadienis
610,groß::A,бөдөҥ,didis
611,groß::A,бөдөҥ,didelis
612,groß::A,улахан,didis
613,groß::A,улахан,didelis
614,klein::A,кыр,mažas
615,lang::A,уһун,ilgas
616,kurz::A,кылгас,trumpas
617,breit::A,кэтит,platus
618,schmal::A,кыараҕас,smulkus
619,dicht::A,хойуу,tankus
620,dick[Gegenstand]::A,суон,storas
621,dick[Gegenstand]::A,хойуу,storas
622,dünn::A,чараас,plonas
623,fein::A,бытархай,smulkus
624,fein::A,синньигес,smulkus
625,fest::A,бөҕө,kietas
626,fest::A,бөҕө,tvirtas
627,fest::A,кытаанах,kietas
628,fest::A,кытаанах,tvirtas
629,flach::A,хаптаҕай,lėkštas
630,flach::A,хаптаҕай,plokščias
631,glatt::A,кылааккай,slidus
632,hart::A,хатан,kietas
633,hart::A,кытаанах,kietas
634,weich::A,сымнаҕас,minkštas
635,rund::A,төгүрүк,apvalus
636,rund::A,төгүрүк,apskritas
637,spitz::A,сытыы,aštrus
638,spitz::A,сытыы,smailus
639,spitz::A,уһуктаах,aštrus
640,spitz::A,уһуктаах,smailus
641,scharf::A,сытыы,aštrus
642,stumpf::A,сыппах,bukas
643,stumpf::A,сыппах,atšipęs
644,schwer::A,ыарахан,sunkus
645,schön::A,кыраһыабай,gražus
646,heiß::A,итии,karštas
647,warm::A,ичигэс,šiltas
648,kalt::A,тымныы,šaltas
649,kühl::A,сөрүүн,vėsus
650,kühl::A,сөрүүн,bejausmis
651,frisch::A,ыраас,šviežias
652,frisch::A,сөрүүн,šviežias
653,frisch::A,тымныы,šviežias
654,feucht::A,сииктээх,drėgnas
655,nass::A,инчэҕэй,šlapias
656,trocken::A,кураан,sausas
657,voll::A,толору,pilnas
658,leer::A,иччитэх,tuščias
659,offen::A,аһаҕас,atviras
660,geschlossen::A,бүтэй,uždaras
661,geschlossen::A,бүтэй,uždarytas
662,sauber::A,сэбэр,švarus
663,schmutzig::A,кирдээх,nešvarus
664,schmutzig::A,кирдээх,purvinas
665,roh::A,сиикэй,žalias
666,reif::A,буспут,prinokęs
667,reif::A,буспут,pribrendęs
668,reif::A,сиппит-хоппут,prinokęs
669,reif::A,сиппит-хоппут,pribrendęs
670,lecker::A,минньигэс,gardus
671,süß::A,минньигэс,saldus
672,bitter::A,аһыы,kartus
673,sauer::A,аһыы,gižus
674,sauer::A,аһыы,rūgštus
675,hell::A,сырдык,šviesus
676,hell::A,сырдык,skaistus
677,dunkel::A,хараҥа,tamsus
678,schwarz::A,хара,juodas
679,weiß::A,үрүҥ,baltas
680,weiß::A,маҥан,baltas
681,rot::A,кыһыл,raudonas
682,gelb::A,саһархай,geltonas
683,blau::A,күөх,mėlynas
684,grün::A,күөх,žalias
685,grün::A,от күөҕэ,žalias
686,grau::A,сиэрэй,pilkas
687,bunt::A,эриэн,margas
688,bunt::A,эриэн,spalvotas
689,billig::A,чэпчэки,pigus
690,teuer::A,сыаналаах,brangus
691,wertvoll::A,сыаналаах,vertingas
692,blind::A,хараҕа суох,aklas
693,taub::A,дьүлэй,kurčias
694,kräftig::A,модун,stiprus
695,stark::A,күүстээх,stiprus
696,schwach::A,мөлтөх,silpnas
697,fett::A,эмис,riebus
698,schlank::A,дьылҕан,laibas
699,schlank::A,дьылҕан,lieknas
700,schlank::A,дьыпсаҕай,laibas
701,schlank::A,дьыпсаҕай,lieknas
702,hübsch::A,олус кэрэ,gražus
703,hübsch::A,көрүөхтэн үчүгэй,gražus
704,böse::A,өһүөннээх,blogas
705,dumm::A,акаары,paikas
706,dumm::A,акаары,kvailas
707,faul::A,нэс,tingus
708,fleißig::A,кыһамньылаах,stropus
709,fleißig::A,кыһамньылаах,kruopštus
710,geizig::A,иҥсэлээх,šykštus
711,klug::A,өйдөөх,sumanus
712,klug::A,өйдөөх,protingas
713,geschickt::A,наһаа дьоҕурдаах,apsukrus
714,lieb::A,тапталлаах,mielas
715,lustig::A,көрдөөх,smagus
716,lustig::A,көрдөөх,linksmas
717,sanft::A,намчы,švelnus
718,sanft::A,намчы,minkštas
719,sanft::A,сымнаҕас,švelnus
720,sanft::A,сымнаҕас,minkštas
721,hungrig::A,аччык,alkanas
722,krank::A,ыалдьар,ligotas
723,krank::A,ыалдьар,sergantis
724,nackt::A,сыгынньах,nuogas
725,traurig::A,санаарҕабыллаах,liūdnas
726,lebendig::A,тыыннаах,gyvas
727,gut::A,үтүө,geras
728,gut::A,үчүгэй,geras
729,schlecht::A,куһаҕан,blogas
730,schlecht::A,куһаҕан,prastas
731,richtig::A,сөп,tikras
732,richtig::A,сөп,teisingas
733,schlimm::A,сидьиҥ,blogas
734,schlimm::A,сидьиҥ,prastas
735,schlimm::A,быдьар,blogas
736,schlimm::A,быдьар,prastas
737,wahr::A,кырдьык,tikras
738,alt::A,былыргы,senas
739,neu::A,саҥа,naujas
740,ehemalig::A,урукку,buvęs
741,alt[Lebewesen]::A,кырдьаҕас,pagyvenęs
742,jung::A,эдэр,jaunas
743,arm::A,дьадаҥы,neturtingas
744,reich::A,баай,turtingas
745,bekannt::A,билэр,žinomas
