,Concept_ID,sah,lt
1455,zeichnen::V,уруһуйдаа,žymėti
1456,zeichnen::V,уруһуйдаа,braižyti
1457,schreiben::V,суруй,rašyti
1458,besitzen::V,баһылаа,turėti
1459,kaufen::V,атыылас,pirkti
1460,verkaufen::V,атыылаа,parduoti
1461,bezahlen::V,төлөө,apmokėti
1462,zahlen::V,төлөө,mokėti
1463,beherrschen::V,баһылаа,valdyti
1464,ertragen::V,тулуй,kę̃sti
1465,ertragen::V,тулуй,pakelti
1466,ertragen::V,тулуй,iškę̃sti
