,Concept_ID,fa,en
87,Licht::N,نور,light
88,Licht::N,روشنی,light
89,Schatten::N,سایه,shadow
90,Wetter::N,هوا,weather
91,Nebel::N,مه,fog
92,Wolke::N,ابر,cloud
93,Regen::N,باران,rain
94,Schnee::N,برف,snow
95,Eis::N,یخ,ice
96,Frost::N,یخبندان,frost
97,Kälte::N,سرما,chill
98,Hitze::N,گرما,heat
99,Hitze::N,حرارت,heat
100,Raureif::N,برف ریزه,hoarfrost
101,Regenbogen::N,رنگین‌کمان,rainbow
102,Donner::N,رعد,thunder
103,Strömung::N,جریان,current
104,Tropfen::N,قطره,drop
105,Schaum::N,کف,foam
106,Schmutz::N,گل,dirt
107,Schmutz::N,کثافت,dirt
108,See::N,دریاچه,lake
109,Sumpf::N,مرداب,swamp
110,Sumpf::N,باتلاق,swamp
111,Moor::N,باتلاق,moor
112,Wiese::N,چمن,meadow
113,Wald::N,جنگل,forest
114,Hügel::N,تل,hill
115,Hügel::N,تپه,hill
116,Anhöhe::N,بلندی,elevation
117,Berg::N,کوه,mountain
118,Gipfel::N,قله,summit
119,Höhle::N,غار,cave
120,Abhang::N,سرازیری,slope
121,Quelle::N,چشمه,source
122,Bach::N,نهر,brook
123,Fluss::N,رود,river
124,Ufer::N,ساحل,shore
125,Ufer::N,کرانه,shore
126,Küste::N,ساحل,coast
127,Festland::N,خشکی,land
128,Meer::N,دریا,sea
129,Bucht::N,خلیج,cove
130,Insel::N,جزیره,island
131,Blume::N,گل,flower
132,Gras::N,علف,grass
133,Wurzel::N,ریشه,root
134,Baum::N,درخت,tree
135,Stamm::N,تنه,trunk
136,Rinde::N,توژ,bark
137,Rinde::N,پوست,bark
138,Ast::N,شاخه,limb
139,Zweig::N,شاخه,branch
140,Blatt::N,برگ,leaf
141,Birke::N,غان,birch
142,Kiefer[Baum]::N,کاج,pine
143,Weide[Baum]::N,بید,willow
144,Tanne::N,صنوبر,fir
145,Horn::N,شاخ,horn
146,Feder::N,پر,feather
147,Fell::N,خز,fur
148,Flügel::N,پر,wing
149,Flügel::N,بال,wing
150,Klaue::N,چنگ,claw
151,Klaue::N,پنجه,claw
152,Kralle::N,پنجه,claw
153,Schwanz::N,دم,tail
154,Ei::N,تخم,egg
155,Nest::N,لانه,nest
156,Bau::N,بنا,lair
157,Bau::N,ساختمان,lair
158,Tier::N,هیوان,animal
159,Herde::N,رمه,flock
160,Kuh::N,گاو,cow
161,Bulle::N,گاو نر,bull
162,Pferd::N,اسب,horse
163,Schaf::N,گوسفند,sheep
164,Schwein::N,خوک,pig
165,Hund::N,سگ,dog
166,Katze::N,گربه,cat
167,Bär::N,خرس,bear
168,Eichhörnchen::N,سنجاب,squirrel
169,Elch::N,گوزن شمالی,elk
170,Fuchs::N,روباه,fox
171,Hase::N,خرگوش,hare
172,Maus::N,موش,mouse
173,Wolf::N,گرگ,wolf
174,Vogel::N,پرنده,bird
175,Schwarm::N,دسته,swarm
176,Huhn::N,مرغ,chicken
177,Hahn::N,خروس,cock
178,Gans::N,غاز,goose
179,Adler::N,عقاب,eagle
180,Ente::N,اردک,duck
181,Ente::N,مرغابی,duck
182,Eule::N,جغد,owl
183,Kranich::N,درنا,crane
184,Krähe::N,زاغ,crow
185,Krähe::N,کلاغ,crow
186,Kuckuck::N,فاخته,cuckoo
187,Schwan::N,قو,swan
188,Fisch::N,ماهی,fish
189,Barsch::N,ماهی خاردار,perch
190,Hecht::N,اردک ماهی,pike
191,Schlange[Tier]::N,مار,snake
192,Wurm::N,کرم,worm
193,Spinne::N,عنکبوت,spider
194,Ameise::N,مورچه,ant
195,Laus::N,شپش,louse
196,Mücke::N,پشه,midge
197,Fliege::N,مگس,fly
198,Schmetterling::N,پروانه,butterfly
199,Beere::N,گیله,berry
200,Apfel::N,سیب,apple
201,Pilz::N,قارچ,mushroom
202,Zwiebel::N,پیاز,onion
203,Saat::N,بذر,seed
204,Korn::N,تخم,grain
205,Korn::N,دانه,grain
206,Heu::N,علف خشک,hay
207,Schale::N,پوست,husk
208,Grube::N,گودال,pit
209,Falle::N,دام,trap
210,Schlinge::N,حلقه,noose
211,Spur::N,رد,track
212,Asche::N,خاکستر,ashes
213,Dreck::N,کثافت,filth
214,Eisen::N,آهن,iron
215,Gold::N,زر,gold
216,Gold::N,طلا,gold
217,Silber::N,نقره,silver
218,Kohle::N,زغال,coal
219,Glas::N,شیشه,glass
220,Lehm::N,گل,clay
221,Sand::N,شن,sand
222,Sand::N,ماسه,sand
223,Mensch::N,آدم,human
224,Mensch::N,انسان,human
225,Mann::N,مرد,man
226,Frau::N,زن,woman
227,Kind::N,بچه,child
228,Kind::N,کودک,child
229,Junge::N,پسر,boy
230,Mädchen::N,دختر,girl
231,Familie::N,فامیل,family
232,Familie::N,خانواده,family
233,Großvater::N,پدربزرگ,grandfather
234,Großmutter::N,مادر‌بزرگ,grandmother
235,Eltern::N,والدین,parents
236,Eltern::N,پدر‌و‌مادر,parents
237,Vater::N,پدر,father
238,Mutter::N,مادر,mother
239,Sohn::N,پسر,son
240,Tochter::N,دختر,daughter
241,Bruder::N,برادر,brother
242,Schwester::N,خواهر,sister
243,Onkel::N,عمو,uncle
244,Onkel::N,دایی,uncle
245,Tante::N,عمه,aunt
246,Tante::N,خاله,aunt
247,Ehemann::N,همسر,husband
248,Ehefrau::N,همسر,wife
249,Freude::N,شادی,joy
250,Gelächter::N,خنده,laughter
251,Gelächter::N,قاه‌قاه,laughter
252,Glück::N,اقبال,happiness
253,Kummer::N,غم,grief
254,Kummer::N,غصه,grief
255,Wunsch::N,آرزو,wish
256,Lust::N,هوس,desire
257,Geist::N,روح,spirit
258,Gedanke::N,فکر,thought
259,Gedächtnis::N,حافظه,memory
260,Verstand::N,هوش,mind
261,Sinn::N,معنا,meaning
262,Sinn::N,مفهوم,meaning
263,Grund::N,سبب,reason
264,Grund::N,دلیل,reason
265,Wahrheit::N,حقیقت,truth
266,Gespräch::N,صحبت,talk
267,Gespräch::N,گفتگو,talk
268,Märchen::N,قصه,fairy tale
269,Märchen::N,افسانه,fairy tale
270,Erzählung::N,داستان,story
271,Nachricht::N,خبر,message
272,Neuigkeit::N,خبر تازه,news
273,Name::N,اسم,name
274,Rätsel::N,معما,puzzle
275,Rede::N,سخن,speech
276,Sprache::N,زبان,language
277,Stimme::N,صدا,voice
278,Wort::N,کلمه,word
279,Zeichen::N,نشان,sign
280,Zeichen::N,علامت,sign
281,Ruf::N,صدا,call
282,Lärm::N,هیاهو,noise
283,Laut::N,صدا,sound
284,Ton::N,آهنگ,tone
285,Lied::N,آواز,song
286,Lied::N,ترانه,song
287,Ruhe::N,آرامش,calm
288,Leute::N,مردم,people
289,Volk::N,خلق,nation
290,Arbeit::N,کار,work
291,Gast::N,مهمان,guest
292,Geschenk::N,هدیه,gift
293,Spiel::N,بازی,game
294,Gesellschaft::N,جمعیت,company
295,Hilfe::N,کمک,help
296,Freund::N,دوست,friend
297,Kamerad::N,رفیق,companion
298,Angelegenheit::N,امر,matter
299,Angelegenheit::N,قضیه,matter
300,Anzahl::N,عده,count
301,Anzahl::N,شمار,count
302,Art::N,نوع,sort
303,Stück::N,تکه,piece
304,Stück::N,قطعه,piece
305,Teil::N,بخش,part
306,Teil::N,قسمت,part
307,Hälfte::N,نیم,half
308,Kreis::N,حلقه,circle
309,Kreis::N,دایره,circle
310,Kreuz::N,صلیب,cross
311,Linie::N,خط,line
312,Linie::N,سطر,line
313,Strich::N,خط,stroke
314,Abstand::N,فاصله,gap
315,Entfernung::N,مسافت,distance
316,Gegend::N,منطقه,area
317,Platz::N,گنجایش,space
318,Ort::N,جا,place
319,Ort::N,محل,place
320,Ort::N,مکان,place
321,Seite::N,طرف,side
322,Mitte::N,وسط,middle
323,Mitte::N,میان,middle
324,Gegenstand::N,چیز,item
325,Sache::N,چیز,thing
326,Rand::N,کنار,fringe
327,Rand::N,حاشیه,fringe
328,Kante::N,لبه,edge
329,Ecke::N,گوشه,corner
330,Spitze::N,سر,tip
331,Spitze::N,نوک,tip
332,Ende::N,ته,end
333,Ende::N,آخر,end
334,Loch::N,سوراخ,hole
335,Winkel::N,کنج,angle
336,Muster::N,نقش,pattern
337,Größe::N,قد,size
338,Größe::N,بزرگی,size
339,Länge::N,طول,length
340,Höhe::N,بلندی,height
341,Gewicht::N,وزن,weight
342,Menge::N,مقدار,amount
343,Menge::N,اندازه,amount
344,Haufen::N,توده,heap
345,Reihe::N,ردیف,row
346,Boot::N,قایق,boat
347,Ruder::N,پارو,oar
348,Schlitten::N,سورتمه,sleigh
349,Ski::N,اسکی,ski
350,Lagerfeuer::N,آتش,campfire
351,Last::N,بار,load
352,Last::N,سنگینی,load
353,Gang::N,راه رفتن,walk
354,Schritt::N,قدم,step
355,Norden::N,شمال,north
356,Süden::N,جنوب,south
357,Westen::N,غرب,west
358,Osten::N,شرق,east
359,Holz::N,چوب,wood
360,Brett::N,تخته,board
361,Platte::N,صفحه,slab
362,Stütze::N,تکیه,bracket
363,Stange::N,میله,pole
364,Stock::N,چوب,stick
365,Stab::N,عصا,staff
366,Rohr::N,لوله,pipe
367,Haus::N,منزل,house
368,Heim::N,خانه,home
369,Heim::N,کاشانه,home
370,Ofen::N,بخاری,stove
371,Fußboden::N,کف اتاق,floor
372,Tisch::N,میز,table
373,Stuhl::N,صندلی,chair
374,Wiege::N,گهواره,cradle
375,Bett::N,تختخواب,bed
376,Regal::N,قفسه,shelf
377,Kiste::N,صندوق,box
378,Fenster::N,پنجره,window
379,Tür::N,در,door
380,Tür::N,درب,door
381,Tor::N,دروازه,gate
382,Zaun::N,حصار,fence
383,Dach::N,بام,roof
384,Leiter::N,نردبان,ladder
385,Besen::N,جارو,broom
386,Spaten::N,بیل,spade
387,Schaufel::N,بیل,shovel
388,Schaufel::N,پارو,shovel
389,Gabel::N,چنگال,fork
390,Löffel::N,قاشق,spoon
391,Messer::N,کارد,knife
392,Nagel::N,میخ,nail
393,Netz::N,تور,net
394,Netz::N,شبکه,net
395,Haken::N,قلاب,hook
396,Griff::N,دسته,handle
397,Schloss::N,قفل,lock
398,Bild::N,عکس,picture
399,Bild::N,تصویر,picture
400,Figur::N,تندیس,figure
401,Puppe::N,عروسک,doll
402,Beutel::N,کیسه,pouch
403,Bündel::N,بسته,bundle
404,Tasche::N,کیف,bag
405,Eimer::N,سطل,bucket
406,Deckel::N,در,cover
407,Geschirr::N,ظرف,dishes
408,Sack::N,گونی,sack
409,Tasse::N,فنجان,cup
410,Topf::N,دیگ,pot
411,Topf::N,قابلمه,pot
412,Kessel::N,دیگ,kettle
413,Essen::N,خوراک,meal
414,Nahrung::N,غذا,food
415,Speise::N,خوراک,dish
416,Fleisch::N,گوشت,meat
417,Getreide::N,غله,corn
418,Brei::N,فرنی,mush
419,Brei::N,حریره,mush
420,Brot::N,نان,bread
421,Scheibe::N,قاچ,slice
422,Scheibe::N,لزگه,slice
423,Fett::N,چربی,fat
424,Butter::N,کره,butter
425,Öl::N,روغن,oil
426,Salz::N,نمک,salt
427,Suppe::N,آش,soup
428,Suppe::N,سوپ,soup
429,Honig::N,عسل,honey
430,Milch::N,شیر,milk
431,Tee::N,چای,tea
432,Leder::N,چرم,leather
433,Wolle::N,پشم,wool
434,Stoff::N,پارچه,cloth
435,Nadel::N,سوزن,needle
436,Faden::N,نخ,thread
437,Knopf::N,دکمه,button
438,Knoten::N,گره,knot
439,Farbe::N,رنگ,paint
440,Kleidung::N,لباس,clothes
441,Kleidung::N,پوشاک,clothes
442,Hemd::N,پیراهن,shirt
443,Kragen::N,یقه,collar
444,Ärmel::N,آستین,sleeve
445,Hose::N,شلوار,trousers
446,Gürtel::N,کمر‌بند,belt
447,Mütze::N,کلاه,cap
448,Schuh::N,کفش,shoe
449,Stiefel::N,چکمه,boot
450,Ring::N,حلقه,ring
451,Ring::N,انگشتر,ring
452,Band::N,نوار,ribbon
453,Band::N,روبان,ribbon
454,Kamm::N,شانه,comb
455,Spiegel::N,آینه,mirror
456,Riemen::N,تسمه,strap
457,Schnur::N,ریسمان,string
458,Leine::N,قلاده,leash
459,Decke::N,پتو,blanket
460,Kissen::N,بالش,pillow
461,Tuch::N,شال,scarf
462,Handtuch::N,حوله,towel
463,Kraft::N,نیرو,force
464,Stärke::N,زور,strength
465,Gesundheit::N,سلامتی,health
466,Gesundheit::N,تندرستی,health
467,Krankheit::N,بیماری,illness
468,Schmerz::N,درد,pain
469,Wunde::N,زخم,wound
470,Fieber::N,تب,fever
471,Arznei::N,دارو,medicine
472,Brücke::N,پل,bridge
473,Brunnen::N,چاه,well
474,Weide::N,چراگاه,pasture
475,Pfad::N,راه,path
476,Weg::N,راه,way
477,Weg::N,طریق,way
478,Straße::N,راه,road
479,Straße::N,جاده,road
480,Dorf::N,ده,village
481,Dorf::N,روستا,village
482,Stadt::N,شهر,town
483,Brief::N,نامه,letter
484,Buch::N,کتاب,book
485,Buchstabe::N,حرف,character
486,Zeitung::N,روزنامه,newspaper
487,Leben::N,عمر,life
488,Leben::N,زندگی,life
489,Tod::N,مرگ,death
490,Grab::N,گور,grave
491,Grab::N,مزار,grave
492,Kirche::N,کلیسا,church
493,Sünde::N,بزه,sin
494,Sünde::N,گناه,sin
495,Gott::N,خدا,god
496,Arbeiter::N,کارگر,worker
497,Chef::N,رئیس,boss
498,Meister::N,استاد,master
499,Arzt::N,پزشک,doctor
500,Lehrer::N,معلم,teacher
501,Lehrer::N,آموزگار,teacher
502,Geld::N,پول,money
503,Geschäft::N,کار,business
504,Geschäft::N,بیزنس,business
505,Laden::N,دکان,shop
506,Laden::N,مغازه,shop
507,Preis::N,بها,price
508,Preis::N,قیمت,price
509,Ware::N,جنس,ware
510,Ware::N,کالا,ware
511,Nutzen::N,مزیت,profit
512,Nutzen::N,امتیاز,profit
513,Reichtum::N,مال,wealth
514,Reichtum::N,ثروت,wealth
515,Welt::N,دنیا,world
516,Land::N,کشور,country
517,Land::N,مملکت,country
518,Staat::N,دولت,state
519,König::N,شاه,king
520,König::N,پادشاه,king
521,Macht::N,قدرت,power
522,Macht::N,اختیار,power
523,Grenze::N,مرز,border
524,Krieg::N,جنگ,war
525,Feind::N,دشمن,enemy
526,Gewalt::N,زور,violence
527,Gewalt::N,خشونت,violence
528,Kampf::N,نبرد,fight
529,Kampf::N,مبارزه,fight
530,Bogen[Waffe]::N,کمان,bow
531,Pfeil::N,تیر,arrow
532,Gewehr::N,تفنگ,gun
533,Fehler::N,غلط,mistake
534,Fehler::N,اشتباه,mistake
535,Lüge::N,دروغ,lie
536,Schaden::N,آسیب,damage
537,Schaden::N,خسارت,damage
538,Unglück::N,بلا,misfortune
539,Schuld::N,گناه,fault
540,Schuld::N,تقصیر,fault
541,Alter::N,سن,age
542,Alter::N,عمر,age
543,Schluss::N,انتها,conclusion
544,Zeit::N,وقت,time
545,Zeit::N,زمان,time
546,Tag::N,روز,day
547,Morgen::N,صبح,morning
548,Mittag::N,ظهر,noon
549,Abend::N,شب,evening
550,Abend::N,عصر,evening
551,Nacht::N,شب,night
552,Woche::N,هفته,week
553,Monat::N,ماه,month
554,Jahr::N,سال,year
555,Frühling::N,بهار,spring
556,Sommer::N,تابستان,summer
557,Herbst::N,پاییز,autumn
558,Winter::N,زمستان,winter
559,Januar::N,ژانویه,January
560,Februar::N,فوریه,February
561,März::N,مارس,March
562,April::N,آوریل,April
563,Mai::N,مه,May
564,Juni::N,ژوئن,June
565,Juli::N,ژویه,July
566,August::N,اوت,August
567,September::N,سپتامبر,September
568,Oktober::N,اکتبر,October
569,November::N,نوامبر,November
570,Dezember::N,دسامبر,December
571,Montag::N,دو‌شنبه,Monday
572,Dienstag::N,سه‌شنبه,Tuesday
573,Mittwoch::N,چهار‌شنبه,Wednesday
574,Donnerstag::N,پنج شنبه,Thursday
575,Freitag::N,جمعه,Friday
576,Samstag::N,شنبه,Saturday
577,Sonntag::N,یکشنبه,Sunday
578,groß::A,بزرگ,big
579,klein::A,کوچک,little
580,lang::A,بلند,long
581,kurz::A,کوتاه,short
582,breit::A,پهن,wide
583,schmal::A,تنگ,narrow
584,schmal::A,نازک,narrow
585,dicht::A,چگال,dense
586,dicht::A,انبوه,dense
587,dick[Gegenstand]::A,ضخیم,thick
588,dünn::A,نازک,thin
589,fein::A,ریز,delicate
590,fein::A,باریک,delicate
591,fest::A,محکم,firm
592,flach::A,صاف,flat
593,flach::A,مسطح,flat
594,glatt::A,لیز,smooth
595,hart::A,سفت,hard
596,weich::A,نرم,soft
597,weich::A,ملایم,soft
598,rund::A,گرد,round
599,spitz::A,تیز,pointed
600,spitz::A,نوک‌تیز,pointed
601,scharf::A,تیز,sharp
602,scharf::A,برنده,sharp
603,stumpf::A,کند,blunt
604,schwer::A,سنگین,heavy
605,schön::A,زیبا,beautiful
606,heiß::A,داغ,hot
607,warm::A,گرم,warm
608,kalt::A,سرد,cold
609,kühl::A,خنک,cool
610,frisch::A,تازه,fresh
611,feucht::A,مرطوب,damp
612,nass::A,تر,wet
613,nass::A,خیش,wet
614,trocken::A,خشک,dry
615,voll::A,پر,full
616,leer::A,خالی,empty
617,offen::A,باز,open
618,geschlossen::A,بسته,closed
619,sauber::A,پاک,clean
620,sauber::A,تمیز,clean
621,schmutzig::A,کثیف,dirty
622,schmutzig::A,آلوده,dirty
623,roh::A,خام,raw
624,reif::A,رسیده,ripe
625,lecker::A,لذیذ,delicious
626,lecker::A,خوشمزه,delicious
627,süß::A,شیرین,sweet
628,bitter::A,تلخ,bitter
629,sauer::A,ترش,sour
630,hell::A,روشن,bright
631,dunkel::A,تاریک,dark
632,schwarz::A,سیاه,black
633,weiß::A,سفید,white
634,rot::A,سرخ,red
635,rot::A,قرمز,red
636,gelb::A,زرد,yellow
637,blau::A,آبی,blue
638,grün::A,سبز,green
639,grau::A,طوسی,grey
640,grau::A,خاکستری,grey
641,bunt::A,رنگارنگ,colourful
642,bunt::A,رنگارنگ,colorful
643,billig::A,ارزان,cheap
644,teuer::A,گران,dear
645,wertvoll::A,قیمتی,precious
646,wertvoll::A,گرانبها,precious
647,blind::A,کور,blind
648,blind::A,نابینا,blind
649,taub::A,کر,deaf
650,taub::A,ناشنوا,deaf
651,kräftig::A,قوی,powerful
652,stark::A,قوی,strong
653,stark::A,نیرومند,strong
654,schwach::A,ضعیف,weak
655,fett::A,چرب,fat
656,schlank::A,باریک‌اندام,slim
657,hübsch::A,قشنگ,pretty
658,hübsch::A,خوشگل,pretty
659,böse::A,بد,evil
660,dumm::A,احمق,stupid
661,faul::A,لش,lazy
662,faul::A,تنبل,lazy
663,fleißig::A,زرنگ,diligent
664,geizig::A,خسیس,stingy
665,klug::A,عاقل,clever
666,klug::A,باهوش,clever
667,geschickt::A,ماهر,skilful
668,geschickt::A,ماهر,skillful
669,lieb::A,عزیز,dear
670,lustig::A,شاد,merry
671,lustig::A,خوشحال,merry
672,sanft::A,لطیف,gentle
673,hungrig::A,گرسنه,hungry
674,krank::A,مریض,sick
675,krank::A,بیمار,sick
676,nackt::A,لخت,naked
677,nackt::A,برهنه,naked
678,traurig::A,غمگین,sad
679,lebendig::A,زنده,living
680,gut::A,خوب,good
681,schlecht::A,بد,bad
682,richtig::A,درست,correct
683,schlimm::A,وخيم,nasty
684,wahr::A,درست,true
685,wahr::A,حقیقی,true
686,alt::A,کهنه,old
687,neu::A,نو,new
688,ehemalig::A,قبلی,former
689,alt[Lebewesen]::A,پیر,aged
690,jung::A,جوان,young
691,arm::A,فقیر,poor
692,reich::A,پولدار,rich
693,reich::A,ثروتمند,rich
694,bekannt::A,آشنا,familiar
695,bekannt::A,معلوم,familiar
696,berühmt::A,مشهور,famous
697,fremd::A,خارجی,foreign
698,fremd::A,بیگانه,foreign
699,verschieden::A,مختلف,different
700,verschieden::A,متفاوت,different
701,nah::A,نزدیک,near
702,fern::A,دور,far
703,linker::A,چپ,left
704,rechter::A,راست,right
705,anderer::A,دیگر,other
706,erster::A,اول,first
707,zweiter::A,دوم,second
708,dritter::A,سوم,third
709,letzter::A,آخر,last
710,allein::ADV,تنها,alone
711,auf einmal::ADV,همزمان,at once
712,zusammen::ADV,باهم,together
713,lange::ADV,مدت‌ها,long
714,lange::ADV,مدت زیادی,long
715,plötzlich::ADV,ناگهان,suddenly
716,sofort::ADV,فوراً,instantly
717,später::ADV,بعدها,later
718,jetzt::ADV,حالا,now
719,jetzt::ADV,اکنون,now
720,heute::ADV,امروز,today
721,morgen::ADV,فردا,tomorrow
722,bald::ADV,زود,soon
723,bald::ADV,بزودی,soon
724,dann::ADV,سپس,then
725,dann::ADV,آنوقت,then
726,gestern::ADV,دیروز,yesterday
727,einst::ADV,وقتی,once
728,einst::ADV,زمانی,once
729,damals::ADV,آنوقت,at that time
730,damals::ADV,آنزمان,at that time
731,danach::ADV,بعد,afterwards
732,vorher::ADV,قبلاً,before
733,zuerst::ADV,اول,at first
734,zuerst::ADV,ابتداء,at first
735,einmal::ADV,یکدفعه,once
736,manchmal::ADV,گاهی,sometimes
737,manchmal::ADV,بعضی اوقات,sometimes
738,oft::ADV,اغلب,often
739,immer::ADV,همیشه,always
740,niemals::ADV,هرگز,never
741,hier::ADV,اینجا,here
742,hierhin::ADV,به اینجا,hither
743,hierhin::ADV,به اینجا,to here
744,hierhin::ADV,به اینجا,here
745,von hier::ADV,از اینجا,hence
746,dort::ADV,آنجا,there
747,dorthin::ADV,به آنجا,thither
748,dorthin::ADV,به آنجا,there
749,dorthin::ADV,به آنجا,to there
750,geradeaus::ADV,راست,ahead
751,vorwärts::ADV,جلو,forward
752,vorwärts::ADV,به پیش,forward
753,rückwärts::ADV,عقب,backward
754,zurück::ADV,پس,back
755,zurück::ADV,عقب,back
756,zurück::ADV,بالعکس,back
757,unten::ADV,زیر,below
758,unten::ADV,پایین,below
759,hinab::ADV,به پایین,down
760,oben::ADV,بالا,above
761,hinauf::ADV,به بالا,up
762,überall::ADV,همه‌جا,everywhere
763,nicht::ADV,نه,not
764,ein wenig::ADV,کمی,a little
765,kaum::ADV,به سختی,hardly
766,sehr::ADV,خیلی,very
767,sehr::ADV,بسیار,very
768,so::ADV,چنین,so
769,so::ADV,اینطور,so
770,noch::ADV,هنوز,still
771,nur::ADV,فقط,only
772,nur::ADV,تنها,only
773,schon::ADV,قبلاً,already
774,schon::ADV,به این زودی,already
775,wieder::ADV,باز,again
776,wieder::ADV,دوباره,again
777,vergebens::ADV,بیهوده,in vain
778,vor::PRP,در جلوی,in front of
779,hinter::PRP,پشت,behind
780,unter::PRP,تحت,under
781,durch::PRP,از وسط,through
782,durch::PRP,از ميان,through
783,neben::PRP,کنار,next to
784,neben::PRP,پهلوی,next to
785,zwischen::PRP,بین,between
786,zwischen::PRP,میان,between
787,wegen::PRP,برای,because of
788,wegen::PRP,بخاطر,because of
789,dies::PRN,این,this
790,das::PRN,آن,that
791,alles::PRN,تمام,everything
792,alles::PRN,همه‌چیر,everything
793,ich::PRN,من,I
794,du::PRN,تو,you
795,du::PRN,تو,thou
796,er::PRN,او,he
797,wir::PRN,ما,we
798,ihr::PRN,شما,you
799,sie::PRN,آنها,they
800,was::FPRN,چه,what
801,wer::FPRN,کی,who
802,wo::FADV,کجا,where
803,wohin::FADV,بکجا,where ... to
804,wohin::FADV,بکجا,where to
805,wohin::FADV,بکجا,where
806,wie::FADV,چطور,how
807,wie::FADV,چگونه,how
808,warum::FADV,چرا,why
809,warum::FADV,برای چه,why
810,wieviel::FNUM,چند,how much
811,wieviel::FNUM,چقدر,how much
812,eins::NUM,یک,one
813,zwei::NUM,دو,two
814,drei::NUM,سه,three
815,vier::NUM,چهار,four
816,fünf::NUM,پنج,five
817,sechs::NUM,شش,six
818,sieben::NUM,هفت,seven
819,acht::NUM,هشت,eight
820,neun::NUM,نه,nine
821,zehn::NUM,ده,ten
822,elf::NUM,یازده,eleven
823,zwölf::NUM,دوازده,twelve
824,zwanzig::NUM,بیست,twenty
825,dreißig::NUM,سی,thirty
826,vierzig::NUM,چهل,forty
827,fünfzig::NUM,پنجاه,fifty
828,sechzig::NUM,شصت,sixty
829,siebzig::NUM,هفتاد,seventy
830,achtzig::NUM,هشتاد,eighty
831,neunzig::NUM,نود,ninety
832,hundert::NUM,صد,a hundred
833,tausend::NUM,هزار,a thousand
834,und::CNJ,و,and
835,oder::CNJ,یا,or
836,stehen::V,ایستادن,stand
837,sitzen::V,نشستن,sit
838,liegen::V,خوابیدن,lie
839,liegen::V,دراز کشیدن,lie
840,hängen::V,آویزان بودن,hang
841,werden::V,شدن,become
842,passieren::V,گذشتن,happen
843,passieren::V,اتفاق افتادن,happen
844,beginnen::V,شروع شدن,begin
845,enden::V,تمام شدن,end
846,wechseln::V,عوض شدن,change
847,aufgehen[Sonne]::V,برآمدن,rise
848,aufgehen[Sonne]::V,طلوع کردن,rise
849,untergehen[Sonne]::V,غروب کردن,set
850,scheinen[Sonne]::V,تابیدن,shine
851,donnern::V,رعد زدن,thunder
