,Concept_ID,fa,ku
363,Menge::N,اندازه,qas
364,Haufen::N,توده,lod
365,Reihe::N,ردیف,rêz
366,Boot::N,قایق,kelek
367,Ruder::N,پارو,bêrik
368,Schlitten::N,سورتمه,xîjik
369,Ski::N,اسکی,lakan
370,Lagerfeuer::N,آتش,agir
371,Last::N,بار,bar
372,Last::N,سنگینی,bar
373,Gang::N,راه رفتن,fîtêz
374,Schritt::N,قدم,gav
375,Norden::N,شمال,bakur
376,Süden::N,جنوب,başur
377,Westen::N,غرب,rojava
378,Osten::N,شرق,rojhilat
379,Holz::N,چوب,dep
380,Brett::N,تخته,dep
381,Platte::N,صفحه,dep
382,Stütze::N,تکیه,destek
383,Stange::N,میله,sing
384,Stock::N,چوب,çam
385,Stab::N,عصا,qat
386,Rohr::N,لوله,borî
387,Haus::N,منزل,mal
388,Haus::N,منزل,xanî
389,Heim::N,خانه,mal
390,Heim::N,کاشانه,mal
391,Ofen::N,بخاری,sobe
392,Fußboden::N,کف اتاق,binpê
393,Tisch::N,میز,mase
394,Stuhl::N,صندلی,kursî
395,Wiege::N,گهواره,derguş
396,Bett::N,تختخواب,qerewêle
397,Regal::N,قفسه,rêbaz
398,Kiste::N,صندوق,sindoq
399,Fenster::N,پنجره,çam
400,Fenster::N,پنجره,şibeke
401,Tür::N,در,derî
402,Tür::N,درب,derî
403,Tor::N,دروازه,derge
404,Zaun::N,حصار,hejik
405,Dach::N,بام,sere xanî
406,Leiter::N,نردبان,pêling
407,Besen::N,جارو,melkes
408,Spaten::N,بیل,mer
409,Schaufel::N,بیل,bêr
410,Schaufel::N,پارو,bêr
411,Gabel::N,چنگال,çetel
412,Löffel::N,قاشق,kevçî
413,Messer::N,کارد,kêr
414,Nagel::N,میخ,bizmar
415,Netz::N,تور,tor
416,Netz::N,شبکه,tor
417,Haken::N,قلاب,çenqel
418,Griff::N,دسته,destî
419,Schloss::N,قفل,qonax
420,Bild::N,عکس,dimen
421,Bild::N,تصویر,dimen
422,Figur::N,تندیس,figûr
423,Puppe::N,عروسک,bûk
424,Beutel::N,کیسه,kîsik
425,Bündel::N,بسته,pêçek
426,Tasche::N,کیف,bêrîk
427,Eimer::N,سطل,dewl
428,Deckel::N,در,devik
429,Geschirr::N,ظرف,ferax
430,Sack::N,گونی,tûr
431,Tasse::N,فنجان,kada
432,Topf::N,دیگ,beroş
433,Topf::N,قابلمه,beroş
434,Kessel::N,دیگ,şîril
435,Essen::N,خوراک,xwarin
436,Nahrung::N,غذا,xwarin
437,Speise::N,خوراک,xwarin
438,Fleisch::N,گوشت,goşt
439,Getreide::N,غله,zad
440,Brei::N,فرنی,hewdêl
441,Brei::N,حریره,hewdêl
442,Brot::N,نان,
443,Scheibe::N,قاچ,parçe
444,Scheibe::N,لزگه,parçe
445,Fett::N,چربی,rûn
446,Butter::N,کره,rûn
447,Öl::N,روغن,rûn
448,Salz::N,نمک,xwe
449,Suppe::N,آش,şorbe
450,Suppe::N,سوپ,şorbe
451,Honig::N,عسل,hingiv
452,Milch::N,شیر,şîr
453,Tee::N,چای,çay
454,Leder::N,چرم,çerm
455,Wolle::N,پشم,herî
456,Stoff::N,پارچه,paç
457,Nadel::N,سوزن,derzî
458,Faden::N,نخ,ta
459,Knopf::N,دکمه,bişkok
460,Knoten::N,گره,girêk
461,Farbe::N,رنگ,boyax
462,Kleidung::N,لباس,çil
463,Kleidung::N,پوشاک,çil
464,Hemd::N,پیراهن,qutik
465,Hemd::N,پیراهن,miltan
466,Kragen::N,یقه,stûvang
467,Ärmel::N,آستین,hûçik
468,Hose::N,شلوار,şewel
469,Gürtel::N,کمر‌بند,qayiş
470,Mütze::N,کلاه,fîno
471,Schuh::N,کفش,şêkal
472,Stiefel::N,چکمه,gizme
473,Stiefel::N,چکمه,çizme
474,Ring::N,حلقه,xelek
475,Ring::N,انگشتر,xelek
476,Band::N,نوار,band
477,Band::N,روبان,band
478,Kamm::N,شانه,şeh
479,Spiegel::N,آینه,eynik
480,Riemen::N,تسمه,qayiş
481,Schnur::N,ریسمان,doxin
482,Leine::N,قلاده,şirît
483,Decke::N,پتو,bataniye
484,Kissen::N,بالش,balgî
485,Tuch::N,شال,şar
486,Handtuch::N,حوله,dezmal
487,Kraft::N,نیرو,hêz
488,Kraft::N,نیرو,qewet
489,Stärke::N,زور,xurtî
490,Gesundheit::N,سلامتی,nojdarî
491,Gesundheit::N,تندرستی,nojdarî
492,Krankheit::N,بیماری,nexweşî
493,Schmerz::N,درد,êş
494,Wunde::N,زخم,kul
495,Fieber::N,تب,ta
496,Arznei::N,دارو,derman
497,Brücke::N,پل,kopî
498,Brunnen::N,چاه,çal
499,Brunnen::N,چاه,kani
500,Weide::N,چراگاه,beyar
501,Pfad::N,راه,xaçirek
502,Weg::N,راه,rê
503,Weg::N,طریق,rê
504,Straße::N,راه,rê
505,Straße::N,جاده,rê
506,Dorf::N,ده,gund
507,Dorf::N,روستا,gund
508,Stadt::N,شهر,baçar
509,Brief::N,نامه,name
510,Buch::N,کتاب,kitêb
511,Buch::N,کتاب,pirtûk
512,Buchstabe::N,حرف,herf
513,Zeitung::N,روزنامه,rojname
514,Leben::N,عمر,jiyan
515,Leben::N,زندگی,jiyan
516,Tod::N,مرگ,mirin
517,Grab::N,گور,mezel
518,Grab::N,مزار,mezel
519,Kirche::N,کلیسا,gilyas
520,Sünde::N,بزه,guneh
521,Sünde::N,گناه,guneh
522,Gott::N,خدا,xwedê
523,Arbeiter::N,کارگر,hîşçî
524,Chef::N,رئیس,bêg
525,Meister::N,استاد,hoste
526,Arzt::N,پزشک,doktor
527,Lehrer::N,معلم,mamoste
528,Lehrer::N,آموزگار,mamoste
529,Geld::N,پول,pere
530,Geschäft::N,کار,firoşgeh
531,Geschäft::N,بیزنس,firoşgeh
532,Laden::N,دکان,dikan
533,Laden::N,مغازه,dikan
534,Preis::N,بها,buha
535,Preis::N,قیمت,buha
536,Ware::N,جنس,tişt
537,Ware::N,کالا,tişt
538,Nutzen::N,مزیت,fêde
539,Nutzen::N,امتیاز,fêde
540,Reichtum::N,مال,serwet
541,Reichtum::N,ثروت,serwet
542,Welt::N,دنیا,dinya
543,Land::N,کشور,welat
544,Land::N,مملکت,welat
545,Staat::N,دولت,dewlet
546,König::N,شاه,şah
547,König::N,شاه,qral
548,König::N,پادشاه,şah
549,König::N,پادشاه,qral
550,Macht::N,قدرت,qewet
551,Macht::N,قدرت,destihilat
552,Macht::N,اختیار,qewet
553,Macht::N,اختیار,destihilat
554,Grenze::N,مرز,kevî
555,Krieg::N,جنگ,çeng
556,Krieg::N,جنگ,sêwaş
557,Feind::N,دشمن,dijmin
558,Gewalt::N,زور,zor
559,Gewalt::N,خشونت,zor
560,Kampf::N,نبرد,şer
561,Kampf::N,مبارزه,şer
562,Bogen[Waffe]::N,کمان,kêvan
563,Pfeil::N,تیر,çîrik
564,Gewehr::N,تفنگ,tifing
565,Fehler::N,غلط,şaşî
566,Fehler::N,اشتباه,şaşî
567,Lüge::N,دروغ,derew
568,Schaden::N,آسیب,xisar
569,Schaden::N,خسارت,xisar
570,Unglück::N,بلا,bêbextî
571,Schuld::N,گناه,suç
572,Schuld::N,تقصیر,suç
573,Alter::N,سن,temen
574,Alter::N,عمر,temen
575,Schluss::N,انتها,girtin
576,Zeit::N,وقت,çax
577,Zeit::N,زمان,çax
578,Tag::N,روز,roj
579,Morgen::N,صبح,sibeh
580,Mittag::N,ظهر,nîro
581,Abend::N,شب,êvar
582,Abend::N,عصر,êvar
583,Nacht::N,شب,şev
584,Woche::N,هفته,heftî
585,Monat::N,ماه,meh
586,Jahr::N,سال,sal
587,Frühling::N,بهار,bihar
588,Sommer::N,تابستان,havîn
589,Herbst::N,پاییز,payîz
590,Winter::N,زمستان,zistan
591,Januar::N,ژانویه,çile
592,Februar::N,فوریه,sibat
593,März::N,مارس,adar
594,April::N,آوریل,nîsan
595,Mai::N,مه,gûlan
596,Juni::N,ژوئن,hezîran
597,Juli::N,ژویه,tîmeh
598,August::N,اوت,tebax
599,September::N,سپتامبر,îlon
600,Oktober::N,اکتبر,çotmeh
601,November::N,نوامبر,mijdar
602,Dezember::N,دسامبر,kanûn
603,Montag::N,دو‌شنبه,duşemb
604,Dienstag::N,سه‌شنبه,sêşem
605,Mittwoch::N,چهار‌شنبه,çarşemb
606,Donnerstag::N,پنج شنبه,pêşemb
607,Freitag::N,جمعه,în
608,Samstag::N,شنبه,şemî
609,Sonntag::N,یکشنبه,yekşemb
610,groß::A,بزرگ,mezin
611,klein::A,کوچک,çûçik
612,lang::A,بلند,dirêj
613,kurz::A,کوتاه,kin
614,breit::A,پهن,fireh
615,schmal::A,تنگ,tenik
616,schmal::A,نازک,tenik
617,dicht::A,چگال,gir
618,dicht::A,انبوه,gir
619,dick[Gegenstand]::A,ضخیم,şîşman
620,dünn::A,نازک,zirav
621,fein::A,ریز,tenik
622,fein::A,باریک,tenik
623,fest::A,محکم,saxlem
624,flach::A,صاف,pahn
625,flach::A,مسطح,pahn
626,glatt::A,لیز,dûz
627,glatt::A,لیز,şayîk
628,hart::A,سفت,hişk
629,weich::A,نرم,nerm
630,weich::A,ملایم,nerm
631,rund::A,گرد,gilover
632,spitz::A,تیز,pîj
633,spitz::A,نوک‌تیز,pîj
634,scharf::A,تیز,tûj
635,scharf::A,برنده,tûj
636,stumpf::A,کند,ne tûj
637,schwer::A,سنگین,giran
638,schön::A,زیبا,xweş
639,schön::A,زیبا,xweşik
640,heiß::A,داغ,kelandî
641,warm::A,گرم,germ
642,kalt::A,سرد,sar
643,kühl::A,خنک,jemîrî
644,frisch::A,تازه,ter
645,feucht::A,مرطوب,şil
646,nass::A,تر,şilek
647,nass::A,خیش,şilek
648,trocken::A,خشک,zuwa
649,voll::A,پر,tijî
650,leer::A,خالی,vala
651,offen::A,باز,vekirî
652,geschlossen::A,بسته,asê
653,sauber::A,پاک,pakij
654,sauber::A,تمیز,pakij
655,schmutzig::A,کثیف,lewitî
656,schmutzig::A,آلوده,lewitî
657,roh::A,خام,xav
658,reif::A,رسیده,gihaştî
659,lecker::A,لذیذ,xweş
660,lecker::A,خوشمزه,xweş
661,süß::A,شیرین,şîrîn
662,bitter::A,تلخ,tahl
663,sauer::A,ترش,tirş
664,hell::A,روشن,ronî
665,dunkel::A,تاریک,tarî
666,schwarz::A,سیاه,reş
667,weiß::A,سفید,sipî
668,rot::A,سرخ,sor
669,rot::A,قرمز,sor
670,gelb::A,زرد,zer
671,blau::A,آبی,şîn
672,grün::A,سبز,şîn
673,grau::A,طوسی,gewr
674,grau::A,خاکستری,gewr
675,bunt::A,رنگارنگ,rengîn
676,billig::A,ارزان,erzan
677,teuer::A,گران,biha
678,wertvoll::A,قیمتی,hêja
679,wertvoll::A,قیمتی,giranbiha
680,wertvoll::A,گرانبها,hêja
681,wertvoll::A,گرانبها,giranbiha
682,blind::A,کور,kor
683,blind::A,نابینا,kor
684,taub::A,کر,kerr
685,taub::A,ناشنوا,kerr
686,kräftig::A,قوی,gir
687,kräftig::A,قوی,xurt
688,stark::A,قوی,xurt
689,stark::A,نیرومند,xurt
690,schwach::A,ضعیف,kesad
691,fett::A,چرب,qelew
692,schlank::A,باریک‌اندام,zirav
693,hübsch::A,قشنگ,xweşik
694,hübsch::A,خوشگل,xweşik
695,böse::A,بد,xerab
696,böse::A,بد,aciz
697,dumm::A,احمق,gêj
698,faul::A,لش,têmbêl
699,faul::A,تنبل,têmbêl
700,fleißig::A,زرنگ,jêhatî
701,geizig::A,خسیس,destgirtî
702,klug::A,عاقل,baqil
703,klug::A,باهوش,baqil
704,geschickt::A,ماهر,zîrek
705,geschickt::A,ماهر,ziring
706,lieb::A,عزیز,delal
707,lustig::A,شاد,kêfxweş
708,lustig::A,خوشحال,kêfxweş
709,sanft::A,لطیف,nazenîn
710,hungrig::A,گرسنه,birçî
711,krank::A,مریض,nexweş
712,krank::A,بیمار,nexweş
713,nackt::A,لخت,rût
714,nackt::A,لخت,tazî
715,nackt::A,برهنه,rût
716,nackt::A,برهنه,tazî
717,traurig::A,غمگین,xemgîn
718,lebendig::A,زنده,bisaxî
719,gut::A,خوب,baş
720,schlecht::A,بد,xerab
721,richtig::A,درست,rast
722,richtig::A,درست,saxlem
723,schlimm::A,وخيم,nebaş
724,wahr::A,درست,rast
725,wahr::A,حقیقی,rast
726,alt::A,کهنه,pîr
727,alt::A,کهنه,kevn
728,neu::A,نو,nû
729,ehemalig::A,قبلی,kevnar
730,ehemalig::A,قبلی,peşidar
731,alt[Lebewesen]::A,پیر,pîr
732,jung::A,جوان,xort
733,arm::A,فقیر,feqîr
734,arm::A,فقیر,desteng
735,reich::A,پولدار,dewlemend
736,reich::A,ثروتمند,dewlemend
737,bekannt::A,آشنا,naskirî
738,bekannt::A,معلوم,naskirî
739,berühmt::A,مشهور,navdar
740,fremd::A,خارجی,xerîb
741,fremd::A,بیگانه,xerîb
742,verschieden::A,مختلف,çîhê
743,verschieden::A,متفاوت,çîhê
744,nah::A,نزدیک,nêzîk
745,fern::A,دور,dûr
746,linker::A,چپ,çepê
747,rechter::A,راست,rastê
748,anderer::A,دیگر,yê din
749,erster::A,اول,yekemîn
750,zweiter::A,دوم,duda
751,dritter::A,سوم,sisêya
752,letzter::A,آخر,paşîn
753,allein::ADV,تنها,tenê
754,auf einmal::ADV,همزمان,jar kê
755,zusammen::ADV,باهم,tev
756,zusammen::ADV,باهم,bi hev re
757,lange::ADV,مدت‌ها,dirêj
758,lange::ADV,مدت زیادی,dirêj
759,plötzlich::ADV,ناگهان,ji nişkave
760,sofort::ADV,فوراً,yekser
761,später::ADV,بعدها,paşiyê
762,jetzt::ADV,حالا,nuha
763,jetzt::ADV,اکنون,nuha
764,heute::ADV,امروز,îro
765,morgen::ADV,فردا,sibeh
766,bald::ADV,زود,nêzîk
767,bald::ADV,بزودی,nêzîk
768,dann::ADV,سپس,paşê
769,dann::ADV,آنوقت,paşê
770,gestern::ADV,دیروز,do
771,einst::ADV,وقتی,jar ke
772,einst::ADV,زمانی,jar ke
773,damals::ADV,آنوقت,hîngî
774,damals::ADV,آنزمان,hîngî
775,danach::ADV,بعد,piştra
776,vorher::ADV,قبلاً,pîşî
777,zuerst::ADV,اول,bere
778,zuerst::ADV,ابتداء,bere
779,einmal::ADV,یکدفعه,çarik
780,manchmal::ADV,گاهی,çarna
781,manchmal::ADV,بعضی اوقات,çarna
782,oft::ADV,اغلب,gelek çaran
783,immer::ADV,همیشه,daîm
784,niemals::ADV,هرگز,tu çar
785,hier::ADV,اینجا,li vir
786,hierhin::ADV,به اینجا,vir
787,von hier::ADV,از اینجا,ji vir
788,dort::ADV,آنجا,li wê derê
789,dorthin::ADV,به آنجا,wêda
790,geradeaus::ADV,راست,rastê rast
791,vorwärts::ADV,جلو,ber bi pêş
792,vorwärts::ADV,به پیش,ber bi pêş
793,rückwärts::ADV,عقب,paşpê
794,zurück::ADV,پس,paşdo
795,zurück::ADV,پس,paşvê
796,zurück::ADV,عقب,paşdo
797,zurück::ADV,عقب,paşvê
798,zurück::ADV,بالعکس,paşdo
799,zurück::ADV,بالعکس,paşvê
800,unten::ADV,زیر,jêrî
801,unten::ADV,پایین,jêrî
802,hinab::ADV,به پایین,berjêr
