,Concept_ID,uz,br
210,Bruder::N,og'a,breur
211,Bruder::N,uka,breur
212,Schwester::N,opa,c'hoar
213,Schwester::N,singil,c'hoar
214,Onkel::N,amaki,eontr
215,Tante::N,amma,moereb
216,Tante::N,xola,moereb
217,Ehemann::N,är,gwaz
218,Ehefrau::N,rafiqa,gwreg
219,Freude::N,ayish,levenez
220,Gelächter::N,kulgi,c'hoarzherezh
221,Glück::N,saodat,chañs
222,Kummer::N,g'am,doan
223,Wunsch::N,orzu,c'hoant
224,Lust::N,rag'bat,c'hoant
225,Geist::N,ruh,spered
226,Gedanke::N,fikr,soñj
227,Gedächtnis::N,äs,eñvor
228,Verstand::N,aql,skiant
229,Sinn::N,ma'ni,ster
230,Grund::N,sabab,kaoz
231,Wahrheit::N,haq,gwirionez
232,Gespräch::N,gap,kaozeadenn
233,Märchen::N,ärtak,kaoz korriganez
234,Erzählung::N,rivoyat,kontadenn
235,Nachricht::N,xabar,keloù
236,Neuigkeit::N,yangilik,kelaouenn
237,Name::N,ot,anv
238,Rätsel::N,topishmoq,divinatez
239,Rede::N,nutq,diskour
240,Sprache::N,til,yezh
241,Stimme::N,ovoz,mouezh
242,Wort::N,so'z,ger
243,Zeichen::N,alomat,sin
244,Ruf::N,chaqiriq,galv
245,Lärm::N,taraq,trouz
246,Laut::N,tovush,
247,Ton::N,un,ton
248,Lied::N,ashula,kanaouenn
249,Ruhe::N,tinchlik,sioulded
250,Leute::N,xaloyiq,tud
251,Volk::N,xalq,pobl
252,Arbeit::N,ish,labour
253,Gast::N,mehmon,kouviad
254,Geschenk::N,hadya,prof
255,Spiel::N,o'yin,c'hoari
256,Gesellschaft::N,jamiyat,kompagnunezh
257,Gesellschaft::N,jamiyat,kavandad
258,Hilfe::N,yordam,sikour
259,Freund::N,do'st,mignon
260,Kamerad::N,yo'ldosh,kamarad
261,Angelegenheit::N,daxl,afer
262,Anzahl::N,son,niver
263,Art::N,tur,sort
264,Stück::N,parcha,tamm
265,Teil::N,bo'lak,pezh
266,Hälfte::N,yarim,hanterenn
267,Kreis::N,aylana,kelc'h
268,Kreuz::N,xoch,kroaz
269,Linie::N,liniya,linenn
270,Strich::N,chiziq,tenn
271,Abstand::N,oralik,distok
272,Entfernung::N,uzoqlik,keid
273,Entfernung::N,uzoqlik,kehid
274,Gegend::N,yer,korn-bro
275,Platz::N,oralig,plasenn
276,Ort::N,joy,lec'h
277,Seite::N,yon,tu
278,Mitte::N,o'rta,kreiz
279,Gegenstand::N,ashyo,tra
280,Sache::N,buyum,tra
281,Rand::N,chek,kantenn
282,Kante::N,tig',kantenn
283,Ecke::N,burchak,korn
284,Spitze::N,uch,begell
285,Ende::N,oxir,dibenn
286,Loch::N,teshik,toull
287,Winkel::N,go'sha,
288,Muster::N,nusha,tresadenn
289,Größe::N,kattalik,ment
290,Länge::N,uzunlik,hirder
291,Höhe::N,yuksaklik,uhelder
292,Gewicht::N,solmoq,pouez
293,Menge::N,miqdor,bern
294,Haufen::N,uyum,bern
295,Reihe::N,saf,steud
296,Boot::N,qayiq,bag
297,Ruder::N,äshkak,roeñv
298,Schlitten::N,chana,trainell
299,Ski::N,chang'i,ski
300,Lagerfeuer::N,gulxan,
301,Last::N,yuk,karg
302,Gang::N,yurish,kerzh
303,Schritt::N,qadam,paz
304,Norden::N,shimol,norzh
305,Norden::N,shimol,hanternoz
306,Süden::N,janub,su
307,Süden::N,janub,kreisteiz
308,Westen::N,g'arb,kuzh-heol
309,Osten::N,sharq,reter
310,Osten::N,sharq,sav-heol
311,Holz::N,yog'och,koad
312,Brett::N,taxta,plankenn
313,Platte::N,tabaqa,plakenn
314,Stütze::N,tayanchi,harp
315,Stange::N,qo'noq,sparl
316,Stock::N,tayoq,bazh
317,Stab::N,gavron,bazh
318,Rohr::N,tarnov,tub
319,Rohr::N,tarnov,korz
320,Haus::N,uy,ti
321,Heim::N,makon,kêr
322,Ofen::N,pechka,forn
323,Fußboden::N,pol,plañchod
324,Tisch::N,mosa,taol
325,Stuhl::N,o'rindiq,kador
326,Wiege::N,beshik,kavell
327,Bett::N,yotoq,gwele
328,Regal::N,tokcha,estajerenn
329,Kiste::N,sandiq,kased
330,Fenster::N,deraza,prenestr
331,Tür::N,äshik,dor
332,Tor::N,darvoza,portal
333,Zaun::N,panjara,sklotur
334,Dach::N,tom,toenn
335,Leiter::N,narvon,skeul
336,Besen::N,supurgi,skubell
337,Spaten::N,bel,pal
338,Schaufel::N,kurak,pal
339,Gabel::N,bilka,fourchetez
340,Löffel::N,qoshiq,loa
341,Messer::N,pichoq,kontell
342,Nagel::N,mix,tach
343,Netz::N,to'r,roued
344,Haken::N,ilgak,krog
345,Griff::N,sop,kemer
346,Griff::N,tutqich,kemer
347,Schloss::N,qulf,potenn
348,Bild::N,rasm,skeudenn
349,Figur::N,shakl,skeud
350,Figur::N,shakl,figur
351,Puppe::N,ko'g'irchoq,merc'hodenn
352,Beutel::N,to'rva,sac'h
353,Bündel::N,bog'lam,feskenn
354,Tasche::N,kissa,sac'h
355,Eimer::N,chelak,sailh
356,Deckel::N,qopqoq,pallenn
357,Geschirr::N,idish,listriaj
358,Sack::N,qop,sac'h
359,Tasse::N,piyola,tas
360,Topf::N,tuvak,pod
361,Kessel::N,qozon,chaodouron
362,Essen::N,tomoq,pred
363,Nahrung::N,emak,boued
364,Speise::N,taom,meuz
365,Fleisch::N,go'sht,kig
366,Getreide::N,g'alla,ed
367,Brei::N,bo'tqa,yod
368,Brot::N,non,bara
369,Scheibe::N,disk,tailhenn
370,Fett::N,moy,lard
371,Butter::N,yog',amann
372,Öl::N,moy,eoul
373,Salz::N,tuz,holen
374,Suppe::N,sho'rva,soubenn
375,Honig::N,asal,mel
376,Milch::N,sut,laezh
377,Tee::N,choy,te
378,Leder::N,charm,lêr
379,Wolle::N,jun,gloan
380,Stoff::N,mato,danvez
381,Nadel::N,igna,nadoz
382,Faden::N,ip,neudenn
383,Knopf::N,tugma,bouton
384,Knoten::N,tugun,skoulm
385,Farbe::N,bo'yok,liv
386,Kleidung::N,kiyim,dilhad
387,Hemd::N,ko'ylak,roc'hed
388,Kragen::N,yoqa,gouzoug
389,Ärmel::N,yeng,milgin
390,Hose::N,shim,bragoù
391,Gürtel::N,tasma,gouriz
392,Mütze::N,shapka,boned
393,Schuh::N,but,botez
394,Stiefel::N,botinka,botez
395,Ring::N,yuzuk,gwalenn
396,Band::N,rishta,bagad
397,Kamm::N,taroq,krib
398,Spiegel::N,ko'zgu,melezour
399,Riemen::N,qayish,lerenn
400,Schnur::N,bog'ich,kordenn
401,Leine::N,etak,roll
402,Decke::N,odyol,golo
403,Kissen::N,yostiq,goubenner
404,Tuch::N,gazlama,mezher
405,Handtuch::N,sochiq,toailhon
406,Kraft::N,kuch,nerzh
407,Stärke::N,quvvat,nerzhder
408,Gesundheit::N,sog'lik,yec'hed
409,Krankheit::N,kasallik,klañved
410,Schmerz::N,og'riq,poan
411,Schmerz::N,og'riq,droug
412,Wunde::N,yara,gloazadenn
413,Fieber::N,bezgak,terzhienn
414,Arznei::N,dori,louzoù
415,Brücke::N,ko'prik,pont
416,Brunnen::N,buloq,puñs
417,Weide::N,yaylov,prad
418,Pfad::N,dorojka,gwenodenn
419,Weg::N,yo'l,hent
420,Straße::N,ko'cha,ru
421,Straße::N,ko'cha,hent
422,Dorf::N,ovul,kêr
423,Dorf::N,ovul,kêriadenn
424,Stadt::N,shahar,kêr
425,Brief::N,maktub,lizher
426,Buch::N,kitob,levr
427,Buchstabe::N,harf,lizherenn
428,Zeitung::N,gazet,kazetenn
429,Leben::N,hayot,buhez
430,Tod::N,o'lim,marv
431,Grab::N,go'r,bez
432,Kirche::N,cherkov,iliz
433,Sünde::N,gunoh,pec'hed
434,Gott::N,olloh,doue
435,Arbeiter::N,ishchi,labourer
436,Arbeiter::N,ishchi,micherour
437,Chef::N,rais,penn
438,Meister::N,usta,mestr
439,Arzt::N,hakim,mezeg
440,Arzt::N,hakim,medisin
441,Lehrer::N,muallim,skolaer
442,Lehrer::N,muallim,kelenner
443,Geld::N,pul,arc'hant
444,Geschäft::N,savdo,stal
445,Laden::N,do'kon,stal
446,Preis::N,baho,priz
447,Ware::N,mol,marc'hadourezh
448,Nutzen::N,foyda,gounidegezh
449,Nutzen::N,foyda,lañs
450,Nutzen::N,foyda,profit
451,Nutzen::N,foyda,spleit
452,Reichtum::N,boylik,pinvidigezh
453,Welt::N,olam,douar
454,Land::N,o'lka,bro
455,Staat::N,davlat,stad
456,König::N,qirol,roue
457,Macht::N,iqtidor,galloud
458,Grenze::N,chegara,harzoù
459,Krieg::N,harb,brezel
460,Feind::N,dushman,eneber
461,Gewalt::N,zo'rlik,tâerder
462,Kampf::N,kurash,kann
463,Bogen[Waffe]::N,yoy,gwareg
464,Pfeil::N,o'q,saezh
465,Gewehr::N,vintovka,fuzuilh
466,Fehler::N,xato,fazi
467,Lüge::N,yolg'on,gaou
468,Schaden::N,ziyon,gwall
469,Unglück::N,balo,gwalleur
470,Schuld::N,ayb,kablusted
471,Schuld::N,ayb,pec'hedigezh
472,Alter::N,yosh,oad
473,Schluss::N,tamom,diwezh
474,Zeit::N,vaqt,amzer
475,Tag::N,kun,deizh
476,Morgen::N,saboh,beure
477,Morgen::N,saboh,mintin
478,Mittag::N,kun tushlik,kreisteiz
479,Abend::N,oqshom,abardaez
480,Nacht::N,tun,noz
481,Woche::N,hafta,sizhun
482,Monat::N,oy,miz
483,Jahr::N,yil,bloaz
484,Frühling::N,bahor,nevezamzer
485,Sommer::N,yoz,hañv
486,Herbst::N,kuz,diskaramzer
487,Herbst::N,xazon,diskaramzer
488,Winter::N,qish,goañv
489,Januar::N,yanvar',Genver
490,Februar::N,fevral',C'hwevrer
491,März::N,mart,Meurzh
492,April::N,aprel',Ebrel
493,Mai::N,may,Mae
494,Juni::N,iyun',Mezheven
495,Juli::N,iyul',Gouhere
496,August::N,avgust,Eost
497,September::N,sentyabr',Gwengolo
498,Oktober::N,oktyabr',Here
499,November::N,noyabr',Du
500,Dezember::N,dekabr',Kerzu
501,Montag::N,dushanba,Lun
502,Dienstag::N,seshanba,Meurzh
503,Mittwoch::N,chorshanba,Merc'her
504,Donnerstag::N,payshanba,Yaou
505,Freitag::N,juma,Gwener
506,Samstag::N,shanba,Sadorn
507,Sonntag::N,yakshanba,Sul
508,groß::A,buyuk,bras
509,klein::A,kichik,bihan
510,lang::A,uzun,hir
511,kurz::A,qisqa,berr
512,breit::A,keng,ledan
513,schmal::A,änsiz,strizh
514,dicht::A,quyuq,stank
515,dick[Gegenstand]::A,qalin,tev
516,dünn::A,ingichka,moan
517,fein::A,mayin,munut
518,fest::A,qattiq,start
519,flach::A,yalpoq,plaen
520,glatt::A,tekis,lintr
521,glatt::A,tekis,levn
522,hart::A,qattiq,kalet
523,weich::A,yumshoq,blot
524,rund::A,yumaloq,ront
525,spitz::A,uchli,poentet
526,scharf::A,keskir,dremm
527,stumpf::A,to'mtoq,talsoc'h
528,schwer::A,salmoqli,pounner
529,schön::A,go'zal,kaer
530,heiß::A,qiziq,tomm
531,warm::A,issiq,tomm
532,kalt::A,sovuq,yen
533,kühl::A,salqin,yen
534,frisch::A,toza,fresk
535,feucht::A,namli,gleb
536,nass::A,nam,gleb
537,trocken::A,quruq,sec'h
538,voll::A,to'la,leun
539,leer::A,puch,goullo
540,offen::A,ochiq,digor
541,geschlossen::A,berk,serr
542,sauber::A,ozoda,naet
543,schmutzig::A,kir,lous
544,roh::A,xom,kriz
545,reif::A,pishiq,darev
546,lecker::A,shirin,lipous
547,lecker::A,shirin,saourus
548,süß::A,shirin,dous
549,bitter::A,achchiq,c'hwerv
550,sauer::A,achchiq,trenk
551,hell::A,yorug',sklaer
552,dunkel::A,qorong'i,teñval
553,schwarz::A,qora,du
554,weiß::A,oq,gwenn
555,rot::A,qizil,ruz
556,gelb::A,sariq,melen
557,blau::A,zangori,glas
558,grün::A,yashil,gwer
559,grau::A,bo'z,louet
560,bunt::A,ola,liesliv
561,billig::A,arzon,marc'had-mat
562,teuer::A,qimmat,ker
563,wertvoll::A,qimmat,prizius
564,blind::A,ko'r,dall
565,taub::A,garang,bouzar
566,kräftig::A,kuchli,start
567,stark::A,quvvatli,kreñv
568,schwach::A,kuchsiz,gwan
569,fett::A,semiz,lard
570,schlank::A,ingichka,sinkl
571,hübsch::A,ko'rkam,koant
572,böse::A,yovuz,gwall
573,dumm::A,aqlsiz,glep
574,faul::A,ärinchak,lezirek
575,fleißig::A,ishchan,studius
576,geizig::A,qurumsoq,tost
577,klug::A,oqil,speredek
578,geschickt::A,äpchil,dornet
579,lieb::A,aziz,koant
580,lustig::A,chaqchaq,laouen
581,sanft::A,asta,flour
582,hungrig::A,och,marnaon
583,krank::A,kasal,klañv
584,nackt::A,yalang,noazh
585,traurig::A,xafa,trist
586,lebendig::A,hayotiy,bev
587,gut::A,soz,mad
588,schlecht::A,yomon,fall
589,schlecht::A,yomon,gwall
590,richtig::A,rost,reizh
591,schlimm::A,yovuz,gwall
592,wahr::A,haqiqiy,gwir
593,alt::A,äski,kozh
594,neu::A,yangi,nevez
595,ehemalig::A,sobiq,kozh
596,alt[Lebewesen]::A,qari,kozh
597,jung::A,navqiron,yaouank
598,arm::A,abgor,paour
599,reich::A,boy,pinvidik
600,bekannt::A,ma'lum,anavezet
601,berühmt::A,mashhur,brudet
602,fremd::A,yot,dizanav
603,verschieden::A,turli,disheñel
604,nah::A,yaqindagi,nes
605,fern::A,uzoq,diabell
606,linker::A,so'l,kleiz
607,rechter::A,o'ng,dehoù
608,anderer::A,boshqa,all
609,erster::A,birinchi,kentañ
610,zweiter::A,ikkinchi,eil
611,dritter::A,uchinchi,trede
612,letzter::A,oxirgi,diwezhañ
613,allein::ADV,o'zicha,e-unan
614,auf einmal::ADV,varakay,ar un dro
615,zusammen::ADV,barobar,asambles
616,lange::ADV,uzoq,pell
617,plötzlich::ADV,qo'qqisdan,en un taol
618,sofort::ADV,darrov,diouzhtu
619,später::ADV,so'ngra,diwezhatoc'h
620,jetzt::ADV,hozirgina,bremañ
621,heute::ADV,bugun,hiziv
622,morgen::ADV,ärta,arc'hoazh
623,bald::ADV,toz,hepdale
624,dann::ADV,keyin,a-c'houde
625,gestern::ADV,kecha,dec'h
626,einst::ADV,avvallari,gwechall
627,damals::ADV,ugal,neuze
628,danach::ADV,so'ngra,goude
629,vorher::ADV,avval,diagent
630,zuerst::ADV,avval,da gentañ
631,einmal::ADV,bir marta,ur wech
632,manchmal::ADV,onda-sonda,a-wechoù
633,oft::ADV,tez-tez,alies
634,immer::ADV,har vaqt,atav
635,immer::ADV,har vaqt,bepred
636,niemals::ADV,hargiz,gwech ebet
637,hier::ADV,shu erda,amañ
638,hierhin::ADV,beri,dre amañ
639,von hier::ADV,shu erdan,alemañ
640,dort::ADV,ana,aze
641,dort::ADV,ana,ahont
642,dorthin::ADV,u yerga,di
643,dorthin::ADV,u yerga,aze
644,dorthin::ADV,u yerga,ahont
645,geradeaus::ADV,to'g'ri,war-eeun
646,vorwärts::ADV,ilgari,war-raok
647,rückwärts::ADV,qoloq,war-lerc'h
648,zurück::ADV,orqada,war-dreñv
649,unten::ADV,pastda,en traoñ
650,hinab::ADV,tubanga,a-izel
651,oben::ADV,ustida,en nec'h
652,hinauf::ADV,yuqorida,e-krec'h
653,überall::ADV,har erda,dre-holl
654,nicht::ADV,ämas,ne ... ket
655,ein wenig::ADV,biroz,un tammig
656,kaum::ADV,arang,a-boan
657,sehr::ADV,ancha,-tre
658,sehr::ADV,ancha,-kenañ
659,so::ADV,shunday,evel-se
660,noch::ADV,hali,c'hoazh
661,nur::ADV,yolg'iz,hepken
662,schon::ADV,endi,dija
663,wieder::ADV,yana,adarre
664,vergebens::ADV,bekorga,
665,vor::PRP,burun,dirak
666,hinter::PRP,ketida,a-drek
667,hinter::PRP,ketida,a-dreñv
668,unter::PRP,ostida,dindan
669,durch::PRP,bo'ylab,dre
670,neben::PRP,yonida,e-kichen
671,zwischen::PRP,orada,etre
672,wegen::PRP,sababli,abalamour da
673,dies::PRN,o'sha,hemañ
674,das::PRN,narigi,se
675,das::PRN,narigi,hennezh
676,alles::PRN,har nima,pep tra
677,ich::PRN,men,me
678,du::PRN,sen,te
679,er::PRN,u,eñ
680,wir::PRN,biz,ni
681,ihr::PRN,siz,c'hwi
682,sie::PRN,ular,int
683,was::FPRN,nima,petra
684,wer::FPRN,kim,piv
685,wo::FADV,qaerda,pelec'h
686,wohin::FADV,qayerga,da belec'h
687,wie::FADV,qanday,penaos
688,warum::FADV,nega,perak
689,wieviel::FNUM,qancha,pet
690,eins::NUM,bir,unan
691,zwei::NUM,ikki,daou
692,drei::NUM,uch,tri
693,vier::NUM,to'rt,pevar
694,fünf::NUM,besh,pemp
695,sechs::NUM,olti,c'hwec'h
696,sieben::NUM,etti,seizh
697,acht::NUM,sakkiz,eizh
698,neun::NUM,to'qqiz,nav
699,zehn::NUM,o'n,dek
700,elf::NUM,o'n bir,unnek
701,zwölf::NUM,o'n ikki,daouzek
702,zwanzig::NUM,yigirma,ugent
703,dreißig::NUM,o'ttiz,tregont
704,vierzig::NUM,qirq,daou-ugent
705,fünfzig::NUM,ällik,hanter-kant
706,sechzig::NUM,oltmish,tri-ugent
707,siebzig::NUM,etmish,dek ha tri-ugent
708,achtzig::NUM,sakson,pevar-ugent
709,neunzig::NUM,to'qson,dek ha pevar-ugent
710,hundert::NUM,yuz,kant
711,tausend::NUM,ming,mil
712,und::CNJ,va,ha
713,oder::CNJ,yo,pe
714,stehen::V,turmoq,bezañ a-sav
715,sitzen::V,o'tirmoq,azezañ
716,sitzen::V,o'tirmoq,bezañ en e goazez
717,liegen::V,yotmoq,bezañ en e c'hourvez
718,hängen::V,osilmoq,krougañ
719,werden::V,bo'lmoq,dazonet
720,passieren::V,bo'lib o'tmoq,c'hoarvezout
721,beginnen::V,boshlanmoq,stagañ
722,enden::V,bitmoq,achuiñ
723,wechseln::V,o'zgarmoq,cheñch
724,aufgehen[Sonne]::V,chiqmoq,dirouzañ
725,untergehen[Sonne]::V,botmoq,
726,scheinen[Sonne]::V,yaraqlamoq,lugernañ
727,donnern::V,gulduramoq,taranal
728,wehen::V,elpimoq,c'hwezhañ
729,strömen::V,oqmoq,deredek
730,fließen::V,oqmoq,redek
731,sich drehen::V,aylanmoq,troiñ
732,schwanken::V,qoqilmoq,trantellat
733,schwingen::V,lopillamoq,froumal
734,fallen::V,tushmoq,kouezhañ
735,brennen::V,yonmoq,deviñ
736,rauchen::V,tutamoq,divogedañ
737,regnen::V,yomg'ir yog'moq,glavañ
738,gefrieren::V,muzlamoq,reviñ
739,tauen::V,ärimoq,diskornañ
740,schmelzen::V,ärimoq,teuziñ
741,trocknen::V,qurimoq,sec'hañ
742,sieden::V,qaynamoq,berviñ
743,faulen::V,chirimoq,breinañ
744,verfaulen::V,chirimoq,breinañ
745,reißen::V,qayt qilmoq,darnaouiñ
746,versinken::V,g'arq bo'lmoq,sodellañ
747,vergehen::V,o'tmoq,tremen
748,erscheinen::V,zuhur ätmoq,donet war-wel
749,verschwinden::V,yo'qolmoq,monet diwar wel
750,sinken::V,pasaymoq,en em izelat
751,abnehmen::V,kamaymoq,nebeutaat
752,zunehmen::V,urchimoq,kreskiñ
753,steigen::V,oshmoq,sevel
754,wachsen::V,o'smoq,kreskiñ
755,glänzen::V,porlamoq,lugernañ
756,funkeln::V,yalt ätmoq,elieniñ
757,lärmen::V,taraq ätmoq,rabotat
758,läuten::V,jiringlamoq,
759,klingeln::V,jiringlamoq,
760,klirren::V,sharaqlamoq,diridignat
761,klirren::V,sharaqlamoq,sterlinkañ
762,brausen::V,vag'illamoq,gwegal
763,rauschen::V,shitirlamoq,trouzal
764,klingen::V,yangramoq,seniñ
765,bellen::V,hurmoq,harzhal
766,heulen::V,uvlamoq,yudal
767,blasen::V,puflamoq,c'hwezhañ
768,pfeifen::V,xushtak chalmoq ,c'hwitellat
769,schreien::V,qiyqirmoq,huchal
770,stöhnen::V,nola qilmoq,hirvoudiñ
771,zittern::V,titramoq,krenañ
772,leben::V,yashamoq,bevañ
773,geboren werden::V,tug'ilmoq,genel
774,atmen::V,nafas chiqarmoq,tennañ e anal
775,trinken::V,ichmoq,evañ
776,essen::V,emoq,debriñ
777,schlucken::V,yutmoq,lonkañ
778,müde werden::V,horimoq,skuizhañ
779,einschlafen::V,uxlab qolmoq,menel kousket
