,Concept_ID,ko,te
709,scheinen[Sonne]::V,빛나다,ప్రకాశించు
710,donnern::V,천둥치다,ఉరుముట
711,wehen::V,풀다,దురద్పప్టము
712,strömen::V,흐르다,పారుట
713,fließen::V,흐르다,ప్రవహించు
714,sich drehen::V,돌다,తిరుగు
715,schwanken::V,동요하다,ఆడించుట
716,schwingen::V,흔들다,ఊగుట
717,fallen::V,떨어지다,పడు
718,brennen::V,타다,కాలుట
719,rauchen::V,김이나다,పొగసుట
720,regnen::V,비가오다,కురిపించుట
721,gefrieren::V,얼다,గడ్డకట్టు
722,tauen::V,녹다,కరగు
723,schmelzen::V,녹다,కరగు
724,trocknen::V,홈치다,యెండుట
725,sieden::V,끓다,ఉడుకు
726,faulen::V,부패하다,క్రుళ్లు
727,verfaulen::V,썩다,క్షిణించు
728,reißen::V,지바찢다,చించు
729,versinken::V,가라앉다,మునుగు
730,vergehen::V,지나가다,సంభవించు
731,erscheinen::V,나타나다,కనబడు
732,verschwinden::V,사라지다,అదృశ్యమగు
733,sinken::V,가라앉다,ముణుగుట
734,abnehmen::V,떼어내다,తగ్గు
735,zunehmen::V,증가하다,పెరుగుట
736,steigen::V,상승하다,లేచు
737,wachsen::V,생기하다,పెరుగు
738,glänzen::V,뛰오나다,ప్రకాశించు
739,funkeln::V,불티가잍어나다,ప్రకాశించు
740,lärmen::V,떠들다,అరుచుట
741,läuten::V,울시다,మేళవించుట
742,klingeln::V,초닌총을울리다,వాయించుట
743,klirren::V,탁탁울리다,ఘంటానాదము
744,brausen::V,쏴쏴소리내다,గర్జించు
745,rauschen::V,솨솨,చటచటమనుట
746,klingen::V,반향하다,ధ్వనించుట
747,bellen::V,짖다,అఱచు
748,heulen::V,포효하다,కూయు
749,blasen::V,불다,దురద్పప్టము
750,pfeifen::V,피리를불다,ఈలవేయు
751,schreien::V,절규하다,అఱచు
752,stöhnen::V,신음하다,మూలుగు
753,zittern::V,저뉼하다,వణకు
754,leben::V,살다,జీవించుట
755,geboren werden::V,태어난,పుట్టుట
756,atmen::V,숨쉬다,ఉపిరి తీయు
757,trinken::V,마시다,త్రాగు
758,essen::V,먹다,తిను
759,schlucken::V,들이켜다,మ్రింగు
760,einschlafen::V,잠들다,నిద్రించు
761,schlafen::V,자다,నిద్రురించు
762,aufwachen::V,눈트다,మేలుకొను
763,aufstehen::V,서다,లేచు
764,sich erholen::V,회복하다,నడ్డి వాల్చు
765,schmerzen::V,아프다,నొచ్చుట
766,husten::V,잔기침하다,దగ్గుట
767,genesen::V,낫다,కుదురుట
768,sterben::V,죽다,మరణించు
769,umkommen::V,못쓰게되다,నశించు
770,sich bewegen::V,움직이다,కదలు
771,sich rühren::V,움직이다,కదలు
772,sich erheben::V,이러서다,లేచు
773,sich setzen::V,앉히다,కూర్చుణ్డు
774,hinfallen::V,넘어지다,దొర్లు
775,laufen::V,걷다,నడచు
776,schreiten::V,보행하다,అడుగుపెట్టుట
777,spazierengehen::V,산보하다,పచారు చేయు
778,eilen::V,서둘다,తొందరపడు
779,sich beeilen::V,서둘게하다,త్వరపెట్టు
780,sausen::V,서들러 떠나다,విసరికొట్టు
781,rennen::V,달리다,పరుగెత్తు
782,springen::V,도약하다,దుముకు
783,klettern::V,갑겨오르다,ఎక్కు
784,schaukeln::V,흔들리게하다,ఉయ్యాల ఊగు 
785,kriechen::V,기다,ప్రాకు
786,schwimmen::V,헤엄치다,ఈదు
787,tauchen::V,잠기다,మునుగు
788,rudern::V,물을헤치다,తెడ్లతోఁగడపు
789,fahren::V,가다,నడపు
790,fahren::V,나르다,నడపు
791,fliegen::V,날다,ఎగురు
792,gehen::V,가다,పోవు
793,weggehen::V,팔리다,బయలుదేరు
794,abfahren::V,출발하다,విడిచిపోవు
795,anhalten::V,멈추다,నిలుపు
796,hineingehen::V,(그리로)가다,ప్రవేశించు
797,eintreten::V,들러가다,ప్రవేశించు
798,kommen::V,오다,వచ్చు
799,ankommen::V,고챀하다,వచ్చి చేరు
800,zurückkommen::V,보기,తిరిగీవచ్చుట
801,bleiben::V,체류,ఉండు
802,warten::V,기다리다,కనిపెట్టు
803,erwarten::V,기대하다,నిరిక్షించు
804,suchen::V,찾다,వెదకు
805,suchen::V,구하다,వెదకు
806,finden::V,찾아내다,కనుగొను
807,versuchen::V,시험하다,ప్రయత్నించు
808,vorbereiten::V,재비하다,తయారుచేయు
809,lieben::V,사랑하다,ప్రేమించు
810,mögen::V,줗아하다,ఇష్టపడు
811,lachen::V,웃다,నవ్వు
812,rühren::V,건드리다,గుండె తాకు
813,weinen::V,울다,వీడ్చు
814,schimpfen::V,꾸짖다,గొణుగు
815,sich ärgern::V,화를내게 하다,అలుగు
816,sich fürchten::V,두려원하다,భయపడు
817,fürchten::V,두려원하다,భయపడు
818,fliehen::V,도망치다,పాఱిపోపు
819,flüchten::V,도주하다,తప్పించుకొను
820,sehen::V,보다,చూచు
821,anschauen::V,바라보다,చూచు
822,ansehen::V,바라보다,కాచియుండు
823,hören::V,듣다,విను
824,zuhören::V,듣다,విను
825,probieren::V,시식하다,చవిచూచుట
826,riechen::V,내새를맡다,వాసనచూచు
827,fühlen::V,느끼다,స్పర్శించుట
828,scheinen::V,...것같다,కనబడు
829,zu sehen sein::V,보이는,చూవు
830,vernehmen::V,듣다,విను
831,vernehmen::V,들어서일다,విను
832,frieren::V,춥다,చలికి వడకు
833,tun::V,하다,చేయు
834,können::V,할주릴다,గల
835,wollen::V,바라다,కోరు
836,anfangen::V,시작하다,ఆరంభించు
837,beenden::V,다하다,ముగించు
838,aufhören::V,그만두다,నిలుపు
839,gelingen::V,성국하다,గెలుపాందు
840,geraten::V,잘되어가다,వెలువడు
841,öffnen::V,열다,తెఱచు
842,schließen::V,추측하다,మూయు
843,stellen::V,세우다,ఉంచు
844,setzen::V,놓다,ఉంచు
845,legen::V,눕히다,పెట్టు
846,berühren::V,대다,తాకు
847,verbinden::V,옝열하다,చేర్చుట
848,bedecken::V,덮다,మూయు
849,aufhängen::V,매달다,వ్రేలాడదీయు
850,anzünden::V,점화하다,వెలిగించు
851,aufheben::V,위로올리다,సేకరించు
852,zurücklassen::V,튀에남기다,విడుచు
853,verlieren::V,잃다,పోగొట్టుకొను
854,fallen lassen::V,떨어뜨리다,జాఱవిడుచు
855,machen::V,하다,చేయు
856,herstellen::V,제조하다,ఉత్పత్తిచేయు
857,bauen::V,짓다,నిర్మించు
858,reparieren::V,수셩자다,సరిచేయు
859,verbessern::V,정정하다,వృద్ధి చేయు
860,ändern::V,바꾸다,మార్చు
861,graben::V,파다,త్రవ్వు
862,beugen::V,구부리다,వంచు
863,biegen::V,굽히다,వంచు
864,drehen::V,회전,నూలువడుకు
865,wenden::V,회전시키다,త్రిప్పు
866,umdrehen::V,회전시키다,త్రిప్పు
867,heben::V,일으아키다,ఎత్తు
868,hochheben::V,틀어올리다,ఎత్తు
869,ergreifen::V,잡다,వశపఱచుకొను
870,halten::V,잡다,ఉంచు
871,drücken::V,누르다,అణచు
872,schieben::V,밀다,నొక్కు
873,kratzen::V,긁다,గోకు
874,lecken::V,핥다,నాకు
875,beißen::V,물다,కఱచు
876,abschneiden::V,귾어내다,తెగకొట్టు
877,binden::V,매다,కట్టు
878,stecken::V,찌르다,తగులుకొనివుండుట
879,brechen::V,금,పగులగొట్టు
880,klopfen::V,치다,కొట్టు
881,hauen::V,때리다,కొట్టు
882,kleben::V,들러붙다,అంటుకొను
883,reiben::V,문지르다,రాచు
884,streichen::V,쓰다듬다,వ్యాపింపజేయు
885,schleifen::V,갈다,రాచు
886,schneiden::V,베다,కోయు
887,rütteln::V,흔들다,కుదిలించుట
888,schütteln::V,흔들다,కదల్చు
889,schwenken::V,흔들다,ఊచుట
890,schütten::V,따르다,పోయు
891,füllen::V,담다,నింపు
892,einwickeln::V,싸다,చుట్టు
893,tragen::V,지우다,మోయు
894,schleppen::V,끌다,ఈడ్చు
895,ziehen::V,당기다,ఈడ్చు
896,aufbewahren::V,간직하다,కాపాడు
897,werfen::V,던지다,విసరు
898,fangen::V,밥다,పట్టుకొను
899,packen::V,쥐다,పట్టుకొను
900,verstecken::V,숨기다,దాచు
901,teilen::V,나누다,భాగించు
902,schicken::V,보내다,పంపు
903,bringen::V,가겨,తెచ్చు
904,hinzufügen::V,부가하다,చేర్చు
905,bekommen::V,얻다,సంపాదించు
906,erhalten::V,지니다,పుచ్చుకొను
907,nehmen::V,잡다,తీసికొను
908,wählen::V,선거하다,ఇష్టపడు
909,auswählen::V,선출하다,ఏరుకొను
910,bewahren::V,저장보종,భద్రపఱుచు
911,behindern::V,훼방하다,అడ్డగించుట
912,verderben::V,못쓰게 되다,చెఱచు
913,beschädigen::V,상하게하다,చెరుపుట
914,zerbrechen::V,깨뜨리다,పగులగొట్టు
915,zerreißen::V,잡아쫓다,చించు
916,zerstören::V,파괴하다,వాశనము చేయు
917,verbrennen::V,소실하다,కాల్చు
918,geben::V,주다,ఇచ్చు
919,reichen::V,내일다,అందుకొనుట
920,schenken::V,주다,అర్పించు
921,versprechen::V,약속하다,వాగ్దత్తము చేయు
922,wünschen::V,바라다,కోరు
923,loben::V,칭찬하다,స్తుతించు
924,küssen::V,키스하다,ముద్దుపెట్టుకొను
925,wiegen::V,어르다,ఊచుట
926,zudecken::V,뚜꺼을하다,మూయు
927,wecken::V,깨우다,నిద్రపలేపుట
928,zeigen::V,보이다,చూవు
929,führen::V,가게하다,దారిచూపు
930,lehren::V,가르치다,బోధించు
931,unterrichten::V,가르지다,నేర్పు
932,aufziehen::V,사육하다,పెంచు
933,leiten::V,이끌다,తీసుకపోవుట
934,antreiben::V,몰다,ప్రేరేపించు
935,lassen::V,내버려두다,అనుమతించు
936,einladen::V,초청하다,ఆహ్వానించు
937,vereinigen::V,하나로하다,కూడుట
938,besuchen::V,방문하다,పోయి చూచు
939,treffen::V,만나다,కలియు
940,sich versammeln::V,조립하다,కూర్చు
941,spielen::V,눌다,ఆట లాడు
942,singen::V,노래하다,పాడు
943,tanzen::V,춤추하다,నృత్యముచేయు
944,sich trennen::V,가르다,ఎడబాయుట
945,verlassen::V,버림받은,విడుచు
946,retten::V,구조하다,తప్పించుట
947,bewachen::V,치키다,కాపాడు
948,schützen::V,보호하다,రక్షించు
949,verteidigen::V,막다,రక్షించు
950,sich schlagen::V,치다,జగడమాడు
951,schießen::V,쏘다,కాల్చు
952,siegen::V,이기다,గెలుచు
953,ärgern::V,성을내게하다,పీడించుట
954,schlagen::V,치다,కొట్టు
955,treten::V,디디다,తన్ను
956,stechen::V,찌르다,కుట్టు
957,stoßen::V,찌르다,గెంటు
958,stehlen::V,훔치다,దొంగిలించు
959,stören::V,움직이다,కలతపఱచు
960,belästigen::V,괴롭히다,పీడించు
961,verbergen::V,숨기다,దాచు
962,täuschen::V,속이다,మోసము చేయు
963,betrügen::V,속이다,మోసపుచ్చు
964,töten::V,죽이다,చంపు
965,wohnen::V,실다,నివసించు
966,arbeiten::V,일하다,పనిచేయు
967,sammeln::V,모으다,ప్రోగుచేయు
968,pflücken::V,꿔다,యేరుట
969,jagen::V,사냥하다,వేటాడు
970,fischen::V,고기를잡다,వెదకు
971,fassen::V,움켜쥐다,పట్టుకొమ
972,hüten::V,망보다,మందచేరుట
973,treiben::V,몰아세우다,నడపు
974,anbinden::V,묶다,కట్టు
975,füttern::V,사료를주다,భోజనము పెట్టు
976,melken::V,젖을짜다,పాలు పితుకు
977,hacken::V,자르다,నఱకు
978,gießen::V,물을대다,నీళ్ళుకట్టుట
979,reifen::V,성숙하다,పండుట
980,zubereiten::V,조제하다,వండు
981,kochen::V,요리하다,వండు
982,backen::V,쿱다,రొట్టెకాల్చు
983,braten::V,굽다,వేపు
984,umrühren::V,교반하다,కదులుట
985,stricken::V,뜨개질하다,అల్లు
986,nähen::V,꿰매다,కుట్టు
987,färben::V,채색하다,రంగు వేయు
988,reinigen::V,청소하다,శుభ్రము చేయు
989,waschen::V,씻다,కడుగు
990,abwischen::V,닦다,తుడుచు
991,spülen::V,씻다,నీటిలో జడించు
992,fegen::V,소체하다,ఊడ్చు
993,kehren::V,청소하다,ఊడ్చు
994,baden::V,감다,స్నానము చేయు
995,sich waschen::V,모믈 씻다,కడుగు
996,ausziehen::V,벗다,విప్పు
997,anziehen::V,끌어움직이다,ధరించు
998,kämmen::V,빗다,దువ్వుట
999,schmücken::V,치레하다,అలంకరించు
1000,sagen::V,말하다,చెప్పు
1001,sprechen::V,말하다,చెప్పు
1002,reden::V,이야기하다,మాటలాడు
1003,fragen::V,질문하다,ప్రశ్నించు
1004,bitten::V,원하다,కోరు
1005,erzählen::V,이야기하다,చెప్పు
1006,mitteilen::V,이야기하다,తెలియజేయు
1007,nennen::V,부르다,పేరు వెట్టు
1008,rufen::V,불러내다,పిలుచు
1009,prahlen::V,자랑하다,జల్లి
1010,übersetzen::V,번역하다,తర్జుమాచేయు
1011,denken::V,생각하다,ఆలోచించు
1012,glauben::V,믿다,నమ్ము
1013,bemerken::V,인자하다,గుర్తించు
1014,erkennen::V,인식하다,గుర్తించు
1015,begreifen::V,파악하다,గ్రహించు
1016,verstehen::V,이해하다,గ్రహించు
1017,lernen::V,배우다,నేర్చు కొను
1018,wissen::V,알다,తెలిసికొను
1019,sich erinnern an::V,상기하다,జ్ఞాపకముంచుకొను
1020,vergessen::V,잊다,మఱచిపోవు
1021,messen::V,측정하다,కొలుచుట
1022,zählen::V,세다,లెక్కపెట్టు
1023,rechnen::V,게산하다,లెక్కపెట్టు
1024,lesen::V,읽다,చదువు
1025,malen::V,그리다,పూనుట
1026,zeichnen::V,소묘하다,వ్రాసుట
1027,schreiben::V,쓰다,వ్రాయు
1028,besitzen::V,소유하다,కలిగియుండు
1029,kaufen::V,사다,కొను
1030,verkaufen::V,팔다,అమ్ము
1031,bezahlen::V,지불하다,చెల్లించు
1032,zahlen::V,치르다,చెల్లించు
1033,beherrschen::V,지배하다,ఏలు
1034,ertragen::V,참다,భరించు
1035,Raureif::N,,మంచు
1036,Grube::N,,గొయ్యి
1037,Lust::N,,కోరిక
1038,Nachricht::N,,వార్త
1039,klug::A,,తెలివిగల
1040,von hier::ADV,,ఇక్కడనుండి
1041,müde werden::V,,అలయు
1042,krank werden::V,,జబ్బుపడు
1043,krank sein::V,,జబ్బు చేయు
1044,abreißen::V,,తెగతెంచు
1045,sich anziehen::V,,బట్టలు వేసుకొను
1046,sich anziehen::V,,తొడుగుకొను
1047,sich unterhalten::V,,ముచ్చటలాడు
