,Concept_ID,tt,mn
150,Zweig::N,ботак,салаа
151,Zweig::N,тармак,салаа
152,Blatt::N,яфрак,навч
153,Birke::N,каен,хус
154,Kiefer[Baum]::N,нарат,нарс
155,Weide[Baum]::N,тал,уд
156,Weide[Baum]::N,тал,бургас
157,Tanne::N,чыршы,гачуур
158,Horn::N,мөгез,эвэр
159,Feder::N,йон,өд
160,Fell::N,тире,арьс
161,Flügel::N,канат,жигүүр
162,Flügel::N,канат,далавч
163,Klaue::N,тырнак,савар
164,Klaue::N,тырнак,хумс
165,Kralle::N,тырнак,савар
166,Schwanz::N,койрык,сүүл
167,Ei::N,күкәй,өндөг
168,Ei::N,йомырка,өндөг
169,Nest::N,оя,үүр
170,Bau::N,өн,нүх
171,Bau::N,өн,элүү
172,Tier::N,хайван,амьтан
173,Tier::N,хайван,адгуус
174,Herde::N,көтү,сүрэг
175,Kuh::N,сыер,үнээ
176,Bulle::N,үгез,бух
177,Pferd::N,ат,морь
178,Pferd::N,ат,адуу
179,Schaf::N,сарык,хонь
180,Schwein::N,дуңгыз,гахай
181,Hund::N,эт,нохой
182,Katze::N,песи,муур
183,Katze::N,песи,мигуй
184,Bär::N,аю,баавгай
185,Eichhörnchen::N,тиен,хэрэм
186,Elch::N,поши,хандгай
187,Fuchs::N,төлке,үнэг
188,Hase::N,куян,туулай
189,Maus::N,тычкан,хулгана
190,Wolf::N,бүре,чоно
191,Vogel::N,кош,шувуу
192,Schwarm::N,көтү,сүрэг
193,Huhn::N,тавык,тахиа
194,Hahn::N,әтәч,эр тахиа
195,Gans::N,каз,галуу
196,Adler::N,каракош,бүргэд
197,Ente::N,үрдәк,нугас
198,Eule::N,ябалак,ууль
199,Kranich::N,торна,тогоруу
200,Krähe::N,карга,хэрээ
201,Kuckuck::N,күке,хөхөө
202,Kuckuck::N,кәккүк,хөхөө
203,Schwan::N,аккош,хун
204,Fisch::N,балык,загас
205,Barsch::N,алабуга,алгана
206,Hecht::N,чуртан,цурхай
207,Schlange[Tier]::N,елан,могой
208,Wurm::N,корт,өт
209,Wurm::N,корт,хорхой
210,Spinne::N,үрмәкүч,аалз
211,Ameise::N,кырмыска,шоргоолж
212,Laus::N,бет,бөөс
213,Mücke::N,черки,шумуул
214,Mücke::N,озынборын,шумуул
215,Fliege::N,чебен,ялаа
216,Schmetterling::N,күбәләк,эрвээхэй
217,Beere::N,җиләк,жимсгэнэ
218,Apfel::N,алма,алим
219,Pilz::N,гөмбә,мөөг
220,Zwiebel::N,суган,сонгино
221,Zwiebel::N,суганбаш,сонгино
222,Saat::N,орлык,тариа
223,Korn::N,иген,үр
224,Korn::N,иген,мөхлөг
225,Korn::N,орлык,үр
226,Korn::N,орлык,мөхлөг
227,Heu::N,печән,өвс
228,Schale::N,кабык,хальс
229,Grube::N,баз,алам
230,Grube::N,баз,нүх
231,Grube::N,чокыр,алам
232,Grube::N,чокыр,нүх
233,Falle::N,тозак,хавх
234,Falle::N,тозак,занга
235,Falle::N,капкын,хавх
236,Falle::N,капкын,занга
237,Schlinge::N,элмәк,урхи
238,Spur::N,эз,мөр
239,Asche::N,көл,үнс
240,Dreck::N,пычрак,хир
241,Eisen::N,тимер,төмөр
242,Gold::N,алтын,алт
243,Silber::N,көмеш,мөнгө
244,Kohle::N,күмер,нүүрс
245,Glas::N,пыяла,шил
246,Lehm::N,балчык,шавар
247,Sand::N,ком,элс
248,Mensch::N,адәм,хүн
249,Mensch::N,инсан,хүн
250,Mann::N,ир,эр
251,Mann::N,ир,эрэгтэй
252,Frau::N,хатын,эмэгтэй
253,Frau::N,хатын,хатагтай
254,Kind::N,бала,хүүхэд
255,Junge::N,малай,хүү
256,Mädchen::N,кыз,охин
257,Mädchen::N,кыз,бүсгүй
258,Familie::N,гаилә,айл
259,Großvater::N,бабай,өвгөн аав
260,Großmutter::N,әби,эмэг эх
261,Großmutter::N,әби,эмгээ
262,Eltern::N,ата-ана,эцэг эх
263,Vater::N,ата,аав
264,Vater::N,ата,эцэг
265,Mutter::N,ана,эх
266,Mutter::N,ана,ээж
267,Sohn::N,ул,хүү
268,Tochter::N,кыз,охин
269,Bruder::N,кардәш,ах
270,Bruder::N,кардәш,дүү
271,Schwester::N,апа,эгч
272,Schwester::N,апа,охин дүү
273,Schwester::N,сеңел,эгч
274,Schwester::N,сеңел,охин дүү
275,Onkel::N,дәдә,авга ах
276,Onkel::N,дәдә,нагац ах
277,Onkel::N,дәдәй,авга ах
278,Onkel::N,дәдәй,нагац ах
279,Tante::N,түти,авга эгч
280,Tante::N,түти,нагац эгч
281,Tante::N,тәтәй,авга эгч
282,Tante::N,тәтәй,нагац эгч
283,Ehemann::N,ир,нөхөр
284,Ehefrau::N,хатын,эхнэр
285,Ehefrau::N,хатын,гэргий
286,Freude::N,сөенеч,баяр
287,Freude::N,сөенеч,баясгалан
288,Gelächter::N,көлү,инээдэм
289,Gelächter::N,көлеш,инээдэм
290,Glück::N,бәхет,жаргалан
291,Kummer::N,хәсрәт,гаслан
292,Wunsch::N,теләк,ерөөл
293,Lust::N,теләк,дур
294,Lust::N,теләк,хүсэл
295,Lust::N,теләү,дур
296,Lust::N,теләү,хүсэл
297,Geist::N,рух,оюун
298,Gedanke::N,уй,сэтгэл
299,Gedanke::N,фикер,сэтгэл
300,Gedächtnis::N,хәтер,ой
301,Gedächtnis::N,хәтер,цээж
302,Verstand::N,акыл,ухаан
303,Sinn::N,мәгънә,утга
304,Grund::N,сәбәп,учир
305,Wahrheit::N,хак,үнэн
306,Gespräch::N,әңгәмә,яриа
307,Märchen::N,әкият,явган үлгэр
308,Erzählung::N,хикәя,тууж
309,Nachricht::N,хәбәр,мэдээ
310,Neuigkeit::N,яңалык,сонин
311,Name::N,исем,нэр
312,Rätsel::N,табышмак,оньсого
313,Rede::N,нотык,хэлсэн үг
314,Sprache::N,тел,хэл
315,Stimme::N,тавыш,дуу
316,Wort::N,сүз,үг
317,Zeichen::N,ишарә,тамга
318,Zeichen::N,ишарә,тэмдэг
319,Ruf::N,дәшү,дуудлага
320,Lärm::N,шау,шуугиан
321,Lärm::N,шау,чимээ
322,Laut::N,аваз,анир
323,Laut::N,аваз,дуу
324,Ton::N,шалтырату,авиа
325,Ton::N,шалтырату,аялгуу
326,Lied::N,җыр,дуу
327,Ruhe::N,тынлык,энх
328,Ruhe::N,тынлык,тайван
329,Leute::N,халык,хүмүүс
330,Volk::N,халык,улс
331,Arbeit::N,эш,ажил
332,Arbeit::N,эш,хөдөлмөр
333,Arbeit::N,хезмәт,ажил
334,Arbeit::N,хезмәт,хөдөлмөр
335,Gast::N,кунак,зочин
336,Gast::N,кунак,айлчин
337,Geschenk::N,бүләк,бэлэг
338,Spiel::N,уен,наадам
339,Spiel::N,уен,тоглоом
340,Gesellschaft::N,җәмгыять,хамт байх
341,Hilfe::N,ярдәм,тусламж
342,Hilfe::N,булышлык,тусламж
343,Freund::N,дус,найз
344,Freund::N,дус,нөхөр
345,Kamerad::N,иптәш,хань
346,Kamerad::N,иптәш,нөхөр
347,Angelegenheit::N,эш,хэрэг
348,Anzahl::N,микъдар,тоо
349,Art::N,төр,төрөл
350,Art::N,төр,янз
351,Stück::N,кисәк,хэсэг
352,Teil::N,өлеш,хувь
353,Teil::N,өлеш,хэсэг
354,Hälfte::N,ярым,хагас
355,Kreis::N,түгәрәк,тойрог
356,Kreis::N,түгәрәк,хүрээ
357,Kreuz::N,хач,загалмай
358,Kreuz::N,тәре,загалмай
359,Linie::N,сызык,шугам
360,Strich::N,сызык,зураас
361,Abstand::N,ара,зай
362,Entfernung::N,ераклык,зай
363,Entfernung::N,ераклык,хол ойр
364,Gegend::N,урын,хавь
365,Gegend::N,урын,газар
366,Platz::N,бушлык,зай
367,Platz::N,бушлык,завсар
368,Ort::N,урын,газар
369,Ort::N,урын,байр
370,Seite::N,як,тал
371,Seite::N,як,этгээд
372,Mitte::N,урта,төв
373,Mitte::N,урта,дунд
374,Gegenstand::N,нәрсә,юм
375,Sache::N,нәрсә,үйл
376,Sache::N,нәрсә,хэрэг
377,Rand::N,чит,зах
378,Rand::N,чит,хөвөө
379,Kante::N,кырый,ирмэг
380,Ecke::N,почмак,өнцөг
381,Spitze::N,оч,үзүүр
382,Ende::N,азак,зах
383,Ende::N,азак,үзүүр
384,Loch::N,тишек,цоорхой
385,Loch::N,тишек,онгорхой
386,Winkel::N,почмак,өнцөг
387,Muster::N,парча,хээ
388,Muster::N,парча,угалз
389,Größe::N,зурлык,хэмжээ
390,Länge::N,озынлык,урт
391,Höhe::N,биеклек,өндөр
392,Gewicht::N,авырлык,жин
393,Menge::N,микъдар,тоо
394,Haufen::N,өем,бөөн
395,Reihe::N,рәт,эгнээ
396,Boot::N,каек,завь
397,Boot::N,көймә,завь
398,Ruder::N,ишкәк,сэлүүр
399,Schlitten::N,чана,чарга
400,Ski::N,чаңгы,цана
401,Lagerfeuer::N,костёр,түүдэг
402,Last::N,йөк,ачаа
403,Gang::N,йөреш,явдал
404,Schritt::N,адым,алхам
405,Norden::N,төньяк,умар
406,Süden::N,көньяк,урд
407,Süden::N,көньяк,өмнө
408,Westen::N,көнбатыш,өрнө
409,Westen::N,көнбатыш,баруун
410,Osten::N,шәрык,зүүн
411,Osten::N,шәрык,дорно
412,Osten::N,көнчыгыш,зүүн
413,Osten::N,көнчыгыш,дорно
414,Holz::N,агач,мод
415,Brett::N,такта,банз
416,Platte::N,плитә,хавтан
417,Stütze::N,таяу,тулгуур
418,Stütze::N,таяу,тулга
419,Stange::N,колга,сургааг
420,Stock::N,таяк,саваа
421,Stab::N,таяк,таяг
422,Rohr::N,торба,хоолой
423,Haus::N,өй,гэр
424,Haus::N,өй,байшин
425,Haus::N,йорт,гэр
426,Haus::N,йорт,байшин
427,Heim::N,гаилә,гэр
428,Heim::N,нәсел,гэр
429,Ofen::N,мич,зуух
430,Ofen::N,мич,пийшин
431,Fußboden::N,идән,шал
432,Tisch::N,өстәл,ширээ
433,Stuhl::N,утыргыч,сандал
434,Wiege::N,бишек,өлгий
435,Bett::N,ятак,ор
436,Bett::N,урын-җир,ор
437,Regal::N,киштә,тавиур
438,Regal::N,шүрлек,тавиур
439,Kiste::N,әрҗә,авдар
440,Kiste::N,әрҗә,хайрцаг
441,Fenster::N,тәрәзә,гэгээвч
442,Tür::N,ишек,үүд
443,Tür::N,ишек,хаалга
444,Tor::N,капка,хаалга
445,Zaun::N,койма,хашаа
446,Dach::N,түбә,дээвэр
447,Leiter::N,баскыч,шат
448,Besen::N,себерке,хамуур
449,Besen::N,себерке,туужуу
450,Spaten::N,көрәк,хүрз
451,Schaufel::N,көрәк,хүрз
452,Gabel::N,чәннечке,сэрээ
453,Löffel::N,кашык,халбага
454,Messer::N,пычак,хутга
455,Nagel::N,кадак,хадаас
456,Netz::N,челтәр,өөш
457,Netz::N,челтәр,тор
458,Haken::N,ыргак,гох
459,Griff::N,тотка,иш
460,Griff::N,тотка,сэнж
461,Schloss::N,йозак,цуурга
462,Schloss::N,йозак,цоож
463,Bild::N,рәсем,зураг
464,Bild::N,картина,зураг
465,Figur::N,сын,баримал
466,Figur::N,фигура,баримал
467,Puppe::N,курчак,хүүхэлдэй
468,Beutel::N,луза,агсаа
469,Beutel::N,луза,уут
470,Bündel::N,бәйләм,боодол
471,Tasche::N,букча,цүнх
472,Eimer::N,чиләк,хөнөг
473,Eimer::N,чиләк,хувин
474,Deckel::N,капкач,таг
475,Deckel::N,капкач,хавхаг
476,Geschirr::N,савыт-саба,сав суулга
477,Geschirr::N,кашык-аяк,сав суулга
478,Sack::N,капчык,шуудай
479,Tasse::N,чынаяк,аяга
480,Topf::N,чүлмәк,тогоо
481,Kessel::N,казан,тогоо
482,Essen::N,ашау,идээ
483,Nahrung::N,азык,хүнс
484,Nahrung::N,тәгам,хүнс
485,Nahrung::N,ашамлык,хүнс
486,Speise::N,ризык,идээ
487,Fleisch::N,ит,мах
488,Getreide::N,ашлык,будаа
489,Brei::N,ботка,богшмол
490,Brei::N,ботка,будаа
491,Brot::N,ипи,талх
492,Brot::N,икмәк,талх
493,Scheibe::N,телем,зүсэм
494,Scheibe::N,телем,хэрчим
495,Fett::N,май,өөх
496,Butter::N,май,тос
497,Öl::N,май,тос
498,Salz::N,тоз,давс
499,Suppe::N,шулпа,шөл
500,Honig::N,бал,бал
501,Milch::N,сөт,сүү
502,Tee::N,чәй,цай
503,Leder::N,күн,арьс
504,Leder::N,күн,савхи
505,Wolle::N,йон,ноос
506,Wolle::N,йон,унгас
507,Stoff::N,тукыма,бөс
508,Nadel::N,энә,зүү
509,Faden::N,җеп,боолт
510,Faden::N,җеп,утас
511,Knopf::N,төймә,товч
512,Knoten::N,төен,зангилаа
513,Farbe::N,буяу,будаг
514,Kleidung::N,кием,хувцас
515,Hemd::N,күлмәк,цамц
516,Kragen::N,яка,зах заам
517,Ärmel::N,җиң,ханцуй
518,Hose::N,чалбар,өмд
519,Gürtel::N,билбау,бүс
520,Mütze::N,бүрек,малгай
521,Mütze::N,бүрек,бүрх
522,Schuh::N,башмак,туфли
523,Stiefel::N,итек,гутал
524,Ring::N,балдак,бөгж
525,Band::N,тасма,тууз
526,Kamm::N,тарак,сам
527,Spiegel::N,көзге,толь
528,Riemen::N,каеш,тасам
529,Riemen::N,каеш,сур
530,Schnur::N,бау,татлага
531,Leine::N,тезген,оосор
532,Decke::N,юрган,хөнжил
533,Decke::N,юрган,хучлага
534,Kissen::N,мендәр,дэр
535,Tuch::N,яулык,алчуур
536,Tuch::N,яулык,даавуу
537,Handtuch::N,сөлгә,алчуур
538,Kraft::N,егәр,чадал
539,Kraft::N,егәр,хүч
540,Kraft::N,дәрман,чадал
541,Kraft::N,дәрман,хүч
542,Stärke::N,көч,эрч
543,Stärke::N,көч,тэнхээ
544,Stärke::N,дәрман,эрч
545,Stärke::N,дәрман,тэнхээ
546,Gesundheit::N,саулык,бие
547,Gesundheit::N,саулык,эрүүл мэнд
548,Krankheit::N,чир,эмгэг
549,Krankheit::N,хаста,эмгэг
550,Krankheit::N,сырхау,эмгэг
551,Schmerz::N,авырту,өвчин
552,Wunde::N,яра,шарх
553,Wunde::N,җәрәхәт,шарх
554,Fieber::N,бизгәк,халуун
555,Arznei::N,дару,эм
556,Brücke::N,күпер,гүүр
557,Brunnen::N,кое,худаг
558,Weide::N,утлавык,бэлчээр
559,Pfad::N,сукмак,жим
560,Pfad::N,сукмак,зөрөг
561,Weg::N,юл,зам
562,Weg::N,юл,харгуй
563,Straße::N,урам,зам
564,Straße::N,урам,харгуй
565,Dorf::N,авыл,тосгон
566,Dorf::N,авыл,гацаа
567,Stadt::N,шәһәр,хот
568,Brief::N,хат,захидал
569,Brief::N,хат,захиа
570,Buch::N,китап,ном
571,Buch::N,китап,бичиг
572,Buchstabe::N,хәреф,үсэг
573,Zeitung::N,газет,сонин
574,Zeitung::N,газета,сонин
575,Leben::N,гомер,амь
576,Leben::N,гомер,амьдрал
577,Leben::N,тормыш,амь
578,Leben::N,тормыш,амьдрал
579,Leben::N,тереклек,амь
580,Leben::N,тереклек,амьдрал
581,Tod::N,үлем,үхэл
582,Grab::N,гүр,булш
583,Grab::N,кабер,булш
584,Kirche::N,чиркәү,сүм
585,Sünde::N,язык,нүгэл
586,Sünde::N,язык,хилэнц
587,Sünde::N,гөнаһ,нүгэл
588,Sünde::N,гөнаһ,хилэнц
589,Gott::N,алла,бурхан
590,Gott::N,ходай,бурхан
591,Arbeiter::N,эшче,ажилчин
592,Arbeiter::N,эшче,хөдөлмөрчин
593,Chef::N,башлык,дарга
594,Meister::N,оста,дархан
595,Arzt::N,врач,эмч
596,Arzt::N,табиб,эмч
597,Lehrer::N,укытучы,багш
598,Lehrer::N,мөгаллим,багш
599,Geld::N,акча,цаас
600,Geld::N,акча,мөнгө
601,Geschäft::N,эш,наймаа
602,Laden::N,кибет,дэлгүүр
603,Laden::N,магазин,дэлгүүр
604,Preis::N,бәя,үнэ
605,Preis::N,бәһа,үнэ
606,Ware::N,товар,таваар
607,Ware::N,товар,бараа
608,Nutzen::N,файда,ашиг
609,Reichtum::N,байлык,баялаг
610,Welt::N,дөнья,дэлхий
611,Welt::N,дөнья,орчлон
612,Land::N,ил,улс
613,Land::N,ил,орон
614,Staat::N,дәүләт,төр
615,Staat::N,дәүләт,гүрэн
616,König::N,патша,ван
617,Macht::N,хакимият,засаг
618,Grenze::N,чик,хил
619,Krieg::N,сугыш,дайн
620,Feind::N,дошман,дайсан
621,Gewalt::N,көчләү,хүчирхэх
622,Kampf::N,көрәш,тэмцэл
623,Kampf::N,көрәш,байлдаан
624,Bogen[Waffe]::N,җәя,нум
625,Pfeil::N,ук,годил
626,Pfeil::N,ук,сум
627,Gewehr::N,мылтык,буу
628,Fehler::N,хата,эндэл
629,Fehler::N,хата,алдаа
630,Lüge::N,ялган,худал
631,Schaden::N,зыян,хор
632,Schaden::N,зыян,хөнөөл
633,Schaden::N,зарар,хор
634,Schaden::N,зарар,хөнөөл
635,Unglück::N,бәла,гай
636,Unglück::N,бәла,гамшиг
637,Schuld::N,гаеп,гэм
638,Schuld::N,гаеп,буруу
639,Alter::N,яшь,нас
640,Schluss::N,ахыр,эцэс
641,Schluss::N,ахыр,төгсгөл
642,Zeit::N,заман,цаг
643,Tag::N,көн,өдөр
644,Morgen::N,иртә,өглөө
645,Mittag::N,өйлә,үд
646,Abend::N,кич,үдэш
647,Nacht::N,төн,шөнө
648,Woche::N,атна,долоо хоног
649,Monat::N,ай,сар
650,Jahr::N,ел,жил
651,Frühling::N,яз,хавар
652,Sommer::N,җәй,зун
653,Herbst::N,көз,намар
654,Winter::N,кыш,өвөл
655,Januar::N,гыйнвар,нэгдүгээр сар
656,Februar::N,февраль,хоёрдугаар сар
657,März::N,март,гуравдугаар сар
658,April::N,апрель,дөрөвдүгээр сар
659,Mai::N,май,тавдугаар сар
660,Juni::N,июнь,зургаадугаар сар
661,Juli::N,июль,долдугаар сар
662,August::N,август,наймдугаар сар
663,September::N,сентябрь,есдүгээр сар
664,Oktober::N,октябрь,аравдугаар сар
665,November::N,ноябрь,арван нэгдүгээр сар
666,Dezember::N,декабрь,арван хоёрдугаар сар
667,Montag::N,дүшәмбе,даваа
668,Dienstag::N,сишәмбе,мягмар
669,Mittwoch::N,чәршәмбе,лхагва
670,Donnerstag::N,атнакич,пүрэв
671,Donnerstag::N,пәнҗешәмбе,пүрэв
672,Freitag::N,җомга,баасан
673,Samstag::N,шимбә,бямба
674,Sonntag::N,якшәмбе,ням
675,groß::A,зур,их
676,groß::A,зур,том
677,klein::A,кечкенә,бага
678,klein::A,кечкенә,жаахан
679,lang::A,озын,урт
680,kurz::A,кыска,охор
681,kurz::A,кыска,богино
682,breit::A,киң,өргөн
683,schmal::A,кысык,уйтан
684,schmal::A,кысык,нарийн
685,dicht::A,куе,нягт
686,dicht::A,куе,чигжүү
687,dick[Gegenstand]::A,калын,зузаан
688,dünn::A,нечкә,нимгэн
689,fein::A,нәзакәтле,нарийн
690,fest::A,нык,бөх
691,fest::A,нык,хатуу
692,flach::A,яссы,хавтгай
693,flach::A,ялпак,хавтгай
694,glatt::A,шома,цагаан
695,hart::A,каты,хатуу
696,weich::A,йомшак,зөөлөн
697,rund::A,түгәрәк,дугуй
698,rund::A,түгәрәк,дугариг
699,spitz::A,очлы,шовх
700,spitz::A,очлы,шовгор
701,scharf::A,үткен,хурц
702,scharf::A,үткен,иртэй
703,stumpf::A,үтмәс,мохоо
704,schwer::A,салмак,хүнд
705,schön::A,гүзәл,гуа
706,schön::A,гүзәл,сайхан
707,heiß::A,эссе,халуун
708,warm::A,җылы,дулаан
709,kalt::A,суык,хүйтэн
710,kalt::A,салкын,хүйтэн
711,kühl::A,салкынча,сэрүүн
712,frisch::A,салкынча,эрүүл
713,frisch::A,салкынча,жихүүн
714,feucht::A,юеш,чийгтэй
715,nass::A,дымлы,нойтон
716,trocken::A,коры,хатсан
717,voll::A,тулы,дүүрэн
718,leer::A,буш,хоосон
719,offen::A,ачык,онгорхой
720,geschlossen::A,йомык,битүү
721,geschlossen::A,йомык,хаалтай
722,sauber::A,пакь,цэвэр
723,sauber::A,пакь,хиргүй
724,sauber::A,чиста,цэвэр
725,sauber::A,чиста,хиргүй
726,schmutzig::A,керле,бохир
727,schmutzig::A,керле,хиртэй
728,schmutzig::A,пычрак,бохир
729,schmutzig::A,пычрак,хиртэй
730,roh::A,чи,түүхий
731,reif::A,өлгергән,болсон
732,lecker::A,тәмле,амттай
733,süß::A,татлы,амттай
734,süß::A,татлы,чихэрлэг
735,bitter::A,ачы,гашуун
736,sauer::A,әче,эсгэлэн
737,hell::A,якты,гэгээн
738,hell::A,якты,гэрэлтэй
739,dunkel::A,кара,бараан
740,dunkel::A,кара,харанхуй
741,schwarz::A,кара,хар
742,weiß::A,ак,цагаан
743,rot::A,кызыл,улаан
744,gelb::A,сары,шар
745,blau::A,күк,хөх
746,blau::A,күк,цэнхэр
747,grün::A,яшел,ногоон
748,grau::A,соры,орог
749,grau::A,соры,саарал
750,bunt::A,чуар,эрээн
751,billig::A,арзан,хямд
752,teuer::A,хаклы,үнэтэй
753,wertvoll::A,кыйммәтле,үнэт
754,blind::A,сукыр,сохор
755,blind::A,күзсез,сохор
756,taub::A,чукрак,чих хатуу
757,taub::A,саңгырау,чих хатуу
758,kräftig::A,егәрле,чийрэг
759,stark::A,нык,хүчтэй
760,stark::A,нык,чадалтай
761,stark::A,базык,хүчтэй
762,stark::A,базык,чадалтай
763,schwach::A,зәгыйфь,сул
764,fett::A,симез,тарган
765,fett::A,симез,голигор
766,schlank::A,нәзек,голшиг
767,hübsch::A,чибәр,сайхан
768,hübsch::A,чибәр,хөөрхөн
769,böse::A,усал,муу
770,böse::A,усал,хортой
771,dumm::A,акылсыз,тэнэг
772,faul::A,ялкау,залхуу
773,faul::A,иренчәк,залхуу
774,fleißig::A,тырыш,чармайлтгай
775,fleißig::A,тырышучан,чармайлтгай
776,geizig::A,саран,харамч
777,klug::A,акыллы,цэцэн
778,geschickt::A,маһир,дүйтэй
779,lieb::A,сөекле,хайрт
780,lustig::A,күңелле,цэнгэлтэй
781,sanft::A,басынкы,наалинхай
782,hungrig::A,ач,өлөн
783,hungrig::A,ач,өлссөн
784,krank::A,чирле,өвчтэй
785,krank::A,сырхау,өвчтэй
786,nackt::A,шәрә,нүцгэн
787,traurig::A,ямансу,гунигт
788,lebendig::A,тере,амьд
789,lebendig::A,тере,амьтай
790,gut::A,яхшы,сайн
791,schlecht::A,начар,муу
