,Concept_ID,ku,zh
838,kommen::V,hatin,来
839,ankommen::V,gihan,到达
840,ankommen::V,gihîştin,到达
841,zurückkommen::V,vegerandin,回来
842,bleiben::V,sekinîn,停留
843,warten::V,payîn,等
844,erwarten::V,payîn,等候
845,suchen::V,lêgerîn,找
846,finden::V,peyda kirin,找到
847,versuchen::V,çeribandin,尝试
848,vorbereiten::V,amade kirin,预备
849,lieben::V,hez kirin,爱
850,mögen::V,dil kirin,喜欢
851,lachen::V,kenîn,笑
852,rühren::V,hêjan,
853,weinen::V,girîn,哭
854,schimpfen::V,pevçûn,骂
855,sich ärgern::V,enirîn,生气
856,sich fürchten::V,tirsîn,害怕
857,fürchten::V,tirsin,害怕
858,fliehen::V,bazdan,逃走
859,flüchten::V,revîn,逃跑
860,sehen::V,dîtin,看
861,anschauen::V,sêr kirin,注视
862,ansehen::V,hesibandin,注视
863,hören::V,guhdar jirin,听
864,zuhören::V,guhdarî kirin,倾听
865,probieren::V,tehm kirin,尝
866,riechen::V,bihn kirin,闻
867,fühlen::V,hîs kirin,感到
868,scheinen::V,xoyer kir,照耀
869,zu sehen sein::V,diyar bûn,可以看到
870,vernehmen::V,bihîstin,审讯
871,frieren::V,qerişîn,觉得冷
872,tun::V,kirin,作
873,können::V,karin,能
874,wollen::V,xwestîn,要
875,anfangen::V,dest pêkirin,开始
876,beenden::V,xelas kirin,结束
877,aufhören::V,xelas kirin,停止
878,gelingen::V,çe bûn,成功
879,geraten::V,qewîmîn,陷于
880,öffnen::V,vekirin,打开
881,schließen::V,girtin,关
882,stellen::V,danîn,放
883,setzen::V,rûniştin,放
884,legen::V,danîn,摆
885,legen::V,razandin,摆
886,berühren::V,lêketin,触
887,verbinden::V,anîn pê,联结
888,bedecken::V,sergirtin,覆盖
889,aufhängen::V,aliqandin,挂
890,anzünden::V,pêxistin,点
891,aufheben::V,hildan,拾起
892,zurücklassen::V,hiştin,遗留
893,zurücklassen::V,vehiştin,遗留
894,verlieren::V,wendakirin,丧失
895,fallen lassen::V,xistin bixe,让掉下
896,fallen lassen::V,xistin,让掉下
897,machen::V,kirin,做
898,machen::V,çêkirin,做
899,herstellen::V,çê kirin,生产
900,herstellen::V,peyda kirin,生产
901,bauen::V,lêkirin,建造
902,reparieren::V,veherînerîn,修理
903,verbessern::V,sererastkirin,改进
904,ändern::V,degiş kirin,改变
905,graben::V,kolandin,挖
906,beugen::V,tewîn,弯下
907,beugen::V,xwar kirin,弯下
908,biegen::V,tewandin,弯
909,biegen::V,xwarkirin,弯
910,drehen::V,fitilandin,转动
911,wenden::V,zivîrin,转动
912,umdrehen::V,vegerandin,转动
913,heben::V,hildan,举起
914,hochheben::V,hildan,抬高
915,ergreifen::V,dest avêtin,抓住
916,halten::V,hîştin,拿着
917,halten::V,sekinîn,拿着
918,drücken::V,pêl kirin,压
919,schieben::V,damdan,推
920,kratzen::V,xurandin,搔
921,lecken::V,alastin,舔
922,beißen::V,gez kirin,咬
923,abreißen::V,hilşandin,撕下
924,abschneiden::V,jêkirin,切断
925,binden::V,girêdan,捆
926,stecken::V,têxistin,插
927,brechen::V,şikandin,断裂
928,klopfen::V,kutandin,敲
929,hauen::V,li dan,揍
930,kleben::V,zeliqîn,粘
931,kleben::V,şirêz kirin,粘
932,reiben::V,firikandin,摩擦
933,streichen::V,bax dan,涂
934,schleifen::V,çarkirin,拖曳
935,schneiden::V,jêkirin,切
936,rütteln::V,hejandin,颠簸
937,schütteln::V,daweşîn,摇动
938,schwenken::V,têwdan,摇动
939,schütten::V,rijandin,倒
940,füllen::V,dagirtin,填满
941,einwickeln::V,pêçandin,包
942,tragen::V,kişandin,提
943,tragen::V,rajtin,提
944,schleppen::V,kişandin,扛
945,ziehen::V,kişandin,拉
946,aufbewahren::V,hilandin,保存
947,werfen::V,avêtin,扔
948,fangen::V,sem kirin,捕捉
949,fangen::V,girtin,捕捉
950,packen::V,pê girtin,抓住
951,verstecken::V,hîlanin,藏
952,teilen::V,parvekirin,分
953,schicken::V,şandin,派遣
954,bringen::V,anîn,带来
955,bringen::V,birin,带来
956,hinzufügen::V,dan ser,添加
957,hinzufügen::V,li tiştekî zêde kirin,添加
958,bekommen::V,standin,得到
959,erhalten::V,standin,接到
960,nehmen::V,girtin,拿
961,wählen::V,ray dan,挑选
962,auswählen::V,bijartin,选择
963,bewahren::V,rê li ber girtin,保持
964,bewahren::V,lê xwedî derketin,保持
965,behindern::V,bara wi,防碍
966,verderben::V,heram bûn,败坏
967,beschädigen::V,xerab kirin,损坏
968,zerbrechen::V,şikênandin,破碎
969,zerbrechen::V,perçe kirin,破碎
970,zerreißen::V,qelişandin,撕碎
971,zerstören::V,hilşandin,毁坏
972,verbrennen::V,şewitandin,燃烧
973,geben::V,dan,给
974,geben::V,dayin,给
975,reichen::V,besbûn,递给
976,reichen::V,têrkirin,递给
977,schenken::V,diyarî kirin,赠送
978,versprechen::V,soz dan,许诺
979,wünschen::V,dil kirin,祝
980,loben::V,pesinandin,表扬
981,küssen::V,maçkirin,亲
982,wiegen::V,lorandin,轻摇
983,wiegen::V,wezinandin,轻摇
984,zudecken::V,nixumandin,盖上
985,wecken::V,bixwe hesandin,唤起
986,zeigen::V,şanîdan,指
987,führen::V,raber kirin,带领
988,lehren::V,hîn kirin,教
989,unterrichten::V,ders dan,讲课
990,aufziehen::V,mesinkirin,抚养
991,leiten::V,rêberî kirin,领导
992,antreiben::V,bezandin,催促
993,lassen::V,berdan,让
994,lassen::V,hiştin,让
995,einladen::V,dawet kirin,邀请
996,vereinigen::V,bi yek kirin,统一
997,besuchen::V,mêvan bûn,参观
998,treffen::V,rast hatin,会面
999,sich versammeln::V,li hev çivîn,聚集
1000,spielen::V,listin,玩
1001,singen::V,stran,唱歌
1002,tanzen::V,reqisîn,跳舞
1003,sich trennen::V,hew berdan,分别
1004,verlassen::V,tanê hişt,离开
1005,verlassen::V,bêkes,离开
1006,retten::V,rihakirin,救
1007,bewachen::V,raçavkirin,守卫
1008,schützen::V,hemet kirin,保护
1009,verteidigen::V,paraztin,保卫
1010,sich schlagen::V,li hev bezîn,打架
1011,schießen::V,agir kirin,射击
1012,siegen::V,biser ketin,获胜
1013,ärgern::V,xeyirandin,激怒
1014,schlagen::V,lêdan,打
1015,schlagen::V,lêxistin,打
1016,treten::V,têlekirin,踢
1017,stechen::V,têrekirin,刺
1018,stoßen::V,lêketin,撞
1019,stehlen::V,dizîn,盗窃
1020,stehlen::V,dizî birin,盗窃
1021,stören::V,aciz kirin,干扰
1022,belästigen::V,li tela yeki ketin,打搅
1023,verbergen::V,veşartin,隐藏
1024,verbergen::V,kemîndanîn,隐藏
1025,täuschen::V,xapandin,欺骗
1026,täuschen::V,lê zexeli kirin,欺骗
1027,betrügen::V,xapandin,欺骗
1028,töten::V,kûştin,杀
1029,wohnen::V,rûniştin,居住
1030,arbeiten::V,kar kirin,工作
1031,arbeiten::V,şêxulin,工作
1032,sammeln::V,komkirin,收集
1033,pflücken::V,çinîn,采
1034,jagen::V,nêçîr kirin,打猎
1035,fischen::V,masî girtin,捕鱼
1036,fassen::V,pê girtin,捉住
1037,fassen::V,sêm kirin,捉住
1038,hüten::V,hei jê man,守护
1039,treiben::V,bêherandin,漂
1040,anbinden::V,tewilandin,拴
1041,füttern::V,xwarine dan lê,喂
1042,melken::V,dotin,挤奶
1043,hacken::V,kolandin,剁细
1044,gießen::V,av dan,浇
1045,reifen::V,kemilîn,成熟
1046,zubereiten::V,çe kirin,
1047,kochen::V,xwarin çe kirin,煮
1048,kochen::V,kelandin,煮
1049,backen::V,pijandin,烤
1050,braten::V,qelandin,煎
1051,braten::V,sor kirin,煎
1052,umrühren::V,têvdan,搅拌
1053,stricken::V,hûnan,织
1054,nähen::V,kêl kirin,缝
1055,färben::V,boyax kirin,染色
1056,reinigen::V,paqijkirin,清洁
1057,waschen::V,şuştin,洗
1058,abwischen::V,pakîj kirin,擦掉
1059,spülen::V,şuştin,清洗
1060,fegen::V,maliştin,扫
1061,kehren::V,maliştin,打扫
1062,baden::V,serîşûştin,给...洗澡
1063,sich waschen::V,serîşûştin,洗澡
1064,ausziehen::V,jê kirin,脱
1065,anziehen::V,pê kirin,穿
1066,sich anziehen::V,xwe kirin,穿衣
1067,kämmen::V,şeh kirin,梳
1068,schmücken::V,xemilandin,装饰
1069,sagen::V,gotin,说
1070,sagen::V,peyivîn,说
1071,sprechen::V,peyivîn,说
1072,reden::V,axaftin,讲
1073,sich unterhalten::V,hev biştaxilin,聊天
1074,fragen::V,pirsîn,问
1075,fragen::V,pirs kirin,问
1076,bitten::V,tika kirin,请
1077,erzählen::V,behs kirin,叙述
1078,mitteilen::V,vegotin,通知
1079,nennen::V,bi nav kirin,叫做
1080,rufen::V,bakirin,叫
1081,prahlen::V,pesnê xwe dan,吹牛
1082,übersetzen::V,qulibandin,翻译
1083,übersetzen::V,derbas kirin,翻译
1084,denken::V,fikirîn,想
1085,glauben::V,bawer bûn,以为
1086,bemerken::V,bala xwe dan,发觉
1087,bemerken::V,çac lê ketin,发觉
1088,erkennen::V,pêhesîn,识别
1089,begreifen::V,fêmkirin,理解
1090,verstehen::V,fêmkirin,明白
1091,lernen::V,halmandin,学
1092,lernen::V,fêrbun,学
1093,wissen::V,zanîn,知道
1094,sich erinnern an::V,bir bûn,回忆
1095,vergessen::V,ji bir kirin,忘记
1096,messen::V,pê kanîn,测量
1097,zählen::V,hejmardin,数
1098,rechnen::V,hesibandin,计算
1099,lesen::V,xwendin,读
1100,malen::V,rengandin,画
1101,malen::V,boyax kirin,画
1102,zeichnen::V,işaret kirin,绘制
1103,schreiben::V,nivîsandin,写
1104,besitzen::V,hebûn,占有
1105,kaufen::V,kirîn,买
1106,verkaufen::V,firotin,卖
1107,bezahlen::V,pere dan,付钱
1108,zahlen::V,pere dan,支付
1109,zahlen::V,dayin,支付
1110,beherrschen::V,zebt kirin,统治
1111,beherrschen::V,hukim kirin,统治
1112,ertragen::V,bihêzkirin,忍耐
