,Concept_ID,te,vep
99,Schmutz::N,మైల,redu
100,Schmutz::N,మైల,pačak
101,See::N,సరస్సు,järv
102,Sumpf::N,చిత్తడినేల,so
103,Moor::N,చిత్తడినేల,so
104,Wiese::N,పచ్చిక బయలు,nit
105,Wald::N,అడవి,mec
106,Hügel::N,చివ్నకొండ,kukaz
107,Anhöhe::N,కొండ,kukaz
108,Berg::N,పర్వతము,mägi
109,Gipfel::N,శిఖరము,ladv
110,Höhle::N,గుహ,mägionduz
111,Abhang::N,ఏటవాలు,paute
112,Quelle::N,మూలము,lähte
113,Bach::N,కాలువ,oja
114,Fluss::N,నది,jogi
115,Ufer::N,తీరము,rand
116,Küste::N,తీరము,randišt
117,Festland::N,భూమి,kuivma
118,Meer::N,సముద్రము,meri
119,Bucht::N,మరుగు,laht
120,Insel::N,దీవి,sar'
121,Blume::N,పుష్పము,änik
122,Gras::N,పచ్చగడ్డి,hein
123,Wurzel::N,వేరు,jur'
124,Baum::N,చెట్టు,pu
125,Stamm::N,చెట్టుబోదె,tüvi
126,Rinde::N,చెట్టుపట్ట,kor'
127,Ast::N,కొమ్మ,oks
128,Zweig::N,చివుకు,oks
129,Zweig::N,చివుకు,barb
130,Blatt::N,ఆకు,lehtez
131,Birke::N,తరహా చెట్టు,koiv
132,Kiefer[Baum]::N,దేవదారు చెట్టు,pedai
133,Weide[Baum]::N,జాతిచెట్టు,raid
134,Tanne::N,దేవదారుచెట్టు,kuz'
135,Horn::N,కొమ్ము,sar'v
136,Feder::N,ఈక,höuneh
137,Fell::N,తోలు,nahk
138,Flügel::N,ఱెక్క,suug
139,Klaue::N,వంకరగోరు,künz'
140,Kralle::N,వంకరగోరు,künz'
141,Schwanz::N,తోక,händ
142,Ei::N,గ్రుడ్డు,muna
143,Nest::N,పక్షిగూడు,peza
144,Bau::N,గుహ,uru
145,Tier::N,జంతువు,živat
146,Herde::N,మంద,kogo
147,Kuh::N,ఆవు,lehm
148,Bulle::N,గిత్త,härg
149,Pferd::N,గుఱ్ఱము,hebo
150,Schaf::N,గొఱ్ఱె,lambaz
151,Schwein::N,పంది,siga
152,Hund::N,కుక్క,koir
153,Katze::N,పిల్లి,kaži
154,Bär::N,ఎలుగుబంటి,kondi
155,Eichhörnchen::N,ఉడుత,orav
156,Elch::N,కణంజు,hirb'
157,Fuchs::N,గుంటనక్క,reboi
158,Hase::N,కుందేలు,jäniš
159,Maus::N,చిట్టెలుక,hir'
160,Wolf::N,తోడేలు,händikaz
161,Vogel::N,పక్షి,lind
162,Schwarm::N,గుంపు,parveh
163,Huhn::N,కోడిపిల్ల,kana
164,Hahn::N,కోడివుంజు,kukoi
165,Gans::N,ఆడుబాతు,hanh'
166,Adler::N,గ్రద్ద,orl
167,Ente::N,పాట్టిబాతు,sorz
168,Eule::N,గ్రుడ్లగూబ,hir'pulo
169,Kranich::N,కొంగ,kurg
170,Krähe::N,కాకి,variš
171,Kuckuck::N,కోయల,kägi
172,Schwan::N,హంస,joucen
173,Fisch::N,చేప,kala
174,Barsch::N,ఒకచేఁప,ahven
175,Hecht::N,గండుమీను,haug'
176,Schlange[Tier]::N,పాము,kü
177,Schlange[Tier]::N,పాము,mado
178,Wurm::N,పురుగు,mado
179,Spinne::N,సాలె పురుగు,hämähouk
180,Ameise::N,చీమ,murahaine
181,Laus::N,పేను,täi
182,Mücke::N,చీకటీగ,säs'k
183,Fliege::N,ఈగ,kärbhaine
184,Schmetterling::N,సీతాకోకచిలుక,lipkaine
185,Beere::N,కాయ,marj
186,Apfel::N,ఆపిల్ పండు,jablok
187,Pilz::N,కుక్కగొడుగు,sen'
188,Pilz::N,కుక్కగొడుగు,babuk
189,Zwiebel::N,నీరుల్లి,lauk
190,Saat::N,విత్తనము,semned
191,Korn::N,గింజ,jüvä
192,Korn::N,గింజ,vill'
193,Heu::N,ఎండుగడ్డి,hein
194,Schale::N,పొట్టు,kor'
195,Grube::N,గొయ్యి,kop
196,Falle::N,బోను,rida
197,Schlinge::N,ఉరి,rihm
198,Spur::N,జాడ,jäl'g
199,Asche::N,బూడిద,tuhk
200,Dreck::N,ముఱికి,redu
201,Dreck::N,ముఱికి,pačak
202,Eisen::N,ఇనుము,raud
203,Gold::N,బంగారము,kuld
204,Silber::N,వెండి,hobed
205,Kohle::N,నేలబొగ్గు,hil'
206,Glas::N,గాజు,stökol
207,Lehm::N,బంకమన్ను,savi
208,Sand::N,ఇసుక,lete
209,Mensch::N,నరుడు,mez'
210,Mensch::N,నరుడు,ristit
211,Mann::N,పురుమడు,mez'
212,Frau::N,ఆడుది,naine
213,Kind::N,బిడ్డ,laps'
214,Junge::N,బాలుడు,poig
215,Junge::N,బాలుడు,prihaine
216,Mädchen::N,బాలిక,neičukaine
217,Familie::N,కుటుంబము,kanz
218,Familie::N,కుటుంబము,pereh
219,Großvater::N,తాత,ded
220,Großmutter::N,అయ్యమ్మ,bab
221,Eltern::N,తల్లితండ్రులు,vanhembad
222,Eltern::N,తల్లితండ్రులు,kazvatajad
223,Vater::N,తండ్రి,tat
224,Mutter::N,తల్లి,mam
225,Sohn::N,కొడుకు,poig
226,Tochter::N,కూతురు,tütär
227,Bruder::N,పోదరుడు,veik
228,Bruder::N,పోదరుడు,vell'
229,Schwester::N,సోదరి,čiža
230,Schwester::N,సోదరి,sizar
231,Onkel::N,మేనమామ,däd'
232,Tante::N,మేనత్త,tädi
233,Tante::N,పినతల్లి,tädi
234,Ehemann::N,భర్త,mužik
235,Ehefrau::N,భార్య,ak
236,Freude::N,సంతోషము,ilo
237,Freude::N,సంతోషము,ihastuz
238,Gelächter::N,నవ్వు,nagr
239,Glück::N,సంతోషము,oza
240,Kummer::N,దుఃఖము,gor'a
241,Wunsch::N,కోరిక,taht
242,Lust::N,కోరిక,himo
243,Geist::N,ఆత్మ,heng
244,Gedanke::N,ఆలోచన,meletuz
245,Gedächtnis::N,జ్ఞాపకము,mušt
246,Verstand::N,మనస్సు,mel'
247,Sinn::N,అర్థము,jüvä
248,Grund::N,కారణము,sü
249,Wahrheit::N,సత్యము,tozi
250,Gespräch::N,పంభాషణ,lodu
251,Gespräch::N,పంభాషణ,pagin
252,Märchen::N,అద్భుతకథ,sarn
253,Erzählung::N,కథ,sanutez
254,Nachricht::N,వార్త,tedotuz
255,Neuigkeit::N,వార్త,uzištuz
256,Name::N,పేరు,nimi
257,Rätsel::N,చిక్కు,ozoitez
258,Rede::N,ఉపన్యాసము,pagin
259,Rede::N,ఉపన్యాసము,sanad
260,Sprache::N,భాష,kel'
261,Stimme::N,కంరథ్సని,än'
262,Wort::N,మాట,sana
263,Zeichen::N,గుర్తు,znam
264,Ruf::N,పిలువు,kida
265,Ruf::N,పిలువు,kucund
266,Lärm::N,సందడి,judu
267,Laut::N,ధ్వని,kulund
268,Ton::N,స్వరము,kulund
269,Lied::N,పాట,pajo
270,Ruhe::N,గాలిలేమి,lebu
271,Leute::N,జనులు,rahvaz
272,Volk::N,జాతి,rahvaz
273,Arbeit::N,పని,tö
274,Arbeit::N,పని,rad
275,Gast::N,అతిధి,adiv
276,Geschenk::N,దానము,lahj
277,Spiel::N,ఆట,vänd
278,Gesellschaft::N,జట్టు,sebr
279,Hilfe::N,సాహాయ్యము,abu
280,Freund::N,స్నేహితుడు,sebranik
281,Kamerad::N,చెలికాడు,sebranik
282,Angelegenheit::N,విషయము,azj
283,Anzahl::N,లెక్క,lugu
284,Art::N,జాతి,rod
285,Art::N,జాతి,rodsugu
286,Stück::N,తునుక,pala
287,Stück::N,తునుక,supal
288,Teil::N,భాగము,pala
289,Hälfte::N,సగము,pol'
290,Kreis::N,వృత్తము,ümbruz
291,Kreis::N,వృత్తము,kehkruz
292,Kreuz::N,సిలువ,rist
293,Linie::N,గీత,pird
294,Strich::N,గీత,pird
295,Abstand::N,సందు,keskust
296,Entfernung::N,దూరము,matk
297,Gegend::N,విస్తీర్ణము,taho
298,Platz::N,ఎడము,avaruz'
299,Ort::N,స్థలము,koht
300,Seite::N,ప్రక్క,pol'
301,Seite::N,ప్రక్క,kül'g
302,Mitte::N,నడిమి,kesk
303,Gegenstand::N,పద్దు,kalu
304,Sache::N,వస్తువు,azj
305,Rand::N,అంచు,röun
306,Kante::N,అంచు,röun
307,Ecke::N,మూల,saum
308,Spitze::N,మొన,agjaine
309,Ende::N,కొన,agj
310,Loch::N,రంధ్రము,reig
311,Winkel::N,కోణము,čoga
312,Winkel::N,కోణము,saum
313,Muster::N,మాదిరి,kirjam
314,Größe::N,పరిమాణము,suruz'
315,Länge::N,పొడుగు,piduz
316,Höhe::N,పొడుగు,korktuz'
317,Gewicht::N,భారము,jügu
318,Gewicht::N,భారము,vedäduz
319,Menge::N,మొత్తము,äjüz'
320,Haufen::N,రాశి,kogo
321,Reihe::N,వరుస,rivi
322,Boot::N,పడవ,veneh
323,Ruder::N,అడక,air
324,Schlitten::N,సరవండ్లు,regi
325,Schlitten::N,సరవండ్లు,regut
326,Ski::N,స్కీ,suks'
327,Lagerfeuer::N,నెగడు,nodj
328,Lagerfeuer::N,నెగడు,pažag
329,Last::N,బరువు,jüguz
330,Gang::N,నడక,astund
331,Schritt::N,అడుగు,hašk
332,Norden::N,ఉత్తరదిక్కు,pohjoine
333,Süden::N,దక్షిణము,suvi
334,Westen::N,పడమర,päivlaskm
335,Osten::N,తూర్పు,päivnouzm
336,Holz::N,కొయ్య,pu
337,Brett::N,పలక,laud
338,Platte::N,పలక,keitim
339,Stütze::N,వాల్సేడ్లు,tugi
340,Stange::N,స్తంభము,arz'
341,Stock::N,కఱ్ఱ,kalu
342,Stab::N,కఱ్ఱ,seibaz
343,Rohr::N,గొట్టము,torv
344,Haus::N,ఇల్లు,pert'
345,Heim::N,స్వగృహము,kodi
346,Ofen::N,పొయ్యి,päč
347,Fußboden::N,నేల,lava
348,Tisch::N,మేజా,laud
349,Tisch::N,మేజా,stal'c
350,Stuhl::N,కుర్చీ,ištim
351,Wiege::N,ఉయ్యాల,kätte
352,Bett::N,పడక,sija
353,Bett::N,పడక,magaduzsija
354,Bett::N,మంచం,sija
355,Bett::N,మంచం,magaduzsija
356,Regal::N,అటక,palič
357,Kiste::N,వెట్టె,mülütim
358,Fenster::N,కిటికి,ikun
359,Tür::N,ద్వారము,uks'
360,Tor::N,ద్వారము,verai
361,Zaun::N,కంచె,aid
362,Dach::N,ఇంటివైకప్పు,katuz
363,Leiter::N,నిచ్చెన,pordhad
364,Besen::N,చీపురుకట్ట,lud
365,Besen::N,చీపురుకట్ట,vast
366,Spaten::N,పాఱ,labid
367,Schaufel::N,పాఱ,labid
368,Gabel::N,ముండ్లగరిటె,hangoine
369,Löffel::N,గరిటె,luzik
370,Messer::N,కత్తి,veič
371,Nagel::N,మేకు,nagl
372,Netz::N,వల,verk
373,Haken::N,కొక్కెము,kouk
374,Griff::N,పిడి,kägä
375,Griff::N,పిడి,varz'
376,Schloss::N,తాళము,lukkol
377,Bild::N,చిత్రము,kuva
378,Figur::N,రూపము,figur
379,Puppe::N,బొమ్మ,tätüine
380,Beutel::N,సంచి,havad
381,Bündel::N,మూట,toppaz
382,Bündel::N,మూట,käč
383,Tasche::N,సంచి,sumk
384,Eimer::N,చేద,vädr
385,Deckel::N,మూత,katuz
386,Geschirr::N,వంటకాలు,astii
387,Sack::N,గోనెసంచి,havad
388,Tasse::N,గిన్నె,čašk
389,Topf::N,కుండ,pada
390,Kessel::N,నీరుకాచుపాత్ర,katil
391,Essen::N,ఆహారము,sönd
392,Nahrung::N,ఆహారము,söm
393,Speise::N,ఆహారము,sömine
394,Fleisch::N,మాంసము,liha
395,Getreide::N,ధాన్యము,vill'
396,Brei::N,గుజ్జు,pudr
397,Brot::N,రొట్టె,leib
398,Scheibe::N,బద్ద,bibaleh
399,Scheibe::N,బద్ద,šlik
400,Fett::N,క్రొవ్వు,razv
401,Butter::N,వెన్న,voi
402,Öl::N,నూనె,voi
403,Salz::N,ఉప్పు,sol
404,Suppe::N,చారు,lem'
405,Suppe::N,చారు,keitoz
406,Honig::N,తెనె,mezi
407,Milch::N,పాలు,maid
408,Tee::N,తేనీరు,čai
409,Leder::N,బాగుచేసివతోలు,nahk
410,Wolle::N,ఉన్ని,vill
411,Stoff::N,బట్ట,kangaz
412,Nadel::N,సూది,negl
413,Faden::N,దారము,nit'
414,Knopf::N,బొత్తాము,nübl'
415,Knoten::N,ముడి,sol'm
416,Farbe::N,రంగు,muju
417,Kleidung::N,బట్టలు,sobad
418,Hemd::N,చొక్కాయ,paid
419,Kragen::N,మాల,kagluz
420,Ärmel::N,చొక్కాయచెయ్యి,hijam
421,Hose::N,ఇజారు,štanad
422,Gürtel::N,పటకా,vö
423,Mütze::N,టోపి,šapuk
424,Schuh::N,పాదరక్ష,keng'
425,Stiefel::N,బూటు,sapug
426,Ring::N,ఉంగరము,rengaz
427,Band::N,నాడా,lentaine
428,Kamm::N,దువ్వెన,suga
429,Spiegel::N,అద్దము,zerkol
430,Riemen::N,వాడా,vö
431,Schnur::N,దారము,nor
432,Leine::N,వారు,talutimnor
433,Decke::N,కంబళి,sijakatuz
434,Kissen::N,తలగడ,pöluz
435,Tuch::N,బట్ట,paik
436,Handtuch::N,తువాలు,käzipaik
437,Kraft::N,బలము,vägi
438,Stärke::N,శక్తి,vahvuz'
439,Gesundheit::N,ఆరోగ్యము,tervhuz
440,Krankheit::N,రోగము,läžund
441,Schmerz::N,నొప్పి,kibu
442,Wunde::N,గాయము,čapatez
443,Fieber::N,జ్వరము,säru
444,Arznei::N,మందు,zel'l'
445,Brücke::N,వంతెన,sild
446,Brunnen::N,బావి,kaiv
447,Brunnen::N,కూపము,kaiv
448,Brunnen::N,నుయ్యి,kaiv
449,Weide::N,పచ్చికబయలు,omaluine
450,Pfad::N,కాలిత్రోవ,tehut
451,Weg::N,మార్గము,te
452,Straße::N,బాట,te
453,Dorf::N,గ్రామము,külä
454,Stadt::N,పట్టణము,lidn
455,Brief::N,జాబు,kirjeine
456,Buch::N,పుస్తకము,kirj
457,Buchstabe::N,అక్షరము,kirjam
458,Zeitung::N,వార్తాపత్రిక,lehtez
459,Leben::N,ప్రాణము,elo
460,Tod::N,మరణము,surm
461,Grab::N,సమాధి,kaum
462,Kirche::N,క్రెస్తవులగుడి,jumalanpert'
463,Sünde::N,పాపము,grähk
464,Gott::N,దేవుడు,jumal
465,Arbeiter::N,పనిపాటుచేశేవాడు,radnik
466,Chef::N,యజమానుడు,pämez'
467,Meister::N,కళాకారుడు,mastar
468,Arzt::N,వైద్యుడు,lekar'
469,Lehrer::N,ఉపాధ్యాయుడు,opendai
470,Geld::N,ద్రవ్యము,rahad
471,Geschäft::N,వ్యాపారము,biznes
472,Laden::N,అంగడి,lauk
473,Preis::N,వెల,arv
474,Ware::N,సరకులు,tavar
475,Nutzen::N,ప్రయోజనము,liža
476,Reichtum::N,ధనము,kodielo
477,Reichtum::N,ధనము,kal'huz'
478,Welt::N,ప్రపంచము,mail'm
479,Land::N,దేశము,ma
480,Staat::N,రాజ్యము,valdkund
481,König::N,రాజు,kunigaz
482,Macht::N,అధికారము,vald
483,Grenze::N,సరిహద్దు,röun
484,Krieg::N,యుద్ధము,soda
485,Feind::N,శత్రువు,vihanik
486,Feind::N,శత్రువు,vastustai
487,Gewalt::N,దౌర్జన్యము,vägivald
488,Kampf::N,పోట్లాట,tora
489,Bogen[Waffe]::N,విల్లు,taug
490,Pfeil::N,బాణము,nol
491,Gewehr::N,తుపాకి,oružj
492,Fehler::N,తప్ప,viga
493,Lüge::N,అసత్యము,kelastuz
494,Schaden::N,నష్టము,pahuz'
495,Unglück::N,దురదృష్టము,bed
496,Unglück::N,దురదృష్టము,gor'a
497,Schuld::N,తప్పు,värhuz'
498,Alter::N,వయస్సు,igä
499,Schluss::N,ముగింపు,lop
500,Zeit::N,కాలము,aig
501,Tag::N,దినము,päiv
502,Morgen::N,ఉదయము,homendez
503,Mittag::N,మధ్యాహ్నము,keskpäiv
504,Abend::N,సాయంకాలము,eht
505,Nacht::N,రత్రి,ö
506,Woche::N,వారము,nedal'
507,Monat::N,నెల,ku
508,Jahr::N,సంవత్సరము,voz'
509,Frühling::N,వసంతకాలము,keväz'
510,Sommer::N,వేసవికాము,keza
511,Herbst::N,ఆకురాలుకాలము,sügüz'
512,Winter::N,శీతకాలము,tal'v
513,Januar::N,జనవరి,viluku
514,Februar::N,ఫిబ్రవరి,uhoku
515,März::N,మార్చి,keväz'ku
516,April::N,ఏప్రిలు,sulaku
517,Mai::N,మే,semendku
518,Juni::N,జూన్,kezaku
519,Juli::N,జూలై,heinku
520,August::N,ఆగస్టు,eloku
521,September::N,సెప్ఠెంబరు,sügüz'ku
522,Oktober::N,అక్టోబరు,reduku
523,November::N,నవంబరు,kül'mku
524,Dezember::N,డిసెంబర్,tal'vku
525,Montag::N,సోమవారము,ezmärg
526,Dienstag::N,మంగళవారము,tožnarg
527,Mittwoch::N,బుధవారము,koumanz'päiv
528,Donnerstag::N,గురువారము,nellänz'päiv
529,Freitag::N,శుక్రవారము,pätnič
530,Freitag::N,శుక్రవారము,videnz'päiv
531,Samstag::N,శనివారము,sobat
532,Sonntag::N,ఆదివారము,pühäpäiv
533,groß::A,గొప్పైన,sur'
534,groß::A,గొప్పైన,järed
535,klein::A,చిన్న,pen'
536,klein::A,చిన్న,pičuine
537,lang::A,పొడుగాటి,pit'k
538,kurz::A,పొట్టి,lühüd
539,breit::A,వెడల్పైన,leved
540,schmal::A,ఇఱుకైన,kaid
541,dicht::A,దట్టమైన,tihed
542,dick[Gegenstand]::A,దట్టమైన,paks
543,dünn::A,పలుచని,hoik
544,fein::A,నాజాకైన,hen
545,fest::A,దృడమైవ,luja
546,fest::A,దృడమైవ,ninev
547,flach::A,చదువైన,lapak
548,glatt::A,నున్నని,siled
549,hart::A,కఠినమైన,kova
550,weich::A,మృదువైన,pehmed
551,rund::A,గుండ్రని,kehker
552,spitz::A,మొనగల,nügu
553,spitz::A,మొనగల,terav
554,scharf::A,పదనైన,terav
555,stumpf::A,వాడిలేని,tül'c
556,schwer::A,బరువ్తెన,jüged
557,schön::A,సుందరమైన,čoma
558,heiß::A,వేడియైన,räk
559,warm::A,వెచ్చని,läm'
560,kalt::A,చల్లని,vilu
561,kühl::A,చల్లని,raibak
562,kühl::A,చల్లని,viluhk
563,frisch::A,తాజాయైన,lahed
564,feucht::A,చెమ్మగానున్న,neps
565,feucht::A,చెమ్మగానున్న,toreh
566,nass::A,తడిగామన్న,märg
567,trocken::A,ఎండిన,kuiv
568,voll::A,నిండు,täuz'
569,leer::A,శూన్యమైన,joudai
570,offen::A,తెఱచియున్న,avoin
571,offen::A,తెఱచియున్న,avol'jaine
572,geschlossen::A,మూసిన,saubaline
573,sauber::A,పరిశుద్ధమైన,puhtaz
574,schmutzig::A,ముఱికియైన,redukaz
575,roh::A,పచ్చి,rohk
576,roh::A,పచ్చి,toreh
577,reif::A,పండివ,küps
578,lecker::A,రుచి గల,magukaz
579,süß::A,తియ్యని,maged
580,bitter::A,చేదైన,karged
581,sauer::A,పుల్లని,muiged
582,hell::A,కాంతిగల,kirkas
583,hell::A,కాంతిగల,valgei
584,dunkel::A,చీకటియైన,pimed
585,schwarz::A,నల్లని,must
586,weiß::A,తెలుపు,vauged
587,rot::A,ఎఱ్ఱని,rusked
588,gelb::A,పసుపు పచ్చ,pakuine
589,blau::A,నీలవర్ణము,sinine
590,grün::A,ఆకుపచ్చని,vihand
591,grau::A,నెరిసిన,hahk
592,bunt::A,రంగేలీ,kirjav
593,billig::A,చౌకయైన,odav
594,teuer::A,వెలపొడుగైన,kalliž
595,wertvoll::A,విలుప్తెన,arvokas
596,blind::A,గ్రుడ్డి,soged
597,taub::A,చెవిటి,kurdiž
598,kräftig::A,శక్తి గల,vägev
599,stark::A,బలమైన,vahv
600,stark::A,బలమైన,vägekaz
601,schwach::A,బలహీనమైన,väll'
602,fett::A,క్రొవ్విన,razvakaz
603,schlank::A,సన్నని,kapos
604,hübsch::A,సాగప్తెన,čoma
605,böse::A,చెడ్డ,äred
606,böse::A,చెడ్డ,käred
607,dumm::A,తెలివిలేని,el'getoi
608,faul::A,సోమరియైన,lašk
609,fleißig::A,శ్రద్దగల,radonnavedii
610,geizig::A,పిసినారియైన,ažlak
611,klug::A,తెలివిగల,melev
612,klug::A,తెలివిగల,melekaz
613,geschickt::A,నిపుణతగల,mahtokaz
614,lieb::A,ప్రియమైన,izo
615,lieb::A,ప్రియమైన,sula
616,lustig::A,ఉల్లాసము గల,ilokaz
617,sanft::A,సాధువైన,laskav
618,hungrig::A,ఆకలిగొనిన,näl'ghine
619,krank::A,వ్యాధిగల,läžui
620,nackt::A,దిగంబరమైన,alastoi
621,traurig::A,విచారముగల,opalahine
622,lebendig::A,ప్రాణముతో నున్న,eläb
623,gut::A,మంచి,hüvä
624,schlecht::A,చెడ్డ,huba
625,richtig::A,సరియైన,oiged
626,schlimm::A,అసహ్యమైన,paha
627,wahr::A,నిజమైన,todesine
628,alt::A,ముసలి,vanh
629,neu::A,క్రొత్త,uz'
630,ehemalig::A,పూర్వపు,edeline
631,alt[Lebewesen]::A,ముసలి,ravaz
632,jung::A,పసి,nor'
633,arm::A,బీద,gol'l'
634,reich::A,ధనవంతుడైన,elokaz
635,bekannt::A,తెలిసిన,tutab
636,berühmt::A,ప్రపిద్దికెక్కివ,tetab
637,fremd::A,అన్యమైన,veraz
638,verschieden::A,భేదమైన,erazvuitte
639,nah::A,దగ్గఱనున్న,läheline
640,fern::A,దూరమందున్న,edahaine
641,linker::A,ఎడమప్రక్కగ,hura
642,rechter::A,కుడి,oiged
643,anderer::A,వేఱ్తెన,toine
644,erster::A,మొదటి,ezmäine
645,zweiter::A,రెండన,toine
646,dritter::A,మూడో,koumanz'
647,letzter::A,కడపటి,jäl'gmäine
648,allein::ADV,ఒంటిగా,üksnäze
649,auf einmal::ADV,హరాత్తుగ,ühten aigan
650,zusammen::ADV,కలిసి,ühtes
651,lange::ADV,బహుకాలము,hätken
652,plötzlich::ADV,హరాత్తుగ,äkkid
653,sofort::ADV,తక్షణము,kerdalaz
654,später::ADV,ఇటీవలి,möhemba
655,jetzt::ADV,ఇప్పుడు,nügüd'
656,heute::ADV,నేడు,tämbei
657,morgen::ADV,ఱేపు,homen
658,bald::ADV,శీఘ్రముగ,pigai
659,dann::ADV,అప్పుడు,sid'
660,gestern::ADV,నిన్నటి దినము,eglai
661,einst::ADV,పూర్వమొకప్పుడు,ende
662,einst::ADV,పూర్వమొకప్పుడు,kerdan
663,damals::ADV,అప్పుడు,siloi
664,danach::ADV,అప్పుడు,sid'
665,vorher::ADV,ఎదుట,ende
666,zuerst::ADV,మొదటిలో,ezmäi
667,einmal::ADV,ఒకసారి,kerdan
668,manchmal::ADV,అప్పటప్పటికి,erašti
669,oft::ADV,తఱచుగా,paksus
670,immer::ADV,ఎల్లప్పుడు,kaiken
671,niemals::ADV,ఎప్పుడునులేదు,ei nikonz
672,hier::ADV,ఇక్కడ,täs
673,hier::ADV,ఇక్కడ,tägä
674,hierhin::ADV,ఇక్కడకు,tänna
675,von hier::ADV,ఇక్కడనుండి,täspäi
676,von hier::ADV,ఇక్కడనుండి,sid'päi
677,dort::ADV,అక్కడ,sigä
678,dorthin::ADV,అక్కడికి,sinna
679,dorthin::ADV,అక్కడికి,nakkale
680,geradeaus::ADV,సూటిగా,kohtha
681,vorwärts::ADV,ముందుకు,edehe
682,rückwärts::ADV,వెనుకకు,sel'gin
683,zurück::ADV,వెనుకభాగము,tagaze
684,unten::ADV,క్రింద,alahan
685,hinab::ADV,కిందికి,alaz
686,hinab::ADV,కిందికి,alahaks
687,oben::ADV,మీద,ülähän
688,hinauf::ADV,పైకి,ülez
689,hinauf::ADV,పైకి,ülähäks
690,überall::ADV,అంతటా,kaikjal
691,nicht::ADV,కాదు,ei
