,Concept_ID,kn,kl
1049,schütteln::V,ಅಲುಗಿಸು,aalavoq
1050,schwenken::V,ತೂಗಾಡು,issarpoq
1051,schütten::V,ಎರೆ,
1052,füllen::V,ತುಂಬಿಸು,immerpaa
1053,einwickeln::V,ಹೊದಿಸು,immoqquserpaa
1054,tragen::V,ಹೊರು,maqippaa
1055,tragen::V,ಹೊರು,assartorpoq
1056,schleppen::V,ಜಗ್ಗು,assartorpoq
1057,ziehen::V,ಎಳೆ,kalippaa
1058,ziehen::V,ಎಳೆ,kalissarpoq
1059,aufbewahren::V,ಇಟ್ಟುಕೊ,toqqorpaa
1060,werfen::V,ಎಸೆ,kuivaa
1061,fangen::V,ಹಿಡಿ,anguaa
1062,packen::V,ಸೆಳೆ,
1063,verstecken::V,ಮುಚ್ಚಿಡು,anngigaa
1064,teilen::V,ವಿಭಜಿಸು,agguut
1065,teilen::V,ವಿಭಜಿಸು,agguusersorpaa
1066,schicken::V,ಕಳುಹಿಸು,nassiuppaa
1067,bringen::V,ತರು,aggiuppaa
1068,bringen::V,ತರು,nassataraa
1069,hinzufügen::V,ಕೂಡಿಸು,
1070,bekommen::V,ಸಂಪಾದಿಸು,tiguaa
1071,erhalten::V,ಪಡೆ,tiguaa
1072,nehmen::V,ಹಿಡಿ,pivoq
1073,nehmen::V,ಹಿಡಿ,tiguaa
1074,wählen::V,ಆರಿಸು,
1075,auswählen::V,ಆಯಿ,
1076,bewahren::V,ರಕ್ಷಿಸಿಡು,sukkunik simerserpaa
1077,behindern::V,ಅಡ್ಡಿಮಾಡು,
1078,verderben::V,ಕೆಡಿಸು,asiutippaa
1079,verderben::V,ಕೆಡಿಸು,piuneerunnerit
1080,beschädigen::V,ಹಾಳುಮಾಡು,
1081,zerbrechen::V,ಮುರಿ,ukuvoq
1082,zerreißen::V,ಸೀಳು,tisavaa
1083,zerreißen::V,ಸೀಳು,alittorpaa
1084,zerstören::V,ಅಳಿಸು,aserorpaa
1085,verbrennen::V,ಸುಡು,seerpoq
1086,geben::V,ಕೊಡು,pivoq
1087,reichen::V,ಕೊಡು,
1088,schenken::V,ಅರ್ಪಿಸು,
1089,versprechen::V,ವಾಗ್ದಾನಮಾಡು,neriorsorpaa
1090,wünschen::V,ಬಯಸು,kissaat
1091,loben::V,ಹೊಗಳು,nersorpaa
1092,loben::V,ಹೊಗಳು,nersornaat
1093,küssen::V,ಚುಂಬಿಸು,kunippaa
1094,küssen::V,ಚುಂಬಿಸು,kunissorpaa
1095,wiegen::V,ತೂಗು,
1096,zudecken::V,ಹಾಸು,majorpaa
1097,wecken::V,ಎಬ್ಬಿಸು,itersarpaa
1098,zeigen::V,ತೋರಿಸು,tikkuuppaa
1099,führen::V,ದಾರಿತೋರಿಸು,tasissiuppaa
1100,führen::V,ದಾರಿತೋರಿಸು,ilitsersorpaa
1101,führen::V,ದಾರಿತೋರಿಸು,tasissersuuppaa
1102,lehren::V,ಕಲಿಸು,ilinniartippaa
1103,unterrichten::V,ಬೋಧಿಸು,ajoqerpaa
1104,unterrichten::V,ಬೋಧಿಸು,ajoqersorpaa
1105,unterrichten::V,ಬೋಧಿಸು,ilinniartitsivoq
1106,aufziehen::V,ಸಲಹು,inororsarpaa
1107,leiten::V,ಮುಂದಾಳಾಗಿರು ,iluatsippaa
1108,antreiben::V,ಓಡಿಸು,ikusimmippaa
1109,lassen::V,ಮಾಡಲುಬಿಡು,
1110,einladen::V,ಆಹ್ವಾನಿಸು,qaaqquaa
1111,einladen::V,ಆಹ್ವಾನಿಸು,qaasarpaa
1112,vereinigen::V,ಒಂದಾಗು,taperserpaa
1113,besuchen::V,ಭೇಟಿಯಾಗು,tikeraarpaa
1114,treffen::V,ಸಂಧಿಸು,aporappaa
1115,sich versammeln::V,ನೆರೆ,majorpoq
1116,spielen::V,ಆಡು,pinnguarpoq
1117,singen::V,ಹಾಡು,erinarsorpoq
1118,tanzen::V,ಕುಣಿ,qitippoq
1119,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,immikkoortippaa
1120,verlassen::V,ಕಳೆ,
1121,retten::V,ರಕ್ಷಿಸು,annaappaa
1122,bewachen::V,ಕಾಪಾಡು,
1123,schützen::V,ಸಂರಕ್ಷಿಸು,eriagaa
1124,schützen::V,ಸಂರಕ್ಷಿಸು,pineqartaalivaa
1125,verteidigen::V,ಕಾಪಿಡು,
1126,sich schlagen::V,ಕಿತ್ತಾಟ,
1127,schießen::V,ಎಸೆ,aallaavaa
1128,schießen::V,ಎಸೆ,piseriuppaa
1129,siegen::V,ಗೆಲ್ಲು,
1130,ärgern::V,ರೇಗಿಸು,ninngassarpaa
1131,ärgern::V,ರೇಗಿಸು,ninngassaarpaa
1132,schlagen::V,ಹೊಡೆ,unatarpaa
1133,treten::V,ಒದೆ,tukerpoq
1134,stechen::V,ಚುಚ್ಚು,iguppaa
1135,stechen::V,ಚುಚ್ಚು,qasilippoq
1136,stoßen::V,ತಳ್ಳು,ikuserpaa
1137,stoßen::V,ತಳ್ಳು,ikusimmippaa
1138,stehlen::V,ಕದಿ,tillippaa
1139,stören::V,ಕತಕು,akornuserpaa
1140,belästigen::V,ತೊಂದರೆ,
1141,verbergen::V,ಮರೆಮಾಜು,anngigaa
1142,täuschen::V,ಠಕ್ಕಿಸು,
1143,betrügen::V,ವಂಚಿಸು,peqquserluttuliorfigaa
1144,töten::V,ಕೊಲ್ಲು,maappaa
1145,töten::V,ಕೊಲ್ಲು,toquppaa
1146,wohnen::V,ವಾಸಿಸು,najugaqarpoq
1147,arbeiten::V,ಕೆಲಸ ಮಾಡು,sulivoq
1148,sammeln::V,ಸಂಚಯಿಸು,katersorpai
1149,pflücken::V,ಬಿಡಿಸು,
1150,jagen::V,ಬೇಟೆಯಾಡು,piniarpoq
1151,fischen::V,ಮೀನು ಹಿಡಿ,aalisarpoq
1152,fassen::V,ಹಿಡಿ,
1153,hüten::V,ಗುಂಪುಸೇರಿಸು,
1154,treiben::V,ದಬ್ಬು,
1155,anbinden::V,ಬಿಗಿ,qilerut
1156,anbinden::V,ಬಿಗಿ,qilersorpaa
1157,anbinden::V,ಬಿಗಿ,ungerlatserpaa
1158,füttern::V,ಮೇಯಿಸು,nerlerpaa
1159,melken::V,ಹಾಲು ಕರೆ,
1160,hacken::V,ತುಂಡರಿಸು,
1161,gießen::V,ನೀರುಹಾಕು,imerterpaa
1162,reifen::V,ಕಳಿ,
1163,zubereiten::V,ಅಡಿಗೆಮಾಡು,
1164,kochen::V,ಅಡು,igavoq
1165,backen::V,ಬೇಯಿಸು,
1166,braten::V,ಕರಿ,siappaa
1167,umrühren::V,ಕಲಕು,qeerlerpaa
1168,stricken::V,ಹೆಣೆ,
1169,nähen::V,ಹೊಲಿ,
1170,färben::V,ಬಣ್ಣ ಹತ್ತು,misuppaa
1171,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,sanniarpaa
1172,waschen::V,ತೊಳೆ,asappaa
1173,abwischen::V,ಒರಸು,saligarpaa
1174,abwischen::V,ಒರಸು,saligartorpaa
1175,spülen::V,ಗಲಬರಿಸು,
1176,fegen::V,ಗುಡಿಸು,sanngiarpaa
1177,kehren::V,ಗುಡಿಸು,
1178,baden::V,ಸ್ನಾನಮಾಡು,uffarpoq
1179,sich waschen::V,ತೊಳೆ,uffarpoq
1180,ausziehen::V,ಬಿಚ್ಚು,annoraajarpaa
1181,anziehen::V,ಹಾಕು,ativaa
1182,anziehen::V,ಹಾಕು,atitippaa
1183,sich anziehen::V,ಹಾಕು,atisalersorpoq
1184,kämmen::V,ಬಾಚು,
1185,schmücken::V,ಅಲಂಕರಿಸು,
1186,sagen::V,ಹೇಳು,oqarpoq
1187,sprechen::V,ನುಡಿ,oqaluttarpoq
1188,reden::V,ನುಡಿ,oqaluppoq
1189,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,
1190,fragen::V,ವಿಚಾರಿಸು,aperaa
1191,bitten::V,ಬೇಡು,aperaa
1192,bitten::V,ಬೇಡು,qinnuigaa
1193,erzählen::V,ಹೇಳು,oqaluttuaraa
1194,mitteilen::V,ತಿಳಿಸು,oqalualaarpoq
1195,nennen::V,ಹೆಸರಿಡು,
1196,rufen::V,ಕರೆ,qaaqquaa
1197,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,oqqartuvoq
1198,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,oqallortuvoq
1199,übersetzen::V,ಭಾಷಾಂತರಿಸು,ikaarpoq
1200,übersetzen::V,ಭಾಷಾಂತರಿಸು,nutserpaa
1201,denken::V,ಯೋಚಿಸು,isumaqarpoq
1202,glauben::V,ನಂಬು,upperaa
1203,glauben::V,ನಂಬು,isumaqarpoq
1204,bemerken::V,ಗಮನಿಸು,
1205,erkennen::V,ಗುರುತುಹಿಡಿ,ilisaraa
1206,begreifen::V,ಗ್ರಹಿಸು,
1207,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,paasivaa
1208,lernen::V,ಕಲಿ,ilinniarpoq
1209,wissen::V,ಅರಿ,nalunngilaa
1210,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,eqqaavaa
1211,vergessen::V,ಮರೆತುವಿಡು,puiorpaa
1212,messen::V,ಅಳೆ,ussersarpaa
1213,zählen::V,ಗಣಿಸು,kisitsivoq
1214,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,kisitsivoq
1215,lesen::V,ಓದು,atuarpoq
1216,malen::V,ಬಿಡಿಸು,qalipappaa
1217,zeichnen::V,ಬಿಡಿಸು,
1218,schreiben::V,ಬರೆ,allappoq
1219,besitzen::V,ಒಡೆಯನಾಗಿರು,
1220,kaufen::V,ಕೊಳ್ಳು,pisiaraa
1221,verkaufen::V,ಕೊಡು,akigaa
1222,bezahlen::V,ಬೆಲೆತೆರು,akilerpaa
1223,zahlen::V,ಹಣವನ್ನುಕೊಡು,
1224,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,inappaa
1225,ertragen::V,ಸಹಿಸು,ernertaaraa
