,Concept_ID,ps,zh
174,Krähe::N,کارغه,乌鸦
175,Kuckuck::N,فاخته,布谷鸟
176,Schwan::N,قو,天鹅
177,Fisch::N,کب,鱼
178,Fisch::N,ماهی,鱼
179,Schlange[Tier]::N,مار,蛇
180,Wurm::N,چینجی,蠕虫
181,Spinne::N,غڼه,蜘蛛
182,Spinne::N,تارکښ,蜘蛛
183,Ameise::N,مېږی,蚂蚁
184,Laus::N,سپږه,虱子
185,Mücke::N,ماشی,蚊子
186,Fliege::N,مچ,苍蝇
187,Schmetterling::N,پتنګ,蝴蝶
188,Beere::N,مېوۍ,将果
189,Apfel::N,مڼه,苹果
190,Pilz::N,خرېړی,蘑菇
191,Zwiebel::N,پیاز,洋葱
192,Saat::N,تخم,种子
193,Korn::N,تخم,谷粒
194,Korn::N,دانه,谷粒
195,Heu::N,بوس,干草
196,Heu::N,پروړه,干草
197,Schale::N,پوستکی,壳
198,Grube::N,کنده,坑
199,Falle::N,دام,圈套
200,Falle::N,لومه,圈套
201,Schlinge::N,کړۍ,活扣
202,Spur::N,نښه,踪迹
203,Asche::N,آس,灰烬
204,Asche::N,ایره,灰烬
205,Dreck::N,ناپاکي,污垢
206,Eisen::N,اوسپنه,铁
207,Gold::N,سره زر,金子
208,Silber::N,نقره,银
209,Silber::N,سپین زر,银
210,Kohle::N,سکور,煤
211,Kohle::N,سکاره,煤
212,Glas::N,ښيښه,玻璃
213,Lehm::N,خټه,粘土
214,Sand::N,شګه,沙
215,Mensch::N,انسان,人
216,Mann::N,سړی,男子
217,Mann::N,نارینه,男子
218,Frau::N,ښځه,妇女
219,Kind::N,بچی,小孩
220,Kind::N,ماشوم,小孩
221,Junge::N,هلک,男孩
222,Mädchen::N,نجلۍ,女孩
223,Familie::N,کورنۍ,家庭
224,Großvater::N,بابا,祖父
225,Großmutter::N,انا,祖母
226,Eltern::N,مور او پلار,父母
227,Vater::N,پلار,父亲
228,Mutter::N,مور,母亲
229,Sohn::N,زوی,儿子
230,Tochter::N,لور,女儿
231,Bruder::N,ورور,兄弟
232,Schwester::N,خور,姐妹
233,Onkel::N,تره,伯父
234,Onkel::N,ماما,伯父
235,Tante::N,خاله,阿姨
236,Ehemann::N,مېړه,丈夫
237,Ehefrau::N,مېرمن,妻子
238,Freude::N,خوشحالي,愉快
239,Gelächter::N,خندا,大笑
240,Glück::N,بخت,运气
241,Kummer::N,غم,苦恼
242,Wunsch::N,هيله,愿望
243,Wunsch::N,غوښتنه,愿望
244,Lust::N,شوق,乐趣
245,Lust::N,مینه,乐趣
246,Geist::N,روح,精神
247,Gedanke::N,فکر,思想
248,Gedächtnis::N,یاد,记性
249,Gedächtnis::N,حافظه,记性
250,Verstand::N,عقل,理智
251,Verstand::N,شعور,理智
252,Sinn::N,معنی,感觉
253,Grund::N,علت,理由
254,Grund::N,اساس,理由
255,Wahrheit::N,حقیقت,真理
256,Gespräch::N,مرکه,谈话
257,Gespräch::N,خبرې اترې,谈话
258,Märchen::N,افسانه,童话
259,Erzählung::N,قصه,故事
260,Erzählung::N,کیسه,故事
261,Nachricht::N,خبر,消息
262,Neuigkeit::N,نوی خبر,新闻
263,Name::N,نوم,名字
264,Rätsel::N,کیسۍ,谜语
265,Rätsel::N,چیستان,谜语
266,Rede::N,وینا,讲话
267,Sprache::N,ژبه,语言
268,Stimme::N,غږ,声音
269,Stimme::N,اواز,声音
270,Wort::N,لغت,词
271,Wort::N,کلمه,词
272,Zeichen::N,نښه,标记
273,Zeichen::N,اشاره,标记
274,Ruf::N,ږغ,呼喊
275,Ruf::N,بلنه,呼喊
276,Lärm::N,غالمغال,噪音
277,Laut::N,ږغ,响声
278,Ton::N,اواز,声音
279,Lied::N,غزله,歌曲
280,Lied::N,سندره,歌曲
281,Ruhe::N,ارامي,安静
282,Leute::N,خلک,人们
283,Volk::N,ولس,人民
284,Arbeit::N,کار,劳动
285,Gast::N,مېلمه,客人
286,Geschenk::N,تحفه,礼物
287,Geschenk::N,سوغات,礼物
288,Spiel::N,لوبه,游戏
289,Gesellschaft::N,ډله,陪同
290,Hilfe::N,کومک,帮助
291,Hilfe::N,مرسته,帮助
292,Freund::N,ملګری,朋友
293,Kamerad::N,انډيوال,同志
294,Angelegenheit::N,موضوع,事情
295,Anzahl::N,شمېر,数目
296,Anzahl::N,تعداد,数目
297,Art::N,ډول,种类
298,Stück::N,ټوټه,块
299,Teil::N,برخه,部分
300,Hälfte::N,نیم,一半
301,Kreis::N,دایره,圆
302,Kreuz::N,صلیب,十字架
303,Linie::N,خط,线条
304,Linie::N,لیکه,线条
305,Strich::N,کرښه,划
306,Abstand::N,فاصله,距离
307,Entfernung::N,واټن,距离
308,Gegend::N,سیمه,地区
309,Gegend::N,منطقه,地区
310,Platz::N,ځای,场所
311,Ort::N,ځای,地点
312,Seite::N,مخ,面
313,Seite::N,اړخ,面
314,Mitte::N,وسط,中间
315,Mitte::N,مینځ,中间
316,Gegenstand::N,شی,物品
317,Sache::N,شی,物
318,Sache::N,څيز,物
319,Rand::N,څنډه,边
320,Rand::N,کناره,边
321,Kante::N,اړخ,棱
322,Ecke::N,ګوټ,角
323,Spitze::N,څوکه,尖
324,Ende::N,څوکه,结尾
325,Loch::N,سوری,洞
326,Winkel::N,کنج,角度
327,Winkel::N,کوتی,角度
328,Muster::N,نمونه,模型
329,Größe::N,قد,大小
330,Größe::N,لويوالی,大小
331,Länge::N,طول,长度
332,Länge::N,اوږد والی,长度
333,Höhe::N,جګوالی,高度
334,Gewicht::N,وزن,重量
335,Menge::N,اندازه,数量
336,Haufen::N,کوټه,堆
337,Reihe::N,صف,行
338,Reihe::N,کتار,行
339,Boot::N,قايق,小船
340,Ruder::N,چپه,奖
341,Schlitten::N,ښویېدونی,雪橇
342,Ski::N,سکي,雪板
343,Lagerfeuer::N,اور,营火
344,Last::N,بار,负担
345,Last::N,پېټی,负担
346,Gang::N,تګ,行走
347,Schritt::N,ګام,步伐
348,Norden::N,شمال,北
349,Süden::N,سوېل,南
350,Westen::N,لوېدېځ,西
351,Osten::N,شرق,东
352,Osten::N,ختیځ,东
353,Holz::N,لرګی,木材
354,Brett::N,تخته,木板
355,Platte::N,تخته,平板
356,Stütze::N,تکیوان,支架
357,Stange::N,ډاګه,杆
358,Stock::N,لرګی,棒
359,Stab::N,چيخله,棍
360,Rohr::N,نل,管子
361,Haus::N,کور,房屋
362,Heim::N,کور,家
363,Ofen::N,تودنۍ,炉子
364,Fußboden::N,غولی,地板
365,Tisch::N,مېز,桌子
366,Stuhl::N,چوکۍ,椅子
367,Wiege::N,زانګو,摇蓝
368,Bett::N,کټ,床
369,Bett::N,چپرکټ,床
370,Regal::N,تاخچۍ,架子
371,Kiste::N,صندوق,箱子
372,Fenster::N,کړکۍ,窗户
373,Tür::N,دروازه,门
374,Tor::N,دروازه,大门
375,Zaun::N,کټاره,篱笆
376,Dach::N,بام,屋顶
377,Leiter::N,زينه,梯子
378,Besen::N,جارو,扫帚
379,Spaten::N,یوم,铁锹
380,Schaufel::N,بېلچه,铁锹
381,Gabel::N,پنجه,叉
382,Löffel::N,کاشوغه,食匙
383,Messer::N,چاقو,刀
384,Nagel::N,ميخ,钉子
385,Netz::N,جال,网
386,Haken::N,څنګک,钩子
387,Griff::N,لاستی,把柄
388,Schloss::N,کلپ,锁
389,Bild::N,رسم,图画
390,Figur::N,قدوقامت,人像
391,Puppe::N,ګوډۍ,娃娃
392,Beutel::N,کڅوړه,袋子
393,Bündel::N,دسته,捆
394,Tasche::N,بکس,手提包
395,Tasche::N,توبره,手提包
396,Eimer::N,سطل,桶
397,Deckel::N,سرپوښ,盖子
398,Geschirr::N,لوښی,餐具
399,Sack::N,جوال,袋子
400,Tasse::N,پیاله,杯子
401,Topf::N,دېګی,锅
402,Kessel::N,دېګ,水壶
403,Essen::N,خوراک,进餐
404,Nahrung::N,خوراک,食物
405,Speise::N,خواړه,菜肴
406,Fleisch::N,غوښه,肉
407,Getreide::N,غله,谷物
408,Brei::N,اوګره,粥
409,Brot::N,ډوډۍ,面包
410,Scheibe::N,مړۍ,片
411,Fett::N,غوړي,脂肪
412,Butter::N,کوچ,黄油
413,Öl::N,تېل,油
414,Salz::N,مالګه,盐
415,Suppe::N,شوربا,汤
416,Honig::N,شات,蜂蜜
417,Milch::N,شوده,奶
418,Tee::N,چای,茶
419,Leder::N,څرمن,皮革
420,Wolle::N,پشم,毛线
421,Stoff::N,ټوټه,织物
422,Nadel::N,ستن,针
423,Faden::N,تار,线
424,Knopf::N,تڼۍ,纽扣
425,Knopf::N,تکمه,纽扣
426,Knoten::N,غوټه,结
427,Farbe::N,رنګ,颜色
428,Kleidung::N,کالي,衣服
429,Hemd::N,کميس,衬衫
430,Kragen::N,غاړه,领子
431,Ärmel::N,لستوڼی,袖子
432,Hose::N,پطلون,裤子
433,Gürtel::N,کمربند,腰带
434,Mütze::N,خولۍ,帽子
435,Schuh::N,بوټ,鞋
436,Stiefel::N,موزه,靴子
437,Ring::N,ګوته,戒指
438,Band::N,فيته,带子
439,Kamm::N,ګمنځ,梳子
440,Spiegel::N,ایینه,镜子
441,Spiegel::N,هنداره,镜子
442,Riemen::N,تسمه,皮带
443,Schnur::N,مزی,绳子
444,Leine::N,رسۍ,皮带
445,Decke::N,بړستن,被子
446,Kissen::N,بالښت,软垫
447,Tuch::N,ټیکری,巾
448,Handtuch::N,دسمال,手巾
449,Kraft::N,زور,力
450,Kraft::N,توان,力
451,Stärke::N,قوت,力量
452,Gesundheit::N,صحت,健康
453,Gesundheit::N,روغتیا,健康
454,Krankheit::N,مرض,病
455,Krankheit::N,ناروغي,病
456,Schmerz::N,درد,痛
457,Wunde::N,ټپ,伤口
458,Wunde::N,زخم,伤口
459,Fieber::N,تبه,发烧
460,Arznei::N,دوا,药
461,Arznei::N,دارو,药
462,Brücke::N,پول,桥
463,Brunnen::N,څاه,井
464,Brunnen::N,کوهی,井
465,Weide::N,وله,牧场
466,Pfad::N,تړه,小路
467,Weg::N,لیار,路
468,Straße::N,سړک,街
469,Dorf::N,کلی,村庄
470,Stadt::N,ښار,城市
471,Brief::N,لیک,信
472,Brief::N,مکتوب,信
473,Buch::N,کتاب,书
474,Buchstabe::N,حرف,字母
475,Buchstabe::N,توری,字母
476,Zeitung::N,اخبار,报纸
477,Leben::N,ژوند,生命
478,Tod::N,مرګ,死亡
479,Tod::N,مړینه,死亡
480,Grab::N,قبر,坟墓
481,Grab::N,ډورۍ,坟墓
482,Kirche::N,کلیسا,教堂
483,Sünde::N,ګناه,罪
484,Gott::N,خدای,上帝
485,Arbeiter::N,کاریګر,工人
486,Chef::N,آمر,上司
487,Meister::N,استاد,师傅
488,Arzt::N,طبیب,医生
489,Arzt::N,ډاکټر,医生
490,Lehrer::N,معلم,教师
491,Lehrer::N,ښوونکی,教师
492,Geld::N,پیسې,钱
493,Geschäft::N,سوداګري,交易
494,Laden::N,دکان,商店
495,Laden::N,مغازه,商店
496,Preis::N,بیه,价格
497,Ware::N,مال,商品
498,Nutzen::N,ګټه,好处
499,Reichtum::N,شتمني,财富
500,Welt::N,نړۍ,世界
501,Welt::N,دنیا,世界
502,Land::N,هېواد,国家
503,Staat::N,دولت,国家
504,König::N,باچا,国王
505,König::N,پادشاه,国王
506,Macht::N,قدرت,权力
507,Grenze::N,حد,边界
508,Grenze::N,سرحد,边界
509,Krieg::N,جګړه,战争
510,Feind::N,دښمن,敌人
511,Gewalt::N,زور,暴力
512,Gewalt::N,تشدد,暴力
513,Kampf::N,جنګ,战斗
514,Kampf::N,مبارزه,战斗
515,Bogen[Waffe]::N,لیندۍ,弓
516,Pfeil::N,غشی,箭
517,Gewehr::N,ټوپک,枪
518,Fehler::N,خطا,错误
519,Fehler::N,غلطي,错误
520,Lüge::N,دروغ,谎话
521,Schaden::N,زیان,损失
522,Schaden::N,تاوان,损失
523,Unglück::N,بدبختي,不幸
524,Schuld::N,ګناه,过错
525,Alter::N,منګ,年龄
526,Schluss::N,اخر,结束
527,Zeit::N,وخت,时间
528,Tag::N,ورځ,天
529,Morgen::N,سبا,早晨
530,Morgen::N,سهار,早晨
531,Mittag::N,غرمه,中午
532,Abend::N,ماښام,晚上
533,Nacht::N,شپه,夜
534,Woche::N,اونۍ,星期
535,Monat::N,مياشت,月
536,Jahr::N,کال,年
537,Frühling::N,پسرلی,春天
538,Sommer::N,دوبی,夏天
539,Herbst::N,منی,秋天
540,Herbst::N,خزان,秋天
541,Winter::N,ژمی,冬天
542,Januar::N,جنوري,一月
543,Februar::N,فبروري,二月
544,März::N,مارچ,三月
545,April::N,اپریل,四月
546,Mai::N,مې,五月
547,Juni::N,جون,六月
548,Juli::N,جولای,七月
549,August::N,اګست,八月
550,September::N,سپټامبر,九月
551,Oktober::N,اکتوبر,十月
552,November::N,نومبر,十一月
553,Dezember::N,دسمبر,十二月
554,Montag::N,دوشنبه,星期一
555,Dienstag::N,سه شنبه,星期二
556,Mittwoch::N,چارشنبه,星期三
557,Donnerstag::N,پنجشنبه,星期四
558,Freitag::N,جمعه,星期五
559,Samstag::N,خالي,星期六
560,Sonntag::N,یکشنبه,星期日
561,groß::A,لوی,大
562,klein::A,وړوکی,小
563,lang::A,اوړد,长
564,kurz::A,لنډ,短
565,breit::A,پراخه,宽
566,schmal::A,تنګ,细长的
567,dicht::A,ګڼ,密
568,dick[Gegenstand]::A,پنډ,厚
569,dünn::A,نری,薄
570,fein::A,نازک,细小
571,fest::A,کلک,固体
572,fest::A,ټینګ,固体
573,flach::A,هوار,平坦
574,glatt::A,ښوی,光滑
575,hart::A,کلک,硬
576,weich::A,نرم,软
577,weich::A,پوست,软
578,rund::A,ګرد,圆
579,spitz::A,تېره,尖
580,scharf::A,تېز,锋利
581,scharf::A,تېره,锋利
582,stumpf::A,پڅ,钝
583,schwer::A,دروند,重
584,schön::A,ښکلی,美丽
585,heiß::A,تود,烫
586,warm::A,تود,暖和
587,kalt::A,ېخ,冷
588,kalt::A,سوړ,冷
589,kühl::A,ېخ,凉
590,kühl::A,سوړ,凉
591,frisch::A,تازه,新鲜
592,feucht::A,مرطوب,潮湿
593,nass::A,لوند,湿
594,trocken::A,وچ,干
595,voll::A,ډک,满
596,leer::A,خالی,空
597,offen::A,خلاص,敞开
598,offen::A,پرانیستی,敞开
599,geschlossen::A,تړلی,关闭
600,sauber::A,پاک,干净
601,schmutzig::A,چټل,肮脏
602,roh::A,خام,生
603,reif::A,پوخ,成熟
604,reif::A,رسېدلی,成熟
605,lecker::A,خوندور,好吃
606,lecker::A,مزه دار,好吃
607,süß::A,خوږ,甜
608,süß::A,شیرین,甜
609,bitter::A,تریخ,苦
610,sauer::A,ټاک,酸
611,sauer::A,تريو,酸
612,hell::A,روڼ,亮
613,hell::A,روښان,亮
614,dunkel::A,تیاره,阴暗
615,schwarz::A,تور,黑
616,weiß::A,سپين,白
617,rot::A,سور,红
618,gelb::A,زېړ,黄
619,blau::A,شین,蓝
620,blau::A,اسماني رنګه,蓝
621,grün::A,زرغون,绿
622,grau::A,خړ,灰色
623,bunt::A,رنګارنګ,五彩
624,billig::A,ارزان,便宜
625,teuer::A,ګران,贵
626,wertvoll::A,قیمتي,贵重
627,blind::A,ړوند,瞎
628,taub::A,کوڼ,聋
629,kräftig::A,قوی,强壮
630,stark::A,قوی,强壮
631,stark::A,تکړه,强壮
632,schwach::A,ضعیف,弱
633,schwach::A,کمزوری,弱
634,fett::A,چاغ,胖
635,schlank::A,خوش اندام,苗条
636,hübsch::A,ښکلی,漂亮
637,hübsch::A,ښایسته,漂亮
638,böse::A,شریر,邪恶
639,böse::A,قهرناک,邪恶
640,dumm::A,احمق,笨
641,faul::A,لټ,懒惰
642,faul::A,تنبل,懒惰
643,fleißig::A,زحمت کښ,勤奋
644,geizig::A,بخیل,吝啬
645,klug::A,عاقل,聪明
646,klug::A,هوښیار,聪明
647,geschickt::A,ماهر,灵巧
648,lieb::A,عزیز,可爱
649,lieb::A,محبوب,可爱
650,lustig::A,خوشحال,快乐
651,sanft::A,پوست,柔和
652,sanft::A,ملایم,柔和
653,hungrig::A,وږی,饥饿
654,krank::A,مريض,患病
655,krank::A,ناروغ,患病
656,nackt::A,لوڅ,裸体
657,traurig::A,غمجن,悲哀
658,lebendig::A,ژوندی,活
659,gut::A,ښه,好
660,schlecht::A,بد,坏
661,schlecht::A,خراب,坏
662,richtig::A,سم,正确
663,richtig::A,صحیح,正确
664,schlimm::A,بد,糟糕
665,schlimm::A,مخوف,糟糕
666,wahr::A,واقعي,真
667,alt::A,زوړ,旧
668,neu::A,نوی,新
669,ehemalig::A,پخوانی,以前
670,alt[Lebewesen]::A,زوړ,老
671,jung::A,ځوان,年轻
672,arm::A,غریب,贫穷
673,arm::A,بې وزله,贫穷
674,reich::A,شتمن,富裕
675,reich::A,دولتمند,富裕
676,bekannt::A,اشنا,出名
677,berühmt::A,مشهور,著名
678,fremd::A,پردی,陌生
679,fremd::A,بېګانه,陌生
680,verschieden::A,مختلف,不同
681,nah::A,نژدې,近
682,fern::A,لیری,遥远
683,linker::A,چپ,左
684,linker::A,کیڼ,左
685,rechter::A,ښی,右
686,anderer::A,بل,别的
687,erster::A,لومړی,第一
688,zweiter::A,دوهم,第二
689,dritter::A,درېم,第三
690,letzter::A,آخرنی,最后
691,letzter::A,وروستی,最后
692,allein::ADV,یوازې,单独
693,auf einmal::ADV,په یوه وخت کی,同时
694,zusammen::ADV,یو ځای,一起
695,lange::ADV,ډېر وخت,许久
696,lange::ADV,ډېره موده,许久
697,plötzlich::ADV,ناببره,忽然
698,plötzlich::ADV,یوناڅاپه,忽然
699,sofort::ADV,فوراً,立刻
700,sofort::ADV,سمدلاسه,立刻
701,später::ADV,وروسته,以后
702,jetzt::ADV,اوس,现在
703,heute::ADV,نن,今天
704,morgen::ADV,سبا,明天
705,bald::ADV,ژر,即将
706,dann::ADV,پس,然后
707,dann::ADV,وروسته,然后
708,gestern::ADV,پرون,昨天
709,einst::ADV,پخوا,曾经
710,damals::ADV,هغه وخت,当时
711,danach::ADV,بیا,随后
712,vorher::ADV,دمخه,事先
713,zuerst::ADV,لومړی,首先
714,einmal::ADV,یو ځل,一次
715,manchmal::ADV,ګاهی ګاهی,有时
716,oft::ADV,ډېر ځله,时常
717,immer::ADV,تل,总是
718,immer::ADV,همېشه,总是
719,niemals::ADV,هیڅکله نه,从未
720,hier::ADV,دلته,这里
721,hierhin::ADV,دلته,到这里
722,hierhin::ADV,دې ځای ته,到这里
723,von hier::ADV,د دې ځای نه,由此
724,dort::ADV,هلته,那里
725,dorthin::ADV,هلته,到那里
726,dorthin::ADV,هغه ځای ته,到那里
727,geradeaus::ADV,مخامخ,一直往前
728,vorwärts::ADV,مخ پهٔ وړاندې,向前
729,rückwärts::ADV,بېرته,向后
730,zurück::ADV,بېرته,退后
731,unten::ADV,لاندي,下面
732,hinab::ADV,ښکته,向下
733,oben::ADV,پورته,上面
734,hinauf::ADV,پاس,向上
735,überall::ADV,هره خوا,到处
736,nicht::ADV,نه,不
737,ein wenig::ADV,یو څه,一点儿
738,kaum::ADV,ایله,几乎不
739,sehr::ADV,ډېر,很
740,sehr::ADV,زيات,很
741,so::ADV,داسې,如此
742,so::ADV,دومره,如此
743,noch::ADV,نور,还
744,nur::ADV,تش,只
745,nur::ADV,صرف,只
746,schon::ADV,دمخه,已经
747,wieder::ADV,بیا,又
748,vergebens::ADV,عبث,
749,vor::PRP,دمخه,在...面前
750,hinter::PRP,شاته,在...背后
751,unter::PRP,لاندي,在...下面
752,durch::PRP,د مینځ نه,穿过
753,neben::PRP,نژدې,在...旁
754,zwischen::PRP,ترمینځ,在...之间
755,wegen::PRP,د ... له لاسه,由于
756,dies::PRN,دا,这
757,das::PRN,دا,那
758,alles::PRN,هرڅهٔ,一切
759,ich::PRN,زه,我
760,du::PRN,ته,你
761,er::PRN,دی,他
762,wir::PRN,مونږ,我们
763,ihr::PRN,تاسې,你们
764,sie::PRN,هغوی,她
765,was::FPRN,څهٔ,什么
766,wer::FPRN,چا,谁
767,wer::FPRN,څوک,谁
768,wo::FADV,چيری,哪里
769,wo::FADV,چېرته,哪里
770,wohin::FADV,چېرته,去哪里
771,wie::FADV,څنګه,怎么
772,warum::FADV,ولې,为什么
773,wieviel::FNUM,څو,多少
774,wieviel::FNUM,څومره,多少
775,eins::NUM,یو,一
776,zwei::NUM,دوه,二
777,drei::NUM,درې,三
778,vier::NUM,څلور,四
779,fünf::NUM,پنځه,五
780,sechs::NUM,شپږ,六
781,sieben::NUM,اوه,七
782,acht::NUM,اته,八
783,neun::NUM,نهه,九
784,zehn::NUM,لس,十
785,elf::NUM,یوولس,十一
786,zwölf::NUM,دولس,十二
787,zwanzig::NUM,شل,二十
788,dreißig::NUM,دېرش,三十
789,vierzig::NUM,څلوېښت,四十
790,fünfzig::NUM,پنځوس,五十
791,sechzig::NUM,شپېته,六十
792,siebzig::NUM,اویا,七十
793,achtzig::NUM,اتیا,八十
794,neunzig::NUM,نوي,九十
795,hundert::NUM,سل,百
796,tausend::NUM,زر,千
797,und::CNJ,او,和
798,oder::CNJ,ېا,或者
799,stehen::V,درېدل,站
800,sitzen::V,کښېنستل,坐
801,liegen::V,ملاستل,躺着
802,hängen::V,ځړېدل,挂着
803,werden::V,کېدل,成为
804,passieren::V,پېښېدل,发生
805,beginnen::V,شروع کېدل,开始
806,enden::V,خلاصدل,终止
807,enden::V,تمامېدل,终止
808,wechseln::V,تغییر موندل,变迁
809,aufgehen[Sonne]::V,ختل,升起
810,untergehen[Sonne]::V,لوېدل,下落
811,untergehen[Sonne]::V,پرېوتل,下落
812,scheinen[Sonne]::V,رڼا کول,照射
813,donnern::V,تنېدل,打雷
814,donnern::V,غړمبېدل,打雷
815,wehen::V,چلېدل,飘扬
