,Concept_ID,av,nl
194,Pilz::N,гӏурдахӏан,paddestoel
195,Zwiebel::N,кӏочӏопер,ui
196,Saat::N,хьон,zaad
197,Korn::N,мугь,graan
198,Korn::N,мугь,korrel
199,Heu::N,хер,hooi
200,Schale::N,хъал,schil
201,Grube::N,гвенд,kuil
202,Falle::N,къор,val
203,Falle::N,къотен,val
204,Schlinge::N,кӏичӏ,strop
205,Spur::N,лъалкӏ,spoor
206,Asche::N,рахъу,as
207,Dreck::N,гъиз,drek
208,Dreck::N,хӏарщ,drek
209,Eisen::N,махх,ijzer
210,Gold::N,месед,goud
211,Silber::N,гӏарац,zilver
212,Kohle::N,тӏурччи,kool
213,Glas::N,цӏер,glas
214,Lehm::N,хӏатӏ,klei
215,Sand::N,сали,zand
216,Mensch::N,чи,mens
217,Mann::N,бихьинчи,man
218,Frau::N,гӏадан,vrouw
219,Kind::N,лъимер,kind
220,Junge::N,вас,jongen
221,Mädchen::N,яс,meisje
222,Familie::N,хъизан,gezin
223,Familie::N,хъизан,familie
224,Großvater::N,кӏудада,grootvader
225,Großmutter::N,кӏодо,grootmoeder
226,Eltern::N,эбел-эмен,ouders
227,Vater::N,эмен,vader
228,Mutter::N,эбел,moeder
229,Sohn::N,вас,zoon
230,Tochter::N,яс,dochter
231,Bruder::N,вац,broer
232,Bruder::N,вац,broeder
233,Schwester::N,яц,zus
234,Schwester::N,яц,zuster
235,Onkel::N,даци,oom
236,Tante::N,ада,tante
237,Ehemann::N,рос,echtgenoot
238,Ehefrau::N,чӏужу,echtgenote
239,Freude::N,ракӏбохи,vreugde
240,Gelächter::N,релъи,gelach
241,Glück::N,талихӏ,geluk
242,Glück::N,талихӏ-рохел,geluk
243,Kummer::N,хӏалкъай,verdriet
244,Wunsch::N,къасд,wens
245,Wunsch::N,къасд,verlangen
246,Lust::N,гъира,zin
247,Lust::N,гъира,lust
248,Geist::N,чӏанкӏ,geest
249,Geist::N,рухӏ-жан,geest
250,Gedanke::N,пикру,gedachte
251,Verstand::N,лумалъи,verstand
252,Verstand::N,цӏодорлъи,verstand
253,Sinn::N,магӏна,betekenis
254,Grund::N,багьана,reden
255,Wahrheit::N,ритӏухълъи,waarheid
256,Gespräch::N,накъит,gesprek
257,Märchen::N,маргьа,sprookje
258,Erzählung::N,къиса,verhaal
259,Nachricht::N,хабар,tijding
260,Neuigkeit::N,хабар-гӏазаб,nieuws
261,Neuigkeit::N,хабар-гӏазаб,nieuwtje
262,Name::N,цӏар,naam
263,Rätsel::N,бицанкӏо,raadsel
264,Rede::N,речь,rede
265,Rede::N,калам,rede
266,Sprache::N,мацӏ,taal
267,Stimme::N,гьаракь,stem
268,Wort::N,рагӏи,woord
269,Zeichen::N,ишара,teken
270,Zeichen::N,гӏаламат,teken
271,Ruf::N,ахӏи,roep
272,Lärm::N,хъуй,lawaai
273,Lärm::N,хъуди,lawaai
274,Laut::N,гьаракь,klank
275,Laut::N,гьаракь,geluid
276,Laut::N,сас,klank
277,Laut::N,сас,geluid
278,Lied::N,кечӏ,lied
279,Ruhe::N,рахӏат,rust
280,Ruhe::N,рахӏат,stilte
281,Leute::N,гӏадамал,lui
282,Leute::N,гӏадамал,mensen
283,Volk::N,халкъ,volk
284,Arbeit::N,хӏалтӏи,werk
285,Arbeit::N,хӏалтӏи,arbeid
286,Gast::N,гьобол,gast
287,Geschenk::N,сайигъат,cadeau
288,Geschenk::N,сайигъат,geschenk
289,Spiel::N,хӏай,spel
290,Spiel::N,расанди,spel
291,Gesellschaft::N,жамагӏат,gezelschap
292,Hilfe::N,кумек,hulp
293,Freund::N,гьудул,vriend
294,Kamerad::N,гьалмагъ,maat
295,Kamerad::N,гьалмагъ,metgezel
296,Angelegenheit::N,къваригӏел,zaak
297,Angelegenheit::N,къваригӏел,aangelegenheid
298,Anzahl::N,рикӏкӏен,tal
299,Anzahl::N,рикӏкӏен,aantal
300,Art::N,жинс,slag
301,Art::N,жинс,soort
302,Stück::N,кесек,stuk
303,Teil::N,пай,deel
304,Hälfte::N,бащдаб,helft
305,Kreis::N,гор,kring
306,Kreis::N,гор,cirkel
307,Kreuz::N,хъанч,kruis
308,Linie::N,мухъ,lijn
309,Strich::N,хӏучч,haal
310,Strich::N,хӏучч,streep
311,Abstand::N,манзил,afstand
312,Entfernung::N,манзил,afstand
313,Gegend::N,рахъ,streek
314,Platz::N,бакӏ,ruimte
315,Ort::N,бакӏ,oord
316,Ort::N,бакӏ,plaats
317,Seite::N,рахъ,zij
318,Seite::N,рахъ,kant
319,Seite::N,рахъ,zijde
320,Mitte::N,бакьулъбакӏ,midden
321,Gegenstand::N,жо,voorwerp
322,Sache::N,жо,zaak
323,Rand::N,мицӏир,rand
324,Rand::N,мицӏир,boord
325,Kante::N,рагӏал,kant
326,Kante::N,рагӏа-ракьан,kant
327,Ecke::N,цили,hoek
328,Spitze::N,тӏогь,punt
329,Spitze::N,тӏогь,spits
330,Ende::N,кӏал,einde
331,Ende::N,кӏал,uiteinde
332,Loch::N,каратӏ,gat
333,Muster::N,накъиш,dessin
334,Muster::N,накъиш,patroon
335,Größe::N,кӏодо́лъи,grootte
336,Länge::N,халалъи,lengte
337,Höhe::N,борхалъи,hoogte
338,Gewicht::N,бакӏлъи,gewicht
339,Haufen::N,гъуни,hoop
340,Reihe::N,ирга́,rij
341,Reihe::N,ирга́,reeks
342,Boot::N,раса,boot
343,Ruder::N,раххан,roeiriem
344,Schlitten::N,чанагъ,slee
345,Schlitten::N,чанагъ,slede
346,Ski::N,лыжаби,ski
347,Lagerfeuer::N,цӏа,kampvuur
348,Last::N,бакӏлъи,last
349,Last::N,бакӏлъи,vracht
350,Gang::N,хьвади,wandeling
351,Gang::N,хьвада-чӏвади,wandeling
352,Schritt::N,гали,stap
353,Schritt::N,гали,schrede
354,Norden::N,шимал,noorden
355,Süden::N,юг,zuiden
356,Süden::N,къибла,zuiden
357,Westen::N,гъарб,westen
358,Westen::N,магъриб,westen
359,Osten::N,шаркъ,oosten
360,Osten::N,машрикъ,oosten
361,Holz::N,цӏул,hout
362,Brett::N,хъарщи,plank
363,Platte::N,къоно,plaat
364,Stange::N,гӏер,stang
365,Stock::N,тӏил,stok
366,Stab::N,гӏер,staf
367,Rohr::N,турба,pijp
368,Haus::N,ригь,huis
369,Haus::N,рукъзал,huis
370,Heim::N,рукъ,tehuis
371,Ofen::N,печь,kachel
372,Fußboden::N,чӏабар,vloer
373,Tisch::N,стол,tafel
374,Stuhl::N,бакӏу,stoel
375,Wiege::N,кини,wieg
376,Bett::N,кровать,bed
377,Regal::N,хъарщи,rek
378,Kiste::N,ящик,kist
379,Kiste::N,тӏалагъуд,kist
380,Fenster::N,гордо,raam
381,Fenster::N,гордо,venster
382,Tür::N,нуцӏа,deur
383,Tor::N,каву,poort
384,Zaun::N,раци,omheining
385,Dach::N,тӏох,dak
386,Leiter::N,мали,ladder
387,Besen::N,жул,bezem
388,Spaten::N,бел,schop
389,Schaufel::N,раххан,schep
390,Gabel::N,гӏучӏ,vork
391,Löffel::N,гъуд,lepel
392,Messer::N,нус,mes
393,Nagel::N,магӏ,spijker
394,Netz::N,гьин,net
395,Haken::N,гъанцӏа,haak
396,Griff::N,гӏоркь,handvat
397,Schloss::N,кӏулал,slot
398,Bild::N,сурат,beeld
399,Puppe::N,нани,pop
400,Beutel::N,таргьа,zak
401,Beutel::N,таргьа,buidel
402,Bündel::N,къай,pak
403,Bündel::N,къай,bundel
404,Tasche::N,сумка,tas
405,Tasche::N,къвачӏа,tas
406,Eimer::N,ведро,emmer
407,Deckel::N,тӏалъел,deksel
408,Deckel::N,дадитӏалъел,deksel
409,Geschirr::N,цӏарагӏ,vaatwerk
410,Sack::N,хъап,zak
411,Sack::N,къандалъо,zak
412,Tasse::N,чашка,kop
413,Topf::N,хьаг,pan
414,Kessel::N,хьаг,ketel
415,Kessel::N,гереги,ketel
416,Essen::N,тӏагӏам,eten
417,Nahrung::N,квен,voedsel
418,Speise::N,квен,spijs
419,Fleisch::N,гьан,vlees
420,Getreide::N,бугӏа-ролъ,graan
421,Getreide::N,могьолабл_культураби,graan
422,Brei::N,карщ,pap
423,Brei::N,карщ,brij
424,Brot::N,чед,brood
425,Scheibe::N,мочӏу,plak
426,Scheibe::N,мочӏу,snede
427,Fett::N,беэнлъи,vet
428,Butter::N,нах,boter
429,Öl::N,нах,olie
430,Salz::N,цӏам,zout
431,Suppe::N,чурпа,soep
432,Honig::N,гьоцӏо,honing
433,Milch::N,рахь,melk
434,Tee::N,чай,thee
435,Leder::N,тӏом,leer
436,Leder::N,тӏом,leder
437,Wolle::N,квас,wol
438,Stoff::N,ххам,stof
439,Nadel::N,рокӏкӏен,naald
440,Faden::N,кун,draad
441,Knopf::N,маргъал,knoop
442,Knoten::N,гарацӏ,knoop
443,Farbe::N,релъен,verf
444,Kleidung::N,ретӏел,kledij
445,Kleidung::N,ретӏел,kleding
446,Hemd::N,гурде,hemd
447,Kragen::N,габур,kraag
448,Ärmel::N,къвал,mouw
449,Hose::N,тӏажу,broek
450,Hose::N,тӏажу,pantalon
451,Gürtel::N,рачел,riem
452,Gürtel::N,рачел,gordel
453,Mütze::N,тӏагъур,muts
454,Stiefel::N,этек,laars
455,Stiefel::N,чакма,laars
456,Ring::N,баргъич,ring
457,Band::N,лента,lint
458,Kamm::N,гьоркьо,kam
459,Spiegel::N,матӏу,spiegel
460,Riemen::N,рижу,riem
461,Decke::N,одея́ло,deken
462,Kissen::N,къандалъо,kussen
463,Tuch::N,квархьи,doek
464,Handtuch::N,беркӏалрацӏцӏ,handdoek
465,Kraft::N,гуч,kracht
466,Kraft::N,къуват,kracht
467,Stärke::N,хӏалкӏвей,sterkte
468,Gesundheit::N,сахлъи́,gezondheid
469,Krankheit::N,унти,ziekte
470,Krankheit::N,щокълъи,ziekte
471,Schmerz::N,унти,pijn
472,Wunde::N,ругъун,wond
473,Fieber::N,цӏа-кан,koorts
474,Arznei::N,дару,medicament
475,Arznei::N,дару,geneesmiddel
476,Brücke::N,кьо,brug
477,Brunnen::N,гъуй,put
478,Brunnen::N,гъуй,bron
479,Weide::N,рицӏцӏ,wei
480,Weide::N,рицӏцӏ,weide
481,Weide::N,лъичӏирма,wei
482,Weide::N,лъичӏирма,weide
483,Weide::N,гӏурдаллъи,wei
484,Weide::N,гӏурдаллъи,weide
485,Weide::N,ри́цӏигъветӏ,wei
486,Weide::N,ри́цӏигъветӏ,weide
487,Weide::N,рицӏцӏигъветӏ,wei
488,Weide::N,рицӏцӏигъветӏ,weide
489,Pfad::N,сухъмахъ,pad
490,Weg::N,нух,weg
491,Straße::N,нух,baan
492,Straße::N,нух,straat
493,Dorf::N,росу,dorp
494,Stadt::N,шагьар,stad
495,Brief::N,кагъат,brief
496,Brief::N,рисалат,brief
497,Buch::N,тӏехь,boek
498,Buchstabe::N,хӏарп,letter
499,Zeitung::N,газет,krant
500,Zeitung::N,газет,dagblad
501,Leben::N,яшав,leven
502,Tod::N,хвел,dood
503,Grab::N,хоб,graf
504,Kirche::N,килиса,kerk
505,Sünde::N,хӏакъ,zonde
506,Sünde::N,мунагь,zonde
507,Gott::N,бичас,god
508,Gott::N,аллагь,god
509,Arbeiter::N,хӏалтӏухъан,arbeider
510,Chef::N,хӏаким,chef
511,Chef::N,начальник,chef
512,Meister::N,устар,meester
513,Meister::N,мастер,meester
514,Meister::N,махщалилав,meester
515,Arzt::N,жайрахӏ,arts
516,Arzt::N,жайрахӏ,dokter
517,Lehrer::N,мугӏалим,leraar
518,Lehrer::N,мугӏалим,onderwijzer
519,Geld::N,гӏарац,geld
520,Laden::N,тукен,winkel
521,Preis::N,багьа,prijs
522,Ware::N,къайи,waar
523,Nutzen::N,мунпагӏат,nut
524,Nutzen::N,мунпагӏат,voordeel
525,Reichtum::N,бечелъи,rijkdom
526,Welt::N,дуниял,wereld
527,Land::N,улка,land
528,Land::N,икълим,land
529,Staat::N,пачалихъ,staat
530,König::N,пача,koning
531,König::N,малик,koning
532,König::N,къирал,koning
533,König::N,падишагь,koning
534,Macht::N,кверщел,macht
535,Grenze::N,гӏорхъи,grens
536,Krieg::N,рагъ,oorlog
537,Feind::N,тушман,vijand
538,Gewalt::N,зулму,geweld
539,Kampf::N,къеркьей,strijd
540,Kampf::N,къеркьей,gevecht
541,Bogen[Waffe]::N,газаргъо,boog
542,Pfeil::N,чӏор,pijl
543,Gewehr::N,туманкӏ,geweer
544,Fehler::N,гъалатӏ,fout
545,Lüge::N,гьереси,leugen
546,Schaden::N,зиян,schade
547,Schaden::N,зарал,schade
548,Unglück::N,балагь,tegenspoed
549,Schuld::N,гӏайиб,schuld
550,Alter::N,гӏумру,leeftijd
551,Schluss::N,ахир,slot
552,Zeit::N,заман,tijd
553,Tag::N,къо,dag
554,Morgen::N,радалмех,morgen
555,Morgen::N,радалмех,ochtend
556,Mittag::N,къадемех,middag
557,Abend::N,релъедамех,avond
558,Nacht::N,сордо,nacht
559,Woche::N,анкь,week
560,Monat::N,моцӏ,maand
561,Jahr::N,сон,jaar
562,Jahr::N,лъагӏел,jaar
563,Frühling::N,их,lente
564,Frühling::N,их,voorjaar
565,Sommer::N,рии,zomer
566,Herbst::N,хасалихълъи,herfst
567,Winter::N,кьин,winter
568,Januar::N,январь,januari
569,Februar::N,февра́ль,februari
570,März::N,март,maart
571,April::N,апрель,april
572,Mai::N,май,mei
573,Juni::N,июнь,juni
574,Juli::N,июль,juli
575,August::N,август,augustus
576,September::N,сентябрь,september
577,Oktober::N,октябрь,oktober
578,November::N,ноябрь,november
579,Dezember::N,декабрь,december
580,Montag::N,итни,maandag
581,Dienstag::N,талат,dinsdag
582,Mittwoch::N,арбагӏ,woensdag
583,Donnerstag::N,хамиз,donderdag
584,Freitag::N,рузман,vrijdag
585,Samstag::N,щамат,zaterdag
586,Sonntag::N,гьатӏан,zondag
587,groß::A,кӏудияб,groot
588,klein::A,гьитӏинаб,klein
589,lang::A,халатаб,lang
590,kurz::A,къокъаб,kort
591,breit::A,гӏебаб,breed
592,schmal::A,къваридаб,smal
593,dicht::A,ризаб,dicht
594,dick[Gegenstand]::A,бицатаб,dik
595,dünn::A,тӏеренаб,dun
596,fein::A,тӏеренаб,fijn
597,fest::A,къвакӏараб,vast
598,flach::A,чӏепараб,plat
599,glatt::A,цӏвакараб,glad
600,hart::A,кьварараб,hard
601,weich::A,тамахаб,week
602,rund::A,гургинаб,rond
603,spitz::A,бегӏераб,spits
604,spitz::A,бегӏераб,puntig
605,scharf::A,рекӏараб,scherp
606,stumpf::A,тӏехӏараб,stomp
607,stumpf::A,рекӏинчӏеб,stomp
608,schwer::A,бакӏаб,zwaar
609,schön::A,берцинаб,mooi
610,schön::A,берцинаб,fraai
611,heiß::A,лагьараб,heet
612,warm::A,хинаб,warm
613,kalt::A,квачараб,koud
614,kühl::A,квачараб,koel
615,frisch::A,цӏияб,fris
616,feucht::A,рагьараб,vochtig
617,nass::A,би́ччараб,nat
618,trocken::A,бакъвараб,droog
619,leer::A,чӏобогояб,leeg
620,offen::A,рагьараб,open
621,geschlossen::A,рахараб-къараб,gesloten
622,sauber::A,бацӏцӏадаб,net
623,sauber::A,бацӏцӏадаб,schoon
624,schmutzig::A,гъизараб,vuil
625,roh::A,хамаб,rauw
626,roh::A,гӏатӏгояб,rauw
627,reif::A,барщараб,rijp
628,lecker::A,тӏагӏамаб,lekker
629,süß::A,гьуинаб,zoet
630,bitter::A,кьогӏаб,bitter
631,sauer::A,цӏекӏаб,zuur
632,hell::A,канаб,licht
633,hell::A,канаб,helder
634,dunkel::A,бецӏаб,donker
635,schwarz::A,чӏегӏераб,zwart
636,weiß::A,хъахӏаб,wit
637,rot::A,багӏараб,rood
638,gelb::A,гӏобилаб,geel
639,gelb::A,тӏогьилаб,geel
640,blau::A,хъахӏилаб,blauw
641,grün::A,гӏурччинаб,groen
642,grau::A,накӏкӏуяб,grijs
643,bunt::A,къвекӏаб,bont
644,bunt::A,чара-гъараб,bont
645,billig::A,учузаб,goedkoop
646,teuer::A,хири́яб,duur
647,wertvoll::A,къиматаб,kostbaar
648,wertvoll::A,къиматаб,waardevol
649,blind::A,беццаб,blind
650,taub::A,гъугъаб,doof
651,kräftig::A,гучаб,krachtig
652,stark::A,къуватаб,sterk
653,schwach::A,гӏажизаб,zwak
654,fett::A,кьарияб,vet
655,schlank::A,чергесаб,slank
656,hübsch::A,гьайбатаб,leuk
657,böse::A,ракӏквешаб,kwaad
658,dumm::A,гьагаб,dom
659,dumm::A,гӏантаб,dom
660,faul::A,кӏохӏалаб,lui
661,faul::A,кӏухӏа́лаб,lui
662,fleißig::A,хӏаракатаб,vlijtig
663,geizig::A,къарумаб,gierig
664,klug::A,лумияб,slim
665,klug::A,лумияб,schrander
666,klug::A,лумияб,verstandig
667,geschickt::A,махщел бугев,handig
668,geschickt::A,махщел бугев,vaardig
669,lieb::A,гӏазизаб,lief
670,lustig::A,кепаб,vrolijk
671,sanft::A,хӏалимаб,zacht
672,sanft::A,хӏере́наб,zacht
673,hungrig::A,бакъараб,hongerig
674,krank::A,щокъаб,ziek
675,krank::A,унтараб,ziek
676,nackt::A,гӏицӏаб,naakt
677,nackt::A,чӏанкӏараб,naakt
678,traurig::A,пашманаб,treurig
679,traurig::A,пашманаб,bedroefd
680,lebendig::A,чӏагояб,levend
681,gut::A,лъикӏаб,goed
682,schlecht::A,къадараб,slecht
683,richtig::A,битӏараб,juist
684,schlimm::A,нажасаб,erg
685,schlimm::A,нажасаб,kwaad
686,schlimm::A,къабихӏаб,erg
687,schlimm::A,къабихӏаб,kwaad
688,wahr::A,хӏакъаб,waar
689,wahr::A,битӏараб,waar
690,alt::A,басрияб,oud
691,neu::A,цӏияб,nieuw
692,ehemalig::A,цебе́госеб,voormalig
693,alt[Lebewesen]::A,хераб,oud
694,jung::A,тӏинчӏаб,jong
695,jung::A,гӏолохъанаб,jong
696,arm::A,пакъираб,arm
697,reich::A,бечедаб,rijk
698,bekannt::A,лъалеб,bekend
699,berühmt::A,машгьураб,beroemd
700,fremd::A,чияр,vreemd
701,verschieden::A,батӏи-батӏияб,verscheiden
702,verschieden::A,батӏи-батӏияб,verschillend
703,nah::A,гӏагарда бугеб,nabij
704,nah::A,гӏагарда бугеб,nabijgelegen
705,fern::A,рикӏкӏадаб,ver
706,linker::A,квегӏаб,linker
707,rechter::A,кваранаб,rechter
708,anderer::A,батӏияб,andere
709,erster::A,тӏоцебесеб,eerste
710,zweiter::A,кӏиабилеб,tweede
711,dritter::A,лъабабилеб,derde
712,letzter::A,ахирисеб,laatste
713,allein::ADV,ялгъузго,alleen
714,auf einmal::ADV,цихӏинтӏаго,ineens
715,auf einmal::ADV,цихӏинтӏаго,tegelijk
716,zusammen::ADV,цойида,samen
717,zusammen::ADV,цойида,bijeen
718,plötzlich::ADV,цойидасанго,eensklaps
719,plötzlich::ADV,цойидасанго,plotsklaps
720,sofort::ADV,гьебсагӏат,terstond
721,sofort::ADV,гьебсагӏат,aanstonds
722,sofort::ADV,гьебсагӏат,onmiddelijk
723,jetzt::ADV,гьанже,nu
724,jetzt::ADV,гьанже,nou
725,jetzt::ADV,гьанже,thans
726,heute::ADV,жакъа,heden
727,heute::ADV,жакъа,vandaag
728,morgen::ADV,метер,morgen
729,bald::ADV,гьабсагӏаталъ,gauw
730,bald::ADV,гьабсагӏаталъ,weldra
731,dann::ADV,цинги,dan
732,dann::ADV,цинги,toen
733,gestern::ADV,сон,gisteren
734,einst::ADV,цин,eens
735,damals::ADV,гьебмехалъ,toen
736,damals::ADV,гьебмехалъ,destijds
737,damals::ADV,гьебмехалда,toen
738,damals::ADV,гьебмехалда,destijds
739,danach::ADV,цинги,daarna
740,danach::ADV,хадуса,daarna
741,vorher::ADV,цебе,vooraf
742,vorher::ADV,цебе,van tevoren
743,zuerst::ADV,тӏоцебе,eerst
744,zuerst::ADV,тӏоцебе,het eerst
745,einmal::ADV,цинцӏул,eens
746,einmal::ADV,цинцӏул,eenmaal
747,einmal::ADV,цихӏин,eens
748,einmal::ADV,цихӏин,eenmaal
749,einmal::ADV,цоцӏул,eens
750,einmal::ADV,цоцӏул,eenmaal
751,manchmal::ADV,олоцӏул,soms
752,oft::ADV,гӏемерго,vaak
753,oft::ADV,гӏемерго,dikwijls
754,immer::ADV,кидаго,altijd
755,niemals::ADV,киданиги,nooit
756,hier::ADV,аниб,hier
757,hierhin::ADV,анибехун,hierheen
758,von hier::ADV,гьаниса,van hier
759,von hier::ADV,гьаниса,hiervandaan
760,dort::ADV,гьениб,daar
761,dort::ADV,гьениб,ginds
762,dorthin::ADV,гьадаба,daarheen
763,geradeaus::ADV,битӏутӏа,rechtuit
