,Concept_ID,sl,eu
158,Kiefer[Baum]::N,bòr,ler
159,Weide[Baum]::N,vŕba,zume
160,Weide[Baum]::N,vŕba,sahats
161,Tanne::N,hója,izei
162,Horn::N,róg,adar
163,Feder::N,peró,luma
164,Feder::N,peró,hegaki
165,Fell::N,kŕzno,ile
166,Fell::N,kŕzno,larru
167,Flügel::N,krílo,hego
168,Klaue::N,párkelj,atzapar
169,Kralle::N,krémpelj,erpe
170,Kralle::N,krémpelj,atzapar
171,Schwanz::N,rèp,isats
172,Schwanz::N,rèp,buztan
173,Ei::N,jájce,arrautza
174,Nest::N,gnézdo,habia
175,Bau::N,brlòg,ohantze
176,Tier::N,živál,abere
177,Tier::N,živál,piztia
178,Herde::N,čréda,saldo
179,Herde::N,čréda,abere talde
180,Kuh::N,kráva,behi
181,Bulle::N,bìk,zezen
182,Pferd::N,kònj,zaldi
183,Schaf::N,ôvca,ardi
184,Schwein::N,svínja,urde
185,Schwein::N,svínja,txerri
186,Hund::N,pès,txakur
187,Katze::N,máčka,katu
188,Bär::N,mêdved,hartz
189,Eichhörnchen::N,véverica,urtxintxa
190,Elch::N,lós,altze
191,Fuchs::N,lisíca,azeri
192,Hase::N,zájec,erbi
193,Maus::N,mìš,sagu
194,Wolf::N,vólk,otso
195,Vogel::N,ptìč,txori
196,Vogel::N,ptìč,hegazti
197,Vogel::N,ptíca,txori
198,Vogel::N,ptíca,hegazti
199,Schwarm::N,játa,aldra
200,Huhn::N,kokóš,oilo
201,Hahn::N,petêlin,oilar
202,Gans::N,gós,antzara
203,Adler::N,ôrel,arrano
204,Ente::N,ráca,ahate
205,Eule::N,sôva,hontza
206,Kranich::N,žerjàv,kurrilo
207,Krähe::N,vrána,bele
208,Kuckuck::N,kúkavica,kuku
209,Schwan::N,labód,beltxarga
210,Fisch::N,ríba,arrain
211,Barsch::N,ostríž,perka
212,Hecht::N,ščúka,lutxo
213,Schlange[Tier]::N,káča,suge
214,Wurm::N,čr̀v,har
215,Wurm::N,glísta,har
216,Spinne::N,pájek,armiarma
217,Ameise::N,mrávlja,inurri
218,Laus::N,úš,zorri
219,Mücke::N,komár,eltxo
220,Fliege::N,múha,euli
221,Schmetterling::N,metúlj,pinpirin
222,Schmetterling::N,metúlj,tximeleta
223,Beere::N,jágoda,baia
224,Apfel::N,jábolko,sagar
225,Pilz::N,góba,onddo
226,Pilz::N,góba,perretxiko
227,Zwiebel::N,čebúla,tipula
228,Saat::N,séme,haziak
229,Korn::N,zŕno,ale
230,Korn::N,zŕno,pikor
231,Heu::N,senó,belar ondu
232,Schale::N,lupína,azal
233,Grube::N,jáma,hobi
234,Falle::N,pást,harrapagailu
235,Schlinge::N,zánka,bilur
236,Schlinge::N,zánka,xedera
237,Schlinge::N,pêtlja,bilur
238,Schlinge::N,pêtlja,xedera
239,Spur::N,sléd,lorratz
240,Asche::N,pepél,errauts
241,Dreck::N,bláto,satsukeria
242,Eisen::N,želézo,burdina
243,Gold::N,zlató,urre
244,Gold::N,zlató,urregorri
245,Silber::N,srebró,zilar
246,Silber::N,srebró,urrezuri
247,Kohle::N,ógel,ikatz
248,Glas::N,stêklo,beira
249,Lehm::N,ílo,buztin
250,Sand::N,pések,harea
251,Sand::N,pések,hondar
252,Mensch::N,člôvek,gizaki
253,Mann::N,móž,gizon
254,Mann::N,môški,gizon
255,Frau::N,gospá,andere
256,Frau::N,gospá,emakume
257,Frau::N,žénska,andere
258,Frau::N,žénska,emakume
259,Kind::N,déte,haur
260,Kind::N,otròk,haur
261,Junge::N,fànt,mutil
262,Junge::N,déček,mutil
263,Mädchen::N,deklè,neska
264,Mädchen::N,déklica,neska
265,Familie::N,družína,sendi
266,Familie::N,družína,familia
267,Großvater::N,dèd,aitona
268,Großvater::N,dèd,aitatxi
269,Großvater::N,dédek,aitona
270,Großvater::N,dédek,aitatxi
271,Großmutter::N,bábica,amona
272,Großmutter::N,bábica,amatxi
273,Eltern::N,stárši,gurasoak
274,Vater::N,ôče,aita
275,Mutter::N,máma,ama
276,Sohn::N,sín,seme
277,Tochter::N,hčí,alaba
278,Tochter::N,hčérka,alaba
279,Bruder::N,bràt,neba
280,Bruder::N,bràt,anaia
281,Schwester::N,sêstra,ahizpa
282,Onkel::N,újec,osaba
283,Onkel::N,stríc,osaba
284,Tante::N,têta,izeba
285,Tante::N,strína,izeba
286,Ehemann::N,móž,senar
287,Ehemann::N,sopróg,senar
288,Ehefrau::N,žêna,emazte
289,Ehefrau::N,sopróga,emazte
290,Freude::N,rádost,poz
291,Freude::N,rádost,pozkari
292,Freude::N,vesêlje,poz
293,Freude::N,vesêlje,pozkari
294,Gelächter::N,sméh,barre
295,Gelächter::N,sméh,karkara
296,Gelächter::N,grohòt,barre
297,Gelächter::N,grohòt,karkara
298,Glück::N,sréča,zori
299,Kummer::N,gorjé,xangrin
300,Kummer::N,gorjé,atsekabe
301,Wunsch::N,žêlja,nahi
302,Wunsch::N,žêlja,nahikunde
303,Lust::N,poželênje,gogo
304,Geist::N,dúša,gogo
305,Gedanke::N,mísel,gogoeta
306,Gedächtnis::N,pámet,oroimen
307,Gedächtnis::N,pámet,gogoramen
308,Sinn::N,pomèn,zentzu
309,Sinn::N,smísel,zentzu
310,Grund::N,vzròk,zergati
311,Wahrheit::N,resníca,egia
312,Gespräch::N,pogóvor,hizketa
313,Gespräch::N,pogóvor,elkarrizketa
314,Märchen::N,právljica,ipuin
315,Erzählung::N,povést,edesti
316,Erzählung::N,povést,kontakizun
317,Nachricht::N,sporočílo,albiste
318,Neuigkeit::N,novóst,berri
319,Name::N,imé,izen
320,Rätsel::N,ugánka,asmakizun
321,Rede::N,góvor,hitzaldi
322,Rede::N,góvor,mintzaldi
323,Sprache::N,jêzik,hizkuntza
324,Stimme::N,glás,ahots
325,Wort::N,beséda,hitz
326,Zeichen::N,znák,agerbide
327,Zeichen::N,znák,agergarri
328,Ruf::N,klíc,dei
329,Lärm::N,hrúp,zarata
330,Lärm::N,hrúp,harrabots
331,Lärm::N,trúšč,zarata
332,Lärm::N,trúšč,harrabots
333,Laut::N,glás,hots
334,Ton::N,tón,tonu
335,Ton::N,tón,soinu
336,Lied::N,pésem,abesti
337,Ruhe::N,pokòj,nasaitasun
338,Leute::N,ljudjé,jende
339,Volk::N,národ,herri
340,Volk::N,národ,populu
341,Arbeit::N,délo,lan
342,Gast::N,gòst,arrotz
343,Gast::N,gòst,apopilo
344,Geschenk::N,darílo,opari
345,Spiel::N,ígra,jolas
346,Gesellschaft::N,drúžba,gizarte
347,Hilfe::N,pomóč,helpide
348,Hilfe::N,pomóč,laguntza
349,Freund::N,prijátelj,lagun
350,Kamerad::N,továriš,adiskide
351,Kamerad::N,továriš,lagunkide
352,Angelegenheit::N,zadéva,afera
353,Anzahl::N,števílo,kopuru
354,Art::N,vŕsta,mota
355,Stück::N,kós,puska
356,Teil::N,dél,atal
357,Hälfte::N,polovíca,erdi
358,Kreis::N,króg,biribilki
359,Kreis::N,kolobár,biribilki
360,Kreuz::N,kríž,gurutze
361,Linie::N,próga,linea
362,Strich::N,čŕta,marra
363,Abstand::N,preslédek,tarte
364,Entfernung::N,oddáljenost,urrunera
365,Gegend::N,kràj,alderdi
366,Gegend::N,kràj,eskualde
367,Gegend::N,dežêla,alderdi
368,Gegend::N,dežêla,eskualde
369,Platz::N,prôstor,leku
370,Ort::N,mésto,toki
371,Seite::N,bòk,albo
372,Seite::N,strán,albo
373,Mitte::N,sredína,erdi
374,Gegenstand::N,prédmet,gauzaki
375,Sache::N,réč,gauza
376,Sache::N,stvár,gauza
377,Rand::N,kràj,ertz
378,Kante::N,rób,ertz
379,Ecke::N,vogál,kantoi
380,Spitze::N,óst,punta
381,Ende::N,kônec,buru
382,Ende::N,kônec,mutur
383,Loch::N,lúknja,zulo
384,Winkel::N,kót,zoko
385,Winkel::N,kót,bazter
386,Muster::N,vzórec,eredu
387,Muster::N,vzórec,marrazki
388,Größe::N,veličína,kaizu
389,Größe::N,veličína,tamaina
390,Länge::N,dolžína,luzera
391,Höhe::N,vršína,goiera
392,Höhe::N,vršína,garaiera
393,Gewicht::N,téža,hazta
394,Menge::N,količína,kopuru
395,Haufen::N,kùp,pila
396,Haufen::N,kùp,mendoi
397,Haufen::N,kopíca,pila
398,Haufen::N,kopíca,mendoi
399,Reihe::N,níz,ilara
400,Reihe::N,níz,errenkada
401,Reihe::N,vŕsta,ilara
402,Reihe::N,vŕsta,errenkada
403,Boot::N,čóln,potin
404,Boot::N,čóln,txalupa
405,Ruder::N,vêslo,arraun
406,Schlitten::N,saní,lera
407,Schlitten::N,saní,narra
408,Ski::N,smučí,eski
409,Lagerfeuer::N,táborni ôgenj,su
410,Last::N,tôvor,zama
411,Last::N,tôvor,karga
412,Gang::N,hòd,ibilera
413,Schritt::N,korák,pauso
414,Schritt::N,korák,urrats
415,Norden::N,séver,ipar
416,Norden::N,séver,iparralde
417,Süden::N,júg,hego
418,Süden::N,júg,hegoalde
419,Westen::N,zapàd,sartalde
420,Westen::N,zapàd,mendebalde
421,Osten::N,vzhòd,ekialde
422,Osten::N,vzhòd,sortalde
423,Holz::N,lés,zur
424,Brett::N,deskà,ohol
425,Platte::N,plôča,lauza
426,Stütze::N,opóra,irozgarri
427,Stütze::N,opóra,bermagailu
428,Stütze::N,zaslómba,irozgarri
429,Stütze::N,zaslómba,bermagailu
430,Stange::N,gréd,haga
431,Stock::N,pálica,makila
432,Stab::N,pálica,makila
433,Rohr::N,cév,hodi
434,Haus::N,híša,etxe
435,Heim::N,dóm,etxe
436,Heim::N,dóm,etxaleku
437,Ofen::N,péč,berogailu
438,Fußboden::N,pòd,zoru
439,Tisch::N,míza,mahai
440,Stuhl::N,stòl,aulki
441,Wiege::N,zíbel,kuma
442,Wiege::N,zíbel,sehaska
443,Bett::N,póstelja,ohe
444,Bett::N,póstelja,ohatze
445,Regal::N,políca,apalategi
446,Kiste::N,zabòj,kutxa
447,Fenster::N,ôkno,leiho
448,Tür::N,vráta,ate
449,Tor::N,velíka vráta,atari
450,Zaun::N,ográja,hesi
451,Dach::N,stréha,teilatu
452,Leiter::N,léstev,zurubi
453,Besen::N,mêtla,erratz
454,Spaten::N,lopáta,burdinpala
455,Schaufel::N,lopáta,pala
456,Gabel::N,vílice,sardexka
457,Löffel::N,žlíca,koilara
458,Messer::N,nòž,aizto
459,Nagel::N,žebèlj,iltze
460,Netz::N,mréža,sare
461,Haken::N,kljúka,mako
462,Griff::N,ročáj,eskutoki
463,Griff::N,oprijèm,eskutoki
464,Schloss::N,ključávnica,sarraila
465,Bild::N,slíka,irudi
466,Figur::N,figúra,figura
467,Figur::N,postáva,figura
468,Puppe::N,lútka,panpina
469,Puppe::N,lútka,andrakila
470,Beutel::N,môšnja,zorro
471,Bündel::N,cúla,azao
472,Bündel::N,cúla,espal
473,Bündel::N,svéženj,azao
474,Bündel::N,svéženj,espal
475,Tasche::N,tórba,poltsa
476,Tasche::N,tobôlec,poltsa
477,Eimer::N,vêdro,treska
478,Deckel::N,pokròv,tapa
479,Deckel::N,pokròv,estalki
480,Deckel::N,poklópec,tapa
481,Deckel::N,poklópec,estalki
482,Geschirr::N,posóda,baxera
483,Geschirr::N,posóda,ontziteria
484,Sack::N,vréča,zaku
485,Tasse::N,skodélica,kikara
486,Topf::N,lônec,ontzi
487,Topf::N,lônec,lapiko
488,Kessel::N,kôtel,pazia
489,Essen::N,hrána,janaldi
490,Nahrung::N,živílo,jan
491,Speise::N,jéd,jaki
492,Fleisch::N,mesó,okela
493,Fleisch::N,mesó,haragi
494,Getreide::N,žíto,labore
495,Brei::N,káša,ahi
496,Brei::N,káša,pure
497,Brot::N,krùh,ogi
498,Scheibe::N,réženj,xerra
499,Scheibe::N,réženj,pirripita
500,Fett::N,mást,urin
501,Fett::N,mást,koipe
502,Fett::N,maščôba,urin
503,Fett::N,maščôba,koipe
504,Butter::N,máslo,gurin
505,Öl::N,ólje,olio
506,Salz::N,sól,gatz
507,Suppe::N,júha,zopa
508,Suppe::N,júha,salda
509,Honig::N,méd,ezti
510,Milch::N,mléko,esne
511,Tee::N,čáj,te
512,Leder::N,úsnje,larru
513,Wolle::N,vólna,artile
514,Stoff::N,blagó,ehun
515,Nadel::N,ígla,orratz
516,Nadel::N,ígla,jostorratz
517,Faden::N,nít,hari
518,Knopf::N,gúmb,botoi
519,Knoten::N,vôzel,korapilo
520,Farbe::N,bárva,pintura
521,Kleidung::N,obléka,arropa
522,Kleidung::N,obléka,jantziak
523,Hemd::N,srájca,atorra
524,Hemd::N,srájca,alkandora
525,Kragen::N,ovrátnik,idun
526,Ärmel::N,rokáv,mahuka
527,Hose::N,hláče,prakak
528,Hose::N,hláče,galtzak
529,Gürtel::N,pás,gerriko
530,Mütze::N,kápa,txano
531,Mütze::N,kápa,txapel
532,Mütze::N,čépica,txano
533,Mütze::N,čépica,txapel
534,Schuh::N,čévelj,oski
535,Schuh::N,čévelj,oinetako
536,Stiefel::N,škórenj,bota
537,Ring::N,pŕstan,uztai
538,Band::N,trák,zinta
539,Band::N,trák,xingola
540,Kamm::N,glavník,orrazi
541,Spiegel::N,zrcálo,mirail
542,Spiegel::N,ogledálo,mirail
543,Riemen::N,jêrmen,uhal
544,Schnur::N,vŕvca,lokailu
545,Leine::N,konôpec,lotura
546,Decke::N,odéja,burusi
547,Kissen::N,blazína,kuxin
548,Tuch::N,pŕt,zapi
549,Tuch::N,pŕt,oihal
550,Tuch::N,rúta,zapi
551,Tuch::N,rúta,oihal
552,Handtuch::N,brisáča,eskuzapi
553,Handtuch::N,brisáča,eskuoihal
554,Kraft::N,síla,indar
555,Stärke::N,jákost,indar
556,Gesundheit::N,zdrávje,osasun
557,Krankheit::N,bolézen,eritasun
558,Krankheit::N,bolézen,gaixotasun
559,Schmerz::N,ból,min
560,Schmerz::N,bolečína,min
561,Wunde::N,rána,zauri
562,Fieber::N,vročína,sukar
563,Arznei::N,lék,osagai
564,Arznei::N,lék,sendagai
565,Arznei::N,zdravílo,osagai
566,Arznei::N,zdravílo,sendagai
567,Brücke::N,móst,zubi
568,Brunnen::N,vodnják,putzu
569,Weide::N,páša,alha
570,Weide::N,páša,bazkaleku
571,Pfad::N,stezà,zidor
572,Pfad::N,stezà,bidexka
573,Weg::N,pót,bide
574,Straße::N,césta,errepide
575,Dorf::N,vás,herri
576,Stadt::N,mésto,hiri
577,Brief::N,písmo,gutun
578,Brief::N,písmo,eskutitz
579,Buch::N,knjíga,liburu
580,Buchstabe::N,čŕka,hizki
581,Zeitung::N,čásnik,egunkari
582,Leben::N,življênje,bizi
583,Leben::N,življênje,bizitza
584,Tod::N,smŕt,herio
585,Tod::N,smŕt,heriotza
586,Grab::N,gròb,hobi
587,Grab::N,gròb,hilobi
588,Kirche::N,cérkev,eliza
589,Sünde::N,gréh,hoben
590,Sünde::N,gréh,bekatu
591,Gott::N,bóg,jainko
592,Arbeiter::N,délavec,langile
593,Arbeiter::N,délavec,behargin
594,Chef::N,šéf,nagusi
595,Meister::N,mójster,maisu
596,Arzt::N,zdravník,osagile
597,Arzt::N,zdravník,sendagile
598,Lehrer::N,učítelj,irakasle
599,Geld::N,denár,diru
600,Geschäft::N,kupčíja,negozio
601,Laden::N,trgovína,denda
602,Laden::N,trgovína,saltegi
603,Preis::N,céna,prezio
604,Preis::N,céna,salneurri
605,Ware::N,róba,salgai
606,Nutzen::N,príd,onura
607,Nutzen::N,príd,probetxu
608,Reichtum::N,bogástvo,aberastasun
609,Welt::N,svét,ludi
610,Welt::N,svét,mundu
611,Land::N,dežêla,herrialde
612,Staat::N,držáva,estatu
613,König::N,králj,errege
614,Macht::N,oblást,botere
615,Grenze::N,mêja,muga
616,Krieg::N,vôjna,guda
617,Feind::N,sovrážnik,etsai
618,Feind::N,sovrážnik,arerio
619,Gewalt::N,nasílje,bortxa
620,Gewalt::N,nasílje,bortizkeria
621,Kampf::N,bòj,gudu
622,Kampf::N,bòj,auska
623,Kampf::N,bórba,gudu
624,Kampf::N,bórba,auska
625,Bogen[Waffe]::N,lók,arku
626,Pfeil::N,puščíca,gezi
627,Gewehr::N,púška,fusil
628,Fehler::N,zmóta,huts
629,Fehler::N,zmóta,hutsegin
630,Lüge::N,láž,gezur
631,Schaden::N,okvára,kalte
632,Unglück::N,nesréča,zoritxar
633,Unglück::N,nesréča,zorigaitz
634,Schuld::N,krívda,erru
635,Alter::N,dôba,adin
636,Schluss::N,kônec,bukaera
637,Zeit::N,čàs,aldi
638,Zeit::N,čàs,denbora
639,Tag::N,dán,egun
640,Morgen::N,jútro,goiz
641,Mittag::N,póldan,eguerdi
642,Abend::N,večér,arrats
643,Nacht::N,nóč,gau
644,Woche::N,téden,aste
645,Monat::N,mésec,hil
646,Jahr::N,léto,urte
647,Frühling::N,pomlád,udalehen
648,Sommer::N,polétje,uda
649,Herbst::N,jesén,udazken
650,Herbst::N,jesén,neguantz
651,Winter::N,zíma,negu
652,Januar::N,jánuar,urtarril
653,Februar::N,fébruar,otsail
654,März::N,márec,martxo
655,April::N,apríl,apiril
656,Mai::N,máj,maiatz
657,Juni::N,júnij,ekain
658,Juli::N,júlij,uztail
659,August::N,avgúst,abuztu
660,September::N,septêmber,irail
661,Oktober::N,október,urri
662,November::N,novêmber,azaro
663,Dezember::N,decémber,abendu
664,Montag::N,ponedéljek,astelehen
665,Dienstag::N,tôrek,astearte
666,Mittwoch::N,sréda,asteazken
667,Donnerstag::N,četŕtek,ostegun
668,Freitag::N,pétek,ostiral
669,Samstag::N,sobóta,larunbat
670,Sonntag::N,nedélja,igande
671,groß::A,vêlik,handi
672,klein::A,májhen,txiki
673,lang::A,dólg,luze
674,kurz::A,krátek,labur
675,breit::A,širòk,zabal
676,schmal::A,ózek,mehar
677,dicht::A,góst,sarri
678,dicht::A,góst,trinko
679,dick[Gegenstand]::A,dêbel,lodi
680,dünn::A,tánek,mehe
681,fein::A,drôben,fin
682,fest::A,tŕden,tinko
683,flach::A,plán,lau
684,flach::A,plán,ordoki
685,flach::A,plòsk,lau
686,flach::A,plòsk,ordoki
687,glatt::A,gládek,leun
688,hart::A,tŕd,gogor
689,weich::A,mehák,bigun
690,weich::A,mehák,beratz
691,rund::A,okrógel,biribil
692,spitz::A,šílast,puntadun
693,scharf::A,óster,zorrotz
694,stumpf::A,tóp,kamuts
695,stumpf::A,skŕhan,kamuts
696,schwer::A,têžek,astun
697,schwer::A,têžek,pisutsu
698,schön::A,lép,eder
699,schön::A,krásen,eder
700,heiß::A,vròč,bero
701,heiß::A,vròč,oso bero
702,warm::A,tôpel,bero
703,kalt::A,mŕzel,hotz
704,kalt::A,hláden,hotz
705,kühl::A,hláden,hotzil
706,frisch::A,svéž,fresko
707,frisch::A,svéž,hozkirri
708,feucht::A,vlážen,heze
709,nass::A,móker,busti
710,trocken::A,súh,siku
711,trocken::A,súh,lehor
712,voll::A,póln,bete
713,leer::A,prázen,huts
714,offen::A,odpŕt,ireki
715,geschlossen::A,zapŕt,itxita
716,sauber::A,číst,xahu
717,sauber::A,číst,garbi
718,sauber::A,líčen,xahu
719,sauber::A,líčen,garbi
720,schmutzig::A,umázan,lohi
721,schmutzig::A,umázan,zikin
722,roh::A,suròv,gordin
723,reif::A,zrèl,umo
724,reif::A,zrèl,heldu
725,lecker::A,okúsen,goxo
726,süß::A,sládek,goxo
727,bitter::A,grenák,karmin
728,bitter::A,grenák,garratz
729,sauer::A,kísel,mingots
730,hell::A,svetèl,argi
731,dunkel::A,temèn,ilun
732,schwarz::A,čŕn,beltz
733,weiß::A,bél,zuri
734,rot::A,rdèč,gorri
735,gelb::A,žólt,hori
736,gelb::A,rumèn,hori
737,blau::A,móder,urdin
738,grün::A,zelèn,berde
739,grün::A,zelèn,musker
740,grau::A,sív,urdin
741,grau::A,sív,urdinabar
742,bunt::A,písan,koloretsu
743,billig::A,pocéni,merke
744,teuer::A,drág,garesti
745,wertvoll::A,dragocén,baliotsu
746,blind::A,slép,itsu
747,taub::A,glúh,gor
748,kräftig::A,močán,kementsu
749,stark::A,ják,bizkor
750,stark::A,ják,indartsu
751,schwach::A,šíbek,ahul
752,schwach::A,šíbek,indargabe
753,fett::A,dêbel,gizen
754,schlank::A,vítek,lerden
755,hübsch::A,lép,polit
756,böse::A,zèl,tzar
757,böse::A,zèl,gaizto
758,böse::A,hudôben,tzar
759,böse::A,hudôben,gaizto
760,dumm::A,glúp,lelo
761,dumm::A,glúp,pello
762,dumm::A,bédast,lelo
763,dumm::A,bédast,pello
764,faul::A,lén,nagi
765,faul::A,lén,alfer
766,fleißig::A,marljív,maratz
767,fleißig::A,marljív,lanzale
768,geizig::A,škŕt,zeken
769,geizig::A,škŕt,zikoitz
770,klug::A,pámeten,zuhur
771,geschickt::A,spréten,trebe
772,geschickt::A,spréten,antzetsu
773,lieb::A,míl,maite
774,lieb::A,míl,laztan
775,lieb::A,ljúb,maite
776,lieb::A,ljúb,laztan
777,lustig::A,vesél,alaitsu
778,sanft::A,láhek,eme
779,sanft::A,láhek,ezti
780,hungrig::A,láčen,gose
781,krank::A,bolán,eri
782,krank::A,bolán,gaixo
783,nackt::A,nág,biluzi
784,traurig::A,túžen,itun
785,traurig::A,túžen,betilun
786,lebendig::A,žív,bizirik
787,gut::A,dóber,on
788,schlecht::A,malopríden,txar
789,richtig::A,pravílen,zuzen
790,schlimm::A,húd,larri
791,wahr::A,resníčen,egiazko
792,alt::A,stàr,zahar
793,neu::A,nòv,berri
794,ehemalig::A,nekdánji,lehengo
795,alt[Lebewesen]::A,stàr,adindun
796,jung::A,mlád,gazte
797,arm::A,ubóg,txiro
798,arm::A,ubóg,behartsu
799,arm::A,réven,txiro
800,arm::A,réven,behartsu
801,reich::A,bogàt,dirudun
802,bekannt::A,znán,ezagun
803,berühmt::A,sláven,entzun
804,berühmt::A,sláven,ospetsu
805,berühmt::A,znamenít,entzun
806,berühmt::A,znamenít,ospetsu
807,fremd::A,túj,arrotz
808,verschieden::A,razlíčen,ezberdin
809,verschieden::A,razlíčen,desberdin
810,nah::A,blížnji,hurre
811,nah::A,blížnji,hurbil
812,fern::A,dáleč,urrun
813,linker::A,lévi,ezker
814,rechter::A,désni,eskuin
815,anderer::A,drúgi,beste
816,erster::A,pŕvi,lehen
817,erster::A,pŕvi,aurren
818,zweiter::A,drúgi,bigarren
819,dritter::A,trétji,hirugarren
