,Concept_ID,ku,kn
1091,denken::V,fikirîn,ಯೋಚಿಸು
1092,glauben::V,bawer bûn,ನಂಬು
1093,bemerken::V,bala xwe dan,ಗಮನಿಸು
1094,bemerken::V,çac lê ketin,ಗಮನಿಸು
1095,erkennen::V,pêhesîn,ಗುರುತುಹಿಡಿ
1096,begreifen::V,fêmkirin,ಗ್ರಹಿಸು
1097,verstehen::V,fêmkirin,ಅರ್ಥಮಾಡಿಕೊ
1098,lernen::V,halmandin,ಕಲಿ
1099,lernen::V,fêrbun,ಕಲಿ
1100,wissen::V,zanîn,ಅರಿ
1101,sich erinnern an::V,bir bûn,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1102,vergessen::V,ji bir kirin,ಮರೆತುವಿಡು
1103,messen::V,pê kanîn,ಅಳೆ
1104,zählen::V,hejmardin,ಗಣಿಸು
1105,rechnen::V,hesibandin,ಲೆಕ್ಕ ಹಾಕು
1106,lesen::V,xwendin,ಓದು
1107,malen::V,rengandin,ಬಿಡಿಸು
1108,malen::V,boyax kirin,ಬಿಡಿಸು
1109,zeichnen::V,işaret kirin,ಬಿಡಿಸು
1110,schreiben::V,nivîsandin,ಬರೆ
1111,besitzen::V,hebûn,ಒಡೆಯನಾಗಿರು
1112,kaufen::V,kirîn,ಕೊಳ್ಳು
1113,verkaufen::V,firotin,ಕೊಡು
1114,bezahlen::V,pere dan,ಬೆಲೆತೆರು
1115,zahlen::V,pere dan,ಹಣವನ್ನುಕೊಡು
1116,zahlen::V,dayin,ಹಣವನ್ನುಕೊಡು
1117,beherrschen::V,zebt kirin,ಅಧಿಕಾರ ನಡೆಸು
1118,beherrschen::V,hukim kirin,ಅಧಿಕಾರ ನಡೆಸು
1119,ertragen::V,bihêzkirin,ಸಹಿಸು
