,Concept_ID,ku,kn
81,Eis::N,qeşa,ಮಂಜುಗಡ್ಡೆ
82,Frost::N,xûsik,ಮಂಜು
83,Kälte::N,serma,ಹಿಮ
84,Hitze::N,germayî,ಉಷ್ಣ
85,Raureif::N,şext,ಇಬ್ಬನಿ
86,Regenbogen::N,heftreng,ಇಂದ್ರಚಾಪ
87,Donner::N,gire-gir,ಗುಡುಗು
88,Strömung::N,şewl,ಪ್ರವಾಹ
89,Tropfen::N,dilop,ತೊಟ್ಟು
90,Schaum::N,kef,ನೊರೆ
91,Schmutz::N,gemar,ಕಸ
92,See::N,gol,ಸರೋವರ
93,Sumpf::N,hezek,ಜೌಗುಸ್ಥಳ
94,Moor::N,mafêl,ಬಂಜರು ಭೂಮಿ
95,Wiese::N,sûrik,ಹುಲ್ಲುಗಾವಲು
96,Wald::N,çiya,ಕಾಡು
97,Wald::N,daristan,ಕಾಡು
98,Hügel::N,gir,ಗುಡ್ಡೆ
99,Anhöhe::N,sere gir,ದಿಬ್ಬ
100,Berg::N,kaş,ಮಲೆ
101,Berg::N,kaş,ಪರ್ವತ
102,Gipfel::N,sere gir,ಶೃಂಗ
103,Höhle::N,şikeft,ಗುಹೆ
104,Abhang::N,kaş,ಇಳಿಜಾರು
105,Quelle::N,kanî,ಮೂಲ
106,Bach::N,çem,ತೊರೆ
107,Fluss::N,çem,ನದಿ
108,Fluss::N,rûbar,ನದಿ
109,Ufer::N,kevî,ತೀರ
110,Küste::N,berav,ದಂಡೆ
111,Festland::N,bejahî,ಭೂಮಿ
112,Meer::N,behr,ಕಡಲು
113,Bucht::N,derav,ಖಾರಿ
114,Insel::N,girav,ದ್ವೀಪ
115,Blume::N,kulînk,ಸುಮ
116,Gras::N,giha,ಹುಲ್ಲು
117,Wurzel::N,reh,ಬೇರು
118,Baum::N,dar,ಮರ
119,Stamm::N,bavik,ಕಾಂಡ
120,Rinde::N,qaqil,ತೂಗಟಿ
121,Ast::N,gulî,ಶಾಖೆ
122,Zweig::N,şax,ರೆಂಬೆ
123,Blatt::N,pel,ಎಲೆ
124,Birke::N,dara sipî,ಬರ್ಚ್ ಮರ
125,Kiefer[Baum]::N,dara bî,ದೇವದಾರು ಮರ
126,Weide[Baum]::N,dara belalûk,ವಿಲೋಮರ
127,Tanne::N,merx,ಭದ್ರದಾರು
128,Horn::N,strô,ಕೊಂಬು
129,Feder::N,pîrtîk,ಪುಕ್ಕ
130,Fell::N,heyar,ರೋಮ
131,Flügel::N,per,ರೆಕ್ಕೆ
132,Klaue::N,napîk,ಪಂಜ
133,Kralle::N,dinik,ಉಗುರು
134,Kralle::N,dirnax,ಉಗುರು
135,Schwanz::N,dûv,ಬಾಲ
136,Ei::N,hêk,ಮೊಟ್ಟೆ
137,Nest::N,hêlîn,ಗೂಡು
138,Bau::N,avahî,ಅಡಗುದಾಣ
139,Tier::N,heywan,ಪ್ರಾಣಿ
140,Herde::N,hoz,ಗುಂಪು
141,Kuh::N,çêlek,ಹಸು
142,Bulle::N,ga,ಗೂಳಿ
143,Pferd::N,hesp,ಕುದುರೆ
144,Schaf::N,mîh,ಕುರಿ
145,Schwein::N,beraz,ಹಂದಿ
146,Hund::N,seh,ನಾಯಿ
147,Katze::N,pişîk,ಬೆಕ್ಕು
148,Bär::N,hirç,ಕರಡಿ
149,Eichhörnchen::N,pilûr,ಉಡುತೆ
150,Elch::N,pazkovî,ಕಡವೆ
151,Fuchs::N,rovî,ನರಿ
152,Hase::N,kîroşk,ಮೊಲ
153,Maus::N,mişk,ಇಲಿ
154,Wolf::N,gur,ತೋಳ
155,Vogel::N,çûk,ಪಕ್ಷಿ
156,Schwarm::N,lufik,ಗುಂಪು
157,Huhn::N,mirîşk,ಚಿಕ್
158,Hahn::N,dîk,ಹುಂಜ
159,Gans::N,qaz,ವರಟೆ
160,Adler::N,eylo,ಗರುಡ
161,Ente::N,werdek,ಬಾತು
162,Eule::N,bûm,ಗೂಬೆ
163,Eule::N,kund,ಗೂಬೆ
164,Kranich::N,quling,ಕೊಕ್ಕರ
165,Krähe::N,qijik,ಕಾಗೆ
166,Kuckuck::N,pepûk,ಕೋಗಿಲೆ
167,Schwan::N,qû,ಹಂಸಪಕ್ಷಿ
168,Fisch::N,masî,ಮೀನು
169,Barsch::N,okûn,ಪರ್ಚ್ ಮೀನು
170,Hecht::N,mesîyê lûf,ಪೈಕ್ ಮೀನು
171,Schlange[Tier]::N,mar,ಹಾವು
172,Wurm::N,kurm,ಹುಳು
173,Spinne::N,pîrê,ಊರ್ಣನಾಭ
174,Ameise::N,mîro,ಇರುವೆ
175,Ameise::N,gêrîk,ಇರುವೆ
176,Laus::N,spi,ಹೇನು
177,Mücke::N,mêş,ಸೊಳ್ಳೆ
178,Fliege::N,mêş,ನೊಣ
179,Schmetterling::N,perperîk,ಪತಂಗ
180,Beere::N,hirç,ನಯವಣ್ಣು
181,Apfel::N,sêv,ಸೇಬು
182,Pilz::N,bîrov,ಅಣಬೆ
183,Zwiebel::N,pîvaz,ನೀರುಳ್ಳಿ
184,Saat::N,tov,ಬಿತ್ತ
185,Korn::N,dexl,ಬೀಜ
186,Heu::N,sap,ಕರಡ
187,Schale::N,qaşik,ಹೊಟ್ಟು
188,Grube::N,çahl,ಗುಂಡಿ
189,Falle::N,dafik,ಬೋನು
190,Schlinge::N,dahf,ಉರುಲು
191,Spur::N,rêç,ಜಾಡು
192,Asche::N,xweli,ಬೂದಿ
193,Dreck::N,gemarî,ಹೊಲಸು
194,Eisen::N,hesing,ಕಬ್ಬಿಣ
195,Gold::N,zêr,ಚಿನ್ನ
196,Silber::N,zîv,ಬೆಳ್ಳಿ
197,Kohle::N,komir,ಕಲ್ಲಿದ್ದಲು
198,Glas::N,qedeh,ಗಾಜು
199,Lehm::N,kelpîç,ಜೇಡಿಮಣ್ಣು
200,Sand::N,qûm,ಮರಳು
201,Mensch::N,mirov,ಪುರುಷ
202,Mann::N,mêr,ಆಳು
203,Frau::N,jin,ಹೆಣ್ಣು
204,Kind::N,zarok,ಮಗು
205,Junge::N,kur,ಹುಡುಗ
206,Mädchen::N,keç,ಹುಡುಗಿ
207,Mädchen::N,keçik,ಹುಡುಗಿ
208,Familie::N,malbat,ಕುಟುಂಬ
209,Großvater::N,bapîr,ಅಜ್ಜ
210,Großmutter::N,pîrik,ಅಮ್ಮ
211,Eltern::N,bavudê,ಹೆತ್ತವರು
212,Vater::N,bav,ತಂದೆ
213,Mutter::N,dê,ಅಮ್ಮ
214,Mutter::N,dayik,ಅಮ್ಮ
215,Sohn::N,kur,ಮಗ 
216,Tochter::N,keç,ಮಗಳು
217,Bruder::N,bira,ತಮ್ಮ
218,Schwester::N,xweh,ತಂಗಿ
219,Onkel::N,am,ಸೋದರಮಾವ
220,Onkel::N,am,ದೊಡ್ಡಪ್ಪ
221,Onkel::N,xal,ಸೋದರಮಾವ
222,Onkel::N,xal,ದೊಡ್ಡಪ್ಪ
223,Tante::N,metik,ಚಿಕ್ಕಮ್ಮ
224,Tante::N,xaltîk,ಚಿಕ್ಕಮ್ಮ
225,Ehemann::N,mêr,ಗಂಡ
226,Ehefrau::N,kulfet,ಹೆಂಡತಿ
227,Freude::N,kêfxweşî,ನಲಿವು
228,Gelächter::N,pîrqînî,ನಗೆ
229,Glück::N,bext,ಆನಂದ
230,Kummer::N,derd,ದುಃಖ
231,Wunsch::N,daxwaz,ಬಯಕೆ
232,Wunsch::N,xwestek,ಬಯಕೆ
233,Lust::N,şewq,ಇಷ್ಟ
234,Geist::N,aqil,ಆತ್ಮ
235,Gedanke::N,fikir,ಯೋಚನೆ
236,Gedächtnis::N,aqil,ಸ್ಮರಣೆ
237,Verstand::N,fêm,ಮನಸ್ಸು
238,Sinn::N,aqil,ಅರ್ಥ
239,Grund::N,asas,ಕಾರಣ
240,Wahrheit::N,rastî,ಸತ್ಯ
241,Gespräch::N,guftûgo,ಸಂಭಾಷಣೆ
242,Märchen::N,çirok,ಸುಳ್ಳು ಕಥೆ
243,Erzählung::N,çirok,ಕಥೆ
244,Erzählung::N,vegotin,ಕಥೆ
245,Nachricht::N,nûçe,ಸಂದೇಶ
246,Neuigkeit::N,hewal,ಸುದ್ದಿ
247,Name::N,nav,ಹೆಸರು
248,Name::N,paşnav,ಹೆಸರು
249,Rätsel::N,tiştonek,ಒಗಟು
250,Rede::N,gotar,ಮಾತು
251,Rede::N,axavtin,ಮಾತು
252,Sprache::N,ziman,ಭಾಷೆ
253,Stimme::N,pejn,ಧ್ವನಿ
254,Wort::N,gotin,ಮಾತು
255,Zeichen::N,şanek,ಗುರುತು
256,Ruf::N,hawar,ಕೂಗು
257,Lärm::N,xarbalix,ಸದ್ದು
258,Laut::N,deng,ಶಬ್ದ
259,Laut::N,hês,ಶಬ್ದ
260,Ton::N,awaz,ನಾದ
261,Lied::N,sitran,ಗಾನ
262,Ruhe::N,rihetî,ಶಾಂತಿ
263,Leute::N,xelk,ಮಂದಿ
264,Volk::N,xelk,ಜನಾಂಗ
265,Arbeit::N,xebat,ಕೆಲಸ
266,Gast::N,mêvan,ಅತಿಥಿ
267,Geschenk::N,diyarî,ಕಾಣಿಕೆ
268,Spiel::N,lîstik,ಆಟ
269,Gesellschaft::N,komal,ಸಂಗ
270,Hilfe::N,alîkarî,ಸಹಾಯ
271,Freund::N,heval,ಸ್ನೇಹಿತ
272,Kamerad::N,heval,ಜೊತೆಗಾರ
273,Angelegenheit::N,pirsgirêk,ವಿಚಾರ
274,Anzahl::N,çend,ಎಣಿಕೆ
275,Art::N,çeh,ತರ
276,Stück::N,lib,ತುಂಡು
277,Stück::N,parçe,ತುಂಡು
278,Teil::N,parçe,ಭಾಗ
279,Hälfte::N,nîvî,ಅರ್ಧ
280,Kreis::N,çemil,ವೃತ್ತ
281,Kreuz::N,xaç,ಶಿಲುಬೆ
282,Linie::N,xezik,ರೀಖೆ
283,Strich::N,xezik,ಗೀಟು
284,Abstand::N,dûrahî,ಅಂತರ
285,Entfernung::N,dûrahî,ದೂರ
286,Gegend::N,dever,ವಿಸ್ತೀರ್ಣ
287,Platz::N,çih,ಅಂತರ
288,Ort::N,dever,ಸ್ಥಳ
289,Seite::N,rûpel,ಪಕ್ಷ
290,Mitte::N,nav,ನಡು
291,Mitte::N,nabênê,ನಡು
292,Gegenstand::N,tişt,ವಸ್ತು
293,Sache::N,tişt,ವಸ್ತು
294,Rand::N,kevî,ಅಂಚು
295,Kante::N,kevî,ಅಂಚು
296,Ecke::N,qunç,ಮೂಲೆ
297,Spitze::N,derzî,ತುದಿ
298,Ende::N,talî,ಕೊನೆ
299,Loch::N,qul,ತೂತು
300,Winkel::N,kurnîşk,ಕೋನ
301,Muster::N,desen,ನಮೂನೆ
302,Größe::N,mezinî,ಪ್ರಮಾಣ
303,Länge::N,dirêjahî,ಉದ್ದ
304,Höhe::N,bilindayî,ಎತ್ತರ
305,Gewicht::N,giranî,ತೂಕ
306,Menge::N,qas,ಮೊತ್ತ
307,Haufen::N,lod,ರಾಶಿ
308,Reihe::N,rêz,ಸಾಲು
309,Boot::N,kelek,ದೋಣಿ
310,Ruder::N,bêrik,ಹುಟ್ಟು
311,Schlitten::N,xîjik,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
312,Ski::N,lakan,ಜಾರುಪಟ್ಟಿ
313,Lagerfeuer::N,agir,ಶಿಬಿರಾಗ್ನಿ
314,Last::N,bar,ಹೊರೆ
315,Gang::N,fîtêz,ತಿರುಗಾಟ
316,Schritt::N,gav,ಹೆಜ್ಜೆ
317,Norden::N,bakur,ಉತ್ತರ
318,Süden::N,başur,ದಕ್ಷಿಣ
319,Westen::N,rojava,ಪಶ್ಚಿಮ
320,Osten::N,rojhilat,ಮೂಡಲು
321,Holz::N,dep,ಚೌಬೀನೆ
322,Brett::N,dep,ಹಲಗೆ
323,Platte::N,dep,ಹಲಗೆ
324,Stütze::N,destek,ಆಸರೆ
325,Stange::N,sing,ಕಂಬ
326,Stock::N,çam,ಕೋಲು
327,Stab::N,qat,ದೊಣ್ಣೆ
328,Rohr::N,borî,ನಳಿಕೆ
329,Haus::N,mal,ಮನೆ
330,Haus::N,xanî,ಮನೆ
331,Heim::N,mal,ಗೃಹ
332,Ofen::N,sobe,ಒಲೆ
333,Fußboden::N,binpê,ನೆಲ
334,Tisch::N,mase,ಮೇಜು
335,Stuhl::N,kursî,ಕುರ್ಚಿ
336,Wiege::N,derguş,ತೊಟ್ಟಿಲು
337,Bett::N,qerewêle,ಹಾಸಿಗೆ
338,Regal::N,rêbaz,ಬೀರು
339,Kiste::N,sindoq,ಪಟ್ಟಿಗೆ
340,Fenster::N,çam,ಕಿಟಕಿ
341,Fenster::N,şibeke,ಕಿಟಕಿ
342,Tür::N,derî,ಬಾಗಿಲು
343,Tor::N,derge,ಹೆಬ್ಬಾಗಿಲು
344,Zaun::N,hejik,ಬೇಲಿ
345,Dach::N,sere xanî,ಮಾಳಿಗೆ
346,Leiter::N,pêling,ಏಣಿ
347,Besen::N,melkes,ಪೊರಕೆ
348,Spaten::N,mer,ಗುದ್ದಲಿ
349,Schaufel::N,bêr,ಸನಿಕೆ
350,Gabel::N,çetel,ಕವಲು
351,Löffel::N,kevçî,ಚಮಚ
352,Messer::N,kêr,ಚಾಕು
353,Nagel::N,bizmar,ಆಣಿ
354,Netz::N,tor,ಬಲೆ
355,Haken::N,çenqel,ಕೊಂಡಿ
356,Griff::N,destî,ಹಿಡಿ
357,Schloss::N,qonax,ವೀಗ
358,Bild::N,dimen,ಚಿತ್ರ
359,Figur::N,figûr,ಆಕಾರ
360,Puppe::N,bûk,ಗೊಂಬೆ
361,Beutel::N,kîsik,ಸಂಚಿ
362,Bündel::N,pêçek,ಕಟ್ಟು
363,Tasche::N,bêrîk,ಚೀಲ
364,Eimer::N,dewl,ಬಾನೆ
365,Deckel::N,devik,ಮುಚ್ಚಳ
366,Geschirr::N,ferax,ಭಕ್ಷ್ಯಗಳು
367,Sack::N,tûr,ಮೂಟೆ
368,Tasse::N,kada,ಬಟ್ಟಲು
369,Topf::N,beroş,ಮಡಕೆ
370,Kessel::N,şîril,ಕೆಟಲ್
371,Essen::N,xwarin,ಊಟ
372,Nahrung::N,xwarin,ಆಹಾರ
373,Speise::N,xwarin,ಊಟ
374,Fleisch::N,goşt,ಮಾಂಸ
375,Getreide::N,zad,ಧಾನ್ಯ
376,Brei::N,hewdêl,ಗಂಜಿ
377,Brot::N,,ರೊಟ್ಟಿ
378,Scheibe::N,parçe,ಹೋಳು
379,Fett::N,rûn,ಕೊಬ್ಬು
380,Butter::N,rûn,ಬೆಣ್ಣೆ
381,Öl::N,rûn,ಎಣ್ಣೆ
382,Salz::N,xwe,ಉಪ್ಪು
383,Suppe::N,şorbe,ಎಸರು
384,Honig::N,hingiv,ಮಧು
385,Milch::N,şîr,ಹಾಲು
386,Tee::N,çay,ಚಹ
387,Leder::N,çerm,ಚಕ್ಕಳ
388,Wolle::N,herî,ಉಣ್ಣೆ
389,Stoff::N,paç,ಬಟ್ಟೆ
390,Nadel::N,derzî,ಸೂಜಿ
391,Faden::N,ta,ದಾರ
392,Knopf::N,bişkok,ಗುಂಡು
393,Knoten::N,girêk,ಗಂಟು
394,Farbe::N,boyax,ಬಣ್ಣ
395,Kleidung::N,çil,ಅರಿವೆ
396,Hemd::N,qutik,ಅಂಗಿ
397,Hemd::N,miltan,ಅಂಗಿ
398,Kragen::N,stûvang,ಕುತ್ತಿಗೆಪಟ್ಟಿ
399,Ärmel::N,hûçik,ತೋಳು
400,Hose::N,şewel,ಇಜಾರ
401,Gürtel::N,qayiş,ಬೆಲ್ಟು
402,Mütze::N,fîno,ಟೋಪಿ
403,Schuh::N,şêkal,ಪಾದರಕ್ಷೆ
404,Stiefel::N,gizme,ಬೂಟು
405,Stiefel::N,çizme,ಬೂಟು
406,Ring::N,xelek,ಉಂಗುರ
407,Band::N,band,ರಿಬ್ಬನ್
408,Kamm::N,şeh,ಹಣಿಗೆ
409,Spiegel::N,eynik,ಕನ್ನಡಿ
410,Riemen::N,qayiş,ಬಾರು
411,Schnur::N,doxin,ಹುರಿ
412,Leine::N,şirît,ಹಗ್ಗ
413,Decke::N,bataniye,ಕಂಬಳಿ
414,Kissen::N,balgî,ದಿಂಬು
415,Tuch::N,şar,ಕೊರಳ ಬಟ್ಟೆ
416,Handtuch::N,dezmal,ಚೌಕ
417,Kraft::N,hêz,ಬಲ
418,Kraft::N,qewet,ಬಲ
419,Stärke::N,xurtî,ಶಕ್ತಿ
420,Gesundheit::N,nojdarî,ಆರೋಗ್ಯ
421,Krankheit::N,nexweşî,ರೋಗ
422,Schmerz::N,êş,ನೋವು
423,Wunde::N,kul,ಗಾಯ
424,Fieber::N,ta,ಜ್ವರ
425,Arznei::N,derman,ಔಷಧ
426,Brücke::N,kopî,ಸೇತುವೆ
427,Brunnen::N,çal,ಬಾವಿ
428,Brunnen::N,kani,ಬಾವಿ
429,Weide::N,beyar,ಗೋಮಾಳ
430,Pfad::N,xaçirek,ದಾರಿ
431,Weg::N,rê,ಹಾದಿ
432,Straße::N,rê,ರಸ್ತೆ
433,Dorf::N,gund,ಹಳ್ಳಿ
434,Stadt::N,baçar,ಪಟ್ಟಣ
435,Brief::N,name,ಕಾಗದ
436,Buch::N,kitêb,ಪುಸ್ತಕ
437,Buch::N,pirtûk,ಪುಸ್ತಕ
438,Buchstabe::N,herf,ಅಕ್ಷರ
439,Zeitung::N,rojname,ವಾರ್ತಾಪತ್ರಿಕೆ
440,Leben::N,jiyan,ಜೀವನ
441,Tod::N,mirin,ಮರಣ
442,Grab::N,mezel,ಗೋರಿ
443,Kirche::N,gilyas,ಚರ್ಚು
444,Sünde::N,guneh,ಪಾಪ
445,Gott::N,xwedê,ದೇವರು
446,Arbeiter::N,hîşçî,ಕೆಲಸಗಾರ
447,Chef::N,bêg,ದಣಿ
448,Meister::N,hoste,ಶಿಕ್ಷಕ
449,Arzt::N,doktor,ವೈದ್ಯ
450,Lehrer::N,mamoste,ಉಪಾಧ್ಯಾಯ
451,Geld::N,pere,ಹಣ
452,Geschäft::N,firoşgeh,ವಾಣಿಜ್ಯ
453,Laden::N,dikan,ಅಂಗಡಿ
454,Preis::N,buha,ಬೆಲೆ
455,Ware::N,tişt,ಸರಕು
456,Nutzen::N,fêde,ಲಾಭ
457,Reichtum::N,serwet,ಸಂಪತ್ತು
458,Welt::N,dinya,ಭೂಲೋಕ
459,Land::N,welat,ದೇಶ
460,Staat::N,dewlet,ರಾಜ್ಯ
461,König::N,şah,ರಾಜ
462,König::N,qral,ರಾಜ
463,Macht::N,qewet,ಅಧಿಕಾರ
464,Macht::N,destihilat,ಅಧಿಕಾರ
465,Grenze::N,kevî,ಗಡಿ
466,Krieg::N,çeng,ಯುದ್ಧ
467,Krieg::N,sêwaş,ಯುದ್ಧ
468,Feind::N,dijmin,ಶತ್ರು
469,Gewalt::N,zor,ಹಿಂಸೆ
470,Kampf::N,şer,ಹೋರಾಟ
471,Bogen[Waffe]::N,kêvan,ಬಿಲ್ಲು
472,Pfeil::N,çîrik,ಅಂಬು
473,Gewehr::N,tifing,ಬಂದೂಕು
474,Fehler::N,şaşî,ತಪ್ಪು
475,Lüge::N,derew,ಸುಳ್ಳು
476,Schaden::N,xisar,ಹಾನಿ
477,Unglück::N,bêbextî,ಅಪಾಯ
478,Schuld::N,suç,ದೋಷ
479,Alter::N,temen,ಮುಪ್ಪು
480,Schluss::N,girtin,ಮುಕ್ತಾಯ
481,Zeit::N,çax,ಕಾಲ
482,Tag::N,roj,ದಿನ
483,Morgen::N,sibeh,ಮುಂಜಾನೆ
484,Mittag::N,nîro,ನಡುಹಗಲು
485,Abend::N,êvar,ಸಂಜೆ
486,Nacht::N,şev,ರಾತ್ರಿ
487,Woche::N,heftî,ವಾರ
488,Monat::N,meh,ತಿಂಗಳು
489,Jahr::N,sal,ಸಂವತ್ಸರ
490,Frühling::N,bihar,ವಸಂತ
491,Sommer::N,havîn,ಬಿಸಿಲುಕಾಲ
492,Herbst::N,payîz,ಶರತ್ಕಾಲ
493,Winter::N,zistan,ಚಳಿಗಾಲ
494,Januar::N,çile,ನಾಲ್ಚಳಿ
495,Februar::N,sibat,ಅಯ್ಚಳಿ
496,März::N,adar,ಮೊಬ್ಬೇಸಿಗೆ
497,April::N,nîsan,ಇಬ್ಬೇಸಿಗೆ
498,Mai::N,gûlan,ಮುಬ್ಬೇಸಿಗೆ
499,Juni::N,hezîran,ಮೊಮ್ಮಳೆ
500,Juli::N,tîmeh,ಇಮ್ಮಳೆ
501,August::N,tebax,ಮುಮ್ಮಳೆ
502,September::N,îlon,ನಾಲ್ಮಳೆ
503,Oktober::N,çotmeh,ಮೊಚ್ಚಳಿ
504,November::N,mijdar,ಇಚ್ಚಳಿ
505,Dezember::N,kanûn,ಮುಚ್ಚಳಿ
506,Montag::N,duşemb,ಸೋಮುವಾರ
507,Dienstag::N,sêşem,ಮಂಗಳವಾರ
508,Mittwoch::N,çarşemb,ಬುಧವಾರ
509,Donnerstag::N,pêşemb,ಗುರುವಾರ
510,Freitag::N,în,ಶುಕ್ರವಾರ
511,Samstag::N,şemî,ಶನಿವಾರ
512,Sonntag::N,yekşemb,ಭಾನುವಾರ
513,groß::A,mezin,ದೊಡ್ಡ
514,klein::A,çûçik,ಪುಟ್ಟ
515,lang::A,dirêj,ದೀರ್ಘ
516,kurz::A,kin,ಚಕ್ಕ
517,breit::A,fireh,ಅಗಲವಾದ
518,schmal::A,tenik,ಇಕ್ಕಟ್ಟಾದ
519,dicht::A,gir,ದಟ್ಟ
520,dick[Gegenstand]::A,şîşman,ದಟ್ಟ
521,dünn::A,zirav,ತೆಳು
522,fein::A,tenik,ಕೋಮಲ
523,fest::A,saxlem,ಘನ
524,flach::A,pahn,ಚಪ್ಪಟೆ
525,glatt::A,dûz,ನಯ
526,glatt::A,şayîk,ನಯ
527,hart::A,hişk,ಗಟ್ಟಿ
528,weich::A,nerm,ಮೃದುವಾದ
529,rund::A,gilover,ವರ್ತುಳ
530,spitz::A,pîj,ಮೊನಚಾದ
531,scharf::A,tûj,ತೀಕ್ಷ್ಣ
532,stumpf::A,ne tûj,ಮೊಂಡು
533,schwer::A,giran,ಭಾರಿ
534,schön::A,xweş,ಸುಂದರ
535,schön::A,xweşik,ಸುಂದರ
536,heiß::A,kelandî,ಬಿಸಿ
537,warm::A,germ,ಬಿಸಿ
538,kalt::A,sar,ತಣ್ಣನೆಯ
539,kühl::A,jemîrî,ತಂಪಾದ
540,frisch::A,ter,ನಿರ್ಮಲ
541,feucht::A,şil,ಒದ್ದೆಯಾದ
542,nass::A,şilek,ಒದ್ದೆಯಾದ
543,trocken::A,zuwa,ಶುಷ್ಕ
544,voll::A,tijî,ತುಂಬಿದ
545,leer::A,vala,ಖಾಲಿ
546,offen::A,vekirî,ಮುಚ್ಚಲ್ಲದ
547,geschlossen::A,asê,ಮುಚ್ಚಿದ
548,sauber::A,pakij,ಶುದ್ಧ
549,schmutzig::A,lewitî,ಅಶುದ್ಧ
550,roh::A,xav,ಹಸಿ
551,reif::A,gihaştî,ಹಣ್ಣಾದ
552,lecker::A,xweş,ಗುಚಿಕರ
553,süß::A,şîrîn,ಸಿಹಿ
554,bitter::A,tahl,ಕಹಿ
555,sauer::A,tirş,ಹುಳಿಯಾದ
556,hell::A,ronî,ಹೊಳೆಯುವ
557,dunkel::A,tarî,ಮಬ್ಬಾದ
558,schwarz::A,reş,ಕಪ್ಪು
559,weiß::A,sipî,ಬಿಳಿಯ
560,rot::A,sor,ಕೆಂಪು
561,gelb::A,zer,ಹಳದಯ
562,blau::A,şîn,ನೀಲ
563,grün::A,şîn,ಕಾಯಾದ
564,grau::A,gewr,ಬೂದುಬಣ್ಣದ
565,bunt::A,rengîn,ವರ್ಣರಂಜಿತ
566,billig::A,erzan,ಅಗ್ಗ
567,teuer::A,biha,ದುಬಾರಿಯಾದ
568,wertvoll::A,hêja,ಅಮೂಲ್ಯ
