,Concept_ID,tr,ku
58,Hunger::N,açlık,birçîtî
59,Träne::N,gözyaşı,hêstir
60,Geschmack::N,tat,tam
61,Geschmack::N,lezzet,tam
62,Geruch::N,koku,bêhn
63,Schlaf::N,uyku,xew
64,Traum::N,düş,xewn
65,Traum::N,rüya,xewn
66,Himmel::N,gök,ezman
67,Sonne::N,güneş,roj
68,Mond::N,ay,heyv
69,Stern::N,yıldız,stêrk
70,Luft::N,hava,ba
71,Wind::N,yel,ba
72,Wind::N,rüzgâr,ba
73,Welle::N,dalga,şewl
74,Wasser::N,su,av
75,Stein::N,taş,kevir
76,Boden::N,yer,herd
77,Boden::N,zemin,herd
78,Erde::N,toprak,ax
79,Staub::N,toz,toz
80,Rauch::N,duman,dû
81,Funke::N,kıvılcım,çirûşk
82,Feuer::N,ateş,agir
83,Licht::N,ışık,ronahî
84,Schatten::N,gölge,sî
85,Wetter::N,hava,hewa
86,Nebel::N,pus,mij
87,Wolke::N,bulut,ewr
88,Regen::N,yağmur,baran
89,Schnee::N,kar,berf
90,Eis::N,buz,qeşa
91,Frost::N,don,xûsik
92,Kälte::N,soğukluk,serma
93,Hitze::N,sıcaklık,germayî
94,Raureif::N,kırç,şext
95,Regenbogen::N,gökkuşağı,heftreng
96,Donner::N,gök gürlemesi,gire-gir
97,Strömung::N,akıntı,şewl
98,Strömung::N,cereyan,şewl
99,Tropfen::N,damla,dilop
100,Schaum::N,köpük,kef
101,Schmutz::N,çamur,gemar
102,Schmutz::N,pislik,gemar
103,See::N,göl,gol
104,Sumpf::N,batak,hezek
105,Moor::N,cılgıt,mafêl
106,Wiese::N,çimen,sûrik
107,Wald::N,koru,çiya
108,Wald::N,koru,daristan
109,Wald::N,orman,çiya
110,Wald::N,orman,daristan
111,Hügel::N,tepe,gir
112,Anhöhe::N,tümsek,sere gir
113,Anhöhe::N,yükseklik,sere gir
114,Berg::N,dağ,kaş
115,Gipfel::N,zirve,sere gir
116,Höhle::N,in,şikeft
117,Höhle::N,mağara,şikeft
118,Abhang::N,bayır,kaş
119,Quelle::N,pınar,kanî
120,Quelle::N,kaynak,kanî
121,Bach::N,çay,çem
122,Bach::N,dere,çem
123,Fluss::N,nehir,çem
124,Fluss::N,nehir,rûbar
125,Ufer::N,kıyı,kevî
126,Ufer::N,sahil,kevî
127,Küste::N,kıyı,berav
128,Küste::N,sahil,berav
129,Festland::N,kara,bejahî
130,Meer::N,deniz,behr
131,Bucht::N,koy,derav
132,Bucht::N,körfez,derav
133,Insel::N,ada,girav
134,Blume::N,çiçek,kulînk
135,Gras::N,ot,giha
136,Gras::N,çim,giha
137,Wurzel::N,kök,reh
138,Baum::N,ağaç,dar
139,Stamm::N,gövde,bavik
140,Rinde::N,kabuk,qaqil
141,Ast::N,dal,gulî
142,Ast::N,budak,gulî
143,Zweig::N,dal,şax
144,Blatt::N,yaprak,pel
145,Birke::N,huş,dara sipî
146,Kiefer[Baum]::N,çam,dara bî
147,Weide[Baum]::N,söğüt,dara belalûk
148,Tanne::N,çam,merx
149,Tanne::N,köknar,merx
150,Horn::N,boynuz,strô
151,Feder::N,tüy,pîrtîk
152,Fell::N,post,heyar
153,Flügel::N,kanat,per
154,Klaue::N,pençe,napîk
155,Kralle::N,tırnak,dinik
156,Kralle::N,tırnak,dirnax
157,Schwanz::N,kuyruk,dûv
158,Ei::N,yumurta,hêk
159,Nest::N,yuva,hêlîn
160,Bau::N,in,avahî
161,Tier::N,hayvan,heywan
162,Herde::N,sürü,hoz
163,Kuh::N,inek,çêlek
164,Bulle::N,boğa,ga
165,Pferd::N,at,hesp
166,Pferd::N,beygir,hesp
167,Schaf::N,koyun,mîh
168,Schwein::N,domuz,beraz
169,Hund::N,it,seh
170,Hund::N,köpek,seh
171,Katze::N,kedi,pişîk
172,Bär::N,ayı,hirç
173,Eichhörnchen::N,sincap,pilûr
174,Elch::N,büyük kuzey geyiği,pazkovî
175,Fuchs::N,tilki,rovî
176,Hase::N,tavşan,kîroşk
177,Maus::N,fare,mişk
178,Maus::N,sıçan,mişk
179,Wolf::N,kurt,gur
180,Vogel::N,kuş,çûk
181,Schwarm::N,sürü,lufik
182,Huhn::N,tavuk,mirîşk
183,Hahn::N,horoz,dîk
184,Gans::N,kaz,qaz
185,Adler::N,kartal,eylo
186,Adler::N,karakuş,eylo
187,Ente::N,ördek,werdek
188,Eule::N,baykuş,bûm
189,Eule::N,baykuş,kund
190,Kranich::N,turna,quling
191,Krähe::N,karga,qijik
192,Kuckuck::N,guguk,pepûk
193,Schwan::N,kuğu,qû
194,Fisch::N,balık,masî
195,Barsch::N,hani,okûn
196,Barsch::N,levrek,okûn
197,Hecht::N,turnabalığı,mesîyê lûf
198,Schlange[Tier]::N,yılan,mar
199,Wurm::N,kurt,kurm
200,Wurm::N,solucan,kurm
201,Spinne::N,örümcek,pîrê
202,Ameise::N,karınca,mîro
203,Ameise::N,karınca,gêrîk
204,Laus::N,bit,spi
205,Mücke::N,sivrisinek,mêş
206,Fliege::N,sinek,mêş
207,Schmetterling::N,kelebek,perperîk
208,Beere::N,tane,hirç
209,Apfel::N,elma,sêv
210,Pilz::N,mantar,bîrov
211,Zwiebel::N,soğan,pîvaz
212,Saat::N,ekin,tov
213,Korn::N,tane,dexl
214,Heu::N,kuru ot,sap
215,Schale::N,kabuk,qaşik
216,Grube::N,çukur,çahl
217,Falle::N,tuzak,dafik
218,Schlinge::N,ilmik,dahf
219,Spur::N,iz,rêç
220,Asche::N,kül,xweli
221,Dreck::N,pislik,gemarî
222,Eisen::N,demir,hesing
223,Gold::N,altın,zêr
224,Silber::N,gümüş,zîv
225,Kohle::N,kömür,komir
226,Glas::N,cam,qedeh
227,Lehm::N,balçık,kelpîç
228,Sand::N,kum,qûm
229,Mensch::N,insan,mirov
230,Mann::N,adam,mêr
231,Mann::N,erkek,mêr
232,Frau::N,bayan,jin
233,Kind::N,çocuk,zarok
234,Junge::N,erkek çocuk,kur
235,Mädchen::N,kız,keç
236,Mädchen::N,kız,keçik
237,Familie::N,aile,malbat
238,Großvater::N,dede,bapîr
239,Großvater::N,büyükbaba,bapîr
240,Großmutter::N,nine,pîrik
241,Großmutter::N,büyükanne,pîrik
242,Eltern::N,ebeveyn,bavudê
243,Eltern::N,ana baba,bavudê
244,Vater::N,ata,bav
245,Vater::N,baba,bav
246,Mutter::N,ana,dê
247,Mutter::N,ana,dayik
248,Mutter::N,anne,dê
249,Mutter::N,anne,dayik
250,Sohn::N,oğul,kur
251,Tochter::N,kız,keç
252,Tochter::N,kız evlât,keç
253,Bruder::N,abi,bira
254,Bruder::N,erkek kardeş,bira
255,Schwester::N,abla,xweh
256,Schwester::N,kız kardeş,xweh
257,Onkel::N,dayı,am
258,Onkel::N,dayı,xal
259,Tante::N,hala,metik
260,Tante::N,hala,xaltîk
261,Tante::N,teyze,metik
262,Tante::N,teyze,xaltîk
263,Ehemann::N,koca,mêr
264,Ehefrau::N,karı,kulfet
265,Freude::N,neşe,kêfxweşî
266,Freude::N,sevinç,kêfxweşî
267,Gelächter::N,gülme,pîrqînî
268,Gelächter::N,kahkaha,pîrqînî
269,Glück::N,mutluluk,bext
270,Kummer::N,dert,derd
271,Kummer::N,keder,derd
272,Wunsch::N,arzu,daxwaz
273,Wunsch::N,arzu,xwestek
274,Wunsch::N,istek,daxwaz
275,Wunsch::N,istek,xwestek
276,Lust::N,arzu,şewq
277,Lust::N,heves,şewq
278,Geist::N,tin,aqil
279,Gedanke::N,fikir,fikir
280,Gedanke::N,düşünce,fikir
281,Gedächtnis::N,bellek,aqil
282,Verstand::N,zekâ,fêm
283,Sinn::N,anlam,aqil
284,Grund::N,sebep,asas
285,Wahrheit::N,doğruluk,rastî
286,Wahrheit::N,gerçeklik,rastî
287,Gespräch::N,görüşme,guftûgo
288,Märchen::N,masal,çirok
289,Erzählung::N,öykü,çirok
290,Erzählung::N,öykü,vegotin
291,Erzählung::N,hikâye,çirok
292,Erzählung::N,hikâye,vegotin
293,Nachricht::N,haber,nûçe
294,Neuigkeit::N,haber,hewal
295,Name::N,ad,nav
296,Name::N,ad,paşnav
297,Name::N,isim,nav
298,Name::N,isim,paşnav
299,Rätsel::N,bilmece,tiştonek
300,Rede::N,söylev,gotar
301,Rede::N,söylev,axavtin
302,Rede::N,konuşma,gotar
303,Rede::N,konuşma,axavtin
304,Sprache::N,dil,ziman
305,Sprache::N,lisan,ziman
306,Stimme::N,ses,pejn
307,Wort::N,kelime,gotin
308,Zeichen::N,işaret,şanek
309,Ruf::N,çağırma,hawar
310,Lärm::N,şamata,xarbalix
311,Lärm::N,gürültü,xarbalix
312,Laut::N,ses,deng
313,Laut::N,ses,hês
314,Ton::N,ses,awaz
315,Lied::N,türkü,sitran
316,Ruhe::N,sakinlik,rihetî
317,Leute::N,halk,xelk
318,Leute::N,insanlar,xelk
319,Volk::N,ulus,xelk
320,Volk::N,millet,xelk
321,Arbeit::N,iş,xebat
322,Arbeit::N,çalışma,xebat
323,Gast::N,konuk,mêvan
324,Gast::N,misafir,mêvan
325,Geschenk::N,hediye,diyarî
326,Geschenk::N,armağan,diyarî
327,Spiel::N,oyun,lîstik
328,Gesellschaft::N,çevre,komal
329,Gesellschaft::N,arkadaşlık,komal
330,Hilfe::N,yardım,alîkarî
331,Freund::N,dost,heval
332,Freund::N,arkadaş,heval
333,Kamerad::N,arkadaş,heval
334,Angelegenheit::N,iş,pirsgirêk
335,Angelegenheit::N,husus,pirsgirêk
336,Anzahl::N,sayı,çend
337,Art::N,çeşit,çeh
338,Stück::N,tane,lib
339,Stück::N,tane,parçe
340,Stück::N,parça,lib
341,Stück::N,parça,parçe
342,Teil::N,kısım,parçe
343,Hälfte::N,yarı,nîvî
344,Kreis::N,daire,çemil
345,Kreuz::N,haç,xaç
346,Linie::N,hat,xezik
347,Linie::N,çizgi,xezik
348,Strich::N,çizgi,xezik
349,Abstand::N,aralık,dûrahî
350,Entfernung::N,mesafe,dûrahî
351,Entfernung::N,uzaklık,dûrahî
352,Gegend::N,yöre,dever
353,Platz::N,yer,çih
354,Ort::N,yer,dever
355,Seite::N,yan,rûpel
356,Seite::N,taraf,rûpel
357,Mitte::N,orta,nav
358,Mitte::N,orta,nabênê
359,Mitte::N,merkez,nav
360,Mitte::N,merkez,nabênê
361,Gegenstand::N,şey,tişt
362,Sache::N,iş,tişt
363,Sache::N,şey,tişt
364,Rand::N,kenar,kevî
365,Kante::N,kenar,kevî
366,Ecke::N,köşe,qunç
367,Spitze::N,uç,derzî
368,Spitze::N,baş,derzî
369,Ende::N,uç,talî
370,Loch::N,oyuk,qul
371,Loch::N,delik,qul
372,Winkel::N,köşe,kurnîşk
373,Muster::N,örnek,desen
374,Größe::N,büyüklük,mezinî
375,Länge::N,uzunluk,dirêjahî
376,Höhe::N,yükseklik,bilindayî
377,Gewicht::N,ağırlık,giranî
378,Menge::N,miktar,qas
379,Haufen::N,küme,lod
380,Haufen::N,yığın,lod
381,Reihe::N,sıra,rêz
382,Boot::N,kayık,kelek
383,Boot::N,sandal,kelek
384,Ruder::N,kürek,bêrik
385,Schlitten::N,kızak,xîjik
386,Ski::N,kayak,lakan
387,Lagerfeuer::N,kamp ateşi,agir
388,Last::N,yük,bar
389,Gang::N,gidiş,fîtêz
390,Gang::N,yürüyüş,fîtêz
391,Schritt::N,adım,gav
392,Norden::N,kuzey,bakur
393,Süden::N,güney,başur
394,Westen::N,batı,rojava
395,Osten::N,doğu,rojhilat
396,Holz::N,ağaç,dep
397,Holz::N,tahta,dep
398,Brett::N,tahta,dep
399,Platte::N,levha,dep
400,Stütze::N,dayak,destek
401,Stütze::N,destek,destek
402,Stange::N,çubuk,sing
403,Stock::N,sopa,çam
404,Stock::N,değnek,çam
405,Stab::N,sırık,qat
406,Stab::N,baston,qat
407,Rohr::N,boru,borî
408,Haus::N,ev,mal
409,Haus::N,ev,xanî
410,Heim::N,ev,mal
411,Heim::N,yurt,mal
412,Ofen::N,soba,sobe
413,Fußboden::N,taban,binpê
414,Fußboden::N,döşeme,binpê
415,Tisch::N,masa,mase
416,Stuhl::N,iskemle,kursî
417,Stuhl::N,sandalye,kursî
418,Wiege::N,beşik,derguş
419,Bett::N,yatak,qerewêle
420,Regal::N,raf,rêbaz
421,Kiste::N,sandık,sindoq
422,Fenster::N,pencere,çam
423,Fenster::N,pencere,şibeke
424,Tür::N,kapı,derî
425,Tor::N,kapı,derge
426,Zaun::N,çit,hejik
427,Dach::N,dam,sere xanî
428,Dach::N,çatı,sere xanî
429,Leiter::N,merdiven,pêling
430,Besen::N,süpürge,melkes
431,Spaten::N,bel,mer
432,Schaufel::N,kürek,bêr
433,Gabel::N,çatal,çetel
434,Löffel::N,kaşık,kevçî
435,Messer::N,bıçak,kêr
436,Nagel::N,çivi,bizmar
437,Netz::N,ağ,tor
438,Haken::N,çengel,çenqel
439,Griff::N,kulp,destî
440,Griff::N,tutamak,destî
441,Schloss::N,kilit,qonax
442,Bild::N,imaj,dimen
443,Bild::N,resim,dimen
444,Figur::N,şekil,figûr
445,Figur::N,heykel,figûr
446,Puppe::N,kukla,bûk
447,Beutel::N,kese,kîsik
448,Beutel::N,torba,kîsik
449,Bündel::N,deste,pêçek
450,Tasche::N,çanta,bêrîk
451,Eimer::N,kova,dewl
452,Deckel::N,kapak,devik
453,Geschirr::N,kap kacak,ferax
454,Sack::N,torba,tûr
455,Tasse::N,fincan,kada
456,Topf::N,tencere,beroş
457,Kessel::N,kazan,şîril
458,Essen::N,yemek,xwarin
459,Nahrung::N,gıda,xwarin
460,Nahrung::N,besin,xwarin
461,Speise::N,yemek,xwarin
462,Fleisch::N,et,goşt
463,Getreide::N,tahıl,zad
464,Getreide::N,hububat,zad
465,Brei::N,ezme,hewdêl
466,Brot::N,ekmek,
467,Scheibe::N,dilim,parçe
468,Fett::N,yağ,rûn
469,Butter::N,tereyağı,rûn
470,Öl::N,yağ,rûn
471,Öl::N,akar yağ,rûn
472,Salz::N,tuz,xwe
473,Suppe::N,çorba,şorbe
474,Honig::N,bal,hingiv
475,Milch::N,süt,şîr
476,Tee::N,çay,çay
477,Leder::N,deri,çerm
478,Leder::N,meşin,çerm
479,Wolle::N,yün,herî
480,Stoff::N,kumaş,paç
481,Nadel::N,iğne,derzî
482,Faden::N,tire,ta
483,Faden::N,iplik,ta
484,Knopf::N,düğme,bişkok
485,Knoten::N,düğüm,girêk
486,Farbe::N,boya,boyax
487,Kleidung::N,giyim,çil
488,Hemd::N,gömlek,qutik
489,Hemd::N,gömlek,miltan
490,Kragen::N,yaka,stûvang
491,Ärmel::N,yen,hûçik
492,Ärmel::N,elbise kolu,hûçik
493,Hose::N,pantolon,şewel
494,Gürtel::N,kuşak,qayiş
495,Mütze::N,bere,fîno
496,Mütze::N,kasket,fîno
497,Schuh::N,kundura,şêkal
498,Schuh::N,ayakkabı,şêkal
499,Stiefel::N,çizme,gizme
500,Stiefel::N,çizme,çizme
501,Ring::N,yüzük,xelek
502,Band::N,bağ,band
503,Band::N,şerit,band
504,Kamm::N,tarak,şeh
505,Spiegel::N,ayna,eynik
506,Riemen::N,kayış,qayiş
507,Schnur::N,ip,doxin
508,Schnur::N,sicim,doxin
509,Leine::N,kayış,şirît
510,Decke::N,örtü,bataniye
511,Decke::N,yorgan,bataniye
512,Kissen::N,yastık,balgî
513,Tuch::N,bez,şar
514,Handtuch::N,havlu,dezmal
515,Kraft::N,güç,hêz
516,Kraft::N,güç,qewet
517,Kraft::N,kuvvet,hêz
518,Kraft::N,kuvvet,qewet
519,Stärke::N,kuvvet,xurtî
520,Gesundheit::N,sağlık,nojdarî
521,Krankheit::N,hastalık,nexweşî
522,Schmerz::N,ağrı,êş
523,Schmerz::N,sancı,êş
524,Wunde::N,yara,kul
525,Fieber::N,ateş,ta
526,Arznei::N,ilâç,derman
527,Brücke::N,köprü,kopî
528,Brunnen::N,kuyu,çal
529,Brunnen::N,kuyu,kani
530,Brunnen::N,çeşme,çal
531,Brunnen::N,çeşme,kani
532,Weide::N,otlak,beyar
533,Pfad::N,patika,xaçirek
534,Pfad::N,keçiyolu,xaçirek
535,Weg::N,yol,rê
536,Straße::N,yol,rê
537,Straße::N,cadde,rê
538,Dorf::N,köy,gund
539,Stadt::N,kent,baçar
540,Stadt::N,şehir,baçar
541,Brief::N,mektup,name
542,Buch::N,kitap,kitêb
543,Buch::N,kitap,pirtûk
544,Buchstabe::N,harf,herf
545,Zeitung::N,gazete,rojname
546,Leben::N,hayat,jiyan
547,Tod::N,ölüm,mirin
548,Grab::N,kabir,mezel
549,Kirche::N,kilise,gilyas
550,Sünde::N,günah,guneh
551,Gott::N,tanrı,xwedê
552,Arbeiter::N,işçi,hîşçî
553,Chef::N,şef,bêg
554,Chef::N,müdür,bêg
555,Meister::N,usta,hoste
556,Arzt::N,hekim,doktor
557,Arzt::N,doktor,doktor
558,Lehrer::N,hoca,mamoste
559,Lehrer::N,öğretmen,mamoste
560,Geld::N,para,pere
561,Geschäft::N,ticaret,firoşgeh
562,Laden::N,dükkân,dikan
563,Preis::N,fiyat,buha
564,Ware::N,mal,tişt
565,Nutzen::N,fayda,fêde
566,Reichtum::N,servet,serwet
567,Reichtum::N,zenginlik,serwet
568,Welt::N,dünya,dinya
569,Land::N,ülke,welat
570,Staat::N,devlet,dewlet
571,König::N,kral,şah
572,König::N,kral,qral
573,Macht::N,kudret,qewet
574,Macht::N,kudret,destihilat
575,Macht::N,iktidar,qewet
576,Macht::N,iktidar,destihilat
577,Grenze::N,had,kevî
578,Grenze::N,sınır,kevî
579,Krieg::N,savaş,çeng
580,Krieg::N,savaş,sêwaş
581,Feind::N,düşman,dijmin
582,Gewalt::N,zor,zor
583,Gewalt::N,cebir,zor
584,Kampf::N,savaş,şer
585,Bogen[Waffe]::N,yay,kêvan
586,Pfeil::N,ok,çîrik
587,Gewehr::N,tüfek,tifing
588,Fehler::N,hata,şaşî
589,Fehler::N,yanlış,şaşî
590,Lüge::N,yalan,derew
591,Schaden::N,zarar,xisar
592,Unglück::N,felâket,bêbextî
593,Unglück::N,talihsizlik,bêbextî
594,Schuld::N,suç,suç
595,Schuld::N,kabahat,suç
596,Alter::N,yaş,temen
597,Schluss::N,son,girtin
598,Zeit::N,zaman,çax
599,Tag::N,gün,roj
600,Morgen::N,sabah,sibeh
601,Mittag::N,öğle,nîro
602,Abend::N,akşam,êvar
603,Nacht::N,gece,şev
604,Woche::N,hafta,heftî
605,Monat::N,ay,meh
606,Jahr::N,yıl,sal
607,Jahr::N,sene,sal
608,Frühling::N,ilkbahar,bihar
609,Sommer::N,yaz,havîn
610,Herbst::N,güz,payîz
611,Herbst::N,sonbahar,payîz
612,Winter::N,kış,zistan
613,Januar::N,ocak,çile
614,Februar::N,şubat,sibat
615,März::N,mart,adar
616,April::N,nisan,nîsan
617,Mai::N,mayıs,gûlan
618,Juni::N,haziran,hezîran
619,Juli::N,temmuz,tîmeh
620,August::N,ağustos,tebax
621,September::N,eylül,îlon
622,Oktober::N,ekim,çotmeh
623,November::N,kasım,mijdar
624,Dezember::N,aralık,kanûn
625,Montag::N,pazartesi,duşemb
626,Dienstag::N,salı,sêşem
627,Mittwoch::N,çarşamba,çarşemb
628,Donnerstag::N,perşembe,pêşemb
629,Freitag::N,cuma,în
630,Samstag::N,cumartesi,şemî
631,Sonntag::N,pazar,yekşemb
632,groß::A,büyük,mezin
633,klein::A,ufak,çûçik
634,klein::A,küçük,çûçik
635,lang::A,uzun,dirêj
636,kurz::A,kısa,kin
637,breit::A,enli,fireh
638,breit::A,geniş,fireh
639,schmal::A,dar,tenik
640,dicht::A,sık,gir
641,dicht::A,yoğun,gir
642,dick[Gegenstand]::A,kalın,şîşman
643,dick[Gegenstand]::A,iri,şîşman
644,dünn::A,ince,zirav
645,fein::A,ince,tenik
646,fein::A,narin,tenik
647,fest::A,sabit,saxlem
648,fest::A,sağlam,saxlem
649,flach::A,düz,pahn
650,flach::A,yassı,pahn
651,glatt::A,düz,dûz
652,glatt::A,düz,şayîk
653,hart::A,katı,hişk
654,weich::A,yumuşak,nerm
655,rund::A,yuvarlak,gilover
656,spitz::A,sivri,pîj
657,scharf::A,keskin,tûj
658,stumpf::A,kör,ne tûj
659,schwer::A,ağır,giran
660,schön::A,güzel,xweş
661,schön::A,güzel,xweşik
662,heiß::A,kızgın,kelandî
663,warm::A,sıcak,germ
664,kalt::A,soğuk,sar
665,kühl::A,serin,jemîrî
666,frisch::A,taze,ter
667,feucht::A,nemli,şil
668,feucht::A,rutubetli,şil
669,nass::A,yaş,şilek
670,nass::A,ıslak,şilek
671,trocken::A,kuru,zuwa
672,voll::A,dolu,tijî
673,voll::A,dolmuş,tijî
674,leer::A,boş,vala
675,offen::A,açık,vekirî
676,geschlossen::A,kapalı,asê
677,sauber::A,pak,pakij
678,sauber::A,temiz,pakij
679,schmutzig::A,pis,lewitî
680,schmutzig::A,kirli,lewitî
681,roh::A,çiğ,xav
682,reif::A,olgun,gihaştî
683,lecker::A,lezzetli,xweş
684,süß::A,tatlı,şîrîn
685,süß::A,şekerli,şîrîn
686,bitter::A,acı,tahl
687,sauer::A,ekşi,tirş
688,hell::A,aydınlık,ronî
689,dunkel::A,karanlık,tarî
690,schwarz::A,kara,reş
691,schwarz::A,siyah,reş
692,weiß::A,ak,sipî
693,weiß::A,beyaz,sipî
694,rot::A,kırmızı,sor
695,gelb::A,sarı,zer
696,blau::A,mavi,şîn
697,grün::A,yeşil,şîn
698,grau::A,boz,gewr
699,bunt::A,renkli,rengîn
700,billig::A,ucuz,erzan
701,teuer::A,pahalı,biha
702,wertvoll::A,değerli,hêja
703,wertvoll::A,değerli,giranbiha
704,blind::A,kör,kor
705,taub::A,sağır,kerr
706,kräftig::A,dinç,gir
707,kräftig::A,dinç,xurt
708,kräftig::A,kuvvetli,gir
709,kräftig::A,kuvvetli,xurt
710,stark::A,güçlü,xurt
711,stark::A,kuvvetli,xurt
712,schwach::A,zayıf,kesad
713,schwach::A,güçsüz,kesad
714,fett::A,şişman,qelew
715,schlank::A,narin,zirav
716,hübsch::A,güzel,xweşik
717,hübsch::A,sevimli,xweşik
718,böse::A,kötü,xerab
719,böse::A,kötü,aciz
720,dumm::A,aptal,gêj
721,faul::A,tembel,têmbêl
722,fleißig::A,çalışkan,jêhatî
723,geizig::A,cimri,destgirtî
724,klug::A,zekî,baqil
725,klug::A,akıllı,baqil
726,geschickt::A,becerikli,zîrek
727,geschickt::A,becerikli,ziring
728,lieb::A,sevimli,delal
729,lustig::A,neşeli,kêfxweş
730,sanft::A,nazik,nazenîn
731,hungrig::A,aç,birçî
732,krank::A,hasta,nexweş
733,krank::A,rahatsız,nexweş
734,nackt::A,çıplak,rût
735,nackt::A,çıplak,tazî
736,traurig::A,kederli,xemgîn
737,traurig::A,üzüntülü,xemgîn
738,lebendig::A,canlı,bisaxî
739,gut::A,iyi,baş
740,schlecht::A,kötü,xerab
741,richtig::A,doğru,rast
742,richtig::A,doğru,saxlem
743,schlimm::A,kötü,nebaş
744,wahr::A,doğru,rast
745,wahr::A,gerçek,rast
746,alt::A,eski,pîr
747,alt::A,eski,kevn
748,neu::A,yeni,nû
749,ehemalig::A,önceki,kevnar
750,ehemalig::A,önceki,peşidar
751,alt[Lebewesen]::A,yaşlı,pîr
752,jung::A,genç,xort
753,arm::A,fakir,feqîr
754,arm::A,fakir,desteng
755,reich::A,zengin,dewlemend
756,bekannt::A,bilinen,naskirî
757,berühmt::A,ünlü,navdar
758,berühmt::A,meşhur,navdar
759,fremd::A,yabancı,xerîb
760,verschieden::A,ayrı,çîhê
761,verschieden::A,farklı,çîhê
762,nah::A,yakın,nêzîk
763,nah::A,bitişik,nêzîk
764,fern::A,uzak,dûr
765,linker::A,sol,çepê
766,rechter::A,sağ,rastê
767,anderer::A,diğer,yê din
768,erster::A,ilk,yekemîn
769,erster::A,birinci,yekemîn
770,zweiter::A,ikinci,duda
771,dritter::A,üçüncü,sisêya
772,letzter::A,son,paşîn
773,letzter::A,sonuncu,paşîn
774,allein::ADV,yalnız,tenê
775,allein::ADV,tek başına,tenê
776,auf einmal::ADV,birden,jar kê
777,zusammen::ADV,beraber,tev
778,zusammen::ADV,beraber,bi hev re
779,zusammen::ADV,birlikte,tev
780,zusammen::ADV,birlikte,bi hev re
781,lange::ADV,çok,dirêj
782,lange::ADV,uzun,dirêj
783,plötzlich::ADV,ansızın,ji nişkave
784,plötzlich::ADV,birdenbire,ji nişkave
785,sofort::ADV,hemen,yekser
786,sofort::ADV,derhal,yekser
787,später::ADV,daha sonra,paşiyê
788,jetzt::ADV,şimdi,nuha
789,heute::ADV,bugün,îro
790,morgen::ADV,yarın,sibeh
791,bald::ADV,yakında,nêzîk
792,dann::ADV,sonra,paşê
793,gestern::ADV,dün,do
794,einst::ADV,eskiden,jar ke
795,damals::ADV,o zamanlar,hîngî
796,danach::ADV,sonradan,piştra
797,danach::ADV,ondan sonra,piştra
798,vorher::ADV,önce,pîşî
799,vorher::ADV,önceden,pîşî
800,zuerst::ADV,ilk önce,bere
801,einmal::ADV,bir defa,çarik
802,manchmal::ADV,bazan,çarna
803,oft::ADV,sık sık,gelek çaran
804,oft::ADV,çok defa,gelek çaran
805,immer::ADV,daima,daîm
806,immer::ADV,her zaman,daîm
807,niemals::ADV,asla değil,tu çar
808,niemals::ADV,hiçbir zaman,tu çar
809,hier::ADV,burada,li vir
810,hierhin::ADV,buraya,vir
811,von hier::ADV,buradan,ji vir
812,dort::ADV,orada,li wê derê
813,dort::ADV,şurada,li wê derê
814,dorthin::ADV,oraya,wêda
815,dorthin::ADV,şuraya,wêda
816,geradeaus::ADV,doğru,rastê rast
817,vorwärts::ADV,ileri,ber bi pêş
818,rückwärts::ADV,geri,paşpê
819,zurück::ADV,geriye,paşdo
