,Concept_ID,av,uk
152,Schaf::N,чахъу,вівця
153,Schwein::N,болъон,свиня
154,Hund::N,гьой,собака
155,Katze::N,кету,кішка
156,Bär::N,ци,ведмідь
157,Eichhörnchen::N,гвангва,білка
158,Fuchs::N,цер,лисиця
159,Hase::N,гӏанкӏ,заєць
160,Maus::N,гӏункӏкӏ,миша
161,Wolf::N,бацӏ,вовк
162,Vogel::N,хӏинчӏ,птах
163,Schwarm::N,тӏел,зграя
164,Huhn::N,гӏанкӏу,курка
165,Hahn::N,хӏелеко,півень
166,Gans::N,хъаз,гуска
167,Adler::N,цӏум,орел
168,Ente::N,ордек,качка
169,Eule::N,беццаруз,сова
170,Kranich::N,къункъра,журавель
171,Krähe::N,гъеду,ворона
172,Kuckuck::N,гагу,зозуля
173,Schwan::N,хӏанкъва,лебідь
174,Fisch::N,ччугӏа,риба
175,Barsch::N,окунь,окунь
176,Hecht::N,щука,щука
177,Schlange[Tier]::N,борохь,змія
178,Wurm::N,хӏапара,черв’як
179,Spinne::N,хъанхъра,павук
180,Ameise::N,цӏунцӏра,мурашка
181,Laus::N,нацӏ,воша
182,Mücke::N,кӏкӏара,комар
183,Fliege::N,тӏутӏ,муха
184,Schmetterling::N,кӏалкӏучӏ,метелик
185,Apfel::N,гӏеч,яблуко
186,Pilz::N,гӏурдахӏан,гриб
187,Zwiebel::N,кӏочӏопер,цибуля
188,Saat::N,хьон,сім’я
189,Korn::N,мугь,зерно
190,Heu::N,хер,сіно
191,Schale::N,хъал,шкірка
192,Grube::N,гвенд,яма
193,Falle::N,къор,пастка
194,Falle::N,къотен,пастка
195,Schlinge::N,кӏичӏ,петля
196,Spur::N,лъалкӏ,слід
197,Asche::N,рахъу,зола
198,Asche::N,рахъу,попіл
199,Dreck::N,гъиз,бруд
200,Dreck::N,хӏарщ,бруд
201,Eisen::N,махх,залізо
202,Gold::N,месед,золото
203,Silber::N,гӏарац,срібло
204,Kohle::N,тӏурччи,вугілля
205,Glas::N,цӏер,скло
206,Lehm::N,хӏатӏ,глина
207,Sand::N,сали,пісок
208,Mensch::N,чи,людина
209,Mann::N,бихьинчи,чоловік
210,Frau::N,гӏадан,жінка
211,Kind::N,лъимер,дитина
212,Junge::N,вас,хлопець
213,Mädchen::N,яс,дівчина
214,Familie::N,хъизан,сім’я
215,Familie::N,хъизан,родина
216,Großvater::N,кӏудада,дідусь
217,Großmutter::N,кӏодо,бабуся
218,Eltern::N,эбел-эмен,батьки
219,Vater::N,эмен,батько
220,Mutter::N,эбел,мати
221,Sohn::N,вас,син
222,Tochter::N,яс,дочка
223,Bruder::N,вац,брат
224,Schwester::N,яц,сестра
225,Onkel::N,даци,дядько
226,Tante::N,ада,тітка
227,Ehemann::N,рос,чоловік
228,Ehefrau::N,чӏужу,жінка
229,Ehefrau::N,чӏужу,дружина
230,Freude::N,ракӏбохи,радощі
231,Gelächter::N,релъи,сміх
232,Glück::N,талихӏ,щастя
233,Glück::N,талихӏ-рохел,щастя
234,Kummer::N,хӏалкъай,горе
235,Wunsch::N,къасд,бажання
236,Lust::N,гъира,бажання
237,Geist::N,чӏанкӏ,дух
238,Geist::N,рухӏ-жан,дух
239,Gedanke::N,пикру,думка
240,Verstand::N,лумалъи,розум
241,Verstand::N,цӏодорлъи,розум
242,Sinn::N,магӏна,зміст
243,Sinn::N,магӏна,значення
244,Grund::N,багьана,причина
245,Wahrheit::N,ритӏухълъи,правда
246,Gespräch::N,накъит,розмова
247,Märchen::N,маргьа,байка
248,Erzählung::N,къиса,повість
249,Erzählung::N,къиса,оповідання
250,Nachricht::N,хабар,повідомлення
251,Neuigkeit::N,хабар-гӏазаб,новина
252,Name::N,цӏар,ім’я
253,Rätsel::N,бицанкӏо,загадка
254,Rede::N,речь,промова
255,Rede::N,калам,промова
256,Sprache::N,мацӏ,мова
257,Stimme::N,гьаракь,голос
258,Wort::N,рагӏи,слово
259,Zeichen::N,ишара,знак
260,Zeichen::N,гӏаламат,знак
261,Ruf::N,ахӏи,оклик
262,Lärm::N,хъуй,шум
263,Lärm::N,хъуди,шум
264,Laut::N,гьаракь,звук
265,Laut::N,сас,звук
266,Lied::N,кечӏ,пісня
267,Ruhe::N,рахӏат,спокій
268,Leute::N,гӏадамал,люди
269,Volk::N,халкъ,народ
270,Arbeit::N,хӏалтӏи,робота
271,Gast::N,гьобол,гість
272,Geschenk::N,сайигъат,подарунок
273,Spiel::N,хӏай,гра
274,Spiel::N,расанди,гра
275,Gesellschaft::N,жамагӏат,товариство
276,Hilfe::N,кумек,допомога
277,Freund::N,гьудул,друг
278,Freund::N,гьудул,приятель
279,Kamerad::N,гьалмагъ,товариш
280,Angelegenheit::N,къваригӏел,справа
281,Anzahl::N,рикӏкӏен,число
282,Art::N,жинс,рід
283,Stück::N,кесек,кусок
284,Teil::N,пай,частина
285,Hälfte::N,бащдаб,половина
286,Kreis::N,гор,круг
287,Kreis::N,гор,коло
288,Kreuz::N,хъанч,хрест
289,Linie::N,мухъ,лінія
290,Strich::N,хӏучч,штрих
291,Abstand::N,манзил,проміжок
292,Entfernung::N,манзил,відстань
293,Gegend::N,рахъ,місцевість
294,Platz::N,бакӏ,площа
295,Ort::N,бакӏ,місце
296,Seite::N,рахъ,сторона
297,Mitte::N,бакьулъбакӏ,середина
298,Gegenstand::N,жо,предмет
299,Sache::N,жо,річ
300,Rand::N,мицӏир,край
301,Kante::N,рагӏал,ребро
302,Kante::N,рагӏа-ракьан,ребро
303,Ecke::N,цили,ріг
304,Spitze::N,тӏогь,кінчик
305,Ende::N,кӏал,кінець
306,Loch::N,каратӏ,діра
307,Muster::N,накъиш,узор
308,Größe::N,кӏодо́лъи,розмір
309,Länge::N,халалъи,довжина
310,Höhe::N,борхалъи,висота
311,Gewicht::N,бакӏлъи,вага
312,Haufen::N,гъуни,купа
313,Reihe::N,ирга́,ряд
314,Boot::N,раса,човен
315,Ruder::N,раххан,весло
316,Schlitten::N,чанагъ,сани
317,Ski::N,лыжаби,лижа
318,Lagerfeuer::N,цӏа,вогнище
319,Last::N,бакӏлъи,тягар
320,Last::N,бакӏлъи,вантаж
321,Gang::N,хьвади,хід
322,Gang::N,хьвада-чӏвади,хід
323,Schritt::N,гали,крок
324,Norden::N,шимал,північ
325,Süden::N,юг,південь
326,Süden::N,къибла,південь
327,Westen::N,гъарб,захід
328,Westen::N,магъриб,захід
329,Osten::N,шаркъ,схід
330,Osten::N,машрикъ,схід
331,Holz::N,цӏул,дрова
332,Brett::N,хъарщи,дошка
333,Platte::N,къоно,плита
334,Stange::N,гӏер,жердина
335,Stock::N,тӏил,палиця
336,Stab::N,гӏер,палиця
337,Rohr::N,турба,труба
338,Haus::N,ригь,дім
339,Haus::N,ригь,хата
340,Haus::N,рукъзал,дім
341,Haus::N,рукъзал,хата
342,Heim::N,рукъ,житло
343,Ofen::N,печь,піч
344,Fußboden::N,чӏабар,підлога
345,Tisch::N,стол,стіл
346,Stuhl::N,бакӏу,стілець
347,Wiege::N,кини,колиска
348,Bett::N,кровать,ліжко
349,Bett::N,кровать,постіль
350,Regal::N,хъарщи,полиця
351,Kiste::N,ящик,ящик
352,Kiste::N,тӏалагъуд,ящик
353,Fenster::N,гордо,вікно
354,Tür::N,нуцӏа,двері
355,Tor::N,каву,ворота
356,Zaun::N,раци,паркан
357,Zaun::N,раци,огорожа
358,Dach::N,тӏох,дах
359,Leiter::N,мали,драбина
360,Besen::N,жул,мітла
361,Spaten::N,бел,заступ
362,Schaufel::N,раххан,совок
363,Schaufel::N,раххан,лопата
364,Gabel::N,гӏучӏ,виделка
365,Löffel::N,гъуд,ложка
366,Messer::N,нус,ніж
367,Nagel::N,магӏ,цвях
368,Netz::N,гьин,сіть
369,Haken::N,гъанцӏа,крюк
370,Griff::N,гӏоркь,ручка
371,Griff::N,гӏоркь,держак
372,Schloss::N,кӏулал,замок
373,Bild::N,сурат,картина
374,Puppe::N,нани,лялька
375,Beutel::N,таргьа,мішечок
376,Beutel::N,таргьа,торбинка
377,Bündel::N,къай,в’язка
378,Tasche::N,сумка,сумка
379,Tasche::N,къвачӏа,сумка
380,Eimer::N,ведро,відро
381,Deckel::N,тӏалъел,кришка
382,Deckel::N,дадитӏалъел,кришка
383,Geschirr::N,цӏарагӏ,посуд
384,Sack::N,хъап,мішок
385,Sack::N,къандалъо,мішок
386,Tasse::N,чашка,чашка
387,Topf::N,хьаг,горщик
388,Kessel::N,хьаг,котел
389,Kessel::N,гереги,котел
390,Essen::N,тӏагӏам,їжа
391,Nahrung::N,квен,харч
392,Speise::N,квен,страва
393,Fleisch::N,гьан,м’ясо
394,Getreide::N,бугӏа-ролъ,хліб
395,Getreide::N,бугӏа-ролъ,збіжжя
396,Getreide::N,могьолабл_культураби,хліб
397,Getreide::N,могьолабл_культураби,збіжжя
398,Brei::N,карщ,каша
399,Brot::N,чед,хліб
400,Scheibe::N,мочӏу,скибочка
401,Fett::N,беэнлъи,жир
402,Butter::N,нах,масло
403,Öl::N,нах,олія
404,Salz::N,цӏам,сіль
405,Suppe::N,чурпа,суп
406,Honig::N,гьоцӏо,мед
407,Milch::N,рахь,молоко
408,Tee::N,чай,чай
409,Leder::N,тӏом,шкіра
410,Wolle::N,квас,шерсть
411,Stoff::N,ххам,тканина
412,Nadel::N,рокӏкӏен,голка
413,Faden::N,кун,нитка
414,Knopf::N,маргъал,ґудзик
415,Knoten::N,гарацӏ,вузол
416,Farbe::N,релъен,фарба
417,Kleidung::N,ретӏел,одяг
418,Kleidung::N,ретӏел,убрання
419,Hemd::N,гурде,сорочка
420,Kragen::N,габур,комір
421,Ärmel::N,къвал,рукав
422,Hose::N,тӏажу,брюки
423,Gürtel::N,рачел,пояс
424,Mütze::N,тӏагъур,шапка
425,Stiefel::N,этек,чобіт
426,Stiefel::N,чакма,чобіт
427,Ring::N,баргъич,кільце
428,Band::N,лента,стрічка
429,Kamm::N,гьоркьо,гребінець
430,Spiegel::N,матӏу,дзеркало
431,Riemen::N,рижу,ремінь
432,Decke::N,одея́ло,ковдра
433,Kissen::N,къандалъо,подушка
434,Tuch::N,квархьи,хустка
435,Handtuch::N,беркӏалрацӏцӏ,рушник
436,Kraft::N,гуч,сила
437,Kraft::N,къуват,сила
438,Stärke::N,хӏалкӏвей,сила
439,Gesundheit::N,сахлъи́,здоров’я
440,Krankheit::N,унти,хвороба
441,Krankheit::N,щокълъи,хвороба
442,Schmerz::N,унти,біль
443,Wunde::N,ругъун,рана
444,Fieber::N,цӏа-кан,гарячка
445,Arznei::N,дару,ліки
446,Brücke::N,кьо,міст
447,Brunnen::N,гъуй,колодязь
448,Weide::N,рицӏцӏ,пасовище
449,Weide::N,лъичӏирма,пасовище
450,Weide::N,гӏурдаллъи,пасовище
451,Weide::N,ри́цӏигъветӏ,пасовище
452,Weide::N,рицӏцӏигъветӏ,пасовище
453,Pfad::N,сухъмахъ,стежка
454,Weg::N,нух,шлях
455,Weg::N,нух,дорога
456,Straße::N,нух,вулиця
457,Dorf::N,росу,село
458,Stadt::N,шагьар,місто
459,Brief::N,кагъат,лист
460,Brief::N,рисалат,лист
461,Buch::N,тӏехь,книга
462,Buch::N,тӏехь,книжка
463,Buchstabe::N,хӏарп,буква
464,Buchstabe::N,хӏарп,літера
465,Zeitung::N,газет,газета
466,Leben::N,яшав,життя
467,Tod::N,хвел,смерть
468,Grab::N,хоб,могила
469,Kirche::N,килиса,церква
470,Sünde::N,хӏакъ,гріх
471,Sünde::N,мунагь,гріх
472,Gott::N,бичас,бог
473,Gott::N,аллагь,бог
474,Arbeiter::N,хӏалтӏухъан,робітник
475,Chef::N,хӏаким,хазяїн
476,Chef::N,начальник,хазяїн
477,Meister::N,устар,умілець
478,Meister::N,мастер,умілець
479,Meister::N,махщалилав,умілець
480,Arzt::N,жайрахӏ,лікар
481,Lehrer::N,мугӏалим,вчитель
482,Geld::N,гӏарац,гроші
483,Laden::N,тукен,магазин
484,Laden::N,тукен,крамниця
485,Preis::N,багьа,ціна
486,Ware::N,къайи,товар
487,Nutzen::N,мунпагӏат,вигода
488,Nutzen::N,мунпагӏат,користь
489,Reichtum::N,бечелъи,багатство
490,Welt::N,дуниял,світ
491,Land::N,улка,країна
492,Land::N,икълим,країна
493,Staat::N,пачалихъ,держава
494,König::N,пача,король
495,König::N,малик,король
496,König::N,къирал,король
497,König::N,падишагь,король
498,Macht::N,кверщел,влада
499,Grenze::N,гӏорхъи,кордон
500,Krieg::N,рагъ,війна
501,Feind::N,тушман,ворог
502,Gewalt::N,зулму,насильство
503,Kampf::N,къеркьей,бій
504,Kampf::N,къеркьей,боротьба
505,Bogen[Waffe]::N,газаргъо,лук
506,Pfeil::N,чӏор,стріла
507,Gewehr::N,туманкӏ,рушниця
508,Gewehr::N,туманкӏ,гвинтівка
509,Fehler::N,гъалатӏ,помилка
510,Lüge::N,гьереси,брехня
511,Schaden::N,зиян,шкода
512,Schaden::N,зиян,збиток
513,Schaden::N,зарал,шкода
514,Schaden::N,зарал,збиток
515,Unglück::N,балагь,нещастя
516,Schuld::N,гӏайиб,провина
517,Alter::N,гӏумру,вік
518,Alter::N,гӏумру,літа
519,Schluss::N,ахир,кінець
520,Zeit::N,заман,час
521,Tag::N,къо,день
522,Morgen::N,радалмех,ранок
523,Mittag::N,къадемех,південь
524,Abend::N,релъедамех,вечір
525,Nacht::N,сордо,ніч
526,Woche::N,анкь,тиждень
527,Monat::N,моцӏ,місяць
528,Jahr::N,сон,рік
529,Jahr::N,лъагӏел,рік
530,Frühling::N,их,весна
531,Sommer::N,рии,літо
532,Herbst::N,хасалихълъи,осінь
533,Winter::N,кьин,зима
534,Januar::N,январь,січень
535,Februar::N,февра́ль,лютий
536,März::N,март,березень
537,April::N,апрель,квітень
538,Mai::N,май,травень
539,Juni::N,июнь,червень
540,Juli::N,июль,липень
541,August::N,август,серпень
542,September::N,сентябрь,вересень
543,Oktober::N,октябрь,жовтень
544,November::N,ноябрь,листопад
545,Dezember::N,декабрь,грудень
546,Montag::N,итни,понеділок
547,Dienstag::N,талат,вівторок
548,Mittwoch::N,арбагӏ,середа
549,Donnerstag::N,хамиз,четвер
550,Freitag::N,рузман,п’ятниця
551,Samstag::N,щамат,субота
552,Sonntag::N,гьатӏан,неділя
553,groß::A,кӏудияб,великий
554,klein::A,гьитӏинаб,малий
555,klein::A,гьитӏинаб,маленький
556,lang::A,халатаб,довгий
557,kurz::A,къокъаб,короткий
558,breit::A,гӏебаб,широкий
559,schmal::A,къваридаб,вузький
560,dicht::A,ризаб,густий
561,dick[Gegenstand]::A,бицатаб,товстий
562,dünn::A,тӏеренаб,тонкий
563,fein::A,тӏеренаб,дрібний
564,fest::A,къвакӏараб,міцний
565,flach::A,чӏепараб,плоский
566,glatt::A,цӏвакараб,рівний
567,glatt::A,цӏвакараб,гладенький
568,hart::A,кьварараб,твердий
569,weich::A,тамахаб,м’який
570,rund::A,гургинаб,круглий
571,spitz::A,бегӏераб,гострокінцевий
572,scharf::A,рекӏараб,гострий
573,stumpf::A,тӏехӏараб,тупий
574,stumpf::A,рекӏинчӏеб,тупий
575,schwer::A,бакӏаб,важкий
576,schön::A,берцинаб,вродливий
577,heiß::A,лагьараб,жаркий
578,heiß::A,лагьараб,гарячий
579,warm::A,хинаб,теплий
580,kalt::A,квачараб,холодний
581,kühl::A,квачараб,прохолодний
582,frisch::A,цӏияб,свіжий
583,feucht::A,рагьараб,вогкий
584,nass::A,би́ччараб,мокрий
585,trocken::A,бакъвараб,сухий
586,leer::A,чӏобогояб,пустий
587,offen::A,рагьараб,відкритий
588,geschlossen::A,рахараб-къараб,закритий
589,geschlossen::A,рахараб-къараб,зачинений
590,sauber::A,бацӏцӏадаб,чистий
591,sauber::A,бацӏцӏадаб,охайний
592,schmutzig::A,гъизараб,брудний
593,roh::A,хамаб,сирий
594,roh::A,гӏатӏгояб,сирий
595,reif::A,барщараб,зрілий
596,lecker::A,тӏагӏамаб,смачний
597,süß::A,гьуинаб,солодкий
598,bitter::A,кьогӏаб,гіркий
599,sauer::A,цӏекӏаб,кислий
600,hell::A,канаб,світлий
601,dunkel::A,бецӏаб,темний
602,schwarz::A,чӏегӏераб,чорний
603,weiß::A,хъахӏаб,сивий
604,rot::A,багӏараб,червоний
605,gelb::A,гӏобилаб,жовтий
606,gelb::A,тӏогьилаб,жовтий
607,blau::A,хъахӏилаб,синій
608,grün::A,гӏурччинаб,зелений
609,grau::A,накӏкӏуяб,сірий
610,bunt::A,къвекӏаб,барвистий
611,bunt::A,чара-гъараб,барвистий
612,billig::A,учузаб,дешевий
613,teuer::A,хири́яб,дорогий
614,wertvoll::A,къиматаб,цінний
615,blind::A,беццаб,сліпий
616,taub::A,гъугъаб,глухий
617,kräftig::A,гучаб,могутній
618,stark::A,къуватаб,сильний
619,schwach::A,гӏажизаб,слабкий
620,fett::A,кьарияб,жирний
621,fett::A,кьарияб,товстий
622,schlank::A,чергесаб,тонкий
623,schlank::A,чергесаб,стрункий
624,hübsch::A,гьайбатаб,чарівний
625,böse::A,ракӏквешаб,злий
626,böse::A,ракӏквешаб,лихий
627,dumm::A,гьагаб,дурний
628,dumm::A,гӏантаб,дурний
629,faul::A,кӏохӏалаб,ледачий
630,faul::A,кӏухӏа́лаб,ледачий
631,fleißig::A,хӏаракатаб,старанний
632,geizig::A,къарумаб,скупий
633,klug::A,лумияб,мудрий
634,klug::A,лумияб,розумний
635,geschickt::A,махщел бугев,умілий
636,lieb::A,гӏазизаб,милий
637,lustig::A,кепаб,веселий
638,sanft::A,хӏалимаб,лагідний
639,sanft::A,хӏере́наб,лагідний
640,hungrig::A,бакъараб,голодний
641,krank::A,щокъаб,слабий
642,krank::A,унтараб,слабий
643,nackt::A,гӏицӏаб,голий
644,nackt::A,чӏанкӏараб,голий
645,traurig::A,пашманаб,сумний
646,lebendig::A,чӏагояб,живий
647,gut::A,лъикӏаб,добрий
648,schlecht::A,къадараб,поганий
649,schlecht::A,къадараб,кепський
650,richtig::A,битӏараб,правильний
651,schlimm::A,нажасаб,бридкий
652,schlimm::A,къабихӏаб,бридкий
653,wahr::A,хӏакъаб,справжній
654,wahr::A,битӏараб,справжній
655,alt::A,басрияб,старий
656,neu::A,цӏияб,новий
657,ehemalig::A,цебе́госеб,колишній
658,alt[Lebewesen]::A,хераб,старий
659,jung::A,тӏинчӏаб,молодий
660,jung::A,гӏолохъанаб,молодий
661,arm::A,пакъираб,бідний
662,reich::A,бечедаб,багатий
663,bekannt::A,лъалеб,знайомий
664,berühmt::A,машгьураб,славетний
665,fremd::A,чияр,чужий
666,verschieden::A,батӏи-батӏияб,різний
667,nah::A,гӏагарда бугеб,близький
668,fern::A,рикӏкӏадаб,далекий
669,linker::A,квегӏаб,лівий
670,rechter::A,кваранаб,правий
671,anderer::A,батӏияб,інакший
672,erster::A,тӏоцебесеб,перший
673,zweiter::A,кӏиабилеб,другий
674,dritter::A,лъабабилеб,третій
675,letzter::A,ахирисеб,останній
676,allein::ADV,ялгъузго,сам
677,allein::ADV,ялгъузго,один
678,auf einmal::ADV,цихӏинтӏаго,відразу
679,zusammen::ADV,цойида,разом
680,zusammen::ADV,цойида,спільно
681,plötzlich::ADV,цойидасанго,раптом
682,sofort::ADV,гьебсагӏат,зараз
683,jetzt::ADV,гьанже,тепер
684,heute::ADV,жакъа,сьогодні
685,morgen::ADV,метер,завтра
686,bald::ADV,гьабсагӏаталъ,незабаром
687,dann::ADV,цинги,потім
688,gestern::ADV,сон,вчора
689,einst::ADV,цин,колись
690,damals::ADV,гьебмехалъ,тоді
691,damals::ADV,гьебмехалда,тоді
692,danach::ADV,цинги,згодом
693,danach::ADV,хадуса,згодом
694,vorher::ADV,цебе,раніше
695,zuerst::ADV,тӏоцебе,спершу
696,zuerst::ADV,тӏоцебе,спочатку
697,einmal::ADV,цинцӏул,один раз
698,einmal::ADV,цихӏин,один раз
699,einmal::ADV,цоцӏул,один раз
700,manchmal::ADV,олоцӏул,іноді
701,manchmal::ADV,олоцӏул,інколи
702,oft::ADV,гӏемерго,часто
703,immer::ADV,кидаго,завжди
704,niemals::ADV,киданиги,ніколи
705,hier::ADV,аниб,тут
706,hierhin::ADV,анибехун,сюди
707,von hier::ADV,гьаниса,звідси
708,dort::ADV,гьениб,там
709,dorthin::ADV,гьадаба,туди
710,geradeaus::ADV,битӏутӏа,прямо
711,vorwärts::ADV,цебехун,вперед
712,rückwärts::ADV,нахъ-нахъ,назад
713,zurück::ADV,нахъе,назад
714,unten::ADV,ахакь,внизу
715,unten::ADV,гъоркь,внизу
716,hinab::ADV,эхебе,вниз
717,oben::ADV,тӏад,вгорі
718,oben::ADV,тӏадехун,вгорі
719,hinauf::ADV,эхеде,вгору
720,überall::ADV,кибго,скрізь
721,ein wenig::ADV,дагьабго,трохи
722,ein wenig::ADV,дагьабго,небагато
723,kaum::ADV,хӏалалъ,ледве
724,sehr::ADV,кутакалда,дуже
725,so::ADV,гьедин,так
726,noch::ADV,жеги,ще
727,nur::ADV,гӏӣцӏго,лише
728,nur::ADV,гӏӣцӏго,тільки
729,wieder::ADV,на́хъеги,знову
730,vergebens::ADV,чӏалгӏаде,дарма
731,vor::PRP,цебе,перед
732,hinter::PRP,хадуса,ззаду
733,hinter::PRP,хадуса,позаду
734,unter::PRP,ахакь,під
735,unter::PRP,гъоркь,під
736,neben::PRP,аскӏо,біля
737,zwischen::PRP,гьоркьоб,між
738,wegen::PRP,гьелда,з-за
739,wegen::PRP,гьелда,через
740,dies::PRN,гьаб,це
741,dies::PRN,гьеб,це
742,das::PRN,доб,то
743,ich::PRN,дун,я
744,du::PRN,дуца,ти
745,er::PRN,доб,він
746,wir::PRN,ниж,ми
747,ihr::PRN,нуж,ви
748,sie::PRN,дол,вони
749,sie::PRN,эл,вони
750,was::FPRN,щиб,що
751,wer::FPRN,щиб,хто
752,wo::FADV,киб,де
753,wo::FADV,кибехун,де
754,wohin::FADV,кибехун,куди
755,wie::FADV,кин,як
756,warum::FADV,щай,чому
757,wieviel::FNUM,кигӏан,скільки
758,eins::NUM,цо,один
759,zwei::NUM,кӏиго,два
760,drei::NUM,лъабго,три
761,vier::NUM,ункъо,чотири
762,fünf::NUM,щуго,п’ять
