,Concept_ID,mdf,vep
140,Ast::N,морга,oks
141,Zweig::N,тарад,oks
142,Zweig::N,тарад,barb
143,Blatt::N,лопа,lehtez
144,Birke::N,ке́лу,koiv
145,Kiefer[Baum]::N,пиче,pedai
146,Weide[Baum]::N,каль,raid
147,Tanne::N,куз,kuz'
148,Horn::N,сюра,sar'v
149,Feder::N,толга,höuneh
150,Fell::N,кедь,nahk
151,Flügel::N,паця,suug
152,Klaue::N,кенже,künz'
153,Kralle::N,кенже,künz'
154,Schwanz::N,пула,händ
155,Ei::N,ал,muna
156,Nest::N,пиза,peza
157,Bau::N,пиза,uru
158,Tier::N,жува́та,živat
159,Herde::N,нал,kogo
160,Herde::N,стада,kogo
161,Kuh::N,скал,lehm
162,Kuh::N,тракс,lehm
163,Bulle::N,бука,härg
164,Pferd::N,лишме,hebo
165,Schaf::N,уча́,lambaz
166,Schwein::N,тува,siga
167,Hund::N,пине,koir
168,Katze::N,катоня,kaži
169,Katze::N,аваката,kaži
170,Bär::N,офта,kondi
171,Eichhörnchen::N,ур,orav
172,Elch::N,ся́рда,hirb'
173,Fuchs::N,келазь,reboi
174,Hase::N,ну́мол,jäniš
175,Maus::N,шеер,hir'
176,Wolf::N,върьгаз,händikaz
177,Vogel::N,нармонь,lind
178,Schwarm::N,ко́вол,parveh
179,Schwarm::N,ме́швеле,parveh
180,Huhn::N,сараз,kana
181,Hahn::N,а́тякш,kukoi
182,Gans::N,маци,hanh'
183,Adler::N,куцькан,orl
184,Ente::N,яксярга,sorz
185,Eule::N,ко́рож,hir'pulo
186,Kranich::N,ка́рга,kurg
187,Krähe::N,ва́рси,variš
188,Kuckuck::N,ку́ку,kägi
189,Schwan::N,ло́ксти,joucen
190,Fisch::N,кал,kala
191,Barsch::N,о́кунь,ahven
192,Hecht::N,щу́ка,haug'
193,Schlange[Tier]::N,куй,kü
194,Schlange[Tier]::N,куй,mado
195,Wurm::N,сукс,mado
196,Spinne::N,унжа́,hämähouk
197,Ameise::N,панжам,murahaine
198,Laus::N,си,täi
199,Mücke::N,ся́ське,säs'k
200,Fliege::N,кару,kärbhaine
201,Schmetterling::N,ме́лав,lipkaine
202,Beere::N,и́мож,marj
203,Apfel::N,марь,jablok
204,Pilz::N,панга,sen'
205,Pilz::N,панга,babuk
206,Zwiebel::N,шурьхкя́,lauk
207,Saat::N,видьмот,semned
208,Korn::N,сёра,jüvä
209,Korn::N,сёра,vill'
210,Heu::N,тише,hein
211,Schale::N,кедь,kor'
212,Grube::N,лотка,kop
213,Falle::N,туфкс,rida
214,Falle::N,кунда́ма,rida
215,Schlinge::N,килькш,rihm
216,Spur::N,пильгоки́,jäl'g
217,Asche::N,кулу,tuhk
218,Dreck::N,ърда́з,redu
219,Dreck::N,ърда́з,pačak
220,Eisen::N,кшни,raud
221,Gold::N,ока,kuld
222,Gold::N,золота,kuld
223,Silber::N,сия́,hobed
224,Kohle::N,седь,hil'
225,Kohle::N,седьвальмя,hil'
226,Glas::N,кля́нцек,stökol
227,Lehm::N,сёвонь,savi
228,Sand::N,шува́р,lete
229,Mensch::N,ломань,mez'
230,Mensch::N,ломань,ristit
231,Mann::N,аля,mez'
232,Mann::N,цёраломань,mez'
233,Frau::N,ава,naine
234,Kind::N,идь,laps'
235,Kind::N,шаба,laps'
236,Junge::N,цёраня,poig
237,Junge::N,цёраня,prihaine
238,Mädchen::N,стирня́,neičukaine
239,Familie::N,тнал,kanz
240,Familie::N,тнал,pereh
241,Familie::N,семья,kanz
242,Familie::N,семья,pereh
243,Großvater::N,атя,ded
244,Großvater::N,щя́тя,ded
245,Großmutter::N,баба,bab
246,Eltern::N,тя́дят-а́лят,vanhembad
247,Eltern::N,тя́дят-а́лят,kazvatajad
248,Vater::N,аля,tat
249,Mutter::N,ава,mam
250,Mutter::N,тядя,mam
251,Sohn::N,цёра,poig
252,Tochter::N,стирь,tütär
253,Bruder::N,дуган,veik
254,Bruder::N,дуган,vell'
255,Bruder::N,пяльне,veik
256,Bruder::N,пяльне,vell'
257,Schwester::N,ака,čiža
258,Schwester::N,ака,sizar
259,Schwester::N,сазор,čiža
260,Schwester::N,сазор,sizar
261,Onkel::N,оця,däd'
262,Onkel::N,патя,däd'
263,Onkel::N,щеня́,däd'
264,Tante::N,ака,tädi
265,Tante::N,щака,tädi
266,Ehemann::N,мирде,mužik
267,Ehefrau::N,ърьвя́,ak
268,Freude::N,ке́нярдема,ilo
269,Freude::N,ке́нярдема,ihastuz
270,Gelächter::N,рахсема,nagr
271,Glück::N,паваз,oza
272,Kummer::N,ризф,gor'a
273,Kummer::N,пичефкс,gor'a
274,Wunsch::N,мяль,taht
275,Wunsch::N,таколдома,taht
276,Lust::N,таколдома,himo
277,Geist::N,вайме,heng
278,Gedanke::N,мяль,meletuz
279,Gedächtnis::N,прявий,mušt
280,Verstand::N,прявий,mel'
281,Sinn::N,ён,jüvä
282,Grund::N,туфта́л,sü
283,Wahrheit::N,ви́де,tozi
284,Wahrheit::N,видеши́,tozi
285,Gespräch::N,корхтама,lodu
286,Gespräch::N,корхтама,pagin
287,Märchen::N,ёфкс,sarn
288,Erzählung::N,азкс,sanutez
289,Nachricht::N,куля́,tedotuz
290,Neuigkeit::N,куля́,uzištuz
291,Name::N,лем,nimi
292,Rätsel::N,со́дама ёфкс,ozoitez
293,Rede::N,вал,pagin
294,Rede::N,вал,sanad
295,Rede::N,корхтама,pagin
296,Rede::N,корхтама,sanad
297,Sprache::N,кяль,kel'
298,Stimme::N,вайгяль,än'
299,Wort::N,вал,sana
300,Zeichen::N,тя́ште,znam
301,Zeichen::N,тя́штькс,znam
302,Ruf::N,тердема,kida
303,Ruf::N,тердема,kucund
304,Lärm::N,гайф,judu
305,Lärm::N,жалакодома,judu
306,Laut::N,вайгяль,kulund
307,Ton::N,вайгяль,kulund
308,Lied::N,мора,pajo
309,Ruhe::N,сетьме,lebu
310,Leute::N,ломатть,rahvaz
311,Volk::N,наро́д,rahvaz
312,Arbeit::N,тев,tö
313,Arbeit::N,тев,rad
314,Gast::N,и́нжи,adiv
315,Gast::N,ко́нак,adiv
316,Geschenk::N,казне,lahj
317,Spiel::N,налхкома,vänd
318,Spiel::N,налхксема,vänd
319,Gesellschaft::N,кружок,sebr
320,Hilfe::N,лездома,abu
321,Freund::N,я́лга,sebranik
322,Kamerad::N,я́лга,sebranik
323,Angelegenheit::N,тев,azj
324,Anzahl::N,лувкс,lugu
325,Art::N,вид,rod
326,Art::N,вид,rodsugu
327,Stück::N,пакш,pala
328,Stück::N,пакш,supal
329,Teil::N,часть,pala
330,Teil::N,пялькс,pala
331,Hälfte::N,пяле,pol'
332,Kreis::N,шаркс,ümbruz
333,Kreis::N,шаркс,kehkruz
334,Kreuz::N,крёз,rist
335,Linie::N,межа,pird
336,Linie::N,китькс,pird
337,Strich::N,межа,pird
338,Abstand::N,ётка,keskust
339,Entfernung::N,ётка,matk
340,Gegend::N,ва́ста,taho
341,Gegend::N,перьфпя́ль,taho
342,Platz::N,ва́ста,avaruz'
343,Ort::N,ва́ста,koht
344,Seite::N,пяле,pol'
345,Seite::N,пяле,kül'g
346,Mitte::N,кучка́,kesk
347,Gegenstand::N,веща,kalu
348,Sache::N,тев,azj
349,Sache::N,веща,azj
350,Rand::N,пе,röun
351,Kante::N,и́рдез,röun
352,Ecke::N,ужа,saum
353,Spitze::N,пря,agjaine
354,Ende::N,пе,agj
355,Loch::N,варя,reig
356,Winkel::N,ужа,čoga
357,Winkel::N,ужа,saum
358,Muster::N,сёрма,kirjam
359,Größe::N,серь,suruz'
360,Länge::N,кува́лма,piduz
361,Höhe::N,серь,korktuz'
362,Gewicht::N,сталма,jügu
363,Gewicht::N,сталма,vedäduz
364,Menge::N,лувкс,äjüz'
365,Haufen::N,мар,kogo
366,Reihe::N,ряд,rivi
367,Boot::N,венеж,veneh
368,Ruder::N,миле,air
369,Schlitten::N,ну́рда,regi
370,Schlitten::N,ну́рда,regut
371,Ski::N,сокс,suks'
372,Lagerfeuer::N,то́лмар,nodj
373,Lagerfeuer::N,то́лмар,pažag
374,Last::N,канкс,jüguz
375,Last::N,сталма,jüguz
376,Gang::N,молема,astund
377,Schritt::N,аськолкс,hašk
378,Norden::N,якшама шире,pohjoine
379,Süden::N,ля́мбе ши́ре,suvi
380,Westen::N,ши валгома шире,päivlaskm
381,Osten::N,шинь стяма шире,päivnouzm
382,Holz::N,вирь,pu
383,Holz::N,шуфта,pu
384,Brett::N,лавця,laud
385,Platte::N,плита́,keitim
386,Stütze::N,неже,tugi
387,Stange::N,олга,arz'
388,Stock::N,байдек,kalu
389,Stab::N,олгоня,seibaz
390,Rohr::N,турама,torv
391,Haus::N,куд,pert'
392,Heim::N,куд,kodi
393,Ofen::N,пянакуд,päč
394,Fußboden::N,кия́кс,lava
395,Tisch::N,шра,laud
396,Tisch::N,шра,stal'c
397,Tisch::N,моркш,laud
398,Tisch::N,моркш,stal'c
399,Stuhl::N,стул,ištim
400,Wiege::N,нюря́м,kätte
401,Bett::N,ацам,sija
402,Bett::N,ацам,magaduzsija
403,Regal::N,лавцяланга,palič
404,Kiste::N,парга,mülütim
405,Fenster::N,валмья,ikun
406,Tür::N,кенкш,uks'
407,Tor::N,ортат,verai
408,Zaun::N,перяфкс,aid
409,Dach::N,кудпря,katuz
410,Leiter::N,куцема,pordhad
411,Besen::N,тяльме,lud
412,Besen::N,тяльме,vast
413,Spaten::N,ка́йме,labid
414,Schaufel::N,ко́поня,labid
415,Schaufel::N,ця́рдом,labid
416,Gabel::N,ця́нгоня,hangoine
417,Löffel::N,куцю,luzik
418,Messer::N,пеель,veič
419,Nagel::N,эска,nagl
420,Haken::N,кя́чказ,kouk
421,Griff::N,недь,kägä
422,Griff::N,недь,varz'
423,Griff::N,кунда́мка,kägä
424,Griff::N,кунда́мка,varz'
425,Schloss::N,замо́к,lukkol
426,Bild::N,карти́на,kuva
427,Figur::N,ронга-понда,figur
428,Puppe::N,ня́ка,tätüine
429,Beutel::N,кяскав,havad
430,Bündel::N,кярьме,toppaz
431,Bündel::N,кярьме,käč
432,Tasche::N,кошяльня,sumk
433,Eimer::N,ве́дарка,vädr
434,Deckel::N,тавадкс,katuz
435,Deckel::N,вельхкс,katuz
436,Geschirr::N,кядьге,astii
437,Sack::N,кяскав,havad
438,Tasse::N,ша́ваня,čašk
439,Topf::N,кавозь,pada
440,Kessel::N,сргавозь,katil
441,Essen::N,ярхцама,sönd
442,Nahrung::N,ярхцампяль,söm
443,Speise::N,ярхцама,sömine
444,Fleisch::N,пал,liha
445,Fleisch::N,сиволь,liha
446,Getreide::N,сёра,vill'
447,Brei::N,ям,pudr
448,Brot::N,кши,leib
449,Scheibe::N,кочам,bibaleh
450,Scheibe::N,кочам,šlik
451,Fett::N,куя́,razv
452,Butter::N,вай,voi
453,Öl::N,вай,voi
454,Salz::N,сал,sol
455,Suppe::N,шонгарям,lem'
456,Suppe::N,шонгарям,keitoz
457,Suppe::N,коршампяль,lem'
458,Suppe::N,коршампяль,keitoz
459,Honig::N,медь,mezi
460,Milch::N,лофца,maid
461,Tee::N,чай,čai
462,Leder::N,кедь,nahk
463,Wolle::N,пона,vill
464,Stoff::N,котф,kangaz
465,Nadel::N,салмокс,negl
466,Faden::N,сюре,nit'
467,Knopf::N,пуня,nübl'
468,Knoten::N,сюлма,sol'm
469,Farbe::N,архтомбяль,muju
470,Kleidung::N,щам,sobad
471,Hemd::N,па́нар,paid
472,Kragen::N,сиве,kagluz
473,Ärmel::N,ожа,hijam
474,Hose::N,понкст,štanad
475,Gürtel::N,каркс,vö
476,Mütze::N,вазь,šapuk
477,Schuh::N,башма́к,keng'
478,Stiefel::N,кя́ме,sapug
479,Ring::N,суркс,rengaz
480,Band::N,керькс,lentaine
481,Band::N,лента,lentaine
482,Kamm::N,сюрьхцем,suga
483,Spiegel::N,ванома,zerkol
484,Riemen::N,шнань каркс,vö
485,Schnur::N,пикс,nor
486,Schnur::N,карькскя,nor
487,Leine::N,вядьме,talutimnor
488,Decke::N,вельхкс,sijakatuz
489,Kissen::N,тоду,pöluz
490,Tuch::N,руця́,paik
491,Handtuch::N,на́рдама,käzipaik
492,Kraft::N,вий,vägi
493,Stärke::N,вииши,vahvuz'
494,Gesundheit::N,шумбраши́,tervhuz
495,Krankheit::N,урма́,läžund
496,Krankheit::N,сярядема,läžund
497,Schmerz::N,маряма,kibu
498,Wunde::N,керф,čapatez
499,Fieber::N,маштыкс,säru
500,Arznei::N,надо́бья,zel'l'
501,Arznei::N,пъчка́фтома,zel'l'
502,Brücke::N,седь,sild
503,Brunnen::N,эши,kaiv
504,Weide::N,ванома васта,omaluine
505,Pfad::N,ян,tehut
506,Pfad::N,киня́,tehut
507,Weg::N,ки,te
508,Straße::N,ки,te
509,Dorf::N,веле,külä
510,Stadt::N,ош,lidn
511,Brief::N,сёрма,kirjeine
512,Buch::N,книга,kirj
513,Buchstabe::N,бу́ква,kirjam
514,Zeitung::N,газе́та,lehtez
515,Leben::N,эряф,elo
516,Leben::N,эряма,elo
517,Tod::N,кулома́,surm
518,Grab::N,калма,kaum
519,Kirche::N,це́рькав,jumalanpert'
520,Sünde::N,пежеть,grähk
521,Sünde::N,муворкс,grähk
522,Gott::N,шкай,jumal
523,Arbeiter::N,трудендай,radnik
524,Arbeiter::N,работник,radnik
525,Chef::N,азор,pämez'
526,Chef::N,оцюня,pämez'
527,Meister::N,мастяр,mastar
528,Arzt::N,врач,lekar'
529,Arzt::N,доктор,lekar'
530,Lehrer::N,учи́тель,opendai
531,Geld::N,ярмакт,rahad
532,Geschäft::N,ладяфкс,biznes
533,Geschäft::N,ладяф тев,biznes
534,Laden::N,ла́вка,lauk
535,Preis::N,питне,arv
536,Ware::N,миф,tavar
537,Ware::N,ра́маф,tavar
538,Nutzen::N,пара,liža
539,Nutzen::N,лезкс,liža
540,Reichtum::N,ко́зяши,kodielo
541,Reichtum::N,ко́зяши,kal'huz'
542,Welt::N,свет,mail'm
543,Land::N,мастор,ma
544,Staat::N,государства,valdkund
545,König::N,король,kunigaz
546,Macht::N,азорондама,vald
547,Macht::N,азорксши,vald
548,Grenze::N,ёткаян,röun
549,Krieg::N,война́,soda
550,Feind::N,душман,vihanik
551,Feind::N,душман,vastustai
552,Feind::N,каршек тюри,vihanik
553,Feind::N,каршек тюри,vastustai
554,Gewalt::N,наругама,vägivald
555,Kampf::N,тюрема́,tora
556,Bogen[Waffe]::N,нал,taug
557,Pfeil::N,нал,nol
558,Gewehr::N,винто́вка,oružj
559,Fehler::N,эльбядькс,viga
560,Lüge::N,васькафнема,kelastuz
561,Schaden::N,зия́н,pahuz'
562,Unglück::N,зия́н,bed
563,Unglück::N,зия́н,gor'a
564,Schuld::N,муворши,värhuz'
565,Alter::N,эряф кизот,igä
566,Alter::N,эряфонь пинге,igä
567,Schluss::N,пе,lop
568,Zeit::N,пинге,aig
569,Tag::N,ши,päiv
570,Morgen::N,шобдава,homendez
571,Mittag::N,шикучка,keskpäiv
572,Abend::N,иля́дь,eht
573,Nacht::N,ве,ö
574,Woche::N,недя́ля,nedal'
575,Monat::N,ков,ku
576,Jahr::N,киза,voz'
577,Frühling::N,тунда́,keväz'
578,Sommer::N,киза,keza
579,Herbst::N,сёксе,sügüz'
580,Winter::N,тяла,tal'v
581,Januar::N,кельмеков,viluku
582,Februar::N,уфайков,uhoku
583,März::N,марайков,keväz'ku
584,April::N,шудиков,sulaku
585,Mai::N,панжиков,semendku
586,Juni::N,лямбеков,kezaku
587,Juli::N,псиков,heinku
588,August::N,сёроньков,eloku
589,September::N,тюжягов,sügüz'ku
590,Oktober::N,кельмазаков,reduku
591,November::N,эйндамков,kül'mku
592,Dezember::N,кучкаков,tal'vku
593,Montag::N,одговши,ezmärg
594,Dienstag::N,ша́вши,tožnarg
595,Mittwoch::N,вержи,koumanz'päiv
596,Donnerstag::N,шува́ланя,nellänz'päiv
597,Freitag::N,пя́денця,pätnič
598,Freitag::N,пя́денця,videnz'päiv
599,Samstag::N,ёткши,sobat
600,Sonntag::N,таргоши,pühäpäiv
601,groß::A,оцю,sur'
602,groß::A,оцю,järed
603,klein::A,ёмла,pen'
604,klein::A,ёмла,pičuine
605,lang::A,кува́ка,pit'k
606,kurz::A,нюрьхкя́ня,lühüd
607,breit::A,кели,leved
608,schmal::A,тяйня,kaid
609,dicht::A,сиде,tihed
610,dicht::A,туста,tihed
611,dick[Gegenstand]::A,эчке,paks
612,dünn::A,шува́ня,hoik
613,fein::A,шува́ня,hen
614,fest::A,кеме,luja
615,fest::A,кеме,ninev
616,flach::A,лапш,lapak
617,glatt::A,вадяв,siled
618,glatt::A,такор,siled
619,hart::A,калгода,kova
620,weich::A,ляпе,pehmed
621,rund::A,кру́глай,kehker
622,spitz::A,ботаз,nügu
623,spitz::A,ботаз,terav
624,spitz::A,оржа,nügu
625,spitz::A,оржа,terav
626,scharf::A,оржа,terav
627,stumpf::A,ношка,tül'c
628,schwer::A,стака,jüged
629,schön::A,мазы,čoma
630,heiß::A,пси,räk
631,warm::A,лямбе,läm'
632,kalt::A,кельме,vilu
633,kühl::A,эше,raibak
634,kühl::A,эше,viluhk
635,frisch::A,свежай,lahed
636,feucht::A,летьке,neps
637,feucht::A,летьке,toreh
638,nass::A,начка,märg
639,trocken::A,коське,kuiv
640,voll::A,пяшксе,täuz'
641,leer::A,шава,joudai
642,offen::A,панжада,avoin
643,offen::A,панжада,avol'jaine
644,offen::A,виде,avoin
645,offen::A,виде,avol'jaine
646,geschlossen::A,пякстаф,saubaline
647,geschlossen::A,сёлгф,saubaline
648,sauber::A,ару,puhtaz
649,schmutzig::A,рда́зу,redukaz
650,schmutzig::A,пя́ндра,redukaz
651,roh::A,верок,rohk
652,roh::A,верок,toreh
653,reif::A,ке́нерьф,küps
654,lecker::A,танцти,magukaz
655,süß::A,ламбама,maged
656,bitter::A,сяпи,karged
657,sauer::A,шапама,muiged
658,hell::A,валда,kirkas
659,hell::A,валда,valgei
660,dunkel::A,шобда,pimed
661,schwarz::A,равжа,must
662,weiß::A,акша,vauged
663,rot::A,якстерь,rusked
664,gelb::A,тюжя́,pakuine
665,blau::A,сенем,sinine
666,grün::A,пиже,vihand
667,grün::A,сянгяря,vihand
668,grau::A,уле,hahk
669,bunt::A,сёрмав,kirjav
670,billig::A,у́цез,odav
671,billig::A,аф пи́тни,odav
672,teuer::A,пи́тни,kalliž
673,wertvoll::A,питни,arvokas
674,blind::A,сокор,soged
675,taub::A,пярав,kurdiž
676,kräftig::A,пяк вии,vägev
677,stark::A,вии,vahv
678,stark::A,вии,vägekaz
679,schwach::A,лафча,väll'
680,fett::A,куя́,razvakaz
681,schlank::A,виде ронга,kapos
682,hübsch::A,мазы,čoma
683,böse::A,кяжи,äred
684,böse::A,кяжи,käred
685,dumm::A,аф ёню,el'getoi
686,dumm::A,шава пря,el'getoi
687,faul::A,нола,lašk
688,fleißig::A,ку́лхцонды,radonnavedii
689,geizig::A,кирьжя,ažlak
690,geizig::A,жаднай,ažlak
691,klug::A,ёню,melev
692,klug::A,ёню,melekaz
693,klug::A,пря́ви,melev
694,klug::A,пря́ви,melekaz
695,geschickt::A,маштозь тиф,mahtokaz
696,lieb::A,цебярь,izo
697,lieb::A,цебярь,sula
698,lustig::A,ра́хси,ilokaz
699,sanft::A,сетьме,laskav
700,hungrig::A,вача,näl'ghine
701,hungrig::A,вачеда,näl'ghine
702,krank::A,сяряди,läžui
703,nackt::A,штада,alastoi
704,nackt::A,кърхтапа,alastoi
705,traurig::A,ла́жнай,opalahine
706,lebendig::A,эряй,eläb
707,gut::A,пара,hüvä
708,gut::A,цебярь,hüvä
709,schlecht::A,кальдяв,huba
710,richtig::A,виде,oiged
711,schlimm::A,кальдяв,paha
712,wahr::A,афкуксонь,todesine
713,alt::A,ташта,vanh
714,neu::A,од,uz'
715,ehemalig::A,и́нгольдень,edeline
716,alt[Lebewesen]::A,сире,ravaz
717,jung::A,од,nor'
718,arm::A,а́шу,gol'l'
719,reich::A,козя,elokaz
720,bekannt::A,содаф,tutab
721,berühmt::A,содавикс,tetab
722,fremd::A,лия,veraz
723,fremd::A,аф содаф,veraz
724,verschieden::A,аф фкя ла́цонь,erazvuitte
725,nah::A,мала,läheline
726,nah::A,аф ичкоздень,läheline
727,fern::A,и́чкоздень,edahaine
728,fern::A,куна́рдонь,edahaine
729,linker::A,кержи,hura
730,rechter::A,види,oiged
731,anderer::A,лия,toine
732,erster::A,васенце,ezmäine
733,zweiter::A,омбоце,toine
734,dritter::A,колмоце,koumanz'
735,letzter::A,ме́кольце,jäl'gmäine
736,allein::ADV,ськамонза,üksnäze
737,auf einmal::ADV,вихцок,ühten aigan
738,zusammen::ADV,марс,ühtes
739,zusammen::ADV,ма́рса,ühtes
740,lange::ADV,кува́тьс,hätken
741,plötzlich::ADV,а́пак учт,äkkid
742,sofort::ADV,тяникиге,kerdalaz
743,später::ADV,ме́ле,möhemba
744,jetzt::ADV,тяни,nügüd'
745,heute::ADV,тячи,tämbei
746,morgen::ADV,ва́нды,homen
747,bald::ADV,курок,pigai
748,dann::ADV,меле,sid'
749,dann::ADV,сяда меле,sid'
750,gestern::ADV,ися́к,eglai
751,einst::ADV,весть,ende
752,einst::ADV,весть,kerdan
753,einst::ADV,мзя́рда-бди,ende
754,einst::ADV,мзя́рда-бди,kerdan
755,damals::ADV,эста,siloi
756,danach::ADV,меле,sid'
757,vorher::ADV,инголи,ende
758,zuerst::ADV,ва́сенда,ezmäi
759,einmal::ADV,весть,kerdan
760,manchmal::ADV,лия́ста,erašti
761,manchmal::ADV,ко́ста-ко́ста,erašti
762,oft::ADV,си́деста,paksus
763,immer::ADV,фалу,kaiken
764,immer::ADV,най,kaiken
765,niemals::ADV,аф мзя́рдонга,ei nikonz
766,hier::ADV,тяса,täs
767,hier::ADV,тяса,tägä
768,hierhin::ADV,сей,tänna
769,hierhin::ADV,тяза,tänna
770,von hier::ADV,тя́ста,täspäi
771,von hier::ADV,тя́ста,sid'päi
772,dort::ADV,тоса,sigä
773,dorthin::ADV,тов,sinna
774,dorthin::ADV,тов,nakkale
775,dorthin::ADV,тоза,sinna
776,dorthin::ADV,тоза,nakkale
777,geradeaus::ADV,ви́деста,kohtha
778,vorwärts::ADV,и́нголи,edehe
779,rückwärts::ADV,ме́ки,sel'gin
780,zurück::ADV,ме́ки,tagaze
781,unten::ADV,ала,alahan
782,hinab::ADV,алу,alaz
783,hinab::ADV,алу,alahaks
784,oben::ADV,вяре,ülähän
785,hinauf::ADV,вяри,ülez
786,hinauf::ADV,вяри,ülähäks
787,überall::ADV,се́мбе ва́стова,kaikjal
788,nicht::ADV,аф,ei
789,ein wenig::ADV,аф лама,vähän
790,kaum::ADV,а́ньцек,habi
791,sehr::ADV,пяк,lujas
792,so::ADV,ста́не,muga
793,so::ADV,ста́не,ninga
794,noch::ADV,нинге,völ
795,nur::ADV,аньцек,järg
