,Concept_ID,eu,el
1402,abwischen::V,xukatu,σφουγγίζω
1403,spülen::V,irakutzi,ξεπλένω
1404,fegen::V,erraztatu,σκουπίζω
1405,kehren::V,isastu,σκουπίζω
1406,baden::V,bainatu,κάνω μπάνιο
1407,baden::V,bainua hartu,κάνω μπάνιο
1408,sich waschen::V,burua garbitu,πλένομαι
1409,ausziehen::V,erantzi,βγάζω
1410,anziehen::V,jantzi,φορώ
1411,sich anziehen::V,jantzi,ντύνομαι
1412,kämmen::V,orraztu,χτενίζω
1413,schmücken::V,apaindu,στολίζω
1414,sagen::V,esan,λέω
1415,sprechen::V,mintzatu,μιλώ
1416,sprechen::V,hitz egin,μιλώ
1417,reden::V,hitz egin,μιλώ
1418,reden::V,hitz egin,κουβεντιάζω
1419,sich unterhalten::V,solastu,συνομιλώ
1420,sich unterhalten::V,solastu,κουβεντιάζω
1421,sich unterhalten::V,solas egin,συνομιλώ
1422,sich unterhalten::V,solas egin,κουβεντιάζω
1423,fragen::V,galdetu,ρωτώ
1424,bitten::V,eskatu,ζητώ
1425,bitten::V,eskatu,παρακαλώ
1426,bitten::V,galdegin,ζητώ
1427,bitten::V,galdegin,παρακαλώ
1428,erzählen::V,edestu,διηγούμαι
1429,erzählen::V,kontatu,διηγούμαι
1430,mitteilen::V,jakinarazi,πληροφορώ
1431,nennen::V,izena eman,ονομάζω
1432,rufen::V,dei egin,φωνάζω
1433,prahlen::V,harrokerian ibili,καυχιέμαι
1434,prahlen::V,ahoberokeriak esan,καυχιέμαι
1435,übersetzen::V,itzuli,μεταφράζω
1436,denken::V,pentsatu,σκέφτομαι
1437,denken::V,gogoeta egin,σκέφτομαι
1438,glauben::V,sinetsi,πιστεύω
1439,bemerken::V,ohartu,παρατηρώ
1440,bemerken::V,konturatu,παρατηρώ
1441,erkennen::V,ezagutu,αναγνωρίζω
1442,erkennen::V,antzeman,αναγνωρίζω
1443,begreifen::V,ulertu,καταλαβαίνω
1444,verstehen::V,aditu,ακούω
1445,lernen::V,ikasi,μαθαίνω
1446,wissen::V,jakin,ξέρω
1447,sich erinnern an::V,gogoratu,θυμάμαι
1448,sich erinnern an::V,gogoan izan,θυμάμαι
1449,vergessen::V,ahaztu,ξεχνώ
1450,vergessen::V,ahantzi,ξεχνώ
1451,messen::V,neurtu,μετρώ
1452,zählen::V,zenbatu,μετρώ
1453,zählen::V,kopuratu,μετρώ
1454,rechnen::V,kalkulatu,λογαριάζω
1455,lesen::V,irakurri,διαβάζω
1456,malen::V,margotu,ζωγραφίζω
1457,zeichnen::V,marraztu,σχεδιάζω
1458,schreiben::V,idatzi,γράφω
1459,besitzen::V,ukan,κατέχω
1460,besitzen::V,eduki,κατέχω
1461,kaufen::V,erosi,αγοράζω
1462,verkaufen::V,saldu,πουλώ
1463,bezahlen::V,ordaindu,πληρώνω
1464,zahlen::V,ordaindu,πληρώνω
1465,beherrschen::V,menpean izan,κυριαρχώ
1466,ertragen::V,jasan,βαστώ
1467,ertragen::V,jasan,αντέχω
1468,ertragen::V,pairatu,βαστώ
1469,ertragen::V,pairatu,αντέχω
