,Concept_ID,es,uz
59,Sonne::N,sol,quyosh
60,Mond::N,luna,oy
61,Stern::N,estrella,yulduz
62,Luft::N,aire,havo
63,Wind::N,viento,el
64,Welle::N,ola,to'lqin
65,Welle::N,onda,to'lqin
66,Wasser::N,agua,suv
67,Stein::N,piedra,tosh
68,Boden::N,suelo,tuproq
69,Erde::N,tierra,er
70,Staub::N,polvo,chang
71,Rauch::N,humo,tutun
72,Funke::N,chispa,yalt
73,Feuer::N,fuego,o't
74,Licht::N,luz,yorug'
75,Schatten::N,sombra,soya
76,Wetter::N,tiempo,havo
77,Nebel::N,niebla,tuman
78,Wolke::N,nube,bulut
79,Regen::N,lluvia,yomg'ir
80,Schnee::N,nieve,qor
81,Eis::N,hielo,muz
82,Frost::N,helada,ajoz
83,Kälte::N,frío,ajoz
84,Hitze::N,calor,issiq
85,Raureif::N,escarcha,qirov
86,Regenbogen::N,arco iris,kamalak
87,Donner::N,trueno,guldur
88,Strömung::N,corriente,oqim
89,Tropfen::N,gota,tomchi
90,Schaum::N,espuma,ko'pik
91,Schmutz::N,suciedad,gard
92,See::N,lago,ko'l
93,Sumpf::N,pantano,botqoq
94,Moor::N,turbera,qir-adir
95,Wiese::N,prado,o'tzor
96,Wiese::N,pradera,o'tzor
97,Wald::N,bosque,o'rmon
98,Hügel::N,colina,tepa
99,Anhöhe::N,cerro,adir
100,Berg::N,monte,tog'
101,Berg::N,montaña,tog'
102,Gipfel::N,cima,cho'qqi
103,Gipfel::N,cumbre,cho'qqi
104,Höhle::N,cueva,kavak
105,Höhle::N,caverna,kavak
106,Abhang::N,cuesta,to'sh
107,Abhang::N,declive,to'sh
108,Quelle::N,fuente,buloq
109,Quelle::N,manantial,buloq
110,Bach::N,arroyo,o'zan
111,Fluss::N,río,daryo
112,Ufer::N,orilla,sohil
113,Küste::N,costa,qirg'oq
114,Festland::N,tierra firme,materik
115,Meer::N,mar,dengiz
116,Bucht::N,cala,qo'ltiq
117,Bucht::N,bahía,qo'ltiq
118,Insel::N,isla,orol
119,Blume::N,flor,gul
120,Gras::N,hierba,sabza
121,Wurzel::N,raíz,tub
122,Wurzel::N,raíz,tomir
123,Baum::N,árbol,daraxt
124,Stamm::N,tronco,o'simta
125,Rinde::N,corteza,qobiq
126,Ast::N,rama,shox
127,Zweig::N,ramo,butoq
128,Blatt::N,hoja,barg
129,Birke::N,abedul,qayin
130,Kiefer[Baum]::N,pino,qarag'ay
131,Weide[Baum]::N,sauce,shum
132,Tanne::N,abeto,archa
133,Horn::N,asta,mugiz
134,Horn::N,cuerno,mugiz
135,Feder::N,pluma,par
136,Fell::N,piel,mo'yna
137,Flügel::N,ala,qanot
138,Klaue::N,garra,tirnoq
139,Kralle::N,uña,tirnoq
140,Kralle::N,garra,tirnoq
141,Schwanz::N,cola,quyruq
142,Ei::N,huevo,tuxum
143,Nest::N,nido,oshyon
144,Bau::N,madriguera,o'pqon
145,Tier::N,animal,hayvon
146,Herde::N,rebaño,gala
147,Kuh::N,vaca,inak
148,Bulle::N,toro,ho'kiz
149,Pferd::N,caballo,ot
150,Schaf::N,oveja,qo'y
151,Schwein::N,cerdo,cho'chqa
152,Hund::N,perro,it
153,Katze::N,gato,mushuk
154,Bär::N,oso,ayiq
155,Eichhörnchen::N,ardilla,tiyin
156,Elch::N,alce,los
157,Fuchs::N,zorro,tulki
158,Hase::N,liebre,kuyon
159,Maus::N,ratón,sichqon
160,Wolf::N,lobo,bo'ri
161,Vogel::N,ave,qush
162,Vogel::N,pájaro,qush
163,Schwarm::N,bandada,to'da
164,Huhn::N,gallina,tovuq
165,Hahn::N,gallo,xo'roz
166,Gans::N,oca,g'oz
167,Gans::N,ganso,g'oz
168,Adler::N,águila,burgut
169,Ente::N,pato,o'rdak
170,Eule::N,lechuza,boyo'g'li
171,Kranich::N,grulla,turna
172,Krähe::N,corneja,qarg'a
173,Kuckuck::N,cuco,kakku
174,Schwan::N,cisne,oqkush
175,Fisch::N,pez,baliq
176,Barsch::N,perca,olabug'a
177,Hecht::N,lucio,cho'rtan
178,Schlange[Tier]::N,serpiente,ilon
179,Wurm::N,gusano,qurt
180,Spinne::N,araña,o'rgimchak
181,Ameise::N,hormiga,chumoli
182,Laus::N,piojo,bit
183,Mücke::N,mosquito,chivin
184,Fliege::N,mosca,pashsha
185,Schmetterling::N,mariposa,kapalak
186,Beere::N,baya,meva
187,Apfel::N,manzana,olma
188,Pilz::N,seta,qo'ziqorin
189,Pilz::N,hongo,qo'ziqorin
190,Zwiebel::N,cebolla,piyoz
191,Saat::N,siembra,äkin
192,Korn::N,grano,zarra
193,Heu::N,heno,xashak
194,Schale::N,cáscara,po'choq
195,Grube::N,foso,co'ra
196,Falle::N,trampa,qopqon
197,Schlinge::N,lazo,sirtmoq
198,Spur::N,huella,iz
199,Asche::N,ceniza,kul
200,Dreck::N,suciedad,kir
201,Eisen::N,hierro,temir
202,Gold::N,oro,tilla
203,Silber::N,plata,kumush
204,Kohle::N,carbón,ko'mir
205,Glas::N,vidrio,oyna
206,Glas::N,cristal,oyna
207,Lehm::N,barro,loy
208,Sand::N,arena,qum
209,Mensch::N,hombre,odam
210,Mensch::N,ser humano,odam
211,Mann::N,hombre,ärkak
212,Frau::N,mujer,ayol
213,Kind::N,niño,bola
214,Kind::N,niño,kichkintoy
215,Junge::N,chico,bola
216,Junge::N,muchacho,bola
217,Mädchen::N,chica,qiz
218,Mädchen::N,muchacha,qiz
219,Familie::N,familia,oila
220,Großvater::N,abuelo,buva
221,Großvater::N,abuelo,katta ota
222,Großmutter::N,abuela,buvi
223,Großmutter::N,abuela,katta oyi
224,Eltern::N,padres,ota-ona
225,Vater::N,padre,ota
226,Mutter::N,madre,ona
227,Sohn::N,hijo,o'g'il
228,Tochter::N,hija,qiz
229,Bruder::N,hermano,og'a
230,Bruder::N,hermano,uka
231,Schwester::N,hermana,opa
232,Schwester::N,hermana,singil
233,Onkel::N,tío,amaki
234,Tante::N,tía,amma
235,Tante::N,tía,xola
236,Ehemann::N,esposo,är
237,Ehefrau::N,esposa,rafiqa
238,Freude::N,placer,ayish
239,Freude::N,alegría,ayish
240,Gelächter::N,risa,kulgi
241,Gelächter::N,carcajada,kulgi
242,Glück::N,felicidad,saodat
243,Kummer::N,pena,g'am
244,Wunsch::N,deseo,orzu
245,Lust::N,ganas,rag'bat
246,Geist::N,mente,ruh
247,Geist::N,espíritu,ruh
248,Gedanke::N,idea,fikr
249,Gedanke::N,pensamiento,fikr
250,Gedächtnis::N,memoria,äs
251,Verstand::N,razón,aql
252,Verstand::N,entendimiento,aql
253,Sinn::N,sentido,ma'ni
254,Sinn::N,significado,ma'ni
255,Grund::N,causa,sabab
256,Wahrheit::N,verdad,haq
257,Gespräch::N,conversación,gap
258,Märchen::N,cuento,ärtak
259,Erzählung::N,cuento,rivoyat
260,Erzählung::N,narración,rivoyat
261,Nachricht::N,mensaje,xabar
262,Neuigkeit::N,noticia,yangilik
263,Name::N,nombre,ot
264,Rätsel::N,acertijo,topishmoq
265,Rätsel::N,adivinanza,topishmoq
266,Rede::N,discurso,nutq
267,Sprache::N,lengua,til
268,Stimme::N,voz,ovoz
269,Wort::N,palabra,so'z
270,Zeichen::N,señal,alomat
271,Ruf::N,llamada,chaqiriq
272,Lärm::N,ruido,taraq
273,Lärm::N,barullo,taraq
274,Laut::N,sonido,tovush
275,Ton::N,tono,un
276,Lied::N,canción,ashula
277,Ruhe::N,calma,tinchlik
278,Ruhe::N,silencio,tinchlik
279,Leute::N,gente,xaloyiq
280,Volk::N,pueblo,xalq
281,Arbeit::N,trabajo,ish
282,Gast::N,huésped,mehmon
283,Gast::N,invitado,mehmon
284,Geschenk::N,regalo,hadya
285,Spiel::N,juego,o'yin
286,Gesellschaft::N,compañía,jamiyat
287,Hilfe::N,ayuda,yordam
288,Hilfe::N,socorro,yordam
289,Freund::N,amigo,do'st
290,Kamerad::N,camarada,yo'ldosh
291,Kamerad::N,compañero,yo'ldosh
292,Angelegenheit::N,asunto,daxl
293,Anzahl::N,cantidad,son
294,Art::N,tipo,tur
295,Art::N,clase,tur
296,Stück::N,pieza,parcha
297,Teil::N,parte,bo'lak
298,Hälfte::N,mitad,yarim
299,Kreis::N,círculo,aylana
300,Kreuz::N,cruz,xoch
301,Linie::N,línea,liniya
302,Strich::N,raya,chiziq
303,Strich::N,trazo,chiziq
304,Abstand::N,distancia,oralik
305,Entfernung::N,distancia,uzoqlik
306,Gegend::N,región,yer
307,Gegend::N,comarca,yer
308,Platz::N,espacio,oralig
309,Ort::N,sitio,joy
310,Seite::N,lado,yon
311,Seite::N,costado,yon
312,Mitte::N,medio,o'rta
313,Mitte::N,centro,o'rta
314,Gegenstand::N,objeto,ashyo
315,Sache::N,cosa,buyum
316,Rand::N,borde,chek
317,Kante::N,borde,tig'
318,Ecke::N,esquina,burchak
319,Spitze::N,punta,uch
320,Ende::N,cabo,oxir
321,Ende::N,extremo,oxir
322,Loch::N,agujero,teshik
323,Loch::N,abertura,teshik
324,Winkel::N,ángulo,go'sha
325,Muster::N,dibujo,nusha
326,Größe::N,tamaño,kattalik
327,Länge::N,longitud,uzunlik
328,Höhe::N,altura,yuksaklik
329,Höhe::N,altitud,yuksaklik
330,Gewicht::N,peso,solmoq
331,Menge::N,cantidad,miqdor
332,Haufen::N,montón,uyum
333,Reihe::N,fila,saf
334,Boot::N,bote,qayiq
335,Boot::N,barca,qayiq
336,Ruder::N,remo,äshkak
337,Schlitten::N,trineo,chana
338,Ski::N,esquí,chang'i
339,Lagerfeuer::N,hoguera,gulxan
340,Last::N,carga,yuk
341,Gang::N,marcha,yurish
342,Schritt::N,paso,qadam
343,Norden::N,norte,shimol
344,Süden::N,sur,janub
345,Westen::N,oeste,g'arb
346,Osten::N,este,sharq
347,Holz::N,madera,yog'och
348,Brett::N,tabla,taxta
349,Platte::N,placa,tabaqa
350,Platte::N,plancha,tabaqa
351,Stütze::N,sostén,tayanchi
352,Stütze::N,soporte,tayanchi
353,Stange::N,vara,qo'noq
354,Stange::N,percha,qo'noq
355,Stock::N,palo,tayoq
356,Stock::N,bastón,tayoq
357,Stab::N,vara,gavron
358,Stab::N,bastón,gavron
359,Rohr::N,tubo,tarnov
360,Haus::N,casa,uy
361,Heim::N,hogar,makon
362,Ofen::N,estufa,pechka
363,Fußboden::N,suelo,pol
364,Tisch::N,mesa,mosa
365,Stuhl::N,silla,o'rindiq
366,Wiege::N,cuna,beshik
367,Bett::N,cama,yotoq
368,Regal::N,estantería,tokcha
369,Kiste::N,caja,sandiq
370,Fenster::N,ventana,deraza
371,Tür::N,puerta,äshik
372,Tor::N,puerta,darvoza
373,Zaun::N,valla,panjara
374,Zaun::N,cercado,panjara
375,Dach::N,techo,tom
376,Dach::N,tejado,tom
377,Leiter::N,escalera,narvon
378,Besen::N,escoba,supurgi
379,Spaten::N,pala,bel
380,Schaufel::N,pala,kurak
381,Schaufel::N,paleta,kurak
382,Gabel::N,tenedor,bilka
383,Löffel::N,cuchara,qoshiq
384,Messer::N,cuchillo,pichoq
385,Nagel::N,clavo,mix
386,Netz::N,red,to'r
387,Haken::N,gancho,ilgak
388,Haken::N,corchete,ilgak
389,Griff::N,asa,sop
390,Griff::N,asa,tutqich
391,Griff::N,mango,sop
392,Griff::N,mango,tutqich
393,Schloss::N,cerradura,qulf
394,Bild::N,imagen,rasm
395,Figur::N,figura,shakl
396,Puppe::N,muñeca,ko'g'irchoq
397,Beutel::N,bolsa,to'rva
398,Bündel::N,haz,bog'lam
399,Tasche::N,bolso,kissa
400,Eimer::N,cubo,chelak
401,Deckel::N,tapa,qopqoq
402,Deckel::N,tapadera,qopqoq
403,Geschirr::N,vajilla,idish
404,Sack::N,saco,qop
405,Tasse::N,taza,piyola
406,Topf::N,olla,tuvak
407,Topf::N,marmita,tuvak
408,Kessel::N,caldera,qozon
409,Essen::N,comida,tomoq
410,Nahrung::N,alimento,emak
411,Speise::N,plato,taom
412,Fleisch::N,carne,go'sht
413,Getreide::N,cereales,g'alla
414,Brei::N,puré,bo'tqa
415,Brei::N,papilla,bo'tqa
416,Brot::N,pan,non
417,Scheibe::N,lonja,disk
418,Scheibe::N,rebanada,disk
419,Fett::N,grasa,moy
420,Butter::N,mantequilla,yog'
421,Öl::N,aceite,moy
422,Salz::N,sal,tuz
423,Suppe::N,sopa,sho'rva
424,Honig::N,miel,asal
425,Milch::N,leche,sut
426,Tee::N,té,choy
427,Leder::N,cuero,charm
428,Wolle::N,lana,jun
429,Stoff::N,tela,mato
430,Stoff::N,tejido,mato
431,Nadel::N,aguja,igna
432,Faden::N,hilo,ip
433,Knopf::N,botón,tugma
434,Knoten::N,nudo,tugun
435,Farbe::N,pintura,bo'yok
436,Kleidung::N,ropa,kiyim
437,Kleidung::N,vestidos,kiyim
438,Hemd::N,camisa,ko'ylak
439,Kragen::N,cuello,yoqa
440,Ärmel::N,manga,yeng
441,Hose::N,pantalón,shim
442,Gürtel::N,cinturón,tasma
443,Mütze::N,gorro,shapka
444,Schuh::N,zapato,but
445,Stiefel::N,bota,botinka
446,Ring::N,anillo,yuzuk
447,Band::N,cinta,rishta
448,Kamm::N,peine,taroq
449,Spiegel::N,espejo,ko'zgu
450,Riemen::N,correa,qayish
451,Schnur::N,cuerda,bog'ich
452,Leine::N,correa,etak
453,Decke::N,manta,odyol
454,Kissen::N,almohada,yostiq
455,Tuch::N,pañuelo,gazlama
456,Handtuch::N,toalla,sochiq
457,Kraft::N,fuerza,kuch
458,Stärke::N,fuerza,quvvat
459,Gesundheit::N,salud,sog'lik
460,Krankheit::N,enfermedad,kasallik
461,Schmerz::N,dolor,og'riq
462,Wunde::N,llaga,yara
463,Wunde::N,herida,yara
464,Fieber::N,fiebre,bezgak
465,Arznei::N,medicina,dori
466,Arznei::N,medicamento,dori
467,Brücke::N,puente,ko'prik
468,Brunnen::N,pozo,buloq
469,Weide::N,pasto,yaylov
470,Pfad::N,sendero,dorojka
471,Weg::N,camino,yo'l
472,Straße::N,vía,ko'cha
473,Straße::N,carretera,ko'cha
474,Dorf::N,aldea,ovul
475,Dorf::N,pueblo,ovul
476,Stadt::N,ciudad,shahar
477,Brief::N,carta,maktub
478,Buch::N,libro,kitob
479,Buchstabe::N,letra,harf
480,Buchstabe::N,carácter,harf
481,Zeitung::N,diario,gazet
482,Zeitung::N,periódico,gazet
483,Leben::N,vida,hayot
484,Tod::N,muerte,o'lim
485,Grab::N,tumba,go'r
486,Grab::N,sepulcro,go'r
487,Kirche::N,iglesia,cherkov
488,Sünde::N,pecado,gunoh
489,Gott::N,dios,olloh
490,Arbeiter::N,obrero,ishchi
491,Arbeiter::N,trabajador,ishchi
492,Chef::N,jefe,rais
493,Meister::N,maestro,usta
494,Arzt::N,médico,hakim
495,Lehrer::N,profesor,muallim
496,Geld::N,dinero,pul
497,Geschäft::N,negocio,savdo
498,Laden::N,tienda,do'kon
499,Preis::N,precio,baho
500,Ware::N,mercancía,mol
501,Nutzen::N,provecho,foyda
502,Reichtum::N,riqueza,boylik
503,Welt::N,mundo,olam
504,Land::N,país,o'lka
505,Staat::N,Estado,davlat
506,König::N,rey,qirol
507,Macht::N,poder,iqtidor
508,Macht::N,potencia,iqtidor
509,Grenze::N,frontera,chegara
510,Krieg::N,guerra,harb
511,Feind::N,enemigo,dushman
512,Gewalt::N,violencia,zo'rlik
513,Kampf::N,lucha,kurash
514,Kampf::N,combate,kurash
515,Bogen[Waffe]::N,arco,yoy
516,Pfeil::N,flecha,o'q
517,Gewehr::N,fusil,vintovka
518,Gewehr::N,escopeta,vintovka
519,Fehler::N,error,xato
520,Lüge::N,mentira,yolg'on
521,Schaden::N,daño,ziyon
522,Unglück::N,desgracia,balo
523,Schuld::N,culpa,ayb
524,Alter::N,edad,yosh
525,Schluss::N,fin,tamom
526,Schluss::N,final,tamom
527,Zeit::N,tiempo,vaqt
528,Tag::N,día,kun
529,Morgen::N,mañana,saboh
530,Mittag::N,mediodía,kun tushlik
531,Abend::N,noche,oqshom
532,Nacht::N,noche,tun
533,Woche::N,semana,hafta
534,Monat::N,mes,oy
535,Jahr::N,año,yil
536,Frühling::N,primavera,bahor
537,Sommer::N,verano,yoz
538,Herbst::N,otoño,kuz
539,Herbst::N,otoño,xazon
540,Winter::N,invierno,qish
541,Januar::N,enero,yanvar'
542,Februar::N,febrero,fevral'
543,März::N,marzo,mart
544,April::N,abril,aprel'
545,Mai::N,mayo,may
546,Juni::N,junio,iyun'
547,Juli::N,julio,iyul'
548,August::N,agosto,avgust
549,September::N,septiembre,sentyabr'
550,Oktober::N,octubre,oktyabr'
551,November::N,noviembre,noyabr'
552,Dezember::N,diciembre,dekabr'
553,Montag::N,lunes,dushanba
554,Dienstag::N,martes,seshanba
555,Mittwoch::N,miércoles,chorshanba
556,Donnerstag::N,jueves,payshanba
557,Freitag::N,viernes,juma
558,Samstag::N,sábado,shanba
559,Sonntag::N,domingo,yakshanba
560,groß::A,grande,buyuk
561,klein::A,pequeño,kichik
562,lang::A,largo,uzun
563,kurz::A,corto,qisqa
564,breit::A,ancho,keng
565,schmal::A,estrecho,änsiz
566,dicht::A,denso,quyuq
567,dick[Gegenstand]::A,grueso,qalin
568,dünn::A,fino,ingichka
569,dünn::A,delgado,ingichka
570,fein::A,fino,mayin
571,fein::A,delicado,mayin
572,fest::A,firme,qattiq
573,fest::A,sólido,qattiq
574,flach::A,plano,yalpoq
575,glatt::A,liso,tekis
576,hart::A,duro,qattiq
577,weich::A,muelle,yumshoq
578,rund::A,redondo,yumaloq
579,spitz::A,agudo,uchli
580,spitz::A,apuntado,uchli
581,scharf::A,agudo,keskir
582,scharf::A,afilado,keskir
583,stumpf::A,sin filo,to'mtoq
584,schwer::A,pesado,salmoqli
585,schön::A,bello,go'zal
586,schön::A,hermoso,go'zal
587,heiß::A,caluroso,qiziq
588,warm::A,cálido,issiq
589,warm::A,caliente,issiq
590,kalt::A,frío,sovuq
591,kühl::A,fresco,salqin
592,frisch::A,fresco,toza
593,feucht::A,húmedo,namli
594,nass::A,mojado,nam
595,trocken::A,seco,quruq
596,voll::A,lleno,to'la
597,leer::A,vacío,puch
598,offen::A,abierto,ochiq
599,geschlossen::A,cerrado,berk
600,sauber::A,limpio,ozoda
601,schmutzig::A,sucio,kir
602,roh::A,crudo,xom
603,reif::A,maduro,pishiq
604,lecker::A,rico,shirin
605,lecker::A,sabroso,shirin
606,süß::A,dulce,shirin
607,bitter::A,amargo,achchiq
608,sauer::A,agrio,achchiq
609,hell::A,claro,yorug'
610,dunkel::A,oscuro,qorong'i
611,schwarz::A,negro,qora
612,weiß::A,blanco,oq
613,rot::A,rojo,qizil
614,gelb::A,amarillo,sariq
615,blau::A,azul,zangori
616,grün::A,verde,yashil
617,grau::A,gris,bo'z
618,bunt::A,multicolor,ola
619,billig::A,barato,arzon
620,teuer::A,caro,qimmat
621,wertvoll::A,valioso,qimmat
622,wertvoll::A,precioso,qimmat
623,blind::A,ciego,ko'r
624,taub::A,sordo,garang
625,kräftig::A,fuerte,kuchli
626,stark::A,fuerte,quvvatli
627,stark::A,vigoroso,quvvatli
628,schwach::A,débil,kuchsiz
629,fett::A,obeso,semiz
630,schlank::A,esbelto,ingichka
631,hübsch::A,mono,ko'rkam
632,hübsch::A,guapo,ko'rkam
633,böse::A,malo,yovuz
634,dumm::A,tonto,aqlsiz
635,dumm::A,estúpido,aqlsiz
636,faul::A,vago,ärinchak
637,faul::A,perezoso,ärinchak
638,fleißig::A,aplicado,ishchan
639,fleißig::A,diligente,ishchan
640,geizig::A,avaro,qurumsoq
641,klug::A,sensato,oqil
642,klug::A,inteligente,oqil
643,geschickt::A,hábil,äpchil
644,lieb::A,querido,aziz
645,lustig::A,alegre,chaqchaq
646,sanft::A,suave,asta
647,hungrig::A,hambriento,och
648,krank::A,enfermo,kasal
649,nackt::A,desnudo,yalang
650,traurig::A,triste,xafa
651,lebendig::A,vivo,hayotiy
652,lebendig::A,viviente,hayotiy
653,gut::A,bueno,soz
654,schlecht::A,malo,yomon
655,richtig::A,justo,rost
656,richtig::A,correcto,rost
657,schlimm::A,malo,yovuz
658,schlimm::A,grave,yovuz
659,wahr::A,verídico,haqiqiy
660,wahr::A,verdadero,haqiqiy
661,alt::A,viejo,äski
662,neu::A,nuevo,yangi
663,ehemalig::A,antiguo,sobiq
664,alt[Lebewesen]::A,viejo,qari
665,jung::A,joven,navqiron
666,arm::A,pobre,abgor
667,reich::A,rico,boy
668,bekannt::A,conocido,ma'lum
669,berühmt::A,famoso,mashhur
670,berühmt::A,célebre,mashhur
671,fremd::A,extraño,yot
672,verschieden::A,diverso,turli
673,verschieden::A,distinto,turli
674,verschieden::A,diferente,turli
675,nah::A,cercano,yaqindagi
676,fern::A,lejano,uzoq
677,linker::A,izquierdo,so'l
678,rechter::A,derecho,o'ng
679,anderer::A,otro,boshqa
680,erster::A,primero,birinchi
681,zweiter::A,segundo,ikkinchi
682,dritter::A,tercero,uchinchi
683,letzter::A,último,oxirgi
684,allein::ADV,a solo,o'zicha
685,auf einmal::ADV,de una vez,varakay
686,zusammen::ADV,juntos,barobar
687,lange::ADV,mucho tiempo,uzoq
688,plötzlich::ADV,de repente,qo'qqisdan
689,sofort::ADV,en seguida,darrov
690,später::ADV,más tarde,so'ngra
691,jetzt::ADV,ahora,hozirgina
692,heute::ADV,hoy,bugun
693,morgen::ADV,mañana,ärta
694,bald::ADV,pronto,toz
695,bald::ADV,en breve,toz
696,dann::ADV,luego,keyin
697,dann::ADV,entonces,keyin
698,gestern::ADV,ayer,kecha
699,einst::ADV,antaño,avvallari
700,damals::ADV,entonces,ugal
701,danach::ADV,después,so'ngra
702,vorher::ADV,antes,avval
703,zuerst::ADV,primero,avval
704,einmal::ADV,una vez,bir marta
705,manchmal::ADV,a veces,onda-sonda
706,oft::ADV,a menudo,tez-tez
707,oft::ADV,con frecuencia,tez-tez
708,immer::ADV,siempre,har vaqt
709,niemals::ADV,jamás,hargiz
710,hier::ADV,aquí,shu erda
711,hierhin::ADV,acá,beri
712,von hier::ADV,desde aquí,shu erdan
713,dort::ADV,ahí,ana
714,dort::ADV,allí,ana
715,dorthin::ADV,allí,u yerga
716,dorthin::ADV,hacia allí,u yerga
717,geradeaus::ADV,todo derecho,to'g'ri
718,vorwärts::ADV,adelante,ilgari
719,rückwärts::ADV,hacia atrás,qoloq
720,zurück::ADV,atrás,orqada
721,unten::ADV,abajo,pastda
722,hinab::ADV,hacia abajo,tubanga
723,oben::ADV,arriba,ustida
724,hinauf::ADV,hacia arriba,yuqorida
725,überall::ADV,por todas partes,har erda
726,nicht::ADV,no,ämas
727,ein wenig::ADV,un poco,biroz
728,kaum::ADV,apenas,arang
729,sehr::ADV,muy,ancha
730,sehr::ADV,mucho,ancha
731,so::ADV,tan,shunday
732,noch::ADV,aún,hali
733,noch::ADV,todavía,hali
734,nur::ADV,solamente,yolg'iz
735,schon::ADV,ya,endi
736,wieder::ADV,de nuevo,yana
737,vergebens::ADV,en vano,bekorga
738,vor::PRP,antes de,burun
739,vor::PRP,delante de,burun
740,hinter::PRP,tras,ketida
741,hinter::PRP,detrás de,ketida
742,unter::PRP,bajo,ostida
743,unter::PRP,debajo de,ostida
744,durch::PRP,por,bo'ylab
745,durch::PRP,a través de,bo'ylab
746,neben::PRP,al lado de,yonida
747,zwischen::PRP,entre,orada
748,wegen::PRP,por,sababli
749,wegen::PRP,a causa de,sababli
750,dies::PRN,esto,o'sha
751,das::PRN,eso,narigi
752,das::PRN,esto,narigi
753,alles::PRN,todo,har nima
754,ich::PRN,yo,men
755,du::PRN,tú,sen
756,er::PRN,él,u
757,wir::PRN,nosotros,biz
758,ihr::PRN,vosotros,siz
759,sie::PRN,ellos,ular
760,was::FPRN,qué,nima
761,wer::FPRN,quién,kim
762,wo::FADV,dónde,qaerda
763,wohin::FADV,adónde,qayerga
764,wohin::FADV,hacia dónde,qayerga
765,wie::FADV,cómo,qanday
766,warum::FADV,por qué,nega
767,wieviel::FNUM,cuánto,qancha
768,eins::NUM,uno,bir
769,zwei::NUM,dos,ikki
770,drei::NUM,tres,uch
771,vier::NUM,cuatro,to'rt
772,fünf::NUM,cinco,besh
773,sechs::NUM,seis,olti
774,sieben::NUM,siete,etti
775,acht::NUM,ocho,sakkiz
776,neun::NUM,nueve,to'qqiz
777,zehn::NUM,diez,o'n
778,elf::NUM,once,o'n bir
779,zwölf::NUM,doce,o'n ikki
780,zwanzig::NUM,veinte,yigirma
781,dreißig::NUM,treinta,o'ttiz
782,vierzig::NUM,cuarenta,qirq
783,fünfzig::NUM,cincuenta,ällik
784,sechzig::NUM,sesenta,oltmish
785,siebzig::NUM,setenta,etmish
786,achtzig::NUM,ochenta,sakson
787,neunzig::NUM,noventa,to'qson
788,hundert::NUM,cien,yuz
789,hundert::NUM,ciento,yuz
790,tausend::NUM,mil,ming
791,und::CNJ,y,va
792,oder::CNJ,o,yo
793,stehen::V,estar de pie,turmoq
794,sitzen::V,estar sentado,o'tirmoq
795,liegen::V,yacer,yotmoq
796,liegen::V,estar acostado,yotmoq
797,hängen::V,pender,osilmoq
798,werden::V,hacerse,bo'lmoq
799,passieren::V,suceder,bo'lib o'tmoq
800,beginnen::V,iniciarse,boshlanmoq
801,beginnen::V,principiar,boshlanmoq
802,enden::V,acabar,bitmoq
803,enden::V,terminar,bitmoq
804,wechseln::V,variar,o'zgarmoq
805,wechseln::V,alternar,o'zgarmoq
806,aufgehen[Sonne]::V,salir,chiqmoq
807,untergehen[Sonne]::V,ponerse,botmoq
808,untergehen[Sonne]::V,descender,botmoq
809,scheinen[Sonne]::V,brillar,yaraqlamoq
810,donnern::V,tronar,gulduramoq
