,Concept_ID,ku,sv
83,Wetter::N,hewa,väder
84,Nebel::N,mij,dimma
85,Nebel::N,mij,töcken
86,Wolke::N,ewr,sky
87,Wolke::N,ewr,moln
88,Regen::N,baran,regn
89,Schnee::N,berf,snö
90,Eis::N,qeşa,is
91,Frost::N,xûsik,frost
92,Kälte::N,serma,köld
93,Hitze::N,germayî,hetta
94,Raureif::N,şext,rimfrost
95,Regenbogen::N,heftreng,regnbåge
96,Donner::N,gire-gir,åska
97,Donner::N,gire-gir,dunder
98,Strömung::N,şewl,strömning
99,Tropfen::N,dilop,dropper
100,Schaum::N,kef,skum
101,Schmutz::N,gemar,lort
102,Schmutz::N,gemar,smuts
103,See::N,gol,sjö
104,Sumpf::N,hezek,träsk
105,Moor::N,mafêl,myr
106,Moor::N,mafêl,mosse
107,Wiese::N,sûrik,äng
108,Wald::N,çiya,skog
109,Wald::N,daristan,skog
110,Hügel::N,gir,höjd
111,Hügel::N,gir,kulle
112,Anhöhe::N,sere gir,höjd
113,Anhöhe::N,sere gir,backe
114,Berg::N,kaş,berg
115,Berg::N,kaş,fjäll
116,Gipfel::N,sere gir,topp
117,Höhle::N,şikeft,håla
118,Höhle::N,şikeft,grotta
119,Abhang::N,kaş,slänt
120,Abhang::N,kaş,sluttning
121,Quelle::N,kanî,källa
122,Bach::N,çem,bäck
123,Fluss::N,çem,älv
124,Fluss::N,çem,flod
125,Fluss::N,rûbar,älv
126,Fluss::N,rûbar,flod
127,Ufer::N,kevî,strand
128,Küste::N,berav,kust
129,Festland::N,bejahî,fastland
130,Meer::N,behr,hav
131,Bucht::N,derav,vik
132,Bucht::N,derav,bukt
133,Insel::N,girav,ö
134,Blume::N,kulînk,blomma
135,Blume::N,kulînk,blomster
136,Gras::N,giha,gräs
137,Wurzel::N,reh,rot
138,Baum::N,dar,träd
139,Stamm::N,bavik,stam
140,Rinde::N,qaqil,bark
141,Ast::N,gulî,gren
142,Zweig::N,şax,kvist
143,Blatt::N,pel,löv
144,Blatt::N,pel,blad
145,Birke::N,dara sipî,björk
146,Kiefer[Baum]::N,dara bî,tall
147,Weide[Baum]::N,dara belalûk,pil
148,Weide[Baum]::N,dara belalûk,vide
149,Tanne::N,merx,gran
150,Horn::N,strô,horn
151,Feder::N,pîrtîk,fjäder
152,Fell::N,heyar,fäll
153,Fell::N,heyar,skinn
154,Flügel::N,per,vinge
155,Klaue::N,napîk,klöv
156,Kralle::N,dinik,klo
157,Kralle::N,dirnax,klo
158,Schwanz::N,dûv,svans
159,Schwanz::N,dûv,stjärt
160,Ei::N,hêk,ägg
161,Nest::N,hêlîn,rede
162,Nest::N,hêlîn,näste
163,Bau::N,avahî,bo
164,Tier::N,heywan,djur
165,Herde::N,hoz,flock
166,Kuh::N,çêlek,ko
167,Bulle::N,ga,tjur
168,Pferd::N,hesp,häst
169,Schaf::N,mîh,får
170,Schwein::N,beraz,svin
171,Hund::N,seh,hund
172,Katze::N,pişîk,katt
173,Bär::N,hirç,björn
174,Eichhörnchen::N,pilûr,ekorre
175,Elch::N,pazkovî,älg
176,Fuchs::N,rovî,räv
177,Hase::N,kîroşk,hare
178,Maus::N,mişk,mus
179,Wolf::N,gur,varg
180,Vogel::N,çûk,fågel
181,Schwarm::N,lufik,svärm
182,Huhn::N,mirîşk,höns
183,Hahn::N,dîk,tupp
184,Gans::N,qaz,gås
185,Adler::N,eylo,örn
186,Ente::N,werdek,anka
187,Eule::N,bûm,uggla
188,Eule::N,kund,uggla
189,Kranich::N,quling,trana
190,Krähe::N,qijik,kråka
191,Kuckuck::N,pepûk,gök
192,Schwan::N,qû,svan
193,Fisch::N,masî,fisk
194,Barsch::N,okûn,abborre
195,Hecht::N,mesîyê lûf,gädda
196,Schlange[Tier]::N,mar,orm
197,Wurm::N,kurm,mask
198,Spinne::N,pîrê,spindel
199,Ameise::N,mîro,myra
200,Ameise::N,gêrîk,myra
201,Laus::N,spi,lus
202,Mücke::N,mêş,mygga
203,Fliege::N,mêş,fluga
204,Schmetterling::N,perperîk,fjäril
205,Beere::N,hirç,bär
206,Apfel::N,sêv,äpple
207,Pilz::N,bîrov,svamp
208,Zwiebel::N,pîvaz,lök
209,Saat::N,tov,sådd
210,Korn::N,dexl,korn
211,Heu::N,sap,hö
212,Schale::N,qaşik,skal
213,Grube::N,çahl,grop
214,Falle::N,dafik,fälla
215,Schlinge::N,dahf,snara
216,Spur::N,rêç,spår
217,Asche::N,xweli,aska
218,Dreck::N,gemarî,lort
219,Eisen::N,hesing,järn
220,Gold::N,zêr,guld
221,Silber::N,zîv,silver
222,Kohle::N,komir,kol
223,Glas::N,qedeh,glas
224,Lehm::N,kelpîç,lera
225,Sand::N,qûm,sand
226,Mensch::N,mirov,människa
227,Mann::N,mêr,man
228,Frau::N,jin,kvinna
229,Kind::N,zarok,barn
230,Junge::N,kur,pojke
231,Mädchen::N,keç,flicka
232,Mädchen::N,keçik,flicka
233,Familie::N,malbat,familj
234,Großvater::N,bapîr,morfar
235,Großmutter::N,pîrik,farmor
236,Eltern::N,bavudê,föräldrar
237,Vater::N,bav,far
238,Mutter::N,dê,mor
239,Mutter::N,dayik,mor
240,Sohn::N,kur,son
241,Tochter::N,keç,dotter
242,Bruder::N,bira,bror
243,Schwester::N,xweh,syster
244,Onkel::N,am,morbror
245,Onkel::N,xal,morbror
246,Tante::N,metik,tant
247,Tante::N,xaltîk,tant
248,Ehemann::N,mêr,äkta man
249,Ehefrau::N,kulfet,hustru
250,Freude::N,kêfxweşî,fröjd
251,Freude::N,kêfxweşî,glädje
252,Gelächter::N,pîrqînî,åtlöje
253,Glück::N,bext,lycka
254,Kummer::N,derd,sorg
255,Wunsch::N,daxwaz,önskan
256,Wunsch::N,xwestek,önskan
257,Lust::N,şewq,lust
258,Geist::N,aqil,ande
259,Gedanke::N,fikir,tanke
260,Gedächtnis::N,aqil,minne
261,Verstand::N,fêm,förstånd
262,Sinn::N,aqil,mening
263,Sinn::N,aqil,betydelse
264,Grund::N,asas,skäl
265,Grund::N,asas,grund
266,Wahrheit::N,rastî,sanning
267,Gespräch::N,guftûgo,samtal
268,Märchen::N,çirok,saga
269,Erzählung::N,çirok,berättelse
270,Erzählung::N,vegotin,berättelse
271,Nachricht::N,nûçe,meddelande
272,Neuigkeit::N,hewal,nyhet
273,Name::N,nav,namn
274,Name::N,paşnav,namn
275,Rätsel::N,tiştonek,gåta
276,Rede::N,gotar,tal
277,Rede::N,axavtin,tal
278,Sprache::N,ziman,språk
279,Stimme::N,pejn,stämma
280,Wort::N,gotin,ord
281,Zeichen::N,şanek,tecken
282,Ruf::N,hawar,rop
283,Lärm::N,xarbalix,bråk
284,Lärm::N,xarbalix,oväsen
285,Laut::N,deng,ljud
286,Laut::N,hês,ljud
287,Ton::N,awaz,ton
288,Lied::N,sitran,sång
289,Ruhe::N,rihetî,ro
290,Ruhe::N,rihetî,lugn
291,Leute::N,xelk,folk
292,Volk::N,xelk,folk
293,Arbeit::N,xebat,arbete
294,Gast::N,mêvan,gäst
295,Geschenk::N,diyarî,gåva
296,Geschenk::N,diyarî,present
297,Spiel::N,lîstik,lek
298,Spiel::N,lîstik,spel
299,Gesellschaft::N,komal,sällskap
300,Hilfe::N,alîkarî,hjälp
301,Freund::N,heval,vän
302,Kamerad::N,heval,kamrat
303,Angelegenheit::N,pirsgirêk,ärende
304,Angelegenheit::N,pirsgirêk,angelägenhet
305,Anzahl::N,çend,antal
306,Art::N,çeh,art
307,Art::N,çeh,slag
308,Stück::N,lib,stycke
309,Stück::N,parçe,stycke
310,Teil::N,parçe,del
311,Hälfte::N,nîvî,halva
312,Kreis::N,çemil,krets
313,Kreis::N,çemil,cirkel
314,Kreuz::N,xaç,kors
315,Kreuz::N,xaç,kryss
316,Linie::N,xezik,linje
317,Strich::N,xezik,streck
318,Abstand::N,dûrahî,avstånd
319,Entfernung::N,dûrahî,avstånd
320,Gegend::N,dever,trakt
321,Platz::N,çih,plats
322,Ort::N,dever,plats
323,Ort::N,dever,ställe
324,Seite::N,rûpel,sida
325,Mitte::N,nav,mitt
326,Mitte::N,nabênê,mitt
327,Gegenstand::N,tişt,föremål
328,Sache::N,tişt,sak
329,Rand::N,kevî,rand
330,Kante::N,kevî,kant
331,Ecke::N,qunç,vrå
332,Ecke::N,qunç,hörn
333,Spitze::N,derzî,spets
334,Ende::N,talî,ända
335,Loch::N,qul,hål
336,Winkel::N,kurnîşk,vinkel
337,Muster::N,desen,mönster
338,Größe::N,mezinî,storlek
339,Länge::N,dirêjahî,längd
340,Höhe::N,bilindayî,höjd
341,Gewicht::N,giranî,tyngd
342,Menge::N,qas,mängd
343,Haufen::N,lod,hög
344,Reihe::N,rêz,rad
345,Boot::N,kelek,båt
346,Ruder::N,bêrik,åra
347,Schlitten::N,xîjik,släde
348,Ski::N,lakan,skida
349,Lagerfeuer::N,agir,lägereld
350,Last::N,bar,last
351,Last::N,bar,börda
352,Gang::N,fîtêz,gång
353,Schritt::N,gav,steg
354,Norden::N,bakur,norr
355,Süden::N,başur,söder
356,Westen::N,rojava,väster
357,Osten::N,rojhilat,öster
358,Holz::N,dep,trä
359,Brett::N,dep,bräda
360,Platte::N,dep,platta
361,Stütze::N,destek,stöd
362,Stütze::N,destek,stötta
363,Stange::N,sing,stång
364,Stock::N,çam,käpp
365,Stock::N,çam,pinne
366,Stab::N,qat,stav
367,Rohr::N,borî,rör
368,Haus::N,mal,hus
369,Haus::N,xanî,hus
370,Heim::N,mal,hem
371,Ofen::N,sobe,ugn
372,Fußboden::N,binpê,golv
373,Tisch::N,mase,bord
374,Stuhl::N,kursî,stol
375,Wiege::N,derguş,vagga
376,Bett::N,qerewêle,säng
377,Regal::N,rêbaz,hylla
378,Kiste::N,sindoq,låda
379,Fenster::N,çam,fönster
380,Fenster::N,şibeke,fönster
381,Tür::N,derî,dörr
382,Tor::N,derge,port
383,Zaun::N,hejik,staket
384,Zaun::N,hejik,stängsel
385,Dach::N,sere xanî,tak
386,Leiter::N,pêling,stege
387,Besen::N,melkes,kvast
388,Spaten::N,mer,spade
389,Schaufel::N,bêr,skovel
390,Schaufel::N,bêr,skyffel
391,Gabel::N,çetel,gaffel
392,Löffel::N,kevçî,sked
393,Messer::N,kêr,kniv
394,Nagel::N,bizmar,spik
395,Netz::N,tor,nät
396,Haken::N,çenqel,krok
397,Griff::N,destî,tag
398,Griff::N,destî,handtag
399,Schloss::N,qonax,las
400,Bild::N,dimen,bild
401,Figur::N,figûr,figur
402,Puppe::N,bûk,docka
403,Beutel::N,kîsik,påse
404,Bündel::N,pêçek,bunt
405,Bündel::N,pêçek,knippa
406,Tasche::N,bêrîk,väska
407,Eimer::N,dewl,hink
408,Eimer::N,dewl,ämbar
409,Deckel::N,devik,lock
410,Geschirr::N,ferax,servis
411,Geschirr::N,ferax,porslin
412,Sack::N,tûr,säck
413,Tasse::N,kada,kopp
414,Topf::N,beroş,gryta
415,Topf::N,beroş,kastrull
416,Kessel::N,şîril,kittel
417,Essen::N,xwarin,mål
418,Nahrung::N,xwarin,näring
419,Speise::N,xwarin,maträtt
420,Fleisch::N,goşt,kött
421,Getreide::N,zad,säd
422,Getreide::N,zad,spannmål
423,Brei::N,hewdêl,gröt
424,Brot::N,,bröd
425,Scheibe::N,parçe,skiva
426,Fett::N,rûn,fett
427,Butter::N,rûn,smör
428,Öl::N,rûn,olja
429,Salz::N,xwe,salt
430,Suppe::N,şorbe,soppa
431,Honig::N,hingiv,honung
432,Milch::N,şîr,mjölk
433,Tee::N,çay,te
434,Leder::N,çerm,läder
435,Wolle::N,herî,ull
436,Wolle::N,herî,ylle
437,Stoff::N,paç,tyg
438,Stoff::N,paç,stoff
439,Nadel::N,derzî,nål
440,Faden::N,ta,tråd
441,Knopf::N,bişkok,knapp
442,Knoten::N,girêk,knut
443,Farbe::N,boyax,färg
444,Kleidung::N,çil,klädsel
445,Hemd::N,qutik,skjorta
446,Hemd::N,miltan,skjorta
447,Kragen::N,stûvang,krage
448,Ärmel::N,hûçik,ärm
449,Hose::N,şewel,byxor
450,Gürtel::N,qayiş,bälte
451,Mütze::N,fîno,mössa
452,Schuh::N,şêkal,sko
453,Stiefel::N,gizme,stövel
454,Stiefel::N,çizme,stövel
455,Ring::N,xelek,ring
456,Band::N,band,band
457,Kamm::N,şeh,kam
458,Spiegel::N,eynik,spegel
459,Riemen::N,qayiş,rem
460,Schnur::N,doxin,snöre
461,Leine::N,şirît,lina
462,Decke::N,bataniye,täcke
463,Kissen::N,balgî,dyna
464,Kissen::N,balgî,kudde
465,Tuch::N,şar,sjal
466,Handtuch::N,dezmal,handduk
467,Kraft::N,hêz,kraft
468,Kraft::N,qewet,kraft
469,Stärke::N,xurtî,styrka
470,Gesundheit::N,nojdarî,hälsa
471,Krankheit::N,nexweşî,sjukdom
472,Schmerz::N,êş,smärta
473,Wunde::N,kul,sår
474,Fieber::N,ta,feber
475,Arznei::N,derman,medicin
476,Arznei::N,derman,läkemedel
477,Brücke::N,kopî,bro
478,Brunnen::N,çal,brunn
479,Brunnen::N,kani,brunn
480,Weide::N,beyar,bete
481,Pfad::N,xaçirek,stig
482,Weg::N,rê,väg
483,Straße::N,rê,gata
484,Dorf::N,gund,by
485,Stadt::N,baçar,stad
486,Brief::N,name,brev
487,Buch::N,kitêb,bok
488,Buch::N,pirtûk,bok
489,Buchstabe::N,herf,bokstav
490,Zeitung::N,rojname,tidning
491,Leben::N,jiyan,liv
492,Tod::N,mirin,död
493,Grab::N,mezel,grav
494,Kirche::N,gilyas,kyrka
495,Sünde::N,guneh,synd
496,Gott::N,xwedê,gud
497,Arbeiter::N,hîşçî,arbetare
498,Chef::N,bêg,chef
499,Meister::N,hoste,mästare
500,Arzt::N,doktor,läkare
501,Lehrer::N,mamoste,lärare
502,Geld::N,pere,pengar
503,Geschäft::N,firoşgeh,rörelse
504,Laden::N,dikan,affär
505,Preis::N,buha,pris
506,Ware::N,tişt,vara
507,Nutzen::N,fêde,gagn
508,Nutzen::N,fêde,nytta
509,Reichtum::N,serwet,rikedom
510,Welt::N,dinya,värld
511,Land::N,welat,land
512,Staat::N,dewlet,stat
513,König::N,şah,kung
514,König::N,şah,konung
515,König::N,qral,kung
516,König::N,qral,konung
517,Macht::N,qewet,makt
518,Macht::N,destihilat,makt
519,Grenze::N,kevî,gräns
520,Krieg::N,çeng,krig
521,Krieg::N,sêwaş,krig
522,Feind::N,dijmin,fiende
523,Gewalt::N,zor,våld
524,Kampf::N,şer,kamp
525,Kampf::N,şer,strid
526,Bogen[Waffe]::N,kêvan,båge
527,Pfeil::N,çîrik,pil
528,Gewehr::N,tifing,gevär
529,Fehler::N,şaşî,fel
530,Lüge::N,derew,lögn
531,Schaden::N,xisar,skada
532,Unglück::N,bêbextî,otur
533,Unglück::N,bêbextî,olycka
534,Schuld::N,suç,skuld
535,Alter::N,temen,ålder
536,Schluss::N,girtin,slut
537,Zeit::N,çax,tid
538,Tag::N,roj,dag
539,Morgen::N,sibeh,morgon
540,Mittag::N,nîro,middag
541,Abend::N,êvar,kväll
542,Nacht::N,şev,natt
543,Woche::N,heftî,vecka
544,Monat::N,meh,månad
545,Jahr::N,sal,år
546,Frühling::N,bihar,vår
547,Sommer::N,havîn,sommar
548,Herbst::N,payîz,höst
549,Winter::N,zistan,vinter
550,Januar::N,çile,januari
551,Februar::N,sibat,februari
552,März::N,adar,mars
553,April::N,nîsan,april
554,Mai::N,gûlan,maj
555,Juni::N,hezîran,juni
556,Juli::N,tîmeh,juli
557,August::N,tebax,augusti
558,September::N,îlon,september
559,Oktober::N,çotmeh,oktober
560,November::N,mijdar,november
561,Dezember::N,kanûn,december
562,Montag::N,duşemb,måndag
563,Dienstag::N,sêşem,tisdag
564,Mittwoch::N,çarşemb,onsdag
565,Donnerstag::N,pêşemb,torsdag
566,Freitag::N,în,fredag
567,Samstag::N,şemî,lördag
568,Sonntag::N,yekşemb,söndag
569,groß::A,mezin,stor
570,klein::A,çûçik,liten
571,lang::A,dirêj,lång
572,kurz::A,kin,kort
573,breit::A,fireh,bred
574,schmal::A,tenik,smal
575,dicht::A,gir,tät
576,dick[Gegenstand]::A,şîşman,tjock
577,dünn::A,zirav,tunn
578,fein::A,tenik,fin
579,fest::A,saxlem,fast
580,flach::A,pahn,platt
581,glatt::A,dûz,glatt
582,glatt::A,şayîk,glatt
583,hart::A,hişk,hård
584,weich::A,nerm,mjuk
585,rund::A,gilover,rund
586,spitz::A,pîj,toppig
587,spitz::A,pîj,spetsig
588,scharf::A,tûj,vass
589,scharf::A,tûj,skarp
590,stumpf::A,ne tûj,slö
591,schwer::A,giran,tung
592,schön::A,xweş,skön
593,schön::A,xweş,vacker
594,schön::A,xweşik,skön
595,schön::A,xweşik,vacker
596,heiß::A,kelandî,het
597,warm::A,germ,varm
598,kalt::A,sar,kall
599,kühl::A,jemîrî,sval
600,kühl::A,jemîrî,kylig
601,frisch::A,ter,färsk
602,feucht::A,şil,fuktig
603,nass::A,şilek,våt
604,trocken::A,zuwa,torr
605,voll::A,tijî,full
606,leer::A,vala,tom
607,offen::A,vekirî,öppen
608,geschlossen::A,asê,stängd
609,sauber::A,pakij,ren
610,schmutzig::A,lewitî,snuskig
611,roh::A,xav,rå
612,reif::A,gihaştî,mogen
613,lecker::A,xweş,läcker
614,süß::A,şîrîn,söt
615,bitter::A,tahl,besk
616,bitter::A,tahl,bitter
617,sauer::A,tirş,sur
618,hell::A,ronî,ljus
619,dunkel::A,tarî,mörk
620,schwarz::A,reş,svart
621,weiß::A,sipî,vit
622,rot::A,sor,röd
623,gelb::A,zer,gul
624,blau::A,şîn,blå
625,grün::A,şîn,grön
626,grau::A,gewr,grå
627,bunt::A,rengîn,brokig
628,billig::A,erzan,billig
629,teuer::A,biha,dyr
630,wertvoll::A,hêja,värdefull
631,wertvoll::A,giranbiha,värdefull
632,blind::A,kor,blind
633,taub::A,kerr,döv
634,kräftig::A,gir,kraftig
635,kräftig::A,xurt,kraftig
636,stark::A,xurt,stark
637,schwach::A,kesad,svag
638,fett::A,qelew,fet
639,schlank::A,zirav,slank
640,hübsch::A,xweşik,snygg
641,hübsch::A,xweşik,vacker
642,böse::A,xerab,ond
643,böse::A,xerab,elak
644,böse::A,aciz,ond
645,böse::A,aciz,elak
646,dumm::A,gêj,dum
647,faul::A,têmbêl,lat
648,fleißig::A,jêhatî,flitig
649,geizig::A,destgirtî,snål
650,geizig::A,destgirtî,girig
651,klug::A,baqil,klok
652,geschickt::A,zîrek,händig
653,geschickt::A,zîrek,skicklig
654,geschickt::A,ziring,händig
655,geschickt::A,ziring,skicklig
656,lieb::A,delal,kär
657,lieb::A,delal,snäll
658,lustig::A,kêfxweş,rolig
659,lustig::A,kêfxweş,lustig
660,sanft::A,nazenîn,mild
661,hungrig::A,birçî,hungrig
662,krank::A,nexweş,sjuk
663,nackt::A,rût,naken
664,nackt::A,tazî,naken
665,traurig::A,xemgîn,ledsen
666,traurig::A,xemgîn,sorgsen
667,lebendig::A,bisaxî,levande
668,gut::A,baş,bra
669,schlecht::A,xerab,dålig
670,richtig::A,rast,riktig
671,richtig::A,saxlem,riktig
672,schlimm::A,nebaş,illa
673,wahr::A,rast,sann
674,alt::A,pîr,gammal
675,alt::A,kevn,gammal
676,neu::A,nû,ny
677,ehemalig::A,kevnar,forn
678,ehemalig::A,kevnar,tidigare
679,ehemalig::A,peşidar,forn
680,ehemalig::A,peşidar,tidigare
681,alt[Lebewesen]::A,pîr,gammal
682,jung::A,xort,ung
683,arm::A,feqîr,fattig
684,arm::A,desteng,fattig
685,reich::A,dewlemend,rik
686,bekannt::A,naskirî,känd
687,berühmt::A,navdar,berömd
688,fremd::A,xerîb,främmande
689,verschieden::A,çîhê,åtskillig
690,nah::A,nêzîk,nära
691,fern::A,dûr,fjärran
692,linker::A,çepê,vänster
693,rechter::A,rastê,höger
694,anderer::A,yê din,annan
695,erster::A,yekemîn,första
696,zweiter::A,duda,andra
697,dritter::A,sisêya,tredje
698,letzter::A,paşîn,sist
699,allein::ADV,tenê,allena
700,auf einmal::ADV,jar kê,på en gång
701,zusammen::ADV,tev,tillsammans
702,zusammen::ADV,bi hev re,tillsammans
703,lange::ADV,dirêj,länge
704,plötzlich::ADV,ji nişkave,plötsligt
705,sofort::ADV,yekser,strax
706,sofort::ADV,yekser,genast
707,später::ADV,paşiyê,senare
708,jetzt::ADV,nuha,nu
709,heute::ADV,îro,i dag
710,morgen::ADV,sibeh,i morgon
711,bald::ADV,nêzîk,snart
712,dann::ADV,paşê,då
713,gestern::ADV,do,i går
714,einst::ADV,jar ke,en gång
715,damals::ADV,hîngî,då
716,damals::ADV,hîngî,den gången
717,danach::ADV,piştra,därefter
718,vorher::ADV,pîşî,före
719,vorher::ADV,pîşî,förut
720,zuerst::ADV,bere,först
721,einmal::ADV,çarik,en gång
722,manchmal::ADV,çarna,ibland
723,oft::ADV,gelek çaran,ofta
724,immer::ADV,daîm,alltid
725,niemals::ADV,tu çar,aldrig
726,hier::ADV,li vir,här
727,hierhin::ADV,vir,hit
728,von hier::ADV,ji vir,härifrån
729,dort::ADV,li wê derê,där
730,dorthin::ADV,wêda,dit
731,geradeaus::ADV,rastê rast,rätt fram
732,vorwärts::ADV,ber bi pêş,fram
733,vorwärts::ADV,ber bi pêş,framåt
734,rückwärts::ADV,paşpê,baklänges
735,zurück::ADV,paşdo,tillbaka
736,zurück::ADV,paşvê,tillbaka
737,unten::ADV,jêrî,nere
738,unten::ADV,jêrî,nedanför
739,hinab::ADV,berjêr,ned
740,hinab::ADV,berjêr,nedåt
741,oben::ADV,banî,ovan
742,oben::ADV,banî,ovanpå
743,hinauf::ADV,banî,upp
744,hinauf::ADV,banî,uppåt
745,überall::ADV,li her derê,överallt
746,nicht::ADV,ne,ej
747,nicht::ADV,ne,inte
748,nicht::ADV,nîn,ej
749,nicht::ADV,nîn,inte
750,nicht::ADV,tine,ej
751,nicht::ADV,tine,inte
752,ein wenig::ADV,hebkî,litet
753,kaum::ADV,tema,knappt
754,kaum::ADV,tema,knappast
755,kaum::ADV,himangi,knappt
756,kaum::ADV,himangi,knappast
757,sehr::ADV,gelek,mycket
758,so::ADV,weha,så
759,noch::ADV,hêj,än
760,noch::ADV,hêj,ännu
761,noch::ADV,dîsa,än
762,noch::ADV,dîsa,ännu
763,nur::ADV,tenê,bara
764,nur::ADV,tenê,endast
765,nur::ADV,bes,bara
766,nur::ADV,bes,endast
767,schon::ADV,hew,redan
768,wieder::ADV,jar din,åter
769,wieder::ADV,dîsa,åter
770,vergebens::ADV,deya çun,förgäves
771,vergebens::ADV,îfleh bûn,förgäves
772,vor::PRP,li ber,utanför
773,hinter::PRP,li pişt,bakom
774,unter::PRP,li bin,under
775,durch::PRP,kura,genom
776,durch::PRP,kura,igenom
777,neben::PRP,li ba,bredvid
778,neben::PRP,li ba,vid sidan av
779,zwischen::PRP,nabeyne,mellan
780,zwischen::PRP,di nav...da,mellan
781,wegen::PRP,ji bo,på grund av
782,wegen::PRP,ji ber,på grund av
783,dies::PRN,ev,detta
784,das::PRN,ev,det
785,alles::PRN,hemû,allt
786,ich::PRN,ez,jag
787,du::PRN,tu,du
788,er::PRN,wî,han
789,wir::PRN,êm,vi
790,ihr::PRN,hûn,ni
791,sie::PRN,we,de
792,was::FPRN,çi,vad
793,wer::FPRN,ki,vem
794,wo::FADV,li ku dere,var
795,wohin::FADV,li ku dere,vart
796,wie::FADV,çawa,hur
797,warum::FADV,çima,varför
798,wieviel::FNUM,çend,hur mycket
799,eins::NUM,yek,en
800,eins::NUM,yek,ett
801,zwei::NUM,didu,två
802,drei::NUM,sisê,tre
803,vier::NUM,çar,fyra
804,fünf::NUM,penç,fem
805,sechs::NUM,şeş,sex
806,sieben::NUM,heft,sju
807,acht::NUM,heşt,åtta
808,neun::NUM,neh,nio
809,zehn::NUM,deh,tio
810,elf::NUM,yazdeh,elva
811,zwölf::NUM,diwazdeh,tolv
812,zwanzig::NUM,bîst,tjugo
813,dreißig::NUM,sih,trettio
814,vierzig::NUM,çil,fyrtio
815,fünfzig::NUM,pençi,femtio
816,sechzig::NUM,şêst,sextio
817,siebzig::NUM,heftê,sjuttio
818,achtzig::NUM,heştê,åttio
819,neunzig::NUM,nod,nittio
820,hundert::NUM,sêd,hundra
821,tausend::NUM,hezar,tusen
822,und::CNJ,û,och
823,oder::CNJ,an,eller
824,oder::CNJ,yan,eller
825,stehen::V,sekinîn,stå
826,sitzen::V,rûniştin,sitta
827,liegen::V,paldan,ligga
828,hängen::V,darve kirin,hänga
829,werden::V,bûn,bli
830,passieren::V,hatin holê,ske
831,passieren::V,hatin holê,hända
832,passieren::V,hatin serê kesî,ske
833,passieren::V,hatin serê kesî,hända
834,beginnen::V,li dest pêkirin,börja
835,enden::V,xalas bû,ända
836,wechseln::V,guherandin,växla
837,wechseln::V,dêgiş kirin,växla
838,aufgehen[Sonne]::V,hilatin,gå upp
839,untergehen[Sonne]::V,çun ava,gå ned
840,scheinen[Sonne]::V,şewk de,skina
841,donnern::V,gire-gir,dundra
