,Concept_ID,udm,zh
826,klingen::V,кылӥськыны,听起来
827,bellen::V,утыны,吠
828,heulen::V,вузыны,嗥
829,blasen::V,пельтыны,吹
830,pfeifen::V,шуланы,吹口哨
831,schreien::V,черекъяны,叫喊
832,schreien::V,кесяськыны,叫喊
833,stöhnen::V,ӝуштыны,呻吟
834,zittern::V,дырекъяны,颤抖
835,zittern::V,куалекъяны,颤抖
836,leben::V,улыны,生存
837,geboren werden::V,вордӥськыны,出生
838,atmen::V,шоканы,呼吸
839,trinken::V,юыны,喝
840,essen::V,сиыны,吃
841,schlucken::V,ньылыны,咽
842,müde werden::V,жадьыны,疲倦
843,einschlafen::V,умме усьыны,入睡
844,schlafen::V,кӧлыны,睡觉
845,aufwachen::V,сайканы,睡醒
846,aufstehen::V,султыны,起床
847,sich erholen::V,шутэтскыны,休养
848,krank werden::V,висьыны,生病
849,krank sein::V,висьыны,生病
850,schmerzen::V,висьыны,疼痛
851,husten::V,кызыны,咳
852,genesen::V,юнматскыны,痊愈
853,genesen::V,бурмытскылыны,痊愈
854,sterben::V,кулыны,死
855,umkommen::V,бырыны,丧命
856,sich bewegen::V,вырыны,移动
857,sich rühren::V,вырӟыны,动弹
858,sich rühren::V,вырӟылыны,动弹
859,sich erheben::V,султыны,站起
860,sich setzen::V,пуксьыны,坐
861,hinfallen::V,усьыны,跌倒
862,laufen::V,мыныны,步行
863,schreiten::V,вамышъяны,迈步
864,spazierengehen::V,мыныны,散步
865,spazierengehen::V,ветлыны,散步
866,eilen::V,дыртыны,急忙
867,sich beeilen::V,дыртыны,赶快
868,sausen::V,туж ӝог мыныны,疾驰
869,rennen::V,бызьылыны,奔跑
870,springen::V,тэтчаны,跳
871,klettern::V,тубаны,攀缘
872,schaukeln::V,лэйканы,荡秋千
873,schaukeln::V,шонаськыны,荡秋千
874,kriechen::V,нюж ветлыны,爬行
875,schwimmen::V,уяны,游泳
876,tauchen::V,зумылыны,潜水
877,rudern::V,полсаны,划船
878,fahren::V,ветлыны,行驶
879,fliegen::V,лобаны,飞
880,gehen::V,мыныны,走
881,weggehen::V,кошкыны,离去
882,abfahren::V,кошкыны,出发
883,anhalten::V,дугдыны,停住
884,hineingehen::V,пырыны,进去
885,eintreten::V,пырыны,进入
886,kommen::V,вуыны,来
887,kommen::V,лыктыны,来
888,ankommen::V,вуыны,到达
889,zurückkommen::V,берытскыны,回来
890,bleiben::V,кыльыны,停留
891,warten::V,витьыны,等
892,erwarten::V,витьыны,等候
893,erwarten::V,возьманы,等候
894,suchen::V,утчаны,找
895,finden::V,шедьтыны,找到
896,versuchen::V,турттыны,尝试
897,vorbereiten::V,дасяны,预备
898,lieben::V,гажаны,爱
899,mögen::V,яратыны,喜欢
900,lachen::V,серекъяны,笑
901,rühren::V,сюлме йӧтыны,
902,weinen::V,бӧрдыны,哭
903,schimpfen::V,даллашыны,骂
904,sich ärgern::V,лекъяськыны,生气
905,sich fürchten::V,кышканы,害怕
906,sich fürchten::V,курданы,害怕
907,fürchten::V,курданы,害怕
908,fürchten::V,кышканы,害怕
909,fliehen::V,пегӟыны,逃走
910,flüchten::V,пегӟыны,逃跑
911,sehen::V,адӟыны,看
912,anschauen::V,учкыны,注视
913,ansehen::V,учкыны,注视
914,hören::V,кылыны,听
915,zuhören::V,кылзыны,倾听
916,probieren::V,веръяны,尝
917,riechen::V,зынъяны,闻
918,fühlen::V,шӧдыны,感到
919,scheinen::V,адскыны,照耀
920,zu sehen sein::V,адӟиськыны,可以看到
921,vernehmen::V,кылыны,审讯
922,frieren::V,кынмыны,觉得冷
923,tun::V,карыны,作
924,können::V,быгатыны,能
925,wollen::V,потыны,要
926,anfangen::V,кутскыны,开始
927,beenden::V,быдтыны,结束
928,beenden::V,быдэстыны,结束
929,aufhören::V,дугдыны,停止
930,gelingen::V,быгатыны,成功
931,gelingen::V,луыны,成功
932,geraten::V,лэсяны,陷于
933,öffnen::V,усьтыны,打开
934,schließen::V,пытсаны,关
935,stellen::V,пуктыны,放
936,setzen::V,пуктыны,放
937,legen::V,поныны,摆
938,berühren::V,исаны,触
939,verbinden::V,герӟаны,联结
940,bedecken::V,пытсаны,覆盖
941,aufhängen::V,ошыны,挂
942,anzünden::V,ӝуатыны,点
943,aufheben::V,ӝутыны,拾起
944,zurücklassen::V,кельтыны,遗留
945,verlieren::V,ыштыны,丧失
946,fallen lassen::V,уськытыны,让掉下
947,machen::V,лэсьтыны,做
948,herstellen::V,лэсьтыны,生产
949,bauen::V,пуктыны,建造
950,reparieren::V,тупатыны,修理
951,verbessern::V,умоятыны,改进
952,ändern::V,воштыны,改变
953,graben::V,копаны,挖
954,beugen::V,губыртыны,弯下
955,biegen::V,куасаны,弯
956,drehen::V,бергатыны,转动
957,wenden::V,берыктыны,转动
958,umdrehen::V,берыктыны,转动
959,heben::V,ӝутыны,举起
960,hochheben::V,ӝутъяны,抬高
961,ergreifen::V,кутыны,抓住
962,ergreifen::V,кырмыны,抓住
963,halten::V,возьыны,拿着
964,drücken::V,зӥбыны,压
965,drücken::V,пачкатыны,压
966,schieben::V,донганы,推
967,kratzen::V,вуштыны,搔
968,lecken::V,нюлыны,舔
969,beißen::V,куртчыны,咬
970,abreißen::V,ишкалтыны,撕下
971,abschneiden::V,шорыны,切断
972,abschneiden::V,вандыны,切断
973,binden::V,керттыны,捆
974,stecken::V,мертчытыны,插
975,brechen::V,тӥяны,断裂
976,klopfen::V,йыганы,敲
977,klopfen::V,шарккетыны,敲
978,hauen::V,жугыны,揍
979,hauen::V,тышканы,揍
980,kleben::V,лякыны,粘
981,reiben::V,зыраны,摩擦
982,reiben::V,вуштыны,摩擦
983,streichen::V,зыраны,涂
984,schleifen::V,шерыны,拖曳
985,schneiden::V,вандыны,切
986,rütteln::V,зуркатыны,颠簸
987,schütteln::V,куалекъятыны,摇动
988,schwenken::V,шонаны,摇动
989,schütten::V,лэзьыны,倒
990,füllen::V,тырмытыны,填满
991,einwickeln::V,биньыны,包
992,tragen::V,нуыны,提
993,schleppen::V,кыскыны,扛
994,ziehen::V,кыскыны,拉
995,aufbewahren::V,возьыны,保存
996,werfen::V,куяны,扔
997,werfen::V,лэзяны,扔
998,fangen::V,кутыны,捕捉
999,packen::V,кутыны,抓住
1000,packen::V,кырмыны,抓住
1001,verstecken::V,ватыны,藏
1002,teilen::V,люкыны,分
1003,schicken::V,ыстыны,派遣
1004,bringen::V,вайыны,带来
1005,hinzufügen::V,ватсаны,添加
1006,bekommen::V,басьтыны,得到
1007,erhalten::V,басьтыны,接到
1008,nehmen::V,кутыны,拿
1009,nehmen::V,басьтыны,拿
1010,wählen::V,бырйыны,挑选
1011,auswählen::V,бырйыны,选择
1012,bewahren::V,возьыны,保持
1013,behindern::V,могӟытыны,防碍
1014,verderben::V,сӧрыны,败坏
1015,beschädigen::V,урод лэсьтыны,损坏
1016,zerbrechen::V,сӧрыны,破碎
1017,zerreißen::V,кесяны,撕碎
1018,zerstören::V,куашкатыны,毁坏
1019,verbrennen::V,сутыны,燃烧
1020,geben::V,сётыны,给
1021,reichen::V,сётыны,递给
1022,schenken::V,кузьманы,赠送
1023,versprechen::V,кыл сётыны,许诺
1024,wünschen::V,сӥзьыны,祝
1025,loben::V,ушъяны,表扬
1026,küssen::V,чупаны,亲
1027,wiegen::V,веттаны,轻摇
1028,wiegen::V,лэйкатыны,轻摇
1029,zudecken::V,шобыртыны,盖上
1030,wecken::V,сайкатыны,唤起
1031,zeigen::V,возьматыны,指
1032,führen::V,нуыны,带领
1033,lehren::V,дышетыны,教
1034,unterrichten::V,дышетыны,讲课
1035,aufziehen::V,будэтыны,抚养
1036,leiten::V,кивалтыны,领导
1037,antreiben::V,дыртытыны,催促
1038,lassen::V,-ытыны,让
1039,einladen::V,ӧтьыны,邀请
1040,vereinigen::V,огазеяны,统一
1041,besuchen::V,адӟыськыны,参观
1042,treffen::V,пумитаны,会面
1043,sich versammeln::V,люкаськыны,聚集
1044,spielen::V,шудыны,玩
1045,singen::V,кырӟаны,唱歌
1046,tanzen::V,эктыны,跳舞
1047,sich trennen::V,люкиськыны,分别
1048,verlassen::V,куштыны,离开
1049,retten::V,утьыны,救
1050,bewachen::V,возьманы,守卫
1051,schützen::V,утялтыны,保护
1052,verteidigen::V,возьманы,保卫
1053,sich schlagen::V,жугиськыны,打架
1054,schießen::V,ыбылӥськны,射击
1055,siegen::V,вормыны,获胜
1056,ärgern::V,вожпоттыны,激怒
1057,schlagen::V,жуккыны,打
1058,treten::V,лёганы,踢
1059,stechen::V,бышкалтыны,刺
1060,stoßen::V,донгыны,撞
1061,stehlen::V,вораны,盗窃
1062,stehlen::V,лушканы,盗窃
1063,stören::V,люкетыны,干扰
1064,belästigen::V,акыльтыны,打搅
1065,belästigen::V,вукылмыны,打搅
1066,verbergen::V,ватыны,隐藏
1067,täuschen::V,алданы,欺骗
1068,betrügen::V,пӧяны,欺骗
1069,töten::V,виыны,杀
1070,wohnen::V,улыны,居住
1071,arbeiten::V,ужаны,工作
1072,sammeln::V,бичаны,收集
1073,pflücken::V,ишкыны,采
1074,jagen::V,пӧйшураны,打猎
1075,fischen::V,чорыганы,捕鱼
1076,fassen::V,кутыны,捉住
1077,hüten::V,возьманы,守护
1078,treiben::V,улляны,漂
1079,anbinden::V,думыны,拴
1080,füttern::V,сюдыны,喂
1081,melken::V,кыскыны,挤奶
1082,hacken::V,кораны,剁细
1083,gießen::V,киськаны,浇
1084,reifen::V,вуыны,成熟
1085,reifen::V,кисьманы,成熟
1086,zubereiten::V,лесьтыны,
1087,kochen::V,пӧзьтыны,煮
1088,backen::V,пыжыны,烤
1089,braten::V,пыжыны,煎
1090,umrühren::V,сураны,搅拌
1091,stricken::V,керттыны,织
1092,nähen::V,вурыны,缝
1093,färben::V,буяны,染色
1094,reinigen::V,сузяны,清洁
1095,waschen::V,мисьтаськыны,洗
1096,abwischen::V,ӵушылыны,擦掉
1097,spülen::V,гылъяны,清洗
1098,fegen::V,ӵужыны,扫
1099,kehren::V,ӵужыны,打扫
1100,baden::V,пыласькыны,给...洗澡
1101,sich waschen::V,пыласькыны,洗澡
1102,ausziehen::V,кыльыны,脱
1103,anziehen::V,дӥсяны,穿
1104,sich anziehen::V,дӥсьяськыны,穿衣
1105,kämmen::V,сынаны,梳
1106,schmücken::V,чеберъяны,装饰
1107,sagen::V,шуыны,说
1108,sagen::V,вераны,说
1109,sprechen::V,вераськыны,说
1110,reden::V,вераськыны,讲
1111,sich unterhalten::V,вераськыны,聊天
1112,fragen::V,юаны,问
1113,bitten::V,курыны,请
1114,erzählen::V,вераны,叙述
1115,erzählen::V,мадьыны,叙述
1116,mitteilen::V,ивортыны,通知
1117,nennen::V,шуыны,叫做
1118,rufen::V,ӧтьыны,叫
1119,prahlen::V,ушъяськыны,吹牛
1120,übersetzen::V,берыктыны,翻译
1121,denken::V,малпаны,想
1122,glauben::V,оскыны,以为
1123,bemerken::V,адӟыны,发觉
1124,erkennen::V,тодыны,识别
1125,begreifen::V,валаны,理解
1126,verstehen::V,валаны,明白
1127,lernen::V,дышетскыны,学
1128,wissen::V,тодыны,知道
1129,sich erinnern an::V,тодэ вайыны,回忆
1130,vergessen::V,вунэтыны,忘记
1131,messen::V,мертаны,测量
1132,zählen::V,лыдъяны,数
1133,rechnen::V,лыдъяны,计算
1134,lesen::V,лыдӟыны,读
1135,malen::V,суреданы,画
1136,zeichnen::V,суреданы,绘制
1137,schreiben::V,гожъяны,写
1138,besitzen::V,луыны,占有
1139,kaufen::V,басьтыны,买
1140,verkaufen::V,вузаны,卖
1141,bezahlen::V,тырыны,付钱
1142,zahlen::V,тырыны,支付
1143,beherrschen::V,кузёяськыны,统治
1144,ertragen::V,чиданы,忍耐
