,Concept_ID,sk,ps
102,Schmutz::N,špina,ناپاکي
103,Schmutz::N,nečistota,ناپاکي
104,See::N,jazero,جهیل
105,Sumpf::N,bahno,جبه
106,Moor::N,močiar,جبه
107,Wiese::N,lúka,چمن
108,Wiese::N,lúka,شنېلی
109,Wald::N,les,ځنګل
110,Wald::N,hora,ځنګل
111,Hügel::N,vŕšok,تپه
112,Anhöhe::N,výšina,غونډۍ
113,Anhöhe::N,vyvýšenina,غونډۍ
114,Berg::N,hora,غ‍‍‍‍‍ر
115,Gipfel::N,vrchol,څوکه
116,Höhle::N,jaskyňa,کاز
117,Abhang::N,úbočie,لمن
118,Quelle::N,prameň,چینه
119,Bach::N,potok,واله
120,Fluss::N,rieka,سیند
121,Ufer::N,breh,غاړه
122,Küste::N,pobrežie,ساحل
123,Festland::N,pevnina,وچه
124,Meer::N,more,بحر
125,Meer::N,more,سمندر
126,Bucht::N,záliv,کارۍ
127,Bucht::N,zátoka,کارۍ
128,Insel::N,ostrov,ټاپو
129,Insel::N,ostrov,جزيره
130,Blume::N,kvet,ګل
131,Blume::N,kvetina,ګل
132,Gras::N,tráva,واښه
133,Wurzel::N,koreň,ریښه
134,Baum::N,strom,ونه
135,Stamm::N,kmeň,ډډ
136,Rinde::N,kôra,پوستکی
137,Ast::N,konár,ښاخ
138,Zweig::N,vetva,څانګه
139,Blatt::N,list,پاڼه
140,Birke::N,breza,توس
141,Kiefer[Baum]::N,sosna,نښتر
142,Kiefer[Baum]::N,borovica,نښتر
143,Weide[Baum]::N,vŕba,وله
144,Tanne::N,jedľa,ناجو
145,Horn::N,roh,ښکر
146,Feder::N,pero,بڼکه
147,Fell::N,koža,پوستکی
148,Fell::N,kožušina,پوستکی
149,Flügel::N,krídlo,وزر
150,Klaue::N,paznecht,پنجه
151,Klaue::N,paznecht,منګول
152,Kralle::N,pazúr,پنجه
153,Kralle::N,pazúr,منګول
154,Schwanz::N,chvost,لکۍ
155,Ei::N,vajce,وۍ
156,Ei::N,vajce,هګۍ
157,Ei::N,vajíčko,وۍ
158,Ei::N,vajíčko,هګۍ
159,Nest::N,hniezdo,جاله
160,Bau::N,nora,کاز
161,Tier::N,zviera,ژوی
162,Tier::N,zviera,حیوان
163,Herde::N,stádo,رمه
164,Herde::N,stádo,غېله
165,Kuh::N,krava,غوا
166,Bulle::N,býk,غوئی
167,Pferd::N,kôň,آس
168,Schaf::N,ovca,پسه
169,Schwein::N,sviňa,سرکوزی
170,Hund::N,pes,سپی
171,Katze::N,mačka,پشه
172,Bär::N,medveď,خرس
173,Eichhörnchen::N,veverička,خړ لمی
174,Elch::N,los,ګوزن
175,Fuchs::N,líška,سپلم
176,Hase::N,zajac,سوی
177,Maus::N,myš,مږک
178,Wolf::N,vlk,لېوه
179,Vogel::N,vták,مرغه
180,Schwarm::N,roj,سېل
181,Huhn::N,kurča,چرګه
182,Huhn::N,sliepka,چرګه
183,Hahn::N,kohút,چرګ
184,Gans::N,hus,بته
185,Adler::N,orol,عقاب
186,Ente::N,kačka,ایلۍ
187,Ente::N,kačica,ایلۍ
188,Eule::N,sova,ګونګی
189,Kranich::N,žeriav,کلنګ
190,Krähe::N,vrana,کارغه
191,Kuckuck::N,kukučka,فاخته
192,Schwan::N,labuť,قو
193,Fisch::N,ryba,کب
194,Fisch::N,ryba,ماهی
195,Barsch::N,ostriež,
196,Hecht::N,šťuka,
197,Schlange[Tier]::N,had,مار
198,Wurm::N,červ,چینجی
199,Spinne::N,pavúk,غڼه
200,Spinne::N,pavúk,تارکښ
201,Ameise::N,mravec,مېږی
202,Laus::N,voš,سپږه
203,Mücke::N,komár,ماشی
204,Fliege::N,mucha,مچ
205,Schmetterling::N,motýľ,پتنګ
206,Beere::N,bobuľa,مېوۍ
207,Apfel::N,jablko,مڼه
208,Pilz::N,hríb,خرېړی
209,Zwiebel::N,cibuľa,پیاز
210,Saat::N,osivo,تخم
211,Korn::N,zrno,تخم
212,Korn::N,zrno,دانه
213,Heu::N,seno,بوس
214,Heu::N,seno,پروړه
215,Schale::N,šupa,پوستکی
216,Schale::N,škrupina,پوستکی
217,Grube::N,jama,کنده
218,Falle::N,pasca,دام
219,Falle::N,pasca,لومه
220,Falle::N,klepec,دام
221,Falle::N,klepec,لومه
222,Schlinge::N,slučka,کړۍ
223,Spur::N,stopa,نښه
224,Asche::N,popol,آس
225,Asche::N,popol,ایره
226,Dreck::N,kal,ناپاکي
227,Dreck::N,blato,ناپاکي
228,Eisen::N,železo,اوسپنه
229,Gold::N,zlato,سره زر
230,Silber::N,striebro,نقره
231,Silber::N,striebro,سپین زر
232,Kohle::N,uhlie,سکور
233,Kohle::N,uhlie,سکاره
234,Glas::N,sklo,ښيښه
235,Lehm::N,íl,خټه
236,Lehm::N,hlina,خټه
237,Sand::N,piesok,شګه
238,Mensch::N,človek,انسان
239,Mann::N,muž,سړی
240,Mann::N,muž,نارینه
241,Mann::N,chlap,سړی
242,Mann::N,chlap,نارینه
243,Frau::N,žena,ښځه
244,Kind::N,dieťa,بچی
245,Kind::N,dieťa,ماشوم
246,Junge::N,chlapec,هلک
247,Mädchen::N,dievka,نجلۍ
248,Familie::N,rodina,کورنۍ
249,Großvater::N,dedo,بابا
250,Großvater::N,starý otec,بابا
251,Großmutter::N,babička,انا
252,Großmutter::N,stará mať,انا
253,Eltern::N,rodičia,مور او پلار
254,Vater::N,otec,پلار
255,Mutter::N,mať,مور
256,Mutter::N,matka,مور
257,Sohn::N,syn,زوی
258,Tochter::N,dcéra,لور
259,Bruder::N,brat,ورور
260,Schwester::N,sestra,خور
261,Onkel::N,ujo,تره
262,Onkel::N,ujo,ماما
263,Onkel::N,strýko,تره
264,Onkel::N,strýko,ماما
265,Tante::N,teta,خاله
266,Tante::N,tetka,خاله
267,Ehemann::N,muž,مېړه
268,Ehemann::N,manžel,مېړه
269,Ehefrau::N,žena,مېرمن
270,Ehefrau::N,manželka,مېرمن
271,Freude::N,radosť,خوشحالي
272,Gelächter::N,smiech,خندا
273,Glück::N,šťastie,بخت
274,Kummer::N,žiaľ,غم
275,Kummer::N,zármutok,غم
276,Wunsch::N,prianie,هيله
277,Wunsch::N,prianie,غوښتنه
278,Lust::N,chuť,شوق
279,Lust::N,chuť,مینه
280,Geist::N,duch,روح
281,Gedanke::N,myšlienka,فکر
282,Gedächtnis::N,pamäť,یاد
283,Gedächtnis::N,pamäť,حافظه
284,Verstand::N,rozum,عقل
285,Verstand::N,rozum,شعور
286,Sinn::N,zmysel,معنی
287,Grund::N,dôvod,علت
288,Grund::N,dôvod,اساس
289,Grund::N,príčina,علت
290,Grund::N,príčina,اساس
291,Wahrheit::N,pravda,حقیقت
292,Gespräch::N,reč,مرکه
293,Gespräch::N,reč,خبرې اترې
294,Gespräch::N,rozhovor,مرکه
295,Gespräch::N,rozhovor,خبرې اترې
296,Märchen::N,rozprávka,افسانه
297,Erzählung::N,poviedka,قصه
298,Erzählung::N,poviedka,کیسه
299,Nachricht::N,správa,خبر
300,Neuigkeit::N,novinka,نوی خبر
301,Name::N,meno,نوم
302,Rätsel::N,záhada,کیسۍ
303,Rätsel::N,záhada,چیستان
304,Rätsel::N,hádanka,کیسۍ
305,Rätsel::N,hádanka,چیستان
306,Rede::N,reč,وینا
307,Sprache::N,reč,ژبه
308,Sprache::N,jazyk,ژبه
309,Stimme::N,hlas,غږ
310,Stimme::N,hlas,اواز
311,Wort::N,slovo,لغت
312,Wort::N,slovo,کلمه
313,Zeichen::N,znak,نښه
314,Zeichen::N,znak,اشاره
315,Ruf::N,volanie,ږغ
316,Ruf::N,volanie,بلنه
317,Ruf::N,zavolanie,ږغ
318,Ruf::N,zavolanie,بلنه
319,Lärm::N,hluk,غالمغال
320,Lärm::N,hurhaj,غالمغال
321,Laut::N,zvuk,ږغ
322,Ton::N,tón,اواز
323,Ton::N,zvuk,اواز
324,Lied::N,pieseň,غزله
325,Lied::N,pieseň,سندره
326,Ruhe::N,pokoj,ارامي
327,Leute::N,ľudia,خلک
328,Volk::N,ľud,ولس
329,Volk::N,národ,ولس
330,Arbeit::N,práca,کار
331,Arbeit::N,robota,کار
332,Gast::N,hosť,مېلمه
333,Geschenk::N,dar,تحفه
334,Geschenk::N,dar,سوغات
335,Spiel::N,hra,لوبه
336,Gesellschaft::N,spoločnosť,ډله
337,Hilfe::N,pomoc,کومک
338,Hilfe::N,pomoc,مرسته
339,Freund::N,priateľ,ملګری
340,Kamerad::N,kamarát,انډيوال
341,Angelegenheit::N,vec,موضوع
342,Angelegenheit::N,záležitosť,موضوع
343,Anzahl::N,počet,شمېر
344,Anzahl::N,počet,تعداد
345,Anzahl::N,množstvo,شمېر
346,Anzahl::N,množstvo,تعداد
347,Art::N,druh,ډول
348,Stück::N,kus,ټوټه
349,Stück::N,kúsok,ټوټه
350,Teil::N,časť,برخه
351,Hälfte::N,polka,نیم
352,Hälfte::N,polovica,نیم
353,Kreis::N,kruh,دایره
354,Kreuz::N,kríž,صلیب
355,Linie::N,línia,خط
356,Linie::N,línia,لیکه
357,Strich::N,čiara,کرښه
358,Abstand::N,vzdialenosť,فاصله
359,Entfernung::N,vzdialenosť,واټن
360,Gegend::N,kraj,سیمه
361,Gegend::N,kraj,منطقه
362,Gegend::N,krajina,سیمه
363,Gegend::N,krajina,منطقه
364,Platz::N,miesto,ځای
365,Ort::N,miesto,ځای
366,Seite::N,bok,مخ
367,Seite::N,bok,اړخ
368,Seite::N,strana,مخ
369,Seite::N,strana,اړخ
370,Mitte::N,stred,وسط
371,Mitte::N,stred,مینځ
372,Gegenstand::N,predmet,شی
373,Sache::N,vec,شی
374,Sache::N,vec,څيز
375,Rand::N,kraj,څنډه
376,Rand::N,kraj,کناره
377,Rand::N,okraj,څنډه
378,Rand::N,okraj,کناره
379,Kante::N,hrana,اړخ
380,Ecke::N,roh,ګوټ
381,Spitze::N,hrot,څوکه
382,Spitze::N,špička,څوکه
383,Ende::N,koniec,څوکه
384,Loch::N,diera,سوری
385,Winkel::N,kút,کنج
386,Winkel::N,kút,کوتی
387,Muster::N,vzor,نمونه
388,Muster::N,vzorka,نمونه
389,Größe::N,veľkosť,قد
390,Größe::N,veľkosť,لويوالی
391,Länge::N,dĺžka,طول
392,Länge::N,dĺžka,اوږد والی
393,Höhe::N,výška,جګوالی
394,Gewicht::N,váha,وزن
395,Menge::N,množstvo,اندازه
396,Haufen::N,hŕba,کوټه
397,Reihe::N,rad,صف
398,Reihe::N,rad,کتار
399,Boot::N,čln,قايق
400,Ruder::N,veslo,چپه
401,Schlitten::N,sane,ښویېدونی
402,Ski::N,lyža,سکي
403,Lagerfeuer::N,táborák,اور
404,Last::N,ťarcha,بار
405,Last::N,ťarcha,پېټی
406,Last::N,bremeno,بار
407,Last::N,bremeno,پېټی
408,Gang::N,chôdza,تګ
409,Schritt::N,krok,ګام
410,Norden::N,sever,شمال
411,Süden::N,juh,سوېل
412,Westen::N,západ,لوېدېځ
413,Osten::N,východ,شرق
414,Osten::N,východ,ختیځ
415,Holz::N,drevo,لرګی
416,Brett::N,doska,تخته
417,Platte::N,doska,تخته
418,Platte::N,platňa,تخته
419,Stütze::N,opora,تکیوان
420,Stange::N,tyč,ډاګه
421,Stock::N,palica,لرګی
422,Stab::N,palica,چيخله
423,Rohr::N,rúra,نل
424,Haus::N,dom,کور
425,Heim::N,domov,کور
426,Ofen::N,pec,تودنۍ
427,Ofen::N,kachle,تودنۍ
428,Fußboden::N,dlážka,غولی
429,Fußboden::N,podlaha,غولی
430,Tisch::N,stôl,مېز
431,Stuhl::N,stolička,چوکۍ
432,Wiege::N,kolíska,زانګو
433,Bett::N,lôžko,کټ
434,Bett::N,lôžko,چپرکټ
435,Bett::N,posteľ,کټ
436,Bett::N,posteľ,چپرکټ
437,Regal::N,regál,تاخچۍ
438,Regal::N,polica,تاخچۍ
439,Kiste::N,debna,صندوق
440,Fenster::N,okno,کړکۍ
441,Fenster::N,oblok,کړکۍ
442,Tür::N,dvere,دروازه
443,Tor::N,vráta,دروازه
444,Zaun::N,plot,کټاره
445,Zaun::N,ohrada,کټاره
446,Dach::N,krov,بام
447,Dach::N,strecha,بام
448,Leiter::N,rebrík,زينه
449,Leiter::N,rebrina,زينه
450,Besen::N,metla,جارو
451,Spaten::N,rýľ,یوم
452,Schaufel::N,lopata,بېلچه
453,Gabel::N,vidlička,پنجه
454,Löffel::N,lyžica,کاشوغه
455,Messer::N,nôž,چاقو
456,Nagel::N,klinec,ميخ
457,Netz::N,sieť,جال
458,Haken::N,hák,څنګک
459,Haken::N,háčik,څنګک
460,Griff::N,rukoväť,لاستی
461,Schloss::N,zámka,کلپ
462,Bild::N,obraz,رسم
463,Figur::N,figúra,قدوقامت
464,Puppe::N,bábka,ګوډۍ
465,Puppe::N,bábika,ګوډۍ
466,Beutel::N,vrece,کڅوړه
467,Beutel::N,vrecko,کڅوړه
468,Bündel::N,uzlík,دسته
469,Bündel::N,zväzok,دسته
470,Tasche::N,taška,بکس
471,Tasche::N,taška,توبره
472,Tasche::N,kabelka,بکس
473,Tasche::N,kabelka,توبره
474,Eimer::N,vedro,سطل
475,Deckel::N,vrchnák,سرپوښ
476,Deckel::N,pokrývka,سرپوښ
477,Geschirr::N,nádoba,لوښی
478,Sack::N,mech,جوال
479,Sack::N,vrece,جوال
480,Tasse::N,šálka,پیاله
481,Topf::N,hrniec,دېګی
482,Kessel::N,kotol,دېګ
483,Essen::N,jedlo,خوراک
484,Nahrung::N,strava,خوراک
485,Nahrung::N,potrava,خوراک
486,Speise::N,jedlo,خواړه
487,Fleisch::N,mäso,غوښه
488,Getreide::N,obilie,غله
489,Brei::N,kaša,اوګره
490,Brot::N,chlieb,ډوډۍ
491,Scheibe::N,kotúč,مړۍ
492,Scheibe::N,krajec,مړۍ
493,Fett::N,tuk,غوړي
494,Fett::N,masť,غوړي
495,Butter::N,maslo,کوچ
496,Öl::N,olej,تېل
497,Salz::N,soľ,مالګه
498,Suppe::N,polievka,شوربا
499,Honig::N,med,شات
500,Milch::N,mlieko,شوده
501,Tee::N,čaj,چای
502,Leder::N,koža,څرمن
503,Wolle::N,vlna,پشم
504,Stoff::N,súkno,ټوټه
505,Nadel::N,ihla,ستن
506,Faden::N,niť,تار
507,Faden::N,vlákno,تار
508,Knopf::N,gombík,تڼۍ
509,Knopf::N,gombík,تکمه
510,Knoten::N,uzol,غوټه
511,Farbe::N,farba,رنګ
512,Kleidung::N,šaty,کالي
513,Kleidung::N,šatstvo,کالي
514,Hemd::N,košeľa,کميس
515,Kragen::N,golier,غاړه
516,Ärmel::N,rukáv,لستوڼی
517,Hose::N,nohavice,پطلون
518,Gürtel::N,pás,کمربند
519,Gürtel::N,opasok,کمربند
520,Mütze::N,čiapka,خولۍ
521,Schuh::N,obuv,بوټ
522,Schuh::N,topánka,بوټ
523,Stiefel::N,čižma,موزه
524,Ring::N,prsteň,ګوته
525,Band::N,stuha,فيته
526,Kamm::N,hrebeň,ګمنځ
527,Spiegel::N,zrkadlo,ایینه
528,Spiegel::N,zrkadlo,هنداره
529,Riemen::N,remeň,تسمه
530,Schnur::N,šnúra,مزی
531,Leine::N,vodidlo,رسۍ
532,Decke::N,deka,بړستن
533,Decke::N,prikrývka,بړستن
534,Kissen::N,poduška,بالښت
535,Tuch::N,šatka,ټیکری
536,Handtuch::N,uterák,دسمال
537,Kraft::N,moc,زور
538,Kraft::N,moc,توان
539,Stärke::N,sila,قوت
540,Gesundheit::N,zdravie,صحت
541,Gesundheit::N,zdravie,روغتیا
542,Krankheit::N,nemoc,مرض
543,Krankheit::N,nemoc,ناروغي
544,Krankheit::N,choroba,مرض
545,Krankheit::N,choroba,ناروغي
546,Schmerz::N,bolesť,درد
547,Wunde::N,rana,ټپ
548,Wunde::N,rana,زخم
549,Fieber::N,horúčka,تبه
550,Arznei::N,liek,دوا
551,Arznei::N,liek,دارو
552,Brücke::N,most,پول
553,Brunnen::N,studňa,څاه
554,Brunnen::N,studňa,کوهی
555,Weide::N,pastva,وله
556,Pfad::N,chodník,تړه
557,Weg::N,cesta,لیار
558,Straße::N,hradská,سړک
559,Dorf::N,dedina,کلی
560,Stadt::N,mesto,ښار
561,Brief::N,list,لیک
562,Brief::N,list,مکتوب
563,Buch::N,kniha,کتاب
564,Buchstabe::N,litera,حرف
565,Buchstabe::N,litera,توری
566,Buchstabe::N,písmeno,حرف
567,Buchstabe::N,písmeno,توری
568,Zeitung::N,noviny,اخبار
569,Leben::N,život,ژوند
570,Tod::N,smrť,مرګ
571,Tod::N,smrť,مړینه
572,Grab::N,hrob,قبر
573,Grab::N,hrob,ډورۍ
574,Kirche::N,kostol,کلیسا
575,Sünde::N,hriech,ګناه
576,Gott::N,boh,خدای
577,Arbeiter::N,robotník,کاریګر
578,Arbeiter::N,pracnovík,کاریګر
579,Chef::N,šéf,آمر
580,Chef::N,riaditeľ,آمر
581,Meister::N,majster,استاد
582,Arzt::N,lekár,طبیب
583,Arzt::N,lekár,ډاکټر
584,Lehrer::N,učiteľ,معلم
585,Lehrer::N,učiteľ,ښوونکی
586,Geld::N,peniaze,پیسې
587,Geschäft::N,obchod,سوداګري
588,Laden::N,obchod,دکان
589,Laden::N,obchod,مغازه
590,Preis::N,cena,بیه
591,Ware::N,tovar,مال
592,Nutzen::N,osoh,ګټه
593,Nutzen::N,úžitok,ګټه
594,Reichtum::N,bohatstvo,شتمني
595,Welt::N,svet,نړۍ
596,Welt::N,svet,دنیا
597,Land::N,územie,هېواد
598,Land::N,krajina,هېواد
599,Staat::N,štát,دولت
600,König::N,kráľ,باچا
601,König::N,kráľ,پادشاه
602,Macht::N,moc,قدرت
603,Macht::N,mocnosť,قدرت
604,Grenze::N,hranica,حد
605,Grenze::N,hranica,سرحد
606,Krieg::N,vojna,جګړه
607,Feind::N,nepriateľ,دښمن
608,Gewalt::N,násilie,زور
609,Gewalt::N,násilie,تشدد
610,Kampf::N,boj,جنګ
611,Kampf::N,boj,مبارزه
612,Bogen[Waffe]::N,luk,لیندۍ
613,Pfeil::N,šíp,غشی
614,Pfeil::N,strela,غشی
615,Gewehr::N,puška,ټوپک
616,Fehler::N,omyl,خطا
617,Fehler::N,omyl,غلطي
618,Fehler::N,chyba,خطا
619,Fehler::N,chyba,غلطي
620,Lüge::N,lož,دروغ
621,Schaden::N,ujma,زیان
622,Schaden::N,ujma,تاوان
623,Schaden::N,škoda,زیان
624,Schaden::N,škoda,تاوان
625,Unglück::N,nešťastie,بدبختي
626,Schuld::N,vina,ګناه
627,Schuld::N,previnenie,ګناه
628,Alter::N,vek,منګ
629,Schluss::N,záver,اخر
630,Schluss::N,koniec,اخر
631,Zeit::N,čas,وخت
632,Tag::N,deň,ورځ
633,Morgen::N,ráno,سبا
634,Morgen::N,ráno,سهار
635,Mittag::N,poludnie,غرمه
636,Abend::N,večer,ماښام
637,Nacht::N,noc,شپه
638,Woche::N,týždeň,اونۍ
639,Monat::N,mesiac,مياشت
640,Jahr::N,rok,کال
641,Frühling::N,jar,پسرلی
642,Sommer::N,leto,دوبی
643,Herbst::N,jeseň,منی
644,Herbst::N,jeseň,خزان
645,Winter::N,zima,ژمی
646,Januar::N,január,جنوري
647,Februar::N,február,فبروري
648,März::N,marec,مارچ
649,April::N,apríl,اپریل
650,Mai::N,máj,مې
651,Juni::N,jún,جون
652,Juli::N,júl,جولای
653,August::N,august,اګست
654,September::N,september,سپټامبر
655,Oktober::N,október,اکتوبر
656,November::N,november,نومبر
657,Dezember::N,december,دسمبر
658,Montag::N,pondelok,دوشنبه
659,Dienstag::N,utorok,سه شنبه
660,Mittwoch::N,streda,چارشنبه
661,Donnerstag::N,štvrtok,پنجشنبه
662,Freitag::N,piatok,جمعه
663,Samstag::N,sobota,خالي
664,Sonntag::N,nedeľa,یکشنبه
665,groß::A,veľký,لوی
666,klein::A,malý,وړوکی
667,lang::A,dlhý,اوړد
668,kurz::A,krátky,لنډ
669,breit::A,široký,پراخه
670,schmal::A,úzky,تنګ
671,dicht::A,hustý,ګڼ
672,dick[Gegenstand]::A,tlstý,پنډ
673,dünn::A,tenký,نری
674,fein::A,jemný,نازک
675,fest::A,pevný,کلک
676,fest::A,pevný,ټینګ
677,flach::A,rovný,هوار
678,flach::A,plochý,هوار
679,glatt::A,hladký,ښوی
680,hart::A,tvrdý,کلک
681,weich::A,mäkký,نرم
682,weich::A,mäkký,پوست
683,rund::A,guľatý,ګرد
684,rund::A,okrúhly,ګرد
685,spitz::A,končitý,تېره
686,scharf::A,ostrý,تېز
687,scharf::A,ostrý,تېره
688,stumpf::A,tupý,پڅ
689,schwer::A,ťažký,دروند
690,schön::A,pekný,ښکلی
691,schön::A,krásny,ښکلی
692,heiß::A,horúci,تود
693,warm::A,teplý,تود
694,kalt::A,studený,ېخ
695,kalt::A,studený,سوړ
696,kühl::A,chladný,ېخ
697,kühl::A,chladný,سوړ
698,frisch::A,svieži,تازه
699,feucht::A,vlhký,مرطوب
700,feucht::A,zvlhnutý,مرطوب
701,nass::A,mokrý,لوند
702,trocken::A,suchý,وچ
703,voll::A,plný,ډک
704,leer::A,prázdny,خالی
705,offen::A,otvorený,خلاص
706,offen::A,otvorený,پرانیستی
707,geschlossen::A,zavretý,تړلی
708,sauber::A,čistý,پاک
709,schmutzig::A,špinavý,چټل
710,roh::A,surový,خام
711,reif::A,zrelý,پوخ
712,reif::A,zrelý,رسېدلی
713,lecker::A,chutný,خوندور
714,lecker::A,chutný,مزه دار
715,süß::A,sladký,خوږ
716,süß::A,sladký,شیرین
717,bitter::A,horký,تریخ
718,sauer::A,kyslý,ټاک
719,sauer::A,kyslý,تريو
720,hell::A,jasný,روڼ
721,hell::A,jasný,روښان
722,hell::A,svetlý,روڼ
723,hell::A,svetlý,روښان
724,dunkel::A,temný,تیاره
725,schwarz::A,čierny,تور
726,weiß::A,biely,سپين
727,rot::A,červený,سور
728,gelb::A,žltý,زېړ
729,blau::A,modrý,شین
730,blau::A,modrý,اسماني رنګه
731,blau::A,belasý,شین
732,blau::A,belasý,اسماني رنګه
733,grün::A,zelený,زرغون
734,grau::A,šedý,خړ
735,bunt::A,pestrý,رنګارنګ
736,billig::A,lacný,ارزان
737,teuer::A,drahý,ګران
738,wertvoll::A,cenný,قیمتي
739,blind::A,slepý,ړوند
740,taub::A,hluchý,کوڼ
741,kräftig::A,silný,قوی
742,stark::A,silný,قوی
743,stark::A,silný,تکړه
744,schwach::A,slabý,ضعیف
745,schwach::A,slabý,کمزوری
746,schwach::A,bezvládny,ضعیف
747,schwach::A,bezvládny,کمزوری
748,fett::A,tučný,چاغ
749,schlank::A,štíhly,خوش اندام
750,hübsch::A,šumný,ښکلی
751,hübsch::A,šumný,ښایسته
752,hübsch::A,švárny,ښکلی
753,hübsch::A,švárny,ښایسته
754,böse::A,zlý,شریر
755,böse::A,zlý,قهرناک
756,dumm::A,hlúpy,احمق
757,faul::A,lenivý,لټ
758,faul::A,lenivý,تنبل
759,fleißig::A,snaživý,زحمت کښ
760,fleißig::A,usilovný,زحمت کښ
761,geizig::A,skupý,بخیل
762,geizig::A,lakomý,بخیل
763,klug::A,múdry,عاقل
764,klug::A,múdry,هوښیار
765,klug::A,bystrý,عاقل
766,klug::A,bystrý,هوښیار
767,geschickt::A,zručný,ماهر
768,geschickt::A,šikovný,ماهر
769,lieb::A,milý,عزیز
770,lieb::A,milý,محبوب
771,lustig::A,veselý,خوشحال
772,sanft::A,nežný,پوست
773,sanft::A,nežný,ملایم
774,hungrig::A,lačný,وږی
775,hungrig::A,hladný,وږی
776,krank::A,chorý,مريض
777,krank::A,chorý,ناروغ
778,krank::A,nemocný,مريض
779,krank::A,nemocný,ناروغ
780,nackt::A,nahý,لوڅ
781,traurig::A,smutný,غمجن
782,lebendig::A,živý,ژوندی
783,gut::A,dobrý,ښه
784,schlecht::A,zlý,بد
785,schlecht::A,zlý,خراب
786,richtig::A,správny,سم
787,richtig::A,správny,صحیح
788,schlimm::A,zlý,بد
789,schlimm::A,zlý,مخوف
790,schlimm::A,nepríjemný,بد
791,schlimm::A,nepríjemný,مخوف
792,wahr::A,pravý,واقعي
793,wahr::A,pravdivý,واقعي
