,Concept_ID,cs,lez
148,Schwanz::N,ocas,ттум
149,Ei::N,vejce,кака
150,Nest::N,hnízdo,муг
151,Bau::N,nora,тӏеквен
152,Tier::N,zvíře,гьайван
153,Herde::N,stádo,суьруь
154,Kuh::N,kráva,ккал
155,Bulle::N,býk,яц
156,Bulle::N,býk,бугъа
157,Pferd::N,kůň,балкӏан
158,Schaf::N,ovce,хеб
159,Schwein::N,vepř,вак
160,Schwein::N,prase,вак
161,Hund::N,pes,кицӏ
162,Katze::N,kočka,кац
163,Bär::N,medvěd,сев
164,Eichhörnchen::N,veverka,белка
165,Elch::N,los,лось
166,Fuchs::N,liška,сикӏ
167,Hase::N,zajíc,къуьр
168,Maus::N,myš,кьиф
169,Wolf::N,vlk,жанавур
170,Vogel::N,pták,луван ничхир
171,Schwarm::N,roj,луж
172,Schwarm::N,hejno,луж
173,Huhn::N,kuře,верч
174,Huhn::N,slepice,верч
175,Hahn::N,kohout,кӏек
176,Gans::N,husa,къаз
177,Adler::N,orel,лекь
178,Ente::N,kachna,пӏатӏ
179,Eule::N,sova,тӏиб
180,Kranich::N,jeřáb,дурна
181,Krähe::N,vrána,къаргъа
182,Kuckuck::N,kukačka,кукупӏ
183,Schwan::N,labuť,къугь
184,Fisch::N,ryba,гъед
185,Barsch::N,okoun,окунь
186,Hecht::N,štika,щука
187,Schlange[Tier]::N,had,илан
188,Schlange[Tier]::N,had,гъуьлягъ
189,Wurm::N,červ,квак
190,Spinne::N,pavouk,хуьшрекан
191,Ameise::N,mravenec,цегв
192,Laus::N,veš,нет
193,Mücke::N,komár,ветӏ
194,Fliege::N,moucha,тӏветӏ
195,Schmetterling::N,motýl,чепелукь
196,Beere::N,bobule,куьлуь емиш
197,Apfel::N,jablko,ич
198,Pilz::N,houba,къарникъуз
199,Zwiebel::N,cibule,чичӏек
200,Saat::N,osivo,тумар
201,Korn::N,zrno,твар
202,Heu::N,seno,векь
203,Heu::N,seno,векьер
204,Schale::N,slupka,пириш
205,Schale::N,slupka,хъуьруьш
206,Schale::N,skořápka,пириш
207,Schale::N,skořápka,хъуьруьш
208,Grube::N,jáma,фур
209,Falle::N,past,ракьар
210,Falle::N,léčka,ракьар
211,Schlinge::N,smyčka,гьалкъа
212,Spur::N,stopa,гел
213,Asche::N,popel,руьхъ
214,Dreck::N,špína,чирк
215,Dreck::N,špína,кьуруш
216,Eisen::N,železo,ракь
217,Gold::N,zlato,алтун
218,Silber::N,stříbro,гимиш
219,Kohle::N,uhlí,цӏивин
220,Glas::N,sklo,шуьше
221,Lehm::N,jíl,ччеб
222,Lehm::N,hlína,ччеб
223,Sand::N,písek,къум
224,Mensch::N,člověk,инсан
225,Mann::N,muž,итим
226,Frau::N,žena,паб
227,Frau::N,žena,дишегьли
228,Kind::N,dítě,аял
229,Junge::N,hoch,гада
230,Junge::N,chlapec,гада
231,Mädchen::N,děvče,руш
232,Familie::N,rodina,хзан
233,Familie::N,rodina,килфет
234,Großvater::N,děd,чӏехи буба
235,Großvater::N,dědeček,чӏехи буба
236,Großmutter::N,babička,чӏехи диде
237,Eltern::N,rodiče,диде-буба
238,Vater::N,otec,буба
239,Mutter::N,matka,диде
240,Sohn::N,syn,хва
241,Tochter::N,dcera,руш
242,Bruder::N,bratr,стха
243,Schwester::N,sestra,вах
244,Onkel::N,strýc,ими
245,Onkel::N,strýc,халу
246,Tante::N,teta,эме
247,Tante::N,teta,хала
248,Ehemann::N,choť,гъуьл
249,Ehemann::N,manžel,гъуьл
250,Ehefrau::N,choť,паб
251,Ehefrau::N,manželka,паб
252,Freude::N,radost,шадвал
253,Gelächter::N,smích,хъвер
254,Glück::N,štěstí,бахт
255,Kummer::N,žal,дерт
256,Kummer::N,žal,хажалат
257,Kummer::N,trápení,дерт
258,Kummer::N,trápení,хажалат
259,Wunsch::N,přání,мурад
260,Lust::N,chuť,гьевес
261,Geist::N,duch,руьгь
262,Gedanke::N,myšlenka,фикир
263,Gedächtnis::N,paměť,
264,Verstand::N,rozum,акьул
265,Sinn::N,smysl,мана
266,Grund::N,důvod,себеб
267,Wahrheit::N,pravda,керчек
268,Wahrheit::N,pravda,гьакъикъат
269,Gespräch::N,rozhovor,ихтилат
270,Märchen::N,pohádka,мах
271,Erzählung::N,povídka,кьиса
272,Nachricht::N,zpráva,хабар
273,Neuigkeit::N,novina,цӏийи хабар
274,Neuigkeit::N,novinka,цӏийи хабар
275,Name::N,jméno,тӏвар
276,Rätsel::N,hádanka,мискӏал
277,Rede::N,řeč,рахун
278,Rede::N,proslov,рахун
279,Sprache::N,řeč,чӏал
280,Sprache::N,jazyk,чӏал
281,Stimme::N,hlas,ван
282,Wort::N,slovo,гаф
283,Zeichen::N,znamení,ишара
284,Ruf::N,zavolání,эвер
285,Lärm::N,hluk,ван-сес
286,Laut::N,zvuk,ван
287,Laut::N,zvuk,сес
288,Ton::N,tón,ван-сес
289,Lied::N,píseň,мани
290,Ruhe::N,klid,ласвал
291,Ruhe::N,klid,фаракъат
292,Ruhe::N,klid,асайиш
293,Ruhe::N,pokoj,ласвал
294,Ruhe::N,pokoj,фаракъат
295,Ruhe::N,pokoj,асайиш
296,Leute::N,lidé,инсанар
297,Volk::N,národ,халкь
298,Arbeit::N,práce,кӏвалах
299,Gast::N,host,мугьман
300,Geschenk::N,dar,савкьат
301,Spiel::N,hra,къугъун
302,Gesellschaft::N,společnost,жемят
303,Gesellschaft::N,společnost,общество
304,Hilfe::N,pomoc,куьмек
305,Freund::N,přítel,дуст
306,Kamerad::N,kamarád,яр-дуст
307,Angelegenheit::N,záležitost,кар
308,Anzahl::N,počet,сан
309,Anzahl::N,počet,кьадар
310,Art::N,druh,жуьре
311,Stück::N,kus,кӏус
312,Stück::N,kousek,кӏус
313,Teil::N,díl,пай
314,Teil::N,část,пай
315,Hälfte::N,půl,зур
316,Hälfte::N,půl,зур пай
317,Kreis::N,kruh,круг
318,Kreis::N,kruh,чкаяр
319,Kreis::N,kruh,элкъвей цӏар
320,Kreuz::N,kříž,хаш
321,Linie::N,linka,цӏар
322,Strich::N,čára,цӏар
323,Strich::N,čárka,цӏар
324,Abstand::N,vzdálenost,ара
325,Entfernung::N,vzdálenost,мензил
326,Gegend::N,krajina,чка
327,Platz::N,prostor,ара
328,Ort::N,místo,чка
329,Seite::N,strana,пад
330,Mitte::N,střed,юкь
331,Mitte::N,prostředek,юкь
332,Gegenstand::N,předmět,затӏ
333,Sache::N,věc,шей
334,Sache::N,věc,затӏ
335,Rand::N,kraj,къерех
336,Rand::N,okraj,къерех
337,Kante::N,hrana,син
338,Ecke::N,roh,пӏипӏ
339,Spitze::N,hrot,кӏвенкӏв
340,Spitze::N,špička,кӏвенкӏв
341,Ende::N,konec,кьил
342,Loch::N,díra,тӏеквен
343,Winkel::N,kout,пӏипӏ
344,Muster::N,vzor,гишир
345,Größe::N,velikost,кьадар
346,Länge::N,délka,яргъивал
347,Höhe::N,výška,кьакьанвал
348,Gewicht::N,váha,заланвал
349,Menge::N,množství,кьадар
350,Haufen::N,kupa,хара
351,Haufen::N,hromada,хара
352,Reihe::N,řada,жерге
353,Reihe::N,řádek,жерге
354,Boot::N,člun,луьткве
355,Ruder::N,veslo,кьусу
356,Schlitten::N,sáně,гъелерар
357,Ski::N,lyže,
358,Lagerfeuer::N,táborák,цӏай
359,Last::N,náklad,заланвал
360,Last::N,břemeno,заланвал
361,Gang::N,chůze,ериш
362,Gang::N,chodba,ериш
363,Schritt::N,krok,къадам
364,Norden::N,sever,кефер
365,Norden::N,sever,кефер пад
366,Süden::N,jih,кьибле
367,Westen::N,západ,рагъакӏидай пад
368,Osten::N,východ,рагъэкъечӏдай пад
369,Holz::N,dřevo,кӏарас
370,Brett::N,prkno,кьул
371,Brett::N,prkno,тахта
372,Platte::N,deska,
373,Stütze::N,opěra,даях
374,Stange::N,tyč,юрк
375,Stange::N,tyčka,юрк
376,Stock::N,hůlka,лаш
377,Stab::N,hůl,юрк
378,Rohr::N,trubka,турба
379,Haus::N,dům,ужагъ
380,Heim::N,domov,кӏвал
381,Ofen::N,kamna,пич
382,Fußboden::N,podlaha,кӏвалин ччил
383,Tisch::N,stůl,стол
384,Stuhl::N,židle,стул
385,Wiege::N,kolébka,кьеб
386,Bett::N,postel,тахт
387,Regal::N,regál,кьацӏ
388,Regal::N,police,кьацӏ
389,Kiste::N,bedna,ящик
390,Fenster::N,okno,дакӏар
391,Tür::N,dveře,рак
392,Tor::N,vrata,варар
393,Zaun::N,plot,пару
394,Dach::N,střecha,къав
395,Leiter::N,žebřík,гурар
396,Besen::N,koště,таран кул
397,Besen::N,smeták,таран кул
398,Spaten::N,rýč,ппер
399,Schaufel::N,lopata,хекендаз
400,Gabel::N,vidlička,шиш
401,Löffel::N,lžíce,тӏур
402,Messer::N,nůž,чукӏул
403,Nagel::N,hřebík,мих
404,Netz::N,síť,чил
405,Haken::N,hák,къармах
406,Griff::N,držadlo,ттум
407,Schloss::N,zámek,куьлег
408,Bild::N,obraz,шикил
409,Bild::N,obraz,суьрет
410,Figur::N,figura,фигура
411,Puppe::N,panenka,нини
412,Beutel::N,pytlík,тагъар
413,Bündel::N,svazek,галгам
414,Tasche::N,taška,чанта
415,Tasche::N,brašna,чанта
416,Eimer::N,kýbl,ведре
417,Eimer::N,vědro,ведре
418,Deckel::N,víko,кьил
419,Deckel::N,víko,къалпагъ
420,Deckel::N,příklop,кьил
421,Deckel::N,příklop,къалпагъ
422,Geschirr::N,nádobí,къаб-къажах
423,Sack::N,pytel,чувал
424,Tasse::N,šálek,сукӏра
425,Topf::N,hrnec,къажгъан
426,Kessel::N,kotel,къажгъан
427,Essen::N,jídlo,тӏуьн
428,Nahrung::N,strava,тӏуьн
429,Nahrung::N,potrava,тӏуьн
430,Speise::N,jídlo,хуьрек
431,Fleisch::N,maso,як
432,Getreide::N,obilí,техил
433,Brei::N,kaše,хапӏа
434,Brei::N,kaše,хешил
435,Brot::N,chléb,фу
436,Scheibe::N,krajíc,чӏук
437,Fett::N,tuk,ягълу
438,Fett::N,omastek,ягълу
439,Butter::N,máslo,гъери
440,Öl::N,olej,ягълу
441,Salz::N,sůl,кьел
442,Suppe::N,polévka,суп
443,Suppe::N,polévka,шурпа
444,Honig::N,med,вирт
445,Milch::N,mléko,нек
446,Tee::N,čaj,чай
447,Leder::N,kůže,тумаж
448,Wolle::N,vlna,йис
449,Stoff::N,látka,парча
450,Nadel::N,jehla,раб
451,Faden::N,nit,гъал
452,Knopf::N,knoflík,дуьгме
453,Knoten::N,uzel,тӏвал
454,Farbe::N,barva,ранг
455,Kleidung::N,šaty,партал
456,Kleidung::N,šatstvo,партал
457,Hemd::N,košile,перем
458,Kragen::N,límec,хев
459,Ärmel::N,rukáv,хел
460,Hose::N,kalhoty,шалвар
461,Gürtel::N,pás,чӏул
462,Gürtel::N,opasek,чӏул
463,Mütze::N,čepice,бармак
464,Mütze::N,čepice,бапӏах
465,Schuh::N,bota,ботинка
466,Stiefel::N,holínka,чекме
467,Ring::N,prsten,тупӏал
468,Band::N,pásek,тасма
469,Kamm::N,hřeben,регъ
470,Spiegel::N,zrcadlo,гуьзгуь
471,Riemen::N,řemen,къайиш
472,Schnur::N,šňůra,еб
473,Leine::N,vodítko,
474,Decke::N,pokrývka,яргъан
475,Decke::N,přikrývka,яргъан
476,Kissen::N,polštář,хъуьцуьган
477,Tuch::N,šátek,шал
478,Handtuch::N,ručník,дасмал
479,Kraft::N,síla,гуж
480,Stärke::N,síla,къуват
481,Gesundheit::N,zdraví,сагъвал
482,Krankheit::N,nemoc,тӏал
483,Krankheit::N,choroba,тӏал
484,Schmerz::N,bolest,тӏал
485,Schmerz::N,bolest,тӏарвал
486,Wunde::N,rána,хер
487,Fieber::N,horečka,ифин
488,Arznei::N,lék,дарман
489,Brücke::N,most,муьгъ
490,Brunnen::N,studna,къуй
491,Weide::N,pastva,уьруьш
492,Weide::N,pastvina,уьруьш
493,Pfad::N,pěšina,рехъ
494,Weg::N,cesta,рехъ
495,Straße::N,silnice,рехъ
496,Dorf::N,vesnice,хуьр
497,Stadt::N,město,шегьер
498,Brief::N,dopis,кагъаз
499,Buch::N,kniha,улуб
500,Buchstabe::N,písmeno,гьарф
501,Zeitung::N,noviny,газета
502,Leben::N,život,уьмуьр
503,Tod::N,smrt,кьиникь
504,Grab::N,hrob,сур
505,Kirche::N,kostel,килиса
506,Sünde::N,hřích,гунагь
507,Gott::N,bůh,аллагь
508,Arbeiter::N,dělník,фяле
509,Arbeiter::N,pracovník,фяле
510,Chef::N,šéf,гьаким
511,Chef::N,vedoucí,гьаким
512,Meister::N,mistr,устӏар
513,Arzt::N,lékař,доктор
514,Lehrer::N,učitel,муаллим
515,Geld::N,peníze,пул
516,Geschäft::N,obchod,
517,Laden::N,krám,магазин
518,Preis::N,cena,къимет
519,Ware::N,zboží,мал
520,Ware::N,zboží,товар
521,Nutzen::N,užitek,хийир
522,Nutzen::N,užitek,менфят
523,Reichtum::N,bohatství,девлет
524,Welt::N,svět,дуьнья
525,Land::N,země,уьлкве
526,Staat::N,stát,пачагьлугъ
527,Staat::N,stát,государство
528,König::N,král,пачагь
529,Macht::N,moc,власть
530,Macht::N,mocnost,власть
531,Grenze::N,hranice,сергьят
532,Krieg::N,válka,дяве
533,Feind::N,nepřítel,душман
534,Gewalt::N,násilí,гуж
535,Kampf::N,boj,женг
536,Bogen[Waffe]::N,luk,чӏемерук
537,Pfeil::N,šíp,хьел
538,Gewehr::N,puška,тфенг
539,Gewehr::N,ručnice,тфенг
540,Fehler::N,chyba,гъалатӏ
541,Lüge::N,lež,ттаб
542,Schaden::N,škoda,зиян
543,Schaden::N,škoda,зарар
544,Unglück::N,neštěstí,бала
545,Unglück::N,neštěstí,бедбахтвал
546,Schuld::N,vina,тахсир
547,Alter::N,věk,яш
548,Schluss::N,konec,эхир
549,Zeit::N,čas,вяде
550,Tag::N,den,югъ
551,Morgen::N,ráno,пакама
552,Morgen::N,jitro,пакама
553,Mittag::N,poledne,нисин
554,Abend::N,večer,няни
555,Nacht::N,noc,йиф
556,Woche::N,týden,гьафте
557,Monat::N,měsíc,варз
558,Jahr::N,rok,йис
559,Frühling::N,jaro,гатфар
560,Sommer::N,léto,гад
561,Herbst::N,podzim,зул
562,Winter::N,zima,кьуьд
563,Januar::N,leden,январь
564,Februar::N,únor,февраль
565,März::N,březen,март
566,April::N,duben,апрель
567,Mai::N,květen,май
568,Juni::N,červen,июнь
569,Juli::N,červenec,июль
570,August::N,srpen,август
571,September::N,září,сентябрь
572,Oktober::N,říjen,октябрь
573,November::N,listopad,ноябрь
574,Dezember::N,prosinec,декабрь
575,Montag::N,pondělí,ислен
576,Montag::N,pondělek,ислен
577,Dienstag::N,úterý,саласа
578,Mittwoch::N,středa,арбе
579,Donnerstag::N,čtvrtek,хемис югъ
580,Freitag::N,pátek,жуьмя
581,Freitag::N,pátek,жуьмя югъ
582,Samstag::N,sobota,киш
583,Sonntag::N,neděle,гьяд
584,groß::A,velký,еке
585,groß::A,velký,чӏехи
586,klein::A,malý,гъвечӏи
587,lang::A,dlouhý,яргъи
588,kurz::A,krátký,куьруь
589,breit::A,široký,гьяркьуь
590,schmal::A,úzký,гуьтӏуь
591,dicht::A,hustý,къалин
592,dick[Gegenstand]::A,tlustý,
593,dünn::A,tenký,кьелечӏ
594,fein::A,jemný,шуькӏуь
595,fest::A,pevný,кӏеви
596,flach::A,plochý,кьулу
597,flach::A,placatý,кьулу
598,glatt::A,hladký,цӏалцӏам
599,hart::A,tvrdý,кӏеви
600,weich::A,měkký,хъуьтуьл
601,rund::A,kulatý,элкъвей
602,rund::A,okrouhlý,элкъвей
603,spitz::A,špičatý,хци
604,scharf::A,ostrý,хци
605,stumpf::A,tupý,къуьруь
606,schwer::A,těžký,залан
607,schön::A,pěkný,иер
608,schön::A,krásný,иер
609,heiß::A,horký,кудай
610,warm::A,teplý,чими
611,kalt::A,studený,мекьи
612,kühl::A,chladný,къайи
613,frisch::A,svěží,таза
614,frisch::A,svěží,михьи
615,feucht::A,vlhký,ламу
616,nass::A,mokrý,кьежей
617,trocken::A,suchý,кьуру
618,voll::A,plný,ацӏай
619,leer::A,prázdný,буш
620,leer::A,prázdný,ичӏи
621,offen::A,otevřený,ахъа
622,geschlossen::A,zavřený,кӏеви
623,sauber::A,čistý,михьи
624,schmutzig::A,špinavý,чиркин
625,schmutzig::A,špinavý,кьацӏай
626,roh::A,syrový,чиг
627,roh::A,syrový,ицӏи
628,reif::A,zralý,дигмиш хьайи
629,lecker::A,chutný,дадлу
630,süß::A,sladký,ширин
631,bitter::A,hořký,туькьуьл
632,sauer::A,kyselý,цуру
633,hell::A,světlý,экуь
634,dunkel::A,temný,мичӏи
635,schwarz::A,černý,чӏулав
636,weiß::A,bílý,лацу
637,rot::A,rudý,яру
638,rot::A,červený,яру
639,gelb::A,žlutý,хъипи
640,blau::A,modrý,вили
641,grün::A,zelený,къацу
642,grau::A,šedý,рехи
643,grau::A,šedivý,рехи
644,bunt::A,pestrý,цӏару
645,bunt::A,pestrý,яру-цӏару
646,billig::A,levný,ужуз
647,billig::A,laciný,ужуз
648,teuer::A,drahý,багьа
649,wertvoll::A,cenný,масан
650,blind::A,slepý,буьркьуь
651,taub::A,hluchý,биши
652,kräftig::A,silný,гужлу
653,stark::A,silný,къуватлу
654,schwach::A,slabý,такьатсуз
655,fett::A,tučný,куьк
656,fett::A,tlustý,куьк
657,schlank::A,štíhlý,шумал
658,hübsch::A,hezký,гуьрчег
659,böse::A,zlý,пис
660,dumm::A,hloupý,ахмакь
661,faul::A,líný,тенпел
662,fleißig::A,pilný,сяй ийидай
663,fleißig::A,pilný,сяйи ийидай
664,geizig::A,lakomý,мискьи
665,klug::A,chytrý,акьуллу
666,geschickt::A,šikovný,магьир
667,lieb::A,milý,играми
668,lustig::A,veselý,шад
669,sanft::A,mírný,назик
670,sanft::A,mírný,милайим
671,hungrig::A,hladový,гишин
672,krank::A,nemocný,кефсуз
673,nackt::A,nahý,кьецӏил
674,traurig::A,smutný,пашман
675,traurig::A,truchlivý,пашман
676,lebendig::A,živý,ччан алай
677,gut::A,dobrý,хъсан
678,gut::A,dobrý,вижевай
679,schlecht::A,špatný,пис
680,richtig::A,pravý,дуьз
681,richtig::A,správný,дуьз
682,schlimm::A,zlý,нифретлу
683,wahr::A,pravdivý,гьакъикъи
684,alt::A,starý,эски
685,alt::A,starý,куьгьне
686,neu::A,nový,цӏийи
687,ehemalig::A,bývalý,виликан
688,alt[Lebewesen]::A,starý,кьуьзуь
689,jung::A,mladý,жегьил
690,arm::A,chudý,кесиб
691,reich::A,bohatý,девлетлу
692,bekannt::A,známý,чидай
693,berühmt::A,slavný,машгьур
694,fremd::A,cizí,ччара
695,verschieden::A,různý,жуьреба-жуьре
696,verschieden::A,rozličný,жуьреба-жуьре
697,nah::A,blízký,мукьвал
698,fern::A,daleký,яргъал
699,linker::A,levý,чапла
700,rechter::A,pravý,эрчӏи
701,anderer::A,jiný,маса
702,anderer::A,jiný,муькуь
703,erster::A,první,сад лагьай
704,zweiter::A,druhý,кьвед лагьай
705,dritter::A,třetí,пуд лагьай
706,letzter::A,poslední,эхиримжи
707,allein::ADV,sám,кьилди
708,auf einmal::ADV,najednou,
709,zusammen::ADV,spolu,санал
710,zusammen::ADV,dohromady,санал
711,lange::ADV,dlouho,яргъалди
712,plötzlich::ADV,vtom,садлагьана
713,plötzlich::ADV,náhle,садлагьана
714,sofort::ADV,hned,гьасятда
715,sofort::ADV,ihned,гьасятда
716,später::ADV,později,гуьгъуьнлай
717,jetzt::ADV,teď,гила
718,jetzt::ADV,nyní,гила
719,heute::ADV,dnes,къе
720,heute::ADV,dneska,къе
721,morgen::ADV,zítra,пака
722,bald::ADV,brzo,мукьва
723,bald::ADV,brzo,мукьвара
724,dann::ADV,pak,ахпа
725,dann::ADV,potom,ахпа
726,gestern::ADV,včera,накь
727,einst::ADV,kdysi,садра
728,damals::ADV,tehdy,а чӏавуз
729,damals::ADV,tenkrát,а чӏавуз
730,danach::ADV,podle toho,ахпа
731,vorher::ADV,dříve,вилик
732,vorher::ADV,napřed,вилик
733,zuerst::ADV,nejprve,сифте
734,zuerst::ADV,nejdříve,сифте
735,einmal::ADV,jednou,садра
736,manchmal::ADV,někdy,гагь-гагь
737,oft::ADV,často,гзаф вахтара
738,immer::ADV,vždy,гьамиша
739,immer::ADV,stále,гьамиша
740,niemals::ADV,nikdy,са чӏавузни
741,niemals::ADV,nikdy,са вахтундани
742,hier::ADV,zde,ина
743,hier::ADV,tady,ина
744,hierhin::ADV,sem,иниз
745,von hier::ADV,odtud,инай
746,dort::ADV,tam,ана
747,dorthin::ADV,tam,аниз
748,geradeaus::ADV,rovně,дуьз
749,vorwärts::ADV,kupředu,вилик
750,vorwärts::ADV,kupředu,виликди
751,rückwärts::ADV,zpět,кьулухъ
752,zurück::ADV,zpět,
753,zurück::ADV,nazpět,
754,unten::ADV,dole,агъада
755,hinab::ADV,dolů,агъуз
756,oben::ADV,nahoře,винел
757,oben::ADV,navrchu,винел
758,hinauf::ADV,nahoru,виниз
759,überall::ADV,všude,вирина
760,nicht::ADV,ne,ваъ
761,ein wenig::ADV,trochu,са тӏимил
762,kaum::ADV,sotva,жизви
763,sehr::ADV,velmi,лап
764,sehr::ADV,velice,лап
765,so::ADV,tak,икӏ
766,so::ADV,takto,икӏ
767,noch::ADV,ještě,гьеле
768,nur::ADV,jen,анжах
769,nur::ADV,jenom,анжах
770,schon::ADV,už,хъувуна
771,schon::ADV,už,мадни дардиз
772,schon::ADV,už,мадни гуьтӏуьз
773,schon::ADV,už,мадни гуьтӏуь я
774,schon::ADV,již,хъувуна
775,schon::ADV,již,мадни дардиз
776,schon::ADV,již,мадни гуьтӏуьз
777,schon::ADV,již,мадни гуьтӏуь я
778,wieder::ADV,zase,
779,vergebens::ADV,marně,нагьакь
780,vergebens::ADV,marně,нагьакьа
781,vor::PRP,před,вилик
782,hinter::PRP,za,кьулухъ
783,unter::PRP,pod,кӏаник
784,durch::PRP,skrz,арадай
785,durch::PRP,skrz,-кай хкатна
786,neben::PRP,vedle,патав
787,neben::PRP,vedle,мукьув
788,zwischen::PRP,mezi,ара
789,zwischen::PRP,mezi,арада
790,wegen::PRP,pro,гъиляй
791,dies::PRN,toto,и
792,dies::PRN,toto,им
793,dies::PRN,tohle,и
794,dies::PRN,tohle,им
795,das::PRN,to,а
796,das::PRN,to,ам
797,alles::PRN,všechno,вири
798,alles::PRN,všechno,михьиз
799,ich::PRN,já,за
800,ich::PRN,já,зун
801,du::PRN,ty,вун
802,er::PRN,on,ам
803,er::PRN,on,гьа
804,wir::PRN,my,чун
