,Concept_ID,et,zh
314,Haufen::N,hunnik,堆
315,Reihe::N,rivi,行
316,Boot::N,paat,小船
317,Ruder::N,aer,奖
318,Schlitten::N,saan,雪橇
319,Ski::N,suusk,雪板
320,Lagerfeuer::N,lõke,营火
321,Last::N,koorem,负担
322,Gang::N,käik,行走
323,Schritt::N,samm,步伐
324,Norden::N,põhi,北
325,Süden::N,lõuna,南
326,Westen::N,lääs,西
327,Osten::N,ida,东
328,Holz::N,puu,木材
329,Brett::N,saelaud,木板
330,Platte::N,plaat,平板
331,Stütze::N,tugi,支架
332,Stange::N,latt,杆
333,Stange::N,teivas,杆
334,Stock::N,kepp,棒
335,Stab::N,varras,棍
336,Rohr::N,toru,管子
337,Haus::N,maja,房屋
338,Heim::N,kodu,家
339,Ofen::N,ahi,炉子
340,Fußboden::N,põrand,地板
341,Tisch::N,laud,桌子
342,Stuhl::N,tool,椅子
343,Wiege::N,häll,摇蓝
344,Wiege::N,kätki,摇蓝
345,Bett::N,voodi,床
346,Regal::N,riiul,架子
347,Kiste::N,kast,箱子
348,Fenster::N,aken,窗户
349,Tür::N,uks,门
350,Tor::N,värav,大门
351,Zaun::N,aed,篱笆
352,Zaun::N,tara,篱笆
353,Dach::N,katus,屋顶
354,Leiter::N,redel,梯子
355,Besen::N,luud,扫帚
356,Spaten::N,labidas,铁锹
357,Schaufel::N,kühvel,铁锹
358,Gabel::N,kahvel,叉
359,Löffel::N,lusikas,食匙
360,Messer::N,nuga,刀
361,Nagel::N,nael,钉子
362,Netz::N,võrk,网
363,Haken::N,haak,钩子
364,Haken::N,konks,钩子
365,Griff::N,sang,把柄
366,Griff::N,käepide,把柄
367,Schloss::N,lukk,锁
368,Bild::N,pilt,图画
369,Figur::N,kuju,人像
370,Figur::N,kujund,人像
371,Puppe::N,nukk,娃娃
372,Beutel::N,paun,袋子
373,Bündel::N,kimp,捆
374,Tasche::N,kott,手提包
375,Eimer::N,pang,桶
376,Eimer::N,ämber,桶
377,Deckel::N,kaas,盖子
378,Geschirr::N,nõud,餐具
379,Sack::N,kott,袋子
380,Tasse::N,tass,杯子
381,Topf::N,pada,锅
382,Kessel::N,pada,水壶
383,Essen::N,söök,进餐
384,Nahrung::N,toit,食物
385,Speise::N,roog,菜肴
386,Fleisch::N,liha,肉
387,Getreide::N,teravili,谷物
388,Brei::N,puder,粥
389,Brot::N,sai,面包
390,Brot::N,leib,面包
391,Scheibe::N,viil,片
392,Scheibe::N,viilukas,片
393,Fett::N,rasv,脂肪
394,Butter::N,või,黄油
395,Öl::N,õli,油
396,Salz::N,sool,盐
397,Suppe::N,supp,汤
398,Honig::N,mesi,蜂蜜
399,Milch::N,piim,奶
400,Tee::N,tee,茶
401,Leder::N,nahk,皮革
402,Wolle::N,vill,毛线
403,Stoff::N,kangas,织物
404,Nadel::N,nõel,针
405,Faden::N,niit,线
406,Knopf::N,nööp,纽扣
407,Knoten::N,sõlm,结
408,Farbe::N,värv,颜色
409,Kleidung::N,riided,衣服
410,Kleidung::N,riietus,衣服
411,Hemd::N,särk,衬衫
412,Kragen::N,krae,领子
413,Ärmel::N,varrukas,袖子
414,Hose::N,püksid,裤子
415,Gürtel::N,vöö,腰带
416,Mütze::N,müts,帽子
417,Schuh::N,king,鞋
418,Stiefel::N,saabas,靴子
419,Ring::N,sõrmus,戒指
420,Band::N,lint,带子
421,Kamm::N,kamm,梳子
422,Spiegel::N,peegel,镜子
423,Riemen::N,rihm,皮带
424,Schnur::N,nöör,绳子
425,Leine::N,jalutusrihm,皮带
426,Decke::N,tekk,被子
427,Kissen::N,padi,软垫
428,Tuch::N,kalev,巾
429,Handtuch::N,käterätik,手巾
430,Kraft::N,jõud,力
431,Stärke::N,tugevus,力量
432,Gesundheit::N,tervis,健康
433,Krankheit::N,haigus,病
434,Schmerz::N,valu,痛
435,Wunde::N,haav,伤口
436,Fieber::N,palavik,发烧
437,Arznei::N,ravim,药
438,Brücke::N,sild,桥
439,Brunnen::N,kaev,井
440,Weide::N,karjamaa,牧场
441,Pfad::N,rada,小路
442,Weg::N,tee,路
443,Straße::N,tee,街
444,Dorf::N,küla,村庄
445,Stadt::N,linn,城市
446,Brief::N,kiri,信
447,Buch::N,raamat,书
448,Buchstabe::N,täht,字母
449,Zeitung::N,ajaleht,报纸
450,Leben::N,elu,生命
451,Tod::N,surm,死亡
452,Grab::N,haud,坟墓
453,Kirche::N,kirik,教堂
454,Sünde::N,patt,罪
455,Gott::N,jumal,上帝
456,Arbeiter::N,tööline,工人
457,Chef::N,ülemus,上司
458,Chef::N,juhataja,上司
459,Meister::N,meister,师傅
460,Arzt::N,arst,医生
461,Lehrer::N,õpetaja,教师
462,Geld::N,raha,钱
463,Geschäft::N,äri,交易
464,Laden::N,pood,商店
465,Laden::N,kauplus,商店
466,Preis::N,hind,价格
467,Ware::N,kaup,商品
468,Nutzen::N,tulu,好处
469,Nutzen::N,kasulikkus,好处
470,Reichtum::N,rikkus,财富
471,Welt::N,maailm,世界
472,Land::N,maa,国家
473,Staat::N,riik,国家
474,König::N,kuningas,国王
475,Macht::N,võim,权力
476,Grenze::N,piir,边界
477,Krieg::N,sõda,战争
478,Feind::N,vaenlane,敌人
479,Gewalt::N,väevõim,暴力
480,Kampf::N,võitlus,战斗
481,Bogen[Waffe]::N,vibu,弓
482,Pfeil::N,nool,箭
483,Gewehr::N,püss,枪
484,Fehler::N,viga,错误
485,Lüge::N,vale,谎话
486,Schaden::N,kahju,损失
487,Unglück::N,häda,不幸
488,Unglück::N,õnnetus,不幸
489,Schuld::N,süü,过错
490,Alter::N,iga,年龄
491,Schluss::N,lõpp,结束
492,Zeit::N,aeg,时间
493,Tag::N,päev,天
494,Morgen::N,hommik,早晨
495,Mittag::N,lõuna,中午
496,Mittag::N,keskpäev,中午
497,Abend::N,õhtu,晚上
498,Nacht::N,öö,夜
499,Woche::N,nädal,星期
500,Monat::N,kuu,月
501,Jahr::N,aasta,年
502,Frühling::N,kevad,春天
503,Sommer::N,suvi,夏天
504,Herbst::N,sügis,秋天
505,Winter::N,talv,冬天
506,Januar::N,jaanuar,一月
507,Februar::N,veebruar,二月
508,März::N,märts,三月
509,April::N,aprill,四月
510,Mai::N,mai,五月
511,Juni::N,juuni,六月
512,Juli::N,juuli,七月
513,August::N,august,八月
514,September::N,september,九月
515,Oktober::N,oktoober,十月
516,November::N,november,十一月
517,Dezember::N,detsember,十二月
518,Montag::N,esmaspäev,星期一
519,Dienstag::N,teisipäev,星期二
520,Mittwoch::N,kesknädal,星期三
521,Donnerstag::N,neljapäev,星期四
522,Freitag::N,reede,星期五
523,Samstag::N,laupäev,星期六
524,Sonntag::N,pühapäev,星期日
525,groß::A,suur,大
526,klein::A,väike,小
527,klein::A,pisike,小
528,lang::A,pikk,长
529,kurz::A,lühike,短
530,breit::A,lai,宽
531,schmal::A,kitsas,细长的
532,dicht::A,tihe,密
533,dick[Gegenstand]::A,jäme,厚
534,dünn::A,õhuke,薄
535,dünn::A,peenike,薄
536,fein::A,peen,细小
537,fein::A,õhuke,细小
538,fest::A,püsiv,固体
539,fest::A,kindel,固体
540,flach::A,lame,平坦
541,flach::A,tasane,平坦
542,glatt::A,sile,光滑
543,hart::A,kõva,硬
544,weich::A,pehme,软
545,rund::A,ümar,圆
546,spitz::A,torkav,尖
547,scharf::A,terav,锋利
548,stumpf::A,nüri,钝
549,schwer::A,raske,重
550,schön::A,kena,美丽
551,heiß::A,kuum,烫
552,heiß::A,palav,烫
553,warm::A,soe,暖和
554,kalt::A,külm,冷
555,kühl::A,jahe,凉
556,frisch::A,värske,新鲜
557,feucht::A,niiske,潮湿
558,nass::A,märg,湿
559,trocken::A,kuiv,干
560,voll::A,täis,满
561,leer::A,tühi,空
562,offen::A,avatud,敞开
563,offen::A,lahtine,敞开
564,geschlossen::A,suletud,关闭
565,sauber::A,puhas,干净
566,schmutzig::A,räpane,肮脏
567,schmutzig::A,määrdunud,肮脏
568,roh::A,toores,生
569,reif::A,küps,成熟
570,lecker::A,hõrk,好吃
571,lecker::A,maitsev,好吃
572,süß::A,magus,甜
573,bitter::A,mõru,苦
574,sauer::A,hapu,酸
575,hell::A,hele,亮
576,dunkel::A,pime,阴暗
577,schwarz::A,must,黑
578,weiß::A,valge,白
579,rot::A,punane,红
580,gelb::A,kollane,黄
581,blau::A,sinine,蓝
582,grün::A,roheline,绿
583,grau::A,hall,灰色
584,bunt::A,kirju,五彩
585,bunt::A,värviline,五彩
586,billig::A,odav,便宜
587,teuer::A,kallis,贵
588,wertvoll::A,väärtuslik,贵重
589,blind::A,pime,瞎
590,taub::A,kurt,聋
591,kräftig::A,jõuline,强壮
592,stark::A,tugev,强壮
593,schwach::A,nõrk,弱
594,schwach::A,jõuetu,弱
595,fett::A,rasvane,胖
596,schlank::A,sale,苗条
597,hübsch::A,kena,漂亮
598,böse::A,tige,邪恶
599,dumm::A,juhm,笨
600,dumm::A,rumal,笨
601,faul::A,laisk,懒惰
602,fleißig::A,virk,勤奋
603,fleißig::A,hoolas,勤奋
604,geizig::A,ihne,吝啬
605,klug::A,tark,聪明
606,klug::A,arukas,聪明
607,klug::A,mõistlik,聪明
608,geschickt::A,osav,灵巧
609,lieb::A,armas,可爱
610,lustig::A,lõbus,快乐
611,sanft::A,õrn,柔和
612,hungrig::A,näljane,饥饿
613,krank::A,haige,患病
614,nackt::A,alasti,裸体
615,traurig::A,kurb,悲哀
616,lebendig::A,elus,活
617,gut::A,hea,好
618,schlecht::A,halb,坏
619,richtig::A,õige,正确
620,schlimm::A,paha,糟糕
621,wahr::A,tõene,真
622,alt::A,vana,旧
623,neu::A,uus,新
624,ehemalig::A,endine,以前
625,alt[Lebewesen]::A,vana,老
626,jung::A,noor,年轻
627,arm::A,vaene,贫穷
628,reich::A,rikas,富裕
629,bekannt::A,teada,出名
630,bekannt::A,tuttav,出名
631,berühmt::A,tuntud,著名
632,fremd::A,võõras,陌生
633,verschieden::A,erinev,不同
634,nah::A,lähedane,近
635,fern::A,kauge,遥远
636,linker::A,vasak,左
637,rechter::A,parem,右
638,anderer::A,muu,别的
639,anderer::A,teine,别的
640,erster::A,esimene,第一
641,zweiter::A,teine,第二
642,dritter::A,kolmas,第三
643,letzter::A,viimane,最后
644,allein::ADV,üksi,单独
645,auf einmal::ADV,korraga,同时
646,auf einmal::ADV,ühekorraga,同时
647,zusammen::ADV,koos,一起
648,zusammen::ADV,üheskoos,一起
649,lange::ADV,kaua,许久
650,plötzlich::ADV,äkki,忽然
651,plötzlich::ADV,järsku,忽然
652,sofort::ADV,kohe,立刻
653,später::ADV,hiljem,以后
654,jetzt::ADV,nüüd,现在
655,heute::ADV,täna,今天
656,morgen::ADV,homme,明天
657,bald::ADV,pea,即将
658,bald::ADV,varsti,即将
659,dann::ADV,siis,然后
660,gestern::ADV,eile,昨天
661,einst::ADV,vanasti,曾经
662,damals::ADV,tookord,当时
663,danach::ADV,seejärel,随后
664,vorher::ADV,enne,事先
665,zuerst::ADV,enne,首先
666,zuerst::ADV,esmalt,首先
667,einmal::ADV,kord,一次
668,einmal::ADV,üks kord,一次
669,manchmal::ADV,mõnikord,有时
670,oft::ADV,tihti,时常
671,oft::ADV,sageli,时常
672,immer::ADV,ikka,总是
673,immer::ADV,alati,总是
674,niemals::ADV,mitte kunagi,从未
675,hier::ADV,siin,这里
676,hierhin::ADV,siia,到这里
677,von hier::ADV,siit,由此
678,dort::ADV,seal,那里
679,dorthin::ADV,sinna,到那里
680,geradeaus::ADV,otse edasi,一直往前
681,vorwärts::ADV,edasi,向前
682,rückwärts::ADV,tagurpidi,向后
683,zurück::ADV,tagasi,退后
684,unten::ADV,all,下面
685,unten::ADV,allpool,下面
686,hinab::ADV,alla,向下
687,oben::ADV,ülal,上面
688,hinauf::ADV,üles,向上
689,überall::ADV,kõikjal,到处
690,nicht::ADV,ei,不
691,nicht::ADV,mitte,不
692,ein wenig::ADV,veidi,一点儿
693,ein wenig::ADV,natuke,一点儿
694,kaum::ADV,vaevalt,几乎不
695,sehr::ADV,väga,很
696,so::ADV,nii,如此
697,noch::ADV,veel,还
698,nur::ADV,ainult,只
699,schon::ADV,juba,已经
700,wieder::ADV,jälle,又
701,vergebens::ADV,asjata,
702,vor::PRP,ees,在...面前
703,hinter::PRP,taha,在...背后
704,unter::PRP,all,在...下面
705,durch::PRP,läbi,穿过
706,durch::PRP,kaudu,穿过
707,neben::PRP,kõrval,在...旁
708,zwischen::PRP,vahel,在...之间
709,wegen::PRP,tõttu,由于
710,wegen::PRP,pärast,由于
711,dies::PRN,see,这
712,das::PRN,see,那
713,alles::PRN,kõik,一切
714,ich::PRN,mina,我
715,du::PRN,sina,你
716,er::PRN,tema,他
717,wir::PRN,me,我们
718,ihr::PRN,te,你们
719,sie::PRN,nad,她
720,was::FPRN,mis,什么
721,wer::FPRN,kes,谁
722,wo::FADV,kus,哪里
723,wohin::FADV,kuhu,去哪里
724,wie::FADV,kuidas,怎么
725,warum::FADV,miks,为什么
726,wieviel::FNUM,mitu,多少
727,wieviel::FNUM,kui palju,多少
728,eins::NUM,üks,一
729,zwei::NUM,kaks,二
730,drei::NUM,kolm,三
731,vier::NUM,neli,四
732,fünf::NUM,viis,五
733,sechs::NUM,kuus,六
734,sieben::NUM,seitse,七
735,acht::NUM,kaheksa,八
736,neun::NUM,üheksa,九
737,zehn::NUM,kümme,十
738,elf::NUM,üksteist,十一
739,zwölf::NUM,kaksteist,十二
740,zwanzig::NUM,kakskümmend,二十
741,dreißig::NUM,kolmkümmend,三十
742,vierzig::NUM,nelikümmend,四十
743,fünfzig::NUM,viiskümmend,五十
744,sechzig::NUM,kuuskümmend,六十
745,siebzig::NUM,seitsekümmend,七十
746,achtzig::NUM,kaheksakümmend,八十
747,neunzig::NUM,üheksakümmend,九十
748,hundert::NUM,sada,百
749,tausend::NUM,tuhat,千
750,und::CNJ,ja,和
751,oder::CNJ,või,或者
752,stehen::V,seisma,站
753,sitzen::V,istuma,坐
754,liegen::V,lamama,躺着
755,hängen::V,rippuma,挂着
756,werden::V,saama,成为
757,werden::V,hakkama,成为
758,passieren::V,juhtuma,发生
759,beginnen::V,algama,开始
760,beginnen::V,hakkama,开始
761,enden::V,lõppema,终止
762,wechseln::V,vahelduma,变迁
763,aufgehen[Sonne]::V,tõusma,升起
764,untergehen[Sonne]::V,loojuma,下落
765,scheinen[Sonne]::V,paistma,照射
766,donnern::V,kõmisema,打雷
767,wehen::V,puhuma,飘扬
768,strömen::V,voolama,流
769,fließen::V,voolama,流动
770,sich drehen::V,pöörduma,转动
771,schwanken::V,kõikuma,摇摆
772,schwingen::V,võnkuma,摇
773,fallen::V,langema,坠落
774,brennen::V,põlema,燃烧
775,rauchen::V,suitsema,冒烟
776,regnen::V,sadama,下雨
777,gefrieren::V,kinni külmuma,结冰
778,tauen::V,sulama,融化
779,schmelzen::V,sulama,溶化
780,trocknen::V,kuivama,变干
781,sieden::V,keema,煮
782,faulen::V,mädanema,腐烂
783,verfaulen::V,mädanema,腐烂
784,reißen::V,rebenema,撕
785,versinken::V,uppuma,下沉
786,vergehen::V,mööduma,流逝
787,erscheinen::V,ilmuma,出现
788,verschwinden::V,kaduma,消失
789,sinken::V,vajuma,下降
790,sinken::V,langema,下降
791,abnehmen::V,vähenema,减少
792,abnehmen::V,kahenema,减少
793,zunehmen::V,kasvama,增加
794,steigen::V,tõusma,上升
795,steigen::V,üles minema,上升
796,wachsen::V,kasvama,生长
797,glänzen::V,läikimä,发光
798,funkeln::V,sädelema,闪烁
799,lärmen::V,lärmama,吵闹
800,läuten::V,helisema,响
801,klingeln::V,helisema,按铃
802,klirren::V,kõlisema,
803,brausen::V,kohisema,疾驶
804,rauschen::V,kohisema,
805,klingen::V,kõlama,听起来
806,bellen::V,haukuma,吠
807,heulen::V,uluma,嗥
808,blasen::V,puhuma,吹
809,pfeifen::V,vilistama,吹口哨
810,schreien::V,karjuma,叫喊
811,stöhnen::V,oigama,呻吟
812,zittern::V,värisema,颤抖
813,leben::V,elama,生存
814,leben::V,elus olema,生存
815,geboren werden::V,sündima,出生
816,atmen::V,hingama,呼吸
817,trinken::V,jooma,喝
818,essen::V,sööma,吃
819,schlucken::V,neelama,咽
820,müde werden::V,väsima,疲倦
821,einschlafen::V,uinuma,入睡
822,schlafen::V,magama,睡觉
823,aufwachen::V,ärkama,睡醒
824,aufstehen::V,ärkama,起床
825,aufstehen::V,üles tõusma,起床
826,sich erholen::V,puhkama,休养
827,krank werden::V,haigestuma,生病
828,krank werden::V,haigeks jääma,生病
829,krank sein::V,haige olema,生病
830,schmerzen::V,valutama,疼痛
831,husten::V,köhima,咳
832,genesen::V,toibuma,痊愈
833,sterben::V,surema,死
834,umkommen::V,surma saama,丧命
835,sich bewegen::V,liikuma,移动
836,sich rühren::V,liikuma,动弹
837,sich erheben::V,kerkima,站起
838,sich setzen::V,istet võtma,坐
839,hinfallen::V,kukkuma,跌倒
840,hinfallen::V,maha kukkuma,跌倒
841,laufen::V,kõndima,步行
842,schreiten::V,astuma,迈步
843,spazierengehen::V,jalutama,散步
844,eilen::V,ruttama,急忙
845,eilen::V,kiirustama,急忙
846,sich beeilen::V,ruttama,赶快
847,sich beeilen::V,kiirustama,赶快
848,sausen::V,kihutama,疾驰
849,sausen::V,tormama,疾驰
850,rennen::V,jooksma,奔跑
851,rennen::V,kihutama,奔跑
852,springen::V,hüppama,跳
853,klettern::V,ronima,攀缘
854,schaukeln::V,kiikuma,荡秋千
