,Concept_ID,uz,cs
430,Hose::N,shim,kalhoty
431,Gürtel::N,tasma,pás
432,Gürtel::N,tasma,opasek
433,Mütze::N,shapka,čepice
434,Schuh::N,but,bota
435,Stiefel::N,botinka,holínka
436,Ring::N,yuzuk,prsten
437,Band::N,rishta,pásek
438,Kamm::N,taroq,hřeben
439,Spiegel::N,ko'zgu,zrcadlo
440,Riemen::N,qayish,řemen
441,Schnur::N,bog'ich,šňůra
442,Leine::N,etak,vodítko
443,Decke::N,odyol,pokrývka
444,Decke::N,odyol,přikrývka
445,Kissen::N,yostiq,polštář
446,Tuch::N,gazlama,šátek
447,Handtuch::N,sochiq,ručník
448,Kraft::N,kuch,síla
449,Stärke::N,quvvat,síla
450,Gesundheit::N,sog'lik,zdraví
451,Krankheit::N,kasallik,nemoc
452,Krankheit::N,kasallik,choroba
453,Schmerz::N,og'riq,bolest
454,Wunde::N,yara,rána
455,Fieber::N,bezgak,horečka
456,Arznei::N,dori,lék
457,Brücke::N,ko'prik,most
458,Brunnen::N,buloq,studna
459,Weide::N,yaylov,pastva
460,Weide::N,yaylov,pastvina
461,Pfad::N,dorojka,pěšina
462,Weg::N,yo'l,cesta
463,Straße::N,ko'cha,silnice
464,Dorf::N,ovul,vesnice
465,Stadt::N,shahar,město
466,Brief::N,maktub,dopis
467,Buch::N,kitob,kniha
468,Buchstabe::N,harf,písmeno
469,Zeitung::N,gazet,noviny
470,Leben::N,hayot,život
471,Tod::N,o'lim,smrt
472,Grab::N,go'r,hrob
473,Kirche::N,cherkov,kostel
474,Sünde::N,gunoh,hřích
475,Gott::N,olloh,bůh
476,Arbeiter::N,ishchi,dělník
477,Arbeiter::N,ishchi,pracovník
478,Chef::N,rais,šéf
479,Chef::N,rais,vedoucí
480,Meister::N,usta,mistr
481,Arzt::N,hakim,lékař
482,Lehrer::N,muallim,učitel
483,Geld::N,pul,peníze
484,Geschäft::N,savdo,obchod
485,Laden::N,do'kon,krám
486,Preis::N,baho,cena
487,Ware::N,mol,zboží
488,Nutzen::N,foyda,užitek
489,Reichtum::N,boylik,bohatství
490,Welt::N,olam,svět
491,Land::N,o'lka,země
492,Staat::N,davlat,stát
493,König::N,qirol,král
494,Macht::N,iqtidor,moc
495,Macht::N,iqtidor,mocnost
496,Grenze::N,chegara,hranice
497,Krieg::N,harb,válka
498,Feind::N,dushman,nepřítel
499,Gewalt::N,zo'rlik,násilí
500,Kampf::N,kurash,boj
501,Bogen[Waffe]::N,yoy,luk
502,Pfeil::N,o'q,šíp
503,Gewehr::N,vintovka,puška
504,Gewehr::N,vintovka,ručnice
505,Fehler::N,xato,chyba
506,Lüge::N,yolg'on,lež
507,Schaden::N,ziyon,škoda
508,Unglück::N,balo,neštěstí
509,Schuld::N,ayb,vina
510,Alter::N,yosh,věk
511,Schluss::N,tamom,konec
512,Zeit::N,vaqt,čas
513,Tag::N,kun,den
514,Morgen::N,saboh,ráno
515,Morgen::N,saboh,jitro
516,Mittag::N,kun tushlik,poledne
517,Abend::N,oqshom,večer
518,Nacht::N,tun,noc
519,Woche::N,hafta,týden
520,Monat::N,oy,měsíc
521,Jahr::N,yil,rok
522,Frühling::N,bahor,jaro
523,Sommer::N,yoz,léto
524,Herbst::N,kuz,podzim
525,Herbst::N,xazon,podzim
526,Winter::N,qish,zima
527,Januar::N,yanvar',leden
528,Februar::N,fevral',únor
529,März::N,mart,březen
530,April::N,aprel',duben
531,Mai::N,may,květen
532,Juni::N,iyun',červen
533,Juli::N,iyul',červenec
534,August::N,avgust,srpen
535,September::N,sentyabr',září
536,Oktober::N,oktyabr',říjen
537,November::N,noyabr',listopad
538,Dezember::N,dekabr',prosinec
539,Montag::N,dushanba,pondělí
540,Montag::N,dushanba,pondělek
541,Dienstag::N,seshanba,úterý
542,Mittwoch::N,chorshanba,středa
543,Donnerstag::N,payshanba,čtvrtek
544,Freitag::N,juma,pátek
545,Samstag::N,shanba,sobota
546,Sonntag::N,yakshanba,neděle
547,groß::A,buyuk,velký
548,klein::A,kichik,malý
549,lang::A,uzun,dlouhý
550,kurz::A,qisqa,krátký
551,breit::A,keng,široký
552,schmal::A,änsiz,úzký
553,dicht::A,quyuq,hustý
554,dick[Gegenstand]::A,qalin,tlustý
555,dünn::A,ingichka,tenký
556,fein::A,mayin,jemný
557,fest::A,qattiq,pevný
558,flach::A,yalpoq,plochý
559,flach::A,yalpoq,placatý
560,glatt::A,tekis,hladký
561,hart::A,qattiq,tvrdý
562,weich::A,yumshoq,měkký
563,rund::A,yumaloq,kulatý
564,rund::A,yumaloq,okrouhlý
565,spitz::A,uchli,špičatý
566,scharf::A,keskir,ostrý
567,stumpf::A,to'mtoq,tupý
568,schwer::A,salmoqli,těžký
569,schön::A,go'zal,pěkný
570,schön::A,go'zal,krásný
571,heiß::A,qiziq,horký
572,warm::A,issiq,teplý
573,kalt::A,sovuq,studený
574,kühl::A,salqin,chladný
575,frisch::A,toza,svěží
576,feucht::A,namli,vlhký
577,nass::A,nam,mokrý
578,trocken::A,quruq,suchý
579,voll::A,to'la,plný
580,leer::A,puch,prázdný
581,offen::A,ochiq,otevřený
582,geschlossen::A,berk,zavřený
583,sauber::A,ozoda,čistý
584,schmutzig::A,kir,špinavý
585,roh::A,xom,syrový
586,reif::A,pishiq,zralý
587,lecker::A,shirin,chutný
588,süß::A,shirin,sladký
589,bitter::A,achchiq,hořký
590,sauer::A,achchiq,kyselý
591,hell::A,yorug',světlý
592,dunkel::A,qorong'i,temný
593,schwarz::A,qora,černý
594,weiß::A,oq,bílý
595,rot::A,qizil,rudý
596,rot::A,qizil,červený
597,gelb::A,sariq,žlutý
598,blau::A,zangori,modrý
599,grün::A,yashil,zelený
600,grau::A,bo'z,šedý
601,grau::A,bo'z,šedivý
602,bunt::A,ola,pestrý
603,billig::A,arzon,levný
604,billig::A,arzon,laciný
605,teuer::A,qimmat,drahý
606,wertvoll::A,qimmat,cenný
607,blind::A,ko'r,slepý
608,taub::A,garang,hluchý
609,kräftig::A,kuchli,silný
610,stark::A,quvvatli,silný
611,schwach::A,kuchsiz,slabý
612,fett::A,semiz,tučný
613,fett::A,semiz,tlustý
614,schlank::A,ingichka,štíhlý
615,hübsch::A,ko'rkam,hezký
616,böse::A,yovuz,zlý
617,dumm::A,aqlsiz,hloupý
618,faul::A,ärinchak,líný
619,fleißig::A,ishchan,pilný
620,geizig::A,qurumsoq,lakomý
621,klug::A,oqil,chytrý
622,geschickt::A,äpchil,šikovný
623,lieb::A,aziz,milý
624,lustig::A,chaqchaq,veselý
625,sanft::A,asta,mírný
626,hungrig::A,och,hladový
627,krank::A,kasal,nemocný
628,nackt::A,yalang,nahý
629,traurig::A,xafa,smutný
630,traurig::A,xafa,truchlivý
631,lebendig::A,hayotiy,živý
632,gut::A,soz,dobrý
633,schlecht::A,yomon,špatný
634,richtig::A,rost,pravý
635,richtig::A,rost,správný
636,schlimm::A,yovuz,zlý
637,wahr::A,haqiqiy,pravdivý
638,alt::A,äski,starý
639,neu::A,yangi,nový
640,ehemalig::A,sobiq,bývalý
641,alt[Lebewesen]::A,qari,starý
642,jung::A,navqiron,mladý
643,arm::A,abgor,chudý
644,reich::A,boy,bohatý
645,bekannt::A,ma'lum,známý
646,berühmt::A,mashhur,slavný
647,fremd::A,yot,cizí
648,verschieden::A,turli,různý
649,verschieden::A,turli,rozličný
650,nah::A,yaqindagi,blízký
651,fern::A,uzoq,daleký
652,linker::A,so'l,levý
653,rechter::A,o'ng,pravý
654,anderer::A,boshqa,jiný
655,erster::A,birinchi,první
656,zweiter::A,ikkinchi,druhý
657,dritter::A,uchinchi,třetí
658,letzter::A,oxirgi,poslední
659,allein::ADV,o'zicha,sám
660,auf einmal::ADV,varakay,najednou
661,zusammen::ADV,barobar,spolu
662,zusammen::ADV,barobar,dohromady
663,lange::ADV,uzoq,dlouho
664,plötzlich::ADV,qo'qqisdan,vtom
665,plötzlich::ADV,qo'qqisdan,náhle
666,sofort::ADV,darrov,hned
667,sofort::ADV,darrov,ihned
668,später::ADV,so'ngra,později
669,jetzt::ADV,hozirgina,teď
670,jetzt::ADV,hozirgina,nyní
671,heute::ADV,bugun,dnes
672,heute::ADV,bugun,dneska
673,morgen::ADV,ärta,zítra
674,bald::ADV,toz,brzo
675,dann::ADV,keyin,pak
676,dann::ADV,keyin,potom
677,gestern::ADV,kecha,včera
678,einst::ADV,avvallari,kdysi
679,damals::ADV,ugal,tehdy
680,damals::ADV,ugal,tenkrát
681,danach::ADV,so'ngra,podle toho
682,vorher::ADV,avval,dříve
683,vorher::ADV,avval,napřed
684,zuerst::ADV,avval,nejprve
685,zuerst::ADV,avval,nejdříve
686,einmal::ADV,bir marta,jednou
687,manchmal::ADV,onda-sonda,někdy
688,oft::ADV,tez-tez,často
689,immer::ADV,har vaqt,vždy
690,immer::ADV,har vaqt,stále
691,niemals::ADV,hargiz,nikdy
692,hier::ADV,shu erda,zde
693,hier::ADV,shu erda,tady
694,hierhin::ADV,beri,sem
695,von hier::ADV,shu erdan,odtud
696,dort::ADV,ana,tam
697,dorthin::ADV,u yerga,tam
698,geradeaus::ADV,to'g'ri,rovně
699,vorwärts::ADV,ilgari,kupředu
700,rückwärts::ADV,qoloq,zpět
701,zurück::ADV,orqada,zpět
702,zurück::ADV,orqada,nazpět
703,unten::ADV,pastda,dole
704,hinab::ADV,tubanga,dolů
705,oben::ADV,ustida,nahoře
706,oben::ADV,ustida,navrchu
707,hinauf::ADV,yuqorida,nahoru
708,überall::ADV,har erda,všude
709,nicht::ADV,ämas,ne
710,ein wenig::ADV,biroz,trochu
711,kaum::ADV,arang,sotva
712,sehr::ADV,ancha,velmi
713,sehr::ADV,ancha,velice
714,so::ADV,shunday,tak
715,so::ADV,shunday,takto
716,noch::ADV,hali,ještě
717,nur::ADV,yolg'iz,jen
718,nur::ADV,yolg'iz,jenom
719,schon::ADV,endi,už
720,schon::ADV,endi,již
721,wieder::ADV,yana,zase
722,vergebens::ADV,bekorga,marně
723,vor::PRP,burun,před
724,hinter::PRP,ketida,za
725,unter::PRP,ostida,pod
726,durch::PRP,bo'ylab,skrz
727,neben::PRP,yonida,vedle
728,zwischen::PRP,orada,mezi
729,wegen::PRP,sababli,pro
730,dies::PRN,o'sha,toto
731,dies::PRN,o'sha,tohle
732,das::PRN,narigi,to
733,alles::PRN,har nima,všechno
734,ich::PRN,men,já
735,du::PRN,sen,ty
736,er::PRN,u,on
737,wir::PRN,biz,my
738,ihr::PRN,siz,vy
739,sie::PRN,ular,oni
740,was::FPRN,nima,co
741,wer::FPRN,kim,kdo
742,wo::FADV,qaerda,kde
743,wohin::FADV,qayerga,kam
744,wie::FADV,qanday,jak
745,warum::FADV,nega,proč
746,wieviel::FNUM,qancha,kolik
747,eins::NUM,bir,jeden
748,zwei::NUM,ikki,dva
749,drei::NUM,uch,tři
750,vier::NUM,to'rt,čtyři
751,fünf::NUM,besh,pět
752,sechs::NUM,olti,šest
753,sieben::NUM,etti,sedm
754,acht::NUM,sakkiz,osm
755,neun::NUM,to'qqiz,devět
756,zehn::NUM,o'n,deset
757,elf::NUM,o'n bir,jedenáct
758,zwölf::NUM,o'n ikki,dvanáct
759,zwanzig::NUM,yigirma,dvacet
760,dreißig::NUM,o'ttiz,třicet
761,vierzig::NUM,qirq,čtyřicet
762,fünfzig::NUM,ällik,padesát
763,sechzig::NUM,oltmish,šedesát
764,siebzig::NUM,etmish,sedmdesát
765,achtzig::NUM,sakson,osmdesát
766,neunzig::NUM,to'qson,devadesát
767,hundert::NUM,yuz,sto
768,tausend::NUM,ming,tisíc
769,und::CNJ,va,a
770,oder::CNJ,yo,nebo
771,stehen::V,turmoq,stát
772,sitzen::V,o'tirmoq,sedět
773,liegen::V,yotmoq,ležet
774,hängen::V,osilmoq,viset
775,werden::V,bo'lmoq,stát se
776,passieren::V,bo'lib o'tmoq,stát se
777,beginnen::V,boshlanmoq,počít
778,enden::V,bitmoq,končit
779,enden::V,bitmoq,skončit
780,wechseln::V,o'zgarmoq,měnit se
781,aufgehen[Sonne]::V,chiqmoq,vyjít
782,untergehen[Sonne]::V,botmoq,zapadnout
783,scheinen[Sonne]::V,yaraqlamoq,svítit
784,donnern::V,gulduramoq,hřmět
785,wehen::V,elpimoq,vát
786,wehen::V,elpimoq,vanout
787,strömen::V,oqmoq,proudit
788,fließen::V,oqmoq,téct
789,sich drehen::V,aylanmoq,točit se
790,schwanken::V,qoqilmoq,kolísat
791,schwanken::V,qoqilmoq,houpat se
792,schwingen::V,lopillamoq,kývat se
793,fallen::V,tushmoq,padat
794,brennen::V,yonmoq,hořet
795,rauchen::V,tutamoq,kouřit
796,regnen::V,yomg'ir yog'moq,pršet
797,gefrieren::V,muzlamoq,zamrznout
798,tauen::V,ärimoq,tát
799,schmelzen::V,ärimoq,tavit
800,trocknen::V,qurimoq,schnout
801,sieden::V,qaynamoq,vřít
802,faulen::V,chirimoq,hnít
803,verfaulen::V,chirimoq,shnít
804,reißen::V,qayt qilmoq,roztrhat se
805,versinken::V,g'arq bo'lmoq,topit se
806,versinken::V,g'arq bo'lmoq,ponořit se
807,vergehen::V,o'tmoq,plynout
