,Concept_ID,br,fr
179,Kuckuck::N,koukoug,coucou
180,Schwan::N,alarc'h,cygne
181,Fisch::N,pesk,poisson
182,Barsch::N,brell,perche
183,Hecht::N,beked,brochet
184,Schlange[Tier]::N,naer,serpent
185,Wurm::N,preñv,ver
186,Spinne::N,kevnidenn,araignée
187,Ameise::N,merion,fourmi
188,Laus::N,laouenn,pou
189,Mücke::N,moustik,moucheron
190,Fliege::N,kelienenn,mouche
191,Schmetterling::N,balafenn,papillon
192,Beere::N,hog,baie
193,Apfel::N,aval,pomme
194,Pilz::N,kabell-touseg,champignon
195,Zwiebel::N,ognonenn,oignon
196,Saat::N,had,semence
197,Korn::N,ed,grain
198,Heu::N,foenn,foin
199,Schale::N,peliadur,pelure
200,Falle::N,pech,piège
201,Schlinge::N,krouglas,lacs
202,Asche::N,ludu,cendre
203,Dreck::N,fank,crotte
204,Eisen::N,houarn,fer
205,Gold::N,aour,or
206,Silber::N,arc'hant,argent
207,Kohle::N,glaou,charbon
208,Glas::N,gwer,verre
209,Sand::N,traezh,sable
210,Mensch::N,den,homme
211,Mann::N,den,homme
212,Frau::N,maouez,femme
213,Kind::N,bugel,enfant
214,Junge::N,paotr,garçon
215,Mädchen::N,plac'h,fille
216,Mädchen::N,plac'h,jeune fille
217,Familie::N,familh,famille
218,Großvater::N,tad-kozh,grand-père
219,Großmutter::N,mamm-gozh,grand-mère
220,Eltern::N,kerent,parents
221,Vater::N,tad,père
222,Mutter::N,mamm,mère
223,Sohn::N,mab,fils
224,Tochter::N,merc'h,fille
225,Bruder::N,breur,frère
226,Schwester::N,c'hoar,sœur
227,Onkel::N,eontr,oncle
228,Tante::N,moereb,tante
229,Ehemann::N,gwaz,mari
230,Ehemann::N,gwaz,époux
231,Ehefrau::N,gwreg,femme
232,Ehefrau::N,gwreg,épouse
233,Freude::N,levenez,joie
234,Freude::N,levenez,plaisir
235,Gelächter::N,c'hoarzherezh,rires
236,Glück::N,chañs,bonheur
237,Kummer::N,doan,peine
238,Kummer::N,doan,chagrin
239,Wunsch::N,c'hoant,désir
240,Lust::N,c'hoant,envie
241,Geist::N,spered,esprit
242,Gedanke::N,soñj,idée
243,Gedanke::N,soñj,pensée
244,Gedächtnis::N,eñvor,mémoire
245,Verstand::N,skiant,raison
246,Sinn::N,ster,sens
247,Grund::N,kaoz,cause
248,Grund::N,kaoz,raison
249,Wahrheit::N,gwirionez,vérité
250,Gespräch::N,kaozeadenn,conversation
251,Märchen::N,kaoz korriganez,conte
252,Märchen::N,kaoz korriganez,conte de fées
253,Erzählung::N,kontadenn,conte
254,Erzählung::N,kontadenn,narration
255,Nachricht::N,keloù,message
256,Neuigkeit::N,kelaouenn,nouvelle
257,Name::N,anv,nom
258,Rätsel::N,divinatez,énigme
259,Rätsel::N,divinatez,devinette
260,Rede::N,diskour,parole
261,Rede::N,diskour,discours
262,Sprache::N,yezh,langue
263,Sprache::N,yezh,langage
264,Stimme::N,mouezh,voix
265,Wort::N,ger,mot
266,Zeichen::N,sin,signe
267,Ruf::N,galv,cri
268,Ruf::N,galv,appel
269,Lärm::N,trouz,bruit
270,Ton::N,ton,ton
271,Lied::N,kanaouenn,chant
272,Lied::N,kanaouenn,chanson
273,Ruhe::N,sioulded,calme
274,Ruhe::N,sioulded,tranquillité
275,Leute::N,tud,gens
276,Volk::N,pobl,peuple
277,Arbeit::N,labour,travail
278,Gast::N,kouviad,hôte
279,Gast::N,kouviad,invité
280,Geschenk::N,prof,cadeau
281,Geschenk::N,prof,présent
282,Spiel::N,c'hoari,jeu
283,Gesellschaft::N,kompagnunezh,compagnie
284,Gesellschaft::N,kavandad,compagnie
285,Hilfe::N,sikour,aide
286,Hilfe::N,sikour,secours
287,Freund::N,mignon,ami
288,Kamerad::N,kamarad,copain
289,Kamerad::N,kamarad,camarade
290,Angelegenheit::N,afer,affaire
291,Anzahl::N,niver,nombre
292,Art::N,sort,sorte
293,Art::N,sort,espèce
294,Stück::N,tamm,morceau
295,Teil::N,pezh,part
296,Teil::N,pezh,partie
297,Hälfte::N,hanterenn,moitié
298,Kreis::N,kelc'h,cercle
299,Kreuz::N,kroaz,croix
300,Linie::N,linenn,ligne
301,Strich::N,tenn,trait
302,Abstand::N,distok,écart
303,Entfernung::N,keid,distance
304,Entfernung::N,kehid,distance
305,Gegend::N,korn-bro,région
306,Gegend::N,korn-bro,contrée
307,Platz::N,plasenn,place
308,Ort::N,lec'h,lieu
309,Ort::N,lec'h,endroit
310,Seite::N,tu,côté
311,Mitte::N,kreiz,milieu
312,Gegenstand::N,tra,objet
313,Sache::N,tra,chose
314,Rand::N,kantenn,bord
315,Kante::N,kantenn,arête
316,Ecke::N,korn,coin
317,Ecke::N,korn,tournant
318,Spitze::N,begell,cime
319,Spitze::N,begell,pointe
320,Ende::N,dibenn,bout
321,Loch::N,toull,trou
322,Muster::N,tresadenn,dessin
323,Größe::N,ment,grandeur
324,Länge::N,hirder,longueur
325,Höhe::N,uhelder,hauteur
326,Höhe::N,uhelder,altitude
327,Gewicht::N,pouez,poids
328,Menge::N,bern,quantité
329,Haufen::N,bern,tas
330,Reihe::N,steud,file
331,Reihe::N,steud,rangée
332,Boot::N,bag,canot
333,Boot::N,bag,bateau
334,Ruder::N,roeñv,rame
335,Ruder::N,roeñv,aviron
336,Schlitten::N,trainell,traîneau
337,Ski::N,ski,ski
338,Last::N,karg,charge
339,Last::N,karg,fardeau
340,Gang::N,kerzh,tour
341,Gang::N,kerzh,marche
342,Schritt::N,paz,pas
343,Norden::N,norzh,nord
344,Norden::N,hanternoz,nord
345,Süden::N,su,sud
346,Süden::N,kreisteiz,sud
347,Westen::N,kuzh-heol,ouest
348,Westen::N,kuzh-heol,occident
349,Osten::N,reter,est
350,Osten::N,reter,orient
351,Osten::N,sav-heol,est
352,Osten::N,sav-heol,orient
353,Holz::N,koad,bois
354,Brett::N,plankenn,planche
355,Platte::N,plakenn,plaque
356,Stütze::N,harp,appui
357,Stütze::N,harp,soutien
358,Stange::N,sparl,barre
359,Stange::N,sparl,perche
360,Stock::N,bazh,canne
361,Stab::N,bazh,bâton
362,Rohr::N,tub,tube
363,Rohr::N,tub,tuyau
364,Rohr::N,korz,tube
365,Rohr::N,korz,tuyau
366,Haus::N,ti,maison
367,Heim::N,kêr,maison
368,Ofen::N,forn,poêle
369,Fußboden::N,plañchod,plancher
370,Tisch::N,taol,table
371,Stuhl::N,kador,chaise
372,Wiege::N,kavell,berceau
373,Bett::N,gwele,lit
374,Regal::N,estajerenn,étagère
375,Kiste::N,kased,caisse
376,Fenster::N,prenestr,fenêtre
377,Tür::N,dor,porte
378,Tor::N,portal,porte
379,Tor::N,portal,portail
380,Zaun::N,sklotur,clôture
381,Dach::N,toenn,toit
382,Leiter::N,skeul,échelle
383,Besen::N,skubell,balai
384,Spaten::N,pal,bêche
385,Schaufel::N,pal,pelle
386,Gabel::N,fourchetez,fourchette
387,Löffel::N,loa,cuiller
388,Messer::N,kontell,couteau
389,Nagel::N,tach,clou
390,Netz::N,roued,filet
391,Haken::N,krog,croc
392,Haken::N,krog,crochet
393,Griff::N,kemer,prise
394,Griff::N,kemer,manche
395,Schloss::N,potenn,serrure
396,Bild::N,skeudenn,image
397,Bild::N,skeudenn,tableau
398,Figur::N,skeud,figure
399,Figur::N,figur,figure
400,Puppe::N,merc'hodenn,poupée
401,Beutel::N,sac'h,sac
402,Beutel::N,sac'h,petit sac
403,Bündel::N,feskenn,paquet
404,Bündel::N,feskenn,faisceau
405,Tasche::N,sac'h,sac
406,Eimer::N,sailh,seau
407,Deckel::N,pallenn,couvercle
408,Geschirr::N,listriaj,vaisselle
409,Sack::N,sac'h,sac
410,Tasse::N,tas,tasse
411,Topf::N,pod,pot
412,Topf::N,pod,marmite
413,Kessel::N,chaodouron,chaudron
414,Essen::N,pred,repas
415,Essen::N,pred,manger
416,Nahrung::N,boued,nourriture
417,Speise::N,meuz,plat
418,Fleisch::N,kig,viande
419,Getreide::N,ed,blé
420,Getreide::N,ed,céréales
421,Brei::N,yod,purée
422,Brei::N,yod,bouillie
423,Brot::N,bara,pain
424,Scheibe::N,tailhenn,tranche
425,Fett::N,lard,graisse
426,Butter::N,amann,beurre
427,Öl::N,eoul,huile
428,Salz::N,holen,sel
429,Suppe::N,soubenn,soupe
430,Suppe::N,soubenn,potage
431,Honig::N,mel,miel
432,Milch::N,laezh,lait
433,Tee::N,te,thé
434,Leder::N,lêr,cuir
435,Wolle::N,gloan,laine
436,Stoff::N,danvez,tissu
437,Stoff::N,danvez,étoffe
438,Nadel::N,nadoz,aiguille
439,Faden::N,neudenn,fil
440,Knopf::N,bouton,bouton
441,Knoten::N,skoulm,nœud
442,Farbe::N,liv,peinture
443,Kleidung::N,dilhad,vêtements
444,Kleidung::N,dilhad,habillement
445,Hemd::N,roc'hed,chemise
446,Kragen::N,gouzoug,col
447,Ärmel::N,milgin,manche
448,Hose::N,bragoù,pantalon
449,Gürtel::N,gouriz,ceinture
450,Mütze::N,boned,bonnet
451,Mütze::N,boned,casquette
452,Schuh::N,botez,soulier
453,Schuh::N,botez,chaussure
454,Stiefel::N,botez,botte
455,Ring::N,gwalenn,bague
456,Band::N,bagad,ruban
457,Kamm::N,krib,peigne
458,Spiegel::N,melezour,glace
459,Spiegel::N,melezour,miroir
460,Riemen::N,lerenn,lanière
461,Riemen::N,lerenn,courroie
462,Schnur::N,kordenn,corde
463,Schnur::N,kordenn,ficelle
464,Leine::N,roll,laisse
465,Decke::N,golo,couverture
466,Kissen::N,goubenner,oreiller
467,Tuch::N,mezher,drap
468,Tuch::N,mezher,fichu
469,Handtuch::N,toailhon,serviette
470,Handtuch::N,toailhon,essuie-mains
471,Kraft::N,nerzh,force
472,Stärke::N,nerzhder,vigueur
473,Gesundheit::N,yec'hed,santé
474,Krankheit::N,klañved,maladie
475,Schmerz::N,poan,douleur
476,Schmerz::N,droug,douleur
477,Wunde::N,gloazadenn,plaie
478,Wunde::N,gloazadenn,blessure
479,Fieber::N,terzhienn,fièvre
480,Arznei::N,louzoù,remède
481,Arznei::N,louzoù,médecine
482,Brücke::N,pont,pont
483,Brunnen::N,puñs,puits
484,Weide::N,prad,pâturage
485,Pfad::N,gwenodenn,sentier
486,Weg::N,hent,voie
487,Weg::N,hent,chemin
488,Straße::N,ru,route
489,Straße::N,hent,route
490,Dorf::N,kêr,village
491,Dorf::N,kêriadenn,village
492,Stadt::N,kêr,cité
493,Stadt::N,kêr,ville
494,Brief::N,lizher,lettre
495,Buch::N,levr,livre
496,Buchstabe::N,lizherenn,lettre
497,Buchstabe::N,lizherenn,caractère
498,Zeitung::N,kazetenn,journal
499,Leben::N,buhez,vie
500,Tod::N,marv,mort
501,Grab::N,bez,tombe
502,Kirche::N,iliz,église
503,Sünde::N,pec'hed,péché
504,Gott::N,doue,dieu
505,Arbeiter::N,labourer,ouvrier
506,Arbeiter::N,labourer,travailleur
507,Arbeiter::N,micherour,ouvrier
508,Arbeiter::N,micherour,travailleur
509,Chef::N,penn,chef
510,Chef::N,penn,patron
511,Meister::N,mestr,maître
512,Arzt::N,mezeg,médecin
513,Arzt::N,medisin,médecin
514,Lehrer::N,skolaer,professeur
515,Lehrer::N,skolaer,instituteur
516,Lehrer::N,kelenner,professeur
517,Lehrer::N,kelenner,instituteur
518,Geld::N,arc'hant,argent
519,Geschäft::N,stal,affaire
520,Geschäft::N,stal,commerce
521,Laden::N,stal,magasin
522,Laden::N,stal,boutique
523,Preis::N,priz,prix
524,Ware::N,marc'hadourezh,marchandise
525,Nutzen::N,gounidegezh,profit
526,Nutzen::N,lañs,profit
527,Nutzen::N,profit,profit
528,Nutzen::N,spleit,profit
529,Reichtum::N,pinvidigezh,richesse
530,Welt::N,douar,monde
531,Land::N,bro,pays
532,Staat::N,stad,État
533,König::N,roue,roi
534,Macht::N,galloud,pouvoir
535,Macht::N,galloud,puissance
536,Grenze::N,harzoù,frontière
537,Krieg::N,brezel,guerre
538,Feind::N,eneber,ennemi
539,Gewalt::N,tâerder,violence
540,Kampf::N,kann,lutte
541,Kampf::N,kann,combat
542,Bogen[Waffe]::N,gwareg,arc
543,Pfeil::N,saezh,flèche
544,Gewehr::N,fuzuilh,fusil
545,Fehler::N,fazi,faute
546,Fehler::N,fazi,erreur
547,Lüge::N,gaou,mensonge
548,Schaden::N,gwall,dégât
549,Schaden::N,gwall,dommage
550,Unglück::N,gwalleur,malheur
551,Schuld::N,kablusted,faute
552,Schuld::N,kablusted,culpabilité
553,Schuld::N,pec'hedigezh,faute
554,Schuld::N,pec'hedigezh,culpabilité
555,Alter::N,oad,âge
556,Schluss::N,diwezh,fin
557,Zeit::N,amzer,temps
558,Tag::N,deizh,jour
559,Tag::N,deizh,journée
560,Morgen::N,beure,matin
561,Morgen::N,beure,matinée
562,Morgen::N,mintin,matin
563,Morgen::N,mintin,matinée
564,Mittag::N,kreisteiz,midi
565,Abend::N,abardaez,soir
566,Abend::N,abardaez,soirée
567,Nacht::N,noz,nuit
568,Woche::N,sizhun,semaine
569,Monat::N,miz,mois
570,Jahr::N,bloaz,an
571,Jahr::N,bloaz,année
572,Frühling::N,nevezamzer,printemps
573,Sommer::N,hañv,été
574,Herbst::N,diskaramzer,automne
575,Winter::N,goañv,hiver
576,Januar::N,Genver,janvier
577,Februar::N,C'hwevrer,février
578,März::N,Meurzh,mars
579,April::N,Ebrel,avril
580,Mai::N,Mae,mai
581,Juni::N,Mezheven,juin
582,Juli::N,Gouhere,juillet
583,August::N,Eost,août
584,September::N,Gwengolo,septembre
585,Oktober::N,Here,octobre
586,November::N,Du,novembre
587,Dezember::N,Kerzu,décembre
588,Montag::N,Lun,lundi
589,Dienstag::N,Meurzh,mardi
590,Mittwoch::N,Merc'her,mercredi
591,Donnerstag::N,Yaou,jeudi
592,Freitag::N,Gwener,vendredi
593,Samstag::N,Sadorn,samedi
594,Sonntag::N,Sul,dimanche
595,groß::A,bras,grand
596,klein::A,bihan,petit
597,lang::A,hir,long
598,kurz::A,berr,court
599,breit::A,ledan,large
600,schmal::A,strizh,étroit
601,dicht::A,stank,dense
602,dick[Gegenstand]::A,tev,épais
603,dünn::A,moan,mince
604,fein::A,munut,fin
605,fein::A,munut,menu
606,fest::A,start,ferme
607,fest::A,start,solide
608,flach::A,plaen,plat
609,glatt::A,lintr,poli
610,glatt::A,lintr,lisse
611,glatt::A,levn,poli
612,glatt::A,levn,lisse
613,hart::A,kalet,dur
614,weich::A,blot,mou
615,rund::A,ront,rond
616,spitz::A,poentet,aigu
617,spitz::A,poentet,pointu
618,scharf::A,dremm,tranchant
619,stumpf::A,talsoc'h,mousse
620,stumpf::A,talsoc'h,émoussé
621,schwer::A,pounner,lourd
622,schwer::A,pounner,pesant
623,schön::A,kaer,beau
624,heiß::A,tomm,chaud
625,heiß::A,tomm,très chaud
626,warm::A,tomm,chaud
627,kalt::A,yen,froid
628,kühl::A,yen,frais
629,frisch::A,fresk,frais
630,feucht::A,gleb,humide
631,nass::A,gleb,mouillé
632,trocken::A,sec'h,sec
633,voll::A,leun,plein
634,voll::A,leun,rempli
635,leer::A,goullo,vide
636,offen::A,digor,ouvert
637,geschlossen::A,serr,clos
638,geschlossen::A,serr,fermé
639,sauber::A,naet,net
640,sauber::A,naet,propre
641,schmutzig::A,lous,sale
642,schmutzig::A,lous,crasseux
643,roh::A,kriz,cru
644,roh::A,kriz,brut
645,reif::A,darev,mûr
646,lecker::A,lipous,délicieux
647,lecker::A,lipous,appétissant
648,lecker::A,saourus,délicieux
649,lecker::A,saourus,appétissant
650,süß::A,dous,doux
651,bitter::A,c'hwerv,amer
652,sauer::A,trenk,aigre
653,hell::A,sklaer,clair
654,dunkel::A,teñval,sombre
655,schwarz::A,du,noir
656,weiß::A,gwenn,blanc
657,rot::A,ruz,rouge
658,gelb::A,melen,jaune
659,blau::A,glas,bleu
660,grün::A,gwer,vert
661,grau::A,louet,gris
662,bunt::A,liesliv,multicolore
663,billig::A,marc'had-mat,bon marché
664,teuer::A,ker,cher
665,wertvoll::A,prizius,précieux
666,blind::A,dall,aveugle
667,taub::A,bouzar,sourd
668,kräftig::A,start,fort
669,kräftig::A,start,vigoureux
670,stark::A,kreñv,fort
671,stark::A,kreñv,puissant
672,schwach::A,gwan,faible
673,fett::A,lard,gras
674,schlank::A,sinkl,svelte
675,hübsch::A,koant,joli
676,böse::A,gwall,mauvais
677,dumm::A,glep,sot
678,dumm::A,glep,bête
679,faul::A,lezirek,fainéant
680,faul::A,lezirek,paresseux
681,fleißig::A,studius,appliqué
682,geizig::A,tost,avare
683,klug::A,speredek,intelligent
684,geschickt::A,dornet,habile
685,lieb::A,koant,cher
686,lieb::A,koant,gentil
687,lustig::A,laouen,gai
688,lustig::A,laouen,joyeux
689,sanft::A,flour,doux
690,hungrig::A,marnaon,affamé
691,krank::A,klañv,malade
692,nackt::A,noazh,nu
693,traurig::A,trist,triste
694,lebendig::A,bev,vivant
695,gut::A,mad,bon
696,schlecht::A,fall,mauvais
697,schlecht::A,gwall,mauvais
698,richtig::A,reizh,juste
699,richtig::A,reizh,correct
700,schlimm::A,gwall,grave
701,schlimm::A,gwall,mauvais
702,wahr::A,gwir,vrai
703,wahr::A,gwir,véritable
704,alt::A,kozh,vieux
705,neu::A,nevez,neuf
706,neu::A,nevez,nouveau
707,ehemalig::A,kozh,ancien
708,alt[Lebewesen]::A,kozh,âgé
709,alt[Lebewesen]::A,kozh,vieux
710,jung::A,yaouank,jeune
711,arm::A,paour,pauvre
712,reich::A,pinvidik,riche
713,bekannt::A,anavezet,connu
714,berühmt::A,brudet,fameux
715,berühmt::A,brudet,célèbre
716,fremd::A,dizanav,étranger
717,verschieden::A,disheñel,différent
718,nah::A,nes,lié
719,nah::A,nes,proche
720,fern::A,diabell,éloigné
721,fern::A,diabell,lointain
722,linker::A,kleiz,gauche
723,rechter::A,dehoù,droit
724,anderer::A,all,autre
725,erster::A,kentañ,premier
726,zweiter::A,eil,second
727,zweiter::A,eil,deuxième
728,dritter::A,trede,troisième
729,letzter::A,diwezhañ,dernier
730,allein::ADV,e-unan,seul
731,auf einmal::ADV,ar un dro,à la fois
732,zusammen::ADV,asambles,ensemble
733,lange::ADV,pell,longtemps
734,plötzlich::ADV,en un taol,tout à coup
735,sofort::ADV,diouzhtu,immédiatement
736,später::ADV,diwezhatoc'h,plus tard
737,jetzt::ADV,bremañ,maintenant
738,heute::ADV,hiziv,aujourd'hui
739,morgen::ADV,arc'hoazh,demain
740,bald::ADV,hepdale,bientôt
741,dann::ADV,a-c'houde,puis
742,dann::ADV,a-c'houde,ensuite
743,gestern::ADV,dec'h,hier
744,einst::ADV,gwechall,jadis
745,einst::ADV,gwechall,autrefois
746,damals::ADV,neuze,alors
747,damals::ADV,neuze,à l'époque
748,danach::ADV,goude,après
749,danach::ADV,goude,ensuite
750,vorher::ADV,diagent,auparavant
751,zuerst::ADV,da gentañ,d'abord
752,zuerst::ADV,da gentañ,premièrement
753,einmal::ADV,ur wech,une fois
754,manchmal::ADV,a-wechoù,parfois
755,manchmal::ADV,a-wechoù,quelquefois
756,oft::ADV,alies,souvent
757,immer::ADV,atav,toujours
758,immer::ADV,bepred,toujours
759,niemals::ADV,gwech ebet,ne ... jamais
760,hier::ADV,amañ,ici
761,hierhin::ADV,dre amañ,par ici
762,von hier::ADV,alemañ,d'ici
763,dort::ADV,aze,là
764,dort::ADV,aze,là-bas
765,dort::ADV,ahont,là
766,dort::ADV,ahont,là-bas
767,dorthin::ADV,di,y
768,dorthin::ADV,di,par là
769,dorthin::ADV,aze,y
770,dorthin::ADV,aze,par là
771,dorthin::ADV,ahont,y
772,dorthin::ADV,ahont,par là
773,geradeaus::ADV,war-eeun,tout droit
774,vorwärts::ADV,war-raok,en avant
775,rückwärts::ADV,war-lerc'h,en arrière
776,zurück::ADV,war-dreñv,de retour
777,unten::ADV,en traoñ,en bas
778,unten::ADV,en traoñ,au-dessous
779,hinab::ADV,a-izel,en bas
780,hinab::ADV,a-izel,vers le bas
781,oben::ADV,en nec'h,dessus
782,oben::ADV,en nec'h,en haut
783,hinauf::ADV,e-krec'h,en haut
784,hinauf::ADV,e-krec'h,vers le haut
785,überall::ADV,dre-holl,partout
786,nicht::ADV,ne ... ket,ne ... pas
787,ein wenig::ADV,un tammig,un peu
788,kaum::ADV,a-boan,à peine
789,sehr::ADV,-tre,très
790,sehr::ADV,-kenañ,très
791,so::ADV,evel-se,si
792,so::ADV,evel-se,ainsi
793,noch::ADV,c'hoazh,encore
794,nur::ADV,hepken,seulement
795,nur::ADV,hepken,ne ... que
796,schon::ADV,dija,déjà
797,wieder::ADV,adarre,de nouveau
798,vor::PRP,dirak,devant
799,hinter::PRP,a-drek,derrière
800,hinter::PRP,a-dreñv,derrière
801,unter::PRP,dindan,sous
802,unter::PRP,dindan,au-dessous de
803,durch::PRP,dre,par
804,durch::PRP,dre,à travers
805,neben::PRP,e-kichen,à côté de
806,zwischen::PRP,etre,entre
807,wegen::PRP,abalamour da,à cause de
808,dies::PRN,hemañ,ceci
809,das::PRN,se,ce
810,das::PRN,se,cela
811,das::PRN,hennezh,ce
812,das::PRN,hennezh,cela
813,alles::PRN,pep tra,tout
814,ich::PRN,me,je
815,ich::PRN,me,moi
816,du::PRN,te,tu
817,du::PRN,te,toi
818,er::PRN,eñ,il
819,er::PRN,eñ,lui
820,wir::PRN,ni,nous
821,ihr::PRN,c'hwi,vous
822,sie::PRN,int,ils
823,sie::PRN,int,elles
824,was::FPRN,petra,que
825,was::FPRN,petra,quoi
826,wer::FPRN,piv,qui
827,wo::FADV,pelec'h,où
828,wohin::FADV,da belec'h,où
829,wie::FADV,penaos,comment
830,warum::FADV,perak,pourquoi
831,wieviel::FNUM,pet,combien
832,eins::NUM,unan,un
833,zwei::NUM,daou,deux
834,drei::NUM,tri,trois
