,Concept_ID,lbe,el
71,Stern::N,цӏуку,αστέρι
72,Luft::N,гьава,αέρας
73,Wind::N,марч,αέρας
74,Wind::N,марч,άνεμος
75,Welle::N,щатӏи,κύμα
76,Wasser::N,щин,νερό
77,Stein::N,чару,πέτρα
78,Boden::N,аьрщи,χώμα
79,Erde::N,аьрщи,γη
80,Staub::N,ххит,σκόνη
81,Rauch::N,пуркӏу,καπνός
82,Funke::N,пиягь,σπίθα
83,Funke::N,пиягь,σπινθήρας
84,Feuer::N,цӏу,φωτιά
85,Licht::N,чани,φως
86,Schatten::N,ххют,σκιά
87,Schatten::N,ххют,ίσκιος
88,Wetter::N,гьава,καιρός
89,Nebel::N,шархь ттурлу,ομίχλη
90,Wolke::N,ттурлу,σύννεφο
91,Regen::N,гъарал,βροχή
92,Schnee::N,марххала,χιόνι
93,Eis::N,микӏ,πάγος
94,Frost::N,дяркъу,παγωνία
95,Frost::N,замгьар,παγωνία
96,Kälte::N,дяркъу,κρύο
97,Kälte::N,дяркъу,ψύχος
98,Hitze::N,кӏиришиву,ζέστη
99,Raureif::N,сил,πάχνη
100,Raureif::N,бурса,πάχνη
101,Regenbogen::N,ссурул ккуртта,ουράνιο τόξο
102,Donner::N,къув,βροντή
103,Strömung::N,экьинанаву,ρεύμα
104,Tropfen::N,кӏунтӏ,στάλα
105,Schaum::N,хьама,αφρός
106,Schmutz::N,кьяркьи,βρωμιά
107,See::N,бяр,λίμνη
108,Sumpf::N,кунцӏа,βάλτος
109,Wiese::N,кьан,λιβάδι
110,Wald::N,вацӏа,δάσος
111,Hügel::N,бакӏу,λόφος
112,Berg::N,зунтту,όρος
113,Berg::N,зунтту,βουνό
114,Gipfel::N,мицӏ,κορυφή
115,Höhle::N,нух,σπηλιά
116,Abhang::N,сун,πλαγιά
117,Quelle::N,дайдихьу,πηγή
118,Quelle::N,дайдихьу,βρύση
119,Quelle::N,бакӏ,πηγή
120,Quelle::N,бакӏ,βρύση
121,Bach::N,чӏрир нех,ρυάκι
122,Fluss::N,нех,ποτάμι
123,Fluss::N,нех,ποταμός
124,Ufer::N,зума,όχθη
125,Küste::N,зумаинхалу,ακτή
126,Küste::N,зумаинхалу,ακρογιαλιά
127,Küste::N,зуманицӏалу,ακτή
128,Küste::N,зуманицӏалу,ακρογιαλιά
129,Festland::N,кьири,στεριά
130,Meer::N,хьхьири,θάλασσα
131,Insel::N,жазира,νησί
132,Insel::N,жазира,νήσος
133,Blume::N,тӏутӏи,άνθος
134,Blume::N,тӏутӏи,λουλούδι
135,Gras::N,уртту,χόρτο
136,Gras::N,уртту,χορτάρι
137,Wurzel::N,мархха,ρίζα
138,Baum::N,мурхь,δέντρο
139,Stamm::N,ттарцӏ,κορμός
140,Rinde::N,ккамара,φλούδα
141,Ast::N,матӏи,κλαδί
142,Zweig::N,къяртта,κλαδί
143,Zweig::N,къяртта,κλάδος
144,Blatt::N,чӏапӏи,φύλλο
145,Birke::N,кӏялахӏи,σημύδα
146,Birke::N,кӏялахӏилул мурхь,σημύδα
147,Kiefer[Baum]::N,ттар,πεύκο
148,Kiefer[Baum]::N,ттарлил мурхь,πεύκο
149,Weide[Baum]::N,щавщи,ιτιά
150,Tanne::N,ттарлил мурхь,έλατο
151,Horn::N,хъи,κέρας
152,Horn::N,хъи,κέρατο
153,Feder::N,лелуххул тӏиму,φτερό
154,Fell::N,бурчу,δέρμα
155,Fell::N,бурчу,τομάρι
156,Flügel::N,хъа,πτερύγιο
157,Flügel::N,ххурупӏайрал тӏиму,πτερύγιο
158,Klaue::N,михь,κουλό
159,Kralle::N,ххяппа,νύχι
160,Schwanz::N,магъ,ουρά
161,Ei::N,ккунук,αβγό
162,Nest::N,кюру,φωλιά
163,Bau::N,цукъуккутӏ,φωλιά
164,Tier::N,хӏайван,ζώο
165,Herde::N,газу,κοπάδι
166,Kuh::N,оьл,αγελάδα
167,Bulle::N,ниц,ταύρος
168,Pferd::N,чу,άλογο
169,Schaf::N,тта,πρόβατο
170,Schwein::N,дунгъуз,γουρούνι
171,Hund::N,ккаччи,σκυλί
172,Hund::N,ккаччи,σκύλος
173,Katze::N,ччиту,γάτα
174,Bär::N,цуша,άρκτος
175,Bär::N,цуша,αρκούδα
176,Eichhörnchen::N,бюрхттукку,βερβερίτσα
177,Elch::N,ниц-бюрин,άλκη
178,Fuchs::N,цулчӏа,αλεπού
179,Fuchs::N,куча цулчӏа,αλεπού
180,Hase::N,бюрх,λαγός
181,Maus::N,кӏулу,ποντικός
182,Wolf::N,барцӏ,λύκος
183,Vogel::N,лелуххи,πουλί
184,Schwarm::N,гьухъала,σμήνος
185,Huhn::N,аьнакӏи,κότα
186,Huhn::N,аьнакӏи,όρνιθα
187,Hahn::N,ажари,πετεινός
188,Gans::N,къаз,χήνα
189,Adler::N,барзу,αετός
190,Ente::N,урдак,πάπια
191,Eule::N,ису,κουκουβάγια
192,Eule::N,ччиккумяв,κουκουβάγια
193,Kranich::N,кьурукь,γερανός
194,Krähe::N,хъатӏу,καρακάξα
195,Kuckuck::N,ччикку,κούκος
196,Schwan::N,урттил къаз,κύκνος
197,Fisch::N,чавахъ,ψάρι
198,Schlange[Tier]::N,шатта,φίδι
199,Wurm::N,кьюнукьай шатта,σκουλήκι
200,Spinne::N,ххялцу,αράχνη
201,Ameise::N,митӏикьукьу,μυρμήγκι
202,Mücke::N,мичӏак,κουνούπι
203,Fliege::N,зимиз,μύγα
204,Schmetterling::N,чӏимучӏали,πεταλούδα
205,Beere::N,хӏаллил ахъулсса,ρόγα
206,Apfel::N,гьивч,μήλο
207,Pilz::N,ттуккул иис,μανιτάρι
208,Zwiebel::N,лаччул чсмусул бакӏ,κρεμμύδι
209,Saat::N,гьанна,σπόρος
210,Korn::N,къама,σπυρί
211,Heu::N,ххулув,σανός
212,Schale::N,ккиртту,τσόφλι
213,Grube::N,кӏаланг,λάκκος
214,Falle::N,къатӏа,παγίδα
215,Schlinge::N,хӏатӏ,θηλειά
216,Spur::N,ша,ίχνος
217,Asche::N,лах,στάχτη
218,Dreck::N,кьяркьи,βρωμιά
219,Dreck::N,венп,βρωμιά
220,Eisen::N,мах,σίδερο
221,Gold::N,муси,μάλαμα
222,Gold::N,муси,χρυσάφι
223,Silber::N,арцу,ασήμι
224,Silber::N,арцу,άργυρος
225,Kohle::N,кӏалаш,κάρβουνο
226,Kohle::N,хъуручӏ,κάρβουνο
227,Glas::N,пюрун,γυαλί
228,Lehm::N,сина аьрщи,πηλός
229,Sand::N,къун,άμμος
230,Mensch::N,инсан,άνθρωπος
231,Mann::N,чув,άνδρας
232,Mann::N,адимина,άνδρας
233,Frau::N,щарсса,γυναίκα
234,Frau::N,хъамитайпа,γυναίκα
235,Kind::N,чӏиви оьрчӏ,παιδί
236,Junge::N,оьрчӏ,αγόρι
237,Junge::N,бурхьин оьрчӏ,αγόρι
238,Mädchen::N,душ,κοπέλα
239,Mädchen::N,душ,κορίτσι
240,Familie::N,кулпат,οικογένεια
241,Großvater::N,ттатта,παππούς
242,Großvater::N,ниттил ппу,παππούς
243,Großmutter::N,буттал нину,γιαγιά
244,Eltern::N,нину-ппу,γονείς
245,Vater::N,ппу,πατέρας
246,Mutter::N,нину,μητέρα
247,Sohn::N,арс,γιος
248,Tochter::N,душ,κόρη
249,Bruder::N,уссу,αδελφός
250,Schwester::N,ссу,αδελφή
251,Onkel::N,буттауссу,θείος
252,Tante::N,буттал ссу,θεία
253,Ehemann::N,лас,σύζυγος
254,Ehefrau::N,щар,σύζυγος
255,Ehefrau::N,щарсса,σύζυγος
256,Freude::N,шадшиву,χαρά
257,Freude::N,ххаришиву,χαρά
258,Gelächter::N,хъяхъаву,γέλια
259,Glück::N,талихӏ,ευτυχία
260,Kummer::N,дард,έγνοια
261,Wunsch::N,мурад,επιθυμία
262,Lust::N,гьавас,όρεξη
263,Lust::N,ччаву,όρεξη
264,Geist::N,рухӏ,πνέυμα
265,Gedanke::N,пикри,σκέψη
266,Gedächtnis::N,дакӏний личӏаву,μνήμη
267,Verstand::N,аькьлу,νους
268,Sinn::N,мяъна,νόημα
269,Grund::N,багьана,λόγος
270,Wahrheit::N,тӏайламур,αλήθεια
271,Wahrheit::N,хӏакьмур,αλήθεια
272,Gespräch::N,ихтилат,συνομιλία
273,Märchen::N,магьа,παραμύθι
274,Erzählung::N,хавар,διήγημα
275,Nachricht::N,хавар,είδηση
276,Neuigkeit::N,хавар,νέο
277,Name::N,цӏа,όνομα
278,Rätsel::N,ссигьа,αίνιγμα
279,Rede::N,гъалгъа,λόγος
280,Rede::N,гъалгъа,ομιλία
281,Sprache::N,маз,γλώσσα
282,Stimme::N,чӏу,φωνή
283,Stimme::N,чӏукӏа,φωνή
284,Wort::N,махъ,λέξη
285,Zeichen::N,лишан,σημείο
286,Lärm::N,чӏу,θόρυβος
287,Laut::N,чӏу,ήχος
288,Ton::N,чӏу,ήχος
289,Ton::N,чӏу,τόνος
290,Lied::N,балай,τραγούδι
291,Ruhe::N,дигьалагру,ησυχία
292,Leute::N,инсантал,κόσμος
293,Leute::N,инсантал,άνθρωποι
294,Volk::N,ил,λαός
295,Volk::N,халкь,λαός
296,Arbeit::N,заву,εργασία
297,Gast::N,хъамаличу,επισκέπτης
298,Geschenk::N,бухчакарши,δώρο
299,Geschenk::N,лажинккакку,δώρο
300,Spiel::N,тӏуркӏу,παιχνίδι
301,Gesellschaft::N,жямат,κοινωνία
302,Gesellschaft::N,ккуран,κοινωνία
303,Hilfe::N,кумаг,βοήθεια
304,Freund::N,дус,φίλος
305,Kamerad::N,хӏаласу,σύντροφος
306,Angelegenheit::N,иш,υπόθεση
307,Anzahl::N,аьдад,αριθμός
308,Art::N,жинс,είδος
309,Stück::N,касак,κομμάτι
310,Teil::N,бутӏа,μέρος
311,Hälfte::N,дачӏи,μισό
312,Kreis::N,кюрщан,κύκλος
313,Kreuz::N,ххач,σταυρός
314,Linie::N,щва,γραμμή
315,Strich::N,щва,γραμμή
316,Abstand::N,манзил,απόσταση
317,Entfernung::N,манзил,απόσταση
318,Gegend::N,кӏану,περιοχή
319,Gegend::N,кӏану,τοποθεσία
320,Ort::N,кӏану,τόπος
321,Seite::N,чул,πλευρά
322,Seite::N,чулухалу,πλευρά
323,Mitte::N,дя,μέση
324,Gegenstand::N,зат,αντικείμενο
325,Sache::N,зат,πράγμα
326,Rand::N,зума,άκρη
327,Rand::N,зума,χείλος
328,Ecke::N,мурцӏу,γωνιά
329,Spitze::N,мицӏ,μύτη
330,Ende::N,зума,άκρη
331,Loch::N,ккутӏ,τρύπα
332,Winkel::N,мурцӏу,γωνία
333,Muster::N,накьич,σχέδιο
334,Länge::N,лахъишиву,μήκος
335,Höhe::N,лахъшиву,ύψος
336,Gewicht::N,дуццин,βάρος
337,Gewicht::N,кӏушиву,βάρος
338,Haufen::N,бакӏу,σωρός
339,Reihe::N,кьюкьа,αράδα
340,Boot::N,луткка,βάρκα
341,Ruder::N,весло,κουπί
342,Ruder::N,чӏатӏа,κουπί
343,Schlitten::N,чана,έλκηθρο
344,Schlitten::N,санкка,έλκηθρο
345,Ski::N,лижарду,σκι
346,Lagerfeuer::N,къавтӏн,φωτιά
347,Last::N,гьиву,φορτίο
348,Gang::N,нанаву,δρόμος
349,Schritt::N,ша,βήμα
350,Norden::N,ухссав,βορράς
351,Norden::N,ухссавнил чулухалу,βορράς
352,Süden::N,кьилва,νότος
353,Westen::N,баргълагавал,δύση
354,Westen::N,баргълагавал чул,δύση
355,Osten::N,баргъбуккай чулухалу,ανατολή
356,Holz::N,тӏама,ξύλο
357,Brett::N,тахта,σανίδι
358,Platte::N,гъуни,πλάκα
359,Stütze::N,гьалакӏу,στήριγμα
360,Stange::N,къазихъ,ραβδί
361,Stange::N,къазихъ,κοντός
362,Stock::N,ттархь,ξύλο
363,Stock::N,ттархь,μπαστούνι
364,Stab::N,ччантӏакъу,ραβδί
365,Rohr::N,бургъу,σωλήνας
366,Haus::N,къатта,σπίτι
367,Heim::N,къатта,σπίτι
368,Ofen::N,пач,σόμπα
369,Ofen::N,пач,θερμάστρα
370,Fußboden::N,чӏанкъатта,πάτωμα
371,Tisch::N,усттул,τραπέζι
372,Stuhl::N,кӏану,καρέκλα
373,Wiege::N,оьрчӏал кӏану,κούνια
374,Bett::N,тах,κρεβάτι
375,Regal::N,чӏаму,ράφι
376,Kiste::N,яшикӏ,κιβώτιο
377,Kiste::N,къурши,κιβώτιο
378,Fenster::N,чӏавахьулу,παράθυρο
379,Tür::N,нуз,πόρτα
380,Tür::N,нузкьун,πόρτα
381,Tor::N,къапу,πύλη
382,Tor::N,дарваза,πύλη
383,Zaun::N,дайгьузанну,φράχτης
384,Dach::N,магъи,στέγη
385,Dach::N,цӏиялу,στέγη
386,Leiter::N,чуртту,σκάλα
387,Leiter::N,чуртту,κλίμακα
388,Besen::N,чӏатлу,σκούπα
389,Spaten::N,бил,φτυάρι
390,Schaufel::N,чӏатӏа,φτυάρι
391,Gabel::N,гьиссилу,πιρούνι
392,Löffel::N,къуса,κουτάλι
393,Messer::N,чӏила,μαχαίρι
394,Nagel::N,мяр,καρφί
395,Netz::N,къери,δίχτυ
396,Haken::N,къича,γάντζος
397,Haken::N,къича,αγκίστρι
398,Griff::N,куяму,λαβή
399,Schloss::N,кьункьула,κλειδαριά
400,Bild::N,сурат,εικόνα
401,Puppe::N,ссихьу,κούκλα
402,Beutel::N,чантай,πουγγί
403,Bündel::N,гьи,δεμάτι
404,Bündel::N,къар,δεμάτι
405,Eimer::N,бадра,κουβάς
406,Deckel::N,къапаза,καπάκι
407,Geschirr::N,пюрунчӏул,σκεύη
408,Geschirr::N,тӏахӏникӏичӏу,σκεύη
409,Sack::N,къап,σάκος
410,Sack::N,дарваг,σάκος
411,Tasse::N,пижан,φλιτζάνι
412,Tasse::N,пинжан,φλιτζάνι
413,Tasse::N,инкираччатӏи,φλιτζάνι
414,Tasse::N,цинцилттал бушкъап,φλιτζάνι
415,Topf::N,кӏункӏур,χύτρα
416,Kessel::N,чаг,καζάνι
417,Kessel::N,кӏункӏур,καζάνι
418,Essen::N,дукия,φαγητό
419,Essen::N,дукин,φαγητό
420,Nahrung::N,дукра,τροφή
421,Speise::N,дукра,φαγητό
422,Fleisch::N,дикӏ,κρέας
423,Getreide::N,къама,σιτάρι
424,Brei::N,ккурч,χυλός
425,Brot::N,ччатӏ,ψωμί
426,Brot::N,ччатӏ,άρτος
427,Scheibe::N,парча,φέτα
428,Fett::N,аьгъушиву,πάχος
429,Butter::N,нагь,βούτυρο
430,Butter::N,лагаву,βούτυρο
431,Salz::N,цӏву,αλάτι
432,Suppe::N,накь,σούπα
433,Honig::N,ницӏ,μέλι
434,Milch::N,накӏ,γάλα
435,Tee::N,чяй,τσάι
436,Leder::N,бурчу,πετσί
437,Wolle::N,ппал,μαλλί
438,Stoff::N,янна,ύφασμα
439,Nadel::N,ххалаххи,βελόνα
440,Faden::N,ххал,κλωστή
441,Knopf::N,банд,κουμπί
442,Knoten::N,къурхъ,κόμπος
443,Farbe::N,сир,μπογιά
444,Kleidung::N,янна,ρούχα
445,Kleidung::N,янна,ενδυμασία
446,Kleidung::N,лаххия,ρούχα
447,Kleidung::N,лаххия,ενδυμασία
448,Hemd::N,гьухъа,πουκάμισο
449,Kragen::N,дарвач,κολάρο
450,Ärmel::N,кахха,μανίκι
451,Hose::N,хӏажак,πανταλόνι
452,Gürtel::N,мухӏлу,ζώνη
453,Mütze::N,кьяпа,σκούφος
454,Stiefel::N,чакма,μπότα
455,Ring::N,кӏисса,δαχτυλίδι
456,Band::N,линт,κορδέλα
457,Kamm::N,ттарал,χτένα
458,Spiegel::N,дагьани,καθρέφτης
459,Riemen::N,эн,λουρί
460,Schnur::N,хьхьа,κορδόνι
461,Decke::N,виргъан,κουβέρτα
462,Kissen::N,кӏаралу,μαξιλάρι
463,Tuch::N,карщи,πανί
464,Tuch::N,карщи,μαντήλι
465,Handtuch::N,калихьу,πετσέτα
466,Handtuch::N,лажинлихьу,πετσέτα
467,Kraft::N,эллаж,δύναμη
468,Stärke::N,гуж,ισχύς
469,Stärke::N,гуж,δύναμη
470,Gesundheit::N,цӏуллу-сагъшиву,υγεία
471,Krankheit::N,къашайшиву,αρρώστια
472,Schmerz::N,къюву,πόνος
473,Wunde::N,щаву,πληγή
474,Fieber::N,кӏиришиву,πυρετός
475,Arznei::N,дару,φάρμακο
476,Brücke::N,ламу,γέφυρα
477,Brunnen::N,къуй,πηγάδι
478,Weide::N,бизантту,βοσκή
479,Pfad::N,жегъир ххуллу,μονοπάτι
480,Weg::N,ххуллу,δρόμος
481,Straße::N,ххуллу,οδός
482,Straße::N,ххуллу,δρόμος
483,Dorf::N,щар,χωριό
484,Dorf::N,шяравалу,χωριό
485,Stadt::N,шагьру,πόλη
486,Brief::N,чагъар,γράμμα
487,Brief::N,чагъар,επιστολή
488,Buch::N,лу,βιβλίο
489,Buchstabe::N,хӏарп,γράμμα
490,Zeitung::N,кказит,εφημερίδα
491,Leben::N,оьрму,ζωή
492,Leben::N,оьрму,βίος
493,Tod::N,ажал,θάνατος
494,Tod::N,бивкӏу,θάνατος
495,Tod::N,ивчӏаву,θάνατος
496,Grab::N,гьав,τάφος
497,Kirche::N,килиса,εκκλησία
498,Sünde::N,бунагъ,αμαρτία
499,Gott::N,зал,θεός
500,Arbeiter::N,зузала,εργάτης
501,Chef::N,ялувма,προϊστάμενος
502,Meister::N,усттар,μάστορας
503,Meister::N,усттар,αρχιτεχνίτης
504,Arzt::N,хӏакин,γιατρός
505,Lehrer::N,учитель,δάσκαλος
506,Geld::N,арцу,λεφτά
507,Geld::N,арцу,χρήματα
508,Geschäft::N,даву,συναλλαγή
509,Laden::N,ттучан,μαγαζί
510,Laden::N,ттучан,κατάστημα
511,Preis::N,багъа,τιμή
512,Ware::N,хъус,εμπόρευμα
513,Nutzen::N,хайр,όφελος
514,Nutzen::N,мюнпат,όφελος
515,Reichtum::N,давлат,πλούτος
516,Reichtum::N,аваданшиву,πλούτος
517,Welt::N,дуниял,κόσμος
518,Land::N,билаят,χώρα
519,Staat::N,паччахӏлугъ,κράτος
520,Staat::N,паччахӏлугъ,πολιτεία
521,Macht::N,власть,εξουσία
522,Grenze::N,дазу,σύνορα
523,Krieg::N,дяъви,πόλεμος
524,Feind::N,душман,εχθρός
525,Gewalt::N,къия,βία
526,Kampf::N,лачӏуи уккаву,αγώνας
527,Bogen[Waffe]::N,ккуртта,τόξο
528,Pfeil::N,чӏатӏаракӏ,σαΐτα
529,Gewehr::N,ттупанг,τουφέκι
530,Fehler::N,гъалатӏ,λάθος
531,Fehler::N,гъалатӏ,σφάλμα
532,Lüge::N,щялмахъ,ψέμα
533,Lüge::N,щялмахъ,ψεύδος
534,Schaden::N,зарал,ζημία
535,Unglück::N,бала,δυστυχία
536,Schuld::N,тахсир,ενοχή
537,Schuld::N,тахсир,φταίξιμο
538,Alter::N,оьрму,ηλικία
539,Schluss::N,ахир,τέλος
540,Zeit::N,чӏун,χρόνος
541,Tag::N,кьини,μέρα
542,Tag::N,кьини,ημέρα
543,Morgen::N,кӏюрх,πρωί
544,Mittag::N,ахттайн,μεσημέρι
545,Mittag::N,дяахттайн,μεσημέρι
546,Mittag::N,ахттайн чӏун,μεσημέρι
547,Abend::N,маркӏачӏан,βράδυ
548,Nacht::N,хьхьу,νύχτα
549,Woche::N,нюжмар,εβδομάδα
550,Monat::N,барз,μήνας
551,Jahr::N,шин,έτος
552,Jahr::N,шин,χρόνος
553,Frühling::N,инт,άνοιξη
554,Sommer::N,гъи,καλοκαίρι
555,Herbst::N,ссут,φθινόπωρο
556,Winter::N,кӏи,χειμώνας
557,Januar::N,цалчинмур барз,Ιανουάριος
558,Februar::N,кӏилчинмур барз,Φεβρουάριος
559,März::N,шамилчинмур барз,Μάρτιος
560,April::N,апрель,Απρίλιος
561,April::N,мукьилчинмур барз,Απρίλιος
562,Mai::N,май,Μάιος
563,Mai::N,ххюлчинмур барз,Μάιος
564,Juni::N,июнь,Ιούνιος
565,Juni::N,ряххилчинмур барз,Ιούνιος
566,Juli::N,июль,Ιούλιος
567,Juli::N,Арулчинмур барз,Ιούλιος
568,August::N,мяйлчинмур барз,Αύγουστος
569,September::N,урчӏилчинмур барз,Σεπτέμβριος
570,Oktober::N,ацӏилчинмур барз,Οκτώβριος
571,November::N,ацӏния цалчинмур барз,Νοέμβριος
572,Dezember::N,ацӏния кӏилчинмур барз,Δεκέμβριος
573,Montag::N,итин,Δευτέρα
574,Montag::N,итин кьини,Δευτέρα
575,Dienstag::N,тталат,Τρίτη
576,Dienstag::N,тталат кьини,Τρίτη
577,Mittwoch::N,арвахӏ,Τετάρτη
578,Donnerstag::N,хамис,Πέμπτη
579,Freitag::N,нюжмар,Παρασκευή
580,Freitag::N,нюжмар кьини,Παρασκευή
581,Samstag::N,ххуллун,Σάββατο
582,Samstag::N,ххуллун кьини,Σάββατο
583,Sonntag::N,алхӏат,Κυριακή
584,Sonntag::N,алхӏат кьини,Κυριακή
585,groß::A,бугъарасса,μεγάλος
586,klein::A,чӏивисса,μικρός
587,lang::A,лахъисса,μακρύς
588,kurz::A,кутӏасса,κοντός
589,breit::A,уттасса,φαρδύς
590,schmal::A,уттакӏюласса,στενός
591,dicht::A,ццунсса,πυκνός
592,dick[Gegenstand]::A,ганзсса,παχύς
593,dick[Gegenstand]::A,ганзсса,χοντρός
594,dünn::A,кӏюласса,ψιλός
595,dünn::A,кӏюласса,λεπτός
596,fest::A,цӏакьсса,στερεός
597,fest::A,кьянкьасса,στερεός
598,flach::A,баягъисса,επίπεδος
599,flach::A,цӏубакъасса,επίπεδος
600,flach::A,куртӏ дакъасса,επίπεδος
601,glatt::A,дюрчӏусса,λείος
602,glatt::A,дюрчӏусса,ομαλός
603,hart::A,кьянкьасса,σκληρός
604,weich::A,кӏукӏлусса,μαλακός
605,rund::A,ккурккисса,στρογγυλός
606,spitz::A,ярксса,μυτερός
607,spitz::A,дайлсса,μυτερός
608,spitz::A,мицӏ бусса,μυτερός
609,scharf::A,ярксса,κοφτερός
610,scharf::A,дайлсса,κοφτερός
611,scharf::A,мицӏ бусса,κοφτερός
612,stumpf::A,къуркъасса,αμβλύς
613,schwer::A,кӏусса,βαρύς
614,schön::A,аьнтӏикӏасса,ωραίος
615,schön::A,аьнтӏикӏасса,όμορφος
616,heiß::A,кӏирисса,ζεστός
617,warm::A,гъелисса,θερμός
618,kalt::A,дяркъусса,κρύος
619,kalt::A,дяркъусса,ψυχρός
620,kühl::A,дюхлулсса,δροσερός
621,frisch::A,цӏусса,νωπός
622,frisch::A,цӏусса,φρέσκος
623,feucht::A,атилсса,υγρός
624,feucht::A,хъавтусса,υγρός
625,nass::A,атилсса,βρεγμένος
626,nass::A,хъавтусса,βρεγμένος
627,trocken::A,кьавкьсса,ξηρός
628,trocken::A,кьавкьсса,στεγνός
629,trocken::A,кьакьан бувсса,ξηρός
630,trocken::A,кьакьан бувсса,στεγνός
631,voll::A,бувцӏусса,γεμάτος
632,leer::A,бачӏвасса,άδειος
633,offen::A,тӏивтӏусса,ανοιχτός
634,geschlossen::A,лавкьусса,κλειστός
635,sauber::A,марцӏсса,καθαρός
636,schmutzig::A,чапалсса,βρώμικος
637,schmutzig::A,чапалсса,λερωμένος
638,roh::A,шакъавхьсса,ωμός
639,reif::A,дирсса,ώριμος
640,lecker::A,нахӏусса,νόστιμος
641,lecker::A,тӏааьнсса,νόστιμος
642,süß::A,нацӏусса,γλυκός
643,bitter::A,кьурчӏисса,πικρός
644,sauer::A,туршсса,ξινός
645,hell::A,чаннасса,φωτεινός
646,dunkel::A,цӏансса,σκοτεινός
647,schwarz::A,лухӏисса,μαύρος
648,schwarz::A,лухӏисса,μελανός
649,weiß::A,кӏяласса,άσπρος
650,rot::A,ятӏулсса,κόκκινος
651,gelb::A,хъахъисса,κίτρινος
652,blau::A,някӏсса,μπλε
653,blau::A,някӏсса,γαλανός
654,grün::A,щюлисса,πράσινος
655,grau::A,оьрусса,γκρίζος
656,bunt::A,оьрчӏикӏурисса,ποικιλόχρωπος
657,billig::A,кьювкьусса,φτηνός
658,teuer::A,ххирасса,ακριβός
659,wertvoll::A,багьасса,πολύτιμος
660,blind::A,мурчӏисса,τυφλός
661,taub::A,къюкӏсса,κουφός
662,kräftig::A,гужсса,δυνατός
663,stark::A,кьянкьасса,γερός
664,schwach::A,заэвсса,αδύνατος
665,fett::A,бучсса,παχύς
666,schlank::A,бювхъусса,λεπτός
667,schlank::A,бювхъусса,λυγερός
668,hübsch::A,янусса,όμορφος
669,hübsch::A,янусса,χαριτωμένος
670,böse::A,оьсса,κακός
671,dumm::A,ахӏмакьсса,κουτός
672,dumm::A,ахӏмакьсса,ανόητος
673,faul::A,танмалсса,τεμπέλης
674,faul::A,курчӏилсса,τεμπέλης
