,Concept_ID,ga,ab
111,Sumpf::N,portach,аӡмах
112,Moor::N,caorán,
113,Moor::N,móinteán,
114,Wiese::N,cluain,адəы
115,Wiese::N,móinéar,адəы
116,Wald::N,coill,абна
117,Wald::N,foraois,абна
118,Hügel::N,ard,ахəы
119,Anhöhe::N,ard,аҳаракыра
120,Anhöhe::N,ardán,аҳаракыра
121,Berg::N,sliabh,ашьха
122,Gipfel::N,barr,ацəқəа
123,Gipfel::N,mullach,ацəқəа
124,Höhle::N,uaimh,аҳаҧы
125,Höhle::N,pluais,аҳаҧы
126,Abhang::N,fána,анаара
127,Quelle::N,foinse,аҵҵырҭа
128,Bach::N,sruthán,акəараҷҷа
129,Fluss::N,abhainn,аӡиас
130,Ufer::N,bruach,ахықə
131,Küste::N,cósta,ахықə
132,Küste::N,cladach,ахықə
133,Festland::N,míntír,абарра
134,Meer::N,muir,амшын
135,Meer::N,farraige,амшын
136,Bucht::N,bá,аӡбжьахала
137,Bucht::N,cuan,аӡбжьахала
138,Insel::N,inis,адгьылбжьаха
139,Insel::N,oileán,адгьылбжьаха
140,Blume::N,bláth,ашəҭ
141,Gras::N,féar,аҳасакьын
142,Wurzel::N,rúta,адац
143,Wurzel::N,fréamh,адац
144,Baum::N,crann,аҵла
145,Stamm::N,stoc,ашьапы
146,Stamm::N,tamhan,ашьапы
147,Rinde::N,coirt,ацəа
148,Rinde::N,craiceann,ацəа
149,Ast::N,géag,амахə
150,Ast::N,géag,амахəҭа
151,Zweig::N,géag,амахə
152,Zweig::N,géag,амахəҭа
153,Zweig::N,craobh,амахə
154,Zweig::N,craobh,амахəҭа
155,Blatt::N,duille,абҕьы
156,Blatt::N,duilleog,абҕьы
157,Birke::N,beith,аҵааҵла
158,Birke::N,crann beithe,аҵааҵла
159,Kiefer[Baum]::N,péine,амза
160,Weide[Baum]::N,saileach,аҧслыш
161,Tanne::N,giúis,аҧсаӡ
162,Horn::N,adharc,атəыҩа
163,Feder::N,cleite,ахӡы
164,Fell::N,clúmh,ацəа
165,Flügel::N,eite,амҵəыжəа
166,Flügel::N,sciathán,амҵəыжəа
167,Klaue::N,crúb,ашьапхыц
168,Klaue::N,crobh,ашьапхыц
169,Kralle::N,crobh,
170,Schwanz::N,eireaball,аҵыхəа
171,Ei::N,ubh,акəтаӷь
172,Nest::N,nead,аҭра
173,Nest::N,nead,аҵысҭра
174,Bau::N,brocais,аҭыҩра
175,Tier::N,ainmhí,аҧстəы
176,Tier::N,ainmhí,агыгшəыг
177,Tier::N,beithíoch,аҧстəы
178,Tier::N,beithíoch,агыгшəыг
179,Herde::N,tréad,агəарҭа
180,Kuh::N,bó,ажə
181,Bulle::N,tarbh,ацə
182,Pferd::N,each,аҽы
183,Pferd::N,capall,аҽы
184,Schaf::N,caora,ауаса
185,Schwein::N,muc,аҳəа
186,Hund::N,madra,ала
187,Katze::N,cat,ацгəы
188,Bär::N,béar,амшə
189,Eichhörnchen::N,iora,аеш
190,Elch::N,eilc,аҽаҩа
191,Fuchs::N,sionnach,абгахəыҷы
192,Fuchs::N,madra rua,абгахəыҷы
193,Hase::N,giorria,ажьа
194,Maus::N,luch,аҳəынаҧ
195,Wolf::N,mac tíre,абгаду
196,Vogel::N,éan,аҧсаатə
197,Schwarm::N,saithe,
198,Huhn::N,cearc,акəты
199,Hahn::N,coileach,арбаҕь
200,Gans::N,gé,аҟыз
201,Adler::N,iolar,ауарба
202,Ente::N,lacha,акəата
203,Eule::N,ulchabhán,аты
204,Kranich::N,grús,апҟа
205,Krähe::N,caróg,аҟəараан
206,Krähe::N,préachán,аҟəараан
207,Kuckuck::N,cuach,акəыкəу
208,Schwan::N,eala,агьад
209,Fisch::N,iasc,аҧсыӡ
210,Barsch::N,péirse,ацəыбла
211,Hecht::N,liús,ахиаала
212,Schlange[Tier]::N,nathair,амаҭ
213,Wurm::N,péist,ахəа
214,Wurm::N,péist,ахəац
215,Spinne::N,damhán alla,абызкаҭаҳа
216,Ameise::N,seangán,ашышкамс
217,Laus::N,míol,аҵа
218,Mücke::N,muiscít,акəыбры
219,Mücke::N,corrmhíol,акəыбры
220,Fliege::N,cuil,амҵ
221,Fliege::N,cuileog,амҵ
222,Schmetterling::N,féileacán,аҧарҧалыкь
223,Beere::N,caor,аргуц
224,Apfel::N,úll,аҵəа
225,Pilz::N,beacán,акəкəбаа
226,Pilz::N,muisiriún,акəкəбаа
227,Zwiebel::N,oinniún,аџьымшьы
228,Zwiebel::N,oinniún,аџьымшьхы
229,Saat::N,síol,ажəла
230,Korn::N,gráinne,арыц
231,Heu::N,féar,аҭəа
232,Schale::N,scaimh,ацəа
233,Grube::N,poll,ажра
234,Grube::N,poll,атыша
235,Falle::N,gaiste,арыҧҟьа
236,Schlinge::N,sealán,аҟəараҟəантə
237,Spur::N,rian,ашьҭа
238,Asche::N,luaith,ахəа
239,Dreck::N,salachar,аҳəынҵəа
240,Dreck::N,salachar,аҟьамсар
241,Eisen::N,iarann,аиха
242,Gold::N,ór,ахьы
243,Silber::N,airgead,аразны
244,Kohle::N,gual,арацəа
245,Glas::N,gloine,асаркьа
246,Lehm::N,cré,анышəаҧшь
247,Sand::N,gaineamh,аҧслымӡ
248,Mensch::N,duine,ауаҩы
249,Mann::N,fear,ахаҵа
250,Frau::N,bean,аҧҳəыс
251,Kind::N,gasúr,ахəыҷы
252,Kind::N,páiste,ахəыҷы
253,Junge::N,buachaill,аҷкəын
254,Junge::N,buachaill,ахаҵарҧыс
255,Mädchen::N,cailín,аӡӷаб
256,Familie::N,teaghlach,аҭаацəа
257,Familie::N,comhluadar,аҭаацəа
258,Großvater::N,seanathair,абду
259,Großmutter::N,seanmháthair,анду
260,Eltern::N,tuismitheoirí,ани аби
261,Vater::N,athair,аб
262,Mutter::N,máthair,ан
263,Sohn::N,mac,аҧа
264,Tochter::N,iníon,аҧҳа
265,Bruder::N,deartháir,аиашьа
266,Schwester::N,deirfiúr,Аҳəшьа
267,Onkel::N,uncail,абиашьа
268,Onkel::N,uncail,аншьа
269,Tante::N,aintín,абиаҳəшьа
270,Ehemann::N,fear céile,ахаҵа
271,Ehemann::N,fear céile,аҧшəма
272,Ehefrau::N,bean chéile,аҧҳəыс
273,Freude::N,áthas,агəырӷьара
274,Gelächter::N,gáire,ачча
275,Gelächter::N,gáire,аччара
276,Glück::N,séan,аразҟы
277,Glück::N,sonas,аразҟы
278,Kummer::N,brón,агəырҩа
279,Kummer::N,buairt,агəырҩа
280,Wunsch::N,guí,агəхəтəы
281,Wunsch::N,guí,аҭахра
282,Wunsch::N,achainí,агəхəтəы
283,Wunsch::N,achainí,аҭахра
284,Lust::N,fonn,агəазыҳəара
285,Geist::N,meon,аҧсы
286,Geist::N,spiorad,аҧсы
287,Gedanke::N,smaoineamh,ахəыцырҭа
288,Gedächtnis::N,cuimhne,агəынкылара
289,Verstand::N,ciall,ахшыҩ
290,Verstand::N,intinn,ахшыҩ
291,Sinn::N,brí,аҵакы
292,Sinn::N,ciall,аҵакы
293,Grund::N,fáth,амзыз
294,Wahrheit::N,fírinne,аиаша
295,Gespräch::N,comhrá,аиҿцәажәара
296,Märchen::N,scéal,алакə
297,Erzählung::N,scéal,ажәабжь
298,Nachricht::N,teachtaireacht,адырраҭара
299,Neuigkeit::N,scéala,ажәабжь ҿыц
300,Name::N,ainm,ахьӡ
301,Rätsel::N,tomhas,ацуфара
302,Rede::N,óráid,ажәа
303,Rede::N,aitheasc,ажәа
304,Sprache::N,teanga,абызшəа
305,Stimme::N,guth,абжьы
306,Wort::N,focal,ажәа
307,Zeichen::N,comhartha,адырга
308,Ruf::N,glaoch,аҿҭы
309,Lärm::N,torann,ашьҭыбжь
310,Laut::N,fuaim,ашьҭыбжь
311,Ton::N,ton,атон
312,Lied::N,amhrán,ашəа
313,Ruhe::N,suaimhneas,аҭынчра
314,Leute::N,muintir,ауаа
315,Volk::N,pobal,ажəлар
316,Arbeit::N,obair,аусура
317,Gast::N,aoi,асас
318,Geschenk::N,féirín,аҳамҭа
319,Geschenk::N,féirín,аҿанҵа
320,Geschenk::N,bronntanas,аҳамҭа
321,Geschenk::N,bronntanas,аҿанҵа
322,Spiel::N,cluiche,ахəмарра
323,Gesellschaft::N,comhluadar,агəыҧ
324,Hilfe::N,cúnamh,ацхыраара
325,Hilfe::N,cabhair,ацхыраара
326,Freund::N,cara,аҩыза
327,Kamerad::N,comrádaí,Аҧхнагьла
328,Angelegenheit::N,ábhar,аус
329,Anzahl::N,líon,ахыҧхьаӡара
330,Art::N,sórt,ахкы
331,Art::N,saghas,ахкы
332,Stück::N,píosa,аҽыҭ
333,Teil::N,cuid,ахəҭа
334,Teil::N,páirt,ахəҭа
335,Hälfte::N,leath,абжа
336,Kreis::N,ciorcal,агьагьа
337,Kreuz::N,cros,аџьар
338,Linie::N,líne,аицтәар
339,Strich::N,stríoc,ацəаҳəа
340,Abstand::N,achar,абжьара
341,Entfernung::N,fad,абжьара
342,Gegend::N,ceantar,аҭыҧ
343,Platz::N,áit,аҭыҧ
344,Platz::N,spás,аҭыҧ
345,Ort::N,áit,аҭыҧ
346,Seite::N,taobh,аган
347,Mitte::N,lár,агəҭа
348,Gegenstand::N,ball,амаҭəар
349,Gegenstand::N,ábhar,амаҭəар
350,Sache::N,ní,
351,Sache::N,rud,
352,Rand::N,imeall,аҵкар
353,Rand::N,ciumhais,аҵкар
354,Kante::N,corr,авардым
355,Kante::N,colbha,авардым
356,Ecke::N,coirnéal,акəакь
357,Spitze::N,gob,аҧынҵа
358,Spitze::N,barr,аҧынҵа
359,Ende::N,ceann,анаӡара
360,Ende::N,foirceann,анаӡара
361,Loch::N,poll,акылҵəара
362,Winkel::N,cúinne,агҿаҩра
363,Winkel::N,cúinne,акəындхə
364,Winkel::N,cúinne,акəакь
365,Winkel::N,uillinn,агҿаҩра
366,Winkel::N,uillinn,акəындхə
367,Winkel::N,uillinn,акəакь
368,Muster::N,patrún,аҟҟа
369,Größe::N,méid,изаҟароу
370,Größe::N,toise,изаҟароу
371,Länge::N,fad,аура
372,Höhe::N,airde,агылара
373,Gewicht::N,meáchan,акапан
374,Menge::N,méid,
375,Haufen::N,cnap,ачаҟəа
376,Reihe::N,líne,ацəаҳəа
377,Reihe::N,sraith,ацəаҳəа
378,Boot::N,bád,анышь
379,Ruder::N,rámh,ажəҩа
380,Ruder::N,maide rámha,ажəҩа
381,Schlitten::N,carr sleamhnáin,ашəаҩауардын
382,Ski::N,scí,ашəаҩа
383,Ski::N,scí,ашьахаха
384,Lagerfeuer::N,tine champa,еиқуу амца
385,Last::N,ualach,ахьанҭара
386,Gang::N,siúlóid,аныҟəара
387,Schritt::N,céim,ашьаҿа
388,Schritt::N,coiscéim,ашьаҿа
389,Norden::N,tuaisceart,аҩада
390,Süden::N,deisceart,алада
391,Westen::N,iarthar,амраҭашəара
392,Osten::N,oirthear,амрагылара
393,Holz::N,adhmad,амҿымаҭəахə
394,Brett::N,clár,аӷəы
395,Platte::N,leac,ахаҳәцәы
396,Stütze::N,taca,аҵаргəа
397,Stütze::N,taca,агəышьаҟа
398,Stange::N,polla,акьат
399,Stange::N,cuaille,акьат
400,Stock::N,bata,алаба
401,Stock::N,maide,алаба
402,Stab::N,maide,акьат
403,Stab::N,bachall,акьат
404,Rohr::N,píopa,абыкь
405,Haus::N,teach,аҩны
406,Heim::N,baile,аҭаацəа
407,Ofen::N,sornóg,аҳақə
408,Ofen::N,sornóg,ауаџьаҟ
409,Ofen::N,sornóg,афрына
410,Fußboden::N,urlár,адашьма
411,Tisch::N,bord,аишәа
412,Tisch::N,tábla,аишәа
413,Stuhl::N,cathaoir,аҟəардə
414,Wiege::N,cliabhán,агара
415,Bett::N,leaba,акаруаҭ
416,Regal::N,seilf,акыӷəра
417,Kiste::N,bosca,аидчаҧала
418,Fenster::N,fuinneoig,аҧенџьыр
419,Tür::N,doras,ашə
420,Tor::N,geata,агəашə
421,Zaun::N,fál,аанда
422,Zaun::N,claí,аанда
423,Dach::N,díon,ахыб
424,Leiter::N,dréimire,амардуан
425,Besen::N,scuab,аҧссага
426,Spaten::N,spád,ажыга
427,Spaten::N,rámhainn,ажыга
428,Schaufel::N,sluasaid,аҭəарӷəы
429,Gabel::N,forc,ачқьыҧ
430,Gabel::N,gabhlóg,ачқьыҧ
431,Löffel::N,spúnóg,амҳаҵə
432,Messer::N,scian,аҳəызба
433,Nagel::N,tairne,аҵəымӷ
434,Netz::N,líon,акаҭа
435,Netz::N,eangach,акаҭа
436,Haken::N,croch,аҵəаҳə
437,Griff::N,cos,амаа
438,Griff::N,hanla,амаа
439,Schloss::N,glas,асаҧаҭ
440,Bild::N,pictiúr,асахьа
441,Figur::N,fíor,афигура
442,Puppe::N,bábóg,акьанџьа
443,Beutel::N,mála,асакь
444,Beutel::N,mealbhóg,асакь
445,Bündel::N,beart,аҿаҳəара
446,Tasche::N,mála,арҭмаҟ
447,Eimer::N,buicéad,аведра
448,Deckel::N,clár,ахҩа
449,Deckel::N,claibín,ахҩа
450,Geschirr::N,soithí,ачысмаҭəа
451,Geschirr::N,gréithe,ачысмаҭəа
452,Sack::N,sac,асакь
453,Sack::N,mála,асакь
454,Tasse::N,cupán,аҵəца
455,Topf::N,pota,акаструлиа
456,Kessel::N,citeal,ачуан
457,Essen::N,béile,
458,Nahrung::N,bia,афатə
459,Speise::N,mias,афатə
460,Fleisch::N,feoil,акəац
461,Getreide::N,grán,ачакуа
462,Getreide::N,arbhar,ачакуа
463,Brei::N,brúitín,ақашь
464,Brot::N,arán,ача
465,Scheibe::N,píosa,аҽыҭ
466,Scheibe::N,píosa,аҿаҵа
467,Scheibe::N,slisne,аҽыҭ
468,Scheibe::N,slisne,аҿаҵа
469,Fett::N,saill,ашша
470,Fett::N,méathras,ашша
471,Butter::N,im,ахəша
472,Öl::N,ola,азеҭ
473,Salz::N,salann,аџьыка
474,Suppe::N,sú,асуҧ
475,Suppe::N,anraith,асуҧ
476,Honig::N,mil,ацха
477,Milch::N,bainne,ахш
478,Tee::N,tae,ачаи
479,Leder::N,leathar,ацəа
480,Wolle::N,olann,аласа
481,Stoff::N,éadach,Аба
482,Nadel::N,snáthaid,агəыр
483,Faden::N,snáth,арахəыц
484,Knopf::N,cnaipe,аҳəынҵəра
485,Knoten::N,snaidhm,аиқəҳəала
486,Farbe::N,péint,ашəыга
487,Kleidung::N,éadaí,амаҭəа
488,Hemd::N,léine,акьаҿ
489,Kragen::N,bóna,ахəда
490,Ärmel::N,muinchille,амаӷра
491,Hose::N,bríste,аиқəа
492,Hose::N,treabhsar,аиқəа
493,Gürtel::N,crios,амаҟа
494,Mütze::N,caipín,ахылҧа
495,Schuh::N,bróg,аимаа
496,Stiefel::N,buatais,амагə
497,Ring::N,fáinne,амацəаз
498,Band::N,ribín,алента
499,Kamm::N,cíor,ахҳəа
500,Spiegel::N,scáthán,асаркьа
501,Riemen::N,iall,аа
502,Riemen::N,strapa,аа
503,Schnur::N,téad,ашаха
504,Schnur::N,sreangán,ашаха
505,Leine::N,iall,аҕура
506,Decke::N,pluid,ахыза
507,Decke::N,blaincéad,ахыза
508,Kissen::N,piliúr,ахчы
509,Kissen::N,adhartán,ахчы
510,Tuch::N,scaif,акасы
511,Handtuch::N,tuáille,ампахьшьы
512,Kraft::N,fórsa,амч
513,Stärke::N,neart,амч
514,Gesundheit::N,sláinte,агəабзиара
515,Krankheit::N,tinneas,ачымазара
516,Krankheit::N,breoiteacht,ачымазара
517,Schmerz::N,pian,ахьаа
518,Wunde::N,goin,ахəра
519,Fieber::N,fiabhras,ашоура
520,Arznei::N,cógas,ахəшə
521,Brücke::N,droichead,ацҳа
522,Brunnen::N,tobar,аҵыџь
523,Weide::N,féarach,аҳəырҭа
524,Pfad::N,cosán,амхəасҭа
525,Pfad::N,conair,амхəасҭа
526,Weg::N,slí,амҩа
527,Weg::N,bealach,амҩа
528,Straße::N,bóthar,амҩа
529,Dorf::N,sráidbhaile,ақыҭа
530,Stadt::N,baile,ақалақь
531,Stadt::N,cathair,ақалақь
532,Brief::N,litir,ашəҟəы
533,Buch::N,cín,ашəҟəы
534,Buch::N,leabhar,ашəҟəы
535,Buchstabe::N,litir,анбан
536,Zeitung::N,nuachtán,агазеҭ
537,Leben::N,saol,аҧсҭазаара
538,Leben::N,beatha,аҧсҭазаара
539,Tod::N,bás,аҧсра
540,Grab::N,uaigh,анышəынҭра
541,Kirche::N,eaglais,ауахəама
542,Sünde::N,peaca,агəнаҳа
543,Gott::N,dia,анцəа
544,Arbeiter::N,oibrí,аусуҩ
545,Chef::N,saoiste,Аиҳабы
546,Chef::N,ceannasaí,Аиҳабы
547,Meister::N,máistir,аҟаза
548,Arzt::N,lia,аҳақьым
549,Arzt::N,dochtúir,аҳақьым
550,Lehrer::N,oide,арҵаҩы
551,Lehrer::N,múinteoir,арҵаҩы
552,Geld::N,airgead,аҧара
553,Geschäft::N,gnó,
554,Laden::N,siopa,амагазин
555,Preis::N,praghas,ахə
556,Ware::N,earra,атауар
557,Nutzen::N,tairbhe,ақьар
558,Reichtum::N,rachmas,абеиара
559,Reichtum::N,saibhreas,абеиара
560,Welt::N,domhan,адунеи
561,Land::N,tír,атəыла
562,Staat::N,stát,аҳəынҭқарра
563,König::N,rí,акрал
564,Macht::N,cumhacht,амчра
565,Grenze::N,críoch,аҳəаа
566,Grenze::N,teorainn,аҳəаа
567,Krieg::N,cogadh,аибашьра
568,Feind::N,namhaid,Аҕа
569,Gewalt::N,foréigean,ақəымчра
570,Kampf::N,troid,ақəҧара
571,Bogen[Waffe]::N,bogha,ахыц
572,Pfeil::N,saighead,ахəымпал
573,Gewehr::N,gunna,ашəақь
574,Fehler::N,botún,агха
575,Fehler::N,meancóg,агха
576,Lüge::N,bréag,амц
577,Lüge::N,éitheach,амц
578,Schaden::N,dochar,аҧырхага
579,Schaden::N,damáiste,аҧырхага
580,Unglück::N,drochrath,арыцҳара
581,Schuld::N,locht,ахара
582,Schuld::N,milleán,ахара
583,Alter::N,aois,ақəра
584,Schluss::N,deireadh,анҵəамҭа
585,Zeit::N,am,аамта
586,Zeit::N,aimsir,аамта
587,Tag::N,lá,амш
588,Morgen::N,maidin,ашара
589,Morgen::N,maidin,ашьыбжь
590,Mittag::N,nóin,шьыбжьон
591,Abend::N,tráthnóna,ахəылҧаз
592,Abend::N,tráthnóna,ахəлбыҽха
593,Nacht::N,oíche,аҵх
594,Woche::N,seachtain,амчыбжь
595,Monat::N,mí,
596,Jahr::N,bliain,
597,Frühling::N,earrach,ааҕын
598,Sommer::N,samhradh,аҧхын
599,Herbst::N,fómhar,ҭагалан
600,Herbst::N,fómhar,хкаарачан
601,Winter::N,geimhreadh,аӡын
602,Januar::N,Eanáir,ианвар
603,Februar::N,Feabhra,февраль
604,März::N,Márta,март
605,April::N,Aibreán,апрель
606,Mai::N,Bealtaine,маи
607,Juni::N,Meitheamh,иуун
608,Juli::N,Iúil,иууль
609,August::N,Lúnasa,август
610,September::N,Meán Fómhair,сентиабр
611,Oktober::N,Deireadh Fómhair,октиабр
612,November::N,Samhain,ноиабр
613,November::N,Mí na Samhna,ноиабр
614,Dezember::N,Mí na Nollag,декабр
615,Montag::N,Luan,ашəахьа
616,Montag::N,Dé Luain,ашəахьа
617,Dienstag::N,Máirt,аҩаша
618,Dienstag::N,Dé Máirt,аҩаша
619,Mittwoch::N,Céadaoin,ахаша
620,Mittwoch::N,Dé Céadaoin,ахаша
621,Donnerstag::N,Déardaoin,аҧшьаша
622,Freitag::N,Aoine,ахəаша
623,Freitag::N,Dé hAoine,ахəаша
624,Samstag::N,Satharn,асабша
625,Samstag::N,Dé Sathairn,асабша
626,Sonntag::N,Domhnach,амҽыша
627,Sonntag::N,Dé Domhnaigh,амҽыша
628,groß::A,mór,аду
629,klein::A,beag,амаҷ
630,lang::A,fada,ахəхəа
631,kurz::A,gearr,акьаҿ
632,kurz::A,gairid,акьаҿ
633,breit::A,leathan,аиужь
634,breit::A,leathan,аиҵых
635,breit::A,fairsing,аиужь
636,breit::A,fairsing,аиҵых
637,schmal::A,cúng,аҭшəа
638,dicht::A,dlúth,аилач
639,dick[Gegenstand]::A,tiubh,ажəпа
640,dünn::A,caol,
641,dünn::A,tanaí,
642,fein::A,scáinte,апа
643,fein::A,scáinte,аҵаӷа
644,fein::A,scáinte,аӡа
645,fein::A,fíneálta,апа
646,fein::A,fíneálta,аҵаӷа
647,fein::A,fíneálta,аӡа
648,fest::A,daingean,аҟаца
649,fest::A,daingean,аӷəӷəаҟаца
650,flach::A,cothrom,ақəаҟьа
651,flach::A,cothrom,аҧаҟьа
652,glatt::A,mín,аимаҩзы
653,glatt::A,sleamhain,аимаҩзы
654,hart::A,crua,акьакьа
655,weich::A,bog,атата
656,rund::A,cruinn,акəмпыл
657,spitz::A,gobach,аҵар
658,spitz::A,biorach,аҵар
659,scharf::A,géar,аҵар
660,scharf::A,faobhrach,аҵар
661,stumpf::A,maol,ацагə
662,schwer::A,trom,ахьанҭа
663,schön::A,álainn,аҧшӡа
664,heiß::A,te,ашы
665,warm::A,te,аҧха
666,kalt::A,fuar,ахьшəашəа
667,kühl::A,fionnuar,ахьшəашəа
668,kühl::A,fionnuar,ицәыхьшәашәоу
669,frisch::A,úr,цқьа
670,frisch::A,friseáilte,цқьа
671,feucht::A,tais,ацəаак
672,nass::A,fliuch,абааӡа
673,trocken::A,tirim,Аба
674,trocken::A,tirim,аҩа
675,voll::A,lán,азна
676,leer::A,folamh,аҭацəы
677,offen::A,oscailte,аарта
678,geschlossen::A,dúnta,ихҩоу
679,geschlossen::A,dúnta,иаркыу
680,geschlossen::A,druidte,ихҩоу
681,geschlossen::A,druidte,иаркыу
682,sauber::A,glan,ацқьа
683,schmutzig::A,salach,аҟьашь
684,roh::A,amh,
685,reif::A,aibí,Арҭ
686,reif::A,aibí,аҟала
687,reif::A,aibí,иҟалахьоу
688,lecker::A,blasta,ахаа
689,süß::A,milis,азла
690,bitter::A,searbh,аша
691,sauer::A,géar,аҵəҵəы
692,sauer::A,searbh,аҵəҵəы
693,hell::A,geal,алаша
694,hell::A,soilseach,алаша
695,dunkel::A,dorcha,алашьца
696,schwarz::A,dubh,аиқуаҵәа
697,weiß::A,bán,ашкəакəа
698,rot::A,dearg,аҟаҧшь
699,gelb::A,buí,аҩеижь
700,blau::A,gorm,аҽҵәа
701,grün::A,glas,ашьацҧшҭəала
702,grün::A,glas,аеҵəа
703,grün::A,uaine,ашьацҧшҭəала
704,grün::A,uaine,аеҵəа
705,grau::A,liath,ацəыш
706,bunt::A,ildathach,Аилыҕраа
707,bunt::A,ildathach,аҕраҷкəын
708,bunt::A,dathannach,Аилыҕраа
709,bunt::A,dathannach,аҕраҷкəын
710,billig::A,saor,амариа
711,teuer::A,daor,амҩан
712,teuer::A,costasach,амҩан
713,wertvoll::A,luachmhar,кыр иаҕсоу
714,wertvoll::A,luachmhar,акыр иаҕсоу
715,blind::A,dall,алашə
716,blind::A,caoch,алашə
717,taub::A,bodhar,адагəа
718,kräftig::A,cumhachtach,аӷəӷəа
719,stark::A,tréan,абаҟа
720,stark::A,láidir,абаҟа
721,schwach::A,lag,акəада
722,schwach::A,fann,акəада
723,fett::A,ramhar,аҧсыла
724,schlank::A,caol,акала
725,schlank::A,caol,акьалантар
726,schlank::A,caol,аиҿартə
727,schlank::A,seang,акала
728,schlank::A,seang,акьалантар
729,schlank::A,seang,аиҿартə
730,hübsch::A,álainn,аҧшӡа
