,Concept_ID,ga,ab
1410,fragen::V,fiafraigh,азҵаара
1411,fragen::V,cuir ceist,азҵаара
1412,bitten::V,iarr,аҳəара
1413,erzählen::V,inis,аҳəара
1414,erzählen::V,eachtraigh,аҳəара
1415,mitteilen::V,aithris,азыцҳара
1416,mitteilen::V,cuir in iúl,азыцҳара
1417,nennen::V,ainmnigh,ахьӡҵара
1418,rufen::V,glaoigh,азҿыҭра
1419,prahlen::V,maígh,аҽхəара
1420,übersetzen::V,aistrigh,аиҭагара
1421,denken::V,síl,азхəыцра
1422,denken::V,ceap,азхəыцра
1423,glauben::V,creid,ахаҵара
1424,bemerken::V,tabhair faoi deara,агəаҭара
1425,erkennen::V,aithin,адырра
1426,begreifen::V,tuig,аилкаара
1427,verstehen::V,tuig,аҳара
1428,lernen::V,foghlaim,аҵара
1429,wissen::V,tá a fhios ag,адырра
1430,sich erinnern an::V,cuimhnigh ar,агəаларшəара
1431,sich erinnern an::V,is cuimhne ar,агəаларшəара
1432,vergessen::V,dearmad,ахашҭра
1433,messen::V,tomhais,ашəара
1434,zählen::V,cuntais,аҧхьаӡара
1435,rechnen::V,ríomh,аҳасабра
1436,rechnen::V,áirigh,аҳасабра
1437,lesen::V,léigh,аҧхьара
1438,malen::V,péinteáil,
1439,zeichnen::V,línigh,
1440,zeichnen::V,tarraing,
1441,schreiben::V,scríobh,
1442,besitzen::V,is le,амазаара
1443,kaufen::V,ceannaigh,Аахəара
1444,verkaufen::V,díol,аҭира
1445,bezahlen::V,íoc as,ахҭынҵара
1446,bezahlen::V,íoc as,ашəара
1447,zahlen::V,íoc,ашəара
1448,beherrschen::V,rialaigh,
1449,ertragen::V,seas,ачҳара
1450,ertragen::V,fulaing,ачҳара
1451,ertragen::V,foighnigh,ачҳара
1452,Ader::N,,ада
1453,vorwärts::ADV,,ҕхьаҟа
