,Concept_ID,ar,en
850,krank sein::V,مرض,be ill
851,schmerzen::V,آلم,ache
852,husten::V,كح,cough
853,husten::V,سعل,cough
854,genesen::V,نقه,recover
855,sterben::V,مات,die
856,umkommen::V,هلك,perish
857,sich bewegen::V,تحرك,move
858,sich rühren::V,تحرك,budge
859,sich erheben::V,قام,stand up
860,sich setzen::V,جلس,sit down
861,hinfallen::V,وقع,tumble
862,laufen::V,مشى,walk
863,schreiten::V,خطا,pace
864,spazierengehen::V,تنزه,go for a walk
865,eilen::V,عجل,rush
866,sich beeilen::V,استعجل,hurry
867,sausen::V,أسرع,dash
868,rennen::V,عدا,run
869,rennen::V,ركض,run
870,springen::V,قفز,jump
871,klettern::V,تسلق,climb
872,schaukeln::V,تأرجح,seesaw
873,kriechen::V,دب,creep
874,kriechen::V,زحف,creep
875,schwimmen::V,سبح,swim
876,tauchen::V,غطس,dive
877,rudern::V,جذف,row
878,fahren::V,ركب,drive
879,fahren::V,سافر,drive
880,fliegen::V,طار,fly
881,gehen::V,سار,go
882,gehen::V,ذهب,go
883,weggehen::V,ذهب,go away
884,weggehen::V,انصرف,go away
885,abfahren::V,رحل,depart
886,anhalten::V,توقف,stop
887,hineingehen::V,دخل,go in
888,eintreten::V,دخل,enter
889,kommen::V,أتى,come
890,kommen::V,جاء,come
891,ankommen::V,وصل,arrive
892,zurückkommen::V,عاد,come back
893,zurückkommen::V,رجع,come back
894,bleiben::V,مكث,stay
895,warten::V,انتظر,wait
896,erwarten::V,ترقب,wait for
897,erwarten::V,انتظر,wait for
898,suchen::V,بحث,seek
899,suchen::V,بحث,look for
900,finden::V,وجد,find
901,versuchen::V,حاول,try
902,vorbereiten::V,أعد,prepare
903,vorbereiten::V,حضر,prepare
904,lieben::V,أحب,love
905,mögen::V,أحب,like
906,lachen::V,ضحك,laugh
907,rühren::V,أثر,move
908,weinen::V,بكى,weep
909,schimpfen::V,سب,grumble
910,schimpfen::V,شتم,grumble
911,sich ärgern::V,زعل,be annoyed
912,sich fürchten::V,هاب,be afraid
913,fürchten::V,خاف,be afraid of
914,fürchten::V,خشي,be afraid of
915,fliehen::V,هرب,flee
916,flüchten::V,فر,escape
917,sehen::V,رأى,see
918,anschauen::V,نظر,look at
919,ansehen::V,نظر,watch
920,hören::V,سمع,hear
921,zuhören::V,أصغى,listen
922,probieren::V,ذاق,taste
923,riechen::V,شم,smell
924,riechen::V,استنشق,smell
925,fühlen::V,شعر,feel
926,scheinen::V,ظهر,seem
927,zu sehen sein::V,ظهر,show
928,vernehmen::V,سمع,hear
929,frieren::V,بردان,be cold
930,tun::V,فعل,do
931,können::V,قدر,can
932,können::V,استطاع,can
933,wollen::V,شاء,want
934,wollen::V,أراد,want
935,anfangen::V,بدأ,start
936,beenden::V,أنهى,finish
937,aufhören::V,توقف,stop
938,aufhören::V,انقطع,stop
939,gelingen::V,نجح,succeed
940,geraten::V,طلع,turn out
941,öffnen::V,فتح,open
942,schließen::V,أغلق,close
943,stellen::V,وضع,put
944,stellen::V,أقام,put
945,setzen::V,أجلس,place
946,legen::V,وضع,lay
947,berühren::V,مس,touch
948,berühren::V,لمس,touch
949,verbinden::V,ربط,connect
950,verbinden::V,وصل,connect
951,bedecken::V,غطى,cover
952,aufhängen::V,علق,hang up
953,anzünden::V,أوقد,light
954,aufheben::V,لقط,pick up
955,zurücklassen::V,ترك,leave
956,verlieren::V,فقد,lose
957,fallen lassen::V,أسقط,drop
958,machen::V,فعل,make
959,herstellen::V,صنع,produce
960,herstellen::V,أنتج,produce
961,bauen::V,بنى,build
962,bauen::V,شيد,build
963,reparieren::V,صلح,mend
964,verbessern::V,صحح,improve
965,ändern::V,غير,alter
966,graben::V,حفر,dig
967,beugen::V,ثنى,bow
968,beugen::V,أحنى,bow
969,biegen::V,لوى,bend
970,drehen::V,أدار,spin
971,drehen::V,دور,spin
972,wenden::V,قلب,turn
973,umdrehen::V,قلب,turn around
974,heben::V,رفع,raise
975,hochheben::V,رفع,lift
976,ergreifen::V,مسك,seize
977,halten::V,مسك,hold
978,drücken::V,ضغط,press
979,schieben::V,حرك,push
980,kratzen::V,خدش,scrape
981,lecken::V,لعق,lick
982,beißen::V,عض,bite
983,abreißen::V,قلع,tear off
984,abschneiden::V,قطع,cut off
985,binden::V,ربط,tie
986,stecken::V,دس,stick
987,brechen::V,كسر,break
988,klopfen::V,طرق,knock
989,hauen::V,ضرب,hit
990,kleben::V,ألصق,glue
991,reiben::V,حك,rub
992,streichen::V,نشر,spread
993,schleifen::V,سن,grind
994,schneiden::V,قطع,cut
995,rütteln::V,رج,jolt
996,schütteln::V,هز,shake
997,schwenken::V,لوح,swing
998,schütten::V,صب,pour
999,füllen::V,ملأ,fill
1000,einwickeln::V,لف,wrap
1001,tragen::V,حمل,carry
1002,schleppen::V,سحب,drag
1003,ziehen::V,سحب,pull
1004,aufbewahren::V,حفظ,keep
1005,werfen::V,رمى,throw
1006,werfen::V,ألقى,throw
1007,fangen::V,التقط,catch
1008,packen::V,مسك,grab
1009,verstecken::V,خبأ,hide
1010,teilen::V,قسم,divide
1011,schicken::V,بعث,send
1012,schicken::V,أرسل,send
1013,bringen::V,جلب,bring
1014,hinzufügen::V,أضاف,add
1015,bekommen::V,حصل,get
1016,erhalten::V,استلم,receive
1017,nehmen::V,أخذ,take
1018,wählen::V,اختار,choose
1019,auswählen::V,انتقى,select
1020,bewahren::V,حافظ,preserve
1021,behindern::V,عاق,hinder
1022,verderben::V,أفسد,spoil
1023,beschädigen::V,أضر,damage
1024,zerbrechen::V,كسر,break
1025,zerreißen::V,مزق,tear
1026,zerstören::V,دمر,destroy
1027,verbrennen::V,حرق,burn
1028,geben::V,أعطى,give
1029,reichen::V,ناول,hand
1030,schenken::V,وهب,give
1031,versprechen::V,وعد,promise
1032,wünschen::V,تمنى,wish
1033,loben::V,مدح,praise
1034,küssen::V,قبل,kiss
1035,wiegen::V,هدهد,rock
1036,zudecken::V,غطى,cover
1037,wecken::V,أيقظ,wake
1038,zeigen::V,أرى,show
1039,führen::V,دل,guide
1040,lehren::V,علم,teach
1041,unterrichten::V,علم,instruct
1042,aufziehen::V,ربى,bring up
1043,leiten::V,دل,lead
1044,leiten::V,أدار,lead
1045,antreiben::V,حث,urge
1046,lassen::V,حدا,let
1047,einladen::V,دعا,invite
1048,vereinigen::V,وحد,unite
1049,besuchen::V,زار,visit
1050,treffen::V,قابل,meet
1051,sich versammeln::V,اجتمع,assemble
1052,spielen::V,لعب,play
1053,singen::V,غنى,sing
1054,tanzen::V,رقص,dance
1055,sich trennen::V,افترق,separate
1056,verlassen::V,ترك,leave
1057,retten::V,نجى,rescue
1058,retten::V,أنقذ,rescue
1059,bewachen::V,حرس,guard
1060,schützen::V,حمى,protect
1061,verteidigen::V,دافع,defend
1062,sich schlagen::V,تضارب,brawl
1063,schießen::V,أطلق,shoot
1064,siegen::V,انتصر,win
1065,ärgern::V,أزعل,annoy
1066,schlagen::V,ضرب,beat
1067,treten::V,رفس,kick
1068,stechen::V,شك,sting
1069,stoßen::V,دفع,shove
1070,stehlen::V,سرق,steal
1071,stören::V,ضايق,disturb
1072,belästigen::V,أزعج,bother
1073,verbergen::V,كتم,conceal
1074,täuschen::V,خدع,deceive
1075,betrügen::V,غش,cheat
1076,töten::V,قتل,kill
1077,wohnen::V,سكن,dwell
1078,arbeiten::V,عمل,work
1079,arbeiten::V,اشتغل,work
1080,sammeln::V,جمع,gather
1081,pflücken::V,جنى,pick
1082,pflücken::V,قطف,pick
1083,jagen::V,صاد,hunt
1084,fischen::V,اصطاد,fish
1085,fassen::V,قبض,catch
1086,hüten::V,رعى,herd
1087,treiben::V,ساق,drive
1088,anbinden::V,ربط,tie up
1089,füttern::V,علف,feed
1090,melken::V,حلب,milk
1091,hacken::V,فرم,chop
1092,gießen::V,سقى,water
1093,reifen::V,نضج,ripen
1094,zubereiten::V,حضر,cook
1095,kochen::V,طبخ,boil
1096,backen::V,خبز,bake
1097,braten::V,قلى,fry
1098,braten::V,حمر,fry
1099,umrühren::V,قلب,stir
1100,stricken::V,حاك,knit
1101,nähen::V,خاط,sew
1102,färben::V,صبغ,dye
1103,färben::V,لون,dye
1104,reinigen::V,نظف,clean
1105,waschen::V,غسل,wash
1106,abwischen::V,مسح,wipe
1107,spülen::V,شطف,rinse
1108,fegen::V,كنس,sweep
1109,kehren::V,كنس,sweep
1110,baden::V,استحم,bath
1111,sich waschen::V,اغتسل,wash
1112,ausziehen::V,خلع,take off
1113,anziehen::V,لبس,put on
1114,sich anziehen::V,اكتسى,get dressed
1115,kämmen::V,مشط,comb
1116,schmücken::V,زين,decorate
1117,sagen::V,قال,say
1118,sprechen::V,تكلم,speak
1119,reden::V,تكلم,talk
1120,sich unterhalten::V,تحادث,chat
1121,fragen::V,سأل,ask
1122,bitten::V,رجا,request
1123,erzählen::V,حكي,tell
1124,mitteilen::V,بلغ,convey
1125,nennen::V,سمى,name
1126,rufen::V,نادى,call
1127,prahlen::V,فشر,brag
1128,prahlen::V,تفاخر,brag
1129,übersetzen::V,ترجم,translate
1130,denken::V,فكر,think
1131,glauben::V,اعتقد,believe
1132,bemerken::V,لاحظ,notice
1133,erkennen::V,عرف,recognize
1134,begreifen::V,فهم,grasp
1135,begreifen::V,أدرك,grasp
1136,verstehen::V,فهم,understand
1137,lernen::V,درس,learn
1138,wissen::V,علم,know
1139,sich erinnern an::V,تذكر,remember
1140,vergessen::V,نسي,forget
1141,messen::V,قاس,measure
1142,zählen::V,عد,count
1143,zählen::V,أحصى,count
1144,rechnen::V,حسب,calculate
1145,lesen::V,قرأ,read
1146,malen::V,صور,paint
1147,zeichnen::V,رسم,draw
1148,schreiben::V,كتب,write
1149,besitzen::V,حاز,own
1150,besitzen::V,ملك,own
1151,kaufen::V,اشترى,buy
1152,verkaufen::V,باع,sell
1153,bezahlen::V,دفع,pay for
1154,zahlen::V,سدد,pay
1155,beherrschen::V,حكم,rule
1156,ertragen::V,أطاق,endure
1157,ertragen::V,تحمل,endure
