,Concept_ID,kv,zh
818,anhalten::V,сувтны,停住
819,hineingehen::V,пырны,进去
820,eintreten::V,пырны,进入
821,kommen::V,локны,来
822,ankommen::V,локны,到达
823,zurückkommen::V,бертны,回来
824,zurückkommen::V,панӧвтсьыны,回来
825,bleiben::V,кольччыны,停留
826,warten::V,видзчисьны,等
827,erwarten::V,видзчисьны,等候
828,suchen::V,кошшыны,找
829,finden::V,адззыны,找到
830,versuchen::V,пондыны,尝试
831,versuchen::V,пондӧтны,尝试
832,vorbereiten::V,лӧсьӧтны,预备
833,lieben::V,милуйтны,爱
834,mögen::V,радейтны,喜欢
835,lachen::V,серавны,笑
836,rühren::V,сьӧлӧм вӧрзьӧтны,
837,weinen::V,горзыны,哭
838,schimpfen::V,видчыны,骂
839,sich ärgern::V,лёкавны,生气
840,sich fürchten::V,повны,害怕
841,fürchten::V,повны,害怕
842,fliehen::V,пышшыны,逃走
843,flüchten::V,пышшыны,逃跑
844,sehen::V,адззыны,看
845,anschauen::V,видзӧтны,注视
846,ansehen::V,видзӧтны,注视
847,hören::V,кывны,听
848,zuhören::V,кывзыны,倾听
849,probieren::V,пешлыны,尝
850,riechen::V,дукавны,闻
851,fühlen::V,кывны,感到
852,scheinen::V,декуйтчыны,照耀
853,zu sehen sein::V,тыдавны,可以看到
854,vernehmen::V,тӧдмавны,审讯
855,frieren::V,гегдыны,觉得冷
856,tun::V,керны,作
857,können::V,вермыны,能
858,wollen::V,мӧдны,要
859,anfangen::V,петны,开始
860,beenden::V,ештӧтны,结束
861,beenden::V,керыштны,结束
862,aufhören::V,дугдыны,停止
863,gelingen::V,шогмыны,成功
864,geraten::V,мыччисьны,陷于
865,öffnen::V,осьтны,打开
866,schließen::V,пӧднавны,关
867,stellen::V,сувтӧтны,放
868,setzen::V,пуксьӧтны,放
869,legen::V,пуктыны,摆
870,berühren::V,вӧрзьӧтны,触
871,verbinden::V,йитны,联结
872,bedecken::V,вевттьыны,覆盖
873,aufhängen::V,ӧшӧтны,挂
874,anzünden::V,ӧзтыны,点
875,aufheben::V,лэбтыны,拾起
876,zurücklassen::V,кольны,遗留
877,verlieren::V,ӧштыны,丧失
878,fallen lassen::V,уськӧтны,让掉下
879,machen::V,керны,做
880,herstellen::V,вӧчны,生产
881,bauen::V,строитны,建造
882,reparieren::V,вочны,修理
883,verbessern::V,бурсьӧтны,改进
884,ändern::V,вежны,改变
885,graben::V,гарйыны,挖
886,beugen::V,кусіньтны,弯下
887,biegen::V,чукыльтыштны,弯
888,drehen::V,бергӧтны,转动
889,wenden::V,бергӧтны,转动
890,umdrehen::V,бергӧтны,转动
891,heben::V,лэбтыны,举起
892,hochheben::V,лэбтыны,抬高
893,ergreifen::V,кватитны,抓住
894,halten::V,видзны,拿着
895,drücken::V,личкыны,压
896,schieben::V,тойлавны,推
897,kratzen::V,шаркӧтны,搔
898,lecken::V,нювны,舔
899,beißen::V,йирны,咬
900,abreißen::V,орӧтны,撕下
901,abschneiden::V,шӧрыштны,切断
902,abschneiden::V,вундыштны,切断
903,binden::V,гӧрдззыны,捆
904,stecken::V,мӧртны,插
905,brechen::V,жугдыны,断裂
906,klopfen::V,зукӧтны,敲
907,hauen::V,желльыны,揍
908,kleben::V,лякӧтны,粘
909,reiben::V,зыртны,摩擦
910,streichen::V,мавтны,涂
911,schleifen::V,кыскыны,拖曳
912,schneiden::V,вундавны,切
913,rütteln::V,шатлавны,颠簸
914,schütteln::V,зыбӧтны,摇动
915,schwenken::V,ӧвтны,摇动
916,schwenken::V,макайтны,摇动
917,schütten::V,кисьтны,倒
918,füllen::V,тыртны,填满
919,füllen::V,тырсьӧтны,填满
920,einwickeln::V,тубны,包
921,tragen::V,новйӧтны,提
922,schleppen::V,кыскыны,扛
923,ziehen::V,кыскыны,拉
924,aufbewahren::V,видзны,保存
925,werfen::V,шентывлыны,扔
926,fangen::V,кутны,捕捉
927,packen::V,кутасьны,抓住
928,packen::V,кватитны,抓住
929,verstecken::V,дзебны,藏
930,teilen::V,торйӧтны,分
931,schicken::V,иньдыны,派遣
932,bringen::V,вайны,带来
933,hinzufügen::V,содтыны,添加
934,bekommen::V,получитны,得到
935,erhalten::V,получитны,接到
936,nehmen::V,босьтны,拿
937,wählen::V,бӧрйыны,挑选
938,auswählen::V,бӧрйыны,选择
939,bewahren::V,видзны,保持
940,behindern::V,падтыны,防碍
941,verderben::V,изводавны,败坏
942,beschädigen::V,паздыны,损坏
943,zerbrechen::V,паздыны,破碎
944,zerreißen::V,косявны,撕碎
945,zerstören::V,паздыны,毁坏
946,verbrennen::V,сотны,燃烧
947,geben::V,сетны,给
948,reichen::V,сетны,递给
949,schenken::V,козьнавны,赠送
950,versprechen::V,кӧсйыны,许诺
951,wünschen::V,бурсьыны,祝
952,loben::V,ошкыны,表扬
953,küssen::V,окавны,亲
954,wiegen::V,тюттьӧтны,轻摇
955,zudecken::V,вевттьыны,盖上
956,wecken::V,саймӧтны,唤起
957,zeigen::V,мыччавны,指
958,führen::V,нуӧтны,带领
959,lehren::V,велӧтны,教
960,unterrichten::V,велӧтны,讲课
961,aufziehen::V,быдтыны,抚养
962,leiten::V,юравны,领导
963,leiten::V,веськӧтлыны,领导
964,antreiben::V,тэрмӧтны,催促
965,lassen::V,-ӧтыны,让
966,einladen::V,корны,邀请
967,vereinigen::V,ӧтувтны,统一
968,vereinigen::V,ӧтлаавны,统一
969,besuchen::V,пыравлыны,参观
970,treffen::V,пантавны,会面
971,sich versammeln::V,ӧксьыны,聚集
972,spielen::V,орсны,玩
973,singen::V,сьывны,唱歌
974,tanzen::V,йӧктыны,跳舞
975,sich trennen::V,торьясьны,分别
976,verlassen::V,кольны,离开
977,retten::V,мынтны,救
978,bewachen::V,смекайтны,守卫
979,schützen::V,дорйыны,保护
980,verteidigen::V,дорйыны,保卫
981,sich schlagen::V,тышкасьны,打架
982,schießen::V,лыйны,射击
983,siegen::V,вермыны,获胜
984,ärgern::V,лӧгӧтны,激怒
985,schlagen::V,базнитны,打
986,treten::V,чужьявны,踢
987,stechen::V,бытшкыны,刺
988,stoßen::V,тапкыны,撞
989,stoßen::V,тойыштны,撞
990,stehlen::V,гусявны,盗窃
991,stören::V,костіавны,干扰
992,belästigen::V,назыляйтны,打搅
993,verbergen::V,дзебны,隐藏
994,täuschen::V,бӧбӧтны,欺骗
995,täuschen::V,пӧрьявны,欺骗
996,betrügen::V,муклачитны,欺骗
997,töten::V,вийны,杀
998,wohnen::V,овны,居住
999,arbeiten::V,уджавны,工作
1000,sammeln::V,ӧктыны,收集
1001,pflücken::V,судзлавны,采
1002,jagen::V,вӧравны,打猎
1003,fischen::V,чериавны,捕鱼
1004,fassen::V,кутны,捉住
1005,hüten::V,вердны,守护
1006,hüten::V,йирсьӧтны,守护
1007,treiben::V,вашӧтны,漂
1008,anbinden::V,кӧртавны,拴
1009,füttern::V,вердны,喂
1010,melken::V,высьтыны,挤奶
1011,melken::V,чилькӧтны,挤奶
1012,hacken::V,керавны,剁细
1013,gießen::V,киськавны,浇
1014,reifen::V,кисьмыны,成熟
1015,zubereiten::V,лӧсьӧтны,
1016,kochen::V,пуны,煮
1017,backen::V,пӧжавны,烤
1018,braten::V,жаритны,煎
1019,umrühren::V,соравны,搅拌
1020,stricken::V,домавны,织
1021,nähen::V,вурны,缝
1022,färben::V,краситны,染色
1023,reinigen::V,весӧтны,清洁
1024,waschen::V,пеславны,洗
1025,abwischen::V,чышкыны,擦掉
1026,spülen::V,гывьявны,清洗
1027,fegen::V,чышкыны,扫
1028,kehren::V,чышкыны,打扫
1029,baden::V,купайтчыны ,给...洗澡
1030,sich waschen::V,миссьыны,洗澡
1031,ausziehen::V,гыжтӧтны,脱
1032,ausziehen::V,пӧрччавны,脱
1033,anziehen::V,пасьтавны,穿
1034,sich anziehen::V,пасьтасьны,穿衣
1035,kämmen::V,сынавны,梳
1036,schmücken::V,баситны,装饰
1037,sagen::V,висьтавны,说
1038,sprechen::V,шуны,说
1039,reden::V,баитны,讲
1040,sich unterhalten::V,сёрнитны,聊天
1041,fragen::V,юавны,问
1042,bitten::V,корны,请
1043,erzählen::V,висьтавны,叙述
1044,mitteilen::V,висьтавны,通知
1045,nennen::V,нимтны,叫做
1046,rufen::V,китсавны,叫
1047,rufen::V,корны,叫
1048,rufen::V,чукӧстны,叫
1049,prahlen::V,ошшасьны,吹牛
1050,übersetzen::V,вуджӧтны,翻译
1051,denken::V,чайтны,想
1052,glauben::V,веритны,以为
1053,bemerken::V,казявны,发觉
1054,erkennen::V,тӧдсавны,识别
1055,begreifen::V,вежӧртны,理解
1056,verstehen::V,кывны,明白
1057,lernen::V,велӧтчыны,学
1058,wissen::V,тӧдны,知道
1059,sich erinnern an::V,касьтывны,回忆
1060,vergessen::V,вунӧтны,忘记
1061,messen::V,меряйтны,测量
1062,zählen::V,лыддьыны,数
1063,rechnen::V,лыддьыны,计算
1064,lesen::V,лыддьӧтны,读
1065,zeichnen::V,гижмавны,绘制
1066,schreiben::V,гижны,写
1067,besitzen::V,лоны,占有
1068,kaufen::V,небны,买
1069,verkaufen::V,вузавны,卖
1070,bezahlen::V,вештыны,付钱
1071,zahlen::V,вештыны,支付
1072,ertragen::V,терпитны,忍耐
1073,Insel::N,,岛
1074,Menge::N,,数量
1075,Gewalt::N,,暴力
1076,Alter::N,,年龄
1077,richtig::A,,正确
1078,wahr::A,,真
1079,berühmt::A,,著名
1080,allein::ADV,,单独
1081,rennen::V,,奔跑
1082,malen::V,,画
1083,beherrschen::V,,统治
