,Concept_ID,it,la
215,Apfel::N,mela,malum
216,Pilz::N,fungo,fungus
217,Zwiebel::N,cipolla,cepa
218,Saat::N,semente,seges
219,Korn::N,grano,granum
220,Heu::N,fieno,faenum
221,Schale::N,buccia,putamen
222,Grube::N,cava,fovea
223,Grube::N,fossa,fovea
224,Falle::N,tràppola,pedica
225,Schlinge::N,laccio,laqueus
226,Spur::N,traccia,vestigium
227,Asche::N,cenere,cinis
228,Dreck::N,fango,lutum
229,Eisen::N,ferro,ferrum
230,Gold::N,oro,aurum
231,Silber::N,argento,argentum
232,Kohle::N,carbone,carbo
233,Glas::N,vetro,vitrum
234,Lehm::N,argilla,lutum
235,Sand::N,arena,arena
236,Sand::N,sabbia,arena
237,Mensch::N,uomo,homo
238,Mensch::N,èssere umano,homo
239,Mann::N,uomo,vir
240,Frau::N,donna,mulier
241,Kind::N,bambino,puer
242,Kind::N,bambino,infans
243,Junge::N,ragazzo,puer
244,Mädchen::N,ragazza,puella
245,Familie::N,famiglia,familia
246,Großvater::N,nonno,avus
247,Großmutter::N,nonna,avia
248,Eltern::N,genitori,parentes
249,Vater::N,padre,pater
250,Mutter::N,madre,mater
251,Sohn::N,figlio,filius
252,Tochter::N,figlia,filia
253,Bruder::N,fratello,frater
254,Schwester::N,sorella,soror
255,Onkel::N,zio,patruus
256,Onkel::N,zio,avunculus
257,Tante::N,zia,amita
258,Ehemann::N,marito,maritus
259,Ehefrau::N,moglie,uxor
260,Freude::N,gioia,gaudium
261,Freude::N,gioia,laetitia
262,Freude::N,piacere,gaudium
263,Freude::N,piacere,laetitia
264,Gelächter::N,risata,risus
265,Glück::N,felicità,felicitas
266,Kummer::N,afflizione,aegritudo
267,Wunsch::N,desiderio,voluntas
268,Wunsch::N,desiderio,desiderium
269,Lust::N,voglia,libido
270,Lust::N,voglia,voluptas
271,Geist::N,mente,mens
272,Geist::N,mente,animus
273,Geist::N,spìrito,mens
274,Geist::N,spìrito,animus
275,Gedanke::N,idea,sententia
276,Gedanke::N,pensiero,sententia
277,Gedächtnis::N,memoria,memoria
278,Verstand::N,intelletto,ratio
279,Verstand::N,intelletto,ingenium
280,Sinn::N,senso,sensus
281,Sinn::N,significato,sensus
282,Grund::N,causa,causa
283,Grund::N,motivo,causa
284,Grund::N,ragione,causa
285,Wahrheit::N,verità,veritas
286,Gespräch::N,discorso,sermo
287,Gespräch::N,conversazione,sermo
288,Märchen::N,fiaba,fabula
289,Märchen::N,fàvola,fabula
290,Erzählung::N,racconto,fabula
291,Erzählung::N,racconto,narratio
292,Erzählung::N,narrazione,fabula
293,Erzählung::N,narrazione,narratio
294,Nachricht::N,messaggio,nuntius
295,Neuigkeit::N,notizia,novitas
296,Name::N,nome,nomen
297,Rätsel::N,indovinello,aenigma
298,Rede::N,discorso,oratio
299,Sprache::N,lingua,lingua
300,Sprache::N,linguaggio,lingua
301,Stimme::N,voce,vox
302,Wort::N,parola,verbum
303,Wort::N,parola,vocabulum
304,Zeichen::N,segno,signum
305,Zeichen::N,segnale,signum
306,Ruf::N,chiamata,clamor
307,Lärm::N,chiasso,strepitus
308,Lärm::N,strèpito,strepitus
309,Laut::N,suono,sonus
310,Ton::N,tono,sonus
311,Lied::N,canto,carmen
312,Lied::N,canzone,carmen
313,Ruhe::N,calma,quies
314,Ruhe::N,tranquillità,quies
315,Leute::N,gente,homines
316,Volk::N,pòpolo,populus
317,Arbeit::N,lavoro,labor
318,Gast::N,òspite,hospes
319,Gast::N,òspite,conviva
320,Gast::N,invitato,hospes
321,Gast::N,invitato,conviva
322,Geschenk::N,regalo,munus
323,Spiel::N,gioco,ludus
324,Gesellschaft::N,compagnìa,societas
325,Hilfe::N,aiuto,auxilium
326,Hilfe::N,aiuto,subsidium
327,Hilfe::N,soccorso,auxilium
328,Hilfe::N,soccorso,subsidium
329,Freund::N,amico,amicus
330,Kamerad::N,camerata,socius
331,Angelegenheit::N,affare,res
332,Angelegenheit::N,faccenda,res
333,Anzahl::N,nùmero,numerus
334,Anzahl::N,quantità,numerus
335,Art::N,tipo,genus
336,Art::N,specie,genus
337,Stück::N,pezzo,frustum
338,Stück::N,pezzo,fragmentum
339,Teil::N,parte,pars
340,Hälfte::N,metà,dimidium
341,Kreis::N,cìrcolo,orbis
342,Kreis::N,cìrcolo,circus
343,Kreuz::N,croce,crux
344,Linie::N,lìnea,linea
345,Strich::N,tratto,lineamentum
346,Abstand::N,distanza,intervallum
347,Entfernung::N,distanza,spatium
348,Entfernung::N,lontananza,spatium
349,Gegend::N,regione,loca
350,Gegend::N,regione,regio
351,Platz::N,posto,locus
352,Platz::N,spazio,locus
353,Ort::N,luogo,locus
354,Ort::N,località,locus
355,Seite::N,lato,latus
356,Seite::N,parte,latus
357,Mitte::N,mezzo,medium
358,Mitte::N,centro,medium
359,Gegenstand::N,oggetto,res
360,Sache::N,cosa,res
361,Rand::N,orlo,margo
362,Rand::N,bordo,margo
363,Kante::N,spìgolo,angulus
364,Ecke::N,canto,angulus
365,Spitze::N,punta,cacumen
366,Ende::N,capo,caput
367,Ende::N,estremità,caput
368,Loch::N,buco,foramen
369,Winkel::N,àngolo,angulus
370,Muster::N,disegno,exemplum
371,Größe::N,taglia,magnitudo
372,Größe::N,grandezza,magnitudo
373,Länge::N,lunghezza,longitudo
374,Höhe::N,altezza,altitudo
375,Gewicht::N,peso,pondus
376,Menge::N,quantità,copia
377,Haufen::N,cùmulo,acervus
378,Haufen::N,mucchio,acervus
379,Reihe::N,fila,ordo
380,Boot::N,barca,navicula
381,Boot::N,battello,navicula
382,Ruder::N,remo,remus
383,Schlitten::N,slitta,sclodia
384,Ski::N,sci,narta
385,Lagerfeuer::N,falò,ignis
386,Lagerfeuer::N,fuoco di bivacco,ignis
387,Last::N,càrico,onus
388,Gang::N,andata,cursus
389,Schritt::N,passo,gradus
390,Norden::N,nord,septentriones
391,Norden::N,settentrione,septentriones
392,Süden::N,sud,meridies
393,Süden::N,meridione,meridies
394,Westen::N,òvest,occidens
395,Westen::N,occidente,occidens
396,Osten::N,est,oriens
397,Osten::N,oriente,oriens
398,Holz::N,legno,lignum
399,Brett::N,asse,tabula
400,Brett::N,tàvola,tabula
401,Platte::N,lastra,lamina
402,Platte::N,piastra,lamina
403,Stütze::N,supporto,adminiculum
404,Stange::N,sbarra,pertica
405,Stange::N,pèrtica,pertica
406,Stock::N,verga,baculum
407,Stock::N,bastone,baculum
408,Stock::N,bacchetta,baculum
409,Stab::N,asta,scipio
410,Rohr::N,tubo,tubus
411,Haus::N,casa,aedes
412,Heim::N,casa,domicilium
413,Ofen::N,stufa,fornax
414,Fußboden::N,pavimento,solum
415,Tisch::N,tàvolo,mensa
416,Stuhl::N,sedia,sella
417,Wiege::N,culla,cunae
418,Bett::N,letto,lectus
419,Regal::N,scaffale,foruli
420,Kiste::N,cassa,cista
421,Fenster::N,finestra,fenestra
422,Tür::N,porta,ianua
423,Tor::N,portone,porta
424,Zaun::N,recinto,saepes
425,Dach::N,tetto,tectum
426,Leiter::N,scala,scalae
427,Leiter::N,scala a pioli,scalae
428,Besen::N,scopa,scopae
429,Spaten::N,vanga,pala
430,Schaufel::N,pala,pala
431,Gabel::N,forchetta,fuscinula
432,Löffel::N,cucchiaio,coclear
433,Messer::N,coltello,culter
434,Nagel::N,chiodo,clavus
435,Netz::N,rete,rete
436,Haken::N,uncino,hamus
437,Griff::N,mànico,manubrium
438,Griff::N,maniglia,manubrium
439,Schloss::N,serratura,claustra
440,Bild::N,quadro,tabula
441,Bild::N,quadro,pictura
442,Bild::N,immàgine,tabula
443,Bild::N,immàgine,pictura
444,Figur::N,figura,statunculum
445,Puppe::N,bàmbola,pupa
446,Beutel::N,borsa,sacculus
447,Beutel::N,sacchetto,sacculus
448,Bündel::N,fascio,fascis
449,Bündel::N,fagotto,fascis
450,Tasche::N,borsa,sacculus
451,Eimer::N,secchio,situla
452,Deckel::N,coperchio,operculum
453,Geschirr::N,stoviglie,vasa
454,Sack::N,sacco,saccus
455,Tasse::N,tazza,pocillum
456,Topf::N,pèntola,olla
457,Kessel::N,paiolo,aenum
458,Kessel::N,calderone,aenum
459,Essen::N,pasto,cena
460,Essen::N,mangiare,cena
461,Nahrung::N,cibo,cibus
462,Nahrung::N,cibo,alimenta
463,Nahrung::N,alimento,cibus
464,Nahrung::N,alimento,alimenta
465,Speise::N,piatto,cibus
466,Fleisch::N,carne,caro
467,Getreide::N,cereali,frumentum
468,Brei::N,purè,puls
469,Brei::N,pappa,puls
470,Brot::N,pane,panis
471,Scheibe::N,fetta,frustum
472,Scheibe::N,trancia,frustum
473,Fett::N,grasso,pingue
474,Butter::N,burro,butȳrum
475,Öl::N,olio,oleum
476,Salz::N,sale,sal
477,Suppe::N,zuppa,ius
478,Suppe::N,minestra,ius
479,Honig::N,miele,mel
480,Milch::N,latte,lac
481,Tee::N,tè,thea
482,Leder::N,pelle,corium
483,Wolle::N,lana,lana
484,Stoff::N,panno,textum
485,Stoff::N,tessuto,textum
486,Nadel::N,ago,acus
487,Faden::N,filo,filum
488,Knopf::N,bottone,bulla
489,Knoten::N,nodo,nodus
490,Farbe::N,pittura,pigmentum
491,Kleidung::N,vestiti,vestimenta
492,Kleidung::N,vestiario,vestimenta
493,Hemd::N,camicia,tunica
494,Kragen::N,bàvero,collare
495,Kragen::N,colletto,collare
496,Ärmel::N,mànica,manica
497,Hose::N,calzoni,bracae
498,Gürtel::N,cintura,cingulum
499,Mütze::N,berretto,pilleus
500,Schuh::N,scarpa,calceus
501,Stiefel::N,stivale,pero
502,Stiefel::N,stivale,caliga
503,Ring::N,anello,anulus
504,Band::N,nastro,redimiculum
505,Band::N,fettuccia,redimiculum
506,Kamm::N,pèttine,pecten
507,Spiegel::N,specchio,speculum
508,Riemen::N,cinghia,lorum
509,Schnur::N,corda,linum
510,Leine::N,guinzaglio,retinaculum
511,Decke::N,coperta,lodix
512,Kissen::N,cuscino,pulvinus
513,Kissen::N,guanciale,pulvinus
514,Tuch::N,fazzoletto,velum
515,Handtuch::N,asciugamano,mantele
516,Kraft::N,forza,vis
517,Stärke::N,forza,robur
518,Stärke::N,vigore,robur
519,Stärke::N,fortezza,robur
520,Gesundheit::N,salute,valetudo
521,Krankheit::N,malattìa,morbus
522,Schmerz::N,dolore,dolor
523,Wunde::N,piaga,vulnus
524,Wunde::N,ferita,vulnus
525,Fieber::N,febbre,febris
526,Arznei::N,fàrmaco,remedium
527,Arznei::N,medicina,remedium
528,Brücke::N,ponte,pons
529,Brunnen::N,pozzo,puteus
530,Weide::N,pàscolo,pascua
531,Pfad::N,sentiero,semita
532,Weg::N,via,iter
533,Weg::N,cammino,iter
534,Straße::N,strada,via
535,Dorf::N,paese,vicus
536,Dorf::N,villaggio,vicus
537,Stadt::N,città,urbs
538,Stadt::N,città,oppidum
539,Brief::N,lèttera,epistula
540,Buch::N,libro,liber
541,Buchstabe::N,lèttera,littera
542,Zeitung::N,giornale,diurnum
543,Leben::N,vita,vita
544,Tod::N,morte,mors
545,Grab::N,tomba,sepulcrum
546,Grab::N,sepolcro,sepulcrum
547,Kirche::N,chiesa,ecclesia
548,Sünde::N,peccato,peccatum
549,Gott::N,dio,deus
550,Arbeiter::N,operaio,operarius
551,Arbeiter::N,lavoratore,operarius
552,Chef::N,capo,praefectus
553,Chef::N,padrone,praefectus
554,Meister::N,mastro,magister
555,Meister::N,maestro,magister
556,Arzt::N,mèdico,medicus
557,Arzt::N,dottore,medicus
558,Lehrer::N,professore,magister
559,Geld::N,soldi,aes
560,Geld::N,soldi,pecunia
561,Geld::N,denaro,aes
562,Geld::N,denaro,pecunia
563,Geschäft::N,affare,negotium
564,Geschäft::N,negozio,negotium
565,Laden::N,negozio,taberna
566,Preis::N,prezzo,pretium
567,Ware::N,merce,merx
568,Nutzen::N,ùtile,utilitas
569,Nutzen::N,profitto,utilitas
570,Reichtum::N,ricchezza,opes
571,Reichtum::N,ricchezza,divitiae
572,Welt::N,mondo,mundus
573,Land::N,paese,terra
574,Staat::N,Stato,res publica
575,König::N,re,rex
576,Macht::N,potere,potestas
577,Grenze::N,confine,limes
578,Grenze::N,frontiera,limes
579,Krieg::N,guerra,bellum
580,Feind::N,nemico,inimicus
581,Gewalt::N,violenza,vis
582,Kampf::N,lotta,pugna
583,Bogen[Waffe]::N,arco,arcus
584,Pfeil::N,freccia,sagitta
585,Gewehr::N,fucile,sclopetum
586,Fehler::N,errore,error
587,Fehler::N,sbaglio,error
588,Lüge::N,bugìa,mendacium
589,Lüge::N,menzogna,mendacium
590,Schaden::N,danno,damnum
591,Schaden::N,danno,detrimentum
592,Unglück::N,sfortuna,miseria
593,Unglück::N,sfortuna,calamitas
594,Schuld::N,colpa,culpa
595,Alter::N,età,aetas
596,Schluss::N,fine,finis
597,Zeit::N,tempo,tempus
598,Tag::N,giorno,dies
599,Tag::N,giornata,dies
600,Morgen::N,mattina,mane
601,Mittag::N,mezzogiorno,meridies
602,Abend::N,sera,vesper
603,Abend::N,serata,vesper
604,Nacht::N,notte,nox
605,Woche::N,settimana,septimana
606,Monat::N,mese,mensis
607,Jahr::N,anno,annus
608,Frühling::N,primavera,ver
609,Sommer::N,estate,aestas
610,Herbst::N,autunno,autumnus
611,Winter::N,inverno,hiems
612,Januar::N,gennaio,Ianuarius
613,Februar::N,febbraio,Februarius
614,März::N,marzo,Martius
615,April::N,aprile,Aprilis
616,Mai::N,maggio,Maius
617,Juni::N,giugno,Iunius
618,Juli::N,luglio,Iulius
619,August::N,agosto,Augustus
620,September::N,settembre,September
621,Oktober::N,ottobre,Octobris
622,November::N,novembre,Novembris
623,Dezember::N,dicembre,December
624,Montag::N,lunedì,dies lunae
625,Dienstag::N,martedì,dies Martis 
626,Mittwoch::N,mercoledì,dies Mercurii
627,Donnerstag::N,giovedì,dies Iovis
628,Freitag::N,venerdì,dies Veneris
629,Samstag::N,sàbato,dies Saturni
630,Sonntag::N,domenica,dominicus
631,Sonntag::N,domenica,dies solis
632,groß::A,grande,magnus
633,klein::A,pìccolo,parvus
634,lang::A,lungo,longus
635,kurz::A,corto,brevis
636,breit::A,largo,latus
637,schmal::A,stretto,angustus
638,dicht::A,denso,densus
639,dick[Gegenstand]::A,spesso,crassus
640,dünn::A,sottile,tenuis
641,fein::A,fine,subtilis
642,fein::A,delicato,subtilis
643,fest::A,sodo,solidus
644,fest::A,sodo,stabilis
645,fest::A,fisso,solidus
646,fest::A,fisso,stabilis
647,flach::A,piano,planus
648,flach::A,piatto,planus
649,glatt::A,liscio,levis
650,hart::A,duro,durus
651,weich::A,molle,mollis
652,rund::A,rotondo,rotundus
653,spitz::A,aguzzo,acutus
654,spitz::A,appuntito,acutus
655,scharf::A,affilato,acer
656,scharf::A,tagliente,acer
657,stumpf::A,smussato,hebes
658,schwer::A,pesante,gravis
659,schön::A,bello,pulcher
660,schön::A,bello,formosus
661,heiß::A,caldo,fervidus
662,heiß::A,bollente,fervidus
663,warm::A,caldo,calidus
664,kalt::A,freddo,frigidus
665,kühl::A,fresco,frigidus
666,frisch::A,fresco,recens
667,feucht::A,ùmido,umidus
668,nass::A,bagnato,madidus
669,trocken::A,secco,aridus
670,voll::A,pieno,plenus
671,leer::A,vuoto,vacuus
672,offen::A,aperto,apertus
673,geschlossen::A,chiuso,clausus
674,sauber::A,netto,lautus
675,sauber::A,pulito,lautus
676,schmutzig::A,sporco,sordidus
677,schmutzig::A,sùdicio,sordidus
678,roh::A,crudo,crudus
679,reif::A,maturo,maturus
680,lecker::A,ghiotto,delicatus
681,lecker::A,squisito,delicatus
682,süß::A,dolce,dulcis
683,bitter::A,amaro,amarus
684,bitter::A,amaro,acerbus
685,sauer::A,aspro,acidus
686,sauer::A,acerbo,acidus
687,hell::A,chiaro,clarus
688,dunkel::A,buio,obscurus
689,dunkel::A,oscuro,obscurus
690,schwarz::A,nero,niger
691,weiß::A,bianco,albus
692,rot::A,rosso,ruber
693,gelb::A,giallo,flavus
694,blau::A,blu,caeruleus
695,blau::A,azzurro,caeruleus
696,grün::A,verde,viridis
697,grau::A,grigio,canus
698,bunt::A,variopinto,varius
699,billig::A,a buon prezzo,vilis
700,billig::A,a buon mercato,vilis
701,teuer::A,caro,carus
702,wertvoll::A,prezioso,pretiosus
703,blind::A,cieco,caecus
704,taub::A,sordo,surdus
705,kräftig::A,forte,robustus
706,kräftig::A,robusto,robustus
707,stark::A,forte,firmus
708,stark::A,forte,validus
709,stark::A,vigoroso,firmus
710,stark::A,vigoroso,validus
711,schwach::A,dèbole,debilis
712,schwach::A,dèbole,infirmus
713,fett::A,grasso,crassus
714,schlank::A,snello,procerus
715,schlank::A,slanciato,procerus
716,hübsch::A,bello,pulcher
717,hübsch::A,carino,pulcher
718,böse::A,cattivo,improbus
719,dumm::A,stùpido,stultus
720,dumm::A,stùpido,stupidus
721,faul::A,pigro,piger
722,fleißig::A,diligente,sedulus
723,geizig::A,avaro,avarus
724,klug::A,intelligente,prudens
725,geschickt::A,àbile,sollers
726,lieb::A,caro,carus
727,lustig::A,gaio,iocosus
728,lustig::A,allegro,iocosus
729,sanft::A,dolce,clemens
730,hungrig::A,affamato,impastus
731,krank::A,malato,aeger
732,krank::A,infermo,aeger
733,nackt::A,nudo,nudus
734,traurig::A,triste,maestus
735,lebendig::A,vivo,vivus
736,gut::A,buono,bonus
737,schlecht::A,cattivo,malus
738,richtig::A,giusto,rectus
739,schlimm::A,grave,malus
740,wahr::A,vero,verus
741,alt::A,vecchio,antiquus
742,neu::A,nuovo,novus
743,ehemalig::A,vecchio,pristinus
744,ehemalig::A,d'una_volta,pristinus
745,alt[Lebewesen]::A,anziano,vetus
746,jung::A,giovane,iuvenis
747,arm::A,pòvero,pauper
748,reich::A,ricco,dives
749,bekannt::A,noto,notus
750,bekannt::A,conosciuto,notus
751,berühmt::A,famoso,celeber
752,berühmt::A,famoso,illustris
753,berühmt::A,cèlebre,celeber
754,berühmt::A,cèlebre,illustris
755,fremd::A,estràneo,peregrinus
756,fremd::A,straniero,peregrinus
757,verschieden::A,diverso,varius
758,verschieden::A,differente,varius
759,nah::A,vicino,propinquus
760,nah::A,propinquo,propinquus
761,fern::A,lontano,longinquus
762,linker::A,sinistro,sinister
763,rechter::A,destro,dexter
764,anderer::A,altro,alius
765,erster::A,primo,primus
766,zweiter::A,secondo,secundus
767,dritter::A,terzo,tertius
768,letzter::A,ùltimo,ultimus
769,allein::ADV,solo,solum
770,allein::ADV,da solo,solum
771,auf einmal::ADV,insieme,simul
772,zusammen::ADV,insieme,una
773,lange::ADV,a lungo,diu
774,plötzlich::ADV,all'improvviso,subito
775,plötzlich::ADV,all'improvviso,repente
776,sofort::ADV,sùbito,statim
777,sofort::ADV,all'istante,statim
778,später::ADV,più tardi,postea
779,jetzt::ADV,ora,nunc
780,jetzt::ADV,adesso,nunc
781,heute::ADV,oggi,hodie
782,morgen::ADV,domani,cras
783,bald::ADV,presto,mox
784,bald::ADV,tra poco,mox
785,dann::ADV,allora,deinde
786,gestern::ADV,ieri,heri
787,einst::ADV,prima,olim
788,einst::ADV,un tempo,olim
789,damals::ADV,allora,tum
790,danach::ADV,poi,postea
791,danach::ADV,dopo,postea
792,vorher::ADV,prima,antea
793,zuerst::ADV,prima,primo
794,zuerst::ADV,dapprima,primo
795,einmal::ADV,una volta,semel
796,manchmal::ADV,talvolta,interdum
797,manchmal::ADV,qualche volta,interdum
798,oft::ADV,spesso,saepe
799,immer::ADV,sempre,semper
800,niemals::ADV,non mai,numquam
801,hier::ADV,qua,hic
802,hierhin::ADV,qua,huc
803,von hier::ADV,ne,hinc
804,von hier::ADV,da qui,hinc
805,dort::ADV,lì,ibi
806,dorthin::ADV,là,eo
807,geradeaus::ADV,diritto,recte
808,vorwärts::ADV,avanti,porro
809,rückwärts::ADV,all'indietro,retro
810,zurück::ADV,di indietro,retro
811,unten::ADV,giù,infra
812,unten::ADV,sotto,infra
813,hinab::ADV,giù,pessum
814,hinab::ADV,in giù,pessum
815,oben::ADV,su,supra
816,oben::ADV,sopra,supra
817,hinauf::ADV,in sù,sursum
818,hinauf::ADV,in alto,sursum
819,überall::ADV,dappertutto,ubique
820,nicht::ADV,non,non
821,ein wenig::ADV,un po',paulum
822,ein wenig::ADV,un poco,paulum
823,kaum::ADV,a appena,vix
824,kaum::ADV,a appena,aegre
825,sehr::ADV,molto,valde
826,sehr::ADV,molto,magnopere
827,so::ADV,così,ita
828,so::ADV,tanto,ita
829,noch::ADV,ancora,etiam
830,nur::ADV,solo,solum
831,nur::ADV,solo,tantum
832,nur::ADV,soltanto,solum
833,nur::ADV,soltanto,tantum
834,schon::ADV,già,iam
