,Concept_ID,ku,da
120,Gras::N,giha,græs
121,Wurzel::N,reh,rod
122,Baum::N,dar,træ
123,Stamm::N,bavik,stamme
124,Rinde::N,qaqil,bark
125,Ast::N,gulî,gren
126,Zweig::N,şax,kvist
127,Blatt::N,pel,blad
128,Birke::N,dara sipî,birk
129,Kiefer[Baum]::N,dara bî,fyrretræ
130,Weide[Baum]::N,dara belalûk,piletræ
131,Tanne::N,merx,gran
132,Horn::N,strô,horn
133,Feder::N,pîrtîk,fjer
134,Fell::N,heyar,skind
135,Flügel::N,per,vinge
136,Klaue::N,napîk,klov
137,Kralle::N,dinik,klo
138,Kralle::N,dirnax,klo
139,Schwanz::N,dûv,hale
140,Ei::N,hêk,æg
141,Nest::N,hêlîn,rede
142,Bau::N,avahî,bo
143,Tier::N,heywan,dyr
144,Herde::N,hoz,flok
145,Kuh::N,çêlek,ko
146,Bulle::N,ga,tyr
147,Pferd::N,hesp,hest
148,Schaf::N,mîh,får
149,Schwein::N,beraz,gris
150,Hund::N,seh,hund
151,Katze::N,pişîk,kat
152,Bär::N,hirç,bjørn
153,Eichhörnchen::N,pilûr,egern
154,Elch::N,pazkovî,elg
155,Fuchs::N,rovî,ræv
156,Hase::N,kîroşk,hare
157,Maus::N,mişk,mus
158,Wolf::N,gur,ulv
159,Vogel::N,çûk,fugl
160,Schwarm::N,lufik,sværm
161,Huhn::N,mirîşk,høne
162,Hahn::N,dîk,hane
163,Gans::N,qaz,gås
164,Adler::N,eylo,ørn
165,Ente::N,werdek,and
166,Eule::N,bûm,ugle
167,Eule::N,kund,ugle
168,Kranich::N,quling,trane
169,Krähe::N,qijik,krage
170,Kuckuck::N,pepûk,gøg
171,Schwan::N,qû,svane
172,Fisch::N,masî,fisk
173,Barsch::N,okûn,aborre
174,Hecht::N,mesîyê lûf,gedde
175,Schlange[Tier]::N,mar,slange
176,Wurm::N,kurm,orm
177,Spinne::N,pîrê,edderkop
178,Ameise::N,mîro,myre
179,Ameise::N,gêrîk,myre
180,Laus::N,spi,lus
181,Mücke::N,mêş,myg
182,Fliege::N,mêş,flue
183,Schmetterling::N,perperîk,sommerfugl
184,Beere::N,hirç,bær
185,Apfel::N,sêv,æble
186,Pilz::N,bîrov,svamp
187,Zwiebel::N,pîvaz,løg
188,Saat::N,tov,sæd
189,Korn::N,dexl,korn
190,Heu::N,sap,hø
191,Schale::N,qaşik,skræl
192,Grube::N,çahl,grav
193,Falle::N,dafik,fælde
194,Schlinge::N,dahf,snare
195,Spur::N,rêç,spor
196,Asche::N,xweli,aske
197,Dreck::N,gemarî,snavs
198,Eisen::N,hesing,jern
199,Gold::N,zêr,guld
200,Silber::N,zîv,sølv
201,Kohle::N,komir,kul
202,Glas::N,qedeh,glas
203,Lehm::N,kelpîç,ler
204,Sand::N,qûm,sand
205,Mensch::N,mirov,mennesge
206,Mann::N,mêr,mand
207,Frau::N,jin,kvinde
208,Kind::N,zarok,barn
209,Junge::N,kur,dreng
210,Mädchen::N,keç,pige
211,Mädchen::N,keçik,pige
212,Familie::N,malbat,familie
213,Großvater::N,bapîr,bedstefar
214,Großmutter::N,pîrik,bedstemor
215,Eltern::N,bavudê,forældre
216,Vater::N,bav,far
217,Mutter::N,dê,mor
218,Mutter::N,dayik,mor
219,Sohn::N,kur,søn
220,Tochter::N,keç,datter
221,Bruder::N,bira,bror
222,Schwester::N,xweh,søster
223,Onkel::N,am,onkel
224,Onkel::N,xal,onkel
225,Tante::N,metik,tante
226,Tante::N,xaltîk,tante
227,Ehemann::N,mêr,ægtemand
228,Ehefrau::N,kulfet,hustru
229,Freude::N,kêfxweşî,glæde
230,Gelächter::N,pîrqînî,latter
231,Glück::N,bext,lykke
232,Kummer::N,derd,sorg
233,Wunsch::N,daxwaz,ønske
234,Wunsch::N,xwestek,ønske
235,Lust::N,şewq,lyst
236,Geist::N,aqil,ånd
237,Gedanke::N,fikir,tanke
238,Gedächtnis::N,aqil,hukommelse
239,Verstand::N,fêm,forstand
240,Sinn::N,aqil,mening
241,Sinn::N,aqil,betydning
242,Grund::N,asas,grund
243,Wahrheit::N,rastî,sandhed
244,Gespräch::N,guftûgo,samtale
245,Märchen::N,çirok,eventyr
246,Erzählung::N,çirok,fortælling
247,Erzählung::N,vegotin,fortælling
248,Nachricht::N,nûçe,efterretning
249,Neuigkeit::N,hewal,nyhed
250,Name::N,nav,navn
251,Name::N,paşnav,navn
252,Rätsel::N,tiştonek,gåde
253,Rede::N,gotar,tale
254,Rede::N,axavtin,tale
255,Sprache::N,ziman,sprog
256,Stimme::N,pejn,stemme
257,Wort::N,gotin,ord
258,Zeichen::N,şanek,tegn
259,Ruf::N,hawar,råb
260,Lärm::N,xarbalix,larm
261,Laut::N,deng,lyd
262,Laut::N,hês,lyd
263,Ton::N,awaz,tone
264,Lied::N,sitran,sang
265,Ruhe::N,rihetî,ro
266,Ruhe::N,rihetî,hvile
267,Leute::N,xelk,folk
268,Leute::N,xelk,mennesker
269,Volk::N,xelk,folk
270,Arbeit::N,xebat,arbejde
271,Gast::N,mêvan,gæst
272,Geschenk::N,diyarî,gave
273,Spiel::N,lîstik,leg
274,Gesellschaft::N,komal,selskab
275,Hilfe::N,alîkarî,hjælp
276,Freund::N,heval,ven
277,Kamerad::N,heval,kammerat
278,Angelegenheit::N,pirsgirêk,sag
279,Angelegenheit::N,pirsgirêk,anliggende
280,Anzahl::N,çend,antal
281,Art::N,çeh,art
282,Stück::N,lib,stykke
283,Stück::N,parçe,stykke
284,Teil::N,parçe,del
285,Hälfte::N,nîvî,halvdel
286,Kreis::N,çemil,cirkel
287,Kreuz::N,xaç,kors
288,Kreuz::N,xaç,kryds
289,Linie::N,xezik,linie
290,Strich::N,xezik,streg
291,Abstand::N,dûrahî,afstand
292,Entfernung::N,dûrahî,afstand
293,Gegend::N,dever,egn
294,Platz::N,çih,plads
295,Ort::N,dever,sted
296,Seite::N,rûpel,side
297,Mitte::N,nav,midte
298,Mitte::N,nabênê,midte
299,Gegenstand::N,tişt,genstand
300,Sache::N,tişt,sag
301,Rand::N,kevî,rand
302,Kante::N,kevî,kant
303,Ecke::N,qunç,hjørne
304,Spitze::N,derzî,spids
305,Ende::N,talî,ende
306,Loch::N,qul,hul
307,Winkel::N,kurnîşk,vinkel
308,Muster::N,desen,mønster
309,Größe::N,mezinî,størrelse
310,Länge::N,dirêjahî,længde
311,Höhe::N,bilindayî,højde
312,Gewicht::N,giranî,vægt
313,Menge::N,qas,mængde
314,Haufen::N,lod,bunke
315,Reihe::N,rêz,række
316,Boot::N,kelek,båd
317,Ruder::N,bêrik,åre
318,Schlitten::N,xîjik,kælk
319,Schlitten::N,xîjik,slæde
320,Ski::N,lakan,ski
321,Lagerfeuer::N,agir,lejrbål
322,Last::N,bar,last
323,Last::N,bar,byrde
324,Gang::N,fîtêz,gang
325,Schritt::N,gav,skridt
326,Norden::N,bakur,nord
327,Süden::N,başur,syd
328,Westen::N,rojava,vest
329,Osten::N,rojhilat,øst
330,Holz::N,dep,træ
331,Brett::N,dep,bræt
332,Platte::N,dep,plade
333,Stütze::N,destek,støtte
334,Stange::N,sing,stang
335,Stock::N,çam,stok
336,Stab::N,qat,stav
337,Rohr::N,borî,rør
338,Haus::N,mal,hus
339,Haus::N,xanî,hus
340,Heim::N,mal,hjem
341,Ofen::N,sobe,ovn
342,Fußboden::N,binpê,gulv
343,Tisch::N,mase,bord
344,Stuhl::N,kursî,stol
345,Wiege::N,derguş,vugge
346,Bett::N,qerewêle,seng
347,Regal::N,rêbaz,reol
348,Kiste::N,sindoq,kasse
349,Fenster::N,çam,vindue
350,Fenster::N,şibeke,vindue
351,Tür::N,derî,dør
352,Tor::N,derge,port
353,Zaun::N,hejik,stakit
354,Dach::N,sere xanî,tag
355,Leiter::N,pêling,stige
356,Besen::N,melkes,kost
357,Spaten::N,mer,spade
358,Schaufel::N,bêr,skovl
359,Gabel::N,çetel,gaffel
360,Löffel::N,kevçî,ske
361,Messer::N,kêr,kniv
362,Nagel::N,bizmar,søm
363,Netz::N,tor,net
364,Haken::N,çenqel,krog
365,Griff::N,destî,tag
366,Griff::N,destî,håndtag
367,Schloss::N,qonax,lås
368,Bild::N,dimen,billede
369,Figur::N,figûr,figur
370,Puppe::N,bûk,dukke
371,Beutel::N,kîsik,pose
372,Bündel::N,pêçek,bylt
373,Bündel::N,pêçek,bundt
374,Tasche::N,bêrîk,taske
375,Eimer::N,dewl,spand
376,Deckel::N,devik,låg
377,Geschirr::N,ferax,husgeråd
378,Sack::N,tûr,sæk
379,Tasse::N,kada,kop
380,Topf::N,beroş,gryde
381,Kessel::N,şîril,kedel
382,Essen::N,xwarin,måltid
383,Nahrung::N,xwarin,mad
384,Nahrung::N,xwarin,næring
385,Speise::N,xwarin,ret
386,Fleisch::N,goşt,kød
387,Getreide::N,zad,korn
388,Brei::N,hewdêl,grød
389,Brot::N,,brød
390,Scheibe::N,parçe,skive
391,Fett::N,rûn,fedt
392,Butter::N,rûn,smør
393,Öl::N,rûn,olie
394,Salz::N,xwe,salt
395,Suppe::N,şorbe,suppe
396,Honig::N,hingiv,honning
397,Milch::N,şîr,mælk
398,Tee::N,çay,te
399,Leder::N,çerm,skind
400,Wolle::N,herî,uld
401,Stoff::N,paç,stof
402,Nadel::N,derzî,nål
403,Faden::N,ta,tråd
404,Knopf::N,bişkok,knap
405,Knoten::N,girêk,knude
406,Farbe::N,boyax,farve
407,Kleidung::N,çil,påklædning
408,Hemd::N,qutik,skjorte
409,Hemd::N,miltan,skjorte
410,Kragen::N,stûvang,krave
411,Ärmel::N,hûçik,ærme
412,Hose::N,şewel,bukser
413,Gürtel::N,qayiş,bælte
414,Mütze::N,fîno,hue
415,Schuh::N,şêkal,sko
416,Stiefel::N,gizme,støvle
417,Stiefel::N,çizme,støvle
418,Ring::N,xelek,ring
419,Band::N,band,bånd
420,Kamm::N,şeh,kam
421,Spiegel::N,eynik,spejl
422,Riemen::N,qayiş,rem
423,Schnur::N,doxin,snor
424,Leine::N,şirît,snor
425,Decke::N,bataniye,tæppe
426,Kissen::N,balgî,pude
427,Tuch::N,şar,sjaltørklæde
428,Handtuch::N,dezmal,håndklæde
429,Kraft::N,hêz,kraft
430,Kraft::N,qewet,kraft
431,Stärke::N,xurtî,styrke
432,Gesundheit::N,nojdarî,sundhed
433,Krankheit::N,nexweşî,sygdom
434,Schmerz::N,êş,smerte
435,Wunde::N,kul,sår
436,Fieber::N,ta,feber
437,Arznei::N,derman,medicin
438,Arznei::N,derman,lægemiddel
439,Brücke::N,kopî,bro
440,Brunnen::N,çal,brønd
441,Brunnen::N,kani,brønd
442,Weide::N,beyar,græsgang
443,Pfad::N,xaçirek,sti
444,Weg::N,rê,vej
445,Straße::N,rê,gade
446,Dorf::N,gund,landsby
447,Stadt::N,baçar,by
448,Brief::N,name,brev
449,Buch::N,kitêb,bog
450,Buch::N,pirtûk,bog
451,Buchstabe::N,herf,bogstav
452,Zeitung::N,rojname,avis
453,Leben::N,jiyan,liv
454,Tod::N,mirin,død
455,Grab::N,mezel,grav
456,Kirche::N,gilyas,kirke
457,Sünde::N,guneh,synd
458,Gott::N,xwedê,gud
459,Arbeiter::N,hîşçî,arbejder
460,Chef::N,bêg,chef
461,Meister::N,hoste,mester
462,Arzt::N,doktor,læge
463,Lehrer::N,mamoste,lærer
464,Geld::N,pere,penge
465,Geschäft::N,firoşgeh,forretning
466,Laden::N,dikan,butik
467,Laden::N,dikan,forretning
468,Preis::N,buha,pris
469,Ware::N,tişt,vare
470,Nutzen::N,fêde,nytte
471,Reichtum::N,serwet,rigdom
472,Welt::N,dinya,verden
473,Land::N,welat,land
474,Staat::N,dewlet,stat
475,König::N,şah,konge
476,König::N,qral,konge
477,Macht::N,qewet,magt
478,Macht::N,destihilat,magt
479,Grenze::N,kevî,grænse
480,Krieg::N,çeng,krig
481,Krieg::N,sêwaş,krig
482,Feind::N,dijmin,fjende
483,Gewalt::N,zor,vold
484,Kampf::N,şer,kamp
485,Bogen[Waffe]::N,kêvan,bue
486,Pfeil::N,çîrik,pil
487,Gewehr::N,tifing,gevær
488,Fehler::N,şaşî,fejl
489,Lüge::N,derew,løgn
490,Schaden::N,xisar,skade
491,Unglück::N,bêbextî,uheld
492,Unglück::N,bêbextî,ulykke
493,Schuld::N,suç,skyld
494,Alter::N,temen,alder
495,Schluss::N,girtin,slut
496,Schluss::N,girtin,slutning
497,Zeit::N,çax,tid
498,Tag::N,roj,dag
499,Morgen::N,sibeh,morgen
500,Mittag::N,nîro,middag
501,Abend::N,êvar,aften
502,Nacht::N,şev,nat
503,Woche::N,heftî,uge
504,Monat::N,meh,måned
505,Jahr::N,sal,år
506,Frühling::N,bihar,forår
507,Sommer::N,havîn,sommer
508,Herbst::N,payîz,efterår
509,Winter::N,zistan,vinter
510,Januar::N,çile,januar
511,Februar::N,sibat,februar
512,März::N,adar,marts
513,April::N,nîsan,april
514,Mai::N,gûlan,maj
515,Juni::N,hezîran,juni
516,Juli::N,tîmeh,juli
517,August::N,tebax,august
518,September::N,îlon,september
519,Oktober::N,çotmeh,oktober
520,November::N,mijdar,november
521,Dezember::N,kanûn,december
522,Montag::N,duşemb,mandag
523,Dienstag::N,sêşem,tirsdag
524,Mittwoch::N,çarşemb,onsdag
525,Donnerstag::N,pêşemb,torsdag
526,Freitag::N,în,fredag
527,Samstag::N,şemî,lørdag
528,Sonntag::N,yekşemb,søndag
529,groß::A,mezin,stor
530,klein::A,çûçik,lille
531,lang::A,dirêj,lang
532,kurz::A,kin,kort
533,breit::A,fireh,bred
534,schmal::A,tenik,smal
535,dicht::A,gir,tæt
536,dick[Gegenstand]::A,şîşman,tyk
537,dünn::A,zirav,tynd
538,fein::A,tenik,fin
539,fest::A,saxlem,fast
540,flach::A,pahn,flad
541,glatt::A,dûz,glat
542,glatt::A,şayîk,glat
543,hart::A,hişk,hård
544,weich::A,nerm,blød
545,rund::A,gilover,rund
546,spitz::A,pîj,spids
547,scharf::A,tûj,skarp
548,stumpf::A,ne tûj,sløv
549,stumpf::A,ne tûj,stump
550,schwer::A,giran,tung
551,schön::A,xweş,skøn
552,schön::A,xweşik,skøn
553,heiß::A,kelandî,hed
554,warm::A,germ,varm
555,kalt::A,sar,kold
556,kühl::A,jemîrî,kølig
557,frisch::A,ter,frisk
558,feucht::A,şil,fugtig
559,nass::A,şilek,våd
560,trocken::A,zuwa,tør
561,voll::A,tijî,fuld
562,leer::A,vala,tom
563,offen::A,vekirî,åben
564,geschlossen::A,asê,lukket
565,sauber::A,pakij,ren
566,schmutzig::A,lewitî,snavset
567,roh::A,xav,rå
568,reif::A,gihaştî,moden
569,lecker::A,xweş,lækker
570,süß::A,şîrîn,sød
571,bitter::A,tahl,bitter
572,sauer::A,tirş,sur
573,hell::A,ronî,lys
574,dunkel::A,tarî,mørk
575,schwarz::A,reş,sort
576,weiß::A,sipî,hvid
577,rot::A,sor,rød
578,gelb::A,zer,gul
579,blau::A,şîn,blå
580,grün::A,şîn,grøn
581,grau::A,gewr,grå
582,bunt::A,rengîn,broget
583,billig::A,erzan,billig
584,teuer::A,biha,dyr
585,wertvoll::A,hêja,værdifuld
586,wertvoll::A,giranbiha,værdifuld
587,blind::A,kor,blind
588,taub::A,kerr,døv
589,kräftig::A,gir,kraftig
590,kräftig::A,xurt,kraftig
591,stark::A,xurt,stærk
592,schwach::A,kesad,svag
593,fett::A,qelew,fed
594,schlank::A,zirav,slank
595,hübsch::A,xweşik,køn
596,böse::A,xerab,ond
597,böse::A,xerab,slem
598,böse::A,aciz,ond
599,böse::A,aciz,slem
600,dumm::A,gêj,dum
601,faul::A,têmbêl,doven
602,fleißig::A,jêhatî,flittig
603,geizig::A,destgirtî,gerrig
604,klug::A,baqil,klog
605,geschickt::A,zîrek,dygtig
606,geschickt::A,zîrek,behændig
607,geschickt::A,ziring,dygtig
608,geschickt::A,ziring,behændig
609,lieb::A,delal,rar
610,lustig::A,kêfxweş,lystig
611,sanft::A,nazenîn,blid
612,hungrig::A,birçî,sulten
613,krank::A,nexweş,syg
614,nackt::A,rût,nøgen
615,nackt::A,tazî,nøgen
616,traurig::A,xemgîn,bedrøvet
617,lebendig::A,bisaxî,levende
618,gut::A,baş,god
619,schlecht::A,xerab,dårlig
620,richtig::A,rast,rigtig
621,richtig::A,saxlem,rigtig
622,schlimm::A,nebaş,slem
623,wahr::A,rast,sand
624,alt::A,pîr,gammel
625,alt::A,kevn,gammel
626,neu::A,nû,ny
627,ehemalig::A,kevnar,forhenværende
628,ehemalig::A,peşidar,forhenværende
629,alt[Lebewesen]::A,pîr,gammel
630,jung::A,xort,ung
631,arm::A,feqîr,fattig
632,arm::A,desteng,fattig
633,reich::A,dewlemend,rig
634,bekannt::A,naskirî,kendt
635,berühmt::A,navdar,berømt
636,fremd::A,xerîb,fremmed
637,verschieden::A,çîhê,forskellig
638,nah::A,nêzîk,nær
639,fern::A,dûr,fjern
640,linker::A,çepê,venstre
641,rechter::A,rastê,højre
642,anderer::A,yê din,anden
643,erster::A,yekemîn,første
644,zweiter::A,duda,anden
645,dritter::A,sisêya,tredje
646,letzter::A,paşîn,sidste
647,allein::ADV,tenê,alene
648,auf einmal::ADV,jar kê,på én gang
649,zusammen::ADV,tev,sammen
650,zusammen::ADV,bi hev re,sammen
651,lange::ADV,dirêj,længe
652,plötzlich::ADV,ji nişkave,pludselig
653,sofort::ADV,yekser,straks
654,später::ADV,paşiyê,senere
655,jetzt::ADV,nuha,nu
656,heute::ADV,îro,i dag
657,morgen::ADV,sibeh,i morgen
658,bald::ADV,nêzîk,snart
659,dann::ADV,paşê,så
660,gestern::ADV,do,i går
661,einst::ADV,jar ke,engang
662,damals::ADV,hîngî,dengang
663,danach::ADV,piştra,derefter
664,vorher::ADV,pîşî,før
665,vorher::ADV,pîşî,forud
666,zuerst::ADV,bere,først
667,einmal::ADV,çarik,en gang
668,manchmal::ADV,çarna,sommetider
669,oft::ADV,gelek çaran,ofte
670,immer::ADV,daîm,altid
671,niemals::ADV,tu çar,aldrig
672,hier::ADV,li vir,her
673,hierhin::ADV,vir,hid
674,hierhin::ADV,vir,herhen
675,von hier::ADV,ji vir,herfra
676,dort::ADV,li wê derê,der
677,dorthin::ADV,wêda,derhen
678,geradeaus::ADV,rastê rast,lige ud
679,vorwärts::ADV,ber bi pêş,fremad
680,rückwärts::ADV,paşpê,baglæns
681,zurück::ADV,paşdo,tilbage
682,zurück::ADV,paşvê,tilbage
683,unten::ADV,jêrî,nede
684,unten::ADV,jêrî,forneden
685,hinab::ADV,berjêr,ned
686,hinab::ADV,berjêr,nedad
687,oben::ADV,banî,oppe
688,oben::ADV,banî,ovenpå
689,hinauf::ADV,banî,op
690,hinauf::ADV,banî,opad
691,überall::ADV,li her derê,overalt
692,nicht::ADV,ne,ikke
693,nicht::ADV,nîn,ikke
694,nicht::ADV,tine,ikke
695,ein wenig::ADV,hebkî,lidt
696,kaum::ADV,tema,knap
697,kaum::ADV,tema,næppe
698,kaum::ADV,himangi,knap
699,kaum::ADV,himangi,næppe
700,sehr::ADV,gelek,meget
701,so::ADV,weha,så
702,noch::ADV,hêj,endnu
703,noch::ADV,dîsa,endnu
704,nur::ADV,tenê,kun
705,nur::ADV,tenê,bare
706,nur::ADV,bes,kun
707,nur::ADV,bes,bare
708,schon::ADV,hew,alt
709,schon::ADV,hew,allerede
710,wieder::ADV,jar din,igen
711,wieder::ADV,dîsa,igen
712,vergebens::ADV,deya çun,forgæves
713,vergebens::ADV,îfleh bûn,forgæves
714,vor::PRP,li ber,foran
715,vor::PRP,li ber,uden for
716,hinter::PRP,li pişt,bag
717,hinter::PRP,li pişt,bagved
718,unter::PRP,li bin,under
719,durch::PRP,kura,gennem
720,durch::PRP,kura,igennem
721,neben::PRP,li ba,ved siden af
722,zwischen::PRP,nabeyne,mellem
723,zwischen::PRP,di nav...da,mellem
724,wegen::PRP,ji bo,på grund af
725,wegen::PRP,ji ber,på grund af
726,dies::PRN,ev,dette
727,das::PRN,ev,det
728,alles::PRN,hemû,alt
729,ich::PRN,ez,jeg
730,du::PRN,tu,du
731,er::PRN,wî,han
732,wir::PRN,êm,vi
733,ihr::PRN,hûn,I
734,sie::PRN,we,de
735,was::FPRN,çi,hvad
736,wer::FPRN,ki,hvem
737,wo::FADV,li ku dere,hvor
738,wohin::FADV,li ku dere,hvorhen
739,wie::FADV,çawa,hvordan
740,warum::FADV,çima,hvorfor
741,wieviel::FNUM,çend,hvor meget
742,eins::NUM,yek,én
743,zwei::NUM,didu,to
744,drei::NUM,sisê,tre
745,vier::NUM,çar,fire
746,fünf::NUM,penç,fem
747,sechs::NUM,şeş,seks
748,sieben::NUM,heft,syv
749,acht::NUM,heşt,otte
750,neun::NUM,neh,ni
751,zehn::NUM,deh,ti
752,elf::NUM,yazdeh,elleve
753,zwölf::NUM,diwazdeh,tolv
754,zwanzig::NUM,bîst,tyve
755,dreißig::NUM,sih,tredive
756,vierzig::NUM,çil,fyrre
757,vierzig::NUM,çil,fyrretyve
758,fünfzig::NUM,pençi,halvtreds
759,sechzig::NUM,şêst,tres
760,siebzig::NUM,heftê,halvfjerds
761,achtzig::NUM,heştê,firs
762,neunzig::NUM,nod,halvfems
763,hundert::NUM,sêd,hundrede
764,tausend::NUM,hezar,tusind
765,und::CNJ,û,og
766,oder::CNJ,an,eller
767,oder::CNJ,yan,eller
768,stehen::V,sekinîn,stå
769,sitzen::V,rûniştin,sidde
770,liegen::V,paldan,ligge
771,hängen::V,darve kirin,hænge
772,werden::V,bûn,blive
773,passieren::V,hatin holê,ske
774,passieren::V,hatin holê,hænde
775,passieren::V,hatin serê kesî,ske
776,passieren::V,hatin serê kesî,hænde
777,beginnen::V,li dest pêkirin,begynde
778,enden::V,xalas bû,ende
779,wechseln::V,guherandin,veksle
780,wechseln::V,dêgiş kirin,veksle
781,aufgehen[Sonne]::V,hilatin,gå op
782,aufgehen[Sonne]::V,hilatin,stå op
783,untergehen[Sonne]::V,çun ava,gå ned
784,scheinen[Sonne]::V,şewk de,skinne
785,donnern::V,gire-gir,tordne
786,wehen::V,ba le de,blæse
787,strömen::V,xwe girtin,strømme
788,fließen::V,herikîn,flyde
789,sich drehen::V,xwe zivirandin,dreje sig
790,schwanken::V,hejandin,vakle
791,schwingen::V,libakirin,svinge
792,fallen::V,ketin,falde
793,brennen::V,şewitîn,brænde
794,rauchen::V,kişandin,ryge
795,regnen::V,bahran tê,regne
796,gefrieren::V,qefilandin,fryse
797,tauen::V,helandin,tø
798,schmelzen::V,helandin,smelte
799,trocknen::V,zuwabûn,tørre
800,sieden::V,kelîn,koge
801,faulen::V,xerabûn,rådne
802,verfaulen::V,xerabûn,rådne
803,reißen::V,jêkirin,briste
804,versinken::V,xerq bûn,synke
805,versinken::V,xerq bûn,synke ned
806,vergehen::V,derbas bûn,forløbe
807,erscheinen::V,peyda bûn,vise sig
808,verschwinden::V,wendabûn,forsvinde
809,sinken::V,noq bûn,synke
810,abnehmen::V,kêm bûn,aftage
811,zunehmen::V,qelew bûn,tiltage
812,steigen::V,hildan,stige
813,wachsen::V,mezin bûn,gro
814,wachsen::V,mezin bûn,vokse
815,glänzen::V,biriqîn,glinse
816,funkeln::V,çikisîn,tindre
817,lärmen::V,guşîn,larme
818,läuten::V,lê de,ringe
819,klingeln::V,sîl dan,ringe
820,klingeln::V,ringerin,ringe
821,klirren::V,zingzing hat,klirre
822,brausen::V,guşîn,bruse
823,rauschen::V,guşîn,suse
824,klingen::V,deng pe ketin,lyde
825,klingen::V,deng pe ketin,klinge
826,bellen::V,kewtîn,gø
827,heulen::V,ûrîn,hyle
828,blasen::V,puf kirin,blæse
829,pfeifen::V,fîkandin,fløjte
830,schreien::V,qîrîn,skrige
831,stöhnen::V,nalîn,stønne
832,zittern::V,hejîn,dirre
833,zittern::V,hejîn,skælve
