,Concept_ID,xal,myv
65,Himmel::N,теңгр,менель
66,Sonne::N,нарн,чи
67,Mond::N,сар,ков
68,Stern::N,одн,теште
69,Luft::N,аһар,кошт
70,Wind::N,салькн,варма
71,Welle::N,дольган,толкун
72,Wasser::N,усн,ведь
73,Stein::N,чолун,кев
74,Boden::N,Һазр,мода
75,Erde::N,Һазр,мастор
76,Staub::N,тоосн,пуль
77,Rauch::N,утан,качамо
78,Funke::N,очн,сятко
79,Feuer::N,һал,тол
80,Licht::N,герл,валдо
81,Schatten::N,сүүдр,сулей
82,Schatten::N,сүүдр,сулейкс
83,Wetter::N,теңгр,ушо
84,Nebel::N,будн,сув
85,Wolke::N,үүлн,пель
86,Regen::N,хур,пиземс
87,Schnee::N,цасн,лов
88,Eis::N,мөсн,эй
89,Frost::N,киитн,кельме
90,Kälte::N,киитн,якшамо
91,Hitze::N,халун,пси
92,Raureif::N,цаң,лекш
93,Raureif::N,кирү,лекш
94,Regenbogen::N,солңһ,пурьгинечирьке
95,Regenbogen::N,солңһ,пурьгинеёнкс
96,Donner::N,оһтрһун дун,пурьгине
97,Strömung::N,урсхл,чудема
98,Strömung::N,урсхл,чудевкс
99,Tropfen::N,дусал,петнявкс
100,Schaum::N,көөсн,чов
101,Schmutz::N,кир,рудаз
102,See::N,нур,эрьке
103,Sumpf::N,унул,чей
104,Moor::N,улм,чей
105,Wiese::N,хадлһн,луга
106,Wald::N,ө-модн,вирь
107,Hügel::N,толһа,губорь
108,Hügel::N,толһа,пандыне
109,Anhöhe::N,хамр,губорь
110,Anhöhe::N,хамр,пандыне
111,Berg::N,уул,пандо
112,Gipfel::N,ора,пря
113,Höhle::N,хадин көндә,пещера
114,Abhang::N,ташу,пандочама
115,Quelle::N,булг,ушодкс
116,Bach::N,һооҗур,чудикерькс
117,Fluss::N,һол,лей
118,Ufer::N,көвә,чире
119,Küste::N,көвә,лейчире
120,Küste::N,теңгсин көвә,лейчире
121,Festland::N,хүүрә һазр,мода
122,Meer::N,теңгс,моря
123,Bucht::N,цекә,усия
124,Bucht::N,теңгсин цекә,усия
125,Insel::N,арл,усия
126,Blume::N,цецг,цеця
127,Gras::N,ноһан,тикше
128,Wurzel::N,уңг,юр
129,Wurzel::N,уңг,ундокс
130,Baum::N,модн,чувто
131,Stamm::N,шилв,рунго
132,Stamm::N,һол модн,рунго
133,Rinde::N,көрсн,суд
134,Rinde::N,көрсн,керь
135,Ast::N,ац,морго
136,Zweig::N,ац,тарад
137,Blatt::N,хамтхасн,лопа
138,Birke::N,хусм модн,килей
139,Kiefer[Baum]::N,шар харһа,пиче
140,Weide[Baum]::N,удн,каль
141,Tanne::N,җөөлн цаһан модн,куз
142,Horn::N,өвр,сюро
143,Feder::N,өрвлг,толга
144,Fell::N,арсн,пона
145,Flügel::N,җивр,сёлмо
146,Klaue::N,хумсн,кенже
147,Kralle::N,тавг,кенже
148,Schwanz::N,сүл,пуло
149,Ei::N,өндгн,ал
150,Nest::N,үр,пизэ
151,Bau::N,нүкн,варя
152,Bau::N,нүкн,пизе
153,Tier::N,мал,ракша
154,Herde::N,сүрг мал,стада
155,Kuh::N,үкр,скал
156,Bulle::N,бух,бука
157,Pferd::N,мөрн,лишме
158,Schaf::N,хөн,реве
159,Schwein::N,һаха,туво
160,Hund::N,ноха,пине
161,Hund::N,ноха,киска
162,Katze::N,мис,псака
163,Bär::N,аю,овто
164,Eichhörnchen::N,кермн,ур
165,Elch::N,хандһа,сярдо
166,Fuchs::N,арат,ривезь
167,Hase::N,туула,нумоло
168,Maus::N,хулһн,чеерь
169,Wolf::N,чон,верьгиз
170,Vogel::N,шовун,нармунь
171,Schwarm::N,зел,полк
172,Schwarm::N,зел,стада
173,Huhn::N,така,сараз
174,Hahn::N,эр така,атякш
175,Gans::N,һалун,гала
176,Gans::N,һалун,мацей
177,Adler::N,һәрд,куцькан
178,Adler::N,һәрд,тумоатякш
179,Ente::N,нуһсн,яксярго
180,Eule::N,һурвлһ,корж
181,Kranich::N,тоһрун,карго
182,Krähe::N,шаазһа,варака
183,Kuckuck::N,эргин хуцдг,куко
184,Schwan::N,хун,локсей
185,Fisch::N,заһсн,кал
186,Barsch::N,шүрг,окунь
187,Hecht::N,цурх,щука
188,Schlange[Tier]::N,моһа,гуй
189,Wurm::N,өтн,сукс
190,Spinne::N,аралҗн,шанжав
191,Ameise::N,шорһлҗн,коткудав
192,Laus::N,бөөсн,сий
193,Mücke::N,бөкүн,сеське
194,Fliege::N,батхн,карво
195,Schmetterling::N,эрвәкә,нимиляв
196,Beere::N,бөөлҗрһн,умарь
197,Apfel::N,альмн,умарь
198,Pilz::N,теңгрин ки,панго
199,Zwiebel::N,мәңгрснә толһа,чурька
200,Saat::N,буудян экн,видьметь
201,Korn::N,экн,сюро
202,Heu::N,өвсн,тикше
203,Schale::N,хальсн,кедь
204,Schale::N,хальсн,ваткавкс
205,Grube::N,нүкн,латко
206,Falle::N,урх,тувор
207,Falle::N,урх,кундамка
208,Falle::N,хавх,тувор
209,Falle::N,хавх,кундамка
210,Schlinge::N,бүтү,килькш
211,Spur::N,мөр,челькс
212,Spur::N,мөр,пильгеки
213,Asche::N,үмсн,кулов
214,Dreck::N,бальчг,рудаз
215,Eisen::N,төмр,кшни
216,Gold::N,алтн,сырне
217,Silber::N,мөңгн,сия
218,Silber::N,цаһан мөңгн,сия
219,Kohle::N,нүүрсн,сэдь
220,Kohle::N,нүүрсн,уголия
221,Glas::N,шил,сулика
222,Lehm::N,шавр,сёвонь
223,Sand::N,элсн,човар
224,Mensch::N,күн,ломань
225,Mensch::N,күмн,ломань
226,Mann::N,эр,аля
227,Mann::N,эр,цёраломань
228,Frau::N,күүкд күн,ава
229,Kind::N,үрн,эйкакш
230,Junge::N,көвүн,цёрыне
231,Mädchen::N,бичкн күүкн,тейтерне
232,Familie::N,бүл,семия
233,Großvater::N,өвк эцк,покштя
234,Großvater::N,наһц эцк,покштя
235,Großmutter::N,эмг эк,баба
236,Großmutter::N,наһц эк,баба
237,Eltern::N,эк эцк хойр,тетят-ават
238,Vater::N,эцк,тетя
239,Mutter::N,эк,ава
240,Sohn::N,көвүн,цёра
241,Tochter::N,күүкн,тейтерь
242,Bruder::N,дү көвүн,леля
243,Bruder::N,дү көвүн,ялакс
244,Schwester::N,эгч,сазор
245,Schwester::N,дү күүкн,сазор
246,Onkel::N,авһ,леля
247,Onkel::N,наһцх,леля
248,Tante::N,наһц эгч,патя
249,Ehemann::N,залу,мирде
250,Ehefrau::N,гергн,ни
251,Freude::N,байр,кеняркс
252,Gelächter::N,инәдн,ракамо
253,Gelächter::N,инәдн,пейдема
254,Glück::N,җирһл,уцяска
255,Glück::N,сәәхн җирһл,уцяска
256,Kummer::N,зовлң,рискс
257,Kummer::N,зовлң,мелявкс
258,Wunsch::N,дурн,мель
259,Wunsch::N,дурн,бажамо
260,Lust::N,җилвтлһн,бажамо
261,Geist::N,зөрг,ойме
262,Gedanke::N,ухан,мель
263,Gedächtnis::N,чееҗин тодлвр,мель
264,Verstand::N,ухан,прев
265,Sinn::N,учр-утх,толк
266,Sinn::N,учр-утх,смысла
267,Grund::N,учр,тувтал
268,Grund::N,шалтан,тувтал
269,Wahrheit::N,үнн,видечи
270,Gespräch::N,күүндвүр,кортнема
271,Märchen::N,тууль,ёвкс
272,Erzählung::N,келвр,ёвтнема
273,Nachricht::N,медүллһн,куля
274,Neuigkeit::N,зәңг,куля
275,Name::N,нерн,лем
276,Rätsel::N,тәәлвртә тууль,содамоёвкс
277,Rede::N,келлһн,кортамо
278,Sprache::N,келн,кель
279,Stimme::N,дун,ваигель
280,Wort::N,үг,вал
281,Zeichen::N,темдг,теште
282,Ruf::N,дуудлһн,тердема
283,Lärm::N,шууган,шалнома
284,Laut::N,ә,вайгель
285,Ton::N,дун,гайнема
286,Lied::N,дун,моро
287,Ruhe::N,амулң,оймамо
288,Leute::N,әмтн,ломанть
289,Volk::N,улс,народ
290,Arbeit::N,көдлмш,тев
291,Gast::N,гиич,инже
292,Geschenk::N,белг,казне
293,Spiel::N,наадн,налксема
294,Gesellschaft::N,олн,община
295,Hilfe::N,нөкд,лездамо
296,Freund::N,иньг,оя
297,Freund::N,иньг,ялга
298,Kamerad::N,үр,оя
299,Kamerad::N,үр,ялга
300,Angelegenheit::N,керг,тев
301,Anzahl::N,то,ламоксчи
302,Art::N,зүүл,вид
303,Stück::N,хусг,пакш
304,Stück::N,хусг,пелькс
305,Teil::N,хүв,часть
306,Teil::N,хүв,пелькс
307,Hälfte::N,өрәл,пель
308,Hälfte::N,өрәл,пелькс
309,Kreis::N,төгрг,кирькс
310,Kreuz::N,кирс,крёст
311,Linie::N,зурасн,кикс
312,Strich::N,татасн,межа
313,Abstand::N,зә,ютко
314,Entfernung::N,һазр,ютко
315,Gegend::N,һазр,тарка
316,Gegend::N,һазр,пертьпелькс
317,Platz::N,зә,васолкс
318,Ort::N,бәәрн,тарка
319,Seite::N,тал,ён
320,Seite::N,тал,чире
321,Seite::N,хаҗу,ён
322,Seite::N,хаҗу,чире
323,Seite::N,хәврһ,ён
324,Seite::N,хәврһ,чире
325,Mitte::N,дунд,куншка
326,Gegenstand::N,юмн,предмет
327,Sache::N,юмн,тев
328,Sache::N,юмн,веща
329,Rand::N,зах,пе
330,Rand::N,зах,чире
331,Kante::N,ирмәг,ирдез
332,Ecke::N,өнцг,ужо
333,Spitze::N,үзүр,пряне
334,Spitze::N,үзүр,пе
335,Ende::N,үзүр,пе
336,Loch::N,хаһрха,варя
337,Winkel::N,булң,ужо
338,Muster::N,намч,сёрма
339,Größe::N,кемҗән,сэрь
340,Größe::N,кемҗән,покшолма
341,Länge::N,ут,кувалмо
342,Höhe::N,өндр,сэрь
343,Höhe::N,өндр,пандо
344,Gewicht::N,күнд,сталмо
345,Gewicht::N,чиңнүр,сталмо
346,Menge::N,ик,лововкс
347,Haufen::N,ова,мар
348,Haufen::N,ова,валявкс
349,Reihe::N,зерг,ряд
350,Reihe::N,зерглән,ряд
351,Boot::N,оңһц,венч
352,Ruder::N,хәәв,милё
353,Schlitten::N,цан,нурдт
354,Ski::N,лыҗ,сокс
355,Lagerfeuer::N,костёр,толбандя
356,Last::N,күнд,сталмо
357,Last::N,күнд,кандома
358,Gang::N,йовлһн,молема
359,Gang::N,йовлһн,якамо
360,Schritt::N,ишкм,эскелькс
361,Norden::N,ар үзг,якшамо ёнкс
362,Süden::N,өмн,лембе ёнкс
363,Süden::N,өмн үзг,лембе ёнкс
364,Westen::N,барун,чивалгома
365,Westen::N,барун үзг,чивалгома
366,Osten::N,зүн,чилисема
367,Osten::N,зүн үзг,чилисема
368,Holz::N,модн,чувто
369,Brett::N,харһа,лаз
370,Platte::N,хавтха чолун,плита
371,Stütze::N,тулг,неже
372,Stange::N,уньн,олга
373,Stock::N,модн,мандо
374,Stab::N,шуург,олога
375,Rohr::N,турва,турба
376,Haus::N,гер,кудо
377,Heim::N,гер-бул,кудо
378,Ofen::N,беш,каштомо
379,Fußboden::N,девскр,киякс
380,Tisch::N,ширә,столь
381,Stuhl::N,стул,стул
382,Wiege::N,өлгә,лавсь
383,Wiege::N,өлгә,нурямот
384,Wiege::N,дүүҗң,лавсь
385,Wiege::N,дүүҗң,нурямот
386,Bett::N,орн,ацамо
387,Bett::N,орндг,ацамо
388,Regal::N,таг,лався
389,Regal::N,таг,лавсяланго
390,Regal::N,тәвц,лався
391,Regal::N,тәвц,лавсяланго
392,Kiste::N,яршг,горобия
393,Kiste::N,яршг,сундук
394,Fenster::N,терз,вальма
395,Tür::N,үүдн,кенкш
396,Tor::N,үүдн,ортат
397,Tor::N,өргн үүдн,ортат
398,Tor::N,хашан үүдн,ортат
399,Zaun::N,хаша,пирявт
400,Zaun::N,хаша,пирвякс
401,Dach::N,деевр,кудопря
402,Leiter::N,шат,кузтема
403,Leiter::N,давшур,кузтема
404,Besen::N,сәвүр,тенсть
405,Spaten::N,күрз,койме
406,Schaufel::N,совг,кече
407,Schaufel::N,совг,келей койме
408,Gabel::N,серә,сянгине
409,Löffel::N,ухр,пенч
410,Messer::N,утх,пеель
411,Nagel::N,хадасн,эске
412,Netz::N,гөлм,алтыма
413,Haken::N,дегә,кечказ
414,Griff::N,иш,кедне
415,Griff::N,бәрүл,кедне
416,Schloss::N,оньс,замок
417,Schloss::N,оньс,панжома
418,Bild::N,зург,картина
419,Figur::N,фигур,рунго
420,Puppe::N,наадһа,няка
421,Beutel::N,мишг,кескав
422,Bündel::N,багла,керькс
423,Bündel::N,боодһа,керькс
424,Tasche::N,сумк,юдма
425,Eimer::N,суулһ,ведра
426,Deckel::N,бүркәсн,велькс
427,Geschirr::N,сав,кедьге
428,Geschirr::N,сав-сарх,кедьге
429,Sack::N,мишг,кескав
430,Tasse::N,ааһ,чакш
431,Topf::N,кастрюль,кастрюля
432,Kessel::N,хәәсн,котёл
433,Essen::N,зоогллһн,ярсамо
434,Nahrung::N,теҗәл,ярсамопель
435,Speise::N,хот,ярсамопель
436,Fleisch::N,махн,сывель
437,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,сюро
438,Brei::N,хаш,каша
439,Brot::N,өдмг,кши
440,Scheibe::N,зүсм,кочом
441,Scheibe::N,зүсм,сускомо
442,Fett::N,өөкн,куя
443,Butter::N,тосн,ой
444,Öl::N,тосн,ой
445,Salz::N,давсн,сал
446,Suppe::N,шөлн,ям
447,Honig::N,бал,медь
448,Milch::N,үсн,ловсо
449,Tee::N,цә,чай
450,Leder::N,арсн,киське
451,Wolle::N,утцн,пона
452,Wolle::N,эд,пона
453,Stoff::N,эд,коцт
454,Nadel::N,зүн,салмукс
455,Faden::N,утцн,суре
456,Knopf::N,товч,пов
457,Knoten::N,зәңгдә,сюлмо
458,Farbe::N,будг,артомапель
459,Kleidung::N,хувцн,оршамот
460,Kleidung::N,хувц-хунр,оршамот
461,Hemd::N,киилг,панар
462,Kragen::N,зах,сиве
463,Ärmel::N,ханцн,ожа
464,Hose::N,шалвур,понкст
465,Gürtel::N,бүс,каркс
466,Mütze::N,махла,чапка
467,Schuh::N,башмгуд,туфля
468,Stiefel::N,һосн,кем
469,Ring::N,билцг,суркс
470,Band::N,лент,лента
471,Kamm::N,сам,сурсеме
472,Spiegel::N,толь,чавачамо
473,Riemen::N,бүс,кшнань каркс
474,Schnur::N,деесн,пикс
475,Leine::N,бурнтг,ведьме
476,Leine::N,нохан көтлвр,ведьме
477,Decke::N,көнҗл,вельтямо
478,Kissen::N,дер,тодов
479,Tuch::N,альчур,паця
480,Handtuch::N,полотенц,нардамо
481,Handtuch::N,һар-нүүрин альчур,нардамо
482,Kraft::N,күчн,вий
483,Stärke::N,чидл,виевчи
484,Gesundheit::N,эрүл-менд,шумбрачи
485,Krankheit::N,өвчн,орма
486,Krankheit::N,өвчн,сэредема
487,Schmerz::N,өвдлһн,сэредькс
488,Wunde::N,шав,керявкс
489,Fieber::N,безг,маштыкс
490,Arznei::N,эм,ормаменькс
491,Brücke::N,тагт,сэдь
492,Brücke::N,тагт,мадамо
493,Brunnen::N,худг,лисьма
494,Weide::N,малын идг,ракшань ванома тарка
495,Pfad::N,цувг,ян
496,Weg::N,хаалһ,ки
497,Straße::N,зам,ки
498,Dorf::N,хотн,веле
499,Stadt::N,балһсн,ош
500,Brief::N,бичг,сёрма
501,Buch::N,дегтр,книга
502,Buchstabe::N,үзг,буква
503,Zeitung::N,газет,газета
504,Leben::N,җирһл,эрямо
505,Tod::N,үкл,кулома
506,Tod::N,өңгрлһн,кулома
507,Grab::N,оршалһна нүкн,калмо
508,Kirche::N,чонҗ,церькова
509,Sünde::N,нүл,чумочи
510,Sünde::N,килнц,чумочи
511,Gott::N,бурхн,паз
512,Arbeiter::N,көдлмшч,робочей
513,Chef::N,толһач,прявт
514,Meister::N,урн,кол тевень тенця
515,Arzt::N,эмч,врач
516,Lehrer::N,багш,учитель
517,Lehrer::N,багш,тонавтыця
518,Geld::N,мөңгн,ярмак
519,Geschäft::N,көдлмш,ладязь тев
520,Laden::N,лавк,лавка
521,Preis::N,үн,питне
522,Ware::N,эд-тавр,миевкс
523,Ware::N,эд-тавр,рамавкс
524,Nutzen::N,олз,паро
525,Nutzen::N,олз,лезэ
526,Reichtum::N,зөөр,сюпавчи
527,Welt::N,орчлң,мир
528,Welt::N,орчлң,мастор ланго
529,Welt::N,делкә,мир
530,Welt::N,делкә,мастор ланго
531,Land::N,орн-нутг,мастор
532,Staat::N,государств,государства
533,König::N,хан,король
534,Macht::N,йосн,азорксчи
535,Grenze::N,меҗә,буен тешкс
536,Krieg::N,дән,война
537,Feind::N,дәәсн,душман
538,Gewalt::N,күч һарһлһн,нарьгамо
539,Kampf::N,ноолдан,тюрема
540,Kampf::N,бәрлдлһн,тюрема
541,Bogen[Waffe]::N,саадг,нал
542,Pfeil::N,сумн,нал
543,Gewehr::N,бу,ружия
544,Gewehr::N,бу,винтовка
545,Fehler::N,алдг,ильведькс
546,Fehler::N,алдг,ильведевкс
547,Lüge::N,худл,манчема
548,Lüge::N,худл,кенгелема
549,Schaden::N,хорлт,зыян
550,Unglück::N,гүрм,зыян
551,Schuld::N,гем,чумочи
552,Schuld::N,буру,чумочи
553,Alter::N,насн,шка
554,Schluss::N,чилгч,пе
555,Zeit::N,цаг,шка
556,Zeit::N,цаг,пинге
557,Tag::N,өдр,чи
558,Morgen::N,өрүн,валске
559,Mittag::N,үд,чикуншка
560,Abend::N,асхн,чокшнэ
561,Nacht::N,сө,ве
562,Woche::N,долан хонг,недля
563,Monat::N,сар,ков
564,Jahr::N,җил,ие
565,Frühling::N,хавр,тундо
566,Sommer::N,зун,кизэ
567,Herbst::N,намр,сёксь
568,Winter::N,үвл,теле
569,Januar::N,январь,якшамков
570,Februar::N,февраль,февраль
571,März::N,март,март
572,März::N,моһа сар,март
573,April::N,апрель,апрель
574,Mai::N,май,май
575,Juni::N,июнь,июнь
576,Juni::N,мөчн сар,июнь
577,Juli::N,июль,июль
578,August::N,август,август
579,September::N,һаха сар,сентября
580,Oktober::N,октябрь,октября
581,November::N,ноябрь,ноября
582,November::N,үкр сар,ноября
583,Dezember::N,бар сар,декабря
584,Montag::N,понедельник,пондельник
585,Dienstag::N,вторник,овторник
586,Mittwoch::N,среда,серёда
587,Mittwoch::N,үлмҗ өдр,серёда
588,Donnerstag::N,четверг,цетьверьг
589,Donnerstag::N,пүрвә өдр,цетьверьг
590,Freitag::N,пятниц,пеця
591,Samstag::N,суббот,субута
592,Samstag::N,суббот,шлямочи
593,Sonntag::N,нарн өдр,недлячи
594,Sonntag::N,воскресень,недлячи
595,groß::A,ик,ине
596,groß::A,ик,покш
597,klein::A,бичкн,вишка
598,lang::A,ут,кувака
599,kurz::A,оһтр,нурькине
600,breit::A,өргн,келей
601,schmal::A,уутьхн,теине
602,dicht::A,нигт,тусто
603,dick[Gegenstand]::A,зузан,эчке
604,dünn::A,нимгн,човине
605,fein::A,нәрхн,човине
606,fest::A,бат,кеме
607,flach::A,хавтха,лапужа
608,glatt::A,тегш,валаня
609,glatt::A,тиньгр,валаня
610,hart::A,хату,калгодо
611,weich::A,җөөлн,чевте
612,weich::A,җөөлкн,чевте
613,rund::A,төгрг,кеверь
614,spitz::A,шовһр,пшти
615,scharf::A,хурц,пшти
616,stumpf::A,мука,ношка
617,schwer::A,күнд,стака
618,schön::A,сәәхн,мазый
619,heiß::A,халун,пси
620,warm::A,дулан,лембе
621,kalt::A,киитн,якшамо
622,kühl::A,серүн,экше
623,frisch::A,серүн,свежа
624,feucht::A,чиигтә,летьке
625,nass::A,чиигтә,начко
626,trocken::A,хагсу,коське
627,voll::A,дүүрң,пешксе
628,leer::A,сул,чаво
629,leer::A,хоосн,чаво
630,offen::A,секәтә,панжадо
631,offen::A,секәтә,виде
632,geschlossen::A,хаалһата,пекстазь
633,geschlossen::A,хаалһата,сёлгозь
634,sauber::A,цевр,ванькс
635,schmutzig::A,киртә,ливезев
636,roh::A,түүкә,верек
637,reif::A,болсн,кенерезь
638,lecker::A,әмтәхн,тантей
639,süß::A,әмтәхн,ламбамо
640,bitter::A,һашун,сэпей
641,bitter::A,һашута,сэпей
642,sauer::A,ишклң,чапамо
643,hell::A,герлтә,валдо
644,dunkel::A,харңһу,чопода
645,schwarz::A,хар,раужо
646,weiß::A,цаһан,ашо
647,rot::A,улан,якстере
648,gelb::A,шар,ожо
649,blau::A,көк,сэнь
650,grün::A,көк,пиже
651,grau::A,бор,шержев
652,bunt::A,алг,сёрмав
653,bunt::A,эрәтә,сёрмав
654,billig::A,кимд,аволь питней
655,teuer::A,үнтә,питней
656,wertvoll::A,үнтә,питней
657,wertvoll::A,эрднь,питней
658,blind::A,сохр,сокор
659,taub::A,дүлә,амариця
660,kräftig::A,күчтә,пек виев
661,stark::A,чаңһ,виев
662,schwach::A,күчн тату,лавшо
663,fett::A,тарһн,куя
664,schlank::A,эццн,виде ронга
665,hübsch::A,көркхн,мазый
666,böse::A,уурта,кежей
667,dumm::A,тенг,чавола
668,dumm::A,тенг,превтеме
669,faul::A,залху,нузякс
670,fleißig::A,кинән,мелень путыця
671,fleißig::A,кинмһә,мелень путыця
672,geizig::A,ховдг,скупой
673,klug::A,ухата,превей
674,geschickt::A,чадмг,маштозь теезь
675,lieb::A,эңкр,вадря
676,lustig::A,сергмҗтә,весёла
677,lustig::A,җирһлтә,весёла
678,sanft::A,номһн,сэтьме
679,hungrig::A,өлн,вачо
680,hungrig::A,харһнсн,вачо
681,krank::A,өвчтә,сэредиця
682,krank::A,шалтгта,сэредиця
683,nackt::A,нүцкн,штапо
684,traurig::A,һундлта,нусманя
685,lebendig::A,әмд,эриця
686,gut::A,сән,паро
687,schlecht::A,му,берянь
688,richtig::A,зөвтә,виде
689,schlimm::A,җигшүртә,берянь
690,wahr::A,үнн,алкуксонь
691,wahr::A,мөн,алкуксонь
692,alt::A,хуучн,ташто
693,neu::A,шин,од
694,ehemalig::A,хуучн,икелень
695,alt[Lebewesen]::A,көгшн,сыре
696,jung::A,баһ,од
697,arm::A,угатя,кажов
698,reich::A,байн,сюпав
699,bekannt::A,таньл,содавикс
700,bekannt::A,таньдг,содавикс
701,berühmt::A,туурсн,содавикс
702,fremd::A,күүнә,лия
703,fremd::A,күүнә,асодавикс
704,verschieden::A,әдл биш,эрьва
705,verschieden::A,йилһәтә,эрьва
706,nah::A,өөрхн,а васолонь
707,fern::A,хол,умонь
708,fern::A,хол,кезэрень
709,linker::A,зүн,керш
710,rechter::A,барун,вить
711,anderer::A,талдан,лия
712,erster::A,негдгч,васень
713,erster::A,негдгч,васенце
714,zweiter::A,хойрдгч,омбоце
715,dritter::A,һурвдгч,колмоце
716,letzter::A,отхн,меельце
717,allein::ADV,һанцарн,башка
718,allein::ADV,һанцарн,ськамонзо
719,auf einmal::ADV,нег дәкҗ,вейсэ
720,zusammen::ADV,хамдан,вейс
721,zusammen::ADV,хамдан,вейсэ
722,lange::ADV,удан,кувать
723,plötzlich::ADV,генткн,апак учо
724,sofort::ADV,дарунь,курок
725,sofort::ADV,дарунь,нейке
726,später::ADV,сүүлд,мейле
727,jetzt::ADV,ода,ней
728,heute::ADV,эндр,течи
729,morgen::ADV,маңһдур,ванды
730,bald::ADV,дарунь,курок
731,dann::ADV,дәкәд,мейле
732,dann::ADV,дәкәд,седе мейле
733,gestern::ADV,өцклдүр,исяк
734,einst::ADV,нег саамд,весть
735,einst::ADV,нег саамд,зярдо-бути
736,damals::ADV,тиигхд,сестэ
737,danach::ADV,тегәд,мейле
738,danach::ADV,тегәд,седе мейле
739,vorher::ADV,урд,васняяк
740,zuerst::ADV,түрүләд,васня
741,einmal::ADV,нег дәкҗ,весть
742,manchmal::ADV,зәрмдән,лиясто
743,oft::ADV,хара биш,сеетьстэ
744,oft::ADV,хатяр биш,сеетьстэ
745,oft::ADV,дару-дарунь,сеетьстэ
746,immer::ADV,оньдинд,свал
747,niemals::ADV,кезә чмгн биш,а зярдояк
748,hier::ADV,энд,тесэ
749,hier::ADV,энүнд,тесэ
750,hierhin::ADV,нааран,тей
751,von hier::ADV,эндәс,тестэ
752,dort::ADV,тенд,тосо
753,dorthin::ADV,тиигән,тов
754,geradeaus::ADV,шуд,витьстэ
755,vorwärts::ADV,уралан,икелев
756,rückwärts::ADV,гедргән,мекев
757,zurück::ADV,хәрү,мекев
758,unten::ADV,дор,ало
759,hinab::ADV,дор,алов
760,hinab::ADV,доракшан,алов
761,oben::ADV,деер,вере
762,hinauf::ADV,өөдән,верев
763,hinauf::ADV,деер,верев
764,überall::ADV,альд болв чигн,эрьва косо
765,nicht::ADV,эс,а
766,nicht::ADV,биш,а
767,nicht::ADV,бичә,а
768,ein wenig::ADV,баахн,аламошка
769,ein wenig::ADV,баахнар,аламошка
770,kaum::ADV,әрә,ансяк
771,sehr::ADV,йир,пек
772,sehr::ADV,йир,вельть
773,so::ADV,иигҗ,истя
774,noch::ADV,ода чигн,таго
775,nur::ADV,һанцхн,ансяк
776,schon::ADV,одх,уш
777,wieder::ADV,бас,таго
778,vergebens::ADV,киидән,стяко
779,vor::PRP,урд,икеле
780,hinter::PRP,ца,вельде
781,unter::PRP,дор,ало
782,durch::PRP,ивт,пачк
783,durch::PRP,дундаһур,пачк
784,neben::PRP,хаҗуд,вакссо
785,zwischen::PRP,хоорнд,ютксо
786,wegen::PRP,көлтә,кис
787,wegen::PRP,көлтә,коряс
