,Concept_ID,be,mrj
182,Hecht::N,шчупак,нужгол
183,Schlange[Tier]::N,змяя,кӹшкы
184,Wurm::N,чарвяк,шукш
185,Spinne::N,павук,ӓнгӹремшӹ
186,Ameise::N,мурашка,кыткы
187,Laus::N,вош,ти
188,Mücke::N,камар,кужнер
189,Mücke::N,камар,кужынер
190,Fliege::N,муха,шӹнгӓ
191,Schmetterling::N,матыль,лӹпӹ
192,Beere::N,ягада,мöр
193,Apfel::N,яблык,олма
194,Pilz::N,грыб,понгы
195,Zwiebel::N,цыбуля,охыра
196,Saat::N,семя,нӱшмӹ
197,Saat::N,семя,нӱшмӱ
198,Korn::N,зерне,пӹрцӹ
199,Heu::N,сена,шуды
200,Schale::N,шалупінне,аваха
201,Schale::N,шалупінне,карлангы
202,Grube::N,яма,йӓм
203,Falle::N,пастка,лӱдӹ
204,Falle::N,пастка,лӱдӹш
205,Schlinge::N,сіло,онгы
206,Spur::N,след,кишӓ
207,Asche::N,попел,ломых
208,Asche::N,попел,ломпыж
209,Dreck::N,бруд,лявӹрӓ
210,Eisen::N,жалеза,кӹртни
211,Gold::N,золата,шöртни
212,Gold::N,золата,шöртньӹ
213,Silber::N,сребра,ши
214,Kohle::N,вугаль,шӱ
215,Glas::N,шкло,охоница
216,Lehm::N,гліна,шун
217,Sand::N,пясок,ошма
218,Mensch::N,чалавек,эдем
219,Mann::N,мужчына,пӱэргӹ
220,Frau::N,жанчына,ӹдӹрӓмӓш
221,Kind::N,дзіця,ӓзӓ
222,Kind::N,дзіця,шачшы
223,Junge::N,хлопчык,рвезӹ
224,Junge::N,хлопчык,ӹрвезӹ
225,Mädchen::N,дзяўчынка,ӹдӹрӓш
226,Familie::N,сямʼя,йиш
227,Familie::N,сямʼя,семня
228,Großvater::N,дзядуля,тьоти
229,Großmutter::N,бабуля,папа
230,Eltern::N,бацькі,ӓтя-ӓвӓ
231,Vater::N,бацька,ӓтя
232,Mutter::N,маці,ӓвӓ
233,Sohn::N,сын,эргӹ
234,Tochter::N,дачка,ӹдӹр
235,Bruder::N,брат,ӹза
236,Schwester::N,сястра,ӓкӓ
237,Onkel::N,дзядзька,кугуза
238,Tante::N,цётка,куака
239,Ehemann::N,муж,мары
240,Ehefrau::N,жонка,вӓтӹ
241,Freude::N,радасць,ӹвӹртӹмӓш
242,Gelächter::N,смех,ваштылмаш
243,Glück::N,шчасце,пиӓл
244,Kummer::N,гора,ясы
245,Wunsch::N,жаданне,охата
246,Wunsch::N,жаданне,шанымаш
247,Lust::N,цяга,шӓр
248,Lust::N,цяга,охата
249,Lust::N,цяга,шанымаш
250,Geist::N,дух,тух
251,Gedanke::N,думка,шанымаш
252,Gedächtnis::N,памяць,ӓш
253,Verstand::N,розум,ыш
254,Sinn::N,сэнс,кын
255,Grund::N,зачэпка,вир
256,Wahrheit::N,праўда,тöр
257,Gespräch::N,размова,хытырымаш
258,Märchen::N,казка,ямак
259,Erzählung::N,расказ,шайыштмаш
260,Erzählung::N,апавяданне,шайыштмаш
261,Nachricht::N,вестка,увертӓрӹмӓш
262,Nachricht::N,паведамленне,увертӓрӹмӓш
263,Neuigkeit::N,навіна,увер
264,Name::N,імя,лӹм
265,Rätsel::N,загадка,тышты
266,Rede::N,прамова,шая
267,Rede::N,прамова,шамак
268,Sprache::N,мова,йӹлмӹ
269,Stimme::N,голас,юк
270,Wort::N,слова,шамак
271,Zeichen::N,знак,палӹ
272,Ruf::N,кліч,сӹгӹрӹмӓш
273,Lärm::N,шум,юкланымащ
274,Laut::N,гук,юк
275,Ton::N,гучанне,юк
276,Lied::N,песня,мыры
277,Ruhe::N,спакой,тыр
278,Leute::N,людзі,эдемвлӓ
279,Volk::N,народ,халык
280,Arbeit::N,праца,пӓшӓ
281,Arbeit::N,работа,пӓшӓ
282,Gast::N,госць,хына
283,Geschenk::N,падарунак,подарка
284,Spiel::N,гульня,мадыш
285,Gesellschaft::N,таварыства,йӓл
286,Gesellschaft::N,таварыства,йӓлвлӓ
287,Hilfe::N,дапамога,палшык
288,Freund::N,друг,тӓнг
289,Freund::N,сябар,тӓнг
290,Kamerad::N,прыяцель,тос
291,Angelegenheit::N,справа,дела
292,Angelegenheit::N,справа,йела
293,Angelegenheit::N,справа,йыла
294,Angelegenheit::N,справа,пӓшӓ
295,Anzahl::N,колькасць,шот
296,Art::N,від,цӹре
297,Stück::N,кусок,лаштык
298,Stück::N,кавалак,лаштык
299,Teil::N,частка,пай
300,Teil::N,частка,часть
301,Hälfte::N,палова,пел
302,Hälfte::N,палавіна,пел
303,Kreis::N,круг,тӹртӹш
304,Kreuz::N,крыж,крестӹ
305,Linie::N,лінія,
306,Strich::N,рыса,
307,Abstand::N,прамежак,ло
308,Entfernung::N,адлегласць,ло
309,Gegend::N,мясцовасць,вӓр
310,Platz::N,месца,вӓр
311,Ort::N,месца,вӓр
312,Seite::N,бок,öрдӹж
313,Mitte::N,сярэдзіна,ло
314,Gegenstand::N,прадмет,хӓдӹр
315,Sache::N,рэч,хӓдӹр
316,Rand::N,край,шöр
317,Kante::N,руб,шöр
318,Kante::N,кант,шöр
319,Ecke::N,вугал,лык
320,Spitze::N,кончык,вуй
321,Ende::N,канец,вуй
322,Ende::N,канец,мычаш
323,Loch::N,дзірка,ыраж
324,Winkel::N,вугал,лык
325,Muster::N,узор,тӹрлец
326,Größe::N,памер,кӱкшӹц
327,Länge::N,даўжыня,кыт
328,Höhe::N,вышыня,кӱкшӹц
329,Gewicht::N,вага,нелӹц
330,Menge::N,колькасць,шот
331,Haufen::N,куча,ара
332,Reihe::N,рад,ряд
333,Boot::N,лодка,пыш
334,Ruder::N,вясло,вешлӓ
335,Schlitten::N,сані,тир
336,Ski::N,лыжа,ечӹ
337,Lagerfeuer::N,вогнішча,тыл
338,Last::N,цяжар,нелӹц
339,Gang::N,ход,ход
340,Schritt::N,шаг,ашкыл
341,Schritt::N,крок,ашкыл
342,Norden::N,поўнач,йыдпелвел
343,Süden::N,поўдзень,кечӹвӓлвел
344,Westen::N,захад,кечӹ шӹцмӹ
345,Osten::N,усход,ирвел
346,Osten::N,усход,кечӹ лӱлтмӹ
347,Holz::N,дрэва,пушӓнгӹ
348,Holz::N,драўніна,пушӓнгӹ
349,Brett::N,дошка,ханга
350,Platte::N,пліта,плитӓ
351,Stütze::N,падпорка,цӓрӓк
352,Stange::N,жэрдка,равы
353,Stange::N,жэрдка,намаш
354,Stock::N,палка,панды
355,Stab::N,шост,равы
356,Rohr::N,труба,пыч
357,Haus::N,дом,пöрт
358,Heim::N,дом,пöрт
359,Heim::N,хата,пöрт
360,Ofen::N,печ,камака
361,Fußboden::N,падлога,седӹрӓ
362,Tisch::N,стол,стöл
363,Stuhl::N,стул,пöкен
364,Stuhl::N,крэсла,пöкен
365,Wiege::N,калыска,шипкӓ
366,Bett::N,ложак,койка
367,Bett::N,ложак,кравать
368,Bett::N,пасцель,койка
369,Bett::N,пасцель,кравать
370,Regal::N,паліца,полицӓ
371,Kiste::N,скрынка,шӱ́ндӹк
372,Fenster::N,акно,окня
373,Tür::N,дзверы,амаса
374,Tor::N,вароты,хапка
375,Zaun::N,агароджа,забор
376,Dach::N,дах,левӓш
377,Leiter::N,лесвіца,ташкалтыш
378,Besen::N,мятла,сало
379,Besen::N,мятла,салко
380,Spaten::N,лапата,кольмы
381,Spaten::N,жалязняк,кольмы
382,Schaufel::N,шуфлік,лоток
383,Schaufel::N,лапатка,лоток
384,Gabel::N,відэлец,ви́лка
385,Löffel::N,лыжка,савала
386,Messer::N,нож,кӹзӹ
387,Nagel::N,цвік,пыда
388,Netz::N,сетка,вӓпш
389,Haken::N,крук,крӱк
390,Haken::N,крук,кагак
391,Griff::N,ручка,кычем
392,Schloss::N,замок,замок
393,Schloss::N,замок,сыравач
394,Bild::N,карціна,картин
395,Figur::N,фігура,кӓн
396,Puppe::N,лялька,поханя
397,Beutel::N,мяшок,мешӓк
398,Bündel::N,вязка,топ
399,Bündel::N,вязка,пидӹш
400,Bündel::N,вязка,кӹлдӹш
401,Tasche::N,торба,сумкы
402,Eimer::N,вядро,ведӹрӓ
403,Deckel::N,накрыўка,комдыш
404,Geschirr::N,пасуда,ӓтӹ
405,Sack::N,мех,мешӓк
406,Tasse::N,кубак,цӓшкӓ
407,Topf::N,каструля,ми́ска
408,Kessel::N,кацёл,пад
409,Essen::N,ежа,качкыш
410,Essen::N,ежа,качкыш-йӱш
411,Nahrung::N,харч,качкыш
412,Nahrung::N,харч,качкыш-йӱш
413,Speise::N,страва,няня
414,Fleisch::N,мяса,пай
415,Getreide::N,збожжа,киндӹ
416,Brei::N,каша,шӹрӓш
417,Brot::N,хлеб,сыкыр
418,Scheibe::N,луста,ламыт
419,Scheibe::N,луста,лаштык
420,Scheibe::N,скібка,ламыт
421,Scheibe::N,скібка,лаштык
422,Fett::N,тлушч,кая
423,Butter::N,масла,ӱ
424,Öl::N,алей,ӱ
425,Salz::N,соль,санзал
426,Suppe::N,суп,лем
427,Honig::N,мёд,мӱ
428,Milch::N,малако,шӹшер
429,Tee::N,чай,чӓй
430,Tee::N,гарбата,чӓй
431,Leder::N,скура,шарга
432,Leder::N,скура,кавашты
433,Wolle::N,воўна,миж
434,Stoff::N,тканіна,матер
435,Stoff::N,тканіна,матери
436,Nadel::N,іголка,им
437,Faden::N,нітка,шӹртӹ
438,Knopf::N,гузік,полдыш
439,Knoten::N,вузел,пӱкшем
440,Farbe::N,фарба,чиӓ
441,Farbe::N,фарба,крӓскӓ
442,Kleidung::N,адзенне,выргем
443,Hemd::N,кашуля,тыгыр
444,Kragen::N,каўнер,шӱ
445,Ärmel::N,рукаў,шокш
446,Hose::N,штаны,ялаш
447,Gürtel::N,пояс,ӹштӹ
448,Mütze::N,шапка,упш
449,Schuh::N,чаравік,ту́фльы
450,Stiefel::N,бот,кем
451,Ring::N,кольца,шӓргӓш
452,Band::N,стужка,лемтӓ
453,Kamm::N,расчоска,шерге
454,Spiegel::N,люстра,тӹгӹр
455,Riemen::N,рэмень,прӓжӓ
456,Schnur::N,вяроўка,кӓндӹра
457,Leine::N,павадок,керем
458,Decke::N,коўдра,одеял
459,Kissen::N,падушка,кӹпцӹк
460,Tuch::N,хустка,савыц
461,Handtuch::N,ручнік,шӹргӹсавыц
462,Handtuch::N,ручнік,шӹргӹмсавыц
463,Kraft::N,сіла,ви
464,Stärke::N,моц,ви
465,Gesundheit::N,здароўе,шу
466,Gesundheit::N,здароўе,шулык
467,Krankheit::N,хвароба,мыж
468,Schmerz::N,боль,карштыш
469,Wunde::N,рана,шушыр
470,Fieber::N,гарачка,ӱштӹмыж
471,Fieber::N,ліхаманка,ӱштӹмыж
472,Arznei::N,лекі,лекӓрцӹ
473,Brücke::N,мост,кӹвер
474,Brunnen::N,калодзеж,вӹдсӹнзӓ
475,Weide::N,паша,ныр
476,Pfad::N,сцежка,ялгорны
477,Weg::N,шлях,корны
478,Weg::N,дарога,корны
479,Straße::N,вуліца,корны
480,Dorf::N,вёска,сола
481,Stadt::N,горад,города
482,Brief::N,ліст,сирмӓш
483,Brief::N,пісьмо,сирмӓш
484,Buch::N,кніга,книгӓ
485,Buchstabe::N,літара,буква́
486,Zeitung::N,газета,газет
487,Zeitung::N,газета,кайзет
488,Leben::N,жыццё,житя
489,Tod::N,смерць,смöрт
490,Grab::N,магіла,шӹгер
491,Grab::N,магіла,мыгилӓ
492,Grab::N,магіла,шӹгерлӓ
493,Kirche::N,касцёл,церкӹ
494,Kirche::N,царква,церкӹ
495,Sünde::N,грэх,сулык
496,Gott::N,бог,йымы
497,Arbeiter::N,рабочы,пӓшӓзӹ
498,Chef::N,начальнік,вуй
499,Meister::N,майстар,мастар
500,Arzt::N,урач,доктор
501,Lehrer::N,настаўнік,тымдышы
502,Geld::N,грошы,окса
503,Geschäft::N,заняцце,торге́йӹмӓш
504,Laden::N,крама,лапка
505,Laden::N,крама,магазин
506,Laden::N,магазін,лапка
507,Laden::N,магазін,магазин
508,Preis::N,цана,ӓк
509,Ware::N,тавар,товар
510,Nutzen::N,выгада,пайда
511,Reichtum::N,багацце,перке
512,Welt::N,свет,сӓндӓлӹк
513,Welt::N,свет,свет
514,Land::N,краіна,сӓндӓлӹк
515,Staat::N,дзяржава,кугижӓншӹ
516,König::N,кароль,король
517,Macht::N,улада,власть
518,Grenze::N,граніца,пӹсмӓн
519,Krieg::N,вайна,вырсы
520,Feind::N,вораг,тышман
521,Gewalt::N,насілле,ви
522,Kampf::N,барацьба,кредӓлмӓш
523,Bogen[Waffe]::N,лук,янгеж
524,Pfeil::N,страла,пикш
525,Gewehr::N,ружжо,пичӓл
526,Fehler::N,памылка,самынь
527,Lüge::N,хлусня,шая
528,Schaden::N,шкода,вре́дӓ
529,Unglück::N,ліха,пёда
530,Unglück::N,ліха,тымаша
531,Unglück::N,бядота,пёда
532,Unglück::N,бядота,тымаша
533,Schuld::N,віна,вуйнамат
534,Alter::N,узрост,иӓш
535,Alter::N,узрост,игечӹ
536,Schluss::N,канец,пӹтӓртӹш
537,Zeit::N,час,веремӓ
538,Tag::N,дзень,кечӹ
539,Morgen::N,ранак,ир
540,Morgen::N,ранак,ирок
541,Morgen::N,раніца,ир
542,Morgen::N,раніца,ирок
543,Mittag::N,паўдня,кечӹвӓл
544,Mittag::N,поўдзень,кечӹвӓл
545,Abend::N,вечар,вады
546,Nacht::N,ноч,йыд
547,Woche::N,тыдзень,ӓрня
548,Monat::N,месяц,тӹ́лзӹ
549,Jahr::N,год,год
550,Frühling::N,вясна,шошым
551,Sommer::N,лета,кӓнгӹж
552,Herbst::N,восень,шӹжӹ
553,Winter::N,зіма,тел
554,Winter::N,зіма,телӹ
555,Januar::N,студзень,январ
556,Januar::N,студзень,январь
557,Februar::N,люты,февраль
558,März::N,сакавік,март
559,April::N,красавік,апрель
560,Mai::N,май,май
561,Mai::N,травень,май
562,Juni::N,чэрвень,июнь
563,Juli::N,ліпень,июль
564,August::N,жнівень,август
565,September::N,верасень,сентябрь
566,Oktober::N,кастрычнік,октябрь
567,November::N,лістапад,ноябрь
568,Dezember::N,снежань,декавыр
569,Montag::N,панядзелак,шачмы
570,Dienstag::N,аўторак,кышкыжмы
571,Mittwoch::N,серада,вӹрчегӹ
572,Donnerstag::N,чацвер,изӓрня
573,Freitag::N,пятніца,когарня
574,Samstag::N,субота,кукшыгечӹ
575,Sonntag::N,нядзеля,рушӓрня
576,groß::A,вялікі,кого
577,klein::A,маленькі,изи
578,lang::A,доўгі,кужы
579,kurz::A,кароткі,кӹтӹк
580,breit::A,шырокі,кымда
581,schmal::A,вузкі,ӓнгӹсӹр
582,dicht::A,густы,шӹре
583,dick[Gegenstand]::A,тоўсты,кӹжгӹ
584,dünn::A,тонкі,вӹцкӹж
585,fein::A,тонкі,пыльга
586,fest::A,моцны,цаткыды
587,flach::A,плоскі,тӓлякӓ
588,glatt::A,гладкі,ягылгы
589,hart::A,цвёрды,пингӹдӹ
590,weich::A,мяккі,пышкыды
591,rund::A,круглы,тӹртӹш
592,spitz::A,спічасты,кашар
593,spitz::A,востраканцовы,кашар
594,scharf::A,востры,кашар
595,stumpf::A,тупы,нӹшкӹ
596,schwer::A,цяжкі,нелӹ
597,schön::A,прыгожы,цевер
598,schön::A,прыгожы,олмыдшы
599,heiß::A,гарачы,шокшы
600,warm::A,цёплы,шокшы
601,kalt::A,холадны,ӱштӹ
602,kühl::A,халаднаваты,юалгы
603,kühl::A,халаднаваты,йонгата
604,frisch::A,свежы,йонгата
605,feucht::A,вільготны,ӹлӹкшӹ
606,feucht::A,вільготны,вӹдӹжгӹ
607,nass::A,мокры,начкы
608,trocken::A,сухі,кукшы
609,voll::A,поўны,темшӹ
610,voll::A,поўны,темыман
611,leer::A,пусты,йӓрӓ
612,offen::A,адкрыты,виш
613,offen::A,адчынены,виш
614,geschlossen::A,закрыты,чӱчмӹ
615,geschlossen::A,закрыты,тӹкӹлӓлтшӹ
616,geschlossen::A,зачынены,чӱчмӹ
617,geschlossen::A,зачынены,тӹкӹлӓлтшӹ
618,sauber::A,чысты,ире
619,schmutzig::A,брудны,шоран
620,schmutzig::A,брудны,лявӹрӓн
621,schmutzig::A,брудны,шорангшы
622,roh::A,сыры,пеле кӱшӹ
623,reif::A,спелы,кӱшӹ
624,lecker::A,смачны,тотан
625,süß::A,салодкі,мӱӓн
626,bitter::A,горкі,качы
627,sauer::A,кіслы,шапы
628,hell::A,светлы,соты
629,hell::A,светлы,валгыды
630,dunkel::A,цёмны,пӹц
631,dunkel::A,цёмны,пӹцкемӹш
632,schwarz::A,чорны,шим
633,weiß::A,белы,ош
634,weiß::A,белы,ошы
635,rot::A,чырвоны,якшаргы
636,gelb::A,жоўты,сар
637,gelb::A,жоўты,сары
638,blau::A,сіні,симсӹ
639,grün::A,зялёны,ыжар
640,grau::A,шэры,луды
641,bunt::A,пяресты,ала
642,billig::A,танны,шулдаш
643,teuer::A,дарагі,шергӹ
644,teuer::A,дарагі,шергӓкӓн
645,wertvoll::A,цэнны,ӓкӓн
646,wertvoll::A,каштоўны,ӓкӓн
647,blind::A,сляпы,слöпöй
648,blind::A,сляпы,сльöпöй
649,taub::A,глухі,тӱтӱк
650,kräftig::A,магутны,виӓн
651,stark::A,сільны,виӓн
652,schwach::A,слабы,шава
653,schwach::A,слабы,лӹпкӓ
654,schwach::A,слабы,слабка
655,fett::A,тлусты,таза
656,schlank::A,стройны,яштака
657,hübsch::A,чароўны,сӹлнӹ
658,hübsch::A,чароўны,олмыдшы
659,böse::A,злы,шӹдӓн
660,dumm::A,дурны,окмак
661,faul::A,лянівы,ялахай
662,fleißig::A,руплівы,пӓшам яратышы
663,geizig::A,прагны,шык
664,klug::A,разумны,ышан
665,geschickt::A,умелы,мастар
666,lieb::A,мілы,тыри
667,lustig::A,вясёлы,мындыр
668,lustig::A,вясёлы,сусу
669,sanft::A,ласкавы,йӹвӹжӓ
670,hungrig::A,галодны,шужышы
671,krank::A,хворы,церлӹ
672,krank::A,хворы,хворой
673,nackt::A,голы,цӓрӓ
674,traurig::A,сумны,сы́лыкан
675,traurig::A,сумны,кымы́лдымы
676,lebendig::A,жывы,живой
677,gut::A,добры,яжо
678,schlecht::A,кепскі,уда
679,schlecht::A,кепскі,худа
680,richtig::A,правільны,вургамла
681,schlimm::A,агідны,йӹрнык
682,wahr::A,сапраўдны,настоящий
683,wahr::A,сапраўдны,настояшый
684,alt::A,стары,шонгы
685,neu::A,новы,у
686,ehemalig::A,былы,тошты
687,alt[Lebewesen]::A,стары,ӹлалшӹ
688,jung::A,малады,нöргӹ
689,jung::A,малады,молода
690,arm::A,бедны,укеӓн
691,reich::A,багаты,паян
692,reich::A,багаты,пурлыкан
693,bekannt::A,знаёмы,палӹмӹ
694,berühmt::A,славуты,лӹмлы
695,fremd::A,чужы,эдемӹн
696,verschieden::A,розны,тӹрлӹ
697,nah::A,блізкі,лишӹл
698,fern::A,далёкі,мӹндӹр
699,linker::A,левы,шалахай
700,rechter::A,правы,вургамла
701,anderer::A,іншы,вес
702,anderer::A,іншы,весӹ
703,anderer::A,другі,вес
704,anderer::A,другі,весӹ
705,erster::A,першы,икшӹ
706,erster::A,першы,икӹмшӹ
707,zweiter::A,другі,кокшы
708,dritter::A,трэці,кымшы
709,letzter::A,апошні,остатка
710,allein::ADV,сам,иктӹ
711,allein::ADV,сам,иктӹт
712,allein::ADV,адзін,иктӹ
713,allein::ADV,адзін,иктӹт
714,auf einmal::ADV,адразу,тöрöк
715,zusammen::ADV,разам,икараш
716,zusammen::ADV,разам,цымырын
717,lange::ADV,доўга,кужын
718,plötzlich::ADV,раптам,трӱк
719,sofort::ADV,зараз,полт
720,sofort::ADV,зараз,тöрöк
721,sofort::ADV,зараз,тӹшӓкок
722,später::ADV,пазней,вара
723,jetzt::ADV,цяпер,
724,heute::ADV,сёння,тагачы
725,morgen::ADV,заўтра,иргод
726,morgen::ADV,заўтра,иргодым
727,bald::ADV,хутка,чӹнь
728,bald::ADV,хутка,вӓшке
729,bald::ADV,хутка,выртышты
730,bald::ADV,неўзабаве,чӹнь
731,bald::ADV,неўзабаве,вӓшке
732,bald::ADV,неўзабаве,выртышты
733,dann::ADV,потым,пакыла
734,gestern::ADV,учора,тенгечӹ
735,einst::ADV,аднойчы,икӓнӓ
736,damals::ADV,тады,тӹнӓм
737,danach::ADV,затым,пакыла
738,vorher::ADV,раней,перви
739,zuerst::ADV,спярша,андак
740,zuerst::ADV,спачатку,андак
741,einmal::ADV,адзін раз,гӓнӓк
742,einmal::ADV,адзін раз,гӓнӓ
743,manchmal::ADV,часам,кынамжы
744,oft::ADV,часта,чӹчкӹдӹн
745,immer::ADV,заўсёды,со
746,immer::ADV,заўсёды,соок
747,niemals::ADV,ніколі,нинам
748,niemals::ADV,ніколі,нигынам
749,niemals::ADV,ніколі,нигынамат
750,hier::ADV,тут,тиштӹ
751,hierhin::ADV,сюды,тишкӹ
752,von hier::ADV,адсюль,тишец
753,von hier::ADV,адсюль,тишецӹн
754,von hier::ADV,адгэтуль,тишец
755,von hier::ADV,адгэтуль,тишецӹн
