,Concept_ID,zh,fr
872,lärmen::V,吵闹,faire du bruit
873,läuten::V,响,sonner
874,klingeln::V,按铃,sonner
875,brausen::V,疾驶,mugir
876,klingen::V,听起来,sonner
877,bellen::V,吠,aboyer
878,heulen::V,嗥,hurler
879,blasen::V,吹,souffler
880,pfeifen::V,吹口哨,siffler
881,schreien::V,叫喊,crier
882,stöhnen::V,呻吟,gémir
883,zittern::V,颤抖,trembler
884,leben::V,生存,vivre
885,geboren werden::V,出生,naître
886,atmen::V,呼吸,respirer
887,trinken::V,喝,boire
888,essen::V,吃,manger
889,schlucken::V,咽,avaler
890,müde werden::V,疲倦,se lasser
891,müde werden::V,疲倦,se fatiguer
892,einschlafen::V,入睡,s'endormir
893,schlafen::V,睡觉,dormir
894,aufwachen::V,睡醒,se réveiller
895,aufstehen::V,起床,se lever
896,sich erholen::V,休养,se reposer
897,sich erholen::V,休养,se détendre
898,krank werden::V,生病,tomber malade
899,krank sein::V,生病,être malade
900,schmerzen::V,疼痛,faire mal
901,husten::V,咳,tousser
902,genesen::V,痊愈,guérir
903,genesen::V,痊愈,se remettre
904,sterben::V,死,mourir
905,umkommen::V,丧命,périr
906,sich bewegen::V,移动,bouger
907,sich rühren::V,动弹,broncher
908,sich erheben::V,站起,se lever
909,sich setzen::V,坐,s'asseoir
910,hinfallen::V,跌倒,tomber
911,laufen::V,步行,marcher
912,laufen::V,步行,aller à pied
913,schreiten::V,迈步,marcher
914,spazierengehen::V,散步,se promener
915,eilen::V,急忙,courir
916,sich beeilen::V,赶快,se hâter
917,sich beeilen::V,赶快,se dépêcher
918,sausen::V,疾驰,filer
919,rennen::V,奔跑,courir
920,springen::V,跳,sauter
921,klettern::V,攀缘,grimper
922,schaukeln::V,荡秋千,se balancer
923,kriechen::V,爬行,ramper
924,schwimmen::V,游泳,nager
925,tauchen::V,潜水,plonger
926,rudern::V,划船,ramer
927,fahren::V,行驶,aller
928,fahren::V,行驶,rouler
929,fliegen::V,飞,voler
930,gehen::V,走,aller
931,weggehen::V,离去,s'en aller
932,abfahren::V,出发,partir
933,anhalten::V,停住,s'arrêter
934,hineingehen::V,进去,entrer
935,eintreten::V,进入,entrer
936,kommen::V,来,venir
937,ankommen::V,到达,arriver
938,zurückkommen::V,回来,revenir
939,bleiben::V,停留,rester
940,bleiben::V,停留,demeurer
941,warten::V,等,attendre
942,erwarten::V,等候,attendre
943,suchen::V,找,chercher
944,finden::V,找到,trouver
945,versuchen::V,尝试,essayer
946,vorbereiten::V,预备,préparer
947,lieben::V,爱,aimer
948,mögen::V,喜欢,aimer
949,mögen::V,喜欢,vouloir
950,lachen::V,笑,rire
951,weinen::V,哭,pleurer
952,schimpfen::V,骂,gronder
953,sich ärgern::V,生气,se fâcher
954,sich fürchten::V,害怕,avoir peur
955,fürchten::V,害怕,craindre
956,fürchten::V,害怕,avoir peur de
957,fliehen::V,逃走,fuir
958,flüchten::V,逃跑,s'enfuir
959,sehen::V,看,voir
960,anschauen::V,注视,regarder
961,ansehen::V,注视,regarder
962,hören::V,听,entendre
963,zuhören::V,倾听,écouter
964,probieren::V,尝,goûter
965,riechen::V,闻,sentir
966,fühlen::V,感到,sentir
967,scheinen::V,照耀,sembler
968,scheinen::V,照耀,paraître
969,zu sehen sein::V,可以看到,se voir
970,zu sehen sein::V,可以看到,être visible
971,vernehmen::V,审讯,entendre
972,vernehmen::V,审讯,percevoir
973,frieren::V,觉得冷,avoir froid
974,tun::V,作,faire
975,können::V,能,savoir
976,können::V,能,pouvoir
977,wollen::V,要,vouloir
978,anfangen::V,开始,commencer
979,beenden::V,结束,finir
980,beenden::V,结束,terminer
981,aufhören::V,停止,cesser
982,aufhören::V,停止,arrêter
983,gelingen::V,成功,réussir
984,geraten::V,陷于,réussir
985,öffnen::V,打开,ouvrir
986,schließen::V,关,fermer
987,stellen::V,放,poser
988,stellen::V,放,mettre
989,setzen::V,放,placer
990,legen::V,摆,placer
991,berühren::V,触,toucher
992,verbinden::V,联结,lier
993,bedecken::V,覆盖,couvrir
994,aufhängen::V,挂,accrocher
995,anzünden::V,点,allumer
996,aufheben::V,拾起,ramasser
997,zurücklassen::V,遗留,laisser
998,verlieren::V,丧失,perdre
999,fallen lassen::V,让掉下,lâcher
1000,fallen lassen::V,让掉下,laisser tomber
1001,machen::V,做,faire
1002,herstellen::V,生产,produire
1003,herstellen::V,生产,fabriquer
1004,bauen::V,建造,bâtir
1005,bauen::V,建造,construire
1006,reparieren::V,修理,réparer
1007,verbessern::V,改进,améliorer
1008,ändern::V,改变,changer
1009,ändern::V,改变,modifier
1010,graben::V,挖,creuser
1011,beugen::V,弯下,plier
1012,beugen::V,弯下,ployer
1013,biegen::V,弯,courber
1014,drehen::V,转动,tordre
1015,drehen::V,转动,tourner
1016,wenden::V,转动,retourner
1017,umdrehen::V,转动,tourner
1018,heben::V,举起,soulever
1019,hochheben::V,抬高,lever
1020,ergreifen::V,抓住,saisir
1021,ergreifen::V,抓住,prendre
1022,halten::V,拿着,tenir
1023,drücken::V,压,presser
1024,schieben::V,推,pousser
1025,kratzen::V,搔,gratter
1026,kratzen::V,搔,égratigner
1027,lecken::V,舔,lécher
1028,beißen::V,咬,mordre
1029,abreißen::V,撕下,arracher
1030,abschneiden::V,切断,couper
1031,binden::V,捆,lier
1032,binden::V,捆,attacher
1033,stecken::V,插,enfoncer
1034,brechen::V,断裂,rompre
1035,klopfen::V,敲,frapper
1036,hauen::V,揍,frapper
1037,kleben::V,粘,coller
1038,reiben::V,摩擦,frotter
1039,streichen::V,涂,empâter
1040,schleifen::V,拖曳,affiler
1041,schleifen::V,拖曳,aiguiser
1042,schneiden::V,切,couper
1043,schneiden::V,切,trancher
1044,rütteln::V,颠簸,cahoter
1045,schütteln::V,摇动,secouer
1046,schwenken::V,摇动,agiter
1047,schütten::V,倒,verser
1048,füllen::V,填满,remplir
1049,einwickeln::V,包,envelopper
1050,tragen::V,提,porter
1051,schleppen::V,扛,traîner
1052,ziehen::V,拉,tirer
1053,aufbewahren::V,保存,garder
1054,aufbewahren::V,保存,conserver
1055,werfen::V,扔,jeter
1056,werfen::V,扔,lancer
1057,fangen::V,捕捉,attraper
1058,packen::V,抓住,agripper
1059,verstecken::V,藏,cacher
1060,teilen::V,分,diviser
1061,schicken::V,派遣,envoyer
1062,bringen::V,带来,apporter
1063,hinzufügen::V,添加,ajouter
1064,bekommen::V,得到,obtenir
1065,erhalten::V,接到,recevoir
1066,nehmen::V,拿,prendre
1067,wählen::V,挑选,choisir
1068,auswählen::V,选择,choisir
1069,auswählen::V,选择,sélectionner
1070,bewahren::V,保持,préserver
1071,behindern::V,防碍,gêner
1072,verderben::V,败坏,gâter
1073,verderben::V,败坏,corrompre
1074,beschädigen::V,损坏,endommager
1075,zerbrechen::V,破碎,casser
1076,zerreißen::V,撕碎,déchirer
1077,zerstören::V,毁坏,détruire
1078,verbrennen::V,燃烧,brûler
1079,geben::V,给,donner
1080,reichen::V,递给,tendre
1081,schenken::V,赠送,offrir
1082,versprechen::V,许诺,promettre
1083,wünschen::V,祝,souhaiter
1084,loben::V,表扬,louer
1085,küssen::V,亲,embrasser
1086,wiegen::V,轻摇,bercer
1087,zudecken::V,盖上,couvrir
1088,wecken::V,唤起,éveiller
1089,wecken::V,唤起,réveiller
1090,zeigen::V,指,montrer
1091,zeigen::V,指,faire voir
1092,führen::V,带领,guider
1093,lehren::V,教,apprendre
1094,unterrichten::V,讲课,instruire
1095,aufziehen::V,抚养,élever
1096,leiten::V,领导,diriger
1097,leiten::V,领导,conduire
1098,antreiben::V,催促,pousser
1099,lassen::V,让,faire
1100,einladen::V,邀请,inviter
1101,vereinigen::V,统一,unir
1102,vereinigen::V,统一,réunir
1103,besuchen::V,参观,visiter
1104,besuchen::V,参观,aller voir
1105,treffen::V,会面,rencontrer
1106,sich versammeln::V,聚集,s'assembler
1107,spielen::V,玩,jouer
1108,singen::V,唱歌,chanter
1109,tanzen::V,跳舞,danser
1110,sich trennen::V,分别,se séparer
1111,verlassen::V,离开,quitter
1112,retten::V,救,sauver
1113,bewachen::V,守卫,garder
1114,schützen::V,保护,protéger
1115,verteidigen::V,保卫,défendre
1116,sich schlagen::V,打架,se taper
1117,schießen::V,射击,tirer
1118,siegen::V,获胜,vaincre
1119,ärgern::V,激怒,agacer
1120,schlagen::V,打,battre
1121,schlagen::V,打,frapper
1122,treten::V,踢,botter
1123,treten::V,踢,donner un coup de pied à
1124,stechen::V,刺,piquer
1125,stoßen::V,撞,heurter
1126,stehlen::V,盗窃,voler
1127,stören::V,干扰,gêner
1128,stören::V,干扰,déranger
1129,belästigen::V,打搅,molester
1130,belästigen::V,打搅,importuner
1131,verbergen::V,隐藏,cacher
1132,verbergen::V,隐藏,dissimuler
1133,täuschen::V,欺骗,abuser
1134,täuschen::V,欺骗,tromper
1135,betrügen::V,欺骗,duper
1136,betrügen::V,欺骗,frauder
1137,töten::V,杀,tuer
1138,wohnen::V,居住,habiter
1139,wohnen::V,居住,demeurer
1140,arbeiten::V,工作,travailler
1141,sammeln::V,收集,collectionner
1142,pflücken::V,采,cueillir
1143,jagen::V,打猎,chasser
1144,fischen::V,捕鱼,pêcher
1145,fassen::V,捉住,capturer
1146,hüten::V,守护,garder
1147,treiben::V,漂,mener
1148,anbinden::V,拴,attacher
1149,füttern::V,喂,faire manger
1150,melken::V,挤奶,traire
1151,hacken::V,剁细,fendre
1152,gießen::V,浇,arroser
1153,reifen::V,成熟,mûrir
1154,kochen::V,煮,cuire
1155,backen::V,烤,cuire
1156,braten::V,煎,rôtir
1157,umrühren::V,搅拌,remuer
1158,stricken::V,织,tricoter
1159,nähen::V,缝,coudre
1160,färben::V,染色,teindre
1161,reinigen::V,清洁,nettoyer
1162,waschen::V,洗,laver
1163,abwischen::V,擦掉,essuyer
1164,spülen::V,清洗,rincer
1165,fegen::V,扫,balayer
1166,kehren::V,打扫,balayer
1167,baden::V,给...洗澡,se baigner
1168,sich waschen::V,洗澡,se laver
1169,ausziehen::V,脱,ôter
1170,ausziehen::V,脱,enlever
1171,anziehen::V,穿,mettre
1172,sich anziehen::V,穿衣,s'habiller
1173,kämmen::V,梳,peigner
1174,schmücken::V,装饰,orner
1175,schmücken::V,装饰,décorer
1176,sagen::V,说,dire
1177,sprechen::V,说,parler
1178,reden::V,讲,parler
1179,sich unterhalten::V,聊天,bavarder
1180,sich unterhalten::V,聊天,s'entretenir
1181,fragen::V,问,demander
1182,bitten::V,请,prier
1183,erzählen::V,叙述,raconter
1184,mitteilen::V,通知,communiquer
1185,nennen::V,叫做,nommer
1186,nennen::V,叫做,appeler
1187,rufen::V,叫,appeler
1188,prahlen::V,吹牛,se vanter
1189,übersetzen::V,翻译,traduire
1190,denken::V,想,penser
1191,glauben::V,以为,croire
1192,bemerken::V,发觉,remarquer
1193,bemerken::V,发觉,apercevoir
1194,erkennen::V,识别,reconnaître
1195,begreifen::V,理解,concevoir
1196,verstehen::V,明白,entendre
1197,verstehen::V,明白,comprendre
1198,lernen::V,学,apprendre
1199,wissen::V,知道,savoir
1200,sich erinnern an::V,回忆,se souvenir de
1201,vergessen::V,忘记,oublier
1202,messen::V,测量,mesurer
1203,zählen::V,数,compter
1204,rechnen::V,计算,calculer
1205,lesen::V,读,lire
1206,malen::V,画,peindre
1207,zeichnen::V,绘制,dessiner
1208,schreiben::V,写,écrire
1209,besitzen::V,占有,posséder
1210,kaufen::V,买,acheter
1211,verkaufen::V,卖,vendre
1212,bezahlen::V,付钱,payer
1213,zahlen::V,支付,payer
1214,beherrschen::V,统治,dominer
1215,beherrschen::V,统治,maîtriser
1216,ertragen::V,忍耐,tolérer
1217,ertragen::V,忍耐,supporter
1218,vergebens::ADV,,en vain
1219,klirren::V,,cliqueter
1220,rauschen::V,,bruire
1221,rühren::V,,toucher
1222,rühren::V,,attendrir
1223,zubereiten::V,,préparer
