,Concept_ID,kv,kn
1073,verkaufen::V,вузавны,ಕೊಡು
1074,bezahlen::V,вештыны,ಬೆಲೆತೆರು
1075,zahlen::V,вештыны,ಹಣವನ್ನುಕೊಡು
1076,ertragen::V,терпитны,ಸಹಿಸು
1077,Insel::N,,ದ್ವೀಪ
1078,Menge::N,,ಮೊತ್ತ
1079,Gewalt::N,,ಹಿಂಸೆ
1080,Alter::N,,ಮುಪ್ಪು
1081,richtig::A,,ಸರಿ
1082,wahr::A,,ನಿಜ
1083,berühmt::A,,ಪ್ರಸಿದ್ಧ
1084,allein::ADV,,ಒಬ್ಬನೇ
1085,rennen::V,,ಓಡು
1086,malen::V,,ಬಿಡಿಸು
1087,beherrschen::V,,ಅಧಿಕಾರ ನಡೆಸು
