,Concept_ID,kv,kn
201,Mann::N,мужик,ಆಳು
202,Frau::N,инька,ಹೆಣ್ಣು
203,Kind::N,кага,ಮಗು
204,Junge::N,зонка,ಹುಡುಗ
205,Mädchen::N,нывкаок,ಹುಡುಗಿ
206,Familie::N,семья,ಕುಟುಂಬ
207,Großvater::N,дед,ಅಜ್ಜ
208,Großmutter::N,баб,ಅಮ್ಮ
209,Eltern::N,ай-мам,ಹೆತ್ತವರು
210,Vater::N,ай,ತಂದೆ
211,Mutter::N,мам,ಅಮ್ಮ
212,Sohn::N,зон,ಮಗ 
213,Tochter::N,ныв,ಮಗಳು
214,Bruder::N,вон,ತಮ್ಮ
215,Schwester::N,сой,ತಂಗಿ
216,Onkel::N,дядь,ಸೋದರಮಾವ
217,Onkel::N,дядь,ದೊಡ್ಡಪ್ಪ
218,Tante::N,айӧлӧн сой,ಚಿಕ್ಕಮ್ಮ
219,Tante::N,ичинь,ಚಿಕ್ಕಮ್ಮ
220,Ehemann::N,жӧник,ಗಂಡ
221,Ehefrau::N,инь,ಹೆಂಡತಿ
222,Freude::N,гаж,ನಲಿವು
223,Freude::N,радъялӧм,ನಲಿವು
224,Gelächter::N,сералӧм,ನಗೆ
225,Glück::N,мичлун,ಆನಂದ
226,Kummer::N,шог,ದುಃಖ
227,Wunsch::N,мӧдӧм,ಬಯಕೆ
228,Wunsch::N,охотитӧм,ಬಯಕೆ
229,Lust::N,охота,ಇಷ್ಟ
230,Geist::N,лов,ಆತ್ಮ
231,Gedanke::N,дума,ಯೋಚನೆ
232,Gedächtnis::N,тӧдвыв,ಸ್ಮರಣೆ
233,Verstand::N,вежӧр,ಮನಸ್ಸು
234,Sinn::N,ылӧс,ಅರ್ಥ
235,Grund::N,мог,ಕಾರಣ
236,Wahrheit::N,правда,ಸತ್ಯ
237,Gespräch::N,сёрни,ಸಂಭಾಷಣೆ
238,Märchen::N,сказка,ಸುಳ್ಳು ಕಥೆ
239,Erzählung::N,висьт,ಕಥೆ
240,Nachricht::N,юӧр,ಸಂದೇಶ
241,Nachricht::N,висьталӧм,ಸಂದೇಶ
242,Neuigkeit::N,новость,ಸುದ್ದಿ
243,Name::N,ним,ಹೆಸರು
244,Rätsel::N,загадка,ಒಗಟು
245,Rede::N,сёрни,ಮಾತು
246,Sprache::N,кыв,ಭಾಷೆ
247,Stimme::N,голос,ಧ್ವನಿ
248,Wort::N,кыв,ಮಾತು
249,Zeichen::N,пас,ಗುರುತು
250,Ruf::N,чуксӧм,ಕೂಗು
251,Ruf::N,чукӧстӧм,ಕೂಗು
252,Lärm::N,шум,ಸದ್ದು
253,Laut::N,шы,ಶಬ್ದ
254,Ton::N,гор,ನಾದ
255,Lied::N,сьыланкыв,ಗಾನ
256,Ruhe::N,спокой,ಶಾಂತಿ
257,Leute::N,йӧз,ಮಂದಿ
258,Volk::N,йӧз,ಜನಾಂಗ
259,Volk::N,народ,ಜನಾಂಗ
260,Arbeit::N,удж,ಕೆಲಸ
261,Gast::N,гӧсь,ಅತಿಥಿ
262,Geschenk::N,гӧснеч,ಕಾಣಿಕೆ
263,Geschenk::N,подарок,ಕಾಣಿಕೆ
264,Spiel::N,орсӧм,ಆಟ
265,Gesellschaft::N,компания,ಸಂಗ
266,Hilfe::N,отсӧт,ಸಹಾಯ
267,Freund::N,модз,ಸ್ನೇಹಿತ
268,Freund::N,дружок,ಸ್ನೇಹಿತ
269,Kamerad::N,тӧдса,ಜೊತೆಗಾರ
270,Angelegenheit::N,дело,ವಿಚಾರ
271,Anzahl::N,лыд,ಎಣಿಕೆ
272,Art::N,пӧлӧс,ತರ
273,Stück::N,тор,ತುಂಡು
274,Teil::N,юкӧм,ಭಾಗ
275,Hälfte::N,джын,ಅರ್ಧ
276,Kreis::N,круг,ವೃತ್ತ
277,Kreuz::N,перна,ಶಿಲುಬೆ
278,Linie::N,визь,ರೀಖೆ
279,Strich::N,кырӧв,ಗೀಟು
280,Abstand::N,колас,ಅಂತರ
281,Entfernung::N,ылына,ದೂರ
282,Gegend::N,места,ವಿಸ್ತೀರ್ಣ
283,Platz::N,места,ಅಂತರ
284,Ort::N,места,ಸ್ಥಳ
285,Seite::N,ладор,ಪಕ್ಷ
286,Mitte::N,шӧр,ನಡು
287,Gegenstand::N,тор,ವಸ್ತು
288,Sache::N,тор,ವಸ್ತು
289,Rand::N,дор,ಅಂಚು
290,Kante::N,ордлы,ಅಂಚು
291,Ecke::N,пельӧс,ಮೂಲೆ
292,Spitze::N,йыв,ತುದಿ
293,Ende::N,йыв,ಕೊನೆ
294,Loch::N,осьта,ತೂತು
295,Winkel::N,пельӧс,ಕೋನ
296,Muster::N,сер,ನಮೂನೆ
297,Größe::N,ыжда,ಪ್ರಮಾಣ
298,Länge::N,кузя,ಉದ್ದ
299,Höhe::N,сувда,ಎತ್ತರ
300,Höhe::N,вылына,ಎತ್ತರ
301,Gewicht::N,сьӧкта,ತೂಕ
302,Haufen::N,куча,ರಾಶಿ
303,Reihe::N,лёдз,ಸಾಲು
304,Boot::N,пыж,ದೋಣಿ
305,Ruder::N,пелыс,ಹುಟ್ಟು
306,Schlitten::N,додь,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
307,Ski::N,лямпа,ಜಾರುಪಟ್ಟಿ
308,Lagerfeuer::N,бипур,ಶಿಬಿರಾಗ್ನಿ
309,Last::N,тягота,ಹೊರೆ
310,Gang::N,мунӧм,ತಿರುಗಾಟ
311,Schritt::N,вожмӧв,ಹೆಜ್ಜೆ
312,Norden::N,ой,ಉತ್ತರ
313,Süden::N,лун,ದಕ್ಷಿಣ
314,Westen::N,рытвыв,ಪಶ್ಚಿಮ
315,Osten::N,асыв,ಮೂಡಲು
316,Holz::N,пу,ಚೌಬೀನೆ
317,Brett::N,пӧв,ಹಲಗೆ
318,Platte::N,плита,ಹಲಗೆ
319,Stütze::N,пика,ಆಸರೆ
320,Stange::N,зор,ಕಂಬ
321,Stange::N,потш,ಕಂಬ
322,Stock::N,бедь,ಕೋಲು
323,Stab::N,шест,ದೊಣ್ಣೆ
324,Rohr::N,труба,ನಳಿಕೆ
325,Haus::N,керку,ಮನೆ
326,Heim::N,керку,ಗೃಹ
327,Ofen::N,пӧжавны,ಒಲೆ
328,Fußboden::N,джодж,ನೆಲ
329,Tisch::N,пызан,ಮೇಜು
330,Stuhl::N,стул,ಕುರ್ಚಿ
331,Wiege::N,зыбка,ತೊಟ್ಟಿಲು
332,Bett::N,кровать,ಹಾಸಿಗೆ
333,Regal::N,джадж,ಬೀರು
334,Kiste::N,ящик,ಪಟ್ಟಿಗೆ
335,Fenster::N,ӧшын,ಕಿಟಕಿ
336,Tür::N,ыбӧс,ಬಾಗಿಲು
337,Tor::N,ворота,ಹೆಬ್ಬಾಗಿಲು
338,Zaun::N,забор,ಬೇಲಿ
339,Dach::N,крыша,ಮಾಳಿಗೆ
340,Leiter::N,лиснич,ಏಣಿ
341,Besen::N,рос,ಪೊರಕೆ
342,Spaten::N,зыр,ಗುದ್ದಲಿ
343,Schaufel::N,зыр,ಸನಿಕೆ
344,Gabel::N,вила,ಕವಲು
345,Löffel::N,пань,ಚಮಚ
346,Messer::N,пурт,ಚಾಕು
347,Nagel::N,кӧрттув,ಆಣಿ
348,Netz::N,кыйӧт,ಬಲೆ
349,Haken::N,ем,ಕೊಂಡಿ
350,Griff::N,пу,ಹಿಡಿ
351,Schloss::N,замок,ವೀಗ
352,Bild::N,картина,ಚಿತ್ರ
353,Figur::N,мыгӧр,ಆಕಾರ
354,Puppe::N,акань,ಗೊಂಬೆ
355,Beutel::N,мешӧк,ಸಂಚಿ
356,Bündel::N,нин,ಕಟ್ಟು
357,Tasche::N,сумка,ಚೀಲ
358,Eimer::N,ведра,ಬಾನೆ
359,Deckel::N,вевт,ಮುಚ್ಚಳ
360,Geschirr::N,доз,ಭಕ್ಷ್ಯಗಳು
361,Geschirr::N,бекӧрпань,ಭಕ್ಷ್ಯಗಳು
362,Sack::N,мешӧк,ಮೂಟೆ
363,Tasse::N,бекӧр,ಬಟ್ಟಲು
364,Topf::N,кастрюля,ಮಡಕೆ
365,Kessel::N,пӧрт,ಕೆಟಲ್
366,Essen::N,сёйӧм,ಊಟ
367,Nahrung::N,вердан,ಆಹಾರ
368,Speise::N,сёян,ಊಟ
369,Fleisch::N,яй,ಮಾಂಸ
370,Getreide::N,сю,ಧಾನ್ಯ
371,Brei::N,каша,ಗಂಜಿ
372,Brot::N,нянь,ರೊಟ್ಟಿ
373,Scheibe::N,шӧрӧм,ಹೋಳು
374,Fett::N,гос,ಕೊಬ್ಬು
375,Butter::N,ви,ಬೆಣ್ಣೆ
376,Öl::N,ви,ಎಣ್ಣೆ
377,Salz::N,сов,ಉಪ್ಪು
378,Suppe::N,шыд,ಎಸರು
379,Honig::N,ма,ಮಧು
380,Milch::N,йӧв,ಹಾಲು
381,Tee::N,чай,ಚಹ
382,Leder::N,кучик,ಚಕ್ಕಳ
383,Wolle::N,гӧн,ಉಣ್ಣೆ
384,Stoff::N,дӧра,ಬಟ್ಟೆ
385,Nadel::N,ем,ಸೂಜಿ
386,Faden::N,сунис,ದಾರ
387,Knopf::N,кизь,ಗುಂಡು
388,Knoten::N,узӧв,ಗಂಟು
389,Knoten::N,гӧрӧд,ಗಂಟು
390,Farbe::N,краска,ಬಣ್ಣ
391,Kleidung::N,паськӧм,ಅರಿವೆ
392,Hemd::N,йӧрнӧс,ಅಂಗಿ
393,Kragen::N,воротник,ಕುತ್ತಿಗೆಪಟ್ಟಿ
394,Ärmel::N,сос,ತೋಳು
395,Hose::N,вешьян,ಇಜಾರ
396,Gürtel::N,йи,ಬೆಲ್ಟು
397,Mütze::N,шапка,ಟೋಪಿ
398,Schuh::N,ботинки,ಪಾದರಕ್ಷೆ
399,Stiefel::N,сапог,ಬೂಟು
400,Ring::N,чунькытш,ಉಂಗುರ
401,Band::N,ленточка,ರಿಬ್ಬನ್
402,Kamm::N,сынан,ಹಣಿಗೆ
403,Spiegel::N,зеркало,ಕನ್ನಡಿ
404,Riemen::N,ремень,ಬಾರು
405,Schnur::N,гез,ಹುರಿ
406,Leine::N,повод,ಹಗ್ಗ
407,Decke::N,одеяло,ಕಂಬಳಿ
408,Kissen::N,подушка,ದಿಂಬು
409,Tuch::N,чышьян,ಕೊರಳ ಬಟ್ಟೆ
410,Handtuch::N,чышкӧт,ಚೌಕ
411,Kraft::N,прак,ಬಲ
412,Stärke::N,вын,ಶಕ್ತಿ
413,Gesundheit::N,здоровье,ಆರೋಗ್ಯ
414,Krankheit::N,шог,ರೋಗ
415,Schmerz::N,зубыт,ನೋವು
416,Wunde::N,рана,ಗಾಯ
417,Fieber::N,лёк тресся,ಜ್ವರ
418,Fieber::N,кынтан шогӧт,ಜ್ವರ
419,Arznei::N,лекарство,ಔಷಧ
420,Brücke::N,пос,ಸೇತುವೆ
421,Brunnen::N,колодец ,ಬಾವಿ
422,Weide::N,пода йирсян,ಗೋಮಾಳ
423,Pfad::N,туй,ದಾರಿ
424,Weg::N,туй,ಹಾದಿ
425,Straße::N,туй,ರಸ್ತೆ
426,Dorf::N,деревня,ಹಳ್ಳಿ
427,Stadt::N,город,ಪಟ್ಟಣ
428,Brief::N,гижӧт,ಕಾಗದ
429,Buch::N,книга,ಪುಸ್ತಕ
430,Buchstabe::N,буква,ಅಕ್ಷರ
431,Zeitung::N,газета,ವಾರ್ತಾಪತ್ರಿಕೆ
432,Leben::N,олан,ಜೀವನ
433,Tod::N,кулӧм,ಮರಣ
434,Grab::N,гу,ಗೋರಿ
435,Kirche::N,вичку,ಚರ್ಚು
436,Sünde::N,грек,ಪಾಪ
437,Gott::N,ен,ದೇವರು
438,Arbeiter::N,уджалiсь,ಕೆಲಸಗಾರ
439,Chef::N,начальник,ದಣಿ
440,Meister::N,мастер,ಶಿಕ್ಷಕ
441,Arzt::N,врач,ವೈದ್ಯ
442,Lehrer::N,велӧтісь,ಉಪಾಧ್ಯಾಯ
443,Geld::N,деньга,ಹಣ
444,Geschäft::N,удж,ವಾಣಿಜ್ಯ
445,Laden::N,магазин,ಅಂಗಡಿ
446,Preis::N,дон,ಬೆಲೆ
447,Ware::N,товар,ಸರಕು
448,Nutzen::N,путь,ಲಾಭ
449,Reichtum::N,богатство,ಸಂಪತ್ತು
450,Welt::N,му,ಭೂಲೋಕ
451,Land::N,страна,ದೇಶ
452,Staat::N,государство,ರಾಜ್ಯ
453,König::N,кан,ರಾಜ
454,Macht::N,власть,ಅಧಿಕಾರ
455,Grenze::N,граница,ಗಡಿ
456,Krieg::N,война,ಯುದ್ಧ
457,Feind::N,враг,ಶತ್ರು
458,Kampf::N,нярасьӧм,ಹೋರಾಟ
459,Kampf::N,вермасьӧм,ಹೋರಾಟ
460,Bogen[Waffe]::N,лук,ಬಿಲ್ಲು
461,Pfeil::N,ньӧв,ಅಂಬು
462,Gewehr::N,ружьё,ಬಂದೂಕು
463,Fehler::N,ошибка,ತಪ್ಪು
464,Lüge::N,ылӧтӧм,ಸುಳ್ಳು
465,Lüge::N,пӧрьялӧм,ಸುಳ್ಳು
466,Schaden::N,лёк,ಹಾನಿ
467,Unglück::N,пик,ಅಪಾಯ
468,Unglück::N,оказзё,ಅಪಾಯ
469,Schuld::N,вина,ದೋಷ
470,Schluss::N,ком,ಮುಕ್ತಾಯ
471,Zeit::N,кад,ಕಾಲ
472,Tag::N,лун,ದಿನ
473,Morgen::N,асыв,ಮುಂಜಾನೆ
474,Mittag::N,луншӧр кад,ನಡುಹಗಲು
475,Abend::N,рыт,ಸಂಜೆ
476,Nacht::N,ой,ರಾತ್ರಿ
477,Woche::N,неделя,ವಾರ
478,Monat::N,тӧлicь,ತಿಂಗಳು
479,Jahr::N,год,ಸಂವತ್ಸರ
480,Frühling::N,тулыс,ವಸಂತ
481,Sommer::N,гожум,ಬಿಸಿಲುಕಾಲ
482,Herbst::N,ар,ಶರತ್ಕಾಲ
483,Winter::N,тӧв,ಚಳಿಗಾಲ
484,Januar::N,январ,ನಾಲ್ಚಳಿ
485,Februar::N,февраль,ಅಯ್ಚಳಿ
486,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
487,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
488,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
489,Juni::N,юнь,ಮೊಮ್ಮಳೆ
490,Juli::N,юль,ಇಮ್ಮಳೆ
491,August::N,август,ಮುಮ್ಮಳೆ
492,September::N,сентяб,ನಾಲ್ಮಳೆ
493,Oktober::N,октяб,ಮೊಚ್ಚಳಿ
494,November::N,нояб,ಇಚ್ಚಳಿ
495,Dezember::N,декаб,ಮುಚ್ಚಳಿ
496,Montag::N,вильлун,ಸೋಮುವಾರ
497,Dienstag::N,мӧдӧдзлун,ಮಂಗಳವಾರ
498,Mittwoch::N,шӧрлун,ಬುಧವಾರ
499,Donnerstag::N,нёльӧдзлун,ಗುರುವಾರ
500,Freitag::N,витӧдзлун,ಶುಕ್ರವಾರ
501,Samstag::N,пывсянлун,ಶನಿವಾರ
502,Sonntag::N,кресення,ಭಾನುವಾರ
503,groß::A,ыджыт,ದೊಡ್ಡ
504,klein::A,учӧтик,ಪುಟ್ಟ
505,lang::A,кузь,ದೀರ್ಘ
506,kurz::A,дженыт,ಚಕ್ಕ
507,breit::A,ота,ಅಗಲವಾದ
508,schmal::A,векнит,ಇಕ್ಕಟ್ಟಾದ
509,dicht::A,тшӧк,ದಟ್ಟ
510,dick[Gegenstand]::A,кыз,ದಟ್ಟ
511,dünn::A,вӧснит,ತೆಳು
512,fein::A,вӧснит,ಕೋಮಲ
513,fest::A,крепыт,ಘನ
514,flach::A,лапкӧса,ಚಪ್ಪಟೆ
515,glatt::A,волькыт,ನಯ
516,hart::A,чӧрыт,ಗಟ್ಟಿ
517,weich::A,небыт,ಮೃದುವಾದ
518,rund::A,гӧгрӧса,ವರ್ತುಳ
519,spitz::A,ёся,ಮೊನಚಾದ
520,scharf::A,лэчыт,ತೀಕ್ಷ್ಣ
521,stumpf::A,ныж,ಮೊಂಡು
522,schwer::A,сьӧкыт,ಭಾರಿ
523,schön::A,басӧк,ಸುಂದರ
524,heiß::A,жар,ಬಿಸಿ
525,warm::A,шоныт,ಬಿಸಿ
526,kalt::A,кӧдзыт,ತಣ್ಣನೆಯ
527,kühl::A,сайкыт,ತಂಪಾದ
528,frisch::A,виль,ನಿರ್ಮಲ
529,feucht::A,вакодь,ಒದ್ದೆಯಾದ
530,nass::A,ва,ಒದ್ದೆಯಾದ
531,trocken::A,кӧс,ಶುಷ್ಕ
532,voll::A,тыра,ತುಂಬಿದ
533,leer::A,тыртӧм,ಖಾಲಿ
534,offen::A,оссьӧм,ಮುಚ್ಚಲ್ಲದ
535,geschlossen::A,игана,ಮುಚ್ಚಿದ
536,geschlossen::A,пӧдана,ಮುಚ್ಚಿದ
537,sauber::A,сӧдз,ಶುದ್ಧ
538,sauber::A,сӧстӧм,ಶುದ್ಧ
539,schmutzig::A,нятьӧсь,ಅಶುದ್ಧ
540,roh::A,путӧм,ಹಸಿ
541,reif::A,кисьмалӧм,ಹಣ್ಣಾದ
542,lecker::A,кӧра ,ಗುಚಿಕರ
543,süß::A,чӧскыт,ಸಿಹಿ
544,bitter::A,курыт,ಕಹಿ
545,sauer::A,шӧма ,ಹುಳಿಯಾದ
546,hell::A,югыт,ಹೊಳೆಯುವ
547,dunkel::A,пемыт,ಮಬ್ಬಾದ
548,schwarz::A,сьӧд,ಕಪ್ಪು
549,weiß::A,чочком,ಬಿಳಿಯ
550,rot::A,гӧрд,ಕೆಂಪು
551,gelb::A,веж,ಹಳದಯ
552,blau::A,лӧз,ನೀಲ
553,grün::A,веж,ಕಾಯಾದ
554,grau::A,руд,ಬೂದುಬಣ್ಣದ
555,grau::A,бусӧй,ಬೂದುಬಣ್ಣದ
556,bunt::A,быдрӧма,ವರ್ಣರಂಜಿತ
557,billig::A,донтӧм,ಅಗ್ಗ
558,teuer::A,дона,ದುಬಾರಿಯಾದ
