,Concept_ID,,he
986,schlagen::V,,הכה
987,schlagen::V,,הלקה
988,treten::V,,בעט
989,stechen::V,,דקר
990,stoßen::V,,דחק
991,stehlen::V,,גנב
992,stören::V,,קטע
993,stören::V,,הפריע
994,belästigen::V,,הציק
995,belästigen::V,,הטריד
996,verbergen::V,,הצניע
997,täuschen::V,,שגע
998,betrügen::V,,הונה
999,töten::V,,הרג
1000,wohnen::V,,גר
1001,arbeiten::V,,עבד
1002,sammeln::V,,אסף
1003,pflücken::V,,קטף
1004,jagen::V,,צד
1005,fischen::V,,דג
1006,fassen::V,,תפס
1007,hüten::V,,רעה
1008,treiben::V,,הוציא
1009,anbinden::V,,קשר
1010,füttern::V,,הלעיט
1011,melken::V,,חלב
1012,hacken::V,,קצץ
1013,gießen::V,,השקה
1014,reifen::V,,בשל
1015,zubereiten::V,,הכין
1016,kochen::V,,בשל
1017,backen::V,,אפה
1018,braten::V,,צלה
1019,braten::V,,טגן
1020,umrühren::V,,ערבב
1021,stricken::V,,סרג
1022,nähen::V,,תפר
1023,färben::V,,צבע
1024,reinigen::V,,נקה
1025,waschen::V,,רחץ
1026,waschen::V,,כבס
1027,abwischen::V,,נגב
1028,spülen::V,,שטף
1029,fegen::V,,טאטא
1030,kehren::V,,טאטא
1031,baden::V,,טבל
1032,baden::V,,שחה
1033,sich waschen::V,,התרחץ
1034,ausziehen::V,,הוריד
1035,anziehen::V,,לבש
1036,sich anziehen::V,,התלבש
1037,kämmen::V,,סרק
1038,schmücken::V,,קשט
1039,sagen::V,,אמר
1040,sprechen::V,,דבר
1041,reden::V,,דבר
1042,sich unterhalten::V,,שוחח
1043,fragen::V,,שאל
1044,bitten::V,,בקש
1045,erzählen::V,,ספר
1046,mitteilen::V,,מסר
1047,mitteilen::V,,הודיע
1048,nennen::V,,קרא בשם
1049,rufen::V,,גיס
1050,rufen::V,,הזמין לבוא
1051,prahlen::V,,התרברב
1052,übersetzen::V,,תרגם
1053,denken::V,,חשב
1054,glauben::V,,האמין
1055,bemerken::V,,הבחין
1056,erkennen::V,,זהה
1057,begreifen::V,,קלט
1058,begreifen::V,,הבין
1059,verstehen::V,,הבין
1060,lernen::V,,למד
1061,wissen::V,,ידע
1062,sich erinnern an::V,,זכר
1063,vergessen::V,,שכח
1064,messen::V,,מדד
1065,zählen::V,,ספר
1066,rechnen::V,,חשב
1067,lesen::V,,קרא
1068,malen::V,,ציר
1069,zeichnen::V,,שרטט
1070,schreiben::V,,כתב
1071,besitzen::V,,היה בעל של
1072,kaufen::V,,קנה
1073,kaufen::V,,רכש
1074,verkaufen::V,,מכר
1075,bezahlen::V,,שלם
1076,zahlen::V,,שלם
1077,beherrschen::V,,שלט
1078,ertragen::V,,סבל
