,Concept_ID,av,ps
99,Tropfen::N,тӏинкӏ,قطره
100,Tropfen::N,тӏинкӏ,څاڅکی
101,Tropfen::N,къатӏра,قطره
102,Tropfen::N,къатӏра,څاڅکی
103,Tropfen::N,тӏенкӏел,قطره
104,Tropfen::N,тӏенкӏел,څاڅکی
105,Schaum::N,полоп,ځګ
106,Schmutz::N,чороклъи,ناپاکي
107,See::N,хӏор,جهیل
108,Sumpf::N,хьуцӏ,جبه
109,Wiese::N,мегъ,چمن
110,Wiese::N,мегъ,شنېلی
111,Wiese::N,гӏурдаллъи,چمن
112,Wiese::N,гӏурдаллъи,شنېلی
113,Wald::N,рохь,ځنګل
114,Hügel::N,гохӏ,تپه
115,Anhöhe::N,сийитма,غونډۍ
116,Berg::N,мегӏер,غ‍‍‍‍‍ر
117,Gipfel::N,тӏогь,څوکه
118,Höhle::N,нохъо,کاز
119,Abhang::N,лабаллъи,لمن
120,Quelle::N,ицц,چینه
121,Bach::N,лъар,واله
122,Fluss::N,гӏор,سیند
123,Ufer::N,рагӏал,غاړه
124,Küste::N,рагӏал,ساحل
125,Festland::N,ракь,وچه
126,Festland::N,ракъдаллъи,وچه
127,Meer::N,ралъад,بحر
128,Meer::N,ралъад,سمندر
129,Bucht::N,кӏветӏ,کارۍ
130,Insel::N,чӏинкӏиллъи,ټاپو
131,Insel::N,чӏинкӏиллъи,جزيره
132,Blume::N,тӏегь,ګل
133,Gras::N,хер,واښه
134,Wurzel::N,кьибил,ریښه
135,Baum::N,гъветӏ,ونه
136,Stamm::N,рохти,ډډ
137,Rinde::N,макъар,پوستکی
138,Ast::N,ноцӏ,ښاخ
139,Zweig::N,гӏаркьел,څانګه
140,Blatt::N,тӏамах,پاڼه
141,Birke::N,мах,توس
142,Birke::N,махигъветӏ,توس
143,Kiefer[Baum]::N,накӏкӏигъветӏ,نښتر
144,Weide[Baum]::N,рицӏцӏ,وله
145,Weide[Baum]::N,рицӏцӏигъветӏ,وله
146,Tanne::N,ёлка,ناجو
147,Horn::N,лълъар,ښکر
148,Feder::N,хӏули,بڼکه
149,Fell::N,тӏом,پوستکی
150,Fell::N,цӏоко,پوستکی
151,Flügel::N,кваркьи,وزر
152,Klaue::N,галъ,پنجه
153,Klaue::N,галъ,منګول
154,Kralle::N,квачӏ,پنجه
155,Kralle::N,квачӏ,منګول
156,Kralle::N,катиквачӏ,پنجه
157,Kralle::N,катиквачӏ,منګول
158,Schwanz::N,рачӏ,لکۍ
159,Ei::N,хоно,وۍ
160,Ei::N,хоно,هګۍ
161,Nest::N,бусен,جاله
162,Bau::N,каратӏ,کاز
163,Tier::N,хӏайван,ژوی
164,Tier::N,хӏайван,حیوان
165,Herde::N,рехъен,رمه
166,Herde::N,рехъен,غېله
167,Herde::N,рехъед,رمه
168,Herde::N,рехъед,غېله
169,Kuh::N,гӏака,غوا
170,Bulle::N,оц,غوئی
171,Pferd::N,чу,آس
172,Schaf::N,чахъу,پسه
173,Schwein::N,болъон,سرکوزی
174,Hund::N,гьой,سپی
175,Katze::N,кету,پشه
176,Bär::N,ци,خرس
177,Eichhörnchen::N,гвангва,خړ لمی
178,Fuchs::N,цер,سپلم
179,Hase::N,гӏанкӏ,سوی
180,Maus::N,гӏункӏкӏ,مږک
181,Wolf::N,бацӏ,لېوه
182,Vogel::N,хӏинчӏ,مرغه
183,Schwarm::N,тӏел,سېل
184,Huhn::N,гӏанкӏу,چرګه
185,Hahn::N,хӏелеко,چرګ
186,Gans::N,хъаз,بته
187,Adler::N,цӏум,عقاب
188,Ente::N,ордек,ایلۍ
189,Eule::N,беццаруз,ګونګی
190,Kranich::N,къункъра,کلنګ
191,Krähe::N,гъеду,کارغه
192,Kuckuck::N,гагу,فاخته
193,Schwan::N,хӏанкъва,قو
194,Fisch::N,ччугӏа,کب
195,Fisch::N,ччугӏа,ماهی
196,Barsch::N,окунь,
197,Hecht::N,щука,
198,Schlange[Tier]::N,борохь,مار
199,Wurm::N,хӏапара,چینجی
200,Spinne::N,хъанхъра,غڼه
201,Spinne::N,хъанхъра,تارکښ
202,Ameise::N,цӏунцӏра,مېږی
203,Laus::N,нацӏ,سپږه
204,Mücke::N,кӏкӏара,ماشی
205,Fliege::N,тӏутӏ,مچ
206,Schmetterling::N,кӏалкӏучӏ,پتنګ
207,Apfel::N,гӏеч,مڼه
208,Pilz::N,гӏурдахӏан,خرېړی
209,Zwiebel::N,кӏочӏопер,پیاز
210,Saat::N,хьон,تخم
211,Korn::N,мугь,تخم
212,Korn::N,мугь,دانه
213,Heu::N,хер,بوس
214,Heu::N,хер,پروړه
215,Schale::N,хъал,پوستکی
216,Grube::N,гвенд,کنده
217,Falle::N,къор,دام
218,Falle::N,къор,لومه
219,Falle::N,къотен,دام
220,Falle::N,къотен,لومه
221,Schlinge::N,кӏичӏ,کړۍ
222,Spur::N,лъалкӏ,نښه
223,Asche::N,рахъу,آس
224,Asche::N,рахъу,ایره
225,Dreck::N,гъиз,ناپاکي
226,Dreck::N,хӏарщ,ناپاکي
227,Eisen::N,махх,اوسپنه
228,Gold::N,месед,سره زر
229,Silber::N,гӏарац,نقره
230,Silber::N,гӏарац,سپین زر
231,Kohle::N,тӏурччи,سکور
232,Kohle::N,тӏурччи,سکاره
233,Glas::N,цӏер,ښيښه
234,Lehm::N,хӏатӏ,خټه
235,Sand::N,сали,شګه
236,Mensch::N,чи,انسان
237,Mann::N,бихьинчи,سړی
238,Mann::N,бихьинчи,نارینه
239,Frau::N,гӏадан,ښځه
240,Kind::N,лъимер,بچی
241,Kind::N,лъимер,ماشوم
242,Junge::N,вас,هلک
243,Mädchen::N,яс,نجلۍ
244,Familie::N,хъизан,کورنۍ
245,Großvater::N,кӏудада,بابا
246,Großmutter::N,кӏодо,انا
247,Eltern::N,эбел-эмен,مور او پلار
248,Vater::N,эмен,پلار
249,Mutter::N,эбел,مور
250,Sohn::N,вас,زوی
251,Tochter::N,яс,لور
252,Bruder::N,вац,ورور
253,Schwester::N,яц,خور
254,Onkel::N,даци,تره
255,Onkel::N,даци,ماما
256,Tante::N,ада,خاله
257,Ehemann::N,рос,مېړه
258,Ehefrau::N,чӏужу,مېرمن
259,Freude::N,ракӏбохи,خوشحالي
260,Gelächter::N,релъи,خندا
261,Glück::N,талихӏ,بخت
262,Glück::N,талихӏ-рохел,بخت
263,Kummer::N,хӏалкъай,غم
264,Wunsch::N,къасд,هيله
265,Wunsch::N,къасд,غوښتنه
266,Lust::N,гъира,شوق
267,Lust::N,гъира,مینه
268,Geist::N,чӏанкӏ,روح
269,Geist::N,рухӏ-жан,روح
270,Gedanke::N,пикру,فکر
271,Verstand::N,лумалъи,عقل
272,Verstand::N,лумалъи,شعور
273,Verstand::N,цӏодорлъи,عقل
274,Verstand::N,цӏодорлъи,شعور
275,Sinn::N,магӏна,معنی
276,Grund::N,багьана,علت
277,Grund::N,багьана,اساس
278,Wahrheit::N,ритӏухълъи,حقیقت
279,Gespräch::N,накъит,مرکه
280,Gespräch::N,накъит,خبرې اترې
281,Märchen::N,маргьа,افسانه
282,Erzählung::N,къиса,قصه
283,Erzählung::N,къиса,کیسه
284,Nachricht::N,хабар,خبر
285,Neuigkeit::N,хабар-гӏазаб,نوی خبر
286,Name::N,цӏар,نوم
287,Rätsel::N,бицанкӏо,کیسۍ
288,Rätsel::N,бицанкӏо,چیستان
289,Rede::N,речь,وینا
290,Rede::N,калам,وینا
291,Sprache::N,мацӏ,ژبه
292,Stimme::N,гьаракь,غږ
293,Stimme::N,гьаракь,اواز
294,Wort::N,рагӏи,لغت
295,Wort::N,рагӏи,کلمه
296,Zeichen::N,ишара,نښه
297,Zeichen::N,ишара,اشاره
298,Zeichen::N,гӏаламат,نښه
299,Zeichen::N,гӏаламат,اشاره
300,Ruf::N,ахӏи,ږغ
301,Ruf::N,ахӏи,بلنه
302,Lärm::N,хъуй,غالمغال
303,Lärm::N,хъуди,غالمغال
304,Laut::N,гьаракь,ږغ
305,Laut::N,сас,ږغ
306,Lied::N,кечӏ,غزله
307,Lied::N,кечӏ,سندره
308,Ruhe::N,рахӏат,ارامي
309,Leute::N,гӏадамал,خلک
310,Volk::N,халкъ,ولس
311,Arbeit::N,хӏалтӏи,کار
312,Gast::N,гьобол,مېلمه
313,Geschenk::N,сайигъат,تحفه
314,Geschenk::N,сайигъат,سوغات
315,Spiel::N,хӏай,لوبه
316,Spiel::N,расанди,لوبه
317,Gesellschaft::N,жамагӏат,ډله
318,Hilfe::N,кумек,کومک
319,Hilfe::N,кумек,مرسته
320,Freund::N,гьудул,ملګری
321,Kamerad::N,гьалмагъ,انډيوال
322,Angelegenheit::N,къваригӏел,موضوع
323,Anzahl::N,рикӏкӏен,شمېر
324,Anzahl::N,рикӏкӏен,تعداد
325,Art::N,жинс,ډول
326,Stück::N,кесек,ټوټه
327,Teil::N,пай,برخه
328,Hälfte::N,бащдаб,نیم
329,Kreis::N,гор,دایره
330,Kreuz::N,хъанч,صلیب
331,Linie::N,мухъ,خط
332,Linie::N,мухъ,لیکه
333,Strich::N,хӏучч,کرښه
334,Abstand::N,манзил,فاصله
335,Entfernung::N,манзил,واټن
336,Gegend::N,рахъ,سیمه
337,Gegend::N,рахъ,منطقه
338,Platz::N,бакӏ,ځای
339,Ort::N,бакӏ,ځای
340,Seite::N,рахъ,مخ
341,Seite::N,рахъ,اړخ
342,Mitte::N,бакьулъбакӏ,وسط
343,Mitte::N,бакьулъбакӏ,مینځ
344,Gegenstand::N,жо,شی
345,Sache::N,жо,شی
346,Sache::N,жо,څيز
347,Rand::N,мицӏир,څنډه
348,Rand::N,мицӏир,کناره
349,Kante::N,рагӏал,اړخ
350,Kante::N,рагӏа-ракьан,اړخ
351,Ecke::N,цили,ګوټ
352,Spitze::N,тӏогь,څوکه
353,Ende::N,кӏал,څوکه
354,Loch::N,каратӏ,سوری
355,Muster::N,накъиш,نمونه
356,Größe::N,кӏодо́лъи,قد
357,Größe::N,кӏодо́лъи,لويوالی
358,Länge::N,халалъи,طول
359,Länge::N,халалъи,اوږد والی
360,Höhe::N,борхалъи,جګوالی
361,Gewicht::N,бакӏлъи,وزن
362,Haufen::N,гъуни,کوټه
363,Reihe::N,ирга́,صف
364,Reihe::N,ирга́,کتار
365,Boot::N,раса,قايق
366,Ruder::N,раххан,چپه
367,Schlitten::N,чанагъ,ښویېدونی
368,Ski::N,лыжаби,سکي
369,Lagerfeuer::N,цӏа,اور
370,Last::N,бакӏлъи,بار
371,Last::N,бакӏлъи,پېټی
372,Gang::N,хьвади,تګ
373,Gang::N,хьвада-чӏвади,تګ
374,Schritt::N,гали,ګام
375,Norden::N,шимал,شمال
376,Süden::N,юг,سوېل
377,Süden::N,къибла,سوېل
378,Westen::N,гъарб,لوېدېځ
379,Westen::N,магъриб,لوېدېځ
380,Osten::N,шаркъ,شرق
381,Osten::N,шаркъ,ختیځ
382,Osten::N,машрикъ,شرق
383,Osten::N,машрикъ,ختیځ
384,Holz::N,цӏул,لرګی
385,Brett::N,хъарщи,تخته
386,Platte::N,къоно,تخته
387,Stange::N,гӏер,ډاګه
388,Stock::N,тӏил,لرګی
389,Stab::N,гӏер,چيخله
390,Rohr::N,турба,نل
391,Haus::N,ригь,کور
392,Haus::N,рукъзал,کور
393,Heim::N,рукъ,کور
394,Ofen::N,печь,تودنۍ
395,Fußboden::N,чӏабар,غولی
396,Tisch::N,стол,مېز
397,Stuhl::N,бакӏу,چوکۍ
398,Wiege::N,кини,زانګو
399,Bett::N,кровать,کټ
400,Bett::N,кровать,چپرکټ
401,Regal::N,хъарщи,تاخچۍ
402,Kiste::N,ящик,صندوق
403,Kiste::N,тӏалагъуд,صندوق
404,Fenster::N,гордо,کړکۍ
405,Tür::N,нуцӏа,دروازه
406,Tor::N,каву,دروازه
407,Zaun::N,раци,کټاره
408,Dach::N,тӏох,بام
409,Leiter::N,мали,زينه
410,Besen::N,жул,جارو
411,Spaten::N,бел,یوم
412,Schaufel::N,раххан,بېلچه
413,Gabel::N,гӏучӏ,پنجه
414,Löffel::N,гъуд,کاشوغه
415,Messer::N,нус,چاقو
416,Nagel::N,магӏ,ميخ
417,Netz::N,гьин,جال
418,Haken::N,гъанцӏа,څنګک
419,Griff::N,гӏоркь,لاستی
420,Schloss::N,кӏулал,کلپ
421,Bild::N,сурат,رسم
422,Puppe::N,нани,ګوډۍ
423,Beutel::N,таргьа,کڅوړه
424,Bündel::N,къай,دسته
425,Tasche::N,сумка,بکس
426,Tasche::N,сумка,توبره
427,Tasche::N,къвачӏа,بکس
428,Tasche::N,къвачӏа,توبره
429,Eimer::N,ведро,سطل
430,Deckel::N,тӏалъел,سرپوښ
431,Deckel::N,дадитӏалъел,سرپوښ
432,Geschirr::N,цӏарагӏ,لوښی
433,Sack::N,хъап,جوال
434,Sack::N,къандалъо,جوال
435,Tasse::N,чашка,پیاله
436,Topf::N,хьаг,دېګی
437,Kessel::N,хьаг,دېګ
438,Kessel::N,гереги,دېګ
439,Essen::N,тӏагӏам,خوراک
440,Nahrung::N,квен,خوراک
441,Speise::N,квен,خواړه
442,Fleisch::N,гьан,غوښه
443,Getreide::N,бугӏа-ролъ,غله
444,Getreide::N,могьолабл_культураби,غله
445,Brei::N,карщ,اوګره
446,Brot::N,чед,ډوډۍ
447,Scheibe::N,мочӏу,مړۍ
448,Fett::N,беэнлъи,غوړي
449,Butter::N,нах,کوچ
450,Öl::N,нах,تېل
451,Salz::N,цӏам,مالګه
452,Suppe::N,чурпа,شوربا
453,Honig::N,гьоцӏо,شات
454,Milch::N,рахь,شوده
455,Tee::N,чай,چای
456,Leder::N,тӏом,څرمن
457,Wolle::N,квас,پشم
458,Stoff::N,ххам,ټوټه
459,Nadel::N,рокӏкӏен,ستن
460,Faden::N,кун,تار
461,Knopf::N,маргъал,تڼۍ
462,Knopf::N,маргъал,تکمه
463,Knoten::N,гарацӏ,غوټه
464,Farbe::N,релъен,رنګ
465,Kleidung::N,ретӏел,کالي
466,Hemd::N,гурде,کميس
467,Kragen::N,габур,غاړه
468,Ärmel::N,къвал,لستوڼی
469,Hose::N,тӏажу,پطلون
470,Gürtel::N,рачел,کمربند
471,Mütze::N,тӏагъур,خولۍ
472,Stiefel::N,этек,موزه
473,Stiefel::N,чакма,موزه
474,Ring::N,баргъич,ګوته
475,Band::N,лента,فيته
476,Kamm::N,гьоркьо,ګمنځ
477,Spiegel::N,матӏу,ایینه
478,Spiegel::N,матӏу,هنداره
479,Riemen::N,рижу,تسمه
480,Decke::N,одея́ло,بړستن
481,Kissen::N,къандалъо,بالښت
482,Tuch::N,квархьи,ټیکری
483,Handtuch::N,беркӏалрацӏцӏ,دسمال
484,Kraft::N,гуч,زور
485,Kraft::N,гуч,توان
486,Kraft::N,къуват,زور
487,Kraft::N,къуват,توان
488,Stärke::N,хӏалкӏвей,قوت
489,Gesundheit::N,сахлъи́,صحت
490,Gesundheit::N,сахлъи́,روغتیا
491,Krankheit::N,унти,مرض
492,Krankheit::N,унти,ناروغي
493,Krankheit::N,щокълъи,مرض
494,Krankheit::N,щокълъи,ناروغي
495,Schmerz::N,унти,درد
496,Wunde::N,ругъун,ټپ
497,Wunde::N,ругъун,زخم
498,Fieber::N,цӏа-кан,تبه
499,Arznei::N,дару,دوا
500,Arznei::N,дару,دارو
501,Brücke::N,кьо,پول
502,Brunnen::N,гъуй,څاه
503,Brunnen::N,гъуй,کوهی
504,Weide::N,рицӏцӏ,وله
505,Weide::N,лъичӏирма,وله
506,Weide::N,гӏурдаллъи,وله
507,Weide::N,ри́цӏигъветӏ,وله
508,Weide::N,рицӏцӏигъветӏ,وله
509,Pfad::N,сухъмахъ,تړه
510,Weg::N,нух,لیار
511,Straße::N,нух,سړک
512,Dorf::N,росу,کلی
513,Stadt::N,шагьар,ښار
514,Brief::N,кагъат,لیک
515,Brief::N,кагъат,مکتوب
516,Brief::N,рисалат,لیک
517,Brief::N,рисалат,مکتوب
518,Buch::N,тӏехь,کتاب
519,Buchstabe::N,хӏарп,حرف
520,Buchstabe::N,хӏарп,توری
521,Zeitung::N,газет,اخبار
522,Leben::N,яшав,ژوند
523,Tod::N,хвел,مرګ
524,Tod::N,хвел,مړینه
525,Grab::N,хоб,قبر
526,Grab::N,хоб,ډورۍ
527,Kirche::N,килиса,کلیسا
528,Sünde::N,хӏакъ,ګناه
529,Sünde::N,мунагь,ګناه
530,Gott::N,бичас,خدای
531,Gott::N,аллагь,خدای
532,Arbeiter::N,хӏалтӏухъан,کاریګر
533,Chef::N,хӏаким,آمر
534,Chef::N,начальник,آمر
535,Meister::N,устар,استاد
536,Meister::N,мастер,استاد
537,Meister::N,махщалилав,استاد
538,Arzt::N,жайрахӏ,طبیب
539,Arzt::N,жайрахӏ,ډاکټر
540,Lehrer::N,мугӏалим,معلم
541,Lehrer::N,мугӏалим,ښوونکی
542,Geld::N,гӏарац,پیسې
543,Laden::N,тукен,دکان
544,Laden::N,тукен,مغازه
545,Preis::N,багьа,بیه
546,Ware::N,къайи,مال
547,Nutzen::N,мунпагӏат,ګټه
548,Reichtum::N,бечелъи,شتمني
549,Welt::N,дуниял,نړۍ
550,Welt::N,дуниял,دنیا
551,Land::N,улка,هېواد
552,Land::N,икълим,هېواد
553,Staat::N,пачалихъ,دولت
554,König::N,пача,باچا
555,König::N,пача,پادشاه
556,König::N,малик,باچا
557,König::N,малик,پادشاه
558,König::N,къирал,باچا
559,König::N,къирал,پادشاه
560,König::N,падишагь,باچا
561,König::N,падишагь,پادشاه
562,Macht::N,кверщел,قدرت
563,Grenze::N,гӏорхъи,حد
564,Grenze::N,гӏорхъи,سرحد
565,Krieg::N,рагъ,جګړه
566,Feind::N,тушман,دښمن
567,Gewalt::N,зулму,زور
568,Gewalt::N,зулму,تشدد
569,Kampf::N,къеркьей,جنګ
570,Kampf::N,къеркьей,مبارزه
571,Bogen[Waffe]::N,газаргъо,لیندۍ
572,Pfeil::N,чӏор,غشی
573,Gewehr::N,туманкӏ,ټوپک
574,Fehler::N,гъалатӏ,خطا
575,Fehler::N,гъалатӏ,غلطي
576,Lüge::N,гьереси,دروغ
577,Schaden::N,зиян,زیان
578,Schaden::N,зиян,تاوان
579,Schaden::N,зарал,زیان
580,Schaden::N,зарал,تاوان
581,Unglück::N,балагь,بدبختي
582,Schuld::N,гӏайиб,ګناه
583,Alter::N,гӏумру,منګ
584,Schluss::N,ахир,اخر
585,Zeit::N,заман,وخت
586,Tag::N,къо,ورځ
587,Morgen::N,радалмех,سبا
588,Morgen::N,радалмех,سهار
589,Mittag::N,къадемех,غرمه
590,Abend::N,релъедамех,ماښام
591,Nacht::N,сордо,شپه
592,Woche::N,анкь,اونۍ
593,Monat::N,моцӏ,مياشت
594,Jahr::N,сон,کال
595,Jahr::N,лъагӏел,کال
596,Frühling::N,их,پسرلی
597,Sommer::N,рии,دوبی
598,Herbst::N,хасалихълъи,منی
599,Herbst::N,хасалихълъи,خزان
600,Winter::N,кьин,ژمی
601,Januar::N,январь,جنوري
602,Februar::N,февра́ль,فبروري
603,März::N,март,مارچ
604,April::N,апрель,اپریل
605,Mai::N,май,مې
606,Juni::N,июнь,جون
607,Juli::N,июль,جولای
608,August::N,август,اګست
609,September::N,сентябрь,سپټامبر
610,Oktober::N,октябрь,اکتوبر
611,November::N,ноябрь,نومبر
612,Dezember::N,декабрь,دسمبر
613,Montag::N,итни,دوشنبه
614,Dienstag::N,талат,سه شنبه
615,Mittwoch::N,арбагӏ,چارشنبه
616,Donnerstag::N,хамиз,پنجشنبه
617,Freitag::N,рузман,جمعه
618,Samstag::N,щамат,خالي
619,Sonntag::N,гьатӏан,یکشنبه
620,groß::A,кӏудияб,لوی
621,klein::A,гьитӏинаб,وړوکی
622,lang::A,халатаб,اوړد
623,kurz::A,къокъаб,لنډ
624,breit::A,гӏебаб,پراخه
625,schmal::A,къваридаб,تنګ
626,dicht::A,ризаб,ګڼ
627,dick[Gegenstand]::A,бицатаб,پنډ
628,dünn::A,тӏеренаб,نری
629,fein::A,тӏеренаб,نازک
630,fest::A,къвакӏараб,کلک
631,fest::A,къвакӏараб,ټینګ
632,flach::A,чӏепараб,هوار
633,glatt::A,цӏвакараб,ښوی
634,hart::A,кьварараб,کلک
635,weich::A,тамахаб,نرم
636,weich::A,тамахаб,پوست
637,rund::A,гургинаб,ګرد
638,spitz::A,бегӏераб,تېره
639,scharf::A,рекӏараб,تېز
640,scharf::A,рекӏараб,تېره
641,stumpf::A,тӏехӏараб,پڅ
642,stumpf::A,рекӏинчӏеб,پڅ
643,schwer::A,бакӏаб,دروند
644,schön::A,берцинаб,ښکلی
645,heiß::A,лагьараб,تود
646,warm::A,хинаб,تود
647,kalt::A,квачараб,ېخ
648,kalt::A,квачараб,سوړ
649,kühl::A,квачараб,ېخ
650,kühl::A,квачараб,سوړ
651,frisch::A,цӏияб,تازه
652,feucht::A,рагьараб,مرطوب
653,nass::A,би́ччараб,لوند
654,trocken::A,бакъвараб,وچ
655,leer::A,чӏобогояб,خالی
656,offen::A,рагьараб,خلاص
657,offen::A,рагьараб,پرانیستی
658,geschlossen::A,рахараб-къараб,تړلی
659,sauber::A,бацӏцӏадаб,پاک
660,schmutzig::A,гъизараб,چټل
661,roh::A,хамаб,خام
662,roh::A,гӏатӏгояб,خام
663,reif::A,барщараб,پوخ
664,reif::A,барщараб,رسېدلی
665,lecker::A,тӏагӏамаб,خوندور
666,lecker::A,тӏагӏамаб,مزه دار
667,süß::A,гьуинаб,خوږ
668,süß::A,гьуинаб,شیرین
669,bitter::A,кьогӏаб,تریخ
670,sauer::A,цӏекӏаб,ټاک
671,sauer::A,цӏекӏаб,تريو
672,hell::A,канаб,روڼ
673,hell::A,канаб,روښان
674,dunkel::A,бецӏаб,تیاره
675,schwarz::A,чӏегӏераб,تور
676,weiß::A,хъахӏаб,سپين
677,rot::A,багӏараб,سور
678,gelb::A,гӏобилаб,زېړ
679,gelb::A,тӏогьилаб,زېړ
680,blau::A,хъахӏилаб,شین
681,blau::A,хъахӏилаб,اسماني رنګه
682,grün::A,гӏурччинаб,زرغون
683,grau::A,накӏкӏуяб,خړ
684,bunt::A,къвекӏаб,رنګارنګ
685,bunt::A,чара-гъараб,رنګارنګ
686,billig::A,учузаб,ارزان
687,teuer::A,хири́яб,ګران
688,wertvoll::A,къиматаб,قیمتي
689,blind::A,беццаб,ړوند
690,taub::A,гъугъаб,کوڼ
691,kräftig::A,гучаб,قوی
692,stark::A,къуватаб,قوی
693,stark::A,къуватаб,تکړه
694,schwach::A,гӏажизаб,ضعیف
695,schwach::A,гӏажизаб,کمزوری
696,fett::A,кьарияб,چاغ
697,schlank::A,чергесаб,خوش اندام
698,hübsch::A,гьайбатаб,ښکلی
699,hübsch::A,гьайбатаб,ښایسته
700,böse::A,ракӏквешаб,شریر
701,böse::A,ракӏквешаб,قهرناک
702,dumm::A,гьагаб,احمق
703,dumm::A,гӏантаб,احمق
704,faul::A,кӏохӏалаб,لټ
705,faul::A,кӏохӏалаб,تنبل
706,faul::A,кӏухӏа́лаб,لټ
707,faul::A,кӏухӏа́лаб,تنبل
708,fleißig::A,хӏаракатаб,زحمت کښ
709,geizig::A,къарумаб,بخیل
710,klug::A,лумияб,عاقل
711,klug::A,лумияб,هوښیار
712,geschickt::A,махщел бугев,ماهر
713,lieb::A,гӏазизаб,عزیز
714,lieb::A,гӏазизаб,محبوب
715,lustig::A,кепаб,خوشحال
716,sanft::A,хӏалимаб,پوست
717,sanft::A,хӏалимаб,ملایم
718,sanft::A,хӏере́наб,پوست
719,sanft::A,хӏере́наб,ملایم
720,hungrig::A,бакъараб,وږی
721,krank::A,щокъаб,مريض
722,krank::A,щокъаб,ناروغ
723,krank::A,унтараб,مريض
724,krank::A,унтараб,ناروغ
725,nackt::A,гӏицӏаб,لوڅ
726,nackt::A,чӏанкӏараб,لوڅ
727,traurig::A,пашманаб,غمجن
728,lebendig::A,чӏагояб,ژوندی
729,gut::A,лъикӏаб,ښه
730,schlecht::A,къадараб,بد
