,Concept_ID,fa,ru
216,Dreck::N,کثافت,грязь
217,Eisen::N,آهن,железо
218,Gold::N,زر,золото
219,Gold::N,طلا,золото
220,Silber::N,نقره,серебро
221,Kohle::N,زغال,уголь
222,Glas::N,شیشه,стекло
223,Lehm::N,گل,глина
224,Sand::N,شن,песок
225,Sand::N,ماسه,песок
226,Mensch::N,آدم,человек
227,Mensch::N,انسان,человек
228,Mann::N,مرد,мужчина
229,Frau::N,زن,женщина
230,Kind::N,بچه,ребенок
231,Kind::N,کودک,ребенок
232,Junge::N,پسر,мальчик
233,Mädchen::N,دختر,девочка
234,Familie::N,فامیل,семья
235,Familie::N,خانواده,семья
236,Großvater::N,پدربزرگ,дедушка
237,Großmutter::N,مادر‌بزرگ,бабушка
238,Eltern::N,والدین,родители
239,Eltern::N,پدر‌و‌مادر,родители
240,Vater::N,پدر,отец
241,Mutter::N,مادر,мать
242,Sohn::N,پسر,сын
243,Tochter::N,دختر,дочь
244,Bruder::N,برادر,брат
245,Schwester::N,خواهر,сестра
246,Onkel::N,عمو,дядя
247,Onkel::N,دایی,дядя
248,Tante::N,عمه,тетя
249,Tante::N,خاله,тетя
250,Ehemann::N,همسر,муж
251,Ehefrau::N,همسر,жена
252,Freude::N,شادی,радость
253,Gelächter::N,خنده,смех
254,Gelächter::N,قاه‌قاه,смех
255,Glück::N,اقبال,счастье
256,Kummer::N,غم,горе
257,Kummer::N,غصه,горе
258,Wunsch::N,آرزو,желание
259,Lust::N,هوس,влечение
260,Geist::N,روح,дух
261,Gedanke::N,فکر,мысль
262,Gedächtnis::N,حافظه,память
263,Verstand::N,هوش,ум
264,Sinn::N,معنا,смысл
265,Sinn::N,مفهوم,смысл
266,Grund::N,سبب,повод
267,Grund::N,دلیل,повод
268,Wahrheit::N,حقیقت,правда
269,Gespräch::N,صحبت,беседа
270,Gespräch::N,گفتگو,беседа
271,Märchen::N,قصه,сказка
272,Märchen::N,افسانه,сказка
273,Erzählung::N,داستان,рассказ
274,Nachricht::N,خبر,сообщение
275,Neuigkeit::N,خبر تازه,новость
276,Name::N,اسم,имя
277,Rätsel::N,معما,загадка
278,Rede::N,سخن,речь
279,Sprache::N,زبان,язык
280,Stimme::N,صدا,голос
281,Wort::N,کلمه,слово
282,Zeichen::N,نشان,знак
283,Zeichen::N,علامت,знак
284,Ruf::N,صدا,зов
285,Lärm::N,هیاهو,шум
286,Laut::N,صدا,звук
287,Ton::N,آهنگ,звучание
288,Lied::N,آواز,песня
289,Lied::N,ترانه,песня
290,Ruhe::N,آرامش,покой
291,Leute::N,مردم,люди
292,Volk::N,خلق,народ
293,Arbeit::N,کار,работа
294,Gast::N,مهمان,гость
295,Geschenk::N,هدیه,подарок
296,Spiel::N,بازی,игра
297,Gesellschaft::N,جمعیت,общество
298,Hilfe::N,کمک,помощь
299,Freund::N,دوست,друг
300,Kamerad::N,رفیق,приятель
301,Angelegenheit::N,امر,дело
302,Angelegenheit::N,قضیه,дело
303,Anzahl::N,عده,количество
304,Anzahl::N,شمار,количество
305,Art::N,نوع,вид
306,Stück::N,تکه,кусок
307,Stück::N,قطعه,кусок
308,Teil::N,بخش,часть
309,Teil::N,قسمت,часть
310,Hälfte::N,نیم,половина
311,Kreis::N,حلقه,круг
312,Kreis::N,دایره,круг
313,Kreuz::N,صلیب,крест
314,Linie::N,خط,линия
315,Linie::N,سطر,линия
316,Strich::N,خط,черта
317,Abstand::N,فاصله,промежуток
318,Entfernung::N,مسافت,расстояние
319,Gegend::N,منطقه,местность
320,Platz::N,گنجایش,пространство
321,Ort::N,جا,место
322,Ort::N,محل,место
323,Ort::N,مکان,место
324,Seite::N,طرف,сторона
325,Mitte::N,وسط,середина
326,Mitte::N,میان,середина
327,Gegenstand::N,چیز,предмет
328,Sache::N,چیز,вещь
329,Rand::N,کنار,край
330,Rand::N,حاشیه,край
331,Kante::N,لبه,ребро
332,Ecke::N,گوشه,угол
333,Spitze::N,سر,кончик
334,Spitze::N,نوک,кончик
335,Ende::N,ته,конец
336,Ende::N,آخر,конец
337,Loch::N,سوراخ,дыра
338,Winkel::N,کنج,угол
339,Muster::N,نقش,узор
340,Größe::N,قد,размер
341,Größe::N,بزرگی,размер
342,Länge::N,طول,длина
343,Höhe::N,بلندی,высота
344,Gewicht::N,وزن,вес
345,Menge::N,مقدار,количество
346,Menge::N,اندازه,количество
347,Haufen::N,توده,куча
348,Reihe::N,ردیف,ряд
349,Boot::N,قایق,лодка
350,Ruder::N,پارو,весло
351,Schlitten::N,سورتمه,сани
352,Ski::N,اسکی,лыжа
353,Lagerfeuer::N,آتش,костер
354,Last::N,بار,тяжесть
355,Last::N,سنگینی,тяжесть
356,Gang::N,راه رفتن,ход
357,Schritt::N,قدم,шаг
358,Norden::N,شمال,север
359,Süden::N,جنوب,юг
360,Westen::N,غرب,запад
361,Osten::N,شرق,восток
362,Holz::N,چوب,древесина
363,Brett::N,تخته,доска
364,Platte::N,صفحه,плита
365,Stütze::N,تکیه,подпорка
366,Stange::N,میله,жердь
367,Stock::N,چوب,палка
368,Stab::N,عصا,шест
369,Rohr::N,لوله,труба
370,Haus::N,منزل,дом
371,Heim::N,خانه,дом
372,Heim::N,کاشانه,дом
373,Ofen::N,بخاری,печь
374,Fußboden::N,کف اتاق,пол
375,Tisch::N,میز,стол
376,Stuhl::N,صندلی,стул
377,Wiege::N,گهواره,колыбель
378,Bett::N,تختخواب,постель
379,Regal::N,قفسه,полка
380,Kiste::N,صندوق,ящик
381,Fenster::N,پنجره,окно
382,Tür::N,در,дверь
383,Tür::N,درب,дверь
384,Tor::N,دروازه,ворота
385,Zaun::N,حصار,забор
386,Dach::N,بام,крыша
387,Leiter::N,نردبان,лестница
388,Besen::N,جارو,метла
389,Spaten::N,بیل,лопата
390,Schaufel::N,بیل,совок
391,Schaufel::N,پارو,совок
392,Gabel::N,چنگال,вилка
393,Löffel::N,قاشق,ложка
394,Messer::N,کارد,нож
395,Nagel::N,میخ,гвоздь
396,Netz::N,تور,сеть
397,Netz::N,شبکه,сеть
398,Haken::N,قلاب,крюк
399,Griff::N,دسته,ручка
400,Schloss::N,قفل,замок
401,Bild::N,عکس,картина
402,Bild::N,تصویر,картина
403,Figur::N,تندیس,фигура
404,Puppe::N,عروسک,кукла
405,Beutel::N,کیسه,мешок
406,Bündel::N,بسته,связка
407,Tasche::N,کیف,сумка
408,Eimer::N,سطل,ведро
409,Deckel::N,در,крышка
410,Geschirr::N,ظرف,посуда
411,Sack::N,گونی,мешок
412,Tasse::N,فنجان,чашка
413,Topf::N,دیگ,кастрюля
414,Topf::N,قابلمه,кастрюля
415,Kessel::N,دیگ,котел
416,Essen::N,خوراک,еда
417,Nahrung::N,غذا,пища
418,Speise::N,خوراک,блюдо
419,Speise::N,خوراک,кушанье
420,Fleisch::N,گوشت,мясо
421,Getreide::N,غله,хлеб
422,Brei::N,فرنی,каша
423,Brei::N,حریره,каша
424,Brot::N,نان,хлеб
425,Scheibe::N,قاچ,ломоть
426,Scheibe::N,لزگه,ломоть
427,Fett::N,چربی,жир
428,Butter::N,کره,масло
429,Öl::N,روغن,масло
430,Salz::N,نمک,соль
431,Suppe::N,آش,суп
432,Suppe::N,سوپ,суп
433,Honig::N,عسل,мед
434,Milch::N,شیر,молоко
435,Tee::N,چای,чай
436,Leder::N,چرم,кожа
437,Wolle::N,پشم,шерсть
438,Stoff::N,پارچه,ткань
439,Nadel::N,سوزن,игла
440,Faden::N,نخ,нитка
441,Knopf::N,دکمه,пуговица
442,Knoten::N,گره,узел
443,Farbe::N,رنگ,краска
444,Kleidung::N,لباس,одежда
445,Kleidung::N,پوشاک,одежда
446,Hemd::N,پیراهن,рубашка
447,Kragen::N,یقه,воротник
448,Ärmel::N,آستین,рукав
449,Hose::N,شلوار,брюки
450,Gürtel::N,کمر‌بند,пояс
451,Mütze::N,کلاه,шапка
452,Schuh::N,کفش,ботинок
453,Stiefel::N,چکمه,сапог
454,Ring::N,حلقه,кольцо
455,Ring::N,انگشتر,кольцо
456,Band::N,نوار,лента
457,Band::N,روبان,лента
458,Kamm::N,شانه,расческа
459,Spiegel::N,آینه,зеркало
460,Riemen::N,تسمه,ремень
461,Schnur::N,ریسمان,веревка
462,Leine::N,قلاده,поводок
463,Decke::N,پتو,одеяло
464,Kissen::N,بالش,подушка
465,Tuch::N,شال,платок
466,Handtuch::N,حوله,полотенце
467,Kraft::N,نیرو,сила
468,Stärke::N,زور,крепость
469,Gesundheit::N,سلامتی,здоровье
470,Gesundheit::N,تندرستی,здоровье
471,Krankheit::N,بیماری,болезнь
472,Schmerz::N,درد,боль
473,Wunde::N,زخم,рана
474,Fieber::N,تب,лихорадка
475,Fieber::N,تب,температура
476,Arznei::N,دارو,лекарство
477,Brücke::N,پل,мост
478,Brunnen::N,چاه,колодец
479,Weide::N,چراگاه,пастбище
480,Pfad::N,راه,тропа
481,Weg::N,راه,путь
482,Weg::N,راه,дорога
483,Weg::N,طریق,путь
484,Weg::N,طریق,дорога
485,Straße::N,راه,улица
486,Straße::N,راه,дорога
487,Straße::N,جاده,улица
488,Straße::N,جاده,дорога
489,Dorf::N,ده,деревня
490,Dorf::N,روستا,деревня
491,Stadt::N,شهر,город
492,Brief::N,نامه,письмо
493,Buch::N,کتاب,книга
494,Buchstabe::N,حرف,буква
495,Zeitung::N,روزنامه,газета
496,Leben::N,عمر,жизнь
497,Leben::N,زندگی,жизнь
498,Tod::N,مرگ,смерть
499,Grab::N,گور,могила
500,Grab::N,مزار,могила
501,Kirche::N,کلیسا,церковь
502,Sünde::N,بزه,грех
503,Sünde::N,گناه,грех
504,Gott::N,خدا,бог
505,Arbeiter::N,کارگر,рабочий
506,Chef::N,رئیس,начальник
507,Meister::N,استاد,мастер
508,Arzt::N,پزشک,врач
509,Lehrer::N,معلم,учитель
510,Lehrer::N,آموزگار,учитель
511,Geld::N,پول,деньги
512,Geschäft::N,کار,занятие
513,Geschäft::N,بیزنس,занятие
514,Laden::N,دکان,магазин
515,Laden::N,مغازه,магазин
516,Preis::N,بها,цена
517,Preis::N,قیمت,цена
518,Ware::N,جنس,товар
519,Ware::N,کالا,товар
520,Nutzen::N,مزیت,выгода
521,Nutzen::N,امتیاز,выгода
522,Reichtum::N,مال,богатство
523,Reichtum::N,ثروت,богатство
524,Welt::N,دنیا,мир
525,Land::N,کشور,страна
526,Land::N,مملکت,страна
527,Staat::N,دولت,государство
528,König::N,شاه,король
529,König::N,پادشاه,король
530,Macht::N,قدرت,власть
531,Macht::N,اختیار,власть
532,Grenze::N,مرز,граница
533,Krieg::N,جنگ,война
534,Feind::N,دشمن,враг
535,Gewalt::N,زور,насилие
536,Gewalt::N,خشونت,насилие
537,Kampf::N,نبرد,борьба
538,Kampf::N,مبارزه,борьба
539,Bogen[Waffe]::N,کمان,лук
540,Pfeil::N,تیر,стрела
541,Gewehr::N,تفنگ,ружье
542,Fehler::N,غلط,ошибка
543,Fehler::N,اشتباه,ошибка
544,Lüge::N,دروغ,ложь
545,Schaden::N,آسیب,вред
546,Schaden::N,خسارت,вред
547,Unglück::N,بلا,беда
548,Schuld::N,گناه,вина
549,Schuld::N,تقصیر,вина
550,Alter::N,سن,возраст
551,Alter::N,عمر,возраст
552,Schluss::N,انتها,окончание
553,Zeit::N,وقت,время
554,Zeit::N,زمان,время
555,Tag::N,روز,день
556,Morgen::N,صبح,утро
557,Mittag::N,ظهر,полдень
558,Abend::N,شب,вечер
559,Abend::N,عصر,вечер
560,Nacht::N,شب,ночь
561,Woche::N,هفته,неделя
562,Monat::N,ماه,месяц
563,Jahr::N,سال,год
564,Frühling::N,بهار,весна
565,Sommer::N,تابستان,лето
566,Herbst::N,پاییز,осень
567,Winter::N,زمستان,зима
568,Januar::N,ژانویه,январь
569,Februar::N,فوریه,февраль
570,März::N,مارس,март
571,April::N,آوریل,апрель
572,Mai::N,مه,май
573,Juni::N,ژوئن,июнь
574,Juli::N,ژویه,июль
575,August::N,اوت,август
576,September::N,سپتامبر,сентябрь
577,Oktober::N,اکتبر,октябрь
578,November::N,نوامبر,ноябрь
579,Dezember::N,دسامبر,декабрь
580,Montag::N,دو‌شنبه,понедельник
581,Dienstag::N,سه‌شنبه,вторник
582,Mittwoch::N,چهار‌شنبه,среда
583,Donnerstag::N,پنج شنبه,четверг
584,Freitag::N,جمعه,пятница
585,Samstag::N,شنبه,суббота
586,Sonntag::N,یکشنبه,воскресенье
587,groß::A,بزرگ,большой
588,klein::A,کوچک,маленький
589,lang::A,بلند,длинный
590,kurz::A,کوتاه,короткий
591,breit::A,پهن,широкий
592,schmal::A,تنگ,узкий
593,schmal::A,نازک,узкий
594,dicht::A,چگال,густой
595,dicht::A,انبوه,густой
596,dick[Gegenstand]::A,ضخیم,толстый
597,dünn::A,نازک,тонкий
598,fein::A,ریز,тонкий
599,fein::A,باریک,тонкий
600,fest::A,محکم,крепкий
601,flach::A,صاف,плоский
602,flach::A,مسطح,плоский
603,glatt::A,لیز,гладкий
604,hart::A,سفت,твердый
605,weich::A,نرم,мягкий
606,weich::A,ملایم,мягкий
607,rund::A,گرد,круглый
608,spitz::A,تیز,остроконечный
609,spitz::A,نوک‌تیز,остроконечный
610,scharf::A,تیز,острый
611,scharf::A,برنده,острый
612,stumpf::A,کند,тупой
613,schwer::A,سنگین,тяжелый
614,schön::A,زیبا,красивый
615,heiß::A,داغ,жаркий
616,warm::A,گرم,теплый
617,kalt::A,سرد,холодный
618,kühl::A,خنک,прохладный
619,frisch::A,تازه,свежий
620,feucht::A,مرطوب,влажный
621,nass::A,تر,мокрый
622,nass::A,خیش,мокрый
623,trocken::A,خشک,сухой
624,voll::A,پر,полный
625,voll::A,پر,наполненный
626,leer::A,خالی,пустой
627,offen::A,باز,открытый
628,geschlossen::A,بسته,закрытый
629,sauber::A,پاک,чистый
630,sauber::A,تمیز,чистый
631,schmutzig::A,کثیف,грязный
632,schmutzig::A,آلوده,грязный
633,roh::A,خام,сырой
634,reif::A,رسیده,зрелый
635,lecker::A,لذیذ,вкусный
636,lecker::A,خوشمزه,вкусный
637,süß::A,شیرین,сладкий
638,bitter::A,تلخ,горький
639,sauer::A,ترش,кислый
640,hell::A,روشن,светлый
641,dunkel::A,تاریک,темный
642,schwarz::A,سیاه,черный
643,weiß::A,سفید,белый
644,rot::A,سرخ,красный
645,rot::A,قرمز,красный
646,gelb::A,زرد,желтый
647,blau::A,آبی,синий
648,grün::A,سبز,зеленый
649,grau::A,طوسی,серый
650,grau::A,خاکستری,серый
651,bunt::A,رنگارنگ,пестрый
652,billig::A,ارزان,дешевый
653,teuer::A,گران,дорогой
654,wertvoll::A,قیمتی,ценный
655,wertvoll::A,گرانبها,ценный
656,blind::A,کور,слепой
657,blind::A,نابینا,слепой
658,taub::A,کر,глухой
659,taub::A,ناشنوا,глухой
660,kräftig::A,قوی,могучий
661,stark::A,قوی,сильный
662,stark::A,نیرومند,сильный
663,schwach::A,ضعیف,слабый
664,fett::A,چرب,жирный
665,schlank::A,باریک‌اندام,стройный
666,hübsch::A,قشنگ,прелестный
667,hübsch::A,خوشگل,прелестный
668,böse::A,بد,злой
669,dumm::A,احمق,глупый
670,faul::A,لش,ленивый
671,faul::A,تنبل,ленивый
672,fleißig::A,زرنگ,прилежный
673,geizig::A,خسیس,жадный
674,klug::A,عاقل,умный
675,klug::A,باهوش,умный
676,geschickt::A,ماهر,искусный
677,lieb::A,عزیز,милый
678,lustig::A,شاد,веселый
679,lustig::A,خوشحال,веселый
680,sanft::A,لطیف,нежный
681,hungrig::A,گرسنه,голодный
682,krank::A,مریض,больной
683,krank::A,بیمار,больной
684,nackt::A,لخت,голый
685,nackt::A,برهنه,голый
686,traurig::A,غمگین,грустный
687,lebendig::A,زنده,живой
688,gut::A,خوب,хороший
689,schlecht::A,بد,плохой
690,richtig::A,درست,правильный
691,schlimm::A,وخيم,отвратительный
692,schlimm::A,وخيم,мерзкий
693,wahr::A,درست,настоящий
694,wahr::A,حقیقی,настоящий
695,alt::A,کهنه,старый
696,neu::A,نو,новый
697,ehemalig::A,قبلی,бывший
698,alt[Lebewesen]::A,پیر,пожилой
699,jung::A,جوان,молодой
700,arm::A,فقیر,бедный
701,reich::A,پولدار,богатый
702,reich::A,ثروتمند,богатый
703,bekannt::A,آشنا,знакомый
704,bekannt::A,معلوم,знакомый
705,berühmt::A,مشهور,знаменитый
706,fremd::A,خارجی,чужой
707,fremd::A,بیگانه,чужой
708,verschieden::A,مختلف,разный
709,verschieden::A,متفاوت,разный
710,nah::A,نزدیک,близкий
711,fern::A,دور,далекий
712,linker::A,چپ,левый
713,rechter::A,راست,правый
714,anderer::A,دیگر,другой
715,erster::A,اول,первый
716,zweiter::A,دوم,второй
717,dritter::A,سوم,третий
718,letzter::A,آخر,последний
719,allein::ADV,تنها,один
720,auf einmal::ADV,همزمان,сразу
721,zusammen::ADV,باهم,вместе
722,lange::ADV,مدت‌ها,долго
723,lange::ADV,مدت زیادی,долго
724,plötzlich::ADV,ناگهان,вдруг
725,sofort::ADV,فوراً,тотчас
726,später::ADV,بعدها,позже
727,jetzt::ADV,حالا,сейчас
728,jetzt::ADV,اکنون,сейчас
729,heute::ADV,امروز,сегодня
730,morgen::ADV,فردا,завтра
731,bald::ADV,زود,скоро
732,bald::ADV,بزودی,скоро
733,dann::ADV,سپس,потом
734,dann::ADV,آنوقت,потом
735,gestern::ADV,دیروز,вчера
736,einst::ADV,وقتی,однажды
737,einst::ADV,زمانی,однажды
738,damals::ADV,آنوقت,тогда
739,damals::ADV,آنزمان,тогда
740,danach::ADV,بعد,затем
741,vorher::ADV,قبلاً,раньше
742,zuerst::ADV,اول,сперва
743,zuerst::ADV,ابتداء,сперва
744,einmal::ADV,یکدفعه,раз
745,manchmal::ADV,گاهی,иногда
746,manchmal::ADV,بعضی اوقات,иногда
747,oft::ADV,اغلب,часто
748,immer::ADV,همیشه,всегда
749,niemals::ADV,هرگز,никогда
750,hier::ADV,اینجا,здесь
751,hierhin::ADV,به اینجا,сюда
752,von hier::ADV,از اینجا,отсюда
753,dort::ADV,آنجا,там
754,dorthin::ADV,به آنجا,туда
755,geradeaus::ADV,راست,прямо
756,vorwärts::ADV,جلو,вперед
757,vorwärts::ADV,به پیش,вперед
758,rückwärts::ADV,عقب,назад
759,zurück::ADV,پس,обратно
760,zurück::ADV,عقب,обратно
761,zurück::ADV,بالعکس,обратно
762,unten::ADV,زیر,внизу
763,unten::ADV,پایین,внизу
764,hinab::ADV,به پایین,вниз
765,oben::ADV,بالا,наверху
766,hinauf::ADV,به بالا,вверх
767,überall::ADV,همه‌جا,везде
768,nicht::ADV,نه,не
769,ein wenig::ADV,کمی,немного
770,kaum::ADV,به سختی,едва
771,sehr::ADV,خیلی,очень
772,sehr::ADV,بسیار,очень
773,so::ADV,چنین,так
774,so::ADV,اینطور,так
775,noch::ADV,هنوز,еще
776,nur::ADV,فقط,только
777,nur::ADV,تنها,только
778,schon::ADV,قبلاً,уже
779,schon::ADV,به این زودی,уже
780,wieder::ADV,باز,опять
781,wieder::ADV,دوباره,опять
782,vergebens::ADV,بیهوده,напрасно
783,vor::PRP,در جلوی,перед
784,hinter::PRP,پشت,за
785,hinter::PRP,پشت,позади
786,unter::PRP,تحت,под
787,durch::PRP,از وسط,сквозь
788,durch::PRP,از ميان,сквозь
789,neben::PRP,کنار,возле
790,neben::PRP,پهلوی,возле
791,zwischen::PRP,بین,между
792,zwischen::PRP,میان,между
793,wegen::PRP,برای,из-за
794,wegen::PRP,بخاطر,из-за
795,dies::PRN,این,это
796,das::PRN,آن,то
797,alles::PRN,تمام,все
798,alles::PRN,همه‌چیر,все
799,ich::PRN,من,я
800,du::PRN,تو,ты
801,er::PRN,او,он
802,wir::PRN,ما,мы
803,ihr::PRN,شما,вы
804,sie::PRN,آنها,они
805,was::FPRN,چه,что
806,wer::FPRN,کی,кто
807,wo::FADV,کجا,где
808,wohin::FADV,بکجا,куда
809,wie::FADV,چطور,как
810,wie::FADV,چگونه,как
811,warum::FADV,چرا,почему
812,warum::FADV,برای چه,почему
813,wieviel::FNUM,چند,сколько
814,wieviel::FNUM,چقدر,сколько
815,eins::NUM,یک,один
816,zwei::NUM,دو,два
817,drei::NUM,سه,три
818,vier::NUM,چهار,четыре
819,fünf::NUM,پنج,пять
820,sechs::NUM,شش,шесть
821,sieben::NUM,هفت,семь
822,acht::NUM,هشت,восемь
823,neun::NUM,نه,девять
824,zehn::NUM,ده,десять
825,elf::NUM,یازده,одиннадцать
