,Concept_ID,ps,ga
1479,prahlen::V,لاپې وهل,maígh
1480,übersetzen::V,ژباړل,aistrigh
1481,übersetzen::V,ترجمه کول,aistrigh
1482,denken::V,فکر کول,síl
1483,denken::V,فکر کول,ceap
1484,glauben::V,باور کول,creid
1485,bemerken::V,لیدل,tabhair faoi deara
1486,erkennen::V,پېژندل,aithin
1487,begreifen::V,رسېدل,tuig
1488,begreifen::V,پوهېدل,tuig
1489,verstehen::V,پوهېدل,tuig
1490,lernen::V,زده کول,foghlaim
1491,lernen::V,درس لوستل,foghlaim
1492,wissen::V,پوهېدل,tá a fhios ag
1493,sich erinnern an::V,یادول,cuimhnigh ar
1494,sich erinnern an::V,یادول,is cuimhne ar
1495,sich erinnern an::V,په یاد راوړل,cuimhnigh ar
1496,sich erinnern an::V,په یاد راوړل,is cuimhne ar
1497,vergessen::V,هېرول,dearmad
1498,messen::V,اندازه کول,tomhais
1499,zählen::V,شمارل,cuntais
1500,rechnen::V,حسابول,ríomh
1501,rechnen::V,حسابول,áirigh
1502,lesen::V,لوستل,léigh
1503,malen::V,رسمول,péinteáil
1504,zeichnen::V,رسمول,línigh
1505,zeichnen::V,رسمول,tarraing
1506,schreiben::V,لیکل,scríobh
1507,besitzen::V,لرل,is le
1508,kaufen::V,رانیول,ceannaigh
1509,verkaufen::V,خرڅول,díol
1510,bezahlen::V,تأدیه کول,íoc as
1511,zahlen::V,کسات اخيستل,íoc
1512,beherrschen::V,تسلط لرل,rialaigh
1513,ertragen::V,زغمل,seas
1514,ertragen::V,زغمل,fulaing
1515,ertragen::V,زغمل,foighnigh
1516,Barsch::N,,péirse
1517,Hecht::N,,liús
