,Concept_ID,ps,ga
357,Hilfe::N,کومک,cúnamh
358,Hilfe::N,کومک,cabhair
359,Hilfe::N,مرسته,cúnamh
360,Hilfe::N,مرسته,cabhair
361,Freund::N,ملګری,cara
362,Kamerad::N,انډيوال,comrádaí
363,Angelegenheit::N,موضوع,ábhar
364,Anzahl::N,شمېر,líon
365,Anzahl::N,تعداد,líon
366,Art::N,ډول,sórt
367,Art::N,ډول,saghas
368,Stück::N,ټوټه,píosa
369,Teil::N,برخه,cuid
370,Teil::N,برخه,páirt
371,Hälfte::N,نیم,leath
372,Kreis::N,دایره,ciorcal
373,Kreuz::N,صلیب,cros
374,Linie::N,خط,líne
375,Linie::N,لیکه,líne
376,Strich::N,کرښه,stríoc
377,Abstand::N,فاصله,achar
378,Entfernung::N,واټن,fad
379,Gegend::N,سیمه,ceantar
380,Gegend::N,منطقه,ceantar
381,Platz::N,ځای,áit
382,Platz::N,ځای,spás
383,Ort::N,ځای,áit
384,Seite::N,مخ,taobh
385,Seite::N,اړخ,taobh
386,Mitte::N,وسط,lár
387,Mitte::N,مینځ,lár
388,Gegenstand::N,شی,ball
389,Gegenstand::N,شی,ábhar
390,Sache::N,شی,ní
391,Sache::N,شی,rud
392,Sache::N,څيز,ní
393,Sache::N,څيز,rud
394,Rand::N,څنډه,imeall
395,Rand::N,څنډه,ciumhais
396,Rand::N,کناره,imeall
397,Rand::N,کناره,ciumhais
398,Kante::N,اړخ,corr
399,Kante::N,اړخ,colbha
400,Ecke::N,ګوټ,coirnéal
401,Spitze::N,څوکه,gob
402,Spitze::N,څوکه,barr
403,Ende::N,څوکه,ceann
404,Ende::N,څوکه,foirceann
405,Loch::N,سوری,poll
406,Winkel::N,کنج,cúinne
407,Winkel::N,کنج,uillinn
408,Winkel::N,کوتی,cúinne
409,Winkel::N,کوتی,uillinn
410,Muster::N,نمونه,patrún
411,Größe::N,قد,méid
412,Größe::N,قد,toise
413,Größe::N,لويوالی,méid
414,Größe::N,لويوالی,toise
415,Länge::N,طول,fad
416,Länge::N,اوږد والی,fad
417,Höhe::N,جګوالی,airde
418,Gewicht::N,وزن,meáchan
419,Menge::N,اندازه,méid
420,Haufen::N,کوټه,cnap
421,Reihe::N,صف,líne
422,Reihe::N,صف,sraith
423,Reihe::N,کتار,líne
424,Reihe::N,کتار,sraith
425,Boot::N,قايق,bád
426,Ruder::N,چپه,rámh
427,Ruder::N,چپه,maide rámha
428,Schlitten::N,ښویېدونی,carr sleamhnáin
429,Ski::N,سکي,scí
430,Lagerfeuer::N,اور,tine champa
431,Last::N,بار,ualach
432,Last::N,پېټی,ualach
433,Gang::N,تګ,siúlóid
434,Schritt::N,ګام,céim
435,Schritt::N,ګام,coiscéim
436,Norden::N,شمال,tuaisceart
437,Süden::N,سوېل,deisceart
438,Westen::N,لوېدېځ,iarthar
439,Osten::N,شرق,oirthear
440,Osten::N,ختیځ,oirthear
441,Holz::N,لرګی,adhmad
442,Brett::N,تخته,clár
443,Platte::N,تخته,leac
444,Stütze::N,تکیوان,taca
445,Stange::N,ډاګه,polla
446,Stange::N,ډاګه,cuaille
447,Stock::N,لرګی,bata
448,Stock::N,لرګی,maide
449,Stab::N,چيخله,maide
450,Stab::N,چيخله,bachall
451,Rohr::N,نل,píopa
452,Haus::N,کور,teach
453,Heim::N,کور,baile
454,Ofen::N,تودنۍ,sornóg
455,Fußboden::N,غولی,urlár
456,Tisch::N,مېز,bord
457,Tisch::N,مېز,tábla
458,Stuhl::N,چوکۍ,cathaoir
459,Wiege::N,زانګو,cliabhán
460,Bett::N,کټ,leaba
461,Bett::N,چپرکټ,leaba
462,Regal::N,تاخچۍ,seilf
463,Kiste::N,صندوق,bosca
464,Fenster::N,کړکۍ,fuinneoig
465,Tür::N,دروازه,doras
466,Tor::N,دروازه,geata
467,Zaun::N,کټاره,fál
468,Zaun::N,کټاره,claí
469,Dach::N,بام,díon
470,Leiter::N,زينه,dréimire
471,Besen::N,جارو,scuab
472,Spaten::N,یوم,spád
473,Spaten::N,یوم,rámhainn
474,Schaufel::N,بېلچه,sluasaid
475,Gabel::N,پنجه,forc
476,Gabel::N,پنجه,gabhlóg
477,Löffel::N,کاشوغه,spúnóg
478,Messer::N,چاقو,scian
479,Nagel::N,ميخ,tairne
480,Netz::N,جال,líon
481,Netz::N,جال,eangach
482,Haken::N,څنګک,croch
483,Griff::N,لاستی,cos
484,Griff::N,لاستی,hanla
485,Schloss::N,کلپ,glas
486,Bild::N,رسم,pictiúr
487,Figur::N,قدوقامت,fíor
488,Puppe::N,ګوډۍ,bábóg
489,Beutel::N,کڅوړه,mála
490,Beutel::N,کڅوړه,mealbhóg
491,Bündel::N,دسته,beart
492,Tasche::N,بکس,mála
493,Tasche::N,توبره,mála
494,Eimer::N,سطل,buicéad
495,Deckel::N,سرپوښ,clár
496,Deckel::N,سرپوښ,claibín
497,Geschirr::N,لوښی,soithí
498,Geschirr::N,لوښی,gréithe
499,Sack::N,جوال,sac
500,Sack::N,جوال,mála
501,Tasse::N,پیاله,cupán
502,Topf::N,دېګی,pota
503,Kessel::N,دېګ,citeal
504,Essen::N,خوراک,béile
505,Nahrung::N,خوراک,bia
506,Speise::N,خواړه,mias
507,Fleisch::N,غوښه,feoil
508,Getreide::N,غله,grán
509,Getreide::N,غله,arbhar
510,Brei::N,اوګره,brúitín
511,Brot::N,ډوډۍ,arán
512,Scheibe::N,مړۍ,píosa
513,Scheibe::N,مړۍ,slisne
514,Fett::N,غوړي,saill
515,Fett::N,غوړي,méathras
516,Butter::N,کوچ,im
517,Öl::N,تېل,ola
518,Salz::N,مالګه,salann
519,Suppe::N,شوربا,sú
520,Suppe::N,شوربا,anraith
521,Honig::N,شات,mil
522,Milch::N,شوده,bainne
523,Tee::N,چای,tae
524,Leder::N,څرمن,leathar
525,Wolle::N,پشم,olann
526,Stoff::N,ټوټه,éadach
527,Nadel::N,ستن,snáthaid
528,Faden::N,تار,snáth
529,Knopf::N,تڼۍ,cnaipe
530,Knopf::N,تکمه,cnaipe
531,Knoten::N,غوټه,snaidhm
532,Farbe::N,رنګ,péint
533,Kleidung::N,کالي,éadaí
534,Hemd::N,کميس,léine
535,Kragen::N,غاړه,bóna
536,Ärmel::N,لستوڼی,muinchille
537,Hose::N,پطلون,bríste
538,Hose::N,پطلون,treabhsar
539,Gürtel::N,کمربند,crios
540,Mütze::N,خولۍ,caipín
541,Schuh::N,بوټ,bróg
542,Stiefel::N,موزه,buatais
543,Ring::N,ګوته,fáinne
544,Band::N,فيته,ribín
545,Kamm::N,ګمنځ,cíor
546,Spiegel::N,ایینه,scáthán
547,Spiegel::N,هنداره,scáthán
548,Riemen::N,تسمه,iall
549,Riemen::N,تسمه,strapa
550,Schnur::N,مزی,téad
551,Schnur::N,مزی,sreangán
552,Leine::N,رسۍ,iall
553,Decke::N,بړستن,pluid
554,Decke::N,بړستن,blaincéad
555,Kissen::N,بالښت,piliúr
556,Kissen::N,بالښت,adhartán
557,Tuch::N,ټیکری,scaif
558,Handtuch::N,دسمال,tuáille
559,Kraft::N,زور,fórsa
560,Kraft::N,توان,fórsa
561,Stärke::N,قوت,neart
562,Gesundheit::N,صحت,sláinte
563,Gesundheit::N,روغتیا,sláinte
564,Krankheit::N,مرض,tinneas
565,Krankheit::N,مرض,breoiteacht
566,Krankheit::N,ناروغي,tinneas
567,Krankheit::N,ناروغي,breoiteacht
568,Schmerz::N,درد,pian
569,Wunde::N,ټپ,goin
570,Wunde::N,زخم,goin
571,Fieber::N,تبه,fiabhras
572,Arznei::N,دوا,cógas
573,Arznei::N,دارو,cógas
574,Brücke::N,پول,droichead
575,Brunnen::N,څاه,tobar
576,Brunnen::N,کوهی,tobar
577,Weide::N,وله,féarach
578,Pfad::N,تړه,cosán
579,Pfad::N,تړه,conair
580,Weg::N,لیار,slí
581,Weg::N,لیار,bealach
582,Straße::N,سړک,bóthar
583,Dorf::N,کلی,sráidbhaile
584,Stadt::N,ښار,baile
585,Stadt::N,ښار,cathair
586,Brief::N,لیک,litir
587,Brief::N,مکتوب,litir
588,Buch::N,کتاب,cín
589,Buch::N,کتاب,leabhar
590,Buchstabe::N,حرف,litir
591,Buchstabe::N,توری,litir
592,Zeitung::N,اخبار,nuachtán
593,Leben::N,ژوند,saol
594,Leben::N,ژوند,beatha
595,Tod::N,مرګ,bás
596,Tod::N,مړینه,bás
597,Grab::N,قبر,uaigh
598,Grab::N,ډورۍ,uaigh
599,Kirche::N,کلیسا,eaglais
600,Sünde::N,ګناه,peaca
601,Gott::N,خدای,dia
602,Arbeiter::N,کاریګر,oibrí
603,Chef::N,آمر,saoiste
604,Chef::N,آمر,ceannasaí
605,Meister::N,استاد,máistir
606,Arzt::N,طبیب,lia
607,Arzt::N,طبیب,dochtúir
608,Arzt::N,ډاکټر,lia
609,Arzt::N,ډاکټر,dochtúir
610,Lehrer::N,معلم,oide
611,Lehrer::N,معلم,múinteoir
612,Lehrer::N,ښوونکی,oide
613,Lehrer::N,ښوونکی,múinteoir
614,Geld::N,پیسې,airgead
615,Geschäft::N,سوداګري,gnó
616,Laden::N,دکان,siopa
617,Laden::N,مغازه,siopa
618,Preis::N,بیه,praghas
619,Ware::N,مال,earra
620,Nutzen::N,ګټه,tairbhe
621,Reichtum::N,شتمني,rachmas
622,Reichtum::N,شتمني,saibhreas
623,Welt::N,نړۍ,domhan
624,Welt::N,دنیا,domhan
625,Land::N,هېواد,tír
626,Staat::N,دولت,stát
627,König::N,باچا,rí
628,König::N,پادشاه,rí
629,Macht::N,قدرت,cumhacht
630,Grenze::N,حد,críoch
631,Grenze::N,حد,teorainn
632,Grenze::N,سرحد,críoch
633,Grenze::N,سرحد,teorainn
634,Krieg::N,جګړه,cogadh
635,Feind::N,دښمن,namhaid
636,Gewalt::N,زور,foréigean
637,Gewalt::N,تشدد,foréigean
638,Kampf::N,جنګ,troid
639,Kampf::N,مبارزه,troid
640,Bogen[Waffe]::N,لیندۍ,bogha
641,Pfeil::N,غشی,saighead
642,Gewehr::N,ټوپک,gunna
643,Fehler::N,خطا,botún
644,Fehler::N,خطا,meancóg
645,Fehler::N,غلطي,botún
646,Fehler::N,غلطي,meancóg
647,Lüge::N,دروغ,bréag
648,Lüge::N,دروغ,éitheach
649,Schaden::N,زیان,dochar
650,Schaden::N,زیان,damáiste
651,Schaden::N,تاوان,dochar
652,Schaden::N,تاوان,damáiste
653,Unglück::N,بدبختي,drochrath
654,Schuld::N,ګناه,locht
655,Schuld::N,ګناه,milleán
656,Alter::N,منګ,aois
657,Schluss::N,اخر,deireadh
658,Zeit::N,وخت,am
659,Zeit::N,وخت,aimsir
660,Tag::N,ورځ,lá
661,Morgen::N,سبا,maidin
662,Morgen::N,سهار,maidin
663,Mittag::N,غرمه,nóin
664,Abend::N,ماښام,tráthnóna
665,Nacht::N,شپه,oíche
666,Woche::N,اونۍ,seachtain
667,Monat::N,مياشت,mí
668,Jahr::N,کال,bliain
669,Frühling::N,پسرلی,earrach
670,Sommer::N,دوبی,samhradh
671,Herbst::N,منی,fómhar
672,Herbst::N,خزان,fómhar
673,Winter::N,ژمی,geimhreadh
674,Januar::N,جنوري,Eanáir
675,Februar::N,فبروري,Feabhra
676,März::N,مارچ,Márta
677,April::N,اپریل,Aibreán
678,Mai::N,مې,Bealtaine
679,Juni::N,جون,Meitheamh
680,Juli::N,جولای,Iúil
681,August::N,اګست,Lúnasa
682,September::N,سپټامبر,Meán Fómhair
683,Oktober::N,اکتوبر,Deireadh Fómhair
684,November::N,نومبر,Samhain
685,November::N,نومبر,Mí na Samhna
686,Dezember::N,دسمبر,Mí na Nollag
687,Montag::N,دوشنبه,Luan
688,Montag::N,دوشنبه,Dé Luain
689,Dienstag::N,سه شنبه,Máirt
690,Dienstag::N,سه شنبه,Dé Máirt
691,Mittwoch::N,چارشنبه,Céadaoin
692,Mittwoch::N,چارشنبه,Dé Céadaoin
693,Donnerstag::N,پنجشنبه,Déardaoin
694,Freitag::N,جمعه,Aoine
695,Freitag::N,جمعه,Dé hAoine
696,Samstag::N,خالي,Satharn
697,Samstag::N,خالي,Dé Sathairn
698,Sonntag::N,یکشنبه,Domhnach
699,Sonntag::N,یکشنبه,Dé Domhnaigh
700,groß::A,لوی,mór
701,klein::A,وړوکی,beag
702,lang::A,اوړد,fada
703,kurz::A,لنډ,gearr
704,kurz::A,لنډ,gairid
705,breit::A,پراخه,leathan
706,breit::A,پراخه,fairsing
707,schmal::A,تنګ,cúng
708,dicht::A,ګڼ,dlúth
709,dick[Gegenstand]::A,پنډ,tiubh
710,dünn::A,نری,caol
711,dünn::A,نری,tanaí
712,fein::A,نازک,scáinte
713,fein::A,نازک,fíneálta
714,fest::A,کلک,daingean
715,fest::A,ټینګ,daingean
716,flach::A,هوار,cothrom
717,glatt::A,ښوی,mín
718,glatt::A,ښوی,sleamhain
719,hart::A,کلک,crua
720,weich::A,نرم,bog
721,weich::A,پوست,bog
722,rund::A,ګرد,cruinn
723,spitz::A,تېره,gobach
724,spitz::A,تېره,biorach
725,scharf::A,تېز,géar
726,scharf::A,تېز,faobhrach
727,scharf::A,تېره,géar
728,scharf::A,تېره,faobhrach
729,stumpf::A,پڅ,maol
730,schwer::A,دروند,trom
731,schön::A,ښکلی,álainn
732,heiß::A,تود,te
733,warm::A,تود,te
734,kalt::A,ېخ,fuar
735,kalt::A,سوړ,fuar
736,kühl::A,ېخ,fionnuar
737,kühl::A,سوړ,fionnuar
738,frisch::A,تازه,úr
739,frisch::A,تازه,friseáilte
740,feucht::A,مرطوب,tais
741,nass::A,لوند,fliuch
742,trocken::A,وچ,tirim
743,voll::A,ډک,lán
744,leer::A,خالی,folamh
745,offen::A,خلاص,oscailte
746,offen::A,پرانیستی,oscailte
747,geschlossen::A,تړلی,dúnta
748,geschlossen::A,تړلی,druidte
749,sauber::A,پاک,glan
750,schmutzig::A,چټل,salach
751,roh::A,خام,amh
752,reif::A,پوخ,aibí
753,reif::A,رسېدلی,aibí
754,lecker::A,خوندور,blasta
755,lecker::A,مزه دار,blasta
756,süß::A,خوږ,milis
757,süß::A,شیرین,milis
758,bitter::A,تریخ,searbh
759,sauer::A,ټاک,géar
760,sauer::A,ټاک,searbh
761,sauer::A,تريو,géar
762,sauer::A,تريو,searbh
763,hell::A,روڼ,geal
764,hell::A,روڼ,soilseach
765,hell::A,روښان,geal
766,hell::A,روښان,soilseach
767,dunkel::A,تیاره,dorcha
768,schwarz::A,تور,dubh
769,weiß::A,سپين,bán
770,rot::A,سور,dearg
771,gelb::A,زېړ,buí
772,blau::A,شین,gorm
773,blau::A,اسماني رنګه,gorm
774,grün::A,زرغون,glas
775,grün::A,زرغون,uaine
776,grau::A,خړ,liath
777,bunt::A,رنګارنګ,ildathach
778,bunt::A,رنګارنګ,dathannach
779,billig::A,ارزان,saor
780,teuer::A,ګران,daor
781,teuer::A,ګران,costasach
782,wertvoll::A,قیمتي,luachmhar
783,blind::A,ړوند,dall
784,blind::A,ړوند,caoch
785,taub::A,کوڼ,bodhar
786,kräftig::A,قوی,cumhachtach
