,Concept_ID,pl,ta
76,Feuer::N,ogień,தீ
77,Licht::N,światło,வெளிச்சம்
78,Schatten::N,cień,நிழல்
79,Wetter::N,pogoda,வானிலை
80,Nebel::N,mgła,பனிமூட்டம்
81,Wolke::N,obłok,மேகம்
82,Wolke::N,chmura,மேகம்
83,Regen::N,deszcz,மழை
84,Schnee::N,śnieg,உறைபனி
85,Eis::N,lód,பனிக்கட்டி
86,Frost::N,mróz,உறைபனி
87,Kälte::N,chłód,குளிர்ந்த
88,Hitze::N,gorąco,சூடு
89,Raureif::N,szron,உறைபனி வெண்திரை
90,Regenbogen::N,tęcza,வானவில்
91,Donner::N,grzmot,இடி
92,Strömung::N,nurt,நீரோட்டம்
93,Tropfen::N,kropla,துளி
94,Schaum::N,piana,நுரை
95,Schmutz::N,brud,அழுக்கு
96,See::N,jezioro,ஏரி
97,Sumpf::N,bagno,சதுப்பு நிலம்
98,Moor::N,bagno,முட்புதற்காடு
99,Wiese::N,łąka,பசும் புல்தரை
100,Wald::N,las,காடு
101,Hügel::N,pagórek,குன்று
102,Anhöhe::N,wzgórze,பதுக்கை
103,Berg::N,góra,மலை
104,Gipfel::N,szczyt,உச்சி மாநாடு
105,Gipfel::N,wierzchołek,உச்சி மாநாடு
106,Höhle::N,pieczara,குகை
107,Abhang::N,stok,சரிவு
108,Abhang::N,zbocze,சரிவு
109,Quelle::N,zdrój,மூலம்
110,Quelle::N,źródło,மூலம்
111,Bach::N,potok,ஓடை
112,Bach::N,strumień,ஓடை
113,Fluss::N,rzeka,ஆறு
114,Ufer::N,brzeg,நீர்க்கரை
115,Küste::N,wybrzeże,கடற்கரை
116,Festland::N,ląd,நிலம்
117,Meer::N,morze,கடல்
118,Bucht::N,zatoka,சிறுகுடா
119,Insel::N,wyspa,தீவு
120,Blume::N,kwiat,பூ
121,Gras::N,trawa,புல்தரை
122,Wurzel::N,korzeń,வேர்
123,Baum::N,drzewo,மரம்
124,Stamm::N,pień,அடிமரம்
125,Rinde::N,kora,பட்டை
126,Rinde::N,kora,மரப்பட்டை
127,Ast::N,gałąź,கினை
128,Zweig::N,gałąź,குச்சி
129,Blatt::N,liść,இலை
130,Birke::N,brzoza,பிர்ச் மரம்
131,Kiefer[Baum]::N,sosna,தேவதாரு மரம்
132,Weide[Baum]::N,wierzba,மர வகைகளுள் ஒன்று
133,Tanne::N,jodła,சாதிக்கய்
134,Horn::N,róg,கொம்பு
135,Feder::N,pióro,இறகு
136,Fell::N,futro,மென்முடி
137,Flügel::N,skrzydło,இறக்கை
138,Klaue::N,szpon,நகம்
139,Kralle::N,pazur,நகம்
140,Schwanz::N,ogon,வால்
141,Ei::N,jajko,முட்டை
142,Nest::N,gniazdo,கூடு
143,Bau::N,nora,குகை
144,Tier::N,zwierzę,விலங்கு
145,Herde::N,stado,கூட்டம்
146,Herde::N,trzoda,கூட்டம்
147,Kuh::N,krowa,பசு
148,Bulle::N,byk,காளை
149,Pferd::N,koń,குதிரை
150,Schaf::N,owca,செம்மறிஆடு
151,Schwein::N,świnia,பன்றி
152,Hund::N,pies,நாய்
153,Katze::N,kot,பூனை
154,Katze::N,kotka,பூனை
155,Bär::N,niedźwiedż,கரடி
156,Eichhörnchen::N,wiewiórka,அணில்
157,Elch::N,łóś,கடம்பை
158,Fuchs::N,lis,நரி
159,Hase::N,zając,முயல்
160,Maus::N,mysz,எலி
161,Wolf::N,wilk,ஓநாய்
162,Vogel::N,ptak,பறவை
163,Schwarm::N,stado,தொகுதி
164,Huhn::N,kura,கோழிக்குஞசு
165,Hahn::N,kogut,சேவல்
166,Gans::N,gęś,பெண் வாத்து
167,Adler::N,orzeł,பருநது
168,Ente::N,kaczka,வாத்து
169,Eule::N,sowa,ஆந்தை
170,Kranich::N,żuraw,நாரை
171,Krähe::N,wrona,காகம்
172,Kuckuck::N,kukułka,குயில்
173,Schwan::N,łabędż,அன்னம்
174,Fisch::N,ryba,மீன்
175,Barsch::N,okoń,பேர்ச்
176,Hecht::N,szczupak,கோலாச்சி மீன்
177,Schlange[Tier]::N,wąż,பாம்பு
178,Schlange[Tier]::N,żmija,பாம்பு
179,Wurm::N,robak,புழு
180,Spinne::N,pająk,சிலந்தி
181,Ameise::N,mrówka,எறும்பு
182,Laus::N,wesz,பேன்
183,Mücke::N,komar,கொசுவினப்பூச்சி
184,Fliege::N,mucha,ஈ
185,Schmetterling::N,motyl,வண்ணத்துப்பூச்சி
186,Beere::N,jagoda,சதைப்பழம்
187,Apfel::N,jabłko,ஆப்பிள பழம்
188,Pilz::N,grzyb,காளான்
189,Zwiebel::N,cebula,வெங்காயம்
190,Saat::N,siew,விதை
191,Korn::N,ziarno,தானியம்
192,Heu::N,siano,வைக்கோல்
193,Schale::N,łupina,தோல்
194,Grube::N,dół,குழி
195,Grube::N,jama,குழி
196,Falle::N,pułapka,பொறி
197,Schlinge::N,sidła,கண்ணி
198,Spur::N,ślad,சுவடு
199,Asche::N,popiół,சாம்பல்
200,Dreck::N,brud,அழுக்கு
201,Eisen::N,żelazo,இரும்பு
202,Gold::N,złoto,தங்கம்
203,Silber::N,srebro,வெள்ளி
204,Kohle::N,węgiel,நிலக்கரி
205,Glas::N,szkło,கண்ணாடி
206,Lehm::N,glina,களிமண்
207,Sand::N,piasek,மணல்
208,Mensch::N,człowiek,மனிதர்கள்
209,Mann::N,mężczyzna,மனிதன்
210,Frau::N,kobieta,பெண்
211,Kind::N,dziecko,குழந்தை
212,Junge::N,chłopak,பையன்
213,Junge::N,chłopiec,பையன்
214,Mädchen::N,dziewczynka,சிறுமி
215,Familie::N,rodzina,குடும்பம்
216,Großvater::N,dziadek,தாத்தா
217,Großmutter::N,babka,பாட்டி
218,Eltern::N,rodzice,பெற்றோர்
219,Vater::N,ojciec,தந்தை
220,Mutter::N,matka,தாய்
221,Sohn::N,syn,மகன்
222,Tochter::N,córka,மகள்
223,Bruder::N,brat,சகோதரன்
224,Schwester::N,siostra,அக்கா
225,Onkel::N,wuj,தாய் மாமன்
226,Onkel::N,stryj,தாய் மாமன்
227,Tante::N,ciotka,அத்தை
228,Ehemann::N,mąż,கணவன்
229,Ehefrau::N,żona,மனைவி
230,Freude::N,radość,கொண்டாட்டம்
231,Gelächter::N,śmiech,சிரிப்பு
232,Glück::N,szczęście,மகிழ்ச்சி
233,Kummer::N,zmartwienie,துயரம்
234,Wunsch::N,życzenie,விருப்பம்
235,Lust::N,chęć,விருப்பம்
236,Lust::N,ochota,விருப்பம்
237,Geist::N,duch,ஆன்மா
238,Gedanke::N,myśl,எண்ணம்
239,Gedächtnis::N,pamięć,ஞாபகம்
240,Verstand::N,rozum,மனம்
241,Sinn::N,zmysł,அர்த்தம்
242,Grund::N,powód,காரணம்
243,Wahrheit::N,prawda,உண்நை
244,Gespräch::N,rozmowa,பெசு
245,Märchen::N,bajka,நம்பத்தகாத கதை
246,Erzählung::N,opowiadanie,கதை
247,Nachricht::N,wiadomość,செய்தி
248,Neuigkeit::N,nowina,செய்தி
249,Name::N,imię,பெயர்
250,Rätsel::N,zagadka,புதிர்
251,Rede::N,mowa,பேச்சு
252,Sprache::N,język,மொழி
253,Stimme::N,głos,குரல்
254,Wort::N,słowo,வார்த்தை
255,Zeichen::N,znak,குறி
256,Ruf::N,wołanie,அழைப்பு
257,Lärm::N,hałas,சத்தம்
258,Lärm::N,zgiełk,சத்தம்
259,Laut::N,dźwięk,ஒலி
260,Ton::N,ton,குரல்
261,Ton::N,dźwięk,குரல்
262,Lied::N,pieśń,பாட்டு
263,Lied::N,piosenka,பாட்டு
264,Ruhe::N,spokój,அமைதி
265,Leute::N,ludzie,மக்கள்
266,Volk::N,naród,மக்கள்
267,Arbeit::N,praca,வேலை
268,Arbeit::N,robota,வேலை
269,Gast::N,gość,விருந்தாளி
270,Geschenk::N,prezent,பரிசுப் பொருள்
271,Geschenk::N,podarunek,பரிசுப் பொருள்
272,Spiel::N,gra,விளையாட்டு
273,Spiel::N,zabawa,விளையாட்டு
274,Gesellschaft::N,towarzystwo,சமுதாயம்
275,Hilfe::N,pomoc,உதவி
276,Freund::N,przyjaciel,நண்பன்
277,Kamerad::N,kolega,உடனிருப்பவன்
278,Angelegenheit::N,sprawa,செய்தி
279,Anzahl::N,ilość,எண்ணிக்கை
280,Art::N,rodzaj,வகை
281,Stück::N,kawałek,துண்டம்
282,Teil::N,część,பகுதி
283,Hälfte::N,połowa,பாதி
284,Kreis::N,krąg,வட்டம்
285,Kreuz::N,krzyż,சிலுவை
286,Linie::N,linia,கோடு
287,Strich::N,kreska,வாத நோய்
288,Abstand::N,odstęp,இடைவெளி
289,Entfernung::N,odległość,தூரம்
290,Gegend::N,okolica,வட்டாரம்
291,Platz::N,miejsce,வெற்றிடம்
292,Ort::N,miejsce,இடம்
293,Seite::N,bok,பக்கம்
294,Seite::N,strona,பக்கம்
295,Mitte::N,środek,இடைப்பகுதி
296,Gegenstand::N,przedmiot,உருப்படி
297,Sache::N,rzecz,பொருள்
298,Rand::N,skraj,தொங்கு
299,Rand::N,krawędź,தொங்கு
300,Kante::N,kant,விளிம்பு
301,Kante::N,krawędź,விளிம்பு
302,Ecke::N,róg,மூலை
303,Spitze::N,ostrze,முனை
304,Ende::N,koniec,முடிவு
305,Loch::N,dziura,துளை
306,Winkel::N,kąt,கோணம்
307,Winkel::N,kącik,கோணம்
308,Muster::N,wzór,பாங்கு
309,Größe::N,rozmiar,அளவு
310,Größe::N,wielkość,அளவு
311,Länge::N,długość,நீளம்
312,Höhe::N,wysokość,உயரம்
313,Gewicht::N,ciężar,எடை
314,Menge::N,ilość,தொகை
315,Haufen::N,kupa,குவியல்
316,Reihe::N,rząd,வரிசை
317,Reihe::N,szereg,வரிசை
318,Boot::N,łódź,படகு
319,Boot::N,łódka,படகு
320,Ruder::N,wiosło,துடுப்பு
321,Schlitten::N,sanki,சகடையிலா வண்டி
322,Ski::N,narta,பனிச் சறுக்கல்
323,Lagerfeuer::N,ognisko,மூட்டம்
324,Last::N,ciężar,பாரம்
325,Last::N,brzemię,பாரம்
326,Gang::N,chód,நடை
327,Schritt::N,krok,காலடி
328,Norden::N,północ,வடக்கு
329,Süden::N,południe,தெற்கு
330,Westen::N,zachód,மேற்கு திசை
331,Osten::N,wschód,கிழக்கு
332,Holz::N,drzewo,மரக்கட்டை
333,Brett::N,deska,பலகை
334,Platte::N,płyta,பலகம்
335,Stütze::N,podpora,அடைப்புகன்
336,Stange::N,drąg,கம்பம்
337,Stange::N,żerdź,கம்பம்
338,Stock::N,kij,குச்சி
339,Stock::N,laska,குச்சி
340,Stab::N,pręt,கம்பு
341,Rohr::N,rura,குழாய்
342,Haus::N,dom,வீடு
343,Heim::N,dom,வீடு
344,Ofen::N,piec,அடுப்பு
345,Fußboden::N,podłoga,தரை
346,Tisch::N,stół,மேசை
347,Stuhl::N,krzesło,நாற்காலி
348,Wiege::N,kołyska,தொட்டில்
349,Bett::N,łóżko,படுக்கை
350,Bett::N,pościel,படுக்கை
351,Regal::N,regał,அலமாரி
352,Kiste::N,skrzynia,பெட்டி
353,Fenster::N,okno,சாளரம்
354,Tür::N,drzwi,கதவு
355,Tor::N,brama,வாசற்கதவு
356,Zaun::N,płot,வேலி
357,Zaun::N,parkan,வேலி
358,Dach::N,dach,கூரை
359,Leiter::N,drabina,ஏணி
360,Besen::N,miotła,விளக்குமாறு
361,Spaten::N,rydel,மண்வெட்டி
362,Schaufel::N,łopata,அடிதண்டா
363,Gabel::N,widelec,முட்கரண்டி
364,Löffel::N,łyżka,கரண்டி
365,Messer::N,nóż,கத்தி
366,Nagel::N,gwóźdź,ஆணி
367,Netz::N,sieć,வலை
368,Haken::N,hak,கொக்கி
369,Griff::N,chwyt,கைப்பிடி
370,Schloss::N,zamek,பூட்டு
371,Bild::N,obraz,படம்
372,Figur::N,figura,எண்ணிக்கை
373,Puppe::N,lalka,பொம்மை
374,Beutel::N,torba,பை
375,Bündel::N,wiązka,பொதி
376,Tasche::N,torba,பை
377,Eimer::N,kubeł,வாளி
378,Eimer::N,wiadro,வாளி
379,Deckel::N,przykrywka,உறை
380,Geschirr::N,statki,பாத்திரம்
381,Geschirr::N,naczynia,பாத்திரம்
382,Sack::N,worek,பை
383,Tasse::N,filiżanka,கிண்ணம்
384,Topf::N,garnek,பானை
385,Kessel::N,kocioł,கெண்டி
386,Essen::N,jedzenie,உணவருந்துதல்
387,Nahrung::N,pokarm,உணவு
388,Nahrung::N,pożywienie,உணவு
389,Speise::N,potrawa,உணவு வகை
390,Speise::N,jedzenie,உணவு வகை
391,Fleisch::N,mięso,இறைச்சி
392,Getreide::N,zboże,மக்காச்சோளம்
393,Brei::N,kasza,கஞ்சி
394,Brot::N,chleb,ரொட்டி
395,Scheibe::N,kromka,துண்டு
396,Fett::N,tłuszcz,கொழுப்பு
397,Butter::N,masło,வெண்ணெய்
398,Öl::N,olej,எண்ணெய்
399,Salz::N,sól,உப்பு
400,Suppe::N,zupa,ரசம்
401,Honig::N,miód,தேன்
402,Milch::N,mleko,பால்
403,Tee::N,herbata,தெனீர்
404,Leder::N,skóra,பதம் செய்யப்பட்ட தோல்
405,Wolle::N,wełna,கம்பளி
406,Stoff::N,tkanina,துணி
407,Stoff::N,materiał,துணி
408,Nadel::N,igła,ஊசி
409,Faden::N,nić,நூல்
410,Faden::N,nitka,நூல்
411,Knopf::N,guzik,பொத்தான்
412,Knoten::N,węzeł,முடிச்சு
413,Farbe::N,farba,வண்ணக் குழம்பு
414,Kleidung::N,odzież,ஆடைகள்
415,Hemd::N,koszula,சட்டை
416,Kragen::N,kołnierz,கழுத்துப் பட்டை
417,Ärmel::N,rękaw,சட்டைக்கை
418,Hose::N,spodnie,கால்சட்டை
419,Gürtel::N,pasek,பெல்ட்
420,Mütze::N,czapka,தொப்பி
421,Schuh::N,but,காலணி
422,Schuh::N,bucik,காலணி
423,Stiefel::N,but,காலணி
424,Stiefel::N,kozak,காலணி
425,Ring::N,pierścień,மோதிரம்
426,Band::N,wstęga,நாடா
427,Kamm::N,grzebień,கீப்பு
428,Spiegel::N,lustro,ஆடி
429,Spiegel::N,lustro,கண்ணாடி
430,Riemen::N,rzemień,வார்
431,Schnur::N,sznur,கயிறு
432,Leine::N,smycz,தோல்வார்
433,Decke::N,kołdra,போர்வை
434,Kissen::N,poduszka,தலையணை
435,Tuch::N,chustka,துணி
436,Handtuch::N,ręcznik,தண்டு
437,Kraft::N,moc,நிர்பந்தம்
438,Kraft::N,siła,நிர்பந்தம்
439,Stärke::N,moc,பலம்
440,Stärke::N,siła,பலம்
441,Gesundheit::N,zdrowie,ஆரோக்கியம்
442,Krankheit::N,choroba,நோய்
443,Schmerz::N,ból,வலி
444,Wunde::N,rana,காயம்
445,Fieber::N,gorączka,காய்ச்சல்
446,Arznei::N,lekarstwo,மருந்து
447,Brücke::N,most,பாலம்
448,Brunnen::N,studnia,கேணி
449,Weide::N,pastwisko,மேய்ச்சல் நிலம்
450,Pfad::N,ścieżka,நடை வழி
451,Weg::N,droga,வழி
452,Straße::N,ulica,சாலை
453,Dorf::N,wieś,கிராமம்
454,Stadt::N,miasto,நகரம்
455,Brief::N,list,கடிதம்
456,Buch::N,książka,புத்தகம்
457,Buchstabe::N,litera,எழத்து
458,Zeitung::N,gazeta,செய்தித்தாள்
459,Zeitung::N,dziennik,செய்தித்தாள்
460,Leben::N,życie,வாழ்க்கை
461,Tod::N,śmierć,மரணம்
462,Grab::N,grób,சமாதி
463,Kirche::N,kościół,தேவாலயம்
464,Sünde::N,grzech,பாவம்
465,Gott::N,bóg,கடவுள்
466,Arbeiter::N,robotnik,தொழிலாளி
467,Chef::N,szef,மேலாளர்
468,Meister::N,mistrz,தலைவன்
469,Meister::N,majster,தலைவன்
470,Arzt::N,lekarz,மருத்துவர்
471,Lehrer::N,nauczyciel,ஆசிரியர்
472,Geld::N,pieniądze,பணம்
473,Geschäft::N,sprawa,வாணிபம்
474,Geschäft::N,interes,வாணிபம்
475,Laden::N,sklep,கடை
476,Preis::N,cena,விலை
477,Ware::N,towar,சாமன்கள்
478,Nutzen::N,pożytek,இலாபம்
479,Reichtum::N,bogactwo,சொத்து
480,Welt::N,świat,உலகம்
481,Land::N,kraj,நாடு
482,Staat::N,państwo,நாடு
483,König::N,król,அரசன்
484,Macht::N,władza,அதிகாரம்
485,Grenze::N,granica,எல்லை
486,Krieg::N,wojna,போர்
487,Feind::N,wróg,எதிரி
488,Gewalt::N,władza,வன்முறை
489,Kampf::N,bój,போராட்டம்
490,Kampf::N,walka,போராட்டம்
491,Bogen[Waffe]::N,łuk,வில்
492,Pfeil::N,strzała,அம்பு
493,Gewehr::N,karabin,துப்பாக்கி
494,Fehler::N,błąd,தவறு
495,Lüge::N,kłamstwo,பொய்
496,Schaden::N,szkoda,சேதாரம்
497,Unglück::N,nieszczęście,இடையூறு
498,Schuld::N,wina,குற்றம்
499,Alter::N,wiek,வயது
500,Schluss::N,koniec,முடிவு
501,Schluss::N,zakończenie,முடிவு
502,Zeit::N,czas,காலம்
503,Tag::N,dzień,நாள்
504,Morgen::N,ranek,காலை நேரம்
505,Morgen::N,poranek,காலை நேரம்
506,Mittag::N,południe,மதியம்
507,Abend::N,wieczór,மாலைப் பொழுது
508,Nacht::N,noc,இரவு
509,Woche::N,tydzień,வாரம்
510,Monat::N,miesiąc,மாதம்
511,Jahr::N,rok,வருடம்
512,Frühling::N,wiosna,வசந்தம்
513,Sommer::N,lato,கோடை
514,Herbst::N,jesień,இலையுதிர் காலம்
515,Winter::N,zima,குளிர்காலம்
516,Januar::N,styczeń,ஜனவரி
517,Februar::N,luty,பிபரவரி மாதம்
518,März::N,marzec,மார்ச் மாதம்
519,April::N,kwiecień,ஏப்ரல் மாதம்
520,Mai::N,maj,மே மாதம்
521,Juni::N,czerwiec,ஜூன் மாதம்
522,Juli::N,lipiec,ஜூலை மாதம்
523,August::N,sierpień,ஆகஸ்ட் மாதம்
524,September::N,wrzesień,செப்டம்பர் மாதம்
525,Oktober::N,październik,அக்டோபர் மாதம்
526,November::N,listopad,நவம்பர் மாதம்
527,Dezember::N,grudzień,டிசம்பர்
528,Montag::N,poniedziałek,திங்கட் கிழமை
529,Dienstag::N,wtorek,செவ்வாய்க்கிழமை
530,Mittwoch::N,środa,புதன் கிழமை
531,Donnerstag::N,czwartek,வியாழக் கிழமை
532,Freitag::N,piątek,வெள்ளிக்கிழமை
533,Samstag::N,sobota,சனிக்கிழமை
534,Sonntag::N,niedziela,ஞாயிறுக் கிழமை
535,groß::A,duży,பெரிய
536,groß::A,wielki,பெரிய
537,klein::A,mały,சிறிய
538,lang::A,długi,நீண்ட
539,kurz::A,krótki,குட்டையான
540,breit::A,szeroki,அகலமான
541,schmal::A,wąski,குறுகலான
542,dicht::A,gęsty,அடர்த்தியான
543,dick[Gegenstand]::A,gruby,தடித்த
544,dünn::A,cienki,சன்னமான
545,fein::A,drobny,மெல்லிய
546,fest::A,mocny,உறுதியாள
547,fest::A,twardy,உறுதியாள
548,flach::A,płaski,தட்டையான
549,glatt::A,gładki,வழுவழுப்பான
550,hart::A,twardy,கடினமான
551,weich::A,miękki,மென்மையான
552,rund::A,okrągły,உருண்டையான
553,spitz::A,spiczasty,திகந்தமாக
554,scharf::A,ostry,கூரான
555,stumpf::A,tępy,உளம் திறந்த
556,schwer::A,ciężki,கனமான
557,schön::A,ładny,அழகான
558,schön::A,piękny,அழகான
559,heiß::A,gorący,சூடான
560,warm::A,ciepły,இதமான
561,kalt::A,zimny,குளிர்ச்சியான
562,kühl::A,chłodny,குளிர்ச்சியான
563,frisch::A,świeży,சுத்தமான
564,feucht::A,wilgotny,ஈரமான
565,nass::A,mokry,ஈரமான
566,trocken::A,suchy,உலர்ந்த
567,voll::A,pełny,நிரம்பிய
568,leer::A,pusty,காலியான
569,leer::A,próżny,காலியான
570,offen::A,otwarty,திறந்த
571,geschlossen::A,zamknięty,மூடப்பட்ட
572,sauber::A,czysty,சுத்தமான
573,schmutzig::A,brudny,அழக்கான
574,roh::A,surowy,கச்சா
575,reif::A,dojrzały,பழுத்த
576,lecker::A,smaczny,சுவைமிக்க
577,süß::A,słodki,இனிப்பான
578,bitter::A,gorzki,கசப்பான
579,sauer::A,kwaśny,புளிப்பாக
580,hell::A,jasny,பளபளப்பான
581,dunkel::A,ciemny,கருமையான
582,schwarz::A,czarny,கருப்பு வண்ண
583,weiß::A,biały,வெண்மையன
584,rot::A,czerwony,சிவப்பு
585,gelb::A,żółty,மஞ்சள் வண்ணம்
586,blau::A,błękitny,நீல வண்ண
587,blau::A,niebieski,நீல வண்ண
588,grün::A,zielony,பச்சை வண்ண
589,grau::A,szary,சாம்பல் நிற
590,bunt::A,barwny,வண்ண மயமான
591,billig::A,tani,மலிவான
592,teuer::A,drogi,விலை அதிகமான
593,wertvoll::A,cenny,மதிப்புள்ள
594,blind::A,ślepy,பார்வையற்ற
595,taub::A,głuchy,செவிடான
596,kräftig::A,mocny,வலிமையான
597,stark::A,silny,பலமான
598,schwach::A,słaby,பலவீனமான
599,fett::A,tłusty,பருமனாக
600,schlank::A,smukły,ஒல்லியான
601,hübsch::A,ładny,அழகிய
602,böse::A,zły,கேடு விளைவிக்கும்
603,dumm::A,głupi,முட்டாள்தனமான
604,faul::A,leniwy,சோம்பலான
605,fleißig::A,pilny,ஊக்கந்தளராத
606,geizig::A,skąpy,கஞேசத்தனமான
607,klug::A,mądry,சாதுரியமான
608,geschickt::A,zręczny,திறமையள்ள
609,lieb::A,miły,அன்புக்குரிய
610,lustig::A,wesoły,களிப்புமிக்க
611,sanft::A,łagodny,சாதுவான
612,hungrig::A,głodny,பசியுடன்
613,krank::A,chory,நோயுற்று
614,nackt::A,nagi,ஆடையற்ற
615,traurig::A,smutny,சோகமான
616,lebendig::A,żywy,பிழைப்பு
617,gut::A,dobry,நல்ல
618,schlecht::A,zły,கெட்ட
619,richtig::A,słuszny,சரியான
620,richtig::A,właściwy,சரியான
621,schlimm::A,zły,அருவருப்பான
622,wahr::A,prawdziwy,உண்மையான
623,alt::A,stary,பழைய
624,neu::A,nowy,புதிய
625,ehemalig::A,były,முன்நாள்
626,alt[Lebewesen]::A,stary,வயதான
627,jung::A,młody,இளமையான
628,arm::A,ubogi,ஏழ்மையான
629,arm::A,biedny,ஏழ்மையான
630,reich::A,bogaty,செல்வம் படைத்த
631,bekannt::A,znany,பழக்கப்பட்ட
632,berühmt::A,słynny,புகழ்பெற்ற
633,fremd::A,obcy,அயல் நாட்டு
634,fremd::A,cudzy,அயல் நாட்டு
635,verschieden::A,różny,வித்தியாசமான
636,nah::A,bliski,பக்கத்தில் உள்ள
637,fern::A,daleki,தொலை தூரத்தில்
638,linker::A,lewy,மீந்திருக்கும்
639,rechter::A,prawy,வலதுபக்கம்
640,anderer::A,inny,மற்ற
641,erster::A,pierwszy,முதனமையான
642,zweiter::A,drugi,இரண்டாவது
643,dritter::A,trzeci,மூன்றாவது
644,letzter::A,ostatni,கடைசி
645,allein::ADV,sam,தனியாக
646,auf einmal::ADV,naraz,தடீரென்று
647,zusammen::ADV,razem,சேர்ந்து
648,lange::ADV,długo,அதிக நோம்
649,plötzlich::ADV,nagle,தடீரென்று
650,sofort::ADV,natychmiast,உடனடியாக
651,später::ADV,później,பிறகு
652,jetzt::ADV,teraz,இப்பொழது
653,jetzt::ADV,obecnie,இப்பொழது
654,heute::ADV,dziś,இன்று
655,heute::ADV,dzisiaj,இன்று
656,morgen::ADV,jutro,நாளைக்கு
657,bald::ADV,wkrótce,சீக்கிரம்
658,dann::ADV,potem,அப்பொழுது
659,gestern::ADV,wczoraj,நேற்று
660,einst::ADV,kiedyś,ஒரே முறை
661,einst::ADV,niegdyś,ஒரே முறை
662,damals::ADV,wtedy,அப்பொழுது
663,damals::ADV,wówczas,அப்பொழுது
664,danach::ADV,następnie,பிற்பாடு
665,vorher::ADV,przedtem,முன்பாக
666,zuerst::ADV,naprzód,முதலில்
667,zuerst::ADV,najpierw,முதலில்
668,einmal::ADV,raz,ஒரே முறை
669,manchmal::ADV,czasem,சில நேரங்களில்
670,oft::ADV,często,அடிக்கடி
671,immer::ADV,zawsze,எப்பொழுதும்
672,niemals::ADV,nigdy,ஒருபோதும் இல்லை
673,hier::ADV,tu,இங்கே
674,hier::ADV,tutaj,இங்கே
675,hierhin::ADV,tu,இவ்விடத்திற்கு
676,von hier::ADV,stąd,இனி
677,dort::ADV,tam,அங்கே
678,dorthin::ADV,tam,அவ்விடத்திற்கு
679,geradeaus::ADV,prosto,முன்னாலிருக்கும்
680,vorwärts::ADV,naprzód,முன்புறமாக
681,rückwärts::ADV,wstecz,பின்னோக்கி
682,zurück::ADV,z powrotem,பின்பக்கம்
683,unten::ADV,u dołu,கீழாக
684,unten::ADV,na dole,கீழாக
685,hinab::ADV,na_dół,கீழ் நோக்கி
