,Concept_ID,sq,kv
243,Eltern::N,prindër,ай-мам
244,Vater::N,atë,ай
245,Mutter::N,nënë,мам
246,Sohn::N,bir,зон
247,Tochter::N,bijë,ныв
248,Bruder::N,vëlla,вон
249,Schwester::N,motër,сой
250,Onkel::N,dajë,дядь
251,Onkel::N,xhaxha,дядь
252,Tante::N,teze,айӧлӧн сой
253,Tante::N,teze,ичинь
254,Tante::N,hallë,айӧлӧн сой
255,Tante::N,hallë,ичинь
256,Ehemann::N,burrë,жӧник
257,Ehemann::N,bashkëshort,жӧник
258,Ehefrau::N,grua,инь
259,Ehefrau::N,bashkëshorte,инь
260,Freude::N,gaz,гаж
261,Freude::N,gaz,радъялӧм
262,Freude::N,gëzim,гаж
263,Freude::N,gëzim,радъялӧм
264,Gelächter::N,qeshje,сералӧм
265,Glück::N,lumturi,мичлун
266,Kummer::N,brengë,шог
267,Kummer::N,pikëllim,шог
268,Wunsch::N,dëshirë,мӧдӧм
269,Wunsch::N,dëshirë,охотитӧм
270,Lust::N,epsh,охота
271,Lust::N,dashuri,охота
272,Geist::N,frymë,лов
273,Geist::N,shpirt,лов
274,Gedanke::N,ide,дума
275,Gedanke::N,mendim,дума
276,Gedächtnis::N,kujtesë,тӧдвыв
277,Verstand::N,mend,вежӧр
278,Sinn::N,kuptim,ылӧс
279,Grund::N,arsye,мог
280,Wahrheit::N,vërtetë,правда
281,Gespräch::N,bisedim,сёрни
282,Märchen::N,përrallë,сказка
283,Erzählung::N,tregim,висьт
284,Nachricht::N,lajm,юӧр
285,Nachricht::N,lajm,висьталӧм
286,Neuigkeit::N,risi,новость
287,Name::N,emër,ним
288,Rätsel::N,gjëzë,загадка
289,Rätsel::N,gjëegjëzë,загадка
290,Rede::N,fjalim,сёрни
291,Sprache::N,gjuhë,кыв
292,Stimme::N,zë,голос
293,Wort::N,fjalë,кыв
294,Zeichen::N,shenjë,пас
295,Ruf::N,thirrmë,чуксӧм
296,Ruf::N,thirrmë,чукӧстӧм
297,Lärm::N,zhurmë,шум
298,Laut::N,tingull,шы
299,Ton::N,ton,гор
300,Lied::N,këngë,сьыланкыв
301,Ruhe::N,qetësi,спокой
302,Leute::N,botë,йӧз
303,Leute::N,njerëz,йӧз
304,Volk::N,popull,йӧз
305,Volk::N,popull,народ
306,Arbeit::N,punë,удж
307,Gast::N,mik,гӧсь
308,Gast::N,mysafir,гӧсь
309,Geschenk::N,dhuratë,гӧснеч
310,Geschenk::N,dhuratë,подарок
311,Geschenk::N,peshqesh,гӧснеч
312,Geschenk::N,peshqesh,подарок
313,Spiel::N,lojë,орсӧм
314,Gesellschaft::N,shoqëri,компания
315,Hilfe::N,ndihmë,отсӧт
316,Freund::N,mik,модз
317,Freund::N,mik,дружок
318,Kamerad::N,shok,тӧдса
319,Angelegenheit::N,punë,дело
320,Anzahl::N,sasi,лыд
321,Art::N,lloj,пӧлӧс
322,Stück::N,copë,тор
323,Teil::N,pjesë,юкӧм
324,Hälfte::N,gjysmë,джын
325,Kreis::N,qark,круг
326,Kreis::N,rreth,круг
327,Kreuz::N,kryq,перна
328,Linie::N,vijë,визь
329,Strich::N,vizë,кырӧв
330,Abstand::N,distancë,колас
331,Entfernung::N,largim,ылына
332,Gegend::N,vise,места
333,Gegend::N,krahinë,места
334,Platz::N,shesh,места
335,Ort::N,vend,места
336,Seite::N,anë,ладор
337,Mitte::N,mes,шӧр
338,Gegenstand::N,send,тор
339,Sache::N,gjë,тор
340,Sache::N,send,тор
341,Rand::N,qoshe,дор
342,Kante::N,teh,ордлы
343,Ecke::N,qoshe,пельӧс
344,Spitze::N,majë,йыв
345,Ende::N,skaj,йыв
346,Ende::N,bisht,йыв
347,Loch::N,vrimë,осьта
348,Winkel::N,kënd,пельӧс
349,Muster::N,mostër,сер
350,Größe::N,madhësi,ыжда
351,Länge::N,gjatësi,кузя
352,Höhe::N,lartësi,сувда
353,Höhe::N,lartësi,вылына
354,Gewicht::N,peshë,сьӧкта
355,Menge::N,sasi,
356,Haufen::N,grumbull,куча
357,Reihe::N,radhë,лёдз
358,Reihe::N,rresht,лёдз
359,Boot::N,barkë,пыж
360,Boot::N,lundër,пыж
361,Ruder::N,rrem,пелыс
362,Schlitten::N,sajë,додь
363,Ski::N,ski,лямпа
364,Lagerfeuer::N,flakadan,бипур
365,Lagerfeuer::N,zjarr i madh,бипур
366,Last::N,barrë,тягота
367,Gang::N,ecje,мунӧм
368,Schritt::N,hap,вожмӧв
369,Norden::N,veri,ой
370,Süden::N,jug,лун
371,Westen::N,perëndim,рытвыв
372,Osten::N,lindje,асыв
373,Holz::N,dru,пу
374,Brett::N,dërrasë,пӧв
375,Platte::N,pllakë,плита
376,Stütze::N,shtyllë,пика
377,Stütze::N,mbështetesë,пика
378,Stange::N,shufër,зор
379,Stange::N,shufër,потш
380,Stock::N,dajak,бедь
381,Stab::N,shkop,шест
382,Rohr::N,tub,труба
383,Haus::N,shtëpi,керку
384,Heim::N,konak,керку
385,Heim::N,shtëpi,керку
386,Ofen::N,sobë,пӧжавны
387,Ofen::N,stufë,пӧжавны
388,Fußboden::N,dysheme,джодж
389,Tisch::N,tryezë,пызан
390,Stuhl::N,karrige,стул
391,Wiege::N,djep,зыбка
392,Bett::N,shtrat,кровать
393,Regal::N,raft,джадж
394,Kiste::N,kuti,ящик
395,Fenster::N,dritare,ӧшын
396,Tür::N,derë,ыбӧс
397,Tor::N,portë,ворота
398,Zaun::N,gardh,забор
399,Dach::N,çati,крыша
400,Leiter::N,shkallë,лиснич
401,Besen::N,fshesë,рос
402,Spaten::N,lopatë,зыр
403,Schaufel::N,qyrek,зыр
404,Gabel::N,pirun,вила
405,Löffel::N,lugë,пань
406,Messer::N,thikë,пурт
407,Nagel::N,gozhdë,кӧрттув
408,Netz::N,rrjetë,кыйӧт
409,Haken::N,grep,ем
410,Haken::N,grremç,ем
411,Griff::N,dorak,пу
412,Griff::N,dorezë,пу
413,Schloss::N,bravë,замок
414,Bild::N,tablo,картина
415,Bild::N,pikturë,картина
416,Figur::N,figurë,мыгӧр
417,Puppe::N,kukull,акань
418,Beutel::N,qese,мешӧк
419,Beutel::N,trastë,мешӧк
420,Bündel::N,deng,нин
421,Tasche::N,çantë,сумка
422,Eimer::N,kovë,ведра
423,Deckel::N,kapak,вевт
424,Deckel::N,mbulesë,вевт
425,Geschirr::N,enë,доз
426,Geschirr::N,enë,бекӧрпань
427,Sack::N,thes,мешӧк
428,Sack::N,torbë,мешӧк
429,Tasse::N,filxhan,бекӧр
430,Topf::N,kusi,кастрюля
431,Topf::N,tenxhere,кастрюля
432,Kessel::N,kazan,пӧрт
433,Essen::N,ngrënie,сёйӧм
434,Nahrung::N,ushqim,вердан
435,Speise::N,gatesë,сёян
436,Fleisch::N,mish,яй
437,Getreide::N,drithë,сю
438,Brei::N,qull,каша
439,Brot::N,bukë,нянь
440,Scheibe::N,fetë,шӧрӧм
441,Fett::N,lyrë,гос
442,Fett::N,yndyrë,гос
443,Butter::N,gjalpë,ви
444,Öl::N,vaj,ви
445,Salz::N,kripë,сов
446,Suppe::N,supë,шыд
447,Suppe::N,çorbë,шыд
448,Honig::N,mjaltë,ма
449,Milch::N,qumësht,йӧв
450,Tee::N,çaj,чай
451,Leder::N,lëkurë,кучик
452,Wolle::N,lesh,гӧн
453,Stoff::N,pëlhurë,дӧра
454,Nadel::N,gjilpërë,ем
455,Faden::N,pe,сунис
456,Faden::N,fije,сунис
457,Knopf::N,kopsë,кизь
458,Knoten::N,komb,узӧв
459,Knoten::N,komb,гӧрӧд
460,Farbe::N,bojë,краска
461,Kleidung::N,veshje,паськӧм
462,Hemd::N,këmishë,йӧрнӧс
463,Kragen::N,jakë,воротник
464,Ärmel::N,mëngë,сос
465,Hose::N,brekë,вешьян
466,Gürtel::N,rrip,йи
467,Mütze::N,kësulë,шапка
468,Schuh::N,këpucë,ботинки
469,Stiefel::N,çizme,сапог
470,Ring::N,unazë,чунькытш
471,Band::N,shirit,ленточка
472,Kamm::N,krehër,сынан
473,Spiegel::N,pasqyrë,зеркало
474,Riemen::N,rrip,ремень
475,Schnur::N,litar,гез
476,Schnur::N,cikomë,гез
477,Leine::N,rrip,повод
478,Decke::N,batanije,одеяло
479,Kissen::N,jastëk,подушка
480,Tuch::N,shami,чышьян
481,Handtuch::N,peshqir,чышкӧт
482,Kraft::N,forcë,прак
483,Stärke::N,koll,вын
484,Gesundheit::N,shëndet,здоровье
485,Krankheit::N,sëmundje,шог
486,Schmerz::N,dhimbje,зубыт
487,Wunde::N,plagë,рана
488,Fieber::N,ethe,лёк тресся
489,Fieber::N,ethe,кынтан шогӧт
490,Arznei::N,ilaç,лекарство
491,Brücke::N,urë,пос
492,Brunnen::N,pus,колодец 
493,Weide::N,kullotë,пода йирсян
494,Pfad::N,ravë,туй
495,Pfad::N,shteg,туй
496,Weg::N,udhë,туй
497,Weg::N,shteg,туй
498,Straße::N,rrugë,туй
499,Dorf::N,fshat,деревня
500,Dorf::N,katund,деревня
501,Stadt::N,qytet,город
502,Brief::N,letër,гижӧт
503,Buch::N,libër,книга
504,Buchstabe::N,shkronjë,буква
505,Zeitung::N,gazetë,газета
506,Leben::N,jetë,олан
507,Tod::N,mortje,кулӧм
508,Grab::N,varr,гу
509,Kirche::N,kishë,вичку
510,Sünde::N,mëkat,грек
511,Sünde::N,gjynah,грек
512,Gott::N,hy,ен
513,Gott::N,zot,ен
514,Arbeiter::N,punëtor,уджалiсь
515,Chef::N,shef,начальник
516,Chef::N,drejtues,начальник
517,Meister::N,mjeshtër,мастер
518,Arzt::N,mjek,врач
519,Arzt::N,doktor,врач
520,Lehrer::N,mësues,велӧтісь
521,Lehrer::N,arsimtar,велӧтісь
522,Geld::N,para,деньга
523,Geld::N,holla,деньга
524,Geschäft::N,ujdi,удж
525,Geschäft::N,biznes,удж
526,Laden::N,dyqan,магазин
527,Preis::N,çmim,дон
528,Ware::N,mall,товар
529,Nutzen::N,dobi,путь
530,Nutzen::N,leverdi,путь
531,Reichtum::N,kamje,богатство
532,Reichtum::N,pasuri,богатство
533,Welt::N,botë,му
534,Land::N,vend,страна
535,Staat::N,shtet,государство
536,König::N,mbret,кан
537,Macht::N,fuqi,власть
538,Macht::N,pushtet,власть
539,Grenze::N,kufi,граница
540,Krieg::N,luftë,война
541,Feind::N,armik,враг
542,Gewalt::N,dhunë,
543,Kampf::N,luftim,нярасьӧм
544,Kampf::N,luftim,вермасьӧм
545,Bogen[Waffe]::N,hark,лук
546,Pfeil::N,shigjetë,ньӧв
547,Gewehr::N,pushkë,ружьё
548,Fehler::N,gafë,ошибка
549,Fehler::N,gabim,ошибка
550,Lüge::N,gënjeshtër,ылӧтӧм
551,Lüge::N,gënjeshtër,пӧрьялӧм
552,Schaden::N,dëm,лёк
553,Schaden::N,zarar,лёк
554,Unglück::N,fatkeqësi,пик
555,Unglück::N,fatkeqësi,оказзё
556,Schuld::N,faj,вина
557,Alter::N,moshë,
558,Schluss::N,fund,ком
559,Zeit::N,kohë,кад
560,Tag::N,ditë,лун
561,Morgen::N,mëngjes,асыв
562,Mittag::N,mesditë,луншӧр кад
563,Abend::N,mbrëmje,рыт
564,Nacht::N,natë,ой
565,Woche::N,javë,неделя
566,Monat::N,muaj,тӧлicь
567,Jahr::N,vit,год
568,Frühling::N,pranverë,тулыс
569,Sommer::N,verë,гожум
570,Herbst::N,vjeshtë,ар
571,Winter::N,dimër,тӧв
572,Januar::N,janar,январ
573,Februar::N,shkurt,февраль
574,März::N,mars,март
575,April::N,prill,апрель
576,Mai::N,maj,май
577,Juni::N,qershor,юнь
578,Juli::N,korrik,юль
579,August::N,gusht,август
580,September::N,shtator,сентяб
581,Oktober::N,tetor,октяб
582,November::N,nëntor,нояб
583,Dezember::N,dhjetor,декаб
584,Montag::N,hënë,вильлун
585,Dienstag::N,martë,мӧдӧдзлун
586,Mittwoch::N,mërkurë,шӧрлун
587,Donnerstag::N,enjte,нёльӧдзлун
588,Freitag::N,premte,витӧдзлун
589,Samstag::N,shtunë,пывсянлун
590,Sonntag::N,diel,кресення
591,groß::A,madh,ыджыт
592,klein::A,vogël,учӧтик
593,lang::A,gjatë,кузь
594,kurz::A,shkurtër,дженыт
595,breit::A,gjerë,ота
596,schmal::A,ngushtë,векнит
597,dicht::A,dendur,тшӧк
598,dick[Gegenstand]::A,trashë,кыз
599,dünn::A,hollë,вӧснит
600,fein::A,imët,вӧснит
601,fest::A,fortë,крепыт
602,flach::A,sheshtë,лапкӧса
603,glatt::A,rrafshët,волькыт
604,hart::A,fortë,чӧрыт
605,weich::A,butë,небыт
606,rund::A,rrumbullakët,гӧгрӧса
607,spitz::A,majëmprehtë,ёся
608,scharf::A,mprehtë,лэчыт
609,stumpf::A,topitur,ныж
610,schwer::A,rëndë,сьӧкыт
611,schön::A,bukur,басӧк
612,heiß::A,nxehtë,жар
613,warm::A,ngrohtë,шоныт
614,kalt::A,ftohtë,кӧдзыт
615,kühl::A,freskët,сайкыт
616,frisch::A,pastër,виль
617,feucht::A,lagësht,вакодь
618,nass::A,lagur,ва
619,trocken::A,thatë,кӧс
620,voll::A,plotë,тыра
621,leer::A,bosh,тыртӧм
622,leer::A,zbrazët,тыртӧм
623,offen::A,hapur,оссьӧм
624,geschlossen::A,mbyllur,игана
625,geschlossen::A,mbyllur,пӧдана
626,sauber::A,dëlirë,сӧдз
627,sauber::A,dëlirë,сӧстӧм
628,schmutzig::A,ndyrë,нятьӧсь
629,roh::A,gjallë,путӧм
630,reif::A,arrirë,кисьмалӧм
631,lecker::A,shijshëm,кӧра 
632,süß::A,ëmbël,чӧскыт
633,bitter::A,hidhur,курыт
634,sauer::A,thartë,шӧма 
635,hell::A,me dritë,югыт
636,dunkel::A,errët,пемыт
637,schwarz::A,i zi,сьӧд
638,weiß::A,bardhë,чочком
639,rot::A,kuq,гӧрд
640,gelb::A,verdhë,веж
641,blau::A,blu,лӧз
642,blau::A,kaltër,лӧз
643,grün::A,blertë,веж
644,grün::A,gjelbër,веж
645,grau::A,hirtë,руд
646,grau::A,hirtë,бусӧй
647,grau::A,bojë hiri,руд
648,grau::A,bojë hiri,бусӧй
649,bunt::A,shumëngjyrëshëm,быдрӧма
650,billig::A,lirë,донтӧм
651,teuer::A,shtrenjtë,дона
652,wertvoll::A,çmuar,дона
653,wertvoll::A,vlershëm,дона
654,blind::A,qorr,синтӧм
655,blind::A,verbër,синтӧм
656,taub::A,shurdhër,пельтӧм
657,kräftig::A,fuqishëm,вына
658,stark::A,fortë,вына
659,schwach::A,dobët,некодя
660,fett::A,dhjamur,госа
661,schlank::A,hollë,статя
662,hübsch::A,bukur,басӧк
663,hübsch::A,hijshëm,басӧк
664,böse::A,keq,лёк
665,dumm::A,teveqel,бӧбӧв
666,dumm::A,teveqel,вежӧртӧм
667,faul::A,dembel,дыш
668,fleißig::A,zellshëm,уджалicь
669,geizig::A,kurnac,жикмӧра
670,geizig::A,kurnac,горшаліcь
671,geizig::A,dorështrënguar,жикмӧра
672,geizig::A,dorështrënguar,горшаліcь
673,klug::A,mençur,авья
674,klug::A,mençur,вежӧра
675,geschickt::A,aftë,кипода
676,lieb::A,dashur,муса
677,lieb::A,dashur,дзулиньӧй
678,lustig::A,gëzuar,гажа
679,sanft::A,butë,лебезнӧй
680,hungrig::A,uritur,тшыг
681,krank::A,sëmurë,шогалiсь
682,nackt::A,lakuriq,куш
683,nackt::A,zhveshur,куш
684,traurig::A,trishtuar,жугыль
685,lebendig::A,gjallë,ловья
686,gut::A,mirë,бур
687,schlecht::A,keq,умӧль
688,richtig::A,drejtë,
689,schlimm::A,keq,нештӧм
690,wahr::A,vërtetë,
691,alt::A,vjetër,важ
692,neu::A,i ri,виль
693,ehemalig::A,dikurshëm,вӧвлӧм
694,alt[Lebewesen]::A,plak,года
695,alt[Lebewesen]::A,plak,годдэза
696,jung::A,i ri,том
697,arm::A,varfër,гов
698,arm::A,varfër,беднӧй
699,arm::A,vobektë,гов
700,arm::A,vobektë,беднӧй
701,reich::A,pasur,эма
702,bekannt::A,njohur,тӧдса
703,berühmt::A,famshëm,
704,fremd::A,huaj,чужӧй
705,verschieden::A,ndryshëm,быдкодь
706,nah::A,afërt,матiсь
707,fern::A,largët,ылicь
708,linker::A,majtë,шульга
709,rechter::A,djathtë,веськытланись
710,anderer::A,tjetër,мукӧд
711,erster::A,parë,медодзза
712,zweiter::A,dytë,кыкӧт
713,dritter::A,i tretë,куимӧт
714,dritter::A,i tretë,куимӧдз
715,letzter::A,fundit,бӧрья
716,letzter::A,fundit,мёдбӧрья
717,allein::ADV,vetëm,
718,auf einmal::ADV,njëkohësisht,тшӧтш
719,zusammen::ADV,bashkë,ӧтлаын
720,zusammen::ADV,së bashku,ӧтлаын
721,lange::ADV,për një kohë të gjatë,дыр
722,plötzlich::ADV,befas,друг
723,sofort::ADV,menjëherë,тшӧтш
724,sofort::ADV,aty për aty,тшӧтш
725,später::ADV,më vonë,медбӧрын
726,jetzt::ADV,tash,ӧні
727,heute::ADV,sot,талун
728,morgen::ADV,nesër,ашын
729,bald::ADV,shpejt,чожа
730,bald::ADV,së shpejti,чожа
731,dann::ADV,pastaj,сыбӧрын
732,gestern::ADV,dje,тӧн
733,einst::ADV,dikur,ӧтпыр
734,damals::ADV,atëherë,сэк
735,damals::ADV,atëherë,сэки
736,danach::ADV,mandej,сэсся
737,vorher::ADV,më parë,одзжык
738,zuerst::ADV,së pari,наперво
739,einmal::ADV,njëherë,ӧтпыр
740,manchmal::ADV,nganjëherë,мукӧдпыр
741,oft::ADV,shpesh,-лы-
742,immer::ADV,përherë,быдпыр
743,immer::ADV,përherë,быдпырся
744,immer::ADV,gjithnjë,быдпыр
745,immer::ADV,gjithnjë,быдпырся
746,niemals::ADV,kurrë,некӧр
747,niemals::ADV,asnjëherë,некӧр
748,hier::ADV,këtu,татӧн
749,hierhin::ADV,knej,татчӧ
750,von hier::ADV,që këtej,тасянь
751,von hier::ADV,prej këtej,тасянь
752,dort::ADV,aty,сэтӧн
753,dort::ADV,atje,сэтӧн
754,dorthin::ADV,anej,сэтчин
755,geradeaus::ADV,drejt,веськыта
756,vorwärts::ADV,mbroth,одзӧ
757,vorwärts::ADV,përpara,одзӧ
758,rückwärts::ADV,mbrapsht,бӧр
759,zurück::ADV,prapa,бӧр
760,zurück::ADV,mbrapsht,бӧр
761,unten::ADV,poshtë,увтын
762,hinab::ADV,përposh,увтас
763,oben::ADV,lart,вевдӧрас
764,oben::ADV,sipër,вевдӧрас
765,hinauf::ADV,lart,вывлань
766,hinauf::ADV,lart,вывланьӧ
767,hinauf::ADV,përpjetë,вывлань
768,hinauf::ADV,përpjetë,вывланьӧ
769,überall::ADV,kudo,быдлан
770,nicht::ADV,s',ог
771,nicht::ADV,nuk,ог
772,ein wenig::ADV,një tis,-ышт
773,ein wenig::ADV,një tis,невна
774,kaum::ADV,mezi,ӧдва
775,sehr::ADV,fort,вывтi
776,sehr::ADV,shumë,вывтi
777,so::ADV,ashtu,сiдз
778,so::ADV,kështu,сiдз
779,noch::ADV,ende,эшӧ
780,noch::ADV,akoma,эшӧ
781,nur::ADV,vetëm,только
782,schon::ADV,tashmë,ни
783,wieder::ADV,përsëri,бӧра
784,vergebens::ADV,kot,весись
785,vor::PRP,para,одзас
786,hinter::PRP,prapa,бӧрӧ
787,hinter::PRP,mbrapa,бӧрӧ
788,unter::PRP,nën,увтын
