,Concept_ID,ml,kv
126,Tanne::N,ദേവദാരു,кӧз
127,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,сюр
128,Feder::N,തൂവൽ,гӧн
129,Fell::N,മൃദുരോമം,кучик
130,Flügel::N,ചിറക്,борд
131,Klaue::N,നഖം,гыж
132,Kralle::N,നഖം,кабыр
133,Schwanz::N,വാൽ,бӧж
134,Ei::N,മുട്ട,кольть
135,Nest::N,കൂട്,поз
136,Bau::N,മാളം,осьта
137,Bau::N,മാളം,нора
138,Tier::N,മൃഗം,зверь
139,Herde::N,കൂട്ടം,гурт
140,Kuh::N,പശു,мӧс
141,Bulle::N,കാള,ӧшка
142,Pferd::N,കുതിര,вӧв
143,Schaf::N,ആട്,баля
144,Schwein::N,പന്നി,порсь
145,Hund::N,നായ്,пон
146,Katze::N,പൂച്ച,кань
147,Bär::N,കരടി,ош
148,Eichhörnchen::N,അണ്ണാൻ,ур
149,Elch::N,കടമാന്,вӧр мӧс
150,Fuchs::N,കുറുക്കൻ,руч
151,Hase::N,മുയൽ,кӧч
152,Maus::N,ചുണ്ടലി,шыр
153,Wolf::N,ചെന്നായ,кӧин
154,Vogel::N,പക്ഷി,кай
155,Schwarm::N,കൂട്ടം,стая
156,Schwarm::N,കൂട്ടം,чукӧр
157,Huhn::N,കോഴി,курӧг
158,Hahn::N,പൂവൻകോഴി,петух
159,Hahn::N,പൂവൻകോഴി,ай курӧг
160,Gans::N,അരയന്നം,дзодзог
161,Adler::N,കഴുകൻ,куч
162,Adler::N,കഴുകൻ,кутш
163,Ente::N,താറാവ്,утка
164,Eule::N,മൂങ്ങ,тупка
165,Kranich::N,കൊക്ക്,тури
166,Krähe::N,കാക്ക,рака
167,Kuckuck::N,കുയിൽ,кӧк
168,Schwan::N,അരയന്നം,юсь
169,Fisch::N,മത്സ്യം,чери
170,Barsch::N,ഒരിനം മത്സ്യം,ёкыш
171,Hecht::N,ഒരു മത്സ്യം,сирпинь
172,Schlange[Tier]::N,പാമ്പ്,змей
173,Wurm::N,വിര,номыр
174,Spinne::N,ചിലന്തി,черань
175,Ameise::N,ഉറുമ്പ്,кӧдзывкар
176,Laus::N,പേന്,ляпа той
177,Mücke::N,മശകം,ном
178,Fliege::N,ഈച്ച,гут
179,Schmetterling::N,ചിത്രശലഭം,бабыв
180,Beere::N,ബെറി,ягӧд
181,Apfel::N,ആപ്പിൾ,яблоко
182,Pilz::N,കൂൺ,тшак
183,Zwiebel::N,സവാള,грез
184,Saat::N,വിത്ത്,кӧдзыс
185,Korn::N,ധാന്യം,сю
186,Heu::N,വയ്ക്കോൽ,турун
187,Schale::N,തൊലി,кыш
188,Schale::N,തൊലി,киль
189,Grube::N,കുഴി,яма
190,Falle::N,കെണി,нальк
191,Falle::N,കെണി,кляпча
192,Schlinge::N,കുടുക്ക്,лӧч
193,Spur::N,ചുവട്,туй
194,Asche::N,ചാരം,пӧим
195,Dreck::N,അഴുക്ക്,нять
196,Eisen::N,ഇരുമ്പ്,кӧрт
197,Gold::N,സ്വർണ്ണം,зарни
198,Silber::N,വെള്ളി,язісь
199,Kohle::N,കൽക്കരി,шом
200,Kohle::N,കൽക്കരി,уголь
201,Glas::N,ഗ്ലാസ്,стекло
202,Lehm::N,കളിമണ്ണ്,сёй
203,Sand::N,മണൽ,лыа
204,Mensch::N,മനുഷ്യർ,морт
205,Mann::N,പുരുഷൻ,мужик
206,Frau::N,സ്ത്രീ,инька
207,Kind::N,കുഞ്ഞ്,кага
208,Junge::N,ആൺകുട്ടി,зонка
209,Mädchen::N,പെൺകുട്ടി,нывкаок
210,Familie::N,കുടുംബം,семья
211,Großvater::N,അപ്പൂപ്പൻ,дед
212,Großmutter::N,അമ്മുമ്മ,баб
213,Eltern::N,മാതാപിതാക്കള്,ай-мам
214,Vater::N,അച്ഛൻ,ай
215,Mutter::N,അമ്മ,мам
216,Sohn::N,മകൻ,зон
217,Tochter::N,മകൾ,ныв
218,Bruder::N,ചേട്ടൻ,вон
219,Bruder::N,അനിയൻ,вон
220,Schwester::N,ചേച്ചി,сой
221,Schwester::N,അനിയത്തി,сой
222,Onkel::N,അമ്മാവൻ,дядь
223,Tante::N,മാമി,айӧлӧн сой
224,Tante::N,മാമി,ичинь
225,Ehemann::N,ഭർത്താവ്,жӧник
226,Ehefrau::N,ഭാര്യ,инь
227,Freude::N,ആഹ്ലാദം,гаж
228,Freude::N,ആഹ്ലാദം,радъялӧм
229,Gelächter::N,ചിരിയുടെ ശബ്ദം,сералӧм
230,Glück::N,സന്തോഷം,мичлун
231,Glück::N,സന്തുഷ്ടി,мичлун
232,Kummer::N,ശോകം,шог
233,Wunsch::N,ആഗ്രഹം,мӧдӧм
234,Wunsch::N,ആഗ്രഹം,охотитӧм
235,Lust::N,ആഗ്രഹം,охота
236,Geist::N,ചുറുചുറുക്ക്,лов
237,Gedanke::N,ചിന്ത,дума
238,Gedächtnis::N,ഓർമ്മശക്തി,тӧдвыв
239,Verstand::N,മനസ്സ്,вежӧр
240,Sinn::N,അർത്ഥം,ылӧс
241,Grund::N,കാരണം,мог
242,Wahrheit::N,സത്യം,правда
243,Gespräch::N,സല്ലാപം,сёрни
244,Märchen::N,യക്ഷിക്കഥ,сказка
245,Erzählung::N,കഥ,висьт
246,Nachricht::N,സന്ദേശം,юӧр
247,Nachricht::N,സന്ദേശം,висьталӧм
248,Neuigkeit::N,വാർത്ത,новость
249,Name::N,പേര്,ним
250,Rätsel::N,പ്രഹേളിക,загадка
251,Rede::N,സംസാരം,сёрни
252,Sprache::N,ഭാഷ,кыв
253,Stimme::N,സ്വരം,голос
254,Wort::N,വാക്ക്,кыв
255,Zeichen::N,സംജ്ഞ,пас
256,Ruf::N,വിളി,чуксӧм
257,Ruf::N,വിളി,чукӧстӧм
258,Lärm::N,ആരവം,шум
259,Laut::N,ശബ്ദം,шы
260,Ton::N,സ്വരഭേദം,гор
261,Lied::N,പാട്ട്,сьыланкыв
262,Ruhe::N,നിശ്ചലത,спокой
263,Leute::N,ജനങ്ങൾ,йӧз
264,Volk::N,രാഷ്ടം,йӧз
265,Volk::N,രാഷ്ടം,народ
266,Arbeit::N,ജോലി,удж
267,Gast::N,അതിലി,гӧсь
268,Geschenk::N,സമ്മാനം,гӧснеч
269,Geschenk::N,സമ്മാനം,подарок
270,Spiel::N,കളി,орсӧм
271,Gesellschaft::N,കൂട്ടായ്മ,компания
272,Hilfe::N,സഹായം,отсӧт
273,Freund::N,സുഹൃത്ത്,модз
274,Freund::N,സുഹൃത്ത്,дружок
275,Kamerad::N,കൂട്ടാളി,тӧдса
276,Angelegenheit::N,കാര്യം,дело
277,Anzahl::N,എണ്ണം,лыд
278,Art::N,തരം,пӧлӧс
279,Stück::N,കഷണം,тор
280,Teil::N,ഭാഗം,юкӧм
281,Hälfte::N,പകുതി,джын
282,Kreis::N,വൃത്തം,круг
283,Kreuz::N,കുരിശടയാളം,перна
284,Linie::N,വര,визь
285,Linie::N,രേഖ,визь
286,Strich::N,പക്ഷാഘാതം,кырӧв
287,Abstand::N,വിടവ്,колас
288,Entfernung::N,അകലം,ылына
289,Gegend::N,പ്രദേശം,места
290,Platz::N,ഇടം,места
291,Ort::N,സ്ഥലം,места
292,Seite::N,വശം,ладор
293,Mitte::N,മധ്യസ്ഥാനം,шӧр
294,Gegenstand::N,സാധനം,тор
295,Sache::N,വസ്തു,тор
296,Rand::N,തൊങ്ങൽ,дор
297,Kante::N,അറ്റം,ордлы
298,Ecke::N,മൂല,пельӧс
299,Spitze::N,അഗ്രം,йыв
300,Ende::N,അവസാനം,йыв
301,Loch::N,ദ്വാരം,осьта
302,Winkel::N,കോൺ,пельӧс
303,Muster::N,ക്രമം,сер
304,Größe::N,വലുപ്പം,ыжда
305,Länge::N,നീളം,кузя
306,Höhe::N,ഉയരം,сувда
307,Höhe::N,ഉയരം,вылына
308,Gewicht::N,കട്ടി,сьӧкта
309,Menge::N,അളവ്,
310,Haufen::N,കൂമ്പാരം,куча
311,Reihe::N,വരി,лёдз
312,Boot::N,ബോട്ട്,пыж
313,Ruder::N,പങ്കായം,пелыс
314,Schlitten::N,ഉരുളില്ലാവണ്ടി,додь
315,Ski::N,ഹിമപാദുകം,лямпа
316,Lagerfeuer::N,തീ,бипур
317,Last::N,ഭാരം,тягота
318,Gang::N,നടത്തം,мунӧм
319,Schritt::N,ചുവട്,вожмӧв
320,Norden::N,വടക്ക്,ой
321,Süden::N,തെക്ക്,лун
322,Westen::N,പടിഞ്ഞാറ്,рытвыв
323,Osten::N,കിഴക്ക്,асыв
324,Holz::N,തടി,пу
325,Brett::N,ബോർഡ്,пӧв
326,Platte::N,തകിട്,плита
327,Stütze::N,താങ്ങ്,пика
328,Stange::N,കമ്പ്,зор
329,Stange::N,കമ്പ്,потш
330,Stock::N,വടി,бедь
331,Stab::N,കുറുവടി,шест
332,Rohr::N,കുഴൽ,труба
333,Haus::N,വീട്,керку
334,Heim::N,വീട്,керку
335,Ofen::N,സ്റ്റൌ,пӧжавны
336,Fußboden::N,തറ,джодж
337,Tisch::N,മേശ,пызан
338,Stuhl::N,കസേര,стул
339,Wiege::N,തൊട്ടിൽ,зыбка
340,Bett::N,കിടക്ക,кровать
341,Regal::N,ഷെൽഫ്,джадж
342,Kiste::N,പെട്ടി,ящик
343,Fenster::N,ജനൽ,ӧшын
344,Tür::N,വാതിൽ,ыбӧс
345,Tor::N,കവാടം,ворота
346,Zaun::N,വേലി,забор
347,Dach::N,മേൽക്കുര,крыша
348,Leiter::N,ഏണി,лиснич
349,Besen::N,ചൂല്,рос
350,Spaten::N,തൂമ്പ,зыр
351,Schaufel::N,തൂമ്പ,зыр
352,Gabel::N,മുൾക്കത്തി,вила
353,Löffel::N,സ്പൂൺ,пань
354,Messer::N,കത്തി,пурт
355,Nagel::N,ആണി,кӧрттув
356,Netz::N,വല,кыйӧт
357,Haken::N,കൊളുത്ത്,ем
358,Griff::N,കൈപ്പിടി,пу
359,Schloss::N,പൂട്ട്,замок
360,Bild::N,ചിത്രം,картина
361,Figur::N,കണക്ക്,мыгӧр
362,Puppe::N,പാവ,акань
363,Beutel::N,ബാഗ്,мешӧк
364,Bündel::N,കെട്ട്,нин
365,Tasche::N,ബാഗ്,сумка
366,Eimer::N,ബക്കറ്റ്,ведра
367,Deckel::N,ഉറ,вевт
368,Geschirr::N,പിഞ്ഞാണം,доз
369,Geschirr::N,പിഞ്ഞാണം,бекӧрпань
370,Sack::N,ചാക്ക്,мешӧк
371,Tasse::N,കപ്പ്,бекӧр
372,Topf::N,പാത്രം,кастрюля
373,Kessel::N,കെറ്റ്ല്,пӧрт
374,Essen::N,ആഹാരസമയം,сёйӧм
375,Nahrung::N,ഭക്ഷണം,вердан
376,Speise::N,ഡിഷ്,сёян
377,Fleisch::N,മാംസം,яй
378,Getreide::N,ചോളം,сю
379,Brei::N,കഞ്ഞി,каша
380,Brot::N,റോട്ടി,нянь
381,Scheibe::N,തുണ്ട്,шӧрӧм
382,Fett::N,കൊഴുപ്പ്,гос
383,Butter::N,വെണ്ണ,ви
384,Öl::N,എണ്ണ,ви
385,Salz::N,ഉപ്പ്,сов
386,Suppe::N,സൂപ്പ്,шыд
387,Honig::N,തേൻ,ма
388,Milch::N,പാൽ,йӧв
389,Tee::N,ചായ,чай
390,Leder::N,തുകൽ,кучик
391,Wolle::N,കമ്പിളി,гӧн
392,Stoff::N,തുണി,дӧра
393,Nadel::N,സൂചി,ем
394,Faden::N,നൂല്,сунис
395,Knopf::N,ബട്ടൺ,кизь
396,Knoten::N,കുരുക്ക്,узӧв
397,Knoten::N,കുരുക്ക്,гӧрӧд
398,Farbe::N,പെയിൻറ്,краска
399,Kleidung::N,വസ്ത്രങ്ങൾ,паськӧм
400,Hemd::N,ഷർട്ട്,йӧрнӧс
401,Kragen::N,കുപ്പായക്കഴുത്ത്,воротник
402,Ärmel::N,കുപ്പായക്കൈ,сос
403,Hose::N,ട്രൌസർ,вешьян
404,Gürtel::N,ബെൽറ്റ്,йи
405,Mütze::N,തൊപ്പി,шапка
406,Schuh::N,ഷൂ,ботинки
407,Stiefel::N,ബൂട്ട്,сапог
408,Ring::N,മോതിരം,чунькытш
409,Band::N,റിബൺ,ленточка
410,Kamm::N,ചീപ്പ്,сынан
411,Spiegel::N,കണ്ണാടി,зеркало
412,Riemen::N,സ്ട്രാപ്പ്,ремень
413,Schnur::N,ചരട്,гез
414,Leine::N,കെട്ടാനുള്ള തോൽവാർ,повод
415,Decke::N,പുതപ്പ്,одеяло
416,Kissen::N,തലയിണ,подушка
417,Tuch::N,സ്കാർഫ്,чышьян
418,Handtuch::N,തോർത്ത്,чышкӧт
419,Kraft::N,ശക്തി,прак
420,Stärke::N,ശക്തി,вын
421,Gesundheit::N,ആരോഗ്യം,здоровье
422,Krankheit::N,അസുഖം,шог
423,Schmerz::N,വേദന,зубыт
424,Wunde::N,മുറിവ്,рана
425,Fieber::N,പനി,лёк тресся
426,Fieber::N,പനി,кынтан шогӧт
427,Arznei::N,മരുന്ന്,лекарство
428,Brücke::N,പാലം,пос
429,Brunnen::N,കിണർ,колодец 
430,Weide::N,മേച്ചൽ,пода йирсян
431,Pfad::N,വഴി,туй
432,Weg::N,വഴി,туй
433,Straße::N,റോഡ്,туй
434,Dorf::N,ഗ്രാമം,деревня
435,Stadt::N,നഗരം,город
436,Brief::N,കത്ത്,гижӧт
437,Buch::N,പുസ്തകം,книга
438,Buchstabe::N,അക്ഷരം,буква
439,Zeitung::N,വർത്തമാനപത്രം,газета
440,Leben::N,ജീവൻ,олан
441,Tod::N,മരണം,кулӧм
442,Grab::N,ശവക്കുഴി,гу
443,Kirche::N,പള്ളി,вичку
444,Sünde::N,പാപം,грек
445,Gott::N,ദൈവം,ен
446,Arbeiter::N,ജോലിക്കാരൻ,уджалiсь
447,Chef::N,മേധാവി,начальник
448,Meister::N,യജമാനൻ,мастер
449,Arzt::N,ഡോക്ടർ,врач
450,Lehrer::N,അധ്യാപകൻ,велӧтісь
451,Geld::N,പണം,деньга
452,Geschäft::N,ബിസിനസ്,удж
453,Laden::N,കട,магазин
454,Preis::N,വില,дон
455,Ware::N,ചരക്ക്,товар
456,Nutzen::N,ലാഭം,путь
457,Reichtum::N,ധനം,богатство
458,Welt::N,ലോകം,му
459,Land::N,രാജ്യം,страна
460,Staat::N,രാജ്യം,государство
461,König::N,രാജാവ്,кан
462,Macht::N,അധികാരം,власть
463,Grenze::N,അതിർത്തി,граница
464,Krieg::N,യുദ്ധം,война
465,Feind::N,ശത്രു,враг
466,Gewalt::N,അക്രമം,
467,Kampf::N,പോരാട്ടം,нярасьӧм
468,Kampf::N,പോരാട്ടം,вермасьӧм
469,Bogen[Waffe]::N,വില്ല്,лук
470,Pfeil::N,അമ്പ്,ньӧв
471,Gewehr::N,തോക്ക്,ружьё
472,Fehler::N,പിശക്,ошибка
473,Lüge::N,കള്ളം,ылӧтӧм
474,Lüge::N,കള്ളം,пӧрьялӧм
475,Schaden::N,കേടുപാട്,лёк
476,Unglück::N,ദൌർഭാഗ്യം,пик
477,Unglück::N,ദൌർഭാഗ്യം,оказзё
478,Schuld::N,തെറ്റ്,вина
479,Alter::N,വയസ്സ്,
480,Schluss::N,നിഗമനം,ком
481,Zeit::N,സമയം,кад
482,Tag::N,ദിവസം,лун
483,Morgen::N,പ്രഭാതം,асыв
484,Mittag::N,ഉച്ച,луншӧр кад
485,Abend::N,സായാഹ്നം,рыт
486,Nacht::N,രാത്രി,ой
487,Woche::N,ആഴ്ച,неделя
488,Monat::N,മാസം,тӧлicь
489,Jahr::N,വർഷം,год
490,Frühling::N,വസന്തം,тулыс
491,Sommer::N,വേനൽ,гожум
492,Herbst::N,ശരത്കാലം,ар
493,Winter::N,ശൈത്യം,тӧв
494,Januar::N,ജനുവരി,январ
495,Februar::N,ഫെബ്രുവരി,февраль
496,März::N,മാർച്ച്,март
497,April::N,ഏപ്രിൾ മാസം,апрель
498,Mai::N,മെയ് മാസം,май
499,Juni::N,ജൂൺ,юнь
500,Juli::N,ജൂലൈ,юль
501,August::N,ആഗസ്റ്റ്,август
502,September::N,സെപ്തംബർ,сентяб
503,Oktober::N,ഒക്ടോബർ,октяб
504,November::N,നവംബർ,нояб
505,Dezember::N,ഡിസംബർ,декаб
506,Montag::N,തിങ്കളാഴ്ച,вильлун
507,Dienstag::N,ചൊവ്വ,мӧдӧдзлун
508,Mittwoch::N,ബുധനാഴ്ച,шӧрлун
509,Donnerstag::N,വ്യാഴാഴ്ച,нёльӧдзлун
510,Freitag::N,വെള്ളിയാഴ്ച,витӧдзлун
511,Samstag::N,ശനിയാഴ്ച,пывсянлун
512,Sonntag::N,ഞായറാഴ്ച,кресення
513,groß::A,വലിയ,ыджыт
514,klein::A,ചെറിയ,учӧтик
515,lang::A,നീണ്ട,кузь
516,kurz::A,ഹ്രസ്വമായ,дженыт
517,breit::A,വിശാലമായ,ота
518,schmal::A,ഇടുങ്ങിയ,векнит
519,dicht::A,നിബിഡമായ,тшӧк
520,dick[Gegenstand]::A,തടിച്ച,кыз
521,dünn::A,മെലിഞ്ഞ,вӧснит
522,fein::A,നേർത്ത,вӧснит
523,fest::A,ഉറപ്പുള്ള,крепыт
524,flach::A,പരന്ന,лапкӧса
525,glatt::A,മിനുസമുള്ള,волькыт
526,hart::A,കട്ടിയുള്ള,чӧрыт
527,weich::A,മൃദുവായ,небыт
528,rund::A,വട്ടത്തിലുള്ള,гӧгрӧса
529,spitz::A,മുനയുള്ള,ёся
530,scharf::A,മൂർച്ചയുള്ള,лэчыт
531,stumpf::A,തുറന്നടിക്കുന്ന,ныж
532,schwer::A,ഭാരമുള്ള,сьӧкыт
533,schön::A,മനോഹരമായ,басӧк
534,heiß::A,ചൂടുള്ള,жар
535,warm::A,ചൂടുള്ള,шоныт
536,kalt::A,തണുത്ത,кӧдзыт
537,kühl::A,തണുപ്പുള്ള,сайкыт
538,frisch::A,ശുദ്ധമായ,виль
539,feucht::A,ഈറനുള്ള,вакодь
540,nass::A,നനഞ്ഞ,ва
541,trocken::A,വരണ്ട,кӧс
542,voll::A,നിറയെ,тыра
543,leer::A,ഒഴിഞ്ഞ,тыртӧм
544,offen::A,തുറന്ന,оссьӧм
545,geschlossen::A,അടച്ച,игана
546,geschlossen::A,അടച്ച,пӧдана
547,sauber::A,വൃത്തിയുള്ള,сӧдз
548,sauber::A,വൃത്തിയുള്ള,сӧстӧм
549,schmutzig::A,അഴുക്കുനിറഞ്ഞ,нятьӧсь
550,roh::A,അസംസ്കൃതമായ,путӧм
551,reif::A,പഴുത്ത,кисьмалӧм
552,lecker::A,രുചികരമായ,кӧра 
553,süß::A,മധുരമുള്ള,чӧскыт
554,bitter::A,കടുത്ത,курыт
555,sauer::A,പുളിപ്പുള്ള,шӧма 
556,hell::A,ജ്വലിക്കുന്ന,югыт
557,dunkel::A,ഇരുണ്ട,пемыт
558,schwarz::A,കറുത്ത,сьӧд
559,weiß::A,വെളുത്ത,чочком
560,rot::A,ചുവന്ന,гӧрд
561,gelb::A,മഞ്ഞനിറമായ,веж
562,blau::A,നീലനിറമുള്ള,лӧз
563,grün::A,പച്ചനിറമുള്ള,веж
564,grau::A,ചാരനിറത്തിലുള്ള,руд
565,grau::A,ചാരനിറത്തിലുള്ള,бусӧй
566,bunt::A,വർണ്ണശബളമായ,быдрӧма
567,billig::A,വിലകുറഞ്ഞ,донтӧм
568,teuer::A,ചെലവേറിയ,дона
569,wertvoll::A,വിലപിടിപ്പുള്ള,дона
570,blind::A,അന്ധനായ,синтӧм
571,taub::A,കേൾവിക്കുറവുള്ള,пельтӧм
572,kräftig::A,ശക്തിയുള്ള,вына
573,stark::A,ബലമുള്ള,вына
574,schwach::A,ക്ഷീണിച്ച,некодя
575,fett::A,കൊഴുപ്പുള്ള,госа
576,schlank::A,മെലിഞ്ഞ,статя
577,hübsch::A,മനോഹരമായ,басӧк
578,böse::A,പാപിയായ,лёк
579,dumm::A,വിവരംകെട്ട,бӧбӧв
580,dumm::A,വിവരംകെട്ട,вежӧртӧм
581,faul::A,അലസനായ,дыш
582,fleißig::A,അദ്ധ്വാനശീലമുള്ള,уджалicь
583,geizig::A,പിശുക്കനായ,жикмӧра
584,geizig::A,പിശുക്കനായ,горшаліcь
585,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,авья
586,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,вежӧра
587,geschickt::A,പ്രതിഭാശാലി,кипода
588,lieb::A,പ്രിയപ്പെട്ട,муса
589,lieb::A,പ്രിയപ്പെട്ട,дзулиньӧй
590,lustig::A,ആനന്ദകരമായ,гажа
591,sanft::A,സൌമ്യമായ,лебезнӧй
592,hungrig::A,വിശപ്പുള്ള,тшыг
593,krank::A,അസുഖമുള്ള,шогалiсь
594,nackt::A,നഡമായ,куш
595,traurig::A,വിഷമമുള്ള,жугыль
596,lebendig::A,ഉപജീവനം,ловья
597,gut::A,നല്ല,бур
598,schlecht::A,മോശമായ,умӧль
599,richtig::A,ശരിയായ,
600,schlimm::A,വൃത്തികെട്ട,нештӧм
601,wahr::A,ശരിയായ,
602,alt::A,പഴയ,важ
603,neu::A,പുതിയ,виль
604,ehemalig::A,മുൻ,вӧвлӧм
605,alt[Lebewesen]::A,വയസ്സുള്ള,года
606,alt[Lebewesen]::A,വയസ്സുള്ള,годдэза
607,jung::A,കൌമാരമായ,том
608,arm::A,പാവപ്പെട്ട,гов
609,arm::A,പാവപ്പെട്ട,беднӧй
610,reich::A,സമ്പന്നമായ,эма
611,bekannt::A,പരിചിതമായ,тӧдса
612,berühmt::A,പ്രശസ്തനായ,
613,fremd::A,വൈദേശികമായ,чужӧй
614,verschieden::A,വ്യത്യസ്തമായ,быдкодь
615,nah::A,അരികത്തുള്ള,матiсь
616,fern::A,അകലെയുള്ള,ылicь
617,linker::A,അവശേഷിച്ച,шульга
618,rechter::A,വലത്തേ,веськытланись
619,anderer::A,മറ്റുള്ള,мукӧд
620,erster::A,ആദ്യത്തെ,медодзза
621,zweiter::A,രണ്ടാം,кыкӧт
622,dritter::A,മൂന്നാമത്,куимӧт
623,dritter::A,മൂന്നാമത്,куимӧдз
624,letzter::A,അവസാനത്തെ,бӧрья
625,letzter::A,അവസാനത്തെ,мёдбӧрья
626,allein::ADV,തനിച്ചുള്ള,
627,auf einmal::ADV,ഉടന്,тшӧтш
