,Concept_ID,ce,hr
284,Grund::N,бахьана,razlog
285,Wahrheit::N,бакъдерг,istina
286,Gespräch::N,къамел,razgovor
287,Märchen::N,туьйра,bajka
288,Erzählung::N,дийцар,priča
289,Erzählung::N,дийцар,pripovijest
290,Nachricht::N,хаам,vijest
291,Neuigkeit::N,керланиг,novost
292,Name::N,цӏе,ime
293,Rätsel::N,хӏетал-метал,zagonetka
294,Rede::N,къамел,govor
295,Rede::N,къамел,besjeda
296,Sprache::N,мотт,jezik
297,Stimme::N,aз,glas
298,Wort::N,дош,riječ
299,Zeichen::N,билгало,znak
300,Ruf::N,кхайкхар,povik
301,Ruf::N,кхайкхар,poklik
302,Lärm::N,гӏовгӏа,buka
303,Lärm::N,гӏовгӏа,galama
304,Laut::N,аз,zvuk
305,Ton::N,aз,ton
306,Lied::N,илли,pjesma
307,Ruhe::N,тийналла,tišina
308,Ruhe::N,тийналла,počinak
309,Leute::N,нах,ljudi
310,Volk::N,халкъ,puk
311,Volk::N,халкъ,narod
312,Arbeit::N,болх,rad
313,Arbeit::N,болх,posao
314,Gast::N,хьаша,gost
315,Geschenk::N,совгӏат,dar
316,Geschenk::N,совгӏат,poklon
317,Spiel::N,ловзар,igra
318,Gesellschaft::N,юкъаралла,društvo
319,Gesellschaft::N,юкъаралла,kompanija
320,Hilfe::N,гӏо,pomoć
321,Freund::N,доттагl,prijatelj
322,Kamerad::N,накъост,drug
323,Kamerad::N,накъост,drugar
324,Angelegenheit::N,гӏуллакх,posao
325,Anzahl::N,терахь,broj
326,Anzahl::N,терахь,brojnost
327,Stück::N,юьхк,komad
328,Teil::N,дакъа,dio
329,Hälfte::N,ах,polovina
330,Kreis::N,го,krug
331,Kreuz::N,жӏара,križ
332,Linie::N,сиз,crta
333,Strich::N,сиз,crta
334,Abstand::N,юкъ,razmak
335,Abstand::N,юкъ,odstojanje
336,Gegend::N,мeттиг,kraj
337,Gegend::N,мeттиг,predeo
338,Platz::N,майда,mjesto
339,Ort::N,меттиг,mjesto
340,Seite::N,aгӏo,bok
341,Seite::N,aгӏo,strana
342,Mitte::N,юкъ,sredina
343,Gegenstand::N,хӏума,predmet
344,Sache::N,хӏума,posao
345,Rand::N,йист,rub
346,Rand::N,йист,kraj
347,Kante::N,йист,brid
348,Kante::N,йист,ivica
349,Ecke::N,са,ugao
350,Spitze::N,ралла,vrh
351,Spitze::N,ралла,šiljak
352,Ende::N,юьхьиг,konac
353,Loch::N,ӏуьрг,rupa
354,Winkel::N,са,kut
355,Winkel::N,са,ugao
356,Muster::N,дагар,uzor
357,Muster::N,тӏамар,uzor
358,Größe::N,барам,veličina
359,Länge::N,йохалла,duljina
360,Höhe::N,локхалла,visina
361,Gewicht::N,йозалла,težina
362,Menge::N,дукхалла,mnoštvo
363,Menge::N,дукхалла,količina
364,Haufen::N,сал,hrpa
365,Haufen::N,сал,gomila
366,Haufen::N,оьла,hrpa
367,Haufen::N,оьла,gomila
368,Reihe::N,рагӏ,red
369,Reihe::N,могӏа,red
370,Boot::N,кема,čun
371,Boot::N,кема,čamac
372,Ruder::N,пийсиг,veslo
373,Schlitten::N,салаз,saone
374,Ski::N,когсалаз,ski
375,Ski::N,когсалаз,smučka
376,Lagerfeuer::N,цӏе,logorska vatra
377,Last::N,дукъ,tovar
378,Gang::N,лелар,hod
379,Schritt::N,гӏулч,korak
380,Norden::N,къилбаседе,sjever
381,Süden::N,къилбе,jug
382,Westen::N,малхбузе,zapad
383,Osten::N,малхбале,istok
384,Holz::N,дечиг,drvo
385,Brett::N,у,daska
386,Platte::N,у,ploča
387,Stütze::N,гӏopтоp,potpora
388,Stange::N,гӏуркх,motka
389,Stock::N,ӏаса,štap
390,Stock::N,ӏаса,palica
391,Stab::N,гӏаж,štap
392,Stab::N,гӏаж,šipka
393,Rohr::N,биргӏа,cijev
394,Haus::N,цӏа,kuća
395,Heim::N,кхерч,dom
396,Ofen::N,кхерч,peć
397,Fußboden::N,цӏенкъа,pod
398,Tisch::N,шун,stol
399,Tisch::N,шун,trpeza
400,Stuhl::N,гӏант,stolac
401,Stuhl::N,гӏант,stolica
402,Wiege::N,ага,kolijevka
403,Bett::N,маьнга,krevet
404,Bett::N,маьнга,postelja
405,Regal::N,терхи,polica
406,Kiste::N,яьшка,sanduk
407,Fenster::N,кор,prozor
408,Tür::N,неӏ,vrata
409,Tor::N,ков,vrata
410,Tor::N,ков,kapija
411,Zaun::N,керт,plot
412,Zaun::N,керт,ograda
413,Dach::N,тхов,krov
414,Leiter::N,лами,ljestve
415,Leiter::N,лами,ljestvice
416,Besen::N,нуй,metla
417,Spaten::N,бел,ašov
418,Schaufel::N,аьшкал,lopata
419,Gabel::N,мӏара,viljuška
420,Löffel::N,ӏайг,žlica
421,Messer::N,урс,nož
422,Nagel::N,хьостам,čavao
423,Netz::N,бой,mreža
424,Haken::N,мӏара,kuka
425,Schloss::N,чӏега,brava
426,Bild::N,сурт,slika
427,Puppe::N,тайниг,lutka
428,Beutel::N,гали,kesa
429,Bündel::N,кочар,snop
430,Bündel::N,кочар,svežanj
431,Tasche::N,тӏоьрмиг,torba
432,Tasche::N,тӏоьрмиг,taška
433,Eimer::N,чийлик,kabao
434,Deckel::N,негӏар,poklopac
435,Geschirr::N,пхьегӏа,suđe
436,Geschirr::N,пхьегӏа,posuđe
437,Sack::N,гали,džak
438,Sack::N,гали,vreća
439,Tasse::N,кад,šalica
440,Topf::N,яй,lonac
441,Kessel::N,яй,kazan
442,Essen::N,юург,obrok
443,Nahrung::N,кхача,hrana
444,Speise::N,юург,jelo
445,Fleisch::N,жижиг,meso
446,Getreide::N,буьртиг,žito
447,Getreide::N,буьртиг,žitarice
448,Brei::N,xудар,kaša
449,Brot::N,бепиг,kruh
450,Brot::N,кхаллар,kruh
451,Scheibe::N,цастар,kriška
452,Fett::N,мохь,mast
453,Fett::N,мохь,salo
454,Butter::N,налха,buter
455,Butter::N,налха,maslac
456,Öl::N,даьтта,ulje
457,Salz::N,туьха,sol
458,Suppe::N,чорпа,supa
459,Honig::N,моз,med
460,Milch::N,шура,mlijeko
461,Tee::N,чай,čaj
462,Leder::N,цӏока,koža
463,Wolle::N,тӏapгӏa,vuna
464,Stoff::N,кӏади,štof
465,Stoff::N,кӏади,tkanina
466,Nadel::N,маха,igla
467,Faden::N,тай,nit
468,Faden::N,тай,konac
469,Knopf::N,нуьйда,dugme
470,Knoten::N,шад,čvor
471,Knoten::N,шад,uzao
472,Farbe::N,сир,farba
473,Farbe::N,басар,farba
474,Kleidung::N,бедар,odjeća
475,Hemd::N,коч,košulja
476,Kragen::N,кач,ovratnik
477,Ärmel::N,пхьош,rukav
478,Hose::N,хеча,hlače
479,Gürtel::N,доьхка,pas
480,Gürtel::N,доьхка,pojas
481,Mütze::N,куй,kapa
482,Schuh::N,мача,cipela
483,Stiefel::N,этка,čizma
484,Ring::N,чӏуг,prsten
485,Band::N,лента,vrpca
486,Kamm::N,ехк,češalj
487,Spiegel::N,куьзга,zrcalo
488,Spiegel::N,куьзга,ogledalo
489,Riemen::N,доьхка,kaiš
490,Riemen::N,доьхка,remen
491,Schnur::N,муш,vrpca
492,Leine::N,кочатосу доьхка,uzica
493,Decke::N,юргӏа,ćebe
494,Decke::N,юргӏа,pokrivač
495,Kissen::N,гIайба,jastuk
496,Tuch::N,исхар,rubac
497,Tuch::N,исхар,marama
498,Handtuch::N,гата,ručnik
499,Kraft::N,гӏора,snaga
500,Stärke::N,гӏап,jakost
501,Gesundheit::N,могашалла,zdravlje
502,Krankheit::N,цамгар,bolest
503,Schmerz::N,лазар,bol
504,Wunde::N,чов,rana
505,Fieber::N,xорша,groznica
506,Arznei::N,молха,lijek
507,Brücke::N,тӏай,most
508,Brücke::N,тӏай,ćuprija
509,Brunnen::N,гӏу,bunar
510,Brunnen::N,гӏу,zdenac
511,Weide::N,дак,paša
512,Weide::N,дак,pašnjak
513,Pfad::N,тача,staza
514,Weg::N,некъ,put
515,Straße::N,урам,drum
516,Straße::N,урам,cesta
517,Dorf::N,юрт,selo
518,Stadt::N,гӏала,grad
519,Stadt::N,гӏала,varoš
520,Brief::N,кехат,list
521,Brief::N,кехат,pismo
522,Buch::N,жайна,knjiga
523,Buchstabe::N,элп,slovo
524,Zeitung::N,газет,novine
525,Leben::N,дахар,život
526,Tod::N,далар,smrt
527,Tod::N,ӏожалла,smrt
528,Grab::N,каш,raka
529,Kirche::N,килс,crkva
530,Sünde::N,къа,grijeh
531,Gott::N,дела,bog
532,Arbeiter::N,белхало,radnik
533,Chef::N,хьаькам,šef
534,Meister::N,говзанча,majstor
535,Arzt::N,лор,liječnik
536,Lehrer::N,хьехархо,učitelj
537,Geld::N,aхча,novac
538,Geschäft::N,туька,posao
539,Geschäft::N,туька,trgovina
540,Laden::N,туька,dućan
541,Preis::N,мах,cijena
542,Ware::N,хlума,roba
543,Nutzen::N,пайда,korist
544,Reichtum::N,хьал,bogatstvo
545,Welt::N,дуьне,svijet
546,Land::N,мохк,zemlja
547,Staat::N,пачхьалкх,država
548,König::N,паччахь,kralj
549,Macht::N,ӏедал,moć
550,Macht::N,ӏедал,vlast
551,Grenze::N,доза,granica
552,Krieg::N,тӏом,rat
553,Feind::N,мостагӏ,neprijatelj
554,Gewalt::N,гӏело,sila
555,Gewalt::N,гӏело,nasilje
556,Kampf::N,къийсам,boj
557,Kampf::N,къийсам,borba
558,Pfeil::N,пха,strijela
559,Gewehr::N,топ,puška
560,Fehler::N,гӏалат,pogreška
561,Fehler::N,гӏалат,griješka
562,Lüge::N,аьшпаш,laž
563,Schaden::N,зен,šteta
564,Unglück::N,бала,nesreća
565,Schuld::N,бехк,krivnja
566,Alter::N,хан,dob
567,Schluss::N,чакхе,kraj
568,Schluss::N,чакхе,konac
569,Zeit::N,хан,doba
570,Zeit::N,хан,vrijeme
571,Tag::N,де,dan
572,Morgen::N,ӏуьйре,jutro
573,Mittag::N,делкъе,podne
574,Abend::N,суьйре,veče
575,Abend::N,суьйре,večer
576,Nacht::N,буьйса,noć
577,Woche::N,кӏира,sedmica
578,Monat::N,бутт,mjesec
579,Jahr::N,шо,godina
580,Frühling::N,бӏаьсте,proljeće
581,Sommer::N,аьхке,ljeto
582,Herbst::N,гуьйре,jesen
583,Winter::N,ӏа,zima
584,Januar::N,январь,januar
585,Januar::N,январь,siječanj
586,Februar::N,февраль,veljača
587,Februar::N,февраль,februar
588,März::N,март,mart
589,März::N,март,ožujak
590,April::N,апрель,april
591,April::N,апрель,travanj
592,Mai::N,май,maj
593,Mai::N,май,svibanj
594,Juni::N,июнь,juni
595,Juni::N,июнь,lipanj
596,Juli::N,июль,juli
597,Juli::N,июль,srpanj
598,August::N,август,august
599,August::N,август,kolovoz
600,September::N,сентябрь,rujan
601,September::N,сентябрь,septembar
602,Oktober::N,октябрь,oktobar
603,Oktober::N,октябрь,listopad
604,November::N,ноябрь,studeni
605,November::N,ноябрь,novembar
606,Dezember::N,декабрь,prosinac
607,Montag::N,оршот,ponedjeljak
608,Montag::N,оршот,ponedjeljnik
609,Dienstag::N,шинара,utorak
610,Dienstag::N,шинара,utornik
611,Mittwoch::N,кхаара,srijeda
612,Donnerstag::N,еара,četvrtak
613,Freitag::N,пӏераска,petak
614,Samstag::N,шот,subota
615,Sonntag::N,кӏиранде,nedjelja
616,groß::A,доккха,velik
617,klein::A,кегий,mali
618,klein::A,кегий,malen
619,lang::A,еха,dug
620,lang::A,еха,dugačak
621,kurz::A,доца,kratak
622,breit::A,шуьйра,širok
623,schmal::A,готта,uski
624,schmal::A,готта,uzak
625,dicht::A,луьста,gust
626,dick[Gegenstand]::A,стомма,debeo
627,dünn::A,дуткъа,tanak
628,fein::A,ховха,fin
629,fein::A,ховха,tanak
630,fest::A,чӏогӏа,čvrst
631,flach::A,чӏапа,ravan
632,flach::A,чӏапа,plosnat
633,glatt::A,шера,gladak
634,hart::A,чӏогӏa,tvrd
635,weich::A,кӏеда,mek
636,weich::A,кӏеда,mekan
637,rund::A,горга,okrugao
638,spitz::A,ира,oštar
639,spitz::A,ира,šiljast
640,scharf::A,ира,oštar
641,scharf::A,ира,bridak
642,stumpf::A,аьртa,tup
643,schwer::A,деза,težak
644,schön::A,хаза,krasan
645,heiß::A,довха,vruć
646,warm::A,довха,topao
647,kalt::A,шийла,hladan
648,kühl::A,шийла,hladan
649,frisch::A,керла,svjež
650,feucht::A,тӏуьна,vlažan
651,nass::A,тӏеда,mokar
652,trocken::A,eкъа,suh
653,voll::A,дуьзна,pun
654,leer::A,яьсса,prazan
655,offen::A,диллина,otvoren
656,geschlossen::A,дӏакъевлина,zatvoren
657,geschlossen::A,дӏачӏагӏдина,zatvoren
658,sauber::A,цӏена,čist
659,schmutzig::A,боьха,nečist
660,schmutzig::A,боьха,blatan
661,roh::A,буьйда,sirov
662,reif::A,хилла,zreo
663,lecker::A,чоме,tečan
664,lecker::A,чоме,ukusan
665,süß::A,мерза,sladak
666,bitter::A,къаьхьа,gorak
667,sauer::A,муьста,kiseo
668,hell::A,сирла,vedar
669,hell::A,сирла,svijetao
670,dunkel::A,бодане,taman
671,schwarz::A,ӏаьржа,crn
672,weiß::A,кӏайн,bio
673,weiß::A,кӏайн,bijel
674,rot::A,цӏен,crven
675,gelb::A,можа,žut
676,blau::A,сийна,plav
677,blau::A,сийна,modar
678,grün::A,баьццара,zelen
679,grau::A,cира,siv
680,grau::A,мокха,siv
681,bunt::A,къорза,šaren
682,billig::A,дораха,jeftin
683,teuer::A,деза,skup
684,wertvoll::A,мехала,vrijedan
685,wertvoll::A,мехала,dragocjen
686,blind::A,бӏаьрзе,slijep
687,taub::A,къора,gluh
688,kräftig::A,нуьцкъала,snažan
689,stark::A,зоьртала,jak
690,stark::A,зоьртала,snažan
691,stark::A,нуьцкъала,jak
692,stark::A,нуьцкъала,snažan
693,schwach::A,гӏорасиза,slab
694,fett::A,дерстана,pretio
695,schlank::A,куц долу,vitak
696,hübsch::A,хаза,zgodan
697,böse::A,вон,zao
698,böse::A,вон,opak
699,dumm::A,сонта,glup
700,faul::A,мало ен,lijen
701,fleißig::A,тӏера,radin
702,fleißig::A,тӏера,marljiv
703,geizig::A,пис,škrt
704,geizig::A,сутара,škrt
705,klug::A,хьекъале,razborit
706,geschickt::A,тӏахъаьлла,vješt
707,lieb::A,хьоме,drag
708,lustig::A,самукъане,veseo
709,sanft::A,кlеда,blag
710,hungrig::A,меца,gladan
711,krank::A,цомгуш долу,bolestan
712,nackt::A,дерзана,nag
713,traurig::A,самукъане воцу,tužan
714,traurig::A,самукъане воцу,žalostan
715,lebendig::A,дийна,živ
716,gut::A,дика,dobar
717,schlecht::A,вон,loš
718,schlecht::A,вон,rđav
719,richtig::A,нийса,tačan
720,richtig::A,нийса,ispravan
721,schlimm::A,вон,zao
722,schlimm::A,вон,zločest
723,wahr::A,бакъдолу,istinit
724,alt::A,къена,star
725,neu::A,керла,nov
726,ehemalig::A,хилла,bivši
727,alt[Lebewesen]::A,къена,star
728,jung::A,къона,mlad
729,arm::A,къен,ubog
730,arm::A,къен,siromašan
731,reich::A,хьоле,bogat
732,bekannt::A,девзаш долу,poznat
733,berühmt::A,цӏеяхана,čuven
734,berühmt::A,цӏеяхана,slavan
735,fremd::A,нехан,tuđ
736,fremd::A,нехан,stran
737,verschieden::A,тайп-тайпанара,razan
738,verschieden::A,тайп-тайпанара,različan
739,nah::A,гергара,blizak
740,fern::A,гена,dalek
741,fern::A,гена,daljnji
742,fern::A,генара,dalek
743,fern::A,генара,daljnji
744,linker::A,аьрру,lijevi
745,rechter::A,аьтту,desni
746,anderer::A,кхин,drugi
747,anderer::A,кхин,drugačiji
748,erster::A,хьалхара,prvi
749,zweiter::A,шолгIа,drugi
750,dritter::A,кхоалгӏа,treći
751,letzter::A,тӏаьххьара,zadnji
752,allein::ADV,цхьаъ,sam
753,auf einmal::ADV,цу сохьтта,istodobno
754,zusammen::ADV,цхьана,skupa
755,zusammen::ADV,цхьана,zajedno
756,lange::ADV,дукха,dugo
757,plötzlich::ADV,цIеххьана,naglo
758,plötzlich::ADV,цIеххьана,iznenada
759,sofort::ADV,цу сохьтта,odmah
760,später::ADV,тӏаьхьо,kasnije
761,jetzt::ADV,хӏинца,sad
762,jetzt::ADV,хӏинца,sada
763,heute::ADV,тахана,danas
764,morgen::ADV,кхана,sutra
765,bald::ADV,кеста,skoro
766,bald::ADV,кеста,doskora
767,dann::ADV,тӏаккха,zatim
768,gestern::ADV,селхана,juče
769,gestern::ADV,селхана,jučer
770,einst::ADV,цкъа,negda
771,einst::ADV,цкъа,nekada
772,damals::ADV,хӏетахьь,tada
773,damals::ADV,хӏетахьь,onda
774,danach::ADV,тӏаккха,poslije
775,danach::ADV,тӏаккха,nakon toga
776,vorher::ADV,хьалхa,prije
777,vorher::ADV,хьалхa,prije toga
778,zuerst::ADV,хьалха,prvo
779,zuerst::ADV,хьалха,najprije
780,einmal::ADV,цкъа,jednom
781,einmal::ADV,цкъа,jedanput
782,manchmal::ADV,цкъаццкъа,katkad
783,manchmal::ADV,цкъаццкъа,katkada
784,oft::ADV,кест-кеста,često
785,immer::ADV,даим,vazda
786,immer::ADV,даим,uvijek
787,niemals::ADV,цкъа а,nikad
788,niemals::ADV,цкъа а,nikada
789,hier::ADV,кхузахь,tu
790,hier::ADV,кхузахь,ovdje
791,hierhin::ADV,кхуза,amo
792,hierhin::ADV,кхуза,ovamo
793,von hier::ADV,кхузара,odavde
794,dort::ADV,цигахь,ondje
795,dorthin::ADV,цига,onamo
796,geradeaus::ADV,нийса дӏа,ravno
797,vorwärts::ADV,хьалха,naprijed
798,rückwärts::ADV,юха,natrag
799,zurück::ADV,юха,nazad
800,zurück::ADV,юха,natrag
801,unten::ADV,лахахь,dolje
802,hinab::ADV,охьа,nizbrdo
803,oben::ADV,лакхахь,gore
804,hinauf::ADV,хьала,uzbrdo
805,überall::ADV,массанхьа,svuda
