,Concept_ID,la,hr
199,Gans::N,anser,guska
200,Adler::N,aquila,orao
201,Ente::N,anas,patka
202,Eule::N,ulula,sova
203,Eule::N,noctua,sova
204,Kranich::N,grus,ždral
205,Krähe::N,cornix,vrana
206,Kuckuck::N,cuculus,kukavica
207,Schwan::N,olor,labud
208,Schwan::N,cycnus,labud
209,Fisch::N,piscis,riba
210,Barsch::N,perca,grgeč
211,Hecht::N,esox,štuka
212,Schlange[Tier]::N,serpens,guja
213,Schlange[Tier]::N,serpens,zmija
214,Wurm::N,vermis,crv
215,Spinne::N,aranea,pauk
216,Ameise::N,formica,mrav
217,Laus::N,pediculus,uš
218,Mücke::N,culex,komarac
219,Fliege::N,musca,muha
220,Schmetterling::N,papilio,leptir
221,Beere::N,baca,boba
222,Beere::N,baca,bobica
223,Apfel::N,malum,jabuka
224,Pilz::N,fungus,pečurka
225,Zwiebel::N,cepa,luk
226,Zwiebel::N,cepa,kapula
227,Saat::N,seges,sjemenje
228,Korn::N,granum,zrno
229,Heu::N,faenum,sijeno
230,Schale::N,putamen,kora
231,Schale::N,putamen,ljuska
232,Grube::N,fovea,jama
233,Falle::N,pedica,zamka
234,Falle::N,pedica,klopka
235,Schlinge::N,laqueus,uzao
236,Schlinge::N,laqueus,petlja
237,Spur::N,vestigium,trag
238,Spur::N,vestigium,slijed
239,Asche::N,cinis,pepeo
240,Dreck::N,lutum,blato
241,Eisen::N,ferrum,željezo
242,Gold::N,aurum,zlato
243,Silber::N,argentum,srebro
244,Kohle::N,carbo,ugalj
245,Kohle::N,carbo,ugljen
246,Glas::N,vitrum,staklo
247,Lehm::N,lutum,glina
248,Lehm::N,lutum,ilovača
249,Sand::N,arena,pijesak
250,Mensch::N,homo,čovjek
251,Mann::N,vir,muškarac
252,Frau::N,mulier,žena
253,Kind::N,puer,čedo
254,Kind::N,puer,dijete
255,Kind::N,infans,čedo
256,Kind::N,infans,dijete
257,Junge::N,puer,momče
258,Junge::N,puer,dječak
259,Mädchen::N,puella,djevojka
260,Mädchen::N,puella,djevojčica
261,Familie::N,familia,obitelj
262,Familie::N,familia,porodica
263,Großvater::N,avus,djed
264,Großmutter::N,avia,baka
265,Eltern::N,parentes,roditelji
266,Vater::N,pater,otac
267,Mutter::N,mater,majka
268,Sohn::N,filius,sin
269,Tochter::N,filia,kći
270,Tochter::N,filia,kćerka
271,Bruder::N,frater,brat
272,Schwester::N,soror,sestra
273,Onkel::N,patruus,čika
274,Onkel::N,patruus,ujak
275,Onkel::N,avunculus,čika
276,Onkel::N,avunculus,ujak
277,Tante::N,amita,ujna
278,Tante::N,amita,tetka
279,Ehemann::N,maritus,muž
280,Ehemann::N,maritus,suprug
281,Ehefrau::N,uxor,žena
282,Ehefrau::N,uxor,supruga
283,Freude::N,gaudium,radost
284,Freude::N,laetitia,radost
285,Gelächter::N,risus,grohot
286,Glück::N,felicitas,sreća
287,Kummer::N,aegritudo,jad
288,Kummer::N,aegritudo,briga
289,Wunsch::N,voluntas,želja
290,Wunsch::N,desiderium,želja
291,Lust::N,libido,volja
292,Lust::N,voluptas,volja
293,Geist::N,mens,duh
294,Geist::N,animus,duh
295,Gedanke::N,sententia,misao
296,Gedächtnis::N,memoria,pamćenje
297,Verstand::N,ratio,um
298,Verstand::N,ratio,razum
299,Verstand::N,ingenium,um
300,Verstand::N,ingenium,razum
301,Sinn::N,sensus,smisao
302,Sinn::N,sensus,značenje
303,Grund::N,causa,razlog
304,Wahrheit::N,veritas,istina
305,Gespräch::N,sermo,razgovor
306,Märchen::N,fabula,bajka
307,Erzählung::N,fabula,priča
308,Erzählung::N,fabula,pripovijest
309,Erzählung::N,narratio,priča
310,Erzählung::N,narratio,pripovijest
311,Nachricht::N,nuntius,vijest
312,Neuigkeit::N,novitas,novost
313,Name::N,nomen,ime
314,Rätsel::N,aenigma,zagonetka
315,Rede::N,oratio,govor
316,Rede::N,oratio,besjeda
317,Sprache::N,lingua,jezik
318,Stimme::N,vox,glas
319,Wort::N,verbum,riječ
320,Wort::N,vocabulum,riječ
321,Zeichen::N,signum,znak
322,Ruf::N,clamor,povik
323,Ruf::N,clamor,poklik
324,Lärm::N,strepitus,buka
325,Lärm::N,strepitus,galama
326,Laut::N,sonus,zvuk
327,Ton::N,sonus,ton
328,Lied::N,carmen,pjesma
329,Ruhe::N,quies,tišina
330,Ruhe::N,quies,počinak
331,Leute::N,homines,ljudi
332,Volk::N,populus,puk
333,Volk::N,populus,narod
334,Arbeit::N,labor,rad
335,Arbeit::N,labor,posao
336,Gast::N,hospes,gost
337,Gast::N,conviva,gost
338,Geschenk::N,munus,dar
339,Geschenk::N,munus,poklon
340,Spiel::N,ludus,igra
341,Gesellschaft::N,societas,društvo
342,Gesellschaft::N,societas,kompanija
343,Hilfe::N,auxilium,pomoć
344,Hilfe::N,subsidium,pomoć
345,Freund::N,amicus,prijatelj
346,Kamerad::N,socius,drug
347,Kamerad::N,socius,drugar
348,Angelegenheit::N,res,posao
349,Anzahl::N,numerus,broj
350,Anzahl::N,numerus,brojnost
351,Art::N,genus,vid
352,Art::N,genus,vrst
353,Stück::N,frustum,komad
354,Stück::N,fragmentum,komad
355,Teil::N,pars,dio
356,Hälfte::N,dimidium,polovina
357,Kreis::N,orbis,krug
358,Kreis::N,circus,krug
359,Kreuz::N,crux,križ
360,Linie::N,linea,crta
361,Strich::N,lineamentum,crta
362,Abstand::N,intervallum,razmak
363,Abstand::N,intervallum,odstojanje
364,Entfernung::N,spatium,udaljenost
365,Gegend::N,loca,kraj
366,Gegend::N,loca,predeo
367,Gegend::N,regio,kraj
368,Gegend::N,regio,predeo
369,Platz::N,locus,mjesto
370,Ort::N,locus,mjesto
371,Seite::N,latus,bok
372,Seite::N,latus,strana
373,Mitte::N,medium,sredina
374,Gegenstand::N,res,predmet
375,Sache::N,res,posao
376,Rand::N,margo,rub
377,Rand::N,margo,kraj
378,Kante::N,angulus,brid
379,Kante::N,angulus,ivica
380,Ecke::N,angulus,ugao
381,Spitze::N,cacumen,vrh
382,Spitze::N,cacumen,šiljak
383,Ende::N,caput,konac
384,Loch::N,foramen,rupa
385,Winkel::N,angulus,kut
386,Winkel::N,angulus,ugao
387,Muster::N,exemplum,uzor
388,Größe::N,magnitudo,veličina
389,Länge::N,longitudo,duljina
390,Höhe::N,altitudo,visina
391,Gewicht::N,pondus,težina
392,Menge::N,copia,mnoštvo
393,Menge::N,copia,količina
394,Haufen::N,acervus,hrpa
395,Haufen::N,acervus,gomila
396,Reihe::N,ordo,red
397,Boot::N,navicula,čun
398,Boot::N,navicula,čamac
399,Ruder::N,remus,veslo
400,Schlitten::N,sclodia,saone
401,Ski::N,narta,ski
402,Ski::N,narta,smučka
403,Lagerfeuer::N,ignis,logorska vatra
404,Last::N,onus,tovar
405,Gang::N,cursus,hod
406,Schritt::N,gradus,korak
407,Norden::N,septentriones,sjever
408,Süden::N,meridies,jug
409,Westen::N,occidens,zapad
410,Osten::N,oriens,istok
411,Holz::N,lignum,drvo
412,Brett::N,tabula,daska
413,Platte::N,lamina,ploča
414,Stütze::N,adminiculum,potpora
415,Stange::N,pertica,motka
416,Stock::N,baculum,štap
417,Stock::N,baculum,palica
418,Stab::N,scipio,štap
419,Stab::N,scipio,šipka
420,Rohr::N,tubus,cijev
421,Haus::N,aedes,kuća
422,Heim::N,domicilium,dom
423,Ofen::N,fornax,peć
424,Fußboden::N,solum,pod
425,Tisch::N,mensa,stol
426,Tisch::N,mensa,trpeza
427,Stuhl::N,sella,stolac
428,Stuhl::N,sella,stolica
429,Wiege::N,cunae,kolijevka
430,Bett::N,lectus,krevet
431,Bett::N,lectus,postelja
432,Regal::N,foruli,polica
433,Kiste::N,cista,sanduk
434,Fenster::N,fenestra,prozor
435,Tür::N,ianua,vrata
436,Tor::N,porta,vrata
437,Tor::N,porta,kapija
438,Zaun::N,saepes,plot
439,Zaun::N,saepes,ograda
440,Dach::N,tectum,krov
441,Leiter::N,scalae,ljestve
442,Leiter::N,scalae,ljestvice
443,Besen::N,scopae,metla
444,Spaten::N,pala,ašov
445,Schaufel::N,pala,lopata
446,Gabel::N,fuscinula,viljuška
447,Löffel::N,coclear,žlica
448,Messer::N,culter,nož
449,Nagel::N,clavus,čavao
450,Netz::N,rete,mreža
451,Haken::N,hamus,kuka
452,Griff::N,manubrium,držak
453,Griff::N,manubrium,ručica
454,Schloss::N,claustra,brava
455,Bild::N,tabula,slika
456,Bild::N,pictura,slika
457,Figur::N,statunculum,figura
458,Puppe::N,pupa,lutka
459,Beutel::N,sacculus,kesa
460,Bündel::N,fascis,snop
461,Bündel::N,fascis,svežanj
462,Tasche::N,sacculus,torba
463,Tasche::N,sacculus,taška
464,Eimer::N,situla,kabao
465,Deckel::N,operculum,poklopac
466,Geschirr::N,vasa,suđe
467,Geschirr::N,vasa,posuđe
468,Sack::N,saccus,džak
469,Sack::N,saccus,vreća
470,Tasse::N,pocillum,šalica
471,Topf::N,olla,lonac
472,Kessel::N,aenum,kazan
473,Essen::N,cena,obrok
474,Nahrung::N,cibus,hrana
475,Nahrung::N,alimenta,hrana
476,Speise::N,cibus,jelo
477,Fleisch::N,caro,meso
478,Getreide::N,frumentum,žito
479,Getreide::N,frumentum,žitarice
480,Brei::N,puls,kaša
481,Brot::N,panis,kruh
482,Scheibe::N,frustum,kriška
483,Fett::N,pingue,mast
484,Fett::N,pingue,salo
485,Butter::N,butȳrum,buter
486,Butter::N,butȳrum,maslac
487,Öl::N,oleum,ulje
488,Salz::N,sal,sol
489,Suppe::N,ius,supa
490,Honig::N,mel,med
491,Milch::N,lac,mlijeko
492,Tee::N,thea,čaj
493,Leder::N,corium,koža
494,Wolle::N,lana,vuna
495,Stoff::N,textum,štof
496,Stoff::N,textum,tkanina
497,Nadel::N,acus,igla
498,Faden::N,filum,nit
499,Faden::N,filum,konac
500,Knopf::N,bulla,dugme
501,Knoten::N,nodus,čvor
502,Knoten::N,nodus,uzao
503,Farbe::N,pigmentum,farba
504,Kleidung::N,vestimenta,odjeća
505,Hemd::N,tunica,košulja
506,Kragen::N,collare,ovratnik
507,Ärmel::N,manica,rukav
508,Hose::N,bracae,hlače
509,Gürtel::N,cingulum,pas
510,Gürtel::N,cingulum,pojas
511,Mütze::N,pilleus,kapa
512,Schuh::N,calceus,cipela
513,Stiefel::N,pero,čizma
514,Stiefel::N,caliga,čizma
515,Ring::N,anulus,prsten
516,Band::N,redimiculum,vrpca
517,Kamm::N,pecten,češalj
518,Spiegel::N,speculum,zrcalo
519,Spiegel::N,speculum,ogledalo
520,Riemen::N,lorum,kaiš
521,Riemen::N,lorum,remen
522,Schnur::N,linum,vrpca
523,Leine::N,retinaculum,uzica
524,Decke::N,lodix,ćebe
525,Decke::N,lodix,pokrivač
526,Kissen::N,pulvinus,jastuk
527,Tuch::N,velum,rubac
528,Tuch::N,velum,marama
529,Handtuch::N,mantele,ručnik
530,Kraft::N,vis,snaga
531,Stärke::N,robur,jakost
532,Gesundheit::N,valetudo,zdravlje
533,Krankheit::N,morbus,bolest
534,Schmerz::N,dolor,bol
535,Wunde::N,vulnus,rana
536,Fieber::N,febris,groznica
537,Arznei::N,remedium,lijek
538,Brücke::N,pons,most
539,Brücke::N,pons,ćuprija
540,Brunnen::N,puteus,bunar
541,Brunnen::N,puteus,zdenac
542,Weide::N,pascua,paša
543,Weide::N,pascua,pašnjak
544,Pfad::N,semita,staza
545,Weg::N,iter,put
546,Straße::N,via,drum
547,Straße::N,via,cesta
548,Dorf::N,vicus,selo
549,Stadt::N,urbs,grad
550,Stadt::N,urbs,varoš
551,Stadt::N,oppidum,grad
552,Stadt::N,oppidum,varoš
553,Brief::N,epistula,list
554,Brief::N,epistula,pismo
555,Buch::N,liber,knjiga
556,Buchstabe::N,littera,slovo
557,Zeitung::N,diurnum,novine
558,Leben::N,vita,život
559,Tod::N,mors,smrt
560,Grab::N,sepulcrum,raka
561,Kirche::N,ecclesia,crkva
562,Sünde::N,peccatum,grijeh
563,Gott::N,deus,bog
564,Arbeiter::N,operarius,radnik
565,Chef::N,praefectus,šef
566,Meister::N,magister,majstor
567,Arzt::N,medicus,liječnik
568,Lehrer::N,magister,učitelj
569,Geld::N,aes,novac
570,Geld::N,pecunia,novac
571,Geschäft::N,negotium,posao
572,Geschäft::N,negotium,trgovina
573,Laden::N,taberna,dućan
574,Preis::N,pretium,cijena
575,Ware::N,merx,roba
576,Nutzen::N,utilitas,korist
577,Reichtum::N,opes,bogatstvo
578,Reichtum::N,divitiae,bogatstvo
579,Welt::N,mundus,svijet
580,Land::N,terra,zemlja
581,Staat::N,res publica,država
582,König::N,rex,kralj
583,Macht::N,potestas,moć
584,Macht::N,potestas,vlast
585,Grenze::N,limes,granica
586,Krieg::N,bellum,rat
587,Feind::N,inimicus,neprijatelj
588,Gewalt::N,vis,sila
589,Gewalt::N,vis,nasilje
590,Kampf::N,pugna,boj
591,Kampf::N,pugna,borba
592,Bogen[Waffe]::N,arcus,luk
593,Pfeil::N,sagitta,strijela
594,Gewehr::N,sclopetum,puška
595,Fehler::N,error,pogreška
596,Fehler::N,error,griješka
597,Lüge::N,mendacium,laž
598,Schaden::N,damnum,šteta
599,Schaden::N,detrimentum,šteta
600,Unglück::N,miseria,nesreća
601,Unglück::N,calamitas,nesreća
602,Schuld::N,culpa,krivnja
603,Alter::N,aetas,dob
604,Schluss::N,finis,kraj
605,Schluss::N,finis,konac
606,Zeit::N,tempus,doba
607,Zeit::N,tempus,vrijeme
608,Tag::N,dies,dan
609,Morgen::N,mane,jutro
610,Mittag::N,meridies,podne
611,Abend::N,vesper,veče
612,Abend::N,vesper,večer
613,Nacht::N,nox,noć
614,Woche::N,septimana,sedmica
615,Monat::N,mensis,mjesec
616,Jahr::N,annus,godina
617,Frühling::N,ver,proljeće
618,Sommer::N,aestas,ljeto
619,Herbst::N,autumnus,jesen
620,Winter::N,hiems,zima
621,Januar::N,Ianuarius,januar
622,Januar::N,Ianuarius,siječanj
623,Februar::N,Februarius,veljača
624,Februar::N,Februarius,februar
625,März::N,Martius,mart
626,März::N,Martius,ožujak
627,April::N,Aprilis,april
628,April::N,Aprilis,travanj
629,Mai::N,Maius,maj
630,Mai::N,Maius,svibanj
631,Juni::N,Iunius,juni
632,Juni::N,Iunius,lipanj
633,Juli::N,Iulius,juli
634,Juli::N,Iulius,srpanj
635,August::N,Augustus,august
636,August::N,Augustus,kolovoz
637,September::N,September,rujan
638,September::N,September,septembar
639,Oktober::N,Octobris,oktobar
640,Oktober::N,Octobris,listopad
641,November::N,Novembris,studeni
642,November::N,Novembris,novembar
643,Dezember::N,December,prosinac
644,Montag::N,dies lunae,ponedjeljak
645,Montag::N,dies lunae,ponedjeljnik
646,Dienstag::N,dies Martis ,utorak
647,Dienstag::N,dies Martis ,utornik
648,Mittwoch::N,dies Mercurii,srijeda
649,Donnerstag::N,dies Iovis,četvrtak
650,Freitag::N,dies Veneris,petak
651,Samstag::N,dies Saturni,subota
652,Sonntag::N,dominicus,nedjelja
653,Sonntag::N,dies solis,nedjelja
654,groß::A,magnus,velik
655,klein::A,parvus,mali
656,klein::A,parvus,malen
657,lang::A,longus,dug
658,lang::A,longus,dugačak
659,kurz::A,brevis,kratak
660,breit::A,latus,širok
661,schmal::A,angustus,uski
662,schmal::A,angustus,uzak
663,dicht::A,densus,gust
664,dick[Gegenstand]::A,crassus,debeo
665,dünn::A,tenuis,tanak
666,fein::A,subtilis,fin
667,fein::A,subtilis,tanak
668,fest::A,solidus,čvrst
669,fest::A,stabilis,čvrst
670,flach::A,planus,ravan
671,flach::A,planus,plosnat
672,glatt::A,levis,gladak
673,hart::A,durus,tvrd
674,weich::A,mollis,mek
675,weich::A,mollis,mekan
676,rund::A,rotundus,okrugao
677,spitz::A,acutus,oštar
678,spitz::A,acutus,šiljast
679,scharf::A,acer,oštar
680,scharf::A,acer,bridak
681,stumpf::A,hebes,tup
682,schwer::A,gravis,težak
683,schön::A,pulcher,krasan
684,schön::A,formosus,krasan
685,heiß::A,fervidus,vruć
686,warm::A,calidus,topao
687,kalt::A,frigidus,hladan
688,kühl::A,frigidus,hladan
689,frisch::A,recens,svjež
690,feucht::A,umidus,vlažan
691,nass::A,madidus,mokar
692,trocken::A,aridus,suh
693,voll::A,plenus,pun
694,leer::A,vacuus,prazan
695,offen::A,apertus,otvoren
696,geschlossen::A,clausus,zatvoren
697,sauber::A,lautus,čist
698,schmutzig::A,sordidus,nečist
699,schmutzig::A,sordidus,blatan
700,roh::A,crudus,sirov
701,reif::A,maturus,zreo
702,lecker::A,delicatus,tečan
703,lecker::A,delicatus,ukusan
704,süß::A,dulcis,sladak
705,bitter::A,amarus,gorak
706,bitter::A,acerbus,gorak
707,sauer::A,acidus,kiseo
708,hell::A,clarus,vedar
709,hell::A,clarus,svijetao
710,dunkel::A,obscurus,taman
711,schwarz::A,niger,crn
712,weiß::A,albus,bio
713,weiß::A,albus,bijel
714,rot::A,ruber,crven
715,gelb::A,flavus,žut
716,blau::A,caeruleus,plav
717,blau::A,caeruleus,modar
718,grün::A,viridis,zelen
719,grau::A,canus,siv
720,bunt::A,varius,šaren
721,billig::A,vilis,jeftin
722,teuer::A,carus,skup
723,wertvoll::A,pretiosus,vrijedan
724,wertvoll::A,pretiosus,dragocjen
725,blind::A,caecus,slijep
726,taub::A,surdus,gluh
727,kräftig::A,robustus,snažan
728,stark::A,firmus,jak
729,stark::A,firmus,snažan
730,stark::A,validus,jak
731,stark::A,validus,snažan
732,schwach::A,debilis,slab
733,schwach::A,infirmus,slab
734,fett::A,crassus,pretio
735,schlank::A,procerus,vitak
736,hübsch::A,pulcher,zgodan
737,böse::A,improbus,zao
738,böse::A,improbus,opak
739,dumm::A,stultus,glup
740,dumm::A,stupidus,glup
741,faul::A,piger,lijen
742,fleißig::A,sedulus,radin
743,fleißig::A,sedulus,marljiv
744,geizig::A,avarus,škrt
745,klug::A,prudens,razborit
746,geschickt::A,sollers,vješt
747,lieb::A,carus,drag
748,lustig::A,iocosus,veseo
749,sanft::A,clemens,blag
750,hungrig::A,impastus,gladan
751,krank::A,aeger,bolestan
752,nackt::A,nudus,nag
753,traurig::A,maestus,tužan
754,traurig::A,maestus,žalostan
755,lebendig::A,vivus,živ
756,gut::A,bonus,dobar
757,schlecht::A,malus,loš
758,schlecht::A,malus,rđav
759,richtig::A,rectus,tačan
760,richtig::A,rectus,ispravan
761,schlimm::A,malus,zao
762,schlimm::A,malus,zločest
763,wahr::A,verus,istinit
764,alt::A,antiquus,star
765,neu::A,novus,nov
766,ehemalig::A,pristinus,bivši
767,alt[Lebewesen]::A,vetus,star
768,jung::A,iuvenis,mlad
769,arm::A,pauper,ubog
770,arm::A,pauper,siromašan
771,reich::A,dives,bogat
772,bekannt::A,notus,poznat
773,berühmt::A,celeber,čuven
774,berühmt::A,celeber,slavan
775,berühmt::A,illustris,čuven
776,berühmt::A,illustris,slavan
777,fremd::A,peregrinus,tuđ
778,fremd::A,peregrinus,stran
779,verschieden::A,varius,razan
780,verschieden::A,varius,različan
781,nah::A,propinquus,blizak
782,fern::A,longinquus,dalek
783,fern::A,longinquus,daljnji
784,linker::A,sinister,lijevi
785,rechter::A,dexter,desni
786,anderer::A,alius,drugi
787,anderer::A,alius,drugačiji
788,erster::A,primus,prvi
789,zweiter::A,secundus,drugi
790,dritter::A,tertius,treći
791,letzter::A,ultimus,zadnji
792,allein::ADV,solum,sam
793,auf einmal::ADV,simul,istodobno
794,zusammen::ADV,una,skupa
795,zusammen::ADV,una,zajedno
796,lange::ADV,diu,dugo
797,plötzlich::ADV,subito,naglo
798,plötzlich::ADV,subito,iznenada
799,plötzlich::ADV,repente,naglo
800,plötzlich::ADV,repente,iznenada
801,sofort::ADV,statim,odmah
802,später::ADV,postea,kasnije
803,jetzt::ADV,nunc,sad
804,jetzt::ADV,nunc,sada
805,heute::ADV,hodie,danas
806,morgen::ADV,cras,sutra
807,bald::ADV,mox,skoro
808,bald::ADV,mox,doskora
809,dann::ADV,deinde,zatim
810,gestern::ADV,heri,juče
811,gestern::ADV,heri,jučer
812,einst::ADV,olim,negda
813,einst::ADV,olim,nekada
814,damals::ADV,tum,tada
815,damals::ADV,tum,onda
816,danach::ADV,postea,poslije
817,danach::ADV,postea,nakon toga
818,vorher::ADV,antea,prije
819,vorher::ADV,antea,prije toga
820,zuerst::ADV,primo,prvo
821,zuerst::ADV,primo,najprije
822,einmal::ADV,semel,jednom
823,einmal::ADV,semel,jedanput
824,manchmal::ADV,interdum,katkad
825,manchmal::ADV,interdum,katkada
826,oft::ADV,saepe,često
827,immer::ADV,semper,vazda
828,immer::ADV,semper,uvijek
829,niemals::ADV,numquam,nikad
830,niemals::ADV,numquam,nikada
831,hier::ADV,hic,tu
832,hier::ADV,hic,ovdje
833,hierhin::ADV,huc,amo
834,hierhin::ADV,huc,ovamo
835,von hier::ADV,hinc,odavde
836,dort::ADV,ibi,ondje
837,dorthin::ADV,eo,onamo
838,geradeaus::ADV,recte,ravno
839,vorwärts::ADV,porro,naprijed
840,rückwärts::ADV,retro,natrag
841,zurück::ADV,retro,nazad
842,zurück::ADV,retro,natrag
843,unten::ADV,infra,dolje
