,Concept_ID,br,kk
140,Fell::N,kreoñ,тері
141,Flügel::N,askell,қанат
142,Klaue::N,skilf,тырнақ
143,Kralle::N,skilf,аяқ
144,Schwanz::N,lost,құйрық
145,Ei::N,vi,жұмыртқа
146,Nest::N,neizh,ұя
147,Bau::N,douarenn,жатақ
148,Tier::N,loen,айуан
149,Tier::N,loen,жануар
150,Herde::N,tropell,пада
151,Kuh::N,buoc'h,сиыр
152,Bulle::N,tarv,өгіз
153,Pferd::N,marc'h,жылқы
154,Schaf::N,dañvad,қой
155,Schwein::N,pemoc'h,шошқа
156,Hund::N,ki,ит
157,Katze::N,kazh,мысық
158,Bär::N,arzh,аю
159,Eichhörnchen::N,gwiñver,тиін
160,Elch::N,karv-dour,бұғы
161,Fuchs::N,louarn,түлкі
162,Hase::N,gad,қоян
163,Maus::N,logodenn,қаптесер
164,Wolf::N,bleiz,бөрі
165,Wolf::N,bleiz,қасқыр
166,Vogel::N,labous,құс
167,Schwarm::N,nijad,топ
168,Schwarm::N,nijad,үйір
169,Huhn::N,yar,тауық
170,Huhn::N,yar,мекиен
171,Hahn::N,kilhog,әтеш
172,Hahn::N,kilhog,қораз
173,Gans::N,gwazenn,қаз
174,Adler::N,erer,бүркіт
175,Ente::N,houad,үйрек
176,Eule::N,toud,жапалақ
177,Kranich::N,garan,тырна
178,Krähe::N,bran,қарға
179,Kuckuck::N,koukoug,көкек
180,Schwan::N,alarc'h,аққу
181,Fisch::N,pesk,балық
182,Barsch::N,brell,алабұға
183,Hecht::N,beked,шортан
184,Schlange[Tier]::N,naer,жылан
185,Wurm::N,preñv,шұбалшаң
186,Spinne::N,kevnidenn,өрмекші
187,Ameise::N,merion,қүмырска
188,Laus::N,laouenn,бит
189,Mücke::N,moustik,маса
190,Fliege::N,kelienenn,шыбын
191,Schmetterling::N,balafenn,көбелек
192,Beere::N,hog,жидек
193,Apfel::N,aval,алма
194,Pilz::N,kabell-touseg,қозықұйрық
195,Pilz::N,kabell-touseg,саңыраукулақ
196,Zwiebel::N,ognonenn,жуа
197,Saat::N,had,тұқым
198,Korn::N,ed,дән
199,Heu::N,foenn,шөп
200,Schale::N,peliadur,қабық
201,Schale::N,peliadur,қабығы
202,Falle::N,pech,дұзақ
203,Falle::N,pech,қақпан
204,Schlinge::N,krouglas,ілмек
205,Asche::N,ludu,күл
206,Dreck::N,fank,былғаныш
207,Eisen::N,houarn,темір
208,Gold::N,aour,алтын
209,Silber::N,arc'hant,күміс
210,Kohle::N,glaou,көмір
211,Glas::N,gwer,шыны
212,Sand::N,traezh,құм
213,Mensch::N,den,адам
214,Mann::N,den,еркек
215,Mann::N,den,ер адам
216,Frau::N,maouez,бике
217,Frau::N,maouez,қатын
218,Kind::N,bugel,бала
219,Kind::N,bugel,перзент
220,Junge::N,paotr,бала
221,Junge::N,paotr,ер бала
222,Mädchen::N,plac'h,қыз
223,Familie::N,familh,жанұя
224,Großvater::N,tad-kozh,ата
225,Großmutter::N,mamm-gozh,әже
226,Großmutter::N,mamm-gozh,әжей
227,Eltern::N,kerent,ата-аналар
228,Vater::N,tad,әке
229,Mutter::N,mamm,ана
230,Sohn::N,mab,ұл
231,Tochter::N,merc'h,қызым
232,Bruder::N,breur,бауырым
233,Schwester::N,c'hoar,әпке
234,Onkel::N,eontr,көке
235,Tante::N,moereb,тәте
236,Ehemann::N,gwaz,ер
237,Ehefrau::N,gwreg,зайып
238,Freude::N,levenez,қуаныш
239,Freude::N,levenez,сүйініш
240,Freude::N,levenez,шат-думан
241,Freude::N,levenez,қуаныштылық
242,Gelächter::N,c'hoarzherezh,күлу
243,Glück::N,chañs,бақыт
244,Glück::N,chañs,бақыттылық
245,Kummer::N,doan,аза
246,Kummer::N,doan,қайғы
247,Kummer::N,doan,қасырет
248,Wunsch::N,c'hoant,мүдде
249,Lust::N,c'hoant,тәбет
250,Lust::N,c'hoant,ынтызар
251,Lust::N,c'hoant,құштарлық
252,Geist::N,spered,рух
253,Gedanke::N,soñj,ой
254,Gedächtnis::N,eñvor,ес
255,Gedächtnis::N,eñvor,жады
256,Gedächtnis::N,eñvor,ақыл-ес
257,Verstand::N,skiant,ақыл
258,Verstand::N,skiant,парасат
259,Sinn::N,ster,мән
260,Sinn::N,ster,маныз
261,Sinn::N,ster,мағына
262,Sinn::N,ster,мән-мағына
263,Grund::N,kaoz,себеп
264,Wahrheit::N,gwirionez,рас
265,Gespräch::N,kaozeadenn,әңгіме
266,Märchen::N,kaoz korriganez,ертеп
267,Märchen::N,kaoz korriganez,ертек
268,Erzählung::N,kontadenn,әңгіме
269,Nachricht::N,keloù,хабар
270,Neuigkeit::N,kelaouenn,жаңалық
271,Name::N,anv,ат
272,Name::N,anv,атау
273,Rätsel::N,divinatez,жұмбақ
274,Rede::N,diskour,сөз
275,Sprache::N,yezh,тіл
276,Stimme::N,mouezh,үн
277,Stimme::N,mouezh,әуен
278,Stimme::N,mouezh,дауыс
279,Wort::N,ger,сөз
280,Zeichen::N,sin,ишара
281,Ruf::N,galv,айғай
282,Lärm::N,trouz,айғай-шу
283,Lärm::N,trouz,айғай-ұйғай
284,Ton::N,ton,әуен
285,Lied::N,kanaouenn,ән
286,Lied::N,kanaouenn,жыр
287,Lied::N,kanaouenn,ән-жыр
288,Ruhe::N,sioulded,тыныштық
289,Leute::N,tud,кісілер
290,Volk::N,pobl,халық
291,Arbeit::N,labour,еңбек
292,Gast::N,kouviad,қонақ
293,Gast::N,kouviad,мейман
294,Geschenk::N,prof,қадия
295,Spiel::N,c'hoari,ойын
296,Gesellschaft::N,kompagnunezh,қауым
297,Gesellschaft::N,kompagnunezh,жұртшылық
298,Gesellschaft::N,kavandad,қауым
299,Gesellschaft::N,kavandad,жұртшылық
300,Hilfe::N,sikour,жэрдем
301,Freund::N,mignon,дос
302,Kamerad::N,kamarad,дос-жар
303,Angelegenheit::N,afer,жұмыс
304,Anzahl::N,niver,сан
305,Anzahl::N,niver,саны
306,Art::N,sort,түр
307,Stück::N,tamm,тілім
308,Teil::N,pezh,үлес
309,Teil::N,pezh,бөлшек
310,Hälfte::N,hanterenn,жарты
311,Kreis::N,kelc'h,шеңбер
312,Kreuz::N,kroaz,крест
313,Linie::N,linenn,сызық
314,Strich::N,tenn,сызық
315,Abstand::N,distok,ара
316,Abstand::N,distok,аралық
317,Entfernung::N,keid,аралық
318,Entfernung::N,kehid,аралық
319,Gegend::N,korn-bro,өңір
320,Platz::N,plasenn,орны
321,Ort::N,lec'h,орын
322,Seite::N,tu,жақ
323,Seite::N,tu,бүйір
324,Mitte::N,kreiz,ортасы
325,Gegenstand::N,tra,зат
326,Gegenstand::N,tra,нәрсе
327,Sache::N,tra,бұйым
328,Rand::N,kantenn,шет
329,Rand::N,kantenn,шеті
330,Kante::N,kantenn,қыр
331,Kante::N,kantenn,қыры
332,Ecke::N,korn,қыры
333,Ecke::N,korn,бұрыш
334,Spitze::N,begell,ұшы
335,Ende::N,dibenn,аяқ
336,Ende::N,dibenn,соңы
337,Loch::N,toull,тесік
338,Muster::N,tresadenn,мәнер
339,Größe::N,ment,ауқым
340,Größe::N,ment,көлемдік
341,Länge::N,hirder,бой
342,Länge::N,hirder,ұзындық
343,Höhe::N,uhelder,жоғарылық
344,Höhe::N,uhelder,биіктік
345,Gewicht::N,pouez,салмақ
346,Menge::N,bern,мөлшер
347,Haufen::N,bern,үйме
348,Haufen::N,bern,үйінді
349,Reihe::N,steud,сап
350,Boot::N,bag,қайық
351,Ruder::N,roeñv,ескек
352,Schlitten::N,trainell,шана
353,Ski::N,ski,шаңғы
354,Last::N,karg,ауырлық
355,Last::N,karg,ауыр зат
356,Gang::N,kerzh,жүріс
357,Schritt::N,paz,адым
358,Norden::N,norzh,солтүстік
359,Norden::N,norzh,терістік
360,Norden::N,hanternoz,солтүстік
361,Norden::N,hanternoz,терістік
362,Süden::N,su,оңтүстік
363,Süden::N,kreisteiz,оңтүстік
364,Westen::N,kuzh-heol,батыс
365,Osten::N,reter,күншығыс
366,Osten::N,sav-heol,күншығыс
367,Holz::N,koad,ағаш
368,Holz::N,koad,сүрек
369,Brett::N,plankenn,тақта
370,Platte::N,plakenn,тақта
371,Stütze::N,harp,тіреу
372,Stange::N,sparl,қада
373,Stock::N,bazh,сойыл
374,Stab::N,bazh,сырық
375,Rohr::N,tub,құбыр
376,Rohr::N,korz,құбыр
377,Haus::N,ti,үй
378,Heim::N,kêr,үйлі
379,Heim::N,kêr,шаңырақ
380,Ofen::N,forn,ошақ
381,Ofen::N,forn,пеш
382,Fußboden::N,plañchod,еден
383,Tisch::N,taol,үстел
384,Stuhl::N,kador,орындық
385,Wiege::N,kavell,бесік
386,Bett::N,gwele,кереует
387,Regal::N,estajerenn,сөре
388,Kiste::N,kased,жәшік
389,Fenster::N,prenestr,терезе
390,Tür::N,dor,есік
391,Tor::N,portal,дарбаза
392,Zaun::N,sklotur,дуал
393,Dach::N,toenn,шатыр
394,Leiter::N,skeul,саты
395,Leiter::N,skeul,басқыш
396,Besen::N,skubell,сыпырғыш
397,Spaten::N,pal,күрек
398,Schaufel::N,pal,қалақ
399,Gabel::N,fourchetez,аша
400,Gabel::N,fourchetez,шанышқы
401,Löffel::N,loa,қасық
402,Messer::N,kontell,пышақ
403,Nagel::N,tach,мық
404,Nagel::N,tach,шеге
405,Netz::N,roued,керегекөз
406,Haken::N,krog,ілмек
407,Griff::N,kemer,сап
408,Griff::N,kemer,тұтқа
409,Schloss::N,potenn,құлып
410,Schloss::N,potenn,бекіткіш
411,Bild::N,skeudenn,сурет
412,Figur::N,skeud,тұлға
413,Figur::N,figur,тұлға
414,Puppe::N,merc'hodenn,қуыршақ
415,Beutel::N,sac'h,қапшық
416,Bündel::N,feskenn,байлам
417,Tasche::N,sac'h,дорба
418,Eimer::N,sailh,шелек
419,Deckel::N,pallenn,жапқыш
420,Geschirr::N,listriaj,ыдыс
421,Sack::N,sac'h,қап
422,Tasse::N,tas,шыныаяқ
423,Topf::N,pod,кәстрөл
424,Kessel::N,chaodouron,қазан
425,Essen::N,pred,ас
426,Nahrung::N,boued,ас
427,Nahrung::N,boued,тамақ
428,Speise::N,meuz,тағам
429,Fleisch::N,kig,ет
430,Getreide::N,ed,дәнді
431,Brei::N,yod,ботқа
432,Brot::N,bara,күлше
433,Scheibe::N,tailhenn,тілім
434,Fett::N,lard,май
435,Butter::N,amann,май
436,Öl::N,eoul,май
437,Salz::N,holen,тұз
438,Suppe::N,soubenn,көже
439,Honig::N,mel,бал
440,Milch::N,laezh,сүт
441,Tee::N,te,шай
442,Leder::N,lêr,көн
443,Wolle::N,gloan,жүн
444,Stoff::N,danvez,мата
445,Stoff::N,danvez,кездеме
446,Nadel::N,nadoz,ине
447,Faden::N,neudenn,жіп
448,Knopf::N,bouton,түйме
449,Knoten::N,skoulm,түйін
450,Farbe::N,liv,рең
451,Kleidung::N,dilhad,киім
452,Hemd::N,roc'hed,жейде
453,Kragen::N,gouzoug,жаға
454,Ärmel::N,milgin,жең
455,Hose::N,bragoù,шалбар
456,Gürtel::N,gouriz,белбеу
457,Mütze::N,boned,қалпақ
458,Schuh::N,botez,кебіс
459,Stiefel::N,botez,етік
460,Ring::N,gwalenn,жүзік
461,Band::N,bagad,таспа
462,Kamm::N,krib,тарақ
463,Spiegel::N,melezour,айна
464,Riemen::N,lerenn,қайыс
465,Schnur::N,kordenn,жіп
466,Leine::N,roll,тізгін
467,Decke::N,golo,көрпе
468,Kissen::N,goubenner,жастық
469,Tuch::N,mezher,орамал
470,Handtuch::N,toailhon,сүлгі
471,Kraft::N,nerzh,қуат
472,Kraft::N,nerzh,қарқын
473,Kraft::N,nerzh,әл-шама
474,Kraft::N,nerzh,әл-дәрмен
475,Stärke::N,nerzhder,әл
476,Stärke::N,nerzhder,күш
477,Gesundheit::N,yec'hed,денсаулык
478,Krankheit::N,klañved,ауру
479,Schmerz::N,poan,ауру
480,Schmerz::N,droug,ауру
481,Wunde::N,gloazadenn,зақым
482,Wunde::N,gloazadenn,жарақат
483,Fieber::N,terzhienn,безгек
484,Fieber::N,terzhienn,қалтырау
485,Fieber::N,terzhienn,қызу көтерілуі
486,Arznei::N,louzoù,дәрі
487,Arznei::N,louzoù,дәрі-дәрмек
488,Brücke::N,pont,көпір
489,Brunnen::N,puñs,құдық
490,Weide::N,prad,өріс
491,Weide::N,prad,жайылым
492,Pfad::N,gwenodenn,жол
493,Weg::N,hent,жол
494,Straße::N,ru,жол
495,Straße::N,hent,жол
496,Dorf::N,kêr,ауыл
497,Dorf::N,kêriadenn,ауыл
498,Stadt::N,kêr,қала
499,Stadt::N,kêr,шаһар
500,Brief::N,lizher,хат
501,Brief::N,lizher,жазу
502,Buch::N,levr,кітап
503,Buchstabe::N,lizherenn,әріп
504,Buchstabe::N,lizherenn,қаріп
505,Zeitung::N,kazetenn,газет
506,Leben::N,buhez,өмір
507,Leben::N,buhez,тіршілік
508,Tod::N,marv,опат
509,Grab::N,bez,мола
510,Grab::N,bez,мазар
511,Kirche::N,iliz,шіркеу
512,Sünde::N,pec'hed,күнә
513,Gott::N,doue,алла
514,Gott::N,doue,құдай
515,Gott::N,doue,тәңірі
516,Gott::N,doue,пәруардігер
517,Gott::N,doue,жаратқан тәңірі
518,Arbeiter::N,labourer,жүмысшы
519,Arbeiter::N,micherour,жүмысшы
520,Chef::N,penn,басшы
521,Chef::N,penn,жұмыс басқарушысы
522,Meister::N,mestr,шебер
523,Meister::N,mestr,өнерпаз
524,Arzt::N,mezeg,дәрігер
525,Arzt::N,medisin,дәрігер
526,Lehrer::N,skolaer,мұғалім
527,Lehrer::N,kelenner,мұғалім
528,Geld::N,arc'hant,пұл
529,Geschäft::N,stal,бизнес
530,Laden::N,stal,дүкен
531,Preis::N,priz,ақы
532,Preis::N,priz,құны
533,Preis::N,priz,нарық
534,Ware::N,marc'hadourezh,тауар
535,Nutzen::N,gounidegezh,пайда
536,Nutzen::N,lañs,пайда
537,Nutzen::N,profit,пайда
538,Nutzen::N,spleit,пайда
539,Reichtum::N,pinvidigezh,бақ-дәулет
540,Welt::N,douar,әлем
541,Welt::N,douar,жиһан
542,Land::N,bro,аймақ
543,Staat::N,stad,мемлекет
544,König::N,roue,патша
545,Macht::N,galloud,өкімет
546,Macht::N,galloud,қожалық
547,Grenze::N,harzoù,шек
548,Krieg::N,brezel,соғыс
549,Feind::N,eneber,жау
550,Feind::N,eneber,дұшпан
551,Gewalt::N,tâerder,зорлык
552,Gewalt::N,tâerder,зорлық-зомбылык
553,Kampf::N,kann,күрес
554,Kampf::N,kann,алыспақ
555,Bogen[Waffe]::N,gwareg,саржа
556,Pfeil::N,saezh,жебе
557,Gewehr::N,fuzuilh,қару
558,Fehler::N,fazi,әбес
559,Fehler::N,fazi,қаталық
560,Lüge::N,gaou,өтірік
561,Schaden::N,gwall,зиян
562,Schaden::N,gwall,зарар
563,Unglück::N,gwalleur,пәле
564,Unglück::N,gwalleur,қасырет
565,Unglück::N,gwalleur,ауыртпалық
566,Schuld::N,kablusted,айыптылық
567,Schuld::N,pec'hedigezh,айыптылық
568,Alter::N,oad,жас
569,Alter::N,oad,жас шамасы
570,Schluss::N,diwezh,ада
571,Schluss::N,diwezh,бітуі
572,Zeit::N,amzer,уақыт
573,Tag::N,deizh,күн
574,Morgen::N,beure,таң
575,Morgen::N,beure,таңертең
576,Morgen::N,mintin,таң
577,Morgen::N,mintin,таңертең
578,Mittag::N,kreisteiz,талтүс
579,Abend::N,abardaez,кеш
580,Nacht::N,noz,түн
581,Woche::N,sizhun,апта
582,Monat::N,miz,ай
583,Jahr::N,bloaz,жыл
584,Frühling::N,nevezamzer,көктем
585,Sommer::N,hañv,жаз
586,Herbst::N,diskaramzer,күз
587,Winter::N,goañv,қыс
588,Januar::N,Genver,каңтар
589,Februar::N,C'hwevrer,ақпан
590,März::N,Meurzh,наурыз
591,April::N,Ebrel,сәуір
592,Mai::N,Mae,мамыр
593,Juni::N,Mezheven,маусым
594,Juli::N,Gouhere,шілде
595,August::N,Eost,сүмбіле
596,August::N,Eost,тамыз
597,September::N,Gwengolo,қыркүйек
598,Oktober::N,Here,ақырап
599,November::N,Du,қараша
600,Dezember::N,Kerzu,желтоқсан
601,Montag::N,Lun,дүйсенбі
602,Dienstag::N,Meurzh,сейсенбі
603,Mittwoch::N,Merc'her,сәрсенбі
604,Donnerstag::N,Yaou,бейсенбі
605,Freitag::N,Gwener,жұма
606,Samstag::N,Sadorn,сенбі
607,Sonntag::N,Sul,жексембі
608,groß::A,bras,алпамсадай
609,klein::A,bihan,кішкене
610,klein::A,bihan,қарғадай
611,lang::A,hir,сопақ
612,lang::A,hir,сорайған
613,kurz::A,berr,кеспелтек
614,breit::A,ledan,айдынды
615,schmal::A,strizh,қысық
616,dicht::A,stank,жиі
617,dick[Gegenstand]::A,tev,шомбал
618,dünn::A,moan,жұқа
619,dünn::A,moan,жіңішке
620,fein::A,munut,қаңылтақ
621,fest::A,start,берік
622,fest::A,start,мызғымас
623,flach::A,plaen,жалпак
624,glatt::A,lintr,типыл
625,glatt::A,levn,типыл
626,hart::A,kalet,қатты
627,weich::A,blot,жұмсақ
628,rund::A,ront,домалақ
629,spitz::A,poentet,үшкір
630,scharf::A,dremm,сүйрік
631,stumpf::A,talsoc'h,доғал
632,stumpf::A,talsoc'h,өтпейтін
633,schwer::A,pounner,салмақты
634,schön::A,kaer,сұлу
635,heiß::A,tomm,ыссы
636,warm::A,tomm,жылы
637,kalt::A,yen,аязды
638,kühl::A,yen,салқын
639,frisch::A,fresk,таза
640,frisch::A,fresk,жаңа
641,feucht::A,gleb,нам
642,feucht::A,gleb,дымқылды
643,nass::A,gleb,сулы
644,trocken::A,sec'h,құрғақ
645,voll::A,leun,толы
646,leer::A,goullo,бос
647,offen::A,digor,ашып қойылған
648,geschlossen::A,serr,жабулы
649,sauber::A,naet,дақсыз
650,sauber::A,naet,мұнтаздай
651,schmutzig::A,lous,айғыз
652,schmutzig::A,lous,сатпақ
653,schmutzig::A,lous,сатал-сатал
654,roh::A,kriz,шикі
655,reif::A,darev,піскен
656,lecker::A,lipous,дәмді
657,lecker::A,saourus,дәмді
658,süß::A,dous,тәтті
659,bitter::A,c'hwerv,ащы
660,sauer::A,trenk,қышқыл
661,hell::A,sklaer,жарық
662,hell::A,sklaer,жарқын
663,dunkel::A,teñval,қараңғы
664,schwarz::A,du,қара
665,weiß::A,gwenn,ақ
666,rot::A,ruz,қызыл
667,gelb::A,melen,сары
668,blau::A,glas,көк
669,grün::A,gwer,жасыл
670,grau::A,louet,бозамық
671,bunt::A,liesliv,алабажак
672,billig::A,marc'had-mat,арзан
673,teuer::A,ker,бағалы
674,wertvoll::A,prizius,құнды
675,wertvoll::A,prizius,қымбат
676,blind::A,dall,көзсіз
677,blind::A,dall,көр
678,blind::A,dall,көр_соқыр
679,taub::A,bouzar,керең
680,taub::A,bouzar,саңырау
681,kräftig::A,start,қуатты
682,kräftig::A,start,қарымды
683,stark::A,kreñv,білекті
684,schwach::A,gwan,әлсіз
685,schwach::A,gwan,күшсіз
686,schwach::A,gwan,қайратсыз
687,fett::A,lard,семіз
688,schlank::A,sinkl,ашаң
689,hübsch::A,koant,ажарлы
690,hübsch::A,koant,шырайлы
691,böse::A,gwall,өш
692,böse::A,gwall,сұм
693,böse::A,gwall,жауыз
694,dumm::A,glep,көкми
695,dumm::A,glep,ақымақ
696,dumm::A,glep,миы жоқ
697,faul::A,lezirek,жалқау
698,faul::A,lezirek,еріншек
699,fleißig::A,studius,ұқыпты
700,geizig::A,tost,сараң
701,klug::A,speredek,жетік
702,klug::A,speredek,ақылды
703,geschickt::A,dornet,шебер
704,lieb::A,koant,абзал
705,lieb::A,koant,айналайын
706,lustig::A,laouen,көңілді
707,sanft::A,flour,жуас
708,hungrig::A,marnaon,аш
709,krank::A,klañv,кеселді
710,nackt::A,noazh,жалаңаш
711,traurig::A,trist,қапа
712,lebendig::A,bev,тірі
713,lebendig::A,bev,жанды
714,gut::A,mad,жақсы
715,schlecht::A,fall,жаман
716,schlecht::A,gwall,жаман
717,richtig::A,reizh,дұрыс
718,schlimm::A,gwall,жаман
719,wahr::A,gwir,нағыз
720,alt::A,kozh,ескі
721,neu::A,nevez,жаңа
722,ehemalig::A,kozh,өткен
723,ehemalig::A,kozh,бұрынғы
724,alt[Lebewesen]::A,kozh,кексе
725,jung::A,yaouank,науша
726,arm::A,paour,кедей
727,arm::A,paour,дәулетсіз
728,reich::A,pinvidik,малды
729,bekannt::A,anavezet,таныс
730,bekannt::A,anavezet,көзтаныс
731,berühmt::A,brudet,атақты
732,fremd::A,dizanav,бөтен
733,verschieden::A,disheñel,түрлі
734,nah::A,nes,жуық
735,nah::A,nes,етене
736,fern::A,diabell,алыс
737,fern::A,diabell,алыстағы
738,linker::A,kleiz,сол
739,linker::A,kleiz,солшыл
740,rechter::A,dehoù,оң
741,anderer::A,all,өзге
742,anderer::A,all,былайғы
743,erster::A,kentañ,алғашқы
744,zweiter::A,eil,екінші
745,dritter::A,trede,үшінші
746,letzter::A,diwezhañ,артқы
747,letzter::A,diwezhañ,кейінгі
748,allein::ADV,e-unan,серіксіз
749,auf einmal::ADV,ar un dro,бірден
750,zusammen::ADV,asambles,бірлесіп
751,lange::ADV,pell,ұзақ
752,plötzlich::ADV,en un taol,кенет
753,sofort::ADV,diouzhtu,әне-міне дегенше
754,später::ADV,diwezhatoc'h,артынан
755,jetzt::ADV,bremañ,енді
756,jetzt::ADV,bremañ,қазір
757,heute::ADV,hiziv,бүгін
758,morgen::ADV,arc'hoazh,ертең
759,bald::ADV,hepdale,тез
760,dann::ADV,a-c'houde,онан соң
761,dann::ADV,a-c'houde,сонан соң
762,gestern::ADV,dec'h,кеше
763,einst::ADV,gwechall,бірде
764,einst::ADV,gwechall,бір кезде
765,damals::ADV,neuze,анада
766,danach::ADV,goude,онан соң
767,danach::ADV,goude,сонан соң
768,vorher::ADV,diagent,бұрын
769,zuerst::ADV,da gentañ,әуелі
770,zuerst::ADV,da gentañ,алдымен
771,einmal::ADV,ur wech,бір жолы
772,manchmal::ADV,a-wechoù,кейде
773,oft::ADV,alies,ылғи
774,immer::ADV,atav,өнебойы
775,immer::ADV,bepred,өнебойы
776,niemals::ADV,gwech ebet,ешуақытта
777,hier::ADV,amañ,бұнда
778,hier::ADV,amañ,осында
779,hierhin::ADV,dre amañ,бермен
780,von hier::ADV,alemañ,бер жақтан
781,dort::ADV,aze,анда
782,dort::ADV,ahont,анда
783,dorthin::ADV,di,әрі
784,dorthin::ADV,aze,әрі
785,dorthin::ADV,ahont,әрі
786,geradeaus::ADV,war-eeun,тура
787,vorwärts::ADV,war-raok,ілгері
788,rückwärts::ADV,war-lerc'h,артқа
789,zurück::ADV,war-dreñv,кейін қарай
790,unten::ADV,en traoñ,төменде
791,hinab::ADV,a-izel,астына
