,Concept_ID,kk,ko
256,Gelächter::N,күлу,웃음
257,Glück::N,бақыт,즐거움
258,Glück::N,бақыттылық,즐거움
259,Kummer::N,аза,슬픔
260,Kummer::N,қайғы,슬픔
261,Kummer::N,қасырет,슬픔
262,Wunsch::N,мүдде,소망
263,Lust::N,тәбет,
264,Lust::N,ынтызар,
265,Lust::N,құштарлық,
266,Geist::N,рух,할기
267,Gedanke::N,ой,상념
268,Gedächtnis::N,ес,기억
269,Gedächtnis::N,жады,기억
270,Gedächtnis::N,ақыл-ес,기억
271,Verstand::N,ақыл,분별
272,Verstand::N,ақыл,지능
273,Verstand::N,парасат,분별
274,Verstand::N,парасат,지능
275,Sinn::N,мән,센스
276,Sinn::N,маныз,센스
277,Sinn::N,мағына,센스
278,Sinn::N,мән-мағына,센스
279,Grund::N,себеп,까닭
280,Wahrheit::N,рас,참
281,Wahrheit::N,рас,진실
282,Gespräch::N,әңгіме,대화
283,Märchen::N,ертеп,동화
284,Märchen::N,ертек,동화
285,Erzählung::N,әңгіме,이야기
286,Nachricht::N,хабар,
287,Neuigkeit::N,жаңалық,뉴스
288,Name::N,ат,이름
289,Name::N,атау,이름
290,Rätsel::N,жұмбақ,수수께끼
291,Rede::N,сөз,연설
292,Sprache::N,тіл,말
293,Stimme::N,үн,목소리
294,Stimme::N,әуен,목소리
295,Stimme::N,дауыс,목소리
296,Wort::N,сөз,낱말
297,Zeichen::N,ишара,신호
298,Ruf::N,айғай,부름
299,Lärm::N,айғай-шу,소동
300,Lärm::N,айғай-ұйғай,소동
301,Laut::N,дыбыс,음성
302,Laut::N,дауыс,음성
303,Ton::N,әуен,목소리
304,Lied::N,ән,노래
305,Lied::N,жыр,노래
306,Lied::N,ән-жыр,노래
307,Ruhe::N,тыныштық,쉼
308,Leute::N,кісілер,사람들
309,Volk::N,халық,국중
310,Arbeit::N,еңбек,근로
311,Arbeit::N,еңбек,너무
312,Gast::N,қонақ,손님
313,Gast::N,мейман,손님
314,Geschenk::N,қадия,행하
315,Spiel::N,ойын,무리
316,Gesellschaft::N,қауым,교제
317,Gesellschaft::N,жұртшылық,교제
318,Hilfe::N,жэрдем,거들음
319,Hilfe::N,жэрдем,보좌
320,Freund::N,дос,친구
321,Kamerad::N,дос-жар,동실자
322,Angelegenheit::N,жұмыс,용무
323,Anzahl::N,сан,어떤
324,Anzahl::N,сан,수
325,Anzahl::N,саны,어떤
326,Anzahl::N,саны,수
327,Art::N,түр,정류
328,Stück::N,тілім,일부분
329,Teil::N,үлес,몱
330,Teil::N,үлес,구훠
331,Teil::N,бөлшек,몱
332,Teil::N,бөлшек,구훠
333,Hälfte::N,жарты,2분의
334,Kreis::N,шеңбер,고리
335,Kreuz::N,крест,열십자
336,Linie::N,сызық,선
337,Strich::N,сызық,스침
338,Abstand::N,ара,거리
339,Abstand::N,аралық,거리
340,Entfernung::N,аралық,거리
341,Gegend::N,өңір,곳
342,Gegend::N,өңір,부금
343,Platz::N,орны,장소
344,Ort::N,орын,장소
345,Seite::N,жақ,옆면
346,Seite::N,бүйір,옆면
347,Mitte::N,ортасы,궁간
348,Gegenstand::N,зат,항목
349,Gegenstand::N,нәрсе,항목
350,Sache::N,бұйым,뭉에
351,Rand::N,шет,가
352,Rand::N,шеті,가
353,Kante::N,қыр,귀퉁
354,Kante::N,қыры,귀퉁
355,Ecke::N,қыры,구석
356,Ecke::N,бұрыш,구석
357,Spitze::N,ұшы,끝
358,Spitze::N,ұшы,참단
359,Ende::N,аяқ,말당
360,Ende::N,соңы,말당
361,Loch::N,тесік,빙옷
362,Winkel::N,мүйіс,각도
363,Muster::N,мәнер,본
364,Muster::N,мәнер,견복
365,Größe::N,ауқым,신장
366,Größe::N,көлемдік,신장
367,Länge::N,бой,길이긺
368,Länge::N,ұзындық,길이긺
369,Höhe::N,жоғарылық,높이
370,Höhe::N,биіктік,높이
371,Gewicht::N,салмақ,추
372,Menge::N,мөлшер,수양
373,Haufen::N,үйме,퇴적
374,Haufen::N,үйінді,퇴적
375,Reihe::N,сап,열
376,Boot::N,қайық,보트
377,Ruder::N,ескек,노
378,Schlitten::N,шана,썰매
379,Ski::N,шаңғы,스키
380,Lagerfeuer::N,алау,캠프의 모닥불
381,Last::N,ауырлық,무거운짐
382,Last::N,ауыр зат,무거운짐
383,Gang::N,жүріс,걸음
384,Schritt::N,адым,보조
385,Norden::N,солтүстік,북쪽 
386,Norden::N,терістік,북쪽 
387,Süden::N,оңтүстік,남쪽
388,Westen::N,батыс,서쪽
389,Osten::N,күншығыс,동쪽
390,Holz::N,ағаш,목재
391,Holz::N,сүрек,목재
392,Brett::N,тақта,마루널
393,Platte::N,тақта,탤
394,Platte::N,тақта,금속판
395,Stütze::N,тіреу,버팀목
396,Stange::N,қада,장대
397,Stock::N,сойыл,막대기
398,Stab::N,сырық,작대기
399,Rohr::N,құбыр,갈대
400,Haus::N,үй,집
401,Heim::N,үйлі,집
402,Heim::N,шаңырақ,집
403,Ofen::N,ошақ,아궁이
404,Ofen::N,пеш,아궁이
405,Fußboden::N,еден,마루
406,Tisch::N,үстел,탁자
407,Stuhl::N,орындық,의자
408,Wiege::N,бесік,발상지
409,Bett::N,кереует,침대
410,Regal::N,сөре,서가
411,Kiste::N,жәшік,짐궤
412,Fenster::N,терезе,눔
413,Tür::N,есік,문
414,Tor::N,дарбаза,대문
415,Zaun::N,дуал,담장
416,Dach::N,шатыр,지붕
417,Leiter::N,саты,사닥다리
418,Leiter::N,басқыш,사닥다리
419,Besen::N,сыпырғыш,비
420,Spaten::N,күрек,가래
421,Schaufel::N,қалақ,삽
422,Gabel::N,аша,갈래
423,Gabel::N,шанышқы,갈래
424,Löffel::N,қасық,숟가락
425,Messer::N,пышақ,나이프
426,Nagel::N,мық,발툽
427,Nagel::N,шеге,발툽
428,Netz::N,керегекөз,그물
429,Haken::N,ілмек,갈고리
430,Griff::N,сап,움켜쥠
431,Griff::N,тұтқа,움켜쥠
432,Schloss::N,құлып,자물쇠
433,Schloss::N,бекіткіш,자물쇠
434,Bild::N,сурет,그림
435,Figur::N,тұлға,몸메
436,Puppe::N,қуыршақ,인형
437,Beutel::N,қапшық,클
438,Bündel::N,байлам,자근다발
439,Tasche::N,дорба,가방
440,Eimer::N,шелек,동이
441,Deckel::N,жапқыш,뚜껑
442,Geschirr::N,ыдыс,식시
443,Sack::N,қап,조갑
444,Tasse::N,шыныаяқ,차잔
445,Topf::N,кәстрөл,단지
446,Kessel::N,қазан,주전자
447,Essen::N,ас,먹기
448,Nahrung::N,ас,식료
449,Nahrung::N,тамақ,식료
450,Speise::N,тағам,음식물
451,Fleisch::N,ет,고기
452,Getreide::N,дәнді,곡물
453,Brei::N,ботқа,젤리
454,Brot::N,күлше,빵
455,Scheibe::N,тілім,원반
456,Fett::N,май,기름
457,Butter::N,май,버터
458,Öl::N,май,올리브유
459,Salz::N,тұз,소금
460,Suppe::N,көже,국
461,Suppe::N,көже,수프
462,Honig::N,бал,감미
463,Milch::N,сүт,유즙
464,Tee::N,шай,차
465,Leder::N,көн,가죽
466,Wolle::N,жүн,양털
467,Stoff::N,мата,패료
468,Stoff::N,кездеме,패료
469,Nadel::N,ине,바늘
470,Faden::N,жіп,콘실
471,Knopf::N,түйме,단추
472,Knoten::N,түйін,곁절
473,Farbe::N,рең,색
474,Kleidung::N,киім,옷입기
475,Hemd::N,жейде,속옷
476,Kragen::N,жаға,깃
477,Ärmel::N,жең,소매
478,Hose::N,шалбар,바지
479,Gürtel::N,белбеу,밴드
480,Mütze::N,қалпақ,모자
481,Schuh::N,кебіс,구두
482,Stiefel::N,етік,장화
483,Ring::N,жүзік,고리
484,Band::N,таспа,리본
485,Kamm::N,тарақ,빗
486,Spiegel::N,айна,거울
487,Riemen::N,қайыс,가죽끈
488,Schnur::N,жіп,밧줄
489,Leine::N,тізгін,고삐줄
490,Decke::N,көрпе,이부자리
491,Kissen::N,жастық,깔개
492,Tuch::N,орамал,천
493,Handtuch::N,сүлгі,수건
494,Kraft::N,қуат,세력
495,Kraft::N,қарқын,세력
496,Kraft::N,әл-шама,세력
497,Kraft::N,әл-дәрмен,세력
498,Stärke::N,әл,힘
499,Stärke::N,күш,힘
500,Gesundheit::N,денсаулык,위생
501,Krankheit::N,ауру,병
502,Schmerz::N,ауру,아픔고통
503,Wunde::N,зақым,상처
504,Wunde::N,жарақат,상처
505,Fieber::N,безгек,열별
506,Fieber::N,қалтырау,열별
507,Fieber::N,қызу көтерілуі,열별
508,Arznei::N,дәрі,약
509,Arznei::N,дәрі-дәрмек,약
510,Brücke::N,көпір,교량
511,Brunnen::N,құдық,원천
512,Weide::N,өріс,목장
513,Weide::N,жайылым,목장
514,Pfad::N,жол,좁은길
515,Weg::N,жол,길
516,Straße::N,жол,길
517,Dorf::N,ауыл,촌
518,Dorf::N,ауыл,촌락
519,Stadt::N,қала,도시
520,Stadt::N,шаһар,도시
521,Brief::N,хат,서한
522,Brief::N,жазу,서한
523,Buch::N,кітап,책
524,Buchstabe::N,әріп,문자
525,Buchstabe::N,қаріп,문자
526,Zeitung::N,газет,신문
527,Leben::N,өмір,삶
528,Leben::N,тіршілік,삶
529,Tod::N,опат,죽음
530,Grab::N,мола,무덤
531,Grab::N,мазар,무덤
532,Kirche::N,шіркеу,교회
533,Sünde::N,күнә,부정
534,Gott::N,алла,하느님
535,Gott::N,құдай,하느님
536,Gott::N,тәңірі,하느님
537,Gott::N,пәруардігер,하느님
538,Gott::N,жаратқан тәңірі,하느님
539,Arbeiter::N,жүмысшы,일하는사람
540,Chef::N,басшы,사장
541,Chef::N,жұмыс басқарушысы,사장
542,Meister::N,шебер,명인
543,Meister::N,шебер,대가
544,Meister::N,өнерпаз,명인
545,Meister::N,өнерпаз,대가
546,Arzt::N,дәрігер,의사
547,Lehrer::N,мұғалім,교사
548,Geld::N,пұл,돈
549,Geschäft::N,бизнес,일
550,Laden::N,дүкен,가게
551,Preis::N,ақы,가격
552,Preis::N,құны,가격
553,Preis::N,нарық,가격
554,Ware::N,тауар,상품
555,Nutzen::N,пайда,이익
556,Reichtum::N,бақ-дәулет,많음
557,Welt::N,әлем,세상
558,Welt::N,жиһан,세상
559,Land::N,аймақ,지방
560,Staat::N,мемлекет,국가
561,König::N,патша,국왕
562,Macht::N,өкімет,힘
563,Macht::N,қожалық,힘
564,Grenze::N,шек,국경
565,Krieg::N,соғыс,전쟁
566,Feind::N,жау,적
567,Feind::N,дұшпан,적
568,Gewalt::N,зорлык,권력
569,Gewalt::N,зорлық-зомбылык,권력
570,Kampf::N,күрес,전투
571,Kampf::N,алыспақ,전투
572,Bogen[Waffe]::N,саржа,활
573,Pfeil::N,жебе,화살
574,Gewehr::N,қару,무기
575,Fehler::N,әбес,오류
576,Fehler::N,қаталық,오류
577,Lüge::N,өтірік,거짓말
578,Schaden::N,зиян,손상
579,Schaden::N,зарар,손상
580,Unglück::N,пәле,불행
581,Unglück::N,қасырет,불행
582,Unglück::N,ауыртпалық,불행
583,Schuld::N,айыптылық,부채
584,Alter::N,жас,연령
585,Alter::N,жас шамасы,연령
586,Schluss::N,ада,마감
587,Schluss::N,бітуі,마감
588,Zeit::N,уақыт,때
589,Zeit::N,уақыт,시간
590,Tag::N,күн,하루
591,Morgen::N,таң,이침
592,Morgen::N,таңертең,이침
593,Mittag::N,талтүс,대낮
594,Abend::N,кеш,저녁
595,Nacht::N,түн,밤
596,Woche::N,апта,근무일
597,Monat::N,ай,달
598,Jahr::N,жыл,해
599,Frühling::N,көктем,봄
600,Sommer::N,жаз,여름
601,Herbst::N,күз,가을
602,Winter::N,қыс,겨울
603,Januar::N,каңтар,일월
604,Februar::N,ақпан,이월
605,März::N,наурыз,삼월
606,April::N,сәуір,사월
607,Mai::N,мамыр,오월
608,Juni::N,маусым,유월
609,Juli::N,шілде,칠월
610,August::N,сүмбіле,팔월
611,August::N,тамыз,팔월
612,September::N,қыркүйек,구월
613,Oktober::N,ақырап,시월
614,November::N,қараша,십일월
615,Dezember::N,желтоқсан,십이월
616,Montag::N,дүйсенбі,월요일
617,Dienstag::N,сейсенбі,화요일
618,Mittwoch::N,сәрсенбі,수요일
619,Donnerstag::N,бейсенбі,모교일
620,Freitag::N,жұма,그묘일
621,Samstag::N,сенбі,토요일
622,Sonntag::N,жексембі,일요일
623,groß::A,алпамсадай,큰
624,klein::A,кішкене,자근
625,klein::A,қарғадай,자근
626,lang::A,сопақ,긴
627,lang::A,сорайған,긴
628,kurz::A,кеспелтек,짧은
629,breit::A,айдынды,넓은
630,schmal::A,қысық,좁은
631,dicht::A,жиі,농밀한
632,dick[Gegenstand]::A,шомбал,두꺼운
633,dünn::A,жұқа,얇은
634,dünn::A,жіңішке,얇은
635,fein::A,қаңылтақ,미세한
636,fest::A,берік,굳은
637,fest::A,мызғымас,굳은
638,flach::A,жалпак,얕은
639,glatt::A,типыл,반들반들한
640,hart::A,қатты,굳은
641,weich::A,жұмсақ,연한
642,rund::A,домалақ,둥근
643,spitz::A,үшкір,뾰족한
644,scharf::A,сүйрік,날카로운
645,stumpf::A,доғал,무딘
646,stumpf::A,өтпейтін,무딘
647,schwer::A,салмақты,무거운
648,schön::A,сұлу,멋진
649,heiß::A,ыссы,뜨거운
650,warm::A,жылы,따뜻한
651,kalt::A,аязды,찬
652,kühl::A,салқын,서늘한
653,frisch::A,таза,신선한
654,frisch::A,жаңа,신선한
655,feucht::A,нам,축축한
656,feucht::A,дымқылды,축축한
657,nass::A,сулы,젖은
658,trocken::A,құрғақ,마른
659,voll::A,толы,완전한
660,leer::A,бос,빈
661,offen::A,ашып қойылған,열린
662,geschlossen::A,жабулы,닫힌
663,sauber::A,дақсыз,깨끗한
664,sauber::A,мұнтаздай,깨끗한
665,schmutzig::A,айғыз,더러운
666,schmutzig::A,сатпақ,더러운
667,schmutzig::A,сатал-сатал,더러운
668,roh::A,шикі,날게잇의
669,reif::A,піскен,이근
670,lecker::A,дәмді,맛있는
671,süß::A,тәтті,단
672,bitter::A,ащы,찌르는듯한
673,sauer::A,қышқыл,산성의
674,hell::A,жарық,밝은
675,hell::A,жарқын,밝은
676,dunkel::A,қараңғы,어두운
677,schwarz::A,қара,검은
678,weiß::A,ақ,하얀
679,rot::A,қызыл,붉은
680,gelb::A,сары,황색
681,blau::A,көк,푸른
682,grün::A,жасыл,녹색의
683,grau::A,бозамық,회색의
684,bunt::A,алабажак,알록달록한
685,billig::A,арзан,싼
686,teuer::A,бағалы,값비산
687,wertvoll::A,құнды,가치가많은
688,wertvoll::A,қымбат,가치가많은
689,blind::A,көзсіз,눈먼
690,blind::A,көр,눈먼
691,blind::A,көр_соқыр,눈먼
692,taub::A,керең,무감간한
693,taub::A,саңырау,무감간한
694,kräftig::A,қуатты,강장한
695,kräftig::A,қарымды,강장한
696,stark::A,білекті,강한
697,schwach::A,әлсіз,약한
698,schwach::A,күшсіз,약한
699,schwach::A,қайратсыз,약한
700,fett::A,семіз,실찐
701,schlank::A,ашаң,호리호리한
702,hübsch::A,ажарлы,예쁜
703,hübsch::A,шырайлы,예쁜
704,böse::A,өш,나쁜
705,böse::A,сұм,나쁜
706,böse::A,жауыз,나쁜
707,dumm::A,көкми,어리석은
708,dumm::A,ақымақ,어리석은
709,dumm::A,миы жоқ,어리석은
710,faul::A,жалқау,너덜너덜한
711,faul::A,еріншек,너덜너덜한
712,fleißig::A,ұқыпты,근면한
713,geizig::A,сараң,인색한
714,klug::A,жетік,
715,klug::A,ақылды,
716,geschickt::A,шебер,교묘한
717,lieb::A,абзал,친애하는
718,lieb::A,айналайын,친애하는
719,lustig::A,көңілді,유쾌한
720,sanft::A,жуас,온화한
721,hungrig::A,аш,배고픈
722,krank::A,кеселді,병든
723,nackt::A,жалаңаш,벌거벗은
724,traurig::A,қапа,슬픈
725,lebendig::A,тірі,살아있는
726,lebendig::A,жанды,살아있는
727,gut::A,жақсы,좋은
728,schlecht::A,жаман,나쁜
729,richtig::A,дұрыс,바른
730,schlimm::A,жаман,못된
731,wahr::A,нағыз,참된
732,alt::A,ескі,늙은
733,neu::A,жаңа,새
734,ehemalig::A,өткен,전의
735,ehemalig::A,бұрынғы,전의
736,alt[Lebewesen]::A,кексе,낡은
737,jung::A,науша,젊은
738,arm::A,кедей,가난한
739,arm::A,дәулетсіз,가난한
740,reich::A,малды,풍부한
741,bekannt::A,таныс,저명한
742,bekannt::A,көзтаныс,저명한
743,berühmt::A,атақты,유명한
744,fremd::A,бөтен,타처이
745,verschieden::A,түрлі,따른
746,nah::A,жуық,가까운
747,nah::A,етене,가까운
748,fern::A,алыс,먼
749,fern::A,алыстағы,먼
750,linker::A,сол,왼쭉의
751,linker::A,солшыл,왼쭉의
752,rechter::A,оң,오른쪽의
753,anderer::A,өзге,다른
754,anderer::A,былайғы,다른
755,erster::A,алғашқы,첫째
756,zweiter::A,екінші,둘째
757,dritter::A,үшінші,셋째
758,letzter::A,артқы,의후자의
759,letzter::A,кейінгі,의후자의
760,allein::ADV,серіксіз,훌로
761,auf einmal::ADV,бірден,갑자기
762,zusammen::ADV,бірлесіп,모아서
763,lange::ADV,ұзақ,오래
764,plötzlich::ADV,кенет,둘연한
765,sofort::ADV,әне-міне дегенше,즉시
766,später::ADV,артынан,보다늦은
767,jetzt::ADV,енді,목하
768,jetzt::ADV,қазір,목하
769,heute::ADV,бүгін,오늘
770,morgen::ADV,ертең,내일
771,bald::ADV,тез,곱
772,dann::ADV,онан соң,그경우에
773,dann::ADV,сонан соң,그경우에
774,gestern::ADV,кеше,어제
775,einst::ADV,бірде,옛날에
776,einst::ADV,бір кезде,옛날에
777,damals::ADV,анада,그때에
778,danach::ADV,онан соң,그 뒤에
779,danach::ADV,сонан соң,그 뒤에
780,vorher::ADV,бұрын,미리
781,zuerst::ADV,әуелі,최초로
782,zuerst::ADV,алдымен,최초로
783,einmal::ADV,бір жолы,한번
784,manchmal::ADV,кейде,땓대로
785,oft::ADV,ылғи,땓대로
786,immer::ADV,өнебойы,늘
787,niemals::ADV,ешуақытта,결코...(하지)않다
788,hier::ADV,бұнда,여기
789,hier::ADV,осында,여기
790,hierhin::ADV,бермен,여기로
791,von hier::ADV,бер жақтан,
792,dort::ADV,анда,거기
793,dorthin::ADV,әрі,저기예
794,geradeaus::ADV,тура,곧장
795,vorwärts::ADV,ілгері,앞으로
796,rückwärts::ADV,артқа,뒤로
797,zurück::ADV,кейін қарай,제자리로
798,unten::ADV,төменде,아래에
799,hinab::ADV,астына,아래쪽으로
800,hinab::ADV,төмен,아래쪽으로
801,oben::ADV,жоғарыда,위에
802,hinauf::ADV,өрге,위쪽으로
803,überall::ADV,әрқайда,도처에
804,nicht::ADV,емес,안
805,ein wenig::ADV,азырақ,적음
806,ein wenig::ADV,аздаған,적음
807,ein wenig::ADV,азғантай,적음
808,kaum::ADV,зорға,가의
809,sehr::ADV,орасан,자주
810,so::ADV,бұлай,그와같이
811,so::ADV,былайша,그와같이
812,noch::ADV,әлі,아직
813,nur::ADV,ғана,다만
814,schon::ADV,түге,이미
815,wieder::ADV,жаңа,다시
816,wieder::ADV,қайта,다시
817,wieder::ADV,жаңадан,다시
