,Concept_ID,hi,da
116,Wasser::N,पानी,vand
117,Stein::N,पत्थर,sten
118,Boden::N,मिट्टी,jord
119,Erde::N,भूमि,jord
120,Erde::N,ज़मीन,jord
121,Staub::N,धूल,støv
122,Rauch::N,धूआँ,røg
123,Rauch::N,धुम्र,røg
124,Funke::N,चिनगारी,gnist
125,Funke::N,स्फुलिंग,gnist
126,Feuer::N,आग,ild
127,Feuer::N,आतिश,ild
128,Feuer::N,अग्नि,ild
129,Licht::N,रोशनी,lys
130,Licht::N,प्रकाश,lys
131,Schatten::N,छाया,skygge
132,Schatten::N,परछाई,skygge
133,Wetter::N,ऋतु,vejr
134,Wetter::N,मौसम,vejr
135,Nebel::N,धुँध,tåge
136,Nebel::N,कुहरा,tåge
137,Wolke::N,मेघ,sky
138,Wolke::N,अभ्र,sky
139,Regen::N,मेंह,regn
140,Regen::N,बारिश,regn
141,Schnee::N,हिम,sne
142,Schnee::N,बर्फ़,sne
143,Eis::N,हिम,is
144,Eis::N,बर्फ़,is
145,Frost::N,ठंड,frost
146,Kälte::N,सर्दी,kulde
147,Kälte::N,शीतलता,kulde
148,Hitze::N,ताप,hede
149,Hitze::N,गरमी,hede
150,Raureif::N,पाला,rimfrost
151,Regenbogen::N,इंद्र-धनुष,regnbue
152,Donner::N,गरज,torden
153,Donner::N,मेघ-गर्जन,torden
154,Strömung::N,बहाव,strømning
155,Strömung::N,प्रवाह,strømning
156,Tropfen::N,बूँद,dråbe
157,Schaum::N,झाग,skum
158,Schmutz::N,गंद,snavs
159,Schmutz::N,कीचड़,snavs
160,See::N,झील,sø
161,See::N,सरोवर,sø
162,Sumpf::N,दलदल,sump
163,Sumpf::N,धँसान,sump
164,Moor::N,झाबर,mose
165,Moor::N,धँसान,mose
166,Wiese::N,घास-स्थल,eng
167,Wald::N,जंगल,skov
168,Hügel::N,टीला,høj
169,Hügel::N,टीला,bakke
170,Hügel::N,पहाड़,høj
171,Hügel::N,पहाड़,bakke
172,Anhöhe::N,टीला,høj
173,Anhöhe::N,टीला,bakke
174,Anhöhe::N,पहाड़ी,høj
175,Anhöhe::N,पहाड़ी,bakke
176,Berg::N,पहाड़,bjerg
177,Gipfel::N,शिखर,top
178,Höhle::N,गुहा,hule
179,Höhle::N,गुफ़ा,hule
180,Abhang::N,ढाल,skrænt
181,Abhang::N,ढाल,skråning
182,Abhang::N,ढलान,skrænt
183,Abhang::N,ढलान,skråning
184,Quelle::N,चश्मा,kilde
185,Bach::N,सोता,bæk
186,Bach::N,नदिका,bæk
187,Fluss::N,नदी,flod
188,Fluss::N,सरिता,flod
189,Ufer::N,तट,bred
190,Ufer::N,किनारा,bred
191,Küste::N,समुद्र-तट,kyst
192,Festland::N,महाद्वीप,fastland
193,Meer::N,सागर,hav
194,Meer::N,समुद्र,hav
195,Bucht::N,खाड़ी,bugt
196,Insel::N,टापू,ø
197,Insel::N,द्वीप,ø
198,Blume::N,फूल,blomst
199,Blume::N,पुष्प,blomst
200,Gras::N,घास,græs
201,Wurzel::N,मूल,rod
202,Baum::N,पेड़,træ
203,Baum::N,वृक्ष,træ
204,Stamm::N,धड़,stamme
205,Rinde::N,छाल,bark
206,Rinde::N,वल्कल,bark
207,Ast::N,डाल,gren
208,Ast::N,शाखा,gren
209,Zweig::N,टहनी,kvist
210,Blatt::N,पत्र,blad
211,Blatt::N,पत्ता,blad
212,Birke::N,भूर्ज,birk
213,Kiefer[Baum]::N,पाइन-वृक्ष,fyrretræ
214,Weide[Baum]::N,बेंत,piletræ
215,Tanne::N,फ़र,gran
216,Horn::N,सींग,horn
217,Horn::N,विषाण,horn
218,Feder::N,पर,fjer
219,Feder::N,पंख,fjer
220,Fell::N,खाल,skind
221,Fell::N,पशु-चर्म,skind
222,Flügel::N,पंख,vinge
223,Flügel::N,डैना,vinge
224,Klaue::N,पंजा,klov
225,Kralle::N,पंजा,klo
226,Kralle::N,नाख़ून,klo
227,Schwanz::N,पूँछ,hale
228,Ei::N,अंडा,æg
229,Nest::N,नीड़,rede
230,Nest::N,घोंसला,rede
231,Bau::N,बिल,bo
232,Bau::N,माँद,bo
233,Tier::N,पशु,dyr
234,Tier::N,जानवर,dyr
235,Herde::N,गल्ला,flok
236,Kuh::N,गौ,ko
237,Kuh::N,गाय,ko
238,Bulle::N,साँड़,tyr
239,Pferd::N,अश्व,hest
240,Pferd::N,घोड़ा,hest
241,Schaf::N,भेड़,får
242,Schwein::N,शूकर,gris
243,Hund::N,श्वान,hund
244,Hund::N,कुत्ता,hund
245,Katze::N,बिल्ली,kat
246,Bär::N,रीछ,bjørn
247,Bär::N,भालू,bjørn
248,Eichhörnchen::N,गिलहरी,egern
249,Elch::N,एल्क,elg
250,Fuchs::N,लोमड़ी,ræv
251,Hase::N,खरहा,hare
252,Hase::N,ख़रगोश,hare
253,Maus::N,मूष,mus
254,Maus::N,चूहा,mus
255,Wolf::N,वृक,ulv
256,Wolf::N,भेड़िया,ulv
257,Vogel::N,पक्षी,fugl
258,Vogel::N,चिड़िया,fugl
259,Schwarm::N,झुंड,sværm
260,Huhn::N,मुर्ग़ी,høne
261,Hahn::N,मुर्ग़ा,hane
262,Gans::N,हंस,gås
263,Gans::N,हंसिनी,gås
264,Adler::N,उक़ाब,ørn
265,Ente::N,बतख़,and
266,Ente::N,बत्तक,and
267,Eule::N,उल्लू,ugle
268,Kranich::N,सारस,trane
269,Kranich::N,क्रौंंच,trane
270,Krähe::N,काक,krage
271,Kuckuck::N,कोयल,gøg
272,Kuckuck::N,कोकिल,gøg
273,Schwan::N,हंस,svane
274,Schwan::N,मराल,svane
275,Fisch::N,मछली,fisk
276,Fisch::N,मत्स्य,fisk
277,Barsch::N,पर्च,aborre
278,Hecht::N,पाइक,gedde
279,Schlange[Tier]::N,सर्प,slange
280,Wurm::N,कृमि,orm
281,Wurm::N,कीड़ा,orm
282,Spinne::N,लूता,edderkop
283,Spinne::N,मकड़ी,edderkop
284,Ameise::N,चींटी,myre
285,Laus::N,जूँ,lus
286,Mücke::N,डाँस,myg
287,Fliege::N,मक्खी,flue
288,Fliege::N,मक्षिका,flue
289,Schmetterling::N,तितली,sommerfugl
290,Beere::N,बेरी,bær
291,Apfel::N,सेब,æble
292,Pilz::N,खुंबी,svamp
293,Zwiebel::N,प्याज़,løg
294,Saat::N,बीज,sæd
295,Korn::N,दाना,korn
296,Heu::N,मूखी घास,hø
297,Schale::N,बकला,skræl
298,Schale::N,छिलका,skræl
299,Grube::N,गड्ढा,grav
300,Falle::N,जाल,fælde
301,Falle::N,फँदा,fælde
302,Schlinge::N,फँदा,snare
303,Spur::N,सुराग़,spor
304,Spur::N,पद-चिह्न,spor
305,Asche::N,राख,aske
306,Dreck::N,मैल,snavs
307,Dreck::N,गंदगी,snavs
308,Eisen::N,लोहा,jern
309,Gold::N,सोना,guld
310,Gold::N,स्वर्ण,guld
311,Silber::N,रजत,sølv
312,Silber::N,चाँदी,sølv
313,Kohle::N,कोयला,kul
314,Glas::N,काँच,glas
315,Lehm::N,चिकनी मिट्टी,ler
316,Sand::N,रेत,sand
317,Sand::N,बालू,sand
318,Mensch::N,मानव,mennesge
319,Mensch::N,इनसान,mennesge
320,Mensch::N,मनुष्य,mennesge
321,Mann::N,आदमी,mand
322,Mann::N,पुरुष,mand
323,Frau::N,औरत,kvinde
324,Frau::N,महिला,kvinde
325,Frau::N,स्त्री,kvinde
326,Kind::N,बाल,barn
327,Kind::N,बच्चा,barn
328,Junge::N,लड़का,dreng
329,Mädchen::N,लड़की,pige
330,Mädchen::N,कुमारी,pige
331,Familie::N,परिवार,familie
332,Großvater::N,दादा,bedstefar
333,Großmutter::N,नानी,bedstemor
334,Eltern::N,माँ-बाप,forældre
335,Eltern::N,माता-पिता,forældre
336,Vater::N,बाप,far
337,Vater::N,पिता,far
338,Mutter::N,माँ,mor
339,Mutter::N,माता,mor
340,Sohn::N,बेटा,søn
341,Sohn::N,पुत्र,søn
342,Tochter::N,बेटी,datter
343,Tochter::N,पुत्री,datter
344,Bruder::N,भाई,bror
345,Bruder::N,भ्राता,bror
346,Schwester::N,बहन,søster
347,Schwester::N,भगिनी,søster
348,Onkel::N,ताऊ,onkel
349,Onkel::N,काका,onkel
350,Tante::N,बूआ,tante
351,Tante::N,फूफी,tante
352,Tante::N,ख़ाला,tante
353,Ehemann::N,पति,ægtemand
354,Ehemann::N,शौहर,ægtemand
355,Ehefrau::N,बीवी,hustru
356,Freude::N,आनंद,glæde
357,Freude::N,प्रसन्नता,glæde
358,Gelächter::N,हँसी,latter
359,Gelächter::N,क़हक़हा,latter
360,Glück::N,आनंद,lykke
361,Glück::N,ख़ुशी,lykke
362,Kummer::N,शोक,sorg
363,Kummer::N,दुःख,sorg
364,Wunsch::N,इच्छा,ønske
365,Wunsch::N,अभिलाषा,ønske
366,Lust::N,चाह,lyst
367,Lust::N,कामना,lyst
368,Geist::N,जान,ånd
369,Geist::N,प्राण,ånd
370,Gedanke::N,विचार,tanke
371,Gedächtnis::N,याददाश्त,hukommelse
372,Gedächtnis::N,स्मरण-शक्ति,hukommelse
373,Verstand::N,समझ,forstand
374,Verstand::N,अक़्ल,forstand
375,Verstand::N,बुद्धि,forstand
376,Sinn::N,अर्थ,mening
377,Sinn::N,अर्थ,betydning
378,Grund::N,वजह,grund
379,Grund::N,कारण,grund
380,Wahrheit::N,सत्य,sandhed
381,Wahrheit::N,सच्चाई,sandhed
382,Gespräch::N,चर्चा,samtale
383,Gespräch::N,वार्ता,samtale
384,Gespräch::N,बात-चीत,samtale
385,Märchen::N,क़िस्सा,eventyr
386,Erzählung::N,कथा,fortælling
387,Erzählung::N,कहानी,fortælling
388,Nachricht::N,सूचना,efterretning
389,Nachricht::N,समाचार,efterretning
390,Neuigkeit::N,ख़बर,nyhed
391,Neuigkeit::N,समाचार,nyhed
392,Name::N,नाम,navn
393,Rätsel::N,पहेली,gåde
394,Rede::N,वचन,tale
395,Rede::N,भाषण,tale
396,Sprache::N,भाषा,sprog
397,Sprache::N,ज़बान,sprog
398,Stimme::N,स्वर,stemme
399,Stimme::N,आवाज़,stemme
400,Wort::N,शब्द,ord
401,Wort::N,लफ़्ज़,ord
402,Zeichen::N,निशान,tegn
403,Ruf::N,पुकार,råb
404,Ruf::N,आह्वान,råb
405,Lärm::N,शोर,larm
406,Lärm::N,हुल्लड़,larm
407,Laut::N,स्वर,lyd
408,Laut::N,ध्वनि,lyd
409,Ton::N,सुर,tone
410,Ton::N,स्वर,tone
411,Lied::N,गीत,sang
412,Ruhe::N,आराम,ro
413,Ruhe::N,आराम,hvile
414,Ruhe::N,ख़ामोशी,ro
415,Ruhe::N,ख़ामोशी,hvile
416,Leute::N,लोग,folk
417,Leute::N,लोग,mennesker
418,Volk::N,क़ौम,folk
419,Volk::N,प्रजा,folk
420,Arbeit::N,काम,arbejde
421,Gast::N,अतिथि,gæst
422,Gast::N,मेहमान,gæst
423,Geschenk::N,उपहार,gave
424,Geschenk::N,तोहफ़ा,gave
425,Spiel::N,खेल,leg
426,Spiel::N,क्रीड़ा,leg
427,Gesellschaft::N,साथ,selskab
428,Hilfe::N,मदद,hjælp
429,Hilfe::N,सहायता,hjælp
430,Freund::N,मित्र,ven
431,Kamerad::N,साथी,kammerat
432,Kamerad::N,कामरेड,kammerat
433,Angelegenheit::N,बात,sag
434,Angelegenheit::N,बात,anliggende
435,Angelegenheit::N,मामला,sag
436,Angelegenheit::N,मामला,anliggende
437,Anzahl::N,तादाद,antal
438,Anzahl::N,संख्या,antal
439,Art::N,तरह,art
440,Art::N,क़िस्म,art
441,Stück::N,फाँक,stykke
442,Stück::N,टुकड़ा,stykke
443,Teil::N,भाग,del
444,Teil::N,हिस्सा,del
445,Hälfte::N,अर्धभाग,halvdel
446,Kreis::N,चक्कर,cirkel
447,Kreuz::N,सलीब,kors
448,Kreuz::N,सलीब,kryds
449,Kreuz::N,क्रूस,kors
450,Kreuz::N,क्रूस,kryds
451,Linie::N,लाइन,linie
452,Strich::N,लकीर,streg
453,Abstand::N,अंतर,afstand
454,Abstand::N,फ़ासला,afstand
455,Entfernung::N,दूरी,afstand
456,Entfernung::N,फ़ासला,afstand
457,Gegend::N,इलाक़ा,egn
458,Platz::N,जगह,plads
459,Platz::N,स्थान,plads
460,Ort::N,स्थल,sted
461,Ort::N,स्थान,sted
462,Seite::N,ओर,side
463,Seite::N,तरफ़,side
464,Mitte::N,बीच,midte
465,Mitte::N,मध्य,midte
466,Gegenstand::N,चीज़,genstand
467,Gegenstand::N,पदार्थ,genstand
468,Sache::N,चीज़,sag
469,Sache::N,वस्तु,sag
470,Rand::N,छोर,rand
471,Rand::N,उपांत,rand
472,Kante::N,कोर,kant
473,Kante::N,किनारा,kant
474,Ecke::N,कोना,hjørne
475,Ecke::N,नुक्कड़,hjørne
476,Spitze::N,नोक,spids
477,Ende::N,छोर,ende
478,Ende::N,सिरा,ende
479,Loch::N,छेद,hul
480,Loch::N,सूराख़,hul
481,Winkel::N,कोण,vinkel
482,Winkel::N,कोना,vinkel
483,Muster::N,नमूना,mønster
484,Muster::N,डिज़ाइन,mønster
485,Größe::N,परिमाण,størrelse
486,Größe::N,विस्तार,størrelse
487,Länge::N,लंबाई,længde
488,Höhe::N,ऊँचाई,højde
489,Höhe::N,उच्चता,højde
490,Gewicht::N,भार,vægt
491,Gewicht::N,वज़न,vægt
492,Menge::N,मात्रा,mængde
493,Haufen::N,ढेर,bunke
494,Haufen::N,अंबार,bunke
495,Reihe::N,क़तार,række
496,Reihe::N,पंक्ति,række
497,Boot::N,नाव,båd
498,Boot::N,नौका,båd
499,Ruder::N,चप्पू,åre
500,Schlitten::N,बर्फ़-गाड़ी,kælk
501,Schlitten::N,बर्फ़-गाड़ी,slæde
502,Ski::N,स्की,ski
503,Lagerfeuer::N,अलाव,lejrbål
504,Lagerfeuer::N,कैंप-फ़ायर,lejrbål
505,Last::N,भार,last
506,Last::N,भार,byrde
507,Gang::N,चाल,gang
508,Schritt::N,डग,skridt
509,Schritt::N,क़दम,skridt
510,Norden::N,उत्तर,nord
511,Süden::N,दक्खिन,syd
512,Westen::N,पश्चिम,vest
513,Osten::N,पूरब,øst
514,Holz::N,काठ,træ
515,Holz::N,काष्ठ,træ
516,Brett::N,पटरा,bræt
517,Brett::N,तख़्ता,bræt
518,Platte::N,फलक,plade
519,Platte::N,तख़्ता,plade
520,Stütze::N,टेक,støtte
521,Stütze::N,थूनी,støtte
522,Stange::N,छड़,stang
523,Stange::N,बाँस,stang
524,Stock::N,लाठी,stok
525,Stab::N,लग्गा,stav
526,Rohr::N,नल,rør
527,Haus::N,घर,hus
528,Haus::N,मकान,hus
529,Heim::N,घर,hjem
530,Heim::N,गृह,hjem
531,Ofen::N,चूल्हा,ovn
532,Fußboden::N,फ़र्श,gulv
533,Tisch::N,मेज़,bord
534,Stuhl::N,कुरसी,stol
535,Wiege::N,पालना,vugge
536,Wiege::N,हिंडोला,vugge
537,Bett::N,खाट,seng
538,Bett::N,पलंग,seng
539,Regal::N,शेल्फ़,reol
540,Kiste::N,पेटी,kasse
541,Kiste::N,डिब्बा,kasse
542,Fenster::N,खिड़की,vindue
543,Tür::N,द्वार,dør
544,Tür::N,दरवाज़ा,dør
545,Tor::N,फाटक,port
546,Zaun::N,बाड़ा,stakit
547,Dach::N,छत,tag
548,Dach::N,छप्पर,tag
549,Leiter::N,सीढ़ी,stige
550,Besen::N,झाड़ू,kost
551,Besen::N,बुहारी,kost
552,Spaten::N,कुदाल,spade
553,Schaufel::N,बेलचा,skovl
554,Schaufel::N,फावड़ा,skovl
555,Gabel::N,काँटा,gaffel
556,Löffel::N,चम्मच,ske
557,Messer::N,छुरा,kniv
558,Messer::N,चाक़ू,kniv
559,Nagel::N,कील,søm
560,Nagel::N,मेख़,søm
561,Netz::N,जाल,net
562,Haken::N,अंकुश,krog
563,Griff::N,मूठ,tag
564,Griff::N,मूठ,håndtag
565,Griff::N,हत्था,tag
566,Griff::N,हत्था,håndtag
567,Schloss::N,ताला,lås
568,Bild::N,चित्र,billede
569,Figur::N,मूर्ति,figur
570,Puppe::N,पुतली,dukke
571,Puppe::N,गुड़िया,dukke
572,Beutel::N,झोला,pose
573,Bündel::N,पुलिंदा,bylt
574,Bündel::N,पुलिंदा,bundt
575,Tasche::N,बेग,taske
576,Tasche::N,बस्ता,taske
577,Eimer::N,बाल्टी,spand
578,Deckel::N,ढक्कन,låg
579,Geschirr::N,बरतन-भाँड़े,husgeråd
580,Sack::N,बोरा,sæk
581,Tasse::N,प्याला,kop
582,Topf::N,देग़चा,gryde
583,Kessel::N,देग़,kedel
584,Kessel::N,बटलोई,kedel
585,Essen::N,खाना,måltid
586,Nahrung::N,भोजन,mad
587,Nahrung::N,भोजन,næring
588,Speise::N,खाना,ret
589,Speise::N,व्यंजन,ret
590,Fleisch::N,मांस,kød
591,Fleisch::N,गोश्त,kød
592,Getreide::N,अनाज,korn
593,Brei::N,भरता,grød
594,Brei::N,दलिया,grød
595,Brot::N,रोटी,brød
596,Scheibe::N,कतला,skive
597,Fett::N,वसा,fedt
598,Fett::N,चरबी,fedt
599,Butter::N,मक्खन,smør
600,Öl::N,तेल,olie
601,Salz::N,नमक,salt
602,Suppe::N,सूप,suppe
603,Suppe::N,शोरबा,suppe
604,Honig::N,शहद,honning
605,Milch::N,दूध,mælk
606,Tee::N,चाय,te
607,Leder::N,चमड़ा,skind
608,Wolle::N,ऊन,uld
609,Stoff::N,कपड़ा,stof
610,Nadel::N,सूई,nål
611,Faden::N,डोरा,tråd
612,Knopf::N,बटन,knap
613,Knopf::N,घुंडी,knap
614,Knoten::N,गाँठ,knude
615,Knoten::N,गुत्थी,knude
616,Farbe::N,रंग,farve
617,Farbe::N,वर्ण,farve
618,Kleidung::N,पहनावा,påklædning
619,Hemd::N,कुरता,skjorte
620,Hemd::N,क़मीज़,skjorte
621,Kragen::N,गरदनी,krave
622,Kragen::N,गरेबान,krave
623,Ärmel::N,आस्तीन,ærme
624,Hose::N,पैंट,bukser
625,Hose::N,पतलून,bukser
626,Gürtel::N,पेटी,bælte
627,Gürtel::N,मेखला,bælte
628,Mütze::N,टोपी,hue
629,Schuh::N,जूता,sko
630,Stiefel::N,बूट,støvle
631,Ring::N,अँगूठी,ring
632,Band::N,पट्टी,bånd
633,Kamm::N,कंघी,kam
634,Spiegel::N,आईना,spejl
635,Spiegel::N,दर्पण,spejl
636,Riemen::N,तसमा,rem
637,Riemen::N,पट्टा,rem
638,Schnur::N,डोरी,snor
639,Schnur::N,सुतली,snor
640,Leine::N,रस्सी,snor
641,Decke::N,रज़ाई,tæppe
642,Kissen::N,तकिया,pude
643,Kissen::N,गाद्दा,pude
644,Tuch::N,रूमाल,sjaltørklæde
645,Tuch::N,वस्त्र,sjaltørklæde
646,Handtuch::N,अँगोछा,håndklæde
647,Kraft::N,ज़ोर,kraft
648,Kraft::N,शक्ति,kraft
649,Stärke::N,बल,styrke
650,Stärke::N,ताक़त,styrke
651,Gesundheit::N,स्वास्थ्य,sundhed
652,Gesundheit::N,तंदुरुस्ती,sundhed
653,Krankheit::N,रोग,sygdom
654,Krankheit::N,बीमारी,sygdom
655,Schmerz::N,दर्द,smerte
656,Schmerz::N,पीड़ा,smerte
657,Wunde::N,घाव,sår
658,Wunde::N,ज़ख़्म,sår
659,Fieber::N,ज्वर,feber
660,Fieber::N,बुख़ार,feber
661,Arznei::N,दवा,medicin
662,Arznei::N,दवा,lægemiddel
663,Arznei::N,औषाधि,medicin
664,Arznei::N,औषाधि,lægemiddel
665,Brücke::N,पुल,bro
666,Brücke::N,सेतु,bro
667,Brunnen::N,कुआँ,brønd
668,Weide::N,चरागाह,græsgang
669,Pfad::N,पथ,sti
670,Pfad::N,पगडंडी,sti
671,Weg::N,मार्ग,vej
672,Straße::N,राह,gade
673,Straße::N,रास्ता,gade
674,Dorf::N,गाँव,landsby
675,Dorf::N,ग्राम,landsby
676,Stadt::N,शहर,by
677,Brief::N,ख़त,brev
678,Brief::N,पत्र,brev
679,Brief::N,चिट्ठी,brev
680,Buch::N,किताब,bog
681,Buch::N,पुस्तक,bog
682,Buchstabe::N,अक्षर,bogstav
683,Zeitung::N,अख़बार,avis
684,Zeitung::N,समाचार-पत्र,avis
685,Leben::N,जीवन,liv
686,Leben::N,ज़िंदगी,liv
687,Tod::N,मौत,død
688,Tod::N,मृत्यु,død
689,Grab::N,क़ब्र,grav
690,Kirche::N,चर्च,kirke
691,Kirche::N,गिरजा,kirke
692,Sünde::N,पाप,synd
693,Sünde::N,गुनाह,synd
694,Gott::N,देव,gud
695,Gott::N,ईश्वर,gud
696,Arbeiter::N,मज़दूर,arbejder
697,Chef::N,अध्यक्ष,chef
698,Meister::N,शिल्पज्ञ,mester
699,Arzt::N,वैद्य,læge
700,Arzt::N,डॉक्टर,læge
701,Arzt::N,चिकित्सक,læge
702,Lehrer::N,शिक्षक,lærer
703,Lehrer::N,अध्यापक,lærer
704,Geld::N,धन,penge
705,Geld::N,पैसा,penge
706,Geschäft::N,सौदा,forretning
707,Geschäft::N,व्यापार,forretning
708,Laden::N,दुकान,butik
709,Laden::N,दुकान,forretning
710,Preis::N,दाम,pris
711,Preis::N,मूल्य,pris
712,Ware::N,माल,vare
713,Ware::N,पण्य,vare
714,Nutzen::N,लाभ,nytte
715,Nutzen::N,फ़ायदा,nytte
716,Reichtum::N,धन,rigdom
717,Reichtum::N,दौलत,rigdom
718,Welt::N,विश्व,verden
719,Welt::N,दुनिया,verden
720,Land::N,देश,land
721,Land::N,मुल्क,land
722,Staat::N,राज्य,stat
723,Staat::N,राष्ट्र,stat
724,König::N,राजा,konge
725,König::N,बादशाह,konge
726,Macht::N,शासन,magt
727,Macht::N,सत्ता,magt
728,Grenze::N,सरहद,grænse
729,Krieg::N,जंग,krig
730,Krieg::N,युद्ध,krig
731,Feind::N,शत्रु,fjende
732,Feind::N,दुश्मन,fjende
733,Gewalt::N,हिंसा,vold
734,Kampf::N,लड़ाई,kamp
735,Kampf::N,संघर्ष,kamp
736,Bogen[Waffe]::N,कमान,bue
737,Pfeil::N,बान,pil
738,Gewehr::N,बंदूक़,gevær
739,Fehler::N,भूल,fejl
740,Fehler::N,ग़लती,fejl
741,Lüge::N,झूठ,løgn
742,Lüge::N,असत्य,løgn
743,Schaden::N,हानि,skade
744,Schaden::N,नुक़सान,skade
745,Unglück::N,मुसीबत,uheld
746,Unglück::N,मुसीबत,ulykke
747,Unglück::N,विपात्ति,uheld
748,Unglück::N,विपात्ति,ulykke
749,Schuld::N,दोष,skyld
750,Schuld::N,क़सूर,skyld
751,Alter::N,आयु,alder
752,Alter::N,उम्र,alder
753,Schluss::N,अंत,slut
754,Schluss::N,अंत,slutning
755,Schluss::N,समाप्ति,slut
756,Schluss::N,समाप्ति,slutning
757,Zeit::N,काल,tid
758,Zeit::N,वक़्त,tid
759,Tag::N,दिन,dag
760,Tag::N,रोज़,dag
761,Morgen::N,सुबह,morgen
762,Mittag::N,दोपहर,middag
763,Mittag::N,मध्याह्न,middag
764,Abend::N,शाम,aften
765,Abend::N,संध्या,aften
766,Nacht::N,रात,nat
767,Nacht::N,रात्रि,nat
768,Woche::N,हफ़्ता,uge
769,Monat::N,मास,måned
770,Monat::N,महीना,måned
771,Jahr::N,बरस,år
772,Jahr::N,वर्ष,år
773,Frühling::N,वसंत,forår
774,Sommer::N,गरमी,sommer
775,Sommer::N,ग्रीष्म,sommer
776,Herbst::N,शरत्,efterår
777,Herbst::N,पतझड़,efterår
778,Winter::N,जाड़ा,vinter
779,Winter::N,सर्दियाँ,vinter
780,Januar::N,जनवरी,januar
781,Februar::N,फ़रवरी,februar
782,März::N,मार्च,marts
