,Concept_ID,no,vep
345,Größe::N,størrelse,suruz'
346,Länge::N,lengde,piduz
347,Höhe::N,høyde,korktuz'
348,Gewicht::N,vekt,jügu
349,Gewicht::N,vekt,vedäduz
350,Menge::N,mengde,äjüz'
351,Haufen::N,haug,kogo
352,Haufen::N,bunke,kogo
353,Reihe::N,rekke,rivi
354,Boot::N,båt,veneh
355,Ruder::N,åre,air
356,Schlitten::N,slede,regi
357,Schlitten::N,slede,regut
358,Schlitten::N,kjelke,regi
359,Schlitten::N,kjelke,regut
360,Ski::N,ski,suks'
361,Lagerfeuer::N,leirbål,nodj
362,Lagerfeuer::N,leirbål,pažag
363,Last::N,bør,jüguz
364,Last::N,last,jüguz
365,Gang::N,gang,astund
366,Schritt::N,steg,hašk
367,Schritt::N,skritt,hašk
368,Norden::N,nord,pohjoine
369,Süden::N,sør,suvi
370,Westen::N,vest,päivlaskm
371,Osten::N,øst,päivnouzm
372,Holz::N,tre,pu
373,Brett::N,fjøl,laud
374,Brett::N,brett,laud
375,Platte::N,plate,keitim
376,Stütze::N,støtte,tugi
377,Stange::N,stang,arz'
378,Stock::N,pinne,kalu
379,Stab::N,stav,seibaz
380,Stab::N,kjepp,seibaz
381,Rohr::N,rør,torv
382,Haus::N,hus,pert'
383,Heim::N,hjem,kodi
384,Ofen::N,ovn,päč
385,Fußboden::N,gulv,lava
386,Tisch::N,bord,laud
387,Tisch::N,bord,stal'c
388,Stuhl::N,stol,ištim
389,Wiege::N,vogge,kätte
390,Bett::N,seng,sija
391,Bett::N,seng,magaduzsija
392,Regal::N,reol,palič
393,Regal::N,hylle,palič
394,Kiste::N,kasse,mülütim
395,Fenster::N,vindu,ikun
396,Tür::N,dør,uks'
397,Tor::N,port,verai
398,Zaun::N,gjerde,aid
399,Dach::N,tak,katuz
400,Leiter::N,stige,pordhad
401,Besen::N,kost,lud
402,Besen::N,kost,vast
403,Spaten::N,spade,labid
404,Schaufel::N,skuffe,labid
405,Gabel::N,gaffel,hangoine
406,Löffel::N,skje,luzik
407,Messer::N,kniv,veič
408,Nagel::N,spiker,nagl
409,Netz::N,nett,verk
410,Haken::N,krok,kouk
411,Griff::N,tak,kägä
412,Griff::N,tak,varz'
413,Griff::N,håndtak,kägä
414,Griff::N,håndtak,varz'
415,Schloss::N,lås,lukkol
416,Bild::N,bilde,kuva
417,Figur::N,figur,figur
418,Puppe::N,dukke,tätüine
419,Beutel::N,pose,havad
420,Bündel::N,bylt,toppaz
421,Bündel::N,bylt,käč
422,Tasche::N,veske,sumk
423,Eimer::N,bøtte,vädr
424,Deckel::N,lokk,katuz
425,Geschirr::N,kjøkkentøy,astii
426,Sack::N,sekk,havad
427,Tasse::N,kopp,čašk
428,Topf::N,gryte,pada
429,Kessel::N,kjele,katil
430,Essen::N,mål,sönd
431,Nahrung::N,mat,söm
432,Nahrung::N,næring,söm
433,Speise::N,matrett,sömine
434,Fleisch::N,kjøtt,liha
435,Getreide::N,korn,vill'
436,Brei::N,grøt,pudr
437,Brot::N,brød,leib
438,Scheibe::N,skive,bibaleh
439,Scheibe::N,skive,šlik
440,Fett::N,fett,razv
441,Butter::N,smør,voi
442,Öl::N,olje,voi
443,Salz::N,salt,sol
444,Suppe::N,suppe,lem'
445,Suppe::N,suppe,keitoz
446,Honig::N,honning,mezi
447,Milch::N,melk,maid
448,Tee::N,te,čai
449,Leder::N,lær,nahk
450,Leder::N,skinn,nahk
451,Wolle::N,ull,vill
452,Stoff::N,tøy,kangaz
453,Stoff::N,stoff,kangaz
454,Nadel::N,nål,negl
455,Faden::N,tråd,nit'
456,Knopf::N,knapp,nübl'
457,Knoten::N,knute,sol'm
458,Farbe::N,farge,muju
459,Kleidung::N,påkledning,sobad
460,Hemd::N,skjorte,paid
461,Kragen::N,krage,kagluz
462,Ärmel::N,erme,hijam
463,Hose::N,bukse,štanad
464,Gürtel::N,belte,vö
465,Mütze::N,lue,šapuk
466,Schuh::N,sko,keng'
467,Stiefel::N,støvel,sapug
468,Ring::N,ring,rengaz
469,Band::N,band,lentaine
470,Kamm::N,kam,suga
471,Spiegel::N,speil,zerkol
472,Riemen::N,rem,vö
473,Schnur::N,snor,nor
474,Leine::N,line,talutimnor
475,Decke::N,teppe,sijakatuz
476,Kissen::N,pute,pöluz
477,Tuch::N,tøy,paik
478,Handtuch::N,håndkle,käzipaik
479,Kraft::N,kraft,vägi
480,Stärke::N,styrke,vahvuz'
481,Gesundheit::N,helse,tervhuz
482,Gesundheit::N,sunnhet,tervhuz
483,Krankheit::N,syke,läžund
484,Krankheit::N,sykdom,läžund
485,Schmerz::N,smerte,kibu
486,Wunde::N,sår,čapatez
487,Fieber::N,feber,säru
488,Arznei::N,medisin,zel'l'
489,Arznei::N,legemiddel,zel'l'
490,Brücke::N,bro,sild
491,Brunnen::N,brønn,kaiv
492,Weide::N,beite,omaluine
493,Pfad::N,sti,tehut
494,Weg::N,vei,te
495,Straße::N,gate,te
496,Dorf::N,landsby,külä
497,Stadt::N,by,lidn
498,Brief::N,brev,kirjeine
499,Buch::N,bok,kirj
500,Buchstabe::N,bokstav,kirjam
501,Zeitung::N,avis,lehtez
502,Leben::N,liv,elo
503,Tod::N,død,surm
504,Grab::N,grav,kaum
505,Kirche::N,kirke,jumalanpert'
506,Sünde::N,synd,grähk
507,Gott::N,gud,jumal
508,Arbeiter::N,arbeider,radnik
509,Chef::N,sjef,pämez'
510,Meister::N,mester,mastar
511,Arzt::N,lege,lekar'
512,Lehrer::N,lærer,opendai
513,Geld::N,penger,rahad
514,Geschäft::N,forretning,biznes
515,Laden::N,butikk,lauk
516,Preis::N,pris,arv
517,Ware::N,vare,tavar
518,Nutzen::N,nytte,liža
519,Reichtum::N,rikdom,kodielo
520,Reichtum::N,rikdom,kal'huz'
521,Welt::N,verden,mail'm
522,Land::N,land,ma
523,Staat::N,stat,valdkund
524,König::N,konge,kunigaz
525,Macht::N,makt,vald
526,Grenze::N,grense,röun
527,Krieg::N,krig,soda
528,Feind::N,fiende,vihanik
529,Feind::N,fiende,vastustai
530,Gewalt::N,vold,vägivald
531,Kampf::N,kamp,tora
532,Bogen[Waffe]::N,bue,taug
533,Pfeil::N,pil,nol
534,Gewehr::N,gevær,oružj
535,Fehler::N,feil,viga
536,Lüge::N,løgn,kelastuz
537,Schaden::N,skade,pahuz'
538,Unglück::N,uhell,bed
539,Unglück::N,uhell,gor'a
540,Schuld::N,skyld,värhuz'
541,Alter::N,alder,igä
542,Schluss::N,slutt,lop
543,Zeit::N,tid,aig
544,Tag::N,dag,päiv
545,Morgen::N,morgen,homendez
546,Mittag::N,middag,keskpäiv
547,Abend::N,aften,eht
548,Nacht::N,natt,ö
549,Woche::N,uke,nedal'
550,Monat::N,måned,ku
551,Jahr::N,år,voz'
552,Frühling::N,vår,keväz'
553,Sommer::N,sommer,keza
554,Herbst::N,høst,sügüz'
555,Winter::N,vinter,tal'v
556,Januar::N,januar,viluku
557,Februar::N,februar,uhoku
558,März::N,mars,keväz'ku
559,April::N,april,sulaku
560,Mai::N,mai,semendku
561,Juni::N,juni,kezaku
562,Juli::N,juli,heinku
563,August::N,august,eloku
564,September::N,september,sügüz'ku
565,Oktober::N,oktober,reduku
566,November::N,november,kül'mku
567,Dezember::N,desember,tal'vku
568,Montag::N,mandag,ezmärg
569,Dienstag::N,tirsdag,tožnarg
570,Mittwoch::N,onsdag,koumanz'päiv
571,Donnerstag::N,torsdag,nellänz'päiv
572,Freitag::N,fredag,pätnič
573,Freitag::N,fredag,videnz'päiv
574,Samstag::N,lørdag,sobat
575,Sonntag::N,søndag,pühäpäiv
576,groß::A,stor,sur'
577,groß::A,stor,järed
578,klein::A,liten,pen'
579,klein::A,liten,pičuine
580,lang::A,lang,pit'k
581,kurz::A,kort,lühüd
582,breit::A,bred,leved
583,schmal::A,smal,kaid
584,dicht::A,tett,tihed
585,dick[Gegenstand]::A,tykk,paks
586,dünn::A,tynn,hoik
587,fein::A,fin,hen
588,fest::A,fast,luja
589,fest::A,fast,ninev
590,flach::A,flat,lapak
591,glatt::A,glatt,siled
592,hart::A,hard,kova
593,weich::A,myk,pehmed
594,weich::A,bløt,pehmed
595,rund::A,rund,kehker
596,spitz::A,spiss,nügu
597,spitz::A,spiss,terav
598,scharf::A,kvass,terav
599,stumpf::A,stubb,tül'c
600,schwer::A,tung,jüged
601,schön::A,pen,čoma
602,schön::A,vakker,čoma
603,heiß::A,het,räk
604,warm::A,varm,läm'
605,kalt::A,kald,vilu
606,kühl::A,kjølig,raibak
607,kühl::A,kjølig,viluhk
608,frisch::A,fersk,lahed
609,feucht::A,fuktig,neps
610,feucht::A,fuktig,toreh
611,nass::A,våt,märg
612,trocken::A,tørr,kuiv
613,voll::A,full,täuz'
614,leer::A,tom,joudai
615,offen::A,åpen,avoin
616,offen::A,åpen,avol'jaine
617,geschlossen::A,lukket,saubaline
618,sauber::A,ren,puhtaz
619,schmutzig::A,skitten,redukaz
620,roh::A,rå,rohk
621,roh::A,rå,toreh
622,reif::A,moden,küps
623,lecker::A,lekker,magukaz
624,süß::A,søt,maged
625,bitter::A,besk,karged
626,bitter::A,bitter,karged
627,sauer::A,sur,muiged
628,hell::A,lys,kirkas
629,hell::A,lys,valgei
630,dunkel::A,mørk,pimed
631,schwarz::A,svart,must
632,weiß::A,hvit,vauged
633,rot::A,rød,rusked
634,gelb::A,gul,pakuine
635,blau::A,blå,sinine
636,grün::A,grønn,vihand
637,grau::A,grå,hahk
638,bunt::A,broket,kirjav
639,billig::A,billig,odav
640,teuer::A,dyr,kalliž
641,wertvoll::A,verdifull,arvokas
642,blind::A,blind,soged
643,taub::A,døv,kurdiž
644,kräftig::A,kraftig,vägev
645,stark::A,sterk,vahv
646,stark::A,sterk,vägekaz
647,schwach::A,svak,väll'
648,fett::A,fet,razvakaz
649,schlank::A,slank,kapos
650,hübsch::A,pen,čoma
651,böse::A,slem,äred
652,böse::A,slem,käred
653,dumm::A,dum,el'getoi
654,faul::A,lat,lašk
655,faul::A,doven,lašk
656,fleißig::A,flittig,radonnavedii
657,geizig::A,gjerrig,ažlak
658,klug::A,klok,melev
659,klug::A,klok,melekaz
660,geschickt::A,hendig,mahtokaz
661,geschickt::A,skikket,mahtokaz
662,lieb::A,kjær,izo
663,lieb::A,kjær,sula
664,lieb::A,snill,izo
665,lieb::A,snill,sula
666,lustig::A,morsom,ilokaz
667,sanft::A,blid,laskav
668,hungrig::A,sulten,näl'ghine
669,krank::A,syk,läžui
670,nackt::A,naken,alastoi
671,traurig::A,sørgmodig,opalahine
672,lebendig::A,levende,eläb
673,gut::A,god,hüvä
674,schlecht::A,dårlig,huba
675,richtig::A,riktig,oiged
676,schlimm::A,slem,paha
677,wahr::A,sann,todesine
678,alt::A,gammel,vanh
679,neu::A,ny,uz'
680,ehemalig::A,forhenværende,edeline
681,alt[Lebewesen]::A,gammel,ravaz
682,jung::A,ung,nor'
683,arm::A,fattig,gol'l'
684,reich::A,rik,elokaz
685,bekannt::A,kjent,tutab
686,berühmt::A,berømt,tetab
687,fremd::A,fremmed,veraz
688,verschieden::A,forskjellig,erazvuitte
689,nah::A,nær,läheline
690,fern::A,fjern,edahaine
691,linker::A,venstre,hura
692,rechter::A,høyre,oiged
693,anderer::A,annen,toine
694,erster::A,første,ezmäine
695,zweiter::A,annen,toine
696,dritter::A,tredje,koumanz'
697,letzter::A,sist,jäl'gmäine
698,allein::ADV,alene,üksnäze
699,auf einmal::ADV,med ett,ühten aigan
700,zusammen::ADV,sammen,ühtes
701,lange::ADV,lenge,hätken
702,plötzlich::ADV,plutselig,äkkid
703,sofort::ADV,straks,kerdalaz
704,später::ADV,senere,möhemba
705,jetzt::ADV,nå,nügüd'
706,heute::ADV,i dag,tämbei
707,morgen::ADV,i morgen,homen
708,bald::ADV,snart,pigai
709,dann::ADV,så,sid'
710,gestern::ADV,i går,eglai
711,einst::ADV,engang,ende
712,einst::ADV,engang,kerdan
713,damals::ADV,den gang,siloi
714,danach::ADV,deretter,sid'
715,vorher::ADV,før,ende
716,vorher::ADV,i forveien,ende
717,zuerst::ADV,først,ezmäi
718,einmal::ADV,en gang,kerdan
719,manchmal::ADV,somme tider,erašti
720,oft::ADV,ofte,paksus
721,immer::ADV,alltid,kaiken
722,niemals::ADV,aldri,ei nikonz
723,hier::ADV,her,täs
724,hier::ADV,her,tägä
725,hierhin::ADV,hit,tänna
726,von hier::ADV,herfra,täspäi
727,von hier::ADV,herfra,sid'päi
728,dort::ADV,der,sigä
729,dorthin::ADV,dit,sinna
730,dorthin::ADV,dit,nakkale
731,geradeaus::ADV,rett fram,kohtha
732,vorwärts::ADV,fram,edehe
733,vorwärts::ADV,framover,edehe
734,rückwärts::ADV,baklengs,sel'gin
735,zurück::ADV,tilbake,tagaze
736,unten::ADV,nede,alahan
737,hinab::ADV,ned,alaz
738,hinab::ADV,ned,alahaks
739,hinab::ADV,nedover,alaz
740,hinab::ADV,nedover,alahaks
741,oben::ADV,oppe,ülähän
742,oben::ADV,ovenpå,ülähän
743,hinauf::ADV,opp,ülez
744,hinauf::ADV,opp,ülähäks
745,hinauf::ADV,oppover,ülez
746,hinauf::ADV,oppover,ülähäks
747,überall::ADV,overalt,kaikjal
748,nicht::ADV,ikke,ei
749,ein wenig::ADV,litt,vähän
750,kaum::ADV,neppe,habi
751,sehr::ADV,svært,lujas
752,so::ADV,så,muga
753,so::ADV,så,ninga
754,noch::ADV,enda,völ
755,nur::ADV,bare,järg
756,nur::ADV,bare,vaiše
757,schon::ADV,alt,jo
758,schon::ADV,allerede,jo
759,wieder::ADV,igjen,möst
760,vergebens::ADV,forgjeves,uhtei
761,vor::PRP,foran,edes
762,vor::PRP,utenfor,edes
763,hinter::PRP,bak,taga
764,hinter::PRP,bakom,taga
765,unter::PRP,under,al
766,durch::PRP,gjennom,läbi
767,durch::PRP,gjennom,kal't
768,durch::PRP,igjennom,läbi
769,durch::PRP,igjennom,kal't
770,neben::PRP,ved siden av,rindal
771,zwischen::PRP,mellom,keskes
772,wegen::PRP,på grunn av,tagut
773,dies::PRN,dette,nece
774,das::PRN,det,se
775,alles::PRN,alt,kaik
776,ich::PRN,jeg,minä
777,du::PRN,du,sinä
778,er::PRN,han,hän
779,wir::PRN,vi,mö
780,ihr::PRN,dere,tö
781,sie::PRN,de,hö
782,was::FPRN,hva,mi
783,wer::FPRN,hvem,ken
784,wo::FADV,hvor,kus
785,wohin::FADV,hvor ... hen,kuna
786,wie::FADV,hvordan,kut
787,wie::FADV,hvordan,mit'
788,warum::FADV,hvorfor,mikš
789,wieviel::FNUM,hvor mye,äjak
790,wieviel::FNUM,hvor mye,kuverz'
791,eins::NUM,en,üks'
792,eins::NUM,ett,üks'
793,zwei::NUM,to,kaks'
794,drei::NUM,tre,koume
795,vier::NUM,fire,nel'l'
796,fünf::NUM,fem,viž
797,sechs::NUM,seks,kuz'
798,sieben::NUM,sju,seičeme
799,acht::NUM,åtte,kahesa
800,neun::NUM,ni,ühesa
801,zehn::NUM,ti,kümne
802,elf::NUM,elleve,üks'toštkümne
803,zwölf::NUM,tolv,kaks'toštkümne
804,zwanzig::NUM,tjue,kaks'kümne
805,dreißig::NUM,tretti,koumekümne
806,vierzig::NUM,førti,nel'l'kümne
807,fünfzig::NUM,femti,vižkümne
808,sechzig::NUM,seksti,kuz'kümne
809,siebzig::NUM,sytti,seičemekümne
810,achtzig::NUM,åtti,kahesakümne
811,neunzig::NUM,nitti,ühesakümne
812,hundert::NUM,hundre,sada
813,tausend::NUM,tusen,tuha
814,und::CNJ,og,i
815,und::CNJ,og,da
816,oder::CNJ,eller,vai
817,stehen::V,stå,seišta
818,sitzen::V,sitte,ištta
819,liegen::V,ligge,venuda
820,hängen::V,henge,ripta
821,werden::V,bli,lindä
822,werden::V,bli,tehtas
823,passieren::V,skje,ozaitas
824,passieren::V,hende,ozaitas
825,beginnen::V,begynne,augotadas
826,enden::V,ende,loptas
827,enden::V,slutte,loptas
828,wechseln::V,veksle,vajehtadas
829,aufgehen[Sonne]::V,stå opp,nousta
830,untergehen[Sonne]::V,gå ned,lasktas
831,scheinen[Sonne]::V,skinne,paštta
832,donnern::V,tordne,juraita
833,wehen::V,blåse,dölta
834,wehen::V,blåse,puhuda
835,strömen::V,strømme,valadas
836,fließen::V,flyte,valuda
837,sich drehen::V,dreie seg,punotas
838,schwanken::V,svaie,čibuda
839,schwingen::V,svinge,čibuda
840,fallen::V,falle,langeta
