,Concept_ID,mn,cv
1393,vereinigen::V,нэгтгэх,пӗрлештер
1394,vereinigen::V,хамтруулах,пӗрлештер
1395,besuchen::V,зочлох,ҫит
1396,besuchen::V,зочлох,кӗрсе кур
1397,treffen::V,учрах,тӗл пул
1398,treffen::V,дайралдах,тӗл пул
1399,sich versammeln::V,хуралдах,пуҫтарӑн
1400,spielen::V,наадах,выля
1401,singen::V,дуулах,юрла
1402,tanzen::V,бүжиглэх,ташла
1403,sich trennen::V,салах,уйрӑл
1404,verlassen::V,хаях,хӑвар
1405,retten::V,гэтэлгэх,ҫӑл
1406,bewachen::V,сахих,хуралла
1407,schützen::V,хамгаалах,сыхла
1408,verteidigen::V,хамгаалах,хӳтӗле
1409,sich schlagen::V,зодолдох,ҫапӑҫ
1410,schießen::V,харвах,пер
1411,schießen::V,буу буудах,пер
1412,siegen::V,ялах,ҫӗн
1413,siegen::V,ялах,ҫӗнтер
1414,ärgern::V,уурлуулах,тарӑхтар
1415,ärgern::V,уурлуулах,ҫиллентер
1416,ärgern::V,уур хүргэх,тарӑхтар
1417,ärgern::V,уур хүргэх,ҫиллентер
1418,schlagen::V,цохих,ҫап
1419,treten::V,өшиглөх,тап
1420,stechen::V,хатгах,чик
1421,stoßen::V,ёврох,чыш
1422,stoßen::V,нудрах,чыш
1423,stehlen::V,хулгайлах,вӑрла
1424,stören::V,саад болох,кансӗрле
1425,belästigen::V,зовоох,аптӑрат
1426,belästigen::V,зовоох,хупла
1427,belästigen::V,амраахгүй байх,аптӑрат
1428,belästigen::V,амраахгүй байх,хупла
1429,verbergen::V,нуух,пытар
1430,verbergen::V,далдлах,пытар
1431,täuschen::V,мэхлэх,суй
1432,betrügen::V,хуурах,ултала
1433,töten::V,алах,вӗлер
1434,wohnen::V,суух,чуна пар
1435,wohnen::V,суух,парӑнса тӑр
1436,wohnen::V,амьдрах,чуна пар
1437,wohnen::V,амьдрах,парӑнса тӑр
1438,arbeiten::V,ажиллах,ӗҫле
1439,arbeiten::V,хөдөлмөрлөх,ӗҫле
1440,sammeln::V,түүх,пух
1441,sammeln::V,хураах,пух
1442,pflücken::V,түүх,тат
1443,jagen::V,агнах,сунара ҫӳре
1444,jagen::V,гөрөөлөх,сунара ҫӳре
1445,fischen::V,загасчлах,пулӑ тыт
1446,fischen::V,загас барих,пулӑ тыт
1447,fassen::V,барих,тыт
1448,hüten::V,маллах,кӗт
1449,hüten::V,хариулах,кӗт
1450,treiben::V,туух,хӑвала
1451,anbinden::V,уях,кӑкар
1452,füttern::V,тэжээх,ҫитер
1453,melken::V,саах,су
1454,hacken::V,цавчих,вакла
1455,gießen::V,услах,шӑвар
1456,reifen::V,боловсрох,пиҫ
1457,zubereiten::V,бэлдэх,пӗҫер
1458,kochen::V,чанах,пӗҫер
1459,backen::V,жигнэх,пӗҫер
1460,braten::V,шарах,ӑшала
1461,braten::V,хайрах,ӑшала
1462,umrühren::V,хутгах,хутӑштар
1463,stricken::V,нэхэх,ҫых
1464,stricken::V,сүлжих,ҫых
1465,nähen::V,оёх,ҫӗле
1466,färben::V,будах,пӗвет
1467,reinigen::V,арилгах,тасат
1468,reinigen::V,цэвэрлэх,тасат
1469,waschen::V,угаах,ҫу
1470,abwischen::V,арчих,шӑл
1471,spülen::V,зайлах,чӳхе
1472,fegen::V,хамах,шӑл
1473,fegen::V,шүүрдэх,шӑл
1474,kehren::V,шүүрдэх,шӑл
1475,kehren::V,туужуудах,шӑл
1476,baden::V,усанд орох,шыва кӗр
1477,sich waschen::V,биеэ угаах,ҫӑвӑн
1478,ausziehen::V,тайлах,салан
1479,anziehen::V,өмсөх,тӑхӑн
1480,sich anziehen::V,хувцаслах,тӑхӑн
1481,kämmen::V,самнах,тура
1482,schmücken::V,гоёх,илемлет
1483,schmücken::V,чимэх,илемлет
1484,sagen::V,гэх,те
1485,sagen::V,хэлэх,те
1486,sprechen::V,ярих,кала
1487,sprechen::V,өгүүлэх,кала
1488,reden::V,хэлэх,сӑмахла
1489,reden::V,хэлэх,калаҫ
1490,reden::V,хөөрөлдөх,сӑмахла
1491,reden::V,хөөрөлдөх,калаҫ
1492,sich unterhalten::V,ярилцах,пупле
1493,fragen::V,асуух,ыйт
1494,bitten::V,гуйх,ыйт
1495,erzählen::V,өгүүлэх,каласа пар
1496,mitteilen::V,дуулгах,пӗлтер
1497,mitteilen::V,дуулгах,хыпарла
1498,mitteilen::V,мэдээлэх,пӗлтер
1499,mitteilen::V,мэдээлэх,хыпарла
1500,nennen::V,нэрлэх,те
1501,nennen::V,нэрлэх,чӗн
1502,rufen::V,дуудах,чӗн
1503,prahlen::V,бардах,мухтан
1504,prahlen::V,бардах,вӗҫкӗнлен
1505,prahlen::V,сайрхах,мухтан
1506,prahlen::V,сайрхах,вӗҫкӗнлен
1507,übersetzen::V,орчуулах,куҫар
1508,denken::V,санах,шухӑшла
1509,glauben::V,итгэх,ӗнен
1510,bemerken::V,ажих,асӑрха
1511,bemerken::V,ажиглах,асӑрха
1512,erkennen::V,таних,палла
1513,begreifen::V,ойлгох,ӑнлан
1514,verstehen::V,мэдэж авах,пӗл
1515,lernen::V,сурах,вӗрен
1516,wissen::V,мэдэх,пӗл
1517,wissen::V,мэдэх,ӑнкар
1518,sich erinnern an::V,дурсах,аса ил
1519,vergessen::V,мартах,ман
1520,vergessen::V,мартах,манса кай
1521,messen::V,хэмжих,виҫ
1522,zählen::V,тоолох,шутла
1523,rechnen::V,тооцоох,шутла
1524,lesen::V,унших,вула
1525,malen::V,зурах,ӳкер
1526,zeichnen::V,дүрслэн бичих,ӳкер
1527,schreiben::V,бичих,ҫыр
1528,besitzen::V,эзэмших,тыт
1529,kaufen::V,худалдан авах,ил
1530,kaufen::V,худалдан авах,туян
1531,verkaufen::V,худалдах,сут
1532,bezahlen::V,төлөх,тӳле
1533,zahlen::V,төлөх,тӳле
1534,beherrschen::V,эзэмших,тыт
1535,ertragen::V,тэсэх,тӳс
