,Concept_ID,mrj,kl
1327,anbinden::V,ялышташ,qilerut
1328,anbinden::V,ялышташ,qilersorpaa
1329,anbinden::V,ялышташ,ungerlatserpaa
1330,füttern::V,пукшаш,nerlerpaa
1331,melken::V,шыпшылаш,
1332,hacken::V,роаш,
1333,gießen::V,шӓвӓш,imerterpaa
1334,reifen::V,кӱӓш,
1335,reifen::V,поспейӓш,
1336,zubereiten::V,йӓмдӹлӓш,
1337,kochen::V,шолташ,igavoq
1338,backen::V,кӱктӓш,
1339,braten::V,жӓрӓш,siappaa
1340,umrühren::V,намалаш,qeerlerpaa
1341,stricken::V,пидӓш,
1342,nähen::V,ыргаш,
1343,färben::V,пидӓш,misuppaa
1344,reinigen::V,чиӓлтӓш,sanniarpaa
1345,waschen::V,мышкаш,asappaa
1346,abwischen::V,ӹштӓш,saligarpaa
1347,abwischen::V,ӹштӓш,saligartorpaa
1348,spülen::V,шӱӓлтӓш,
1349,fegen::V,ӹштӓш,sanngiarpaa
1350,kehren::V,ӹштӓш,
1351,baden::V,нӱштӹлӓш,uffarpoq
1352,sich waschen::V,мышкылташ,uffarpoq
1353,ausziehen::V,кыдашаш,annoraajarpaa
1354,anziehen::V,чиӓш,ativaa
1355,anziehen::V,чиӓш,atitippaa
1356,sich anziehen::V,чиӓш,atisalersorpoq
1357,kämmen::V,шерӓш,
1358,schmücken::V,цеверемдӓш,
1359,sagen::V,манаш,oqarpoq
1360,sagen::V,келесӓш,oqarpoq
1361,sprechen::V,манаш,oqaluttarpoq
1362,reden::V,шайышташ,oqaluppoq
1363,sich unterhalten::V,хытыраш,
1364,sich unterhalten::V,хытыргаш,
1365,fragen::V,ядаш,aperaa
1366,bitten::V,ядаш,aperaa
1367,bitten::V,ядаш,qinnuigaa
1368,erzählen::V,келесӓш,oqaluttuaraa
1369,mitteilen::V,попаш,oqalualaarpoq
1370,mitteilen::V,увертӓш,oqalualaarpoq
1371,mitteilen::V,увертӓрӓш,oqalualaarpoq
1372,nennen::V,лӹмдӓш,
1373,rufen::V,ӱжӓш,qaaqquaa
1374,prahlen::V,хайзаш,oqqartuvoq
1375,prahlen::V,хайзаш,oqallortuvoq
1376,prahlen::V,шаргаланаш,oqqartuvoq
1377,prahlen::V,шаргаланаш,oqallortuvoq
1378,übersetzen::V,вашташ,ikaarpoq
1379,übersetzen::V,вашташ,nutserpaa
1380,denken::V,машанаш,isumaqarpoq
1381,glauben::V,ӹнянӓш,upperaa
1382,glauben::V,ӹнянӓш,isumaqarpoq
1383,bemerken::V,цаклаш,
1384,erkennen::V,пӓлӓш,ilisaraa
1385,begreifen::V,ынгылаш,
1386,verstehen::V,ынгылаш,paasivaa
1387,lernen::V,тыменяш,ilinniarpoq
1388,wissen::V,пӓлӓш,nalunngilaa
1389,sich erinnern an::V,ышештӓрӓш,eqqaavaa
1390,vergessen::V,монден кодаш,puiorpaa
1391,messen::V,висӓш,ussersarpaa
1392,zählen::V,шотаяш,kisitsivoq
1393,rechnen::V,шотаяш,kisitsivoq
1394,lesen::V,лыдаш,atuarpoq
1395,malen::V,рисуяш,qalipappaa
1396,zeichnen::V,ыдырка́лаш,
1397,schreiben::V,вазаш,allappoq
1398,besitzen::V,кы́чаш,
1399,kaufen::V,нӓлӓш,pisiaraa
1400,verkaufen::V,выжалаш,akigaa
1401,bezahlen::V,тӱлӓш,akilerpaa
1402,zahlen::V,тӱлӓш,
1403,beherrschen::V,кы́чаш,inappaa
1404,ertragen::V,цӹтӓш,ernertaaraa
1405,Linie::N,,tittaq
1406,Linie::N,,titarneq
1407,jetzt::ADV,,maanna
1408,jetzt::ADV,,massakkut
