,Concept_ID,mrj,kl
255,Großvater::N,тьоти,aatak
256,Großmutter::N,папа,aanaq
257,Eltern::N,ӓтя-ӓвӓ,angajoqqaat
258,Vater::N,ӓтя,ataata
259,Vater::N,ӓтя,ataataq
260,Mutter::N,ӓвӓ,anaana
261,Sohn::N,эргӹ,erneq
262,Tochter::N,ӹдӹр,panik
263,Bruder::N,ӹза,ani
264,Bruder::N,ӹза,aqqaluk
265,Bruder::N,ӹза,qatanngut
266,Schwester::N,ӓкӓ,naja
267,Schwester::N,ӓкӓ,aleqa
268,Schwester::N,ӓкӓ,qatanngut
269,Onkel::N,кугуза,akkak
270,Tante::N,куака,aja
271,Tante::N,куака,ajak
272,Tante::N,куака,atsak
273,Ehemann::N,мары,ui
274,Ehefrau::N,вӓтӹ,nuliaq
275,Freude::N,ӹвӹртӹмӓш,tipaatsussuseq
276,Gelächter::N,ваштылмаш,illaq
277,Glück::N,пиӓл,usornaat
278,Glück::N,пиӓл,usornarsuseq
279,Kummer::N,ясы,
280,Wunsch::N,охата,kissaat
281,Wunsch::N,шанымаш,kissaat
282,Lust::N,шӓр,illigussuseq
283,Lust::N,шӓр,piummaseq
284,Lust::N,охата,illigussuseq
285,Lust::N,охата,piummaseq
286,Lust::N,шанымаш,illigussuseq
287,Lust::N,шанымаш,piummaseq
288,Geist::N,тух,anerneq
289,Geist::N,тух,toornaq
290,Gedanke::N,шанымаш,isumassaq
291,Gedächtnis::N,ӓш,eqqaamannissuseq
292,Verstand::N,ыш,isuma
293,Verstand::N,ыш,sianissut
294,Verstand::N,ыш,misigissut
295,Verstand::N,ыш,sianissuseq
296,Verstand::N,ыш,silaqassuseq
297,Sinn::N,кын,isuma
298,Grund::N,вир,patsit
299,Wahrheit::N,тöр,sallusuissut
300,Gespräch::N,хытырымаш,
301,Märchen::N,ямак,oqalualaarut
302,Märchen::N,ямак,oqaluasaaq
303,Erzählung::N,шайыштмаш,oqaluttuaq
304,Nachricht::N,увертӓрӹмӓш,oqaassut
305,Nachricht::N,увертӓрӹмӓш,oqqersuut
306,Neuigkeit::N,увер,tusarnartaq
307,Name::N,лӹм,ateq
308,Rätsel::N,тышты,nalorsitsaarut
309,Rede::N,шая,oqaluuseq
310,Rede::N,шамак,oqaluuseq
311,Sprache::N,йӹлмӹ,oqaatsit
312,Stimme::N,юк,erinaq
313,Stimme::N,юк,qarluuseq
314,Wort::N,шамак,oqaasii
315,Zeichen::N,палӹ,nalunaaqqut
316,Ruf::N,сӹгӹрӹмӓш,qaaqqussut
317,Lärm::N,юкланымащ,perpaluk
318,Laut::N,юк,torsukattak
319,Ton::N,юк,erinaq
320,Lied::N,мыры,taalliaq
321,Lied::N,мыры,erinarsuut
322,Ruhe::N,тыр,qatsunganeq
323,Leute::N,эдемвлӓ,inuiak
324,Leute::N,эдемвлӓ,inuiaqatigiit
325,Volk::N,халык,inuiaat
326,Arbeit::N,пӓшӓ,suliaq
327,Gast::N,хына,qaaqqusaq
328,Geschenk::N,подарка,pajugut
329,Spiel::N,мадыш,
330,Gesellschaft::N,йӓл,
331,Gesellschaft::N,йӓлвлӓ,
332,Hilfe::N,палшык,annertoqqut
333,Freund::N,тӓнг,tiliaq
334,Freund::N,тӓнг,ikinngut
335,Kamerad::N,тос,tiliaq
336,Kamerad::N,тос,ikinngut
337,Angelegenheit::N,дела,
338,Angelegenheit::N,йела,
339,Angelegenheit::N,йыла,
340,Angelegenheit::N,пӓшӓ,
341,Anzahl::N,шот,
342,Art::N,цӹре,ileqquuseq
343,Stück::N,лаштык,nakkaalaniku
344,Teil::N,пай,tassiaasat
345,Teil::N,часть,tassiaasat
346,Hälfte::N,пел,affaq
347,Kreis::N,тӹртӹш,kaajaluinneq or kaajaluitsoq
348,Kreuz::N,крестӹ,sanningasulik
349,Abstand::N,ло,aku
350,Abstand::N,ло,ikiaq
351,Entfernung::N,ло,asi
352,Gegend::N,вӓр,nuna
353,Platz::N,вӓр,ini
354,Platz::N,вӓр,inissaq
355,Ort::N,вӓр,sumiiffik
356,Seite::N,öрдӹж,saneraq
357,Mitte::N,ло,qiteq
358,Gegenstand::N,хӓдӹр,
359,Sache::N,хӓдӹр,pigisaq
360,Rand::N,шöр,sini
361,Rand::N,шöр,akerfineq
362,Kante::N,шöр,akerfineq
363,Ecke::N,лык,teqeqqoq
364,Ecke::N,лык,tikeqqoq
365,Spitze::N,вуй,inngik
366,Ende::N,вуй,isu
367,Ende::N,мычаш,isu
368,Loch::N,ыраж,putu
369,Winkel::N,лык,teqeqqorissaat
370,Muster::N,тӹрлец,ilisserut
371,Größe::N,кӱкшӹц,angissuseq
372,Länge::N,кыт,takissuseq
373,Höhe::N,кӱкшӹц,
374,Gewicht::N,нелӹц,oqimaalutaq
375,Menge::N,шот,amerlassuseq
376,Haufen::N,ара,eqimattat
377,Reihe::N,ряд,allunaasaq
378,Boot::N,пыш,qajaq
379,Boot::N,пыш,angallat
380,Boot::N,пыш,umiatsiaq
381,Ruder::N,вешлӓ,iput
382,Schlitten::N,тир,qamutit
383,Schlitten::N,тир,qimusseq
384,Ski::N,ечӹ,ataarut
385,Lagerfeuer::N,тыл,
386,Last::N,нелӹц,nammagaq
387,Gang::N,ход,
388,Schritt::N,ашкыл,allorneq
389,Norden::N,йыдпелвел,avannaq
390,Süden::N,кечӹвӓлвел,qava
391,Süden::N,кечӹвӓлвел,kujat
392,Süden::N,кечӹвӓлвел,kujataa
393,Westen::N,кечӹ шӹцмӹ,kitaa
394,Osten::N,ирвел,kangi
395,Osten::N,кечӹ лӱлтмӹ,kangi
396,Holz::N,пушӓнгӹ,qisuk
397,Brett::N,ханга,salliligaq
398,Platte::N,плитӓ,qaateq
399,Stütze::N,цӓрӓк,ajagutaq
400,Stütze::N,цӓрӓк,ajaagutaq
401,Stange::N,равы,kaaviffik
402,Stange::N,намаш,kaaviffik
403,Stock::N,панды,ajaappissat
404,Stab::N,равы,ajaappissat
405,Rohr::N,пыч,sullulik
406,Haus::N,пöрт,illu
407,Heim::N,пöрт,
408,Ofen::N,камака,kissarsuut
409,Fußboden::N,седӹрӓ,nateq
410,Tisch::N,стöл,allattarfik
411,Stuhl::N,пöкен,issiavik
412,Stuhl::N,пöкен,issiaffik
413,Wiege::N,шипкӓ,uaasoq
414,Bett::N,койка,nallavik
415,Bett::N,кравать,nallavik
416,Regal::N,полицӓ,ilisivik
417,Kiste::N,шӱ́ндӹк,sakissat
418,Kiste::N,шӱ́ндӹк,illerfiusaq
419,Fenster::N,окня,aki
420,Fenster::N,окня,igalaaq
421,Tür::N,амаса,matu
422,Tor::N,хапка,isaaffik
423,Zaun::N,забор,saputit
424,Dach::N,левӓш,qaliaq
425,Leiter::N,ташкалтыш,tummeqqat
426,Leiter::N,ташкалтыш,majuartarfiit
427,Besen::N,сало,saligutit
428,Besen::N,салко,saligutit
429,Spaten::N,кольмы,nivaataq
430,Schaufel::N,лоток,nivaataq
431,Gabel::N,ви́лка,qilluaq
432,Gabel::N,ви́лка,ajassaatit
433,Löffel::N,савала,alussaat
434,Messer::N,кӹзӹ,savik
435,Nagel::N,пыда,kukik
436,Netz::N,вӓпш,anguffaseq
437,Haken::N,крӱк,nissik
438,Haken::N,крӱк,qarsorsaq
439,Haken::N,крӱк,qarsorsartoq
440,Haken::N,кагак,nissik
441,Haken::N,кагак,qarsorsaq
442,Haken::N,кагак,qarsorsartoq
443,Griff::N,кычем,ipi
444,Schloss::N,замок,illussaarsuaq
445,Schloss::N,сыравач,illussaarsuaq
446,Bild::N,картин,assiliaq
447,Figur::N,кӓн,kisitsit
448,Puppe::N,поханя,inuusaq
449,Beutel::N,мешӓк,
450,Bündel::N,топ,qilertaq
451,Bündel::N,пидӹш,qilertaq
452,Bündel::N,кӹлдӹш,qilertaq
453,Tasche::N,сумкы,pooqattaq
454,Eimer::N,ведӹрӓ,
455,Deckel::N,комдыш,matu
456,Geschirr::N,ӓтӹ,anut
457,Sack::N,мешӓк,
458,Tasse::N,цӓшкӓ,tiitorfik
459,Tasse::N,цӓшкӓ,tiitorfiup ilorlia
460,Topf::N,ми́ска,qoqqoq
461,Kessel::N,пад,uunnaavik
462,Essen::N,качкыш,igaaq
463,Essen::N,качкыш-йӱш,igaaq
464,Nahrung::N,качкыш,neqissaq
465,Nahrung::N,качкыш-йӱш,neqissaq
466,Speise::N,няня,nerisassat
467,Fleisch::N,пай,neqi
468,Getreide::N,киндӹ,maannineq
469,Brei::N,шӹрӓш,
470,Brot::N,сыкыр,iffit
471,Brot::N,сыкыр,iffiaq
472,Scheibe::N,ламыт,igalaassiaq
473,Scheibe::N,лаштык,igalaassiaq
474,Fett::N,кая,tarnutissaq
475,Fett::N,кая,tarnutissiaq
476,Butter::N,ӱ,punneq
477,Öl::N,ӱ,uulia
478,Salz::N,санзал,taratsut
479,Suppe::N,лем,qajoq
480,Honig::N,мӱ,tungusunnitsuut
481,Milch::N,шӹшер,immuk
482,Tee::N,чӓй,tii
483,Tee::N,чӓй,teeq
484,Leder::N,шарга,
485,Leder::N,кавашты,
486,Wolle::N,миж,nuersagassiaq
487,Stoff::N,матер,milliaq
488,Stoff::N,матер,qarlissiaq
489,Stoff::N,матери,milliaq
490,Stoff::N,матери,qarlissiaq
491,Nadel::N,им,meqqut
492,Faden::N,шӹртӹ,ujalussiaq
493,Knopf::N,полдыш,attat
494,Knoten::N,пӱкшем,akeroq
495,Knoten::N,пӱкшем,qilerneq
496,Farbe::N,чиӓ,qalipaat
497,Farbe::N,крӓскӓ,qalipaat
498,Kleidung::N,выргем,atisat
499,Kleidung::N,выргем,annoraaq
500,Hemd::N,тыгыр,ilupaaq
501,Kragen::N,шӱ,qungasiinnaq
502,Ärmel::N,шокш,aaq
503,Hose::N,ялаш,qarliit
504,Gürtel::N,ӹштӹ,qiterut
505,Gürtel::N,ӹштӹ,unngersaq
506,Mütze::N,упш,nasaq
507,Schuh::N,ту́фльы,skuu
508,Schuh::N,ту́фльы,ikernuk
509,Schuh::N,ту́фльы,ateraasaq
510,Stiefel::N,кем,kamik
511,Ring::N,шӓргӓш,assammiu
512,Band::N,лемтӓ,qilerutissiaq
513,Kamm::N,шерге,illaagutit
514,Kamm::N,шерге,illaajaatit pl.
515,Spiegel::N,тӹгӹр,tarrarsuut
516,Riemen::N,прӓжӓ,allunaaq
517,Schnur::N,кӓндӹра,kujaaq
518,Schnur::N,кӓндӹра,allunaasaq
519,Leine::N,керем,aleq
520,Decke::N,одеял,qipik
521,Kissen::N,кӹпцӹк,akit
522,Tuch::N,савыц,qarlissiaq
523,Handtuch::N,шӹргӹсавыц,allarut
524,Handtuch::N,шӹргӹсавыц,allarterut
525,Handtuch::N,шӹргӹмсавыц,allarut
526,Handtuch::N,шӹргӹмсавыц,allarterut
527,Kraft::N,ви,pissak
528,Stärke::N,ви,qerattarsaat
529,Gesundheit::N,шу,peqqisusseq
530,Gesundheit::N,шулык,peqqisusseq
531,Krankheit::N,мыж,nappaat
532,Schmerz::N,карштыш,anniaat
533,Wunde::N,шушыр,iki
534,Fieber::N,ӱштӹмыж,nappaat qanimanartoq
535,Arznei::N,лекӓрцӹ,imigassaq
536,Brücke::N,кӹвер,ikaartarfik
537,Brunnen::N,вӹдсӹнзӓ,tissaluttuliaq
538,Weide::N,ныр,masarsuk
539,Pfad::N,ялгорны,aqqut
540,Weg::N,корны,aggerfik
541,Straße::N,корны,aqqusineq
542,Dorf::N,сола,nunaqarfik
543,Stadt::N,города,illorpaat
544,Stadt::N,города,illorpalik
545,Brief::N,сирмӓш,allagarsiaq
546,Buch::N,книгӓ,atuakkat
547,Buch::N,книгӓ,mappersagaq
548,Buchstabe::N,буква́,naqinneq
549,Zeitung::N,газет,aviisi
550,Zeitung::N,кайзет,aviisi
551,Leben::N,житя,inuussuseq
552,Tod::N,смöрт,toqu
553,Tod::N,смöрт,toquneq
554,Grab::N,шӹгер,iliveq
555,Grab::N,шӹгер,illissat
556,Grab::N,мыгилӓ,iliveq
557,Grab::N,мыгилӓ,illissat
558,Grab::N,шӹгерлӓ,iliveq
559,Grab::N,шӹгерлӓ,illissat
560,Kirche::N,церкӹ,oqaluffik
561,Sünde::N,сулык,ajorti
562,Gott::N,йымы,
563,Arbeiter::N,пӓшӓзӹ,sulisoq
564,Chef::N,вуй,ittoqut
565,Meister::N,мастар,naalagaq
566,Arzt::N,доктор,katsorsaasoq
567,Lehrer::N,тымдышы,ilinniartitsisoq
568,Geld::N,окса,aningaasat
569,Geschäft::N,торге́йӹмӓш,niuertarfik
570,Laden::N,лапка,niuertarfik
571,Laden::N,магазин,niuertarfik
572,Preis::N,ӓк,aki
573,Ware::N,товар,qaliata pii
574,Ware::N,товар,nioqqutissaq
575,Nutzen::N,пайда,iluaqut
576,Reichtum::N,перке,
577,Welt::N,сӓндӓлӹк,nunarsuaq
578,Welt::N,свет,nunarsuaq
579,Land::N,сӓндӓлӹк,nuna
580,Staat::N,кугижӓншӹ,
581,König::N,король,kunngi
582,Macht::N,власть,pissaassuseq
583,Grenze::N,пӹсмӓн,killik
584,Krieg::N,вырсы,sorsunneq
585,Feind::N,тышман,akeraq
586,Feind::N,тышман,akerartorti
587,Feind::N,тышман,qinngarsuisoq
588,Gewalt::N,ви,
589,Kampf::N,кредӓлмӓш,sorsunneq
590,Bogen[Waffe]::N,янгеж,
591,Pfeil::N,пикш,qalugiusaq
592,Gewehr::N,пичӓл,aallaat
593,Fehler::N,самынь,kukkuneq
594,Fehler::N,самынь,paarlaappaa
595,Lüge::N,шая,
596,Schaden::N,вре́дӓ,
597,Unglück::N,пёда,perluut
598,Unglück::N,тымаша,perluut
599,Schuld::N,вуйнамат,akiitsugaq
600,Schuld::N,вуйнамат,akiligassaq
601,Alter::N,иӓш,utoqqaq
602,Alter::N,игечӹ,utoqqaq
603,Schluss::N,пӹтӓртӹш,isu
604,Zeit::N,веремӓ,ulloq
605,Zeit::N,веремӓ,akuttoqatigiinneq
606,Tag::N,кечӹ,ulloq
607,Morgen::N,ир,ullaaq
608,Morgen::N,ирок,ullaaq
609,Mittag::N,кечӹвӓл,ulloqeqqa
610,Abend::N,вады,unnuk
611,Nacht::N,йыд,unnuaq
612,Woche::N,ӓрня,sapaatip akunnera
613,Monat::N,тӹ́лзӹ,qaammat
614,Jahr::N,год,ukioq
615,Frühling::N,шошым,upernaaq
616,Sommer::N,кӓнгӹж,aasaq
617,Herbst::N,шӹжӹ,ukiaq
618,Winter::N,тел,ukioq
619,Winter::N,телӹ,ukioq
620,Januar::N,январ,siulleeq
621,Januar::N,январ,qaammaliaq
622,Januar::N,январь,siulleeq
623,Januar::N,январь,qaammaliaq
624,Februar::N,февраль,aarlaat
625,März::N,март,marsi
626,März::N,март,martsi
627,April::N,апрель,
628,Mai::N,май,maaji
629,Juni::N,июнь,juuni
630,Juli::N,июль,juuli
631,August::N,август,aggusti
632,September::N,сентябрь,septembari
633,Oktober::N,октябрь,oktobari
634,November::N,ноябрь,novembari
635,Dezember::N,декавыр,detsembari
636,Montag::N,шачмы,ataasinngortoq
637,Dienstag::N,кышкыжмы,marlunngorneq
638,Mittwoch::N,вӹрчегӹ,pingasunngorneq
639,Donnerstag::N,изӓрня,sisamanngorneq
640,Freitag::N,когарня,tallimanngorneq
641,Samstag::N,кукшыгечӹ,arfininngorneq
642,Sonntag::N,рушӓрня,sapaat
643,Sonntag::N,рушӓрня,sapaati
644,groß::A,кого,angivoq
645,klein::A,изи,mikivoq
646,lang::A,кужы,takisooq
647,kurz::A,кӹтӹк,naatsoq
648,breit::A,кымда,silippoq
649,schmal::A,ӓнгӹсӹр,amitsoq
650,dicht::A,шӹре,torsusooq
651,dick[Gegenstand]::A,кӹжгӹ,issuvoq
652,dick[Gegenstand]::A,кӹжгӹ,issusooq
653,dünn::A,вӹцкӹж,amitsoq
654,fein::A,пыльга,mamarpoq
655,fest::A,цаткыды,tangeqarpoq
656,flach::A,тӓлякӓ,nalimmappoq
657,glatt::A,ягылгы,quasak
658,hart::A,пингӹдӹ,mattusooq
659,hart::A,пингӹдӹ,manngerpoq
660,hart::A,пингӹдӹ,titeqquluppoq
661,weich::A,пышкыды,nerumaarpoq
662,rund::A,тӹртӹш,ammallorippoq
663,spitz::A,кашар,qummukujooq
664,scharf::A,кашар,ipippoq
665,stumpf::A,нӹшкӹ,anngerpoq
666,schwer::A,нелӹ,oqimaappoq
667,schön::A,цевер,kusanarpoq
668,schön::A,олмыдшы,kusanarpoq
669,heiß::A,шокшы,kiappoq
670,warm::A,шокшы,oqorpoq
671,kalt::A,ӱштӹ,issippoq
672,kühl::A,юалгы,pueqqortippoq
673,kühl::A,йонгата,pueqqortippoq
674,frisch::A,йонгата,
675,feucht::A,ӹлӹкшӹ,isugutavoq
676,feucht::A,ӹлӹкшӹ,qaasernarpoq
677,feucht::A,вӹдӹжгӹ,isugutavoq
678,feucht::A,вӹдӹжгӹ,qaasernarpoq
679,nass::A,начкы,imerorpoq
680,trocken::A,кукшы,panerpoq
681,voll::A,темшӹ,ulikkaarpoq
682,voll::A,темыман,ulikkaarpoq
683,leer::A,йӓрӓ,imaattuarpoq
684,offen::A,виш,ammavoq
685,geschlossen::A,чӱчмӹ,matuvoq
686,geschlossen::A,тӹкӹлӓлтшӹ,matuvoq
687,sauber::A,ире,eqqippoq
688,sauber::A,ире,sukuluippoq
689,sauber::A,ире,ipeqanngilaq
690,schmutzig::A,шоран,tapappoq
691,schmutzig::A,шоран,minguppoq
692,schmutzig::A,лявӹрӓн,tapappoq
693,schmutzig::A,лявӹрӓн,minguppoq
694,schmutzig::A,шорангшы,tapappoq
695,schmutzig::A,шорангшы,minguppoq
