,Concept_ID,ca,en
78,Boden::N,sòl,ground
79,Erde::N,terra,earth
80,Staub::N,pols,dust
81,Rauch::N,fum,smoke
82,Funke::N,guspira,spark
83,Funke::N,centella,spark
84,Feuer::N,foc,fire
85,Licht::N,llum,light
86,Schatten::N,ombra,shadow
87,Wetter::N,temps,weather
88,Nebel::N,boira,fog
89,Wolke::N,núvol,cloud
90,Regen::N,pluja,rain
91,Schnee::N,neu,snow
92,Eis::N,gel,ice
93,Eis::N,glaç,ice
94,Frost::N,glaçada,frost
95,Kälte::N,fred,chill
96,Hitze::N,calor,heat
97,Raureif::N,gebre,hoarfrost
98,Regenbogen::N,arc iris,rainbow
99,Donner::N,tro,thunder
100,Strömung::N,corrent,current
101,Tropfen::N,gota,drop
102,Schaum::N,escuma,foam
103,Schmutz::N,brutícia,dirt
104,See::N,llac,lake
105,Sumpf::N,pantà,swamp
106,Moor::N,pantà,moor
107,Wiese::N,prat,meadow
108,Wiese::N,prada,meadow
109,Wald::N,bosc,forest
110,Hügel::N,puig,hill
111,Hügel::N,pujol,hill
112,Anhöhe::N,turó,elevation
113,Berg::N,muntanya,mountain
114,Gipfel::N,cim,summit
115,Höhle::N,cova,cave
116,Abhang::N,coster,slope
117,Quelle::N,font,source
118,Bach::N,riera,brook
119,Fluss::N,riu,river
120,Ufer::N,riba,shore
121,Küste::N,costa,coast
122,Festland::N,terra ferma,land
123,Meer::N,mar,sea
124,Bucht::N,cala,cove
125,Bucht::N,badia,cove
126,Insel::N,illa,island
127,Blume::N,flor,flower
128,Gras::N,herba,grass
129,Wurzel::N,rel,root
130,Wurzel::N,arrel,root
131,Baum::N,arbre,tree
132,Stamm::N,tronc,trunk
133,Rinde::N,escorça,bark
134,Ast::N,branca,limb
135,Zweig::N,ram,branch
136,Blatt::N,fulla,leaf
137,Birke::N,bedoll,birch
138,Kiefer[Baum]::N,pi,pine
139,Weide[Baum]::N,salze,willow
140,Tanne::N,avet,fir
141,Horn::N,corn,horn
142,Horn::N,banya,horn
143,Feder::N,ploma,feather
144,Fell::N,pell,fur
145,Flügel::N,ala,wing
146,Klaue::N,urpa,claw
147,Kralle::N,grapa,claw
148,Schwanz::N,cua,tail
149,Ei::N,ou,egg
150,Nest::N,niu,nest
151,Bau::N,cau,lair
152,Tier::N,animāl,animal
153,Herde::N,ramat,flock
154,Kuh::N,vaca,cow
155,Bulle::N,toro,bull
156,Pferd::N,cavāll,horse
157,Schaf::N,be,sheep
158,Schaf::N,ovella,sheep
159,Schwein::N,bacó,pig
160,Hund::N,ca,dog
161,Hund::N,gos,dog
162,Katze::N,gat,cat
163,Bär::N,ós,bear
164,Eichhörnchen::N,esquirol,squirrel
165,Elch::N,ant,elk
166,Fuchs::N,guilla,fox
167,Hase::N,llebre,hare
168,Maus::N,ratolí,mouse
169,Wolf::N,llop,wolf
170,Vogel::N,au,bird
171,Vogel::N,ocēll,bird
172,Schwarm::N,bandada,swarm
173,Huhn::N,gallina,chicken
174,Hahn::N,gall,cock
175,Gans::N,oca,goose
176,Adler::N,àguila,eagle
177,Ente::N,ànec,duck
178,Eule::N,òliba,owl
179,Eule::N,mussol,owl
180,Kranich::N,grua,crane
181,Krähe::N,cornella,crow
182,Kuckuck::N,cucut,cuckoo
183,Schwan::N,cigne,swan
184,Fisch::N,peix,fish
185,Barsch::N,perca,perch
186,Hecht::N,lluç,pike
187,Schlange[Tier]::N,serp,snake
188,Wurm::N,cuc,worm
189,Spinne::N,aranya,spider
190,Ameise::N,formiga,ant
191,Laus::N,poll,louse
192,Mücke::N,mosquit,midge
193,Fliege::N,mosca,fly
194,Schmetterling::N,papallona,butterfly
195,Beere::N,baia,berry
196,Apfel::N,poma,apple
197,Pilz::N,bolet,mushroom
198,Zwiebel::N,ceba,onion
199,Saat::N,sembra,seed
200,Korn::N,gra,grain
201,Heu::N,fenc,hay
202,Schale::N,closca,husk
203,Grube::N,sot,pit
204,Grube::N,clot,pit
205,Falle::N,trampa,trap
206,Schlinge::N,baga,noose
207,Spur::N,traça,track
208,Asche::N,cendra,ashes
209,Dreck::N,llot,filth
210,Eisen::N,ferro,iron
211,Gold::N,or,gold
212,Silber::N,plata,silver
213,Kohle::N,carbó,coal
214,Glas::N,vidre,glass
215,Lehm::N,fang,clay
216,Lehm::N,argila,clay
217,Sand::N,arena,sand
218,Mensch::N,humà,human
219,Mensch::N,persona,human
220,Mann::N,home,man
221,Frau::N,dona,woman
222,Kind::N,nen,child
223,Junge::N,noi,boy
224,Mädchen::N,noia,girl
225,Familie::N,família,family
226,Großvater::N,avi,grandfather
227,Großmutter::N,àvia,grandmother
228,Eltern::N,pares,parents
229,Vater::N,pare,father
230,Mutter::N,mare,mother
231,Sohn::N,fill,son
232,Tochter::N,filla,daughter
233,Bruder::N,germà,brother
234,Schwester::N,germana,sister
235,Onkel::N,oncle,uncle
236,Tante::N,tia,aunt
237,Ehemann::N,espòs,husband
238,Ehefrau::N,muller,wife
239,Freude::N,goig,joy
240,Freude::N,alegria,joy
241,Gelächter::N,riallada,laughter
242,Glück::N,felicitat,happiness
243,Kummer::N,pena,grief
244,Wunsch::N,desig,wish
245,Lust::N,ganes,desire
246,Geist::N,ment,spirit
247,Geist::N,esperit,spirit
248,Gedanke::N,pensament,thought
249,Gedächtnis::N,memòria,memory
250,Verstand::N,raó,mind
251,Verstand::N,seny,mind
252,Sinn::N,solta,meaning
253,Sinn::N,sentit,meaning
254,Grund::N,raó,reason
255,Grund::N,causa,reason
256,Wahrheit::N,veritāt,truth
257,Gespräch::N,conversa,talk
258,Märchen::N,conte,fairy tale
259,Erzählung::N,narració,story
260,Nachricht::N,missatge,message
261,Neuigkeit::N,novetat,news
262,Name::N,nom,name
263,Rätsel::N,endevinalla,puzzle
264,Rede::N,discurs,speech
265,Sprache::N,llēngua,language
266,Stimme::N,veu,voice
267,Wort::N,mot,word
268,Wort::N,paraula,word
269,Zeichen::N,signe,sign
270,Zeichen::N,senyal,sign
271,Ruf::N,crida,call
272,Lärm::N,sorōll,noise
273,Laut::N,so,sound
274,Ton::N,to,tone
275,Lied::N,cançó,song
276,Ruhe::N,calma,calm
277,Ruhe::N,silenci,calm
278,Leute::N,gent,people
279,Volk::N,poble,nation
280,Arbeit::N,labor,work
281,Arbeit::N,treball,work
282,Gast::N,hoste,guest
283,Geschenk::N,regal,gift
284,Geschenk::N,obsequi,gift
285,Spiel::N,joc,game
286,Gesellschaft::N,companyia,company
287,Hilfe::N,ajut,help
288,Freund::N,amīc,friend
289,Kamerad::N,company,companion
290,Kamerad::N,camarada,companion
291,Angelegenheit::N,afer,matter
292,Angelegenheit::N,assumpte,matter
293,Anzahl::N,nombre,count
294,Anzahl::N,quantitat,count
295,Art::N,tipus,sort
296,Art::N,classe,sort
297,Stück::N,peça,piece
298,Teil::N,part,part
299,Hälfte::N,meitat,half
300,Kreis::N,cercle,circle
301,Kreuz::N,creu,cross
302,Linie::N,línia,line
303,Strich::N,traç,stroke
304,Strich::N,ratlla,stroke
305,Abstand::N,distància,gap
306,Entfernung::N,distància,distance
307,Gegend::N,regió,area
308,Gegend::N,contrada,area
309,Platz::N,cabuda,space
310,Ort::N,lloc,place
311,Seite::N,banda,side
312,Seite::N,costāt,side
313,Mitte::N,mig,middle
314,Mitte::N,centre,middle
315,Gegenstand::N,objecte,item
316,Sache::N,cosa,thing
317,Rand::N,vora,fringe
318,Rand::N,marge,fringe
319,Kante::N,caire,edge
320,Kante::N,cantell,edge
321,Ecke::N,cantonada,corner
322,Spitze::N,punta,tip
323,Ende::N,cap,end
324,Loch::N,forāt,hole
325,Winkel::N,racó,angle
326,Muster::N,dibuix,pattern
327,Muster::N,disseny,pattern
328,Größe::N,grandària,size
329,Länge::N,longitud,length
330,Höhe::N,altura,height
331,Höhe::N,altitud,height
332,Gewicht::N,pes,weight
333,Menge::N,quantitat,amount
334,Haufen::N,pila,heap
335,Reihe::N,fila,row
336,Boot::N,bot,boat
337,Boot::N,barca,boat
338,Ruder::N,rem,oar
339,Schlitten::N,trineu,sleigh
340,Ski::N,esquí,ski
341,Lagerfeuer::N,foc de campament,campfire
342,Last::N,càrrega,load
343,Gang::N,marxa,walk
344,Schritt::N,pas,step
345,Norden::N,nord,north
346,Süden::N,sud,south
347,Westen::N,oest,west
348,Westen::N,occident,west
349,Osten::N,est,east
350,Osten::N,orient,east
351,Holz::N,fusta,wood
352,Brett::N,taula,board
353,Platte::N,placa,slab
354,Stütze::N,suport,bracket
355,Stange::N,vara,pole
356,Stock::N,pal,stick
357,Stab::N,bastó,staff
358,Rohr::N,tub,pipe
359,Haus::N,casa,house
360,Heim::N,llar,home
361,Ofen::N,estufa,stove
362,Fußboden::N,terra,floor
363,Tisch::N,taula,table
364,Stuhl::N,cadira,chair
365,Wiege::N,bressol,cradle
366,Bett::N,llit,bed
367,Regal::N,prestatgeria,shelf
368,Kiste::N,caixa,box
369,Fenster::N,finestra,window
370,Tür::N,porta,door
371,Tor::N,portal,gate
372,Zaun::N,tanca,fence
373,Dach::N,teulada,roof
374,Leiter::N,escala,ladder
375,Leiter::N,escala de mà,ladder
376,Besen::N,escombra,broom
377,Spaten::N,pala,spade
378,Schaufel::N,pala,shovel
379,Gabel::N,forquilla,fork
380,Löffel::N,cullera,spoon
381,Messer::N,coltell,knife
382,Nagel::N,clau,nail
383,Netz::N,filat,net
384,Haken::N,ganxo,hook
385,Griff::N,puny,handle
386,Griff::N,mànec,handle
387,Schloss::N,pany,lock
388,Bild::N,imatge,picture
389,Figur::N,figura,figure
390,Puppe::N,nina,doll
391,Beutel::N,bossa,pouch
392,Bündel::N,feix,bundle
393,Bündel::N,paquet,bundle
394,Tasche::N,bossa,bag
395,Eimer::N,galleda,bucket
396,Deckel::N,tapa,cover
397,Deckel::N,tapadora,cover
398,Geschirr::N,vaixella,dishes
399,Sack::N,sac,sack
400,Sack::N,saca,sack
401,Tasse::N,tassa,cup
402,Topf::N,pot,pot
403,Topf::N,olla,pot
404,Kessel::N,caldera,kettle
405,Essen::N,àpat,meal
406,Essen::N,menjada,meal
407,Nahrung::N,aliment,food
408,Speise::N,plat,dish
409,Fleisch::N,carn,meat
410,Getreide::N,cereals,corn
411,Brei::N,puré,mush
412,Brot::N,pa,bread
413,Scheibe::N,tall,slice
414,Scheibe::N,llesca,slice
415,Fett::N,greix,fat
416,Butter::N,mantega,butter
417,Öl::N,oli,oil
418,Salz::N,sal,salt
419,Suppe::N,sopa,soup
420,Honig::N,mel,honey
421,Milch::N,llet,milk
422,Tee::N,te,tea
423,Leder::N,cuir,leather
424,Wolle::N,llana,wool
425,Stoff::N,tela,cloth
426,Nadel::N,agulla,needle
427,Faden::N,fil,thread
428,Knopf::N,botó,button
429,Knoten::N,nus,knot
430,Farbe::N,pintura,paint
431,Kleidung::N,roba,clothes
432,Kleidung::N,vestits,clothes
433,Hemd::N,camisa,shirt
434,Kragen::N,coll,collar
435,Ärmel::N,màniga,sleeve
436,Hose::N,pantalōns,trousers
437,Gürtel::N,cinturó,belt
438,Mütze::N,gorra,cap
439,Schuh::N,sabata,shoe
440,Stiefel::N,bota,boot
441,Ring::N,anell,ring
442,Band::N,veta,ribbon
443,Band::N,cinta,ribbon
444,Kamm::N,pinta,comb
445,Spiegel::N,mirāll,mirror
446,Riemen::N,corretja,strap
447,Schnur::N,corda,string
448,Leine::N,corretja,leash
449,Decke::N,manta,blanket
450,Decke::N,flassada,blanket
451,Kissen::N,coixí,pillow
452,Tuch::N,mocador,scarf
453,Handtuch::N,tovallola,towel
454,Kraft::N,força,force
455,Stärke::N,vigor,strength
456,Gesundheit::N,salut,health
457,Krankheit::N,malaltia,illness
458,Schmerz::N,dolor,pain
459,Wunde::N,ferida,wound
460,Fieber::N,febre,fever
461,Arznei::N,medicament,medicine
462,Brücke::N,pont,bridge
463,Brunnen::N,pou,well
464,Weide::N,pastura,pasture
465,Pfad::N,senda,path
466,Pfad::N,sender,path
467,Weg::N,camí,way
468,Straße::N,carretera,road
469,Dorf::N,poble,village
470,Stadt::N,ciutāt,town
471,Brief::N,carta,letter
472,Buch::N,llibre,book
473,Buchstabe::N,lletra,character
474,Zeitung::N,diāri,newspaper
475,Leben::N,vida,life
476,Tod::N,mort,death
477,Grab::N,tomba,grave
478,Kirche::N,església,church
479,Sünde::N,pecat,sin
480,Gott::N,déu,god
481,Arbeiter::N,obrer,worker
482,Chef::N,cap,boss
483,Meister::N,mestre,master
484,Arzt::N,metge,doctor
485,Lehrer::N,mestre,teacher
486,Geld::N,dinērs,money
487,Geschäft::N,negoci,business
488,Laden::N,tenda,shop
489,Laden::N,botiga,shop
490,Preis::N,preu,price
491,Ware::N,mercaderia,ware
492,Nutzen::N,profit,profit
493,Reichtum::N,riquesa,wealth
494,Welt::N,món,world
495,Land::N,país,country
496,Staat::N,estat,state
497,König::N,rei,king
498,Macht::N,poder,power
499,Macht::N,potència,power
500,Grenze::N,frontera,border
501,Krieg::N,guerra,war
502,Feind::N,enemic,enemy
503,Gewalt::N,violència,violence
504,Kampf::N,lluita,fight
505,Bogen[Waffe]::N,arc,bow
506,Pfeil::N,fletxa,arrow
507,Gewehr::N,fusell,gun
508,Gewehr::N,escopeta,gun
509,Fehler::N,falta,mistake
510,Lüge::N,mentida,lie
511,Schaden::N,dany,damage
512,Unglück::N,desgràcia,misfortune
513,Schuld::N,culpa,fault
514,Alter::N,edat,age
515,Schluss::N,fi,conclusion
516,Schluss::N,final,conclusion
517,Zeit::N,temps,time
518,Tag::N,dia,day
519,Morgen::N,matí,morning
520,Mittag::N,migdia,noon
521,Abend::N,vespre,evening
522,Nacht::N,nit,night
523,Woche::N,setmana,week
524,Monat::N,mes,month
525,Jahr::N,any,year
526,Frühling::N,primavera,spring
527,Sommer::N,estīu,summer
528,Herbst::N,tardor,autumn
529,Winter::N,hivērn,winter
530,Januar::N,gener,January
531,Februar::N,febrer,February
532,März::N,març,March
533,April::N,abril,April
534,Mai::N,maig,May
535,Juni::N,juny,June
536,Juli::N,juliol,July
537,August::N,agost,August
538,September::N,setembre,September
539,Oktober::N,octubre,October
540,November::N,novembre,November
541,Dezember::N,desembre,December
542,Montag::N,dilluns,Monday
543,Dienstag::N,dimarts,Tuesday
544,Mittwoch::N,dimecres,Wednesday
545,Donnerstag::N,dijous,Thursday
546,Freitag::N,divendres,Friday
547,Samstag::N,dissabte,Saturday
548,Sonntag::N,diumenge,Sunday
549,groß::A,gros,big
550,klein::A,petīt,little
551,lang::A,llarg,long
552,kurz::A,curt,short
553,breit::A,ample,wide
554,schmal::A,estret,narrow
555,dicht::A,dens,dense
556,dick[Gegenstand]::A,gruixūt,thick
557,dünn::A,prim,thin
558,fein::A,fi,delicate
559,fest::A,ferm,firm
560,fest::A,sòlid,firm
561,flach::A,pla,flat
562,glatt::A,llis,smooth
563,hart::A,dur,hard
564,weich::A,tou,soft
565,rund::A,rodó,round
566,spitz::A,punxegut,pointed
567,scharf::A,agut,sharp
568,stumpf::A,rom,blunt
569,stumpf::A,esmussat,blunt
570,schwer::A,pesāt,heavy
571,schön::A,bonīc,beautiful
572,heiß::A,calēnt,hot
573,warm::A,càlid,warm
574,kalt::A,fred,cold
575,kühl::A,fresc,cool
576,frisch::A,fresc,fresh
577,feucht::A,humit,damp
578,nass::A,mullat,wet
579,trocken::A,sec,dry
580,voll::A,ple,full
581,leer::A,buit,empty
582,offen::A,obert,open
583,geschlossen::A,tancat,closed
584,sauber::A,net,clean
585,schmutzig::A,brut,dirty
586,roh::A,cru,raw
587,reif::A,madur,ripe
588,lecker::A,deliciós,delicious
589,süß::A,dolç,sweet
590,bitter::A,amarg,bitter
591,sauer::A,agre,sour
592,hell::A,clar,bright
593,dunkel::A,fosc,dark
594,schwarz::A,negre,black
595,weiß::A,blanc,white
596,rot::A,vermēll,red
597,gelb::A,groc,yellow
598,blau::A,blau,blue
599,grün::A,verd,green
600,grau::A,gris,grey
601,bunt::A,multicolor,colourful
602,bunt::A,multicolor,colorful
603,billig::A,barat,cheap
604,teuer::A,car,dear
605,wertvoll::A,preciós,precious
606,blind::A,cec,blind
607,taub::A,sord,deaf
608,kräftig::A,fort,powerful
609,kräftig::A,vigorós,powerful
610,stark::A,fort,strong
611,schwach::A,feble,weak
612,fett::A,gras,fat
613,schlank::A,esvelt,slim
614,hübsch::A,maco,pretty
615,böse::A,dolent,evil
616,dumm::A,ximple,stupid
617,dumm::A,estúpid,stupid
618,faul::A,gandūl,lazy
619,faul::A,mandrós,lazy
620,fleißig::A,diligēnt,diligent
621,geizig::A,avar,stingy
622,klug::A,intel·ligent,clever
623,geschickt::A,hàbil,skilful
624,geschickt::A,hàbil,skillful
625,lieb::A,amat,dear
626,lieb::A,estimat,dear
627,lustig::A,alegre,merry
628,sanft::A,suau,gentle
629,hungrig::A,afamat,hungry
630,krank::A,malālt,sick
631,nackt::A,nu,naked
632,traurig::A,trist,sad
633,lebendig::A,viu,living
634,gut::A,bo,good
635,schlecht::A,dolēnt,bad
636,richtig::A,just,correct
637,richtig::A,correcte,correct
638,schlimm::A,greu,nasty
639,wahr::A,vertader,true
640,wahr::A,veritable,true
641,alt::A,vell,old
642,neu::A,nou,new
643,ehemalig::A,antic,former
644,alt[Lebewesen]::A,vell,aged
645,jung::A,jove,young
646,arm::A,pobre,poor
647,reich::A,ric,rich
648,bekannt::A,conegut,familiar
649,berühmt::A,famós,famous
650,fremd::A,estrany,foreign
651,verschieden::A,diferent,different
652,nah::A,pròxim,near
653,fern::A,llunyà,far
654,fern::A,distant,far
655,linker::A,esquerre,left
656,rechter::A,dret,right
657,anderer::A,altre,other
658,erster::A,primer,first
659,zweiter::A,segon,second
660,dritter::A,tercer,third
661,letzter::A,últim,last
662,allein::ADV,sol,alone
663,auf einmal::ADV,d'una vegada,at once
664,zusammen::ADV,junt,together
665,lange::ADV,molt de temps,long
666,plötzlich::ADV,de cop,suddenly
667,plötzlich::ADV,de sobte,suddenly
668,sofort::ADV,de seguida,instantly
669,später::ADV,més tard,later
670,jetzt::ADV,ara,now
671,heute::ADV,avūi,today
672,morgen::ADV,demà,tomorrow
673,bald::ADV,aviāt,soon
674,dann::ADV,després,then
675,gestern::ADV,ahir,yesterday
676,einst::ADV,anteriorment,once
677,damals::ADV,llavōrs,at that time
678,damals::ADV,aleshores,at that time
679,danach::ADV,després,afterwards
680,vorher::ADV,abāns,before
681,zuerst::ADV,primer,at first
682,einmal::ADV,una vegada,once
683,manchmal::ADV,de vegades,sometimes
684,oft::ADV,sovint,often
685,immer::ADV,sempre,always
686,niemals::ADV,no ... mai,never
687,hier::ADV,aquí,here
688,hierhin::ADV,per aquí,hither
689,hierhin::ADV,per aquí,to here
690,hierhin::ADV,per aquí,here
691,von hier::ADV,des d'aquí,hence
692,dort::ADV,allí,there
693,dorthin::ADV,hi,thither
694,dorthin::ADV,hi,there
695,dorthin::ADV,hi,to there
696,geradeaus::ADV,tot dret,ahead
697,vorwärts::ADV,endavānt,forward
698,rückwärts::ADV,endarrera,backward
699,zurück::ADV,darrere,back
700,unten::ADV,a baix,below
701,hinab::ADV,cap avall,down
702,oben::ADV,dalt,above
703,hinauf::ADV,cap amunt,up
704,überall::ADV,pertot,everywhere
705,überall::ADV,per tot arreu,everywhere
706,nicht::ADV,no,not
707,ein wenig::ADV,una mica,a little
708,kaum::ADV,a penes,hardly
709,sehr::ADV,molt,very
710,so::ADV,així,so
711,noch::ADV,encara,still
712,nur::ADV,només,only
713,schon::ADV,ja,already
714,wieder::ADV,de nou,again
715,vergebens::ADV,en va,in vain
716,vor::PRP,davānt,in front of
717,vor::PRP,enfront de,in front of
718,hinter::PRP,darrera,behind
719,unter::PRP,sota,under
720,durch::PRP,per,through
721,neben::PRP,al costāt de,next to
722,zwischen::PRP,entre,between
723,wegen::PRP,a causa de,because of
724,dies::PRN,aquest,this
725,das::PRN,això,that
726,alles::PRN,tot,everything
727,ich::PRN,jo,I
728,du::PRN,tu,you
729,du::PRN,tu,thou
730,er::PRN,ell,he
731,wir::PRN,nosaltres,we
732,ihr::PRN,vosaltres,you
733,sie::PRN,ells,they
734,sie::PRN,elles,they
735,was::FPRN,què,what
736,wer::FPRN,qui,who
737,wo::FADV,on,where
738,wohin::FADV,cap a on,where ... to
739,wohin::FADV,cap a on,where to
740,wohin::FADV,cap a on,where
741,wie::FADV,com,how
742,warum::FADV,per què,why
743,wieviel::FNUM,quant,how much
744,eins::NUM,u,one
745,zwei::NUM,dos,two
746,drei::NUM,tres,three
747,vier::NUM,quatre,four
748,fünf::NUM,cinc,five
749,sechs::NUM,sis,six
750,sieben::NUM,set,seven
751,acht::NUM,vuit,eight
752,neun::NUM,nou,nine
753,zehn::NUM,deu,ten
754,elf::NUM,onze,eleven
755,zwölf::NUM,dotze,twelve
756,zwanzig::NUM,vint,twenty
757,dreißig::NUM,trenta,thirty
758,vierzig::NUM,quaranta,forty
759,fünfzig::NUM,cinquanta,fifty
760,sechzig::NUM,seixanta,sixty
761,siebzig::NUM,setanta,seventy
762,achtzig::NUM,vuitanta,eighty
763,neunzig::NUM,noranta,ninety
764,hundert::NUM,cent,a hundred
765,tausend::NUM,mil,a thousand
766,und::CNJ,i,and
767,oder::CNJ,o,or
768,stehen::V,estar de peu,stand
769,sitzen::V,seure,sit
770,liegen::V,jeure,lie
771,hängen::V,penjar,hang
772,werden::V,fer-se,become
773,werden::V,posar-se,become
774,passieren::V,succeir,happen
775,beginnen::V,iniciar-se,begin
776,enden::V,acabar-se,end
777,enden::V,terminar-se,end
778,wechseln::V,canviar,change
779,aufgehen[Sonne]::V,sortir,rise
780,untergehen[Sonne]::V,posar-se,set
781,scheinen[Sonne]::V,brillar,shine
782,donnern::V,tronar,thunder
783,wehen::V,bufar,blow
784,strömen::V,afluir,stream
785,fließen::V,fluir,flow
786,sich drehen::V,girar,revolve
787,schwanken::V,vacil·lar,sway
788,schwingen::V,oscil·lar,swing
789,fallen::V,caure,fall
790,fallen::V,tombar,fall
791,brennen::V,cremar,burn
792,rauchen::V,fumejar,smoke
793,regnen::V,ploure,rain
794,gefrieren::V,gelar-se,freeze
795,tauen::V,fondre's,thaw
796,schmelzen::V,fondre's,melt
797,trocknen::V,assecar-se,dry
798,sieden::V,bullir,boil
799,faulen::V,podrir-se,rot
800,verfaulen::V,podrir-se,decay
801,reißen::V,trencar-se,snap
802,versinken::V,enfonsar-se,sink
803,vergehen::V,passar,pass
804,erscheinen::V,aparèixer,appear
805,verschwinden::V,desaparèixer,disappear
806,sinken::V,baixar,drop
807,sinken::V,descendir,drop
808,abnehmen::V,decréixer,decrease
809,zunehmen::V,augmentar,increase
810,steigen::V,pujar,rise
811,wachsen::V,créixer,grow
812,glänzen::V,brillar,shine
813,glänzen::V,resplendir,shine
814,funkeln::V,espurnejar,sparkle
815,lärmen::V,fer soroll,be noisy
816,läuten::V,sonar,chime
817,klingeln::V,trucar,ring
818,klirren::V,dringar,tinkle
819,brausen::V,rugir,roar
820,rauschen::V,murmurar,rustle
821,klingen::V,sonar,sound
822,bellen::V,lladrar,bark
823,heulen::V,udolar,howl
824,blasen::V,bufar,blow
825,pfeifen::V,xiular,whistle
826,schreien::V,cridar,shout
827,stöhnen::V,gemegar,groan
828,zittern::V,tremolar,tremble
829,leben::V,vīure,be alive
830,geboren werden::V,néixer,be born
831,atmen::V,respirar,breathe
832,trinken::V,beure,drink
833,essen::V,menjar,eat
834,schlucken::V,empassar-se,swallow
835,müde werden::V,cansar-se,get tired
836,einschlafen::V,adormir-se,fall asleep
837,schlafen::V,dormir,sleep
838,aufwachen::V,despertar-se,wake up
839,aufstehen::V,llevar-se,get up
840,sich erholen::V,descansar,relax
841,krank werden::V,posar-se malalt,fall ill
842,krank sein::V,estar malalt,be ill
843,schmerzen::V,doldre,ache
844,husten::V,tossir,cough
845,genesen::V,recuperar-se,recover
846,sterben::V,morir,die
847,umkommen::V,perir,perish
848,sich bewegen::V,moure's,move
849,sich rühren::V,moure's,budge
850,sich erheben::V,aixecar-se,stand up
851,sich setzen::V,asseure's,sit down
852,hinfallen::V,caure's,tumble
853,laufen::V,caminar,walk
854,schreiten::V,procedir,pace
855,spazierengehen::V,passejar,go for a walk
856,eilen::V,anar corrent,rush
857,sich beeilen::V,afanyar-se,hurry
858,sausen::V,córrer,dash
859,rennen::V,córrer,run
860,springen::V,saltar,jump
861,klettern::V,escalar,climb
862,schaukeln::V,gronxar-se,seesaw
863,schaukeln::V,balancejar-se,seesaw
864,kriechen::V,reptar,creep
865,kriechen::V,arrossegar-se,creep
866,schwimmen::V,nadar,swim
867,tauchen::V,bussejar,dive
868,tauchen::V,submergir-se,dive
869,rudern::V,remar,row
870,fahren::V,anar,drive
871,fliegen::V,volar,fly
872,gehen::V,caminar,go
873,weggehen::V,anar-se'n,go away
874,abfahren::V,partir,depart
875,anhalten::V,aturar-se,stop
876,hineingehen::V,entrar,go in
877,eintreten::V,entrar,enter
878,kommen::V,venir,come
879,ankommen::V,arribar,arrive
880,zurückkommen::V,tornar,come back
881,bleiben::V,quedar-se,stay
882,warten::V,esperar,wait
883,erwarten::V,esperar,wait for
884,suchen::V,buscar,seek
885,suchen::V,buscar,look for
886,finden::V,trobar,find
887,versuchen::V,intentar,try
888,vorbereiten::V,preparar,prepare
889,lieben::V,estimar,love
