,Concept_ID,ta,ro
83,Wetter::N,வானிலை,vreme
84,Nebel::N,பனிமூட்டம்,ceață
85,Nebel::N,பனிமூட்டம்,negură
86,Wolke::N,மேகம்,nor
87,Regen::N,மழை,ploaie
88,Schnee::N,உறைபனி,zăpadă
89,Eis::N,பனிக்கட்டி,gheață
90,Frost::N,உறைபனி,ger
91,Kälte::N,குளிர்ந்த,frig
92,Hitze::N,சூடு,arșiță
93,Hitze::N,சூடு,căldură
94,Raureif::N,உறைபனி வெண்திரை,chiciură
95,Regenbogen::N,வானவில்,curcubeu
96,Donner::N,இடி,tunet
97,Strömung::N,நீரோட்டம்,curent
98,Tropfen::N,துளி,picătură
99,Schaum::N,நுரை,spumă
100,Schmutz::N,அழுக்கு,murdărie
101,See::N,ஏரி,lac
102,Sumpf::N,சதுப்பு நிலம்,mlaștină
103,Moor::N,முட்புதற்காடு,bărăgan
104,Wiese::N,பசும் புல்தரை,fânaț
105,Wiese::N,பசும் புல்தரை,livadă
106,Wald::N,காடு,codru
107,Wald::N,காடு,pădure
108,Hügel::N,குன்று,deal
109,Hügel::N,குன்று,movilă
110,Anhöhe::N,பதுக்கை,deal
111,Anhöhe::N,பதுக்கை,ridicătură
112,Berg::N,மலை,munte
113,Gipfel::N,உச்சி மாநாடு,pisc
114,Höhle::N,குகை,peșteră
115,Abhang::N,சரிவு,pantă
116,Abhang::N,சரிவு,versant
117,Quelle::N,மூலம்,izvor
118,Bach::N,ஓடை,gârlă
119,Fluss::N,ஆறு,râu
120,Fluss::N,ஆறு,fluviu
121,Ufer::N,நீர்க்கரை,mal
122,Ufer::N,நீர்க்கரை,țărm
123,Küste::N,கடற்கரை,coastă
124,Festland::N,நிலம்,uscat
125,Meer::N,கடல்,mare
126,Bucht::N,சிறுகுடா,golf
127,Insel::N,தீவு,insulă
128,Blume::N,பூ,floare
129,Gras::N,புல்தரை,iarbă
130,Wurzel::N,வேர்,rădăcină
131,Baum::N,மரம்,copac
132,Baum::N,மரம்,arbore
133,Stamm::N,அடிமரம்,tulpină
134,Rinde::N,பட்டை,scoarță
135,Rinde::N,மரப்பட்டை,scoarță
136,Ast::N,கினை,cracă
137,Ast::N,கினை,creangă
138,Zweig::N,குச்சி,ramură
139,Zweig::N,குச்சி,creangă
140,Blatt::N,இலை,frunză
141,Birke::N,பிர்ச் மரம்,mesteacăn
142,Kiefer[Baum]::N,தேவதாரு மரம்,pin
143,Weide[Baum]::N,மர வகைகளுள் ஒன்று,salcie
144,Weide[Baum]::N,மர வகைகளுள் ஒன்று,răchită
145,Tanne::N,சாதிக்கய்,brad
146,Horn::N,கொம்பு,corn
147,Feder::N,இறகு,pană
148,Fell::N,மென்முடி,piele
149,Flügel::N,இறக்கை,aripă
150,Klaue::N,நகம்,gheară
151,Kralle::N,நகம்,labă
152,Kralle::N,நகம்,gheară
153,Schwanz::N,வால்,coadă
154,Ei::N,முட்டை,ou
155,Nest::N,கூடு,cuib
156,Bau::N,குகை,bârlog
157,Bau::N,குகை,vizuină
158,Tier::N,விலங்கு,animal
159,Herde::N,கூட்டம்,turmă
160,Herde::N,கூட்டம்,cireadă
161,Kuh::N,பசு,vacă
162,Bulle::N,காளை,taur
163,Pferd::N,குதிரை,cal
164,Schaf::N,செம்மறிஆடு,oaie
165,Schwein::N,பன்றி,porc
166,Hund::N,நாய்,câine
167,Katze::N,பூனை,pisică
168,Bär::N,கரடி,urs
169,Eichhörnchen::N,அணில்,veveriță
170,Elch::N,கடம்பை,elan
171,Fuchs::N,நரி,vulpe
172,Hase::N,முயல்,iepure
173,Maus::N,எலி,șoarece
174,Wolf::N,ஓநாய்,lup
175,Vogel::N,பறவை,pasăre
176,Schwarm::N,தொகுதி,cârd
177,Huhn::N,கோழிக்குஞசு,găină
178,Hahn::N,சேவல்,cocoș
179,Gans::N,பெண் வாத்து,gâscă
180,Adler::N,பருநது,vultur
181,Ente::N,வாத்து,rață
182,Eule::N,ஆந்தை,bufniță
183,Kranich::N,நாரை,cocor
184,Krähe::N,காகம்,cioară
185,Kuckuck::N,குயில்,cuc
186,Schwan::N,அன்னம்,lebădă
187,Fisch::N,மீன்,pește
188,Barsch::N,பேர்ச்,biban
189,Hecht::N,கோலாச்சி மீன்,știucă
190,Schlange[Tier]::N,பாம்பு,șarpe
191,Wurm::N,புழு,vierme
192,Spinne::N,சிலந்தி,păianjen
193,Ameise::N,எறும்பு,furnică
194,Laus::N,பேன்,păduche
195,Mücke::N,கொசுவினப்பூச்சி,țânțar
196,Fliege::N,ஈ,muscă
197,Schmetterling::N,வண்ணத்துப்பூச்சி,fluture
198,Beere::N,சதைப்பழம்,boabă
199,Apfel::N,ஆப்பிள பழம்,măr
200,Pilz::N,காளான்,burete
201,Pilz::N,காளான்,ciupercă
202,Zwiebel::N,வெங்காயம்,ceapă
203,Saat::N,விதை,semănătură
204,Korn::N,தானியம்,grâu
205,Heu::N,வைக்கோல்,fân
206,Schale::N,தோல்,coajă
207,Grube::N,குழி,groapă
208,Falle::N,பொறி,cursă
209,Falle::N,பொறி,capcană
210,Schlinge::N,கண்ணி,laț
211,Spur::N,சுவடு,dâră
212,Asche::N,சாம்பல்,cenușă
213,Dreck::N,அழுக்கு,noroi
214,Dreck::N,அழுக்கு,murdărie
215,Eisen::N,இரும்பு,fier
216,Gold::N,தங்கம்,aur
217,Silber::N,வெள்ளி,argint
218,Kohle::N,நிலக்கரி,cărbune
219,Glas::N,கண்ணாடி,sticlă
220,Lehm::N,களிமண்,lut
221,Lehm::N,களிமண்,humă
222,Sand::N,மணல்,nisip
223,Mensch::N,மனிதர்கள்,om
224,Mensch::N,மனிதர்கள்,persoană
225,Mann::N,மனிதன்,om
226,Mann::N,மனிதன்,bărbat
227,Frau::N,பெண்,femeie
228,Kind::N,குழந்தை,copil
229,Junge::N,பையன்,băiat
230,Junge::N,பையன்,flăcău
231,Mädchen::N,சிறுமி,fată
232,Familie::N,குடும்பம்,familie
233,Großvater::N,தாத்தா,bunic
234,Großvater::N,தாத்தா,tată mare
235,Großmutter::N,பாட்டி,bunică
236,Großmutter::N,பாட்டி,mamă mare
237,Eltern::N,பெற்றோர்,părinți
238,Vater::N,தந்தை,tată
239,Vater::N,தந்தை,părinte
240,Mutter::N,தாய்,mamă
241,Sohn::N,மகன்,fiu
242,Sohn::N,மகன்,fecior
243,Tochter::N,மகள்,fiică
244,Bruder::N,சகோதரன்,frate
245,Schwester::N,அக்கா,soră
246,Onkel::N,தாய் மாமன்,unchi
247,Tante::N,அத்தை,mătușă
248,Ehemann::N,கணவன்,soț
249,Ehemann::N,கணவன்,bărbat
250,Ehefrau::N,மனைவி,soție
251,Freude::N,கொண்டாட்டம்,bucurie
252,Gelächter::N,சிரிப்பு,râset
253,Glück::N,மகிழ்ச்சி,fericire
254,Kummer::N,துயரம்,mâhnire
255,Wunsch::N,விருப்பம்,dorință
256,Wunsch::N,விருப்பம்,deziderat
257,Lust::N,விருப்பம்,poftă
258,Lust::N,விருப்பம்,înclinare
259,Geist::N,ஆன்மா,duh
260,Geist::N,ஆன்மா,minte
261,Geist::N,ஆன்மா,suflet
262,Gedanke::N,எண்ணம்,gând
263,Gedanke::N,எண்ணம்,cuget
264,Gedächtnis::N,ஞாபகம்,memorie
265,Verstand::N,மனம்,minte
266,Verstand::N,மனம்,intelect
267,Sinn::N,அர்த்தம்,sens
268,Sinn::N,அர்த்தம்,înțeles
269,Grund::N,காரணம்,cauză
270,Grund::N,காரணம்,pricină
271,Wahrheit::N,உண்நை,adevăr
272,Gespräch::N,பெசு,convorbire
273,Gespräch::N,பெசு,conversație
274,Märchen::N,நம்பத்தகாத கதை,basm
275,Märchen::N,நம்பத்தகாத கதை,poveste
276,Erzählung::N,கதை,poveste
277,Nachricht::N,செய்தி,veste
278,Neuigkeit::N,செய்தி,noutate
279,Neuigkeit::N,செய்தி,actualitate
280,Name::N,பெயர்,nume
281,Rätsel::N,புதிர்,ghicitoare
282,Rede::N,பேச்சு,discurs
283,Sprache::N,மொழி,limbă
284,Sprache::N,மொழி,limbaj
285,Stimme::N,குரல்,glas
286,Wort::N,வார்த்தை,cuvânt
287,Zeichen::N,குறி,semn
288,Zeichen::N,குறி,semnal
289,Ruf::N,அழைப்பு,chemare
290,Lärm::N,சத்தம்,zgomot
291,Lärm::N,சத்தம்,tărăboi
292,Laut::N,ஒலி,sunet
293,Ton::N,குரல்,ton
294,Lied::N,பாட்டு,cântec
295,Ruhe::N,அமைதி,odihnă
296,Ruhe::N,அமைதி,liniște
297,Leute::N,மக்கள்,lume
298,Leute::N,மக்கள்,oameni
299,Volk::N,மக்கள்,popor
300,Volk::N,மக்கள்,națiune
301,Arbeit::N,வேலை,lucru
302,Gast::N,விருந்தாளி,musafir
303,Geschenk::N,பரிசுப் பொருள்,dar
304,Geschenk::N,பரிசுப் பொருள்,cadou
305,Spiel::N,விளையாட்டு,joc
306,Gesellschaft::N,சமுதாயம்,societate
307,Hilfe::N,உதவி,ajutor
308,Freund::N,நண்பன்,amic
309,Freund::N,நண்பன்,prieten
310,Kamerad::N,உடனிருப்பவன்,tovarăș
311,Angelegenheit::N,செய்தி,afacere
312,Anzahl::N,எண்ணிக்கை,număr
313,Anzahl::N,எண்ணிக்கை,cantitate
314,Art::N,வகை,fel
315,Art::N,வகை,specie
316,Stück::N,துண்டம்,bucată
317,Teil::N,பகுதி,parte
318,Teil::N,பகுதி,porție
319,Hälfte::N,பாதி,jumătate
320,Kreis::N,வட்டம்,cerc
321,Kreuz::N,சிலுவை,cruce
322,Linie::N,கோடு,linie
323,Strich::N,வாத நோய்,linie
324,Strich::N,வாத நோய்,trăsătură
325,Abstand::N,இடைவெளி,distanță
326,Abstand::N,இடைவெளி,depărtare
327,Entfernung::N,தூரம்,distanță
328,Entfernung::N,தூரம்,depărtare
329,Gegend::N,வட்டாரம்,regiune
330,Platz::N,வெற்றிடம்,loc
331,Ort::N,இடம்,loc
332,Seite::N,பக்கம்,latură
333,Mitte::N,இடைப்பகுதி,centru
334,Gegenstand::N,உருப்படி,obiect
335,Sache::N,பொருள்,lucru
336,Sache::N,பொருள்,chestie
337,Rand::N,தொங்கு,bordură
338,Kante::N,விளிம்பு,muchie
339,Kante::N,விளிம்பு,bordură
340,Ecke::N,மூலை,colț
341,Spitze::N,முனை,vârf
342,Spitze::N,முனை,creștet
343,Ende::N,முடிவு,capăt
344,Loch::N,துளை,gaură
345,Winkel::N,கோணம்,colț
346,Muster::N,பாங்கு,desen
347,Größe::N,அளவு,mărime
348,Länge::N,நீளம்,lungime
349,Höhe::N,உயரம்,înălțime
350,Gewicht::N,எடை,greutate
351,Menge::N,தொகை,cantitate
352,Haufen::N,குவியல்,grămadă
353,Reihe::N,வரிசை,șir
354,Reihe::N,வரிசை,rând
355,Boot::N,படகு,barcă
356,Boot::N,படகு,luntre
357,Ruder::N,துடுப்பு,vâslă
358,Ruder::N,துடுப்பு,lopată
359,Schlitten::N,சகடையிலா வண்டி,sanie
360,Ski::N,பனிச் சறுக்கல்,schi
361,Lagerfeuer::N,மூட்டம்,foc de tabără
362,Last::N,பாரம்,povară
363,Last::N,பாரம்,sarcină
364,Gang::N,நடை,mers
365,Gang::N,நடை,umblet
366,Schritt::N,காலடி,pas
367,Norden::N,வடக்கு,nord
368,Norden::N,வடக்கு,miazănoapte
369,Süden::N,தெற்கு,sud
370,Süden::N,தெற்கு,miazăzi
371,Westen::N,மேற்கு திசை,apus
372,Osten::N,கிழக்கு,est
373,Osten::N,கிழக்கு,răsărit
374,Holz::N,மரக்கட்டை,lemn
375,Brett::N,பலகை,scândură
376,Platte::N,பலகம்,placă
377,Stütze::N,அடைப்புகன்,proptea
378,Stange::N,கம்பம்,bară
379,Stange::N,கம்பம்,prăjină
380,Stock::N,குச்சி,băț
381,Stock::N,குச்சி,baston
382,Stab::N,கம்பு,baston
383,Stab::N,கம்பு,prăjină
384,Rohr::N,குழாய்,tub
385,Rohr::N,குழாய்,țeavă
386,Haus::N,வீடு,casă
387,Heim::N,வீடு,casă
388,Heim::N,வீடு,cămin
389,Ofen::N,அடுப்பு,sobă
390,Fußboden::N,தரை,podea
391,Fußboden::N,தரை,dușumea
392,Tisch::N,மேசை,masă
393,Stuhl::N,நாற்காலி,scaun
394,Wiege::N,தொட்டில்,leagăn
395,Bett::N,படுக்கை,pat
396,Regal::N,அலமாரி,rafturi
397,Kiste::N,பெட்டி,ladă
398,Kiste::N,பெட்டி,cutie
399,Fenster::N,சாளரம்,fereastră
400,Tür::N,கதவு,ușă
401,Tor::N,வாசற்கதவு,poartă
402,Zaun::N,வேலி,gard
403,Dach::N,கூரை,acoperiș
404,Leiter::N,ஏணி,scară
405,Besen::N,விளக்குமாறு,mătură
406,Spaten::N,மண்வெட்டி,cazma
407,Spaten::N,மண்வெட்டி,hârleț
408,Schaufel::N,அடிதண்டா,lopată
409,Gabel::N,முட்கரண்டி,furculiță
410,Löffel::N,கரண்டி,lingură
411,Messer::N,கத்தி,cuțit
412,Nagel::N,ஆணி,cui
413,Netz::N,வலை,plasă
414,Haken::N,கொக்கி,cârlig
415,Griff::N,கைப்பிடி,mâner
416,Schloss::N,பூட்டு,lacăt
417,Bild::N,படம்,tablou
418,Bild::N,படம்,imagine
419,Figur::N,எண்ணிக்கை,chip
420,Figur::N,எண்ணிக்கை,figură
421,Puppe::N,பொம்மை,păpușă
422,Beutel::N,பை,pungă
423,Beutel::N,பை,săculeț
424,Bündel::N,பொதி,mănunchi
425,Tasche::N,பை,geantă
426,Eimer::N,வாளி,găleată
427,Deckel::N,உறை,capac
428,Geschirr::N,பாத்திரம்,vase
429,Geschirr::N,பாத்திரம்,tacâmuri
430,Sack::N,பை,sac
431,Tasse::N,கிண்ணம்,ceașcă
432,Topf::N,பானை,oală
433,Kessel::N,கெண்டி,cazan
434,Kessel::N,கெண்டி,căldare
435,Essen::N,உணவருந்துதல்,mâncare
436,Nahrung::N,உணவு,hrană
437,Nahrung::N,உணவு,aliment
438,Speise::N,உணவு வகை,bucate
439,Speise::N,உணவு வகை,fel de bucate
440,Fleisch::N,இறைச்சி,carne
441,Getreide::N,மக்காச்சோளம்,cereale
442,Brei::N,கஞ்சி,pireu
443,Brot::N,ரொட்டி,pâine
444,Scheibe::N,துண்டு,felie
445,Scheibe::N,துண்டு,bucată
446,Fett::N,கொழுப்பு,untură
447,Fett::N,கொழுப்பு,grăsime
448,Butter::N,வெண்ணெய்,unt
449,Öl::N,எண்ணெய்,ulei
450,Salz::N,உப்பு,sare
451,Suppe::N,ரசம்,supă
452,Suppe::N,ரசம்,ciorbă
453,Honig::N,தேன்,miere
454,Milch::N,பால்,lapte
455,Tee::N,தெனீர்,ceai
456,Leder::N,பதம் செய்யப்பட்ட தோல்,piele
457,Wolle::N,கம்பளி,lână
458,Stoff::N,துணி,stofă
459,Nadel::N,ஊசி,ac
460,Faden::N,நூல்,ață
461,Knopf::N,பொத்தான்,buton
462,Knoten::N,முடிச்சு,nod
463,Farbe::N,வண்ணக் குழம்பு,vopsea
464,Kleidung::N,ஆடைகள்,haine
465,Kleidung::N,ஆடைகள்,îmbrăcăminte
466,Hemd::N,சட்டை,cămașă
467,Kragen::N,கழுத்துப் பட்டை,guler
468,Ärmel::N,சட்டைக்கை,mânecă
469,Hose::N,கால்சட்டை,pantaloni
470,Gürtel::N,பெல்ட்,cordon
471,Mütze::N,தொப்பி,șapcă
472,Schuh::N,காலணி,gheată
473,Stiefel::N,காலணி,cizmă
474,Ring::N,மோதிரம்,inel
475,Ring::N,மோதிரம்,verigă
476,Band::N,நாடா,panglică
477,Band::N,நாடா,șiret
478,Kamm::N,கீப்பு,pieptene
479,Spiegel::N,ஆடி,oglindă
480,Spiegel::N,கண்ணாடி,oglindă
481,Riemen::N,வார்,curea
482,Schnur::N,கயிறு,funie
483,Schnur::N,கயிறு,sfoară
484,Leine::N,தோல்வார்,lesă
485,Leine::N,தோல்வார்,curea
486,Decke::N,போர்வை,pătură
487,Kissen::N,தலையணை,pernă
488,Tuch::N,துணி,batic
489,Handtuch::N,தண்டு,prosop
490,Handtuch::N,தண்டு,ștergar
491,Kraft::N,நிர்பந்தம்,forță
492,Kraft::N,நிர்பந்தம்,putere
493,Stärke::N,பலம்,tărie
494,Stärke::N,பலம்,vigoare
495,Gesundheit::N,ஆரோக்கியம்,sănătate
496,Krankheit::N,நோய்,boală
497,Krankheit::N,நோய்,maladie
498,Schmerz::N,வலி,durere
499,Wunde::N,காயம்,rană
500,Fieber::N,காய்ச்சல்,febră
501,Arznei::N,மருந்து,leac
502,Arznei::N,மருந்து,medicament
503,Brücke::N,பாலம்,pod
504,Brücke::N,பாலம்,punte
505,Brunnen::N,கேணி,puț
506,Weide::N,மேய்ச்சல் நிலம்,izlaz
507,Weide::N,மேய்ச்சல் நிலம்,pășune
508,Pfad::N,நடை வழி,cărare
509,Weg::N,வழி,drum
510,Straße::N,சாலை,cale
511,Straße::N,சாலை,stradă
512,Dorf::N,கிராமம்,sat
513,Stadt::N,நகரம்,oraș
514,Brief::N,கடிதம்,scrisoare
515,Buch::N,புத்தகம்,carte
516,Buchstabe::N,எழத்து,literă
517,Buchstabe::N,எழத்து,caracter
518,Zeitung::N,செய்தித்தாள்,ziar
519,Zeitung::N,செய்தித்தாள்,gazetă
520,Leben::N,வாழ்க்கை,viață
521,Tod::N,மரணம்,moarte
522,Grab::N,சமாதி,groapă
523,Grab::N,சமாதி,mormânt
524,Kirche::N,தேவாலயம்,biserică
525,Sünde::N,பாவம்,păcat
526,Gott::N,கடவுள்,zeu
527,Arbeiter::N,தொழிலாளி,muncitor
528,Chef::N,மேலாளர்,șef
529,Meister::N,தலைவன்,meșter
530,Meister::N,தலைவன்,maestru
531,Arzt::N,மருத்துவர்,medic
532,Arzt::N,மருத்துவர்,doctor
533,Lehrer::N,ஆசிரியர்,profesor
534,Lehrer::N,ஆசிரியர்,învățător
535,Geld::N,பணம்,bani
536,Geld::N,பணம்,parale
537,Geschäft::N,வாணிபம்,treabă
538,Geschäft::N,வாணிபம்,afacere
539,Laden::N,கடை,magazin
540,Laden::N,கடை,prăvălie
541,Preis::N,விலை,preț
542,Ware::N,சாமன்கள்,marfă
543,Nutzen::N,இலாபம்,folos
544,Nutzen::N,இலாபம்,profit
545,Reichtum::N,சொத்து,avuție
546,Reichtum::N,சொத்து,bogăție
547,Welt::N,உலகம்,lume
548,Land::N,நாடு,țară
549,Staat::N,நாடு,stat
550,König::N,அரசன்,rege
551,Macht::N,அதிகாரம்,putere
552,Macht::N,அதிகாரம்,putință
553,Grenze::N,எல்லை,hotar
554,Grenze::N,எல்லை,graniță
555,Grenze::N,எல்லை,frontieră
556,Krieg::N,போர்,război
557,Feind::N,எதிரி,dușman
558,Gewalt::N,வன்முறை,violență
559,Kampf::N,போராட்டம்,luptă
560,Bogen[Waffe]::N,வில்,arc
561,Pfeil::N,அம்பு,săgeată
562,Gewehr::N,துப்பாக்கி,armă
563,Gewehr::N,துப்பாக்கி,pușcă
564,Fehler::N,தவறு,eroare
565,Fehler::N,தவறு,greșeală
566,Lüge::N,பொய்,minciună
567,Schaden::N,சேதாரம்,daună
568,Schaden::N,சேதாரம்,pagubă
569,Unglück::N,இடையூறு,nenorocire
570,Schuld::N,குற்றம்,vină
571,Alter::N,வயது,etate
572,Alter::N,வயது,vârstă
573,Schluss::N,முடிவு,sfârșit
574,Zeit::N,காலம்,timp
575,Zeit::N,காலம்,vreme
576,Tag::N,நாள்,zi
577,Morgen::N,காலை நேரம்,dimineață
578,Mittag::N,மதியம்,prânz
579,Mittag::N,மதியம்,amiază
580,Abend::N,மாலைப் பொழுது,seară
581,Nacht::N,இரவு,noapte
582,Woche::N,வாரம்,săptămână
583,Monat::N,மாதம்,lună
584,Jahr::N,வருடம்,an
585,Frühling::N,வசந்தம்,primăvară
586,Sommer::N,கோடை,vară
587,Herbst::N,இலையுதிர் காலம்,toamnă
588,Winter::N,குளிர்காலம்,iarnă
589,Januar::N,ஜனவரி,ianuarie
590,Februar::N,பிபரவரி மாதம்,februarie
591,März::N,மார்ச் மாதம்,martie
592,April::N,ஏப்ரல் மாதம்,aprilie
593,Mai::N,மே மாதம்,mai
594,Juni::N,ஜூன் மாதம்,iunie
595,Juli::N,ஜூலை மாதம்,iulie
596,August::N,ஆகஸ்ட் மாதம்,august
597,September::N,செப்டம்பர் மாதம்,septembrie
598,Oktober::N,அக்டோபர் மாதம்,octombrie
599,November::N,நவம்பர் மாதம்,noiembrie
600,Dezember::N,டிசம்பர்,decembrie
601,Montag::N,திங்கட் கிழமை,luni
602,Dienstag::N,செவ்வாய்க்கிழமை,marți
603,Mittwoch::N,புதன் கிழமை,miercuri
604,Donnerstag::N,வியாழக் கிழமை,joi
605,Freitag::N,வெள்ளிக்கிழமை,vineri
606,Samstag::N,சனிக்கிழமை,sâmbătă
607,Sonntag::N,ஞாயிறுக் கிழமை,duminică
608,groß::A,பெரிய,mare
609,klein::A,சிறிய,mic
610,lang::A,நீண்ட,lung
611,kurz::A,குட்டையான,scurt
612,breit::A,அகலமான,lat
613,breit::A,அகலமான,larg
614,schmal::A,குறுகலான,strâmt
615,dicht::A,அடர்த்தியான,des
616,dick[Gegenstand]::A,தடித்த,gros
617,dünn::A,சன்னமான,subțire
618,fein::A,மெல்லிய,fin
619,fein::A,மெல்லிய,subțire
620,fest::A,உறுதியாள,tare
621,fest::A,உறுதியாள,solid
622,flach::A,தட்டையான,șes
623,flach::A,தட்டையான,plan
624,glatt::A,வழுவழுப்பான,lins
625,hart::A,கடினமான,dur
626,weich::A,மென்மையான,moale
627,rund::A,உருண்டையான,rotund
628,rund::A,உருண்டையான,circular
629,spitz::A,திகந்தமாக,ascuțit
630,scharf::A,கூரான,tăios
631,scharf::A,கூரான,ascuțit
632,stumpf::A,உளம் திறந்த,tocit
633,schwer::A,கனமான,greu
634,schön::A,அழகான,frumos
635,heiß::A,சூடான,cald
636,heiß::A,சூடான,fierbinte
637,warm::A,இதமான,cald
638,warm::A,இதமான,fierbinte
639,kalt::A,குளிர்ச்சியான,rece
640,kühl::A,குளிர்ச்சியான,rece
641,kühl::A,குளிர்ச்சியான,răcoros
642,frisch::A,சுத்தமான,răcoros
643,frisch::A,சுத்தமான,proaspăt
644,feucht::A,ஈரமான,umed
645,feucht::A,ஈரமான,jilav
646,nass::A,ஈரமான,ud
647,trocken::A,உலர்ந்த,sec
648,trocken::A,உலர்ந்த,uscat
649,voll::A,நிரம்பிய,plin
650,leer::A,காலியான,gol
651,offen::A,திறந்த,deschis
652,geschlossen::A,மூடப்பட்ட,închis
653,sauber::A,சுத்தமான,curat
654,schmutzig::A,அழக்கான,murdar
655,roh::A,கச்சா,crud
656,reif::A,பழுத்த,copt
657,lecker::A,சுவைமிக்க,gustos
658,süß::A,இனிப்பான,dulce
659,bitter::A,கசப்பான,amar
660,sauer::A,புளிப்பாக,acru
661,hell::A,பளபளப்பான,clar
662,hell::A,பளபளப்பான,luminos
663,dunkel::A,கருமையான,obscur
664,dunkel::A,கருமையான,întunecos
665,schwarz::A,கருப்பு வண்ண,negru
666,weiß::A,வெண்மையன,alb
667,rot::A,சிவப்பு,roșu
668,gelb::A,மஞ்சள் வண்ணம்,galben
669,blau::A,நீல வண்ண,albastru
670,grün::A,பச்சை வண்ண,verde
671,grau::A,சாம்பல் நிற,gri
672,grau::A,சாம்பல் நிற,cenușiu
673,bunt::A,வண்ண மயமான,colorat
674,billig::A,மலிவான,ieftin
675,teuer::A,விலை அதிகமான,scump
676,wertvoll::A,மதிப்புள்ள,prețios
677,blind::A,பார்வையற்ற,orb
678,taub::A,செவிடான,surd
679,kräftig::A,வலிமையான,tare
680,kräftig::A,வலிமையான,forte
681,kräftig::A,வலிமையான,robust
682,stark::A,பலமான,viguros
683,stark::A,பலமான,puternic
684,schwach::A,பலவீனமான,slab
685,schwach::A,பலவீனமான,debil
686,fett::A,பருமனாக,gras
687,schlank::A,ஒல்லியான,zvelt
688,hübsch::A,அழகிய,drăguț
689,böse::A,கேடு விளைவிக்கும்,rău
690,böse::A,கேடு விளைவிக்கும்,răutăcios
691,dumm::A,முட்டாள்தனமான,nerod
692,dumm::A,முட்டாள்தனமான,tâmpit
693,faul::A,சோம்பலான,leneș
694,fleißig::A,ஊக்கந்தளராத,harnic
695,fleißig::A,ஊக்கந்தளராத,sârguincios
696,geizig::A,கஞேசத்தனமான,calic
697,geizig::A,கஞேசத்தனமான,zgârcit
698,klug::A,சாதுரியமான,isteț
699,klug::A,சாதுரியமான,deștept
700,geschickt::A,திறமையள்ள,dibaci
701,lieb::A,அன்புக்குரிய,drag
