,Concept_ID,ga,be
200,Gans::N,gé,гусь
201,Adler::N,iolar,арол
202,Ente::N,lacha,качка
203,Eule::N,ulchabhán,сава
204,Kranich::N,grús,жораў
205,Kranich::N,grús,журавель
206,Krähe::N,caróg,варона
207,Krähe::N,préachán,варона
208,Kuckuck::N,cuach,зязюля
209,Schwan::N,eala,лебедзь
210,Fisch::N,iasc,рыба
211,Barsch::N,péirse,акунь
212,Hecht::N,liús,шчупак
213,Schlange[Tier]::N,nathair,змяя
214,Wurm::N,péist,чарвяк
215,Spinne::N,damhán alla,павук
216,Ameise::N,seangán,мурашка
217,Laus::N,míol,вош
218,Mücke::N,muiscít,камар
219,Mücke::N,corrmhíol,камар
220,Fliege::N,cuil,муха
221,Fliege::N,cuileog,муха
222,Schmetterling::N,féileacán,матыль
223,Beere::N,caor,ягада
224,Apfel::N,úll,яблык
225,Pilz::N,beacán,грыб
226,Pilz::N,muisiriún,грыб
227,Zwiebel::N,oinniún,цыбуля
228,Saat::N,síol,семя
229,Korn::N,gráinne,зерне
230,Heu::N,féar,сена
231,Schale::N,scaimh,шалупінне
232,Grube::N,poll,яма
233,Falle::N,gaiste,пастка
234,Schlinge::N,sealán,сіло
235,Spur::N,rian,след
236,Asche::N,luaith,попел
237,Dreck::N,salachar,бруд
238,Eisen::N,iarann,жалеза
239,Gold::N,ór,золата
240,Silber::N,airgead,сребра
241,Kohle::N,gual,вугаль
242,Glas::N,gloine,шкло
243,Lehm::N,cré,гліна
244,Sand::N,gaineamh,пясок
245,Mensch::N,duine,чалавек
246,Mann::N,fear,мужчына
247,Frau::N,bean,жанчына
248,Kind::N,gasúr,дзіця
249,Kind::N,páiste,дзіця
250,Junge::N,buachaill,хлопчык
251,Mädchen::N,cailín,дзяўчынка
252,Familie::N,teaghlach,сямʼя
253,Familie::N,comhluadar,сямʼя
254,Großvater::N,seanathair,дзядуля
255,Großmutter::N,seanmháthair,бабуля
256,Eltern::N,tuismitheoirí,бацькі
257,Vater::N,athair,бацька
258,Mutter::N,máthair,маці
259,Sohn::N,mac,сын
260,Tochter::N,iníon,дачка
261,Bruder::N,deartháir,брат
262,Schwester::N,deirfiúr,сястра
263,Onkel::N,uncail,дзядзька
264,Tante::N,aintín,цётка
265,Ehemann::N,fear céile,муж
266,Ehefrau::N,bean chéile,жонка
267,Freude::N,áthas,радасць
268,Gelächter::N,gáire,смех
269,Glück::N,séan,шчасце
270,Glück::N,sonas,шчасце
271,Kummer::N,brón,гора
272,Kummer::N,buairt,гора
273,Wunsch::N,guí,жаданне
274,Wunsch::N,achainí,жаданне
275,Lust::N,fonn,цяга
276,Geist::N,meon,дух
277,Geist::N,spiorad,дух
278,Gedanke::N,smaoineamh,думка
279,Gedächtnis::N,cuimhne,памяць
280,Verstand::N,ciall,розум
281,Verstand::N,intinn,розум
282,Sinn::N,brí,сэнс
283,Sinn::N,ciall,сэнс
284,Grund::N,fáth,зачэпка
285,Wahrheit::N,fírinne,праўда
286,Gespräch::N,comhrá,размова
287,Märchen::N,scéal,казка
288,Erzählung::N,scéal,расказ
289,Erzählung::N,scéal,апавяданне
290,Nachricht::N,teachtaireacht,вестка
291,Nachricht::N,teachtaireacht,паведамленне
292,Neuigkeit::N,scéala,навіна
293,Name::N,ainm,імя
294,Rätsel::N,tomhas,загадка
295,Rede::N,óráid,прамова
296,Rede::N,aitheasc,прамова
297,Sprache::N,teanga,мова
298,Stimme::N,guth,голас
299,Wort::N,focal,слова
300,Zeichen::N,comhartha,знак
301,Ruf::N,glaoch,кліч
302,Lärm::N,torann,шум
303,Laut::N,fuaim,гук
304,Ton::N,ton,гучанне
305,Lied::N,amhrán,песня
306,Ruhe::N,suaimhneas,спакой
307,Leute::N,muintir,людзі
308,Volk::N,pobal,народ
309,Arbeit::N,obair,праца
310,Arbeit::N,obair,работа
311,Gast::N,aoi,госць
312,Geschenk::N,féirín,падарунак
313,Geschenk::N,bronntanas,падарунак
314,Spiel::N,cluiche,гульня
315,Gesellschaft::N,comhluadar,таварыства
316,Hilfe::N,cúnamh,дапамога
317,Hilfe::N,cabhair,дапамога
318,Freund::N,cara,друг
319,Freund::N,cara,сябар
320,Kamerad::N,comrádaí,прыяцель
321,Angelegenheit::N,ábhar,справа
322,Anzahl::N,líon,колькасць
323,Art::N,sórt,від
324,Art::N,saghas,від
325,Stück::N,píosa,кусок
326,Stück::N,píosa,кавалак
327,Teil::N,cuid,частка
328,Teil::N,páirt,частка
329,Hälfte::N,leath,палова
330,Hälfte::N,leath,палавіна
331,Kreis::N,ciorcal,круг
332,Kreuz::N,cros,крыж
333,Linie::N,líne,лінія
334,Strich::N,stríoc,рыса
335,Abstand::N,achar,прамежак
336,Entfernung::N,fad,адлегласць
337,Gegend::N,ceantar,мясцовасць
338,Platz::N,áit,месца
339,Platz::N,spás,месца
340,Ort::N,áit,месца
341,Seite::N,taobh,бок
342,Mitte::N,lár,сярэдзіна
343,Gegenstand::N,ball,прадмет
344,Gegenstand::N,ábhar,прадмет
345,Sache::N,ní,рэч
346,Sache::N,rud,рэч
347,Rand::N,imeall,край
348,Rand::N,ciumhais,край
349,Kante::N,corr,руб
350,Kante::N,corr,кант
351,Kante::N,colbha,руб
352,Kante::N,colbha,кант
353,Ecke::N,coirnéal,вугал
354,Spitze::N,gob,кончык
355,Spitze::N,barr,кончык
356,Ende::N,ceann,канец
357,Ende::N,foirceann,канец
358,Loch::N,poll,дзірка
359,Winkel::N,cúinne,вугал
360,Winkel::N,uillinn,вугал
361,Muster::N,patrún,узор
362,Größe::N,méid,памер
363,Größe::N,toise,памер
364,Länge::N,fad,даўжыня
365,Höhe::N,airde,вышыня
366,Gewicht::N,meáchan,вага
367,Menge::N,méid,колькасць
368,Haufen::N,cnap,куча
369,Reihe::N,líne,рад
370,Reihe::N,sraith,рад
371,Boot::N,bád,лодка
372,Ruder::N,rámh,вясло
373,Ruder::N,maide rámha,вясло
374,Schlitten::N,carr sleamhnáin,сані
375,Ski::N,scí,лыжа
376,Lagerfeuer::N,tine champa,вогнішча
377,Last::N,ualach,цяжар
378,Gang::N,siúlóid,ход
379,Schritt::N,céim,шаг
380,Schritt::N,céim,крок
381,Schritt::N,coiscéim,шаг
382,Schritt::N,coiscéim,крок
383,Norden::N,tuaisceart,поўнач
384,Süden::N,deisceart,поўдзень
385,Westen::N,iarthar,захад
386,Osten::N,oirthear,усход
387,Holz::N,adhmad,дрэва
388,Holz::N,adhmad,драўніна
389,Brett::N,clár,дошка
390,Platte::N,leac,пліта
391,Stütze::N,taca,падпорка
392,Stange::N,polla,жэрдка
393,Stange::N,cuaille,жэрдка
394,Stock::N,bata,палка
395,Stock::N,maide,палка
396,Stab::N,maide,шост
397,Stab::N,bachall,шост
398,Rohr::N,píopa,труба
399,Haus::N,teach,дом
400,Heim::N,baile,дом
401,Heim::N,baile,хата
402,Ofen::N,sornóg,печ
403,Fußboden::N,urlár,падлога
404,Tisch::N,bord,стол
405,Tisch::N,tábla,стол
406,Stuhl::N,cathaoir,стул
407,Stuhl::N,cathaoir,крэсла
408,Wiege::N,cliabhán,калыска
409,Bett::N,leaba,ложак
410,Bett::N,leaba,пасцель
411,Regal::N,seilf,паліца
412,Kiste::N,bosca,скрынка
413,Fenster::N,fuinneoig,акно
414,Tür::N,doras,дзверы
415,Tor::N,geata,вароты
416,Zaun::N,fál,агароджа
417,Zaun::N,claí,агароджа
418,Dach::N,díon,дах
419,Leiter::N,dréimire,лесвіца
420,Besen::N,scuab,мятла
421,Spaten::N,spád,лапата
422,Spaten::N,spád,жалязняк
423,Spaten::N,rámhainn,лапата
424,Spaten::N,rámhainn,жалязняк
425,Schaufel::N,sluasaid,шуфлік
426,Schaufel::N,sluasaid,лапатка
427,Gabel::N,forc,відэлец
428,Gabel::N,gabhlóg,відэлец
429,Löffel::N,spúnóg,лыжка
430,Messer::N,scian,нож
431,Nagel::N,tairne,цвік
432,Netz::N,líon,сетка
433,Netz::N,eangach,сетка
434,Haken::N,croch,крук
435,Griff::N,cos,ручка
436,Griff::N,hanla,ручка
437,Schloss::N,glas,замок
438,Bild::N,pictiúr,карціна
439,Figur::N,fíor,фігура
440,Puppe::N,bábóg,лялька
441,Beutel::N,mála,мяшок
442,Beutel::N,mealbhóg,мяшок
443,Bündel::N,beart,вязка
444,Tasche::N,mála,торба
445,Eimer::N,buicéad,вядро
446,Deckel::N,clár,накрыўка
447,Deckel::N,claibín,накрыўка
448,Geschirr::N,soithí,пасуда
449,Geschirr::N,gréithe,пасуда
450,Sack::N,sac,мех
451,Sack::N,mála,мех
452,Tasse::N,cupán,кубак
453,Topf::N,pota,каструля
454,Kessel::N,citeal,кацёл
455,Essen::N,béile,ежа
456,Nahrung::N,bia,харч
457,Speise::N,mias,страва
458,Fleisch::N,feoil,мяса
459,Getreide::N,grán,збожжа
460,Getreide::N,arbhar,збожжа
461,Brei::N,brúitín,каша
462,Brot::N,arán,хлеб
463,Scheibe::N,píosa,луста
464,Scheibe::N,píosa,скібка
465,Scheibe::N,slisne,луста
466,Scheibe::N,slisne,скібка
467,Fett::N,saill,тлушч
468,Fett::N,méathras,тлушч
469,Butter::N,im,масла
470,Öl::N,ola,алей
471,Salz::N,salann,соль
472,Suppe::N,sú,суп
473,Suppe::N,anraith,суп
474,Honig::N,mil,мёд
475,Milch::N,bainne,малако
476,Tee::N,tae,чай
477,Tee::N,tae,гарбата
478,Leder::N,leathar,скура
479,Wolle::N,olann,воўна
480,Stoff::N,éadach,тканіна
481,Nadel::N,snáthaid,іголка
482,Faden::N,snáth,нітка
483,Knopf::N,cnaipe,гузік
484,Knoten::N,snaidhm,вузел
485,Farbe::N,péint,фарба
486,Kleidung::N,éadaí,адзенне
487,Hemd::N,léine,кашуля
488,Kragen::N,bóna,каўнер
489,Ärmel::N,muinchille,рукаў
490,Hose::N,bríste,штаны
491,Hose::N,treabhsar,штаны
492,Gürtel::N,crios,пояс
493,Mütze::N,caipín,шапка
494,Schuh::N,bróg,чаравік
495,Stiefel::N,buatais,бот
496,Ring::N,fáinne,кольца
497,Band::N,ribín,стужка
498,Kamm::N,cíor,расчоска
499,Spiegel::N,scáthán,люстра
500,Riemen::N,iall,рэмень
501,Riemen::N,strapa,рэмень
502,Schnur::N,téad,вяроўка
503,Schnur::N,sreangán,вяроўка
504,Leine::N,iall,павадок
505,Decke::N,pluid,коўдра
506,Decke::N,blaincéad,коўдра
507,Kissen::N,piliúr,падушка
508,Kissen::N,adhartán,падушка
509,Tuch::N,scaif,хустка
510,Handtuch::N,tuáille,ручнік
511,Kraft::N,fórsa,сіла
512,Stärke::N,neart,моц
513,Gesundheit::N,sláinte,здароўе
514,Krankheit::N,tinneas,хвароба
515,Krankheit::N,breoiteacht,хвароба
516,Schmerz::N,pian,боль
517,Wunde::N,goin,рана
518,Fieber::N,fiabhras,гарачка
519,Fieber::N,fiabhras,ліхаманка
520,Arznei::N,cógas,лекі
521,Brücke::N,droichead,мост
522,Brunnen::N,tobar,калодзеж
523,Weide::N,féarach,паша
524,Pfad::N,cosán,сцежка
525,Pfad::N,conair,сцежка
526,Weg::N,slí,шлях
527,Weg::N,slí,дарога
528,Weg::N,bealach,шлях
529,Weg::N,bealach,дарога
530,Straße::N,bóthar,вуліца
531,Dorf::N,sráidbhaile,вёска
532,Stadt::N,baile,горад
533,Stadt::N,cathair,горад
534,Brief::N,litir,ліст
535,Brief::N,litir,пісьмо
536,Buch::N,cín,кніга
537,Buch::N,leabhar,кніга
538,Buchstabe::N,litir,літара
539,Zeitung::N,nuachtán,газета
540,Leben::N,saol,жыццё
541,Leben::N,beatha,жыццё
542,Tod::N,bás,смерць
543,Grab::N,uaigh,магіла
544,Kirche::N,eaglais,касцёл
545,Kirche::N,eaglais,царква
546,Sünde::N,peaca,грэх
547,Gott::N,dia,бог
548,Arbeiter::N,oibrí,рабочы
549,Chef::N,saoiste,начальнік
550,Chef::N,ceannasaí,начальнік
551,Meister::N,máistir,майстар
552,Arzt::N,lia,урач
553,Arzt::N,dochtúir,урач
554,Lehrer::N,oide,настаўнік
555,Lehrer::N,múinteoir,настаўнік
556,Geld::N,airgead,грошы
557,Geschäft::N,gnó,заняцце
558,Laden::N,siopa,крама
559,Laden::N,siopa,магазін
560,Preis::N,praghas,цана
561,Ware::N,earra,тавар
562,Nutzen::N,tairbhe,выгада
563,Reichtum::N,rachmas,багацце
564,Reichtum::N,saibhreas,багацце
565,Welt::N,domhan,свет
566,Land::N,tír,краіна
567,Staat::N,stát,дзяржава
568,König::N,rí,кароль
569,Macht::N,cumhacht,улада
570,Grenze::N,críoch,граніца
571,Grenze::N,teorainn,граніца
572,Krieg::N,cogadh,вайна
573,Feind::N,namhaid,вораг
574,Gewalt::N,foréigean,насілле
575,Kampf::N,troid,барацьба
576,Bogen[Waffe]::N,bogha,лук
577,Pfeil::N,saighead,страла
578,Gewehr::N,gunna,ружжо
579,Fehler::N,botún,памылка
580,Fehler::N,meancóg,памылка
581,Lüge::N,bréag,хлусня
582,Lüge::N,éitheach,хлусня
583,Schaden::N,dochar,шкода
584,Schaden::N,damáiste,шкода
585,Unglück::N,drochrath,ліха
586,Unglück::N,drochrath,бядота
587,Schuld::N,locht,віна
588,Schuld::N,milleán,віна
589,Alter::N,aois,узрост
590,Schluss::N,deireadh,канец
591,Zeit::N,am,час
592,Zeit::N,aimsir,час
593,Tag::N,lá,дзень
594,Morgen::N,maidin,ранак
595,Morgen::N,maidin,раніца
596,Mittag::N,nóin,паўдня
597,Mittag::N,nóin,поўдзень
598,Abend::N,tráthnóna,вечар
599,Nacht::N,oíche,ноч
600,Woche::N,seachtain,тыдзень
601,Monat::N,mí,месяц
602,Jahr::N,bliain,год
603,Frühling::N,earrach,вясна
604,Sommer::N,samhradh,лета
605,Herbst::N,fómhar,восень
606,Winter::N,geimhreadh,зіма
607,Januar::N,Eanáir,студзень
608,Februar::N,Feabhra,люты
609,März::N,Márta,сакавік
610,April::N,Aibreán,красавік
611,Mai::N,Bealtaine,май
612,Mai::N,Bealtaine,травень
613,Juni::N,Meitheamh,чэрвень
614,Juli::N,Iúil,ліпень
615,August::N,Lúnasa,жнівень
616,September::N,Meán Fómhair,верасень
617,Oktober::N,Deireadh Fómhair,кастрычнік
618,November::N,Samhain,лістапад
619,November::N,Mí na Samhna,лістапад
620,Dezember::N,Mí na Nollag,снежань
621,Montag::N,Luan,панядзелак
622,Montag::N,Dé Luain,панядзелак
623,Dienstag::N,Máirt,аўторак
624,Dienstag::N,Dé Máirt,аўторак
625,Mittwoch::N,Céadaoin,серада
626,Mittwoch::N,Dé Céadaoin,серада
627,Donnerstag::N,Déardaoin,чацвер
628,Freitag::N,Aoine,пятніца
629,Freitag::N,Dé hAoine,пятніца
630,Samstag::N,Satharn,субота
631,Samstag::N,Dé Sathairn,субота
632,Sonntag::N,Domhnach,нядзеля
633,Sonntag::N,Dé Domhnaigh,нядзеля
634,groß::A,mór,вялікі
635,klein::A,beag,маленькі
636,lang::A,fada,доўгі
637,kurz::A,gearr,кароткі
638,kurz::A,gairid,кароткі
639,breit::A,leathan,шырокі
640,breit::A,fairsing,шырокі
641,schmal::A,cúng,вузкі
642,dicht::A,dlúth,густы
643,dick[Gegenstand]::A,tiubh,тоўсты
644,dünn::A,caol,тонкі
645,dünn::A,tanaí,тонкі
646,fein::A,scáinte,тонкі
647,fein::A,fíneálta,тонкі
648,fest::A,daingean,моцны
649,flach::A,cothrom,плоскі
650,glatt::A,mín,гладкі
651,glatt::A,sleamhain,гладкі
652,hart::A,crua,цвёрды
653,weich::A,bog,мяккі
654,rund::A,cruinn,круглы
655,spitz::A,gobach,спічасты
656,spitz::A,gobach,востраканцовы
657,spitz::A,biorach,спічасты
658,spitz::A,biorach,востраканцовы
659,scharf::A,géar,востры
660,scharf::A,faobhrach,востры
661,stumpf::A,maol,тупы
662,schwer::A,trom,цяжкі
663,schön::A,álainn,прыгожы
664,heiß::A,te,гарачы
665,warm::A,te,цёплы
666,kalt::A,fuar,холадны
667,kühl::A,fionnuar,халаднаваты
668,frisch::A,úr,свежы
669,frisch::A,friseáilte,свежы
670,feucht::A,tais,вільготны
671,nass::A,fliuch,мокры
672,trocken::A,tirim,сухі
673,voll::A,lán,поўны
674,leer::A,folamh,пусты
675,offen::A,oscailte,адкрыты
676,offen::A,oscailte,адчынены
677,geschlossen::A,dúnta,закрыты
678,geschlossen::A,dúnta,зачынены
679,geschlossen::A,druidte,закрыты
680,geschlossen::A,druidte,зачынены
681,sauber::A,glan,чысты
682,schmutzig::A,salach,брудны
683,roh::A,amh,сыры
684,reif::A,aibí,спелы
685,lecker::A,blasta,смачны
686,süß::A,milis,салодкі
687,bitter::A,searbh,горкі
688,sauer::A,géar,кіслы
689,sauer::A,searbh,кіслы
690,hell::A,geal,светлы
691,hell::A,soilseach,светлы
692,dunkel::A,dorcha,цёмны
693,schwarz::A,dubh,чорны
694,weiß::A,bán,белы
695,rot::A,dearg,чырвоны
696,gelb::A,buí,жоўты
697,blau::A,gorm,сіні
698,grün::A,glas,зялёны
699,grün::A,uaine,зялёны
700,grau::A,liath,шэры
701,bunt::A,ildathach,пяресты
702,bunt::A,dathannach,пяресты
703,billig::A,saor,танны
704,teuer::A,daor,дарагі
705,teuer::A,costasach,дарагі
706,wertvoll::A,luachmhar,цэнны
707,wertvoll::A,luachmhar,каштоўны
708,blind::A,dall,сляпы
709,blind::A,caoch,сляпы
710,taub::A,bodhar,глухі
711,kräftig::A,cumhachtach,магутны
712,stark::A,tréan,сільны
713,stark::A,láidir,сільны
714,schwach::A,lag,слабы
715,schwach::A,fann,слабы
716,fett::A,ramhar,тлусты
717,schlank::A,caol,стройны
718,schlank::A,seang,стройны
719,hübsch::A,álainn,чароўны
720,hübsch::A,dathúil,чароўны
721,böse::A,olc,злы
722,dumm::A,dúr,дурны
723,dumm::A,amaideach,дурны
724,faul::A,falsa,лянівы
725,faul::A,leisciúil,лянівы
726,fleißig::A,dícheallach,руплівы
727,geizig::A,barainneach,прагны
728,geizig::A,sprionlaithe,прагны
729,klug::A,cliste,разумны
730,geschickt::A,oilte,умелы
731,geschickt::A,ealaíonta,умелы
732,lieb::A,dil,мілы
733,lieb::A,dílis,мілы
734,lustig::A,aerach,вясёлы
735,lustig::A,meidhreach,вясёлы
736,sanft::A,bog,ласкавы
737,sanft::A,séimh,ласкавы
738,hungrig::A,ocrach,галодны
739,krank::A,tinn,хворы
740,krank::A,breoite,хворы
741,nackt::A,nocht,голы
742,traurig::A,brónach,сумны
743,lebendig::A,beo,жывы
744,gut::A,maith,добры
745,schlecht::A,dona,кепскі
746,schlecht::A,droch-,кепскі
747,richtig::A,ceart,правільны
748,schlimm::A,gránna,агідны
749,schlimm::A,tubaisteach,агідны
750,wahr::A,fíor,сапраўдны
751,alt::A,sean,стары
752,neu::A,úr,новы
753,neu::A,nua,новы
754,ehemalig::A,iar-,былы
755,ehemalig::A,sean-,былы
756,alt[Lebewesen]::A,sean,стары
757,alt[Lebewesen]::A,aosta,стары
758,jung::A,óg,малады
759,arm::A,bocht,бедны
760,reich::A,saibhir,багаты
761,reich::A,rachmasach,багаты
762,bekannt::A,atá eolas air,знаёмы
763,berühmt::A,cailiúil,славуты
764,berühmt::A,clúiteach,славуты
765,fremd::A,coimhthíoch,чужы
766,verschieden::A,éagsúil,розны
767,verschieden::A,difriúil,розны
768,nah::A,gar,блізкі
769,nah::A,deas,блізкі
770,fern::A,i bhfad uainn,далёкі
771,fern::A,i bhfad i gcéin,далёкі
772,linker::A,clé,левы
773,rechter::A,deas,правы
774,anderer::A,eile,іншы
775,anderer::A,eile,другі
776,erster::A,céad,першы
777,zweiter::A,dóú,другі
778,zweiter::A,dara,другі
779,dritter::A,tríú,трэці
780,dritter::A,treas,трэці
781,letzter::A,déanach,апошні
782,letzter::A,deireanach,апошні
783,allein::ADV,i d'aonar,сам
784,allein::ADV,i d'aonar,адзін
785,auf einmal::ADV,ag an am céanna,адразу
786,zusammen::ADV,le chéile,разам
787,zusammen::ADV,in eineacht,разам
788,lange::ADV,fada,доўга
789,plötzlich::ADV,go tobann,раптам
790,plötzlich::ADV,i dtobainne,раптам
791,sofort::ADV,ar an toirt,зараз
792,sofort::ADV,ar an bpointe,зараз
793,später::ADV,níos déanaí,пазней
794,jetzt::ADV,anois,цяпер
795,heute::ADV,inniu,сёння
796,morgen::ADV,amárach,заўтра
797,bald::ADV,go luath,хутка
798,bald::ADV,go luath,неўзабаве
799,bald::ADV,gan mhoill,хутка
800,bald::ADV,gan mhoill,неўзабаве
801,dann::ADV,ansin,потым
802,gestern::ADV,inné,учора
803,einst::ADV,tráth,аднойчы
804,einst::ADV,uair amháin,аднойчы
805,damals::ADV,ag an am,тады
806,damals::ADV,an t-am sin,тады
807,danach::ADV,ina dhiaidh sin,затым
808,vorher::ADV,cheana,раней
809,vorher::ADV,roimhe sin,раней
810,zuerst::ADV,ar dtús,спярша
811,zuerst::ADV,ar dtús,спачатку
812,einmal::ADV,uair amháin,адзін раз
