,Concept_ID,be,uz
219,Tochter::N,дачка,qiz
220,Bruder::N,брат,og'a
221,Bruder::N,брат,uka
222,Schwester::N,сястра,opa
223,Schwester::N,сястра,singil
224,Onkel::N,дзядзька,amaki
225,Tante::N,цётка,amma
226,Tante::N,цётка,xola
227,Ehemann::N,муж,är
228,Ehefrau::N,жонка,rafiqa
229,Freude::N,радасць,ayish
230,Gelächter::N,смех,kulgi
231,Glück::N,шчасце,saodat
232,Kummer::N,гора,g'am
233,Wunsch::N,жаданне,orzu
234,Lust::N,цяга,rag'bat
235,Geist::N,дух,ruh
236,Gedanke::N,думка,fikr
237,Gedächtnis::N,памяць,äs
238,Verstand::N,розум,aql
239,Sinn::N,сэнс,ma'ni
240,Grund::N,зачэпка,sabab
241,Wahrheit::N,праўда,haq
242,Gespräch::N,размова,gap
243,Märchen::N,казка,ärtak
244,Erzählung::N,расказ,rivoyat
245,Erzählung::N,апавяданне,rivoyat
246,Nachricht::N,вестка,xabar
247,Nachricht::N,паведамленне,xabar
248,Neuigkeit::N,навіна,yangilik
249,Name::N,імя,ot
250,Rätsel::N,загадка,topishmoq
251,Rede::N,прамова,nutq
252,Sprache::N,мова,til
253,Stimme::N,голас,ovoz
254,Wort::N,слова,so'z
255,Zeichen::N,знак,alomat
256,Ruf::N,кліч,chaqiriq
257,Lärm::N,шум,taraq
258,Laut::N,гук,tovush
259,Ton::N,гучанне,un
260,Lied::N,песня,ashula
261,Ruhe::N,спакой,tinchlik
262,Leute::N,людзі,xaloyiq
263,Volk::N,народ,xalq
264,Arbeit::N,праца,ish
265,Arbeit::N,работа,ish
266,Gast::N,госць,mehmon
267,Geschenk::N,падарунак,hadya
268,Spiel::N,гульня,o'yin
269,Gesellschaft::N,таварыства,jamiyat
270,Hilfe::N,дапамога,yordam
271,Freund::N,друг,do'st
272,Freund::N,сябар,do'st
273,Kamerad::N,прыяцель,yo'ldosh
274,Angelegenheit::N,справа,daxl
275,Anzahl::N,колькасць,son
276,Art::N,від,tur
277,Stück::N,кусок,parcha
278,Stück::N,кавалак,parcha
279,Teil::N,частка,bo'lak
280,Hälfte::N,палова,yarim
281,Hälfte::N,палавіна,yarim
282,Kreis::N,круг,aylana
283,Kreuz::N,крыж,xoch
284,Linie::N,лінія,liniya
285,Strich::N,рыса,chiziq
286,Abstand::N,прамежак,oralik
287,Entfernung::N,адлегласць,uzoqlik
288,Gegend::N,мясцовасць,yer
289,Platz::N,месца,oralig
290,Ort::N,месца,joy
291,Seite::N,бок,yon
292,Mitte::N,сярэдзіна,o'rta
293,Gegenstand::N,прадмет,ashyo
294,Sache::N,рэч,buyum
295,Rand::N,край,chek
296,Kante::N,руб,tig'
297,Kante::N,кант,tig'
298,Ecke::N,вугал,burchak
299,Spitze::N,кончык,uch
300,Ende::N,канец,oxir
301,Loch::N,дзірка,teshik
302,Winkel::N,вугал,go'sha
303,Muster::N,узор,nusha
304,Größe::N,памер,kattalik
305,Länge::N,даўжыня,uzunlik
306,Höhe::N,вышыня,yuksaklik
307,Gewicht::N,вага,solmoq
308,Menge::N,колькасць,miqdor
309,Haufen::N,куча,uyum
310,Reihe::N,рад,saf
311,Boot::N,лодка,qayiq
312,Ruder::N,вясло,äshkak
313,Schlitten::N,сані,chana
314,Ski::N,лыжа,chang'i
315,Lagerfeuer::N,вогнішча,gulxan
316,Last::N,цяжар,yuk
317,Gang::N,ход,yurish
318,Schritt::N,шаг,qadam
319,Schritt::N,крок,qadam
320,Norden::N,поўнач,shimol
321,Süden::N,поўдзень,janub
322,Westen::N,захад,g'arb
323,Osten::N,усход,sharq
324,Holz::N,дрэва,yog'och
325,Holz::N,драўніна,yog'och
326,Brett::N,дошка,taxta
327,Platte::N,пліта,tabaqa
328,Stütze::N,падпорка,tayanchi
329,Stange::N,жэрдка,qo'noq
330,Stock::N,палка,tayoq
331,Stab::N,шост,gavron
332,Rohr::N,труба,tarnov
333,Haus::N,дом,uy
334,Heim::N,дом,makon
335,Heim::N,хата,makon
336,Ofen::N,печ,pechka
337,Fußboden::N,падлога,pol
338,Tisch::N,стол,mosa
339,Stuhl::N,стул,o'rindiq
340,Stuhl::N,крэсла,o'rindiq
341,Wiege::N,калыска,beshik
342,Bett::N,ложак,yotoq
343,Bett::N,пасцель,yotoq
344,Regal::N,паліца,tokcha
345,Kiste::N,скрынка,sandiq
346,Fenster::N,акно,deraza
347,Tür::N,дзверы,äshik
348,Tor::N,вароты,darvoza
349,Zaun::N,агароджа,panjara
350,Dach::N,дах,tom
351,Leiter::N,лесвіца,narvon
352,Besen::N,мятла,supurgi
353,Spaten::N,лапата,bel
354,Spaten::N,жалязняк,bel
355,Schaufel::N,шуфлік,kurak
356,Schaufel::N,лапатка,kurak
357,Gabel::N,відэлец,bilka
358,Löffel::N,лыжка,qoshiq
359,Messer::N,нож,pichoq
360,Nagel::N,цвік,mix
361,Netz::N,сетка,to'r
362,Haken::N,крук,ilgak
363,Griff::N,ручка,sop
364,Griff::N,ручка,tutqich
365,Schloss::N,замок,qulf
366,Bild::N,карціна,rasm
367,Figur::N,фігура,shakl
368,Puppe::N,лялька,ko'g'irchoq
369,Beutel::N,мяшок,to'rva
370,Bündel::N,вязка,bog'lam
371,Tasche::N,торба,kissa
372,Eimer::N,вядро,chelak
373,Deckel::N,накрыўка,qopqoq
374,Geschirr::N,пасуда,idish
375,Sack::N,мех,qop
376,Tasse::N,кубак,piyola
377,Topf::N,каструля,tuvak
378,Kessel::N,кацёл,qozon
379,Essen::N,ежа,tomoq
380,Nahrung::N,харч,emak
381,Speise::N,страва,taom
382,Fleisch::N,мяса,go'sht
383,Getreide::N,збожжа,g'alla
384,Brei::N,каша,bo'tqa
385,Brot::N,хлеб,non
386,Scheibe::N,луста,disk
387,Scheibe::N,скібка,disk
388,Fett::N,тлушч,moy
389,Butter::N,масла,yog'
390,Öl::N,алей,moy
391,Salz::N,соль,tuz
392,Suppe::N,суп,sho'rva
393,Honig::N,мёд,asal
394,Milch::N,малако,sut
395,Tee::N,чай,choy
396,Tee::N,гарбата,choy
397,Leder::N,скура,charm
398,Wolle::N,воўна,jun
399,Stoff::N,тканіна,mato
400,Nadel::N,іголка,igna
401,Faden::N,нітка,ip
402,Knopf::N,гузік,tugma
403,Knoten::N,вузел,tugun
404,Farbe::N,фарба,bo'yok
405,Kleidung::N,адзенне,kiyim
406,Hemd::N,кашуля,ko'ylak
407,Kragen::N,каўнер,yoqa
408,Ärmel::N,рукаў,yeng
409,Hose::N,штаны,shim
410,Gürtel::N,пояс,tasma
411,Mütze::N,шапка,shapka
412,Schuh::N,чаравік,but
413,Stiefel::N,бот,botinka
414,Ring::N,кольца,yuzuk
415,Band::N,стужка,rishta
416,Kamm::N,расчоска,taroq
417,Spiegel::N,люстра,ko'zgu
418,Riemen::N,рэмень,qayish
419,Schnur::N,вяроўка,bog'ich
420,Leine::N,павадок,etak
421,Decke::N,коўдра,odyol
422,Kissen::N,падушка,yostiq
423,Tuch::N,хустка,gazlama
424,Handtuch::N,ручнік,sochiq
425,Kraft::N,сіла,kuch
426,Stärke::N,моц,quvvat
427,Gesundheit::N,здароўе,sog'lik
428,Krankheit::N,хвароба,kasallik
429,Schmerz::N,боль,og'riq
430,Wunde::N,рана,yara
431,Fieber::N,гарачка,bezgak
432,Fieber::N,ліхаманка,bezgak
433,Arznei::N,лекі,dori
434,Brücke::N,мост,ko'prik
435,Brunnen::N,калодзеж,buloq
436,Weide::N,паша,yaylov
437,Pfad::N,сцежка,dorojka
438,Weg::N,шлях,yo'l
439,Weg::N,дарога,yo'l
440,Straße::N,вуліца,ko'cha
441,Dorf::N,вёска,ovul
442,Stadt::N,горад,shahar
443,Brief::N,ліст,maktub
444,Brief::N,пісьмо,maktub
445,Buch::N,кніга,kitob
446,Buchstabe::N,літара,harf
447,Zeitung::N,газета,gazet
448,Leben::N,жыццё,hayot
449,Tod::N,смерць,o'lim
450,Grab::N,магіла,go'r
451,Kirche::N,касцёл,cherkov
452,Kirche::N,царква,cherkov
453,Sünde::N,грэх,gunoh
454,Gott::N,бог,olloh
455,Arbeiter::N,рабочы,ishchi
456,Chef::N,начальнік,rais
457,Meister::N,майстар,usta
458,Arzt::N,урач,hakim
459,Lehrer::N,настаўнік,muallim
460,Geld::N,грошы,pul
461,Geschäft::N,заняцце,savdo
462,Laden::N,крама,do'kon
463,Laden::N,магазін,do'kon
464,Preis::N,цана,baho
465,Ware::N,тавар,mol
466,Nutzen::N,выгада,foyda
467,Reichtum::N,багацце,boylik
468,Welt::N,свет,olam
469,Land::N,краіна,o'lka
470,Staat::N,дзяржава,davlat
471,König::N,кароль,qirol
472,Macht::N,улада,iqtidor
473,Grenze::N,граніца,chegara
474,Krieg::N,вайна,harb
475,Feind::N,вораг,dushman
476,Gewalt::N,насілле,zo'rlik
477,Kampf::N,барацьба,kurash
478,Bogen[Waffe]::N,лук,yoy
479,Pfeil::N,страла,o'q
480,Gewehr::N,ружжо,vintovka
481,Fehler::N,памылка,xato
482,Lüge::N,хлусня,yolg'on
483,Schaden::N,шкода,ziyon
484,Unglück::N,ліха,balo
485,Unglück::N,бядота,balo
486,Schuld::N,віна,ayb
487,Alter::N,узрост,yosh
488,Schluss::N,канец,tamom
489,Zeit::N,час,vaqt
490,Tag::N,дзень,kun
491,Morgen::N,ранак,saboh
492,Morgen::N,раніца,saboh
493,Mittag::N,паўдня,kun tushlik
494,Mittag::N,поўдзень,kun tushlik
495,Abend::N,вечар,oqshom
496,Nacht::N,ноч,tun
497,Woche::N,тыдзень,hafta
498,Monat::N,месяц,oy
499,Jahr::N,год,yil
500,Frühling::N,вясна,bahor
501,Sommer::N,лета,yoz
502,Herbst::N,восень,kuz
503,Herbst::N,восень,xazon
504,Winter::N,зіма,qish
505,Januar::N,студзень,yanvar'
506,Februar::N,люты,fevral'
507,März::N,сакавік,mart
508,April::N,красавік,aprel'
509,Mai::N,май,may
510,Mai::N,травень,may
511,Juni::N,чэрвень,iyun'
512,Juli::N,ліпень,iyul'
513,August::N,жнівень,avgust
514,September::N,верасень,sentyabr'
515,Oktober::N,кастрычнік,oktyabr'
516,November::N,лістапад,noyabr'
517,Dezember::N,снежань,dekabr'
518,Montag::N,панядзелак,dushanba
519,Dienstag::N,аўторак,seshanba
520,Mittwoch::N,серада,chorshanba
521,Donnerstag::N,чацвер,payshanba
522,Freitag::N,пятніца,juma
523,Samstag::N,субота,shanba
524,Sonntag::N,нядзеля,yakshanba
525,groß::A,вялікі,buyuk
526,klein::A,маленькі,kichik
527,lang::A,доўгі,uzun
528,kurz::A,кароткі,qisqa
529,breit::A,шырокі,keng
530,schmal::A,вузкі,änsiz
531,dicht::A,густы,quyuq
532,dick[Gegenstand]::A,тоўсты,qalin
533,dünn::A,тонкі,ingichka
534,fein::A,тонкі,mayin
535,fest::A,моцны,qattiq
536,flach::A,плоскі,yalpoq
537,glatt::A,гладкі,tekis
538,hart::A,цвёрды,qattiq
539,weich::A,мяккі,yumshoq
540,rund::A,круглы,yumaloq
541,spitz::A,спічасты,uchli
542,spitz::A,востраканцовы,uchli
543,scharf::A,востры,keskir
544,stumpf::A,тупы,to'mtoq
545,schwer::A,цяжкі,salmoqli
546,schön::A,прыгожы,go'zal
547,heiß::A,гарачы,qiziq
548,warm::A,цёплы,issiq
549,kalt::A,холадны,sovuq
550,kühl::A,халаднаваты,salqin
551,frisch::A,свежы,toza
552,feucht::A,вільготны,namli
553,nass::A,мокры,nam
554,trocken::A,сухі,quruq
555,voll::A,поўны,to'la
556,leer::A,пусты,puch
557,offen::A,адкрыты,ochiq
558,offen::A,адчынены,ochiq
559,geschlossen::A,закрыты,berk
560,geschlossen::A,зачынены,berk
561,sauber::A,чысты,ozoda
562,schmutzig::A,брудны,kir
563,roh::A,сыры,xom
564,reif::A,спелы,pishiq
565,lecker::A,смачны,shirin
566,süß::A,салодкі,shirin
567,bitter::A,горкі,achchiq
568,sauer::A,кіслы,achchiq
569,hell::A,светлы,yorug'
570,dunkel::A,цёмны,qorong'i
571,schwarz::A,чорны,qora
572,weiß::A,белы,oq
573,rot::A,чырвоны,qizil
574,gelb::A,жоўты,sariq
575,blau::A,сіні,zangori
576,grün::A,зялёны,yashil
577,grau::A,шэры,bo'z
578,bunt::A,пяресты,ola
579,billig::A,танны,arzon
580,teuer::A,дарагі,qimmat
581,wertvoll::A,цэнны,qimmat
582,wertvoll::A,каштоўны,qimmat
583,blind::A,сляпы,ko'r
584,taub::A,глухі,garang
585,kräftig::A,магутны,kuchli
586,stark::A,сільны,quvvatli
587,schwach::A,слабы,kuchsiz
588,fett::A,тлусты,semiz
589,schlank::A,стройны,ingichka
590,hübsch::A,чароўны,ko'rkam
591,böse::A,злы,yovuz
592,dumm::A,дурны,aqlsiz
593,faul::A,лянівы,ärinchak
594,fleißig::A,руплівы,ishchan
595,geizig::A,прагны,qurumsoq
596,klug::A,разумны,oqil
597,geschickt::A,умелы,äpchil
598,lieb::A,мілы,aziz
599,lustig::A,вясёлы,chaqchaq
600,sanft::A,ласкавы,asta
601,hungrig::A,галодны,och
602,krank::A,хворы,kasal
603,nackt::A,голы,yalang
604,traurig::A,сумны,xafa
605,lebendig::A,жывы,hayotiy
606,gut::A,добры,soz
607,schlecht::A,кепскі,yomon
608,richtig::A,правільны,rost
609,schlimm::A,агідны,yovuz
610,wahr::A,сапраўдны,haqiqiy
611,alt::A,стары,äski
612,neu::A,новы,yangi
613,ehemalig::A,былы,sobiq
614,alt[Lebewesen]::A,стары,qari
615,jung::A,малады,navqiron
616,arm::A,бедны,abgor
617,reich::A,багаты,boy
618,bekannt::A,знаёмы,ma'lum
619,berühmt::A,славуты,mashhur
620,fremd::A,чужы,yot
621,verschieden::A,розны,turli
622,nah::A,блізкі,yaqindagi
623,fern::A,далёкі,uzoq
624,linker::A,левы,so'l
625,rechter::A,правы,o'ng
626,anderer::A,іншы,boshqa
627,anderer::A,другі,boshqa
628,erster::A,першы,birinchi
629,zweiter::A,другі,ikkinchi
630,dritter::A,трэці,uchinchi
631,letzter::A,апошні,oxirgi
632,allein::ADV,сам,o'zicha
633,allein::ADV,адзін,o'zicha
634,auf einmal::ADV,адразу,varakay
635,zusammen::ADV,разам,barobar
636,lange::ADV,доўга,uzoq
637,plötzlich::ADV,раптам,qo'qqisdan
638,sofort::ADV,зараз,darrov
639,später::ADV,пазней,so'ngra
640,jetzt::ADV,цяпер,hozirgina
641,heute::ADV,сёння,bugun
642,morgen::ADV,заўтра,ärta
643,bald::ADV,хутка,toz
644,bald::ADV,неўзабаве,toz
645,dann::ADV,потым,keyin
646,gestern::ADV,учора,kecha
647,einst::ADV,аднойчы,avvallari
648,damals::ADV,тады,ugal
649,danach::ADV,затым,so'ngra
650,vorher::ADV,раней,avval
651,zuerst::ADV,спярша,avval
652,zuerst::ADV,спачатку,avval
653,einmal::ADV,адзін раз,bir marta
654,manchmal::ADV,часам,onda-sonda
655,oft::ADV,часта,tez-tez
656,immer::ADV,заўсёды,har vaqt
657,niemals::ADV,ніколі,hargiz
658,hier::ADV,тут,shu erda
659,hierhin::ADV,сюды,beri
660,von hier::ADV,адсюль,shu erdan
661,von hier::ADV,адгэтуль,shu erdan
662,dort::ADV,там,ana
663,dorthin::ADV,туды,u yerga
664,geradeaus::ADV,прама,to'g'ri
665,vorwärts::ADV,наперад,ilgari
666,rückwärts::ADV,назад,qoloq
667,zurück::ADV,назад,orqada
668,unten::ADV,унізе,pastda
669,hinab::ADV,уніз,tubanga
670,oben::ADV,угары,ustida
671,oben::ADV,наверсе,ustida
672,hinauf::ADV,угару,yuqorida
673,überall::ADV,усюды,har erda
674,nicht::ADV,не,ämas
675,ein wenig::ADV,трошкі,biroz
676,kaum::ADV,ледзьве,arang
677,sehr::ADV,вельмі,ancha
678,so::ADV,так,shunday
679,noch::ADV,яшчэ,hali
680,nur::ADV,толькі,yolg'iz
681,schon::ADV,ужо,endi
682,wieder::ADV,зноў,yana
683,vergebens::ADV,дарма,bekorga
684,vergebens::ADV,дарэмна,bekorga
685,vor::PRP,перад,burun
686,hinter::PRP,за,ketida
687,hinter::PRP,ззаду,ketida
688,unter::PRP,пад,ostida
689,durch::PRP,праз,bo'ylab
690,neben::PRP,каля,yonida
691,zwischen::PRP,між,orada
692,zwischen::PRP,паміж,orada
693,wegen::PRP,з-за,sababli
694,dies::PRN,гэта,o'sha
695,das::PRN,тое,narigi
696,alles::PRN,усё,har nima
697,ich::PRN,я,men
698,du::PRN,ты,sen
699,er::PRN,ён,u
700,wir::PRN,мы,biz
701,ihr::PRN,вы,siz
702,sie::PRN,яны,ular
703,was::FPRN,што,nima
704,wer::FPRN,хто,kim
705,wo::FADV,дзе,qaerda
706,wohin::FADV,куды,qayerga
707,wie::FADV,як,qanday
708,warum::FADV,чаму,nega
709,wieviel::FNUM,колькі,qancha
710,eins::NUM,адзін,bir
711,zwei::NUM,два,ikki
712,drei::NUM,тры,uch
713,vier::NUM,чатыры,to'rt
714,fünf::NUM,пяць,besh
715,sechs::NUM,шесць,olti
716,sieben::NUM,сем,etti
717,acht::NUM,восем,sakkiz
718,neun::NUM,дзевяць,to'qqiz
719,zehn::NUM,дзесяць,o'n
720,elf::NUM,адзінаццаць,o'n bir
721,zwölf::NUM,дванаццаць,o'n ikki
722,zwanzig::NUM,дваццаць,yigirma
723,dreißig::NUM,трыццаць,o'ttiz
724,vierzig::NUM,сорак,qirq
725,fünfzig::NUM,пядзесят,ällik
726,sechzig::NUM,шесдзесят,oltmish
727,siebzig::NUM,семдзесят,etmish
728,achtzig::NUM,восемдзесят,sakson
729,neunzig::NUM,дзевяноста,to'qson
730,hundert::NUM,сто,yuz
731,tausend::NUM,тысяча,ming
732,und::CNJ,і,va
733,und::CNJ,ды,va
734,oder::CNJ,або,yo
735,stehen::V,стаяць,turmoq
736,sitzen::V,сядзець,o'tirmoq
737,liegen::V,ляжаць,yotmoq
738,hängen::V,вісець,osilmoq
739,werden::V,стаць,bo'lmoq
740,werden::V,зрабіцца,bo'lmoq
741,passieren::V,трапіцца,bo'lib o'tmoq
742,beginnen::V,пачацца,boshlanmoq
743,enden::V,кончыцца,bitmoq
744,wechseln::V,мяняцца,o'zgarmoq
745,aufgehen[Sonne]::V,узысці,chiqmoq
746,untergehen[Sonne]::V,зайсці,botmoq
747,scheinen[Sonne]::V,свяціць,yaraqlamoq
748,donnern::V,грымець,gulduramoq
749,wehen::V,дзьмуць,elpimoq
750,strömen::V,ліцца,oqmoq
751,fließen::V,цячы,oqmoq
752,sich drehen::V,круціцца,aylanmoq
753,sich drehen::V,варочацца,aylanmoq
754,schwanken::V,хістацца,qoqilmoq
755,schwingen::V,гайдацца,lopillamoq
756,schwingen::V,калыхацца,lopillamoq
757,fallen::V,падаць,tushmoq
758,brennen::V,гарэць,yonmoq
759,rauchen::V,дымець,tutamoq
760,regnen::V,дажджыць,yomg'ir yog'moq
761,gefrieren::V,замерзнуць,muzlamoq
762,tauen::V,раставаць,ärimoq
763,schmelzen::V,плавіцца,ärimoq
764,trocknen::V,сохнуць,qurimoq
765,sieden::V,кіпець,qaynamoq
766,faulen::V,гнісці,chirimoq
767,verfaulen::V,згнісці,chirimoq
768,reißen::V,ірвацца,qayt qilmoq
769,versinken::V,тануць,g'arq bo'lmoq
770,vergehen::V,праходзіць,o'tmoq
771,erscheinen::V,зʼявіцца,zuhur ätmoq
772,verschwinden::V,знікнуць,yo'qolmoq
773,sinken::V,спадаць,pasaymoq
774,abnehmen::V,паменшыцца,kamaymoq
775,zunehmen::V,павялічвацца,urchimoq
776,steigen::V,паднімацца,oshmoq
777,wachsen::V,расці,o'smoq
778,glänzen::V,блішчаць,porlamoq
779,funkeln::V,бліскаць,yalt ätmoq
780,lärmen::V,шумець,taraq ätmoq
781,läuten::V,званіць,jiringlamoq
782,klingeln::V,званіць,jiringlamoq
783,klirren::V,бразгаць,sharaqlamoq
784,brausen::V,бушаваць,vag'illamoq
785,rauschen::V,шастаць,shitirlamoq
786,klingen::V,гучаць,yangramoq
787,bellen::V,брахаць,hurmoq
788,heulen::V,выць,uvlamoq
789,blasen::V,дзьмухнуць,puflamoq
790,pfeifen::V,свістаць,xushtak chalmoq 
