,Concept_ID,kn,mhr
92,Strömung::N,ಪ್ರವಾಹ,йо́гын
93,Tropfen::N,ತೊಟ್ಟು,чӱча́лтыш
94,Schaum::N,ನೊರೆ,шоҥ
95,Schmutz::N,ಕಸ,лавыра́
96,See::N,ಸರೋವರ,ер
97,Sumpf::N,ಜೌಗುಸ್ಥಳ,лӱ́кӧ
98,Moor::N,ಬಂಜರು ಭೂಮಿ,куп
99,Wiese::N,ಹುಲ್ಲುಗಾವಲು,о́лык
100,Wald::N,ಕಾಡು,чодыра́
101,Hügel::N,ಗುಡ್ಡೆ,арка́
102,Anhöhe::N,ದಿಬ್ಬ,тӧва́
103,Anhöhe::N,ದಿಬ್ಬ,кӱкшака́
104,Berg::N,ಮಲೆ,ку́рык
105,Berg::N,ಪರ್ವತ,ку́рык
106,Gipfel::N,ಶೃಂಗ,чаҥга́
107,Gipfel::N,ಶೃಂಗ,курыкву́й
108,Höhle::N,ಗುಹೆ,пеще́р
109,Höhle::N,ಗುಹೆ,курыкпо́мыш
110,Abhang::N,ಇಳಿಜಾರು,та́йыл
111,Quelle::N,ಮೂಲ,важ
112,Quelle::N,ಮೂಲ,вӱдшинча́
113,Bach::N,ತೊರೆ,изэҥе́р
114,Fluss::N,ನದಿ,эҥе́р
115,Ufer::N,ತೀರ,сер
116,Küste::N,ದಂಡೆ,вӱдтӱ́р
117,Festland::N,ಭೂಮಿ,мла́нде
118,Meer::N,ಕಡಲು,те́ҥыз
119,Bucht::N,ಖಾರಿ,икса́
120,Insel::N,ದ್ವೀಪ,отро́
121,Blume::N,ಸುಮ,пеле́дыш
122,Gras::N,ಹುಲ್ಲು,шу́до
123,Wurzel::N,ಬೇರು,вож
124,Baum::N,ಮರ,пуше́ҥге
125,Stamm::N,ಕಾಂಡ,йы́тыр
126,Rinde::N,ತೂಗಟಿ,шӱм
127,Ast::N,ಶಾಖೆ,укш
128,Zweig::N,ರೆಂಬೆ,торма́к
129,Blatt::N,ಎಲೆ,лышта́ш
130,Birke::N,ಬರ್ಚ್ ಮರ,куэ́
131,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,пӱ́нчӧ
132,Weide[Baum]::N,ವಿಲೋಮರ,уа́
133,Tanne::N,ಭದ್ರದಾರು,кож
134,Horn::N,ಕೊಂಬು,шур
135,Feder::N,ಪುಕ್ಕ,пы́стыл
136,Fell::N,ರೋಮ,кова́ште
137,Flügel::N,ರೆಕ್ಕೆ,шу́лдыр
138,Klaue::N,ಪಂಜ,кӱч
139,Kralle::N,ಉಗುರು,ла́па
140,Kralle::N,ಉಗುರು,копа́
141,Schwanz::N,ಬಾಲ,поч
142,Ei::N,ಮೊಟ್ಟೆ,му́но
143,Nest::N,ಗೂಡು,пыжа́ш
144,Bau::N,ಅಡಗುದಾಣ,пыжа́ш
145,Tier::N,ಪ್ರಾಣಿ,я́нлык
146,Tier::N,ಪ್ರಾಣಿ,живо́тный
147,Herde::N,ಗುಂಪು,кӱ́тӱ
148,Herde::N,ಗುಂಪು,тӱшка́
149,Kuh::N,ಹಸು,ушка́л
150,Bulle::N,ಗೂಳಿ,ӱ́шкыж
151,Pferd::N,ಕುದುರೆ,и́мне
152,Schaf::N,ಕುರಿ,шо́рык
153,Schwein::N,ಹಂದಿ,сӧсна́
154,Hund::N,ನಾಯಿ,пий
155,Katze::N,ಬೆಕ್ಕು,пы́рыс
156,Bär::N,ಕರಡಿ,маска́
157,Eichhörnchen::N,ಉಡುತೆ,ур
158,Elch::N,ಕಡವೆ,шо́рдо
159,Fuchs::N,ನರಿ,ры́выж
160,Hase::N,ಮೊಲ,мера́ҥ
161,Maus::N,ಇಲಿ,коля́
162,Wolf::N,ತೋಳ,пи́ре
163,Vogel::N,ಪಕ್ಷಿ,ка́йык
164,Schwarm::N,ಗುಂಪು,каша́к
165,Huhn::N,ಚಿಕ್,чы́ве
166,Hahn::N,ಹುಂಜ,агыта́н
167,Gans::N,ವರಟೆ,ко́мбо
168,Adler::N,ಗರುಡ,карагу́ш
169,Ente::N,ಬಾತು,лу́до
170,Eule::N,ಗೂಬೆ,тумна́
171,Kranich::N,ಕೊಕ್ಕರ,турня́
172,Krähe::N,ಕಾಗೆ,кора́к
173,Kuckuck::N,ಕೋಗಿಲೆ,куку́
174,Schwan::N,ಹಂಸಪಕ್ಷಿ,йӱ́ксӧ
175,Fisch::N,ಮೀನು,кол
176,Barsch::N,ಪರ್ಚ್ ಮೀನು,ола́ҥге
177,Hecht::N,ಪೈಕ್ ಮೀನು,нуж
178,Hecht::N,ಪೈಕ್ ಮೀನು,чорта́н
179,Schlange[Tier]::N,ಹಾವು,ки́шке
180,Wurm::N,ಹುಳು,шукш
181,Spinne::N,ಊರ್ಣನಾಭ,эҥыре́мыш
182,Ameise::N,ಇರುವೆ,ку́тко
183,Laus::N,ಹೇನು,тий
184,Mücke::N,ಸೊಳ್ಳೆ,шыҥа́
185,Fliege::N,ನೊಣ,ка́рме
186,Schmetterling::N,ಪತಂಗ,лы́ве
187,Beere::N,ನಯವಣ್ಣು,мӧр
188,Apfel::N,ಸೇಬು,олма́
189,Pilz::N,ಅಣಬೆ,по́ҥго
190,Zwiebel::N,ನೀರುಳ್ಳಿ,шога́н
191,Saat::N,ಬಿತ್ತ,нӧ́шмӧ
192,Saat::N,ಬಿತ್ತ,туш
193,Korn::N,ಬೀಜ,шу́рно
194,Heu::N,ಕರಡ,шу́до
195,Schale::N,ಹೊಟ್ಟು,шӱм
196,Grube::N,ಗುಂಡಿ,выне́м
197,Falle::N,ಬೋನು,лӧ́дӧ
198,Schlinge::N,ಉರುಲು,о́птыш
199,Schlinge::N,ಉರುಲು,шӧрга́лтыш
200,Spur::N,ಜಾಡು,кыша́
201,Asche::N,ಬೂದಿ,ло́мыж
202,Dreck::N,ಹೊಲಸು,лавыра́
203,Eisen::N,ಕಬ್ಬಿಣ,кӱ́ртньӧ
204,Gold::N,ಚಿನ್ನ,шӧ́ртньӧ
205,Silber::N,ಬೆಳ್ಳಿ,ший
206,Kohle::N,ಕಲ್ಲಿದ್ದಲು,мландышӱ́й
207,Glas::N,ಗಾಜು,янда́
208,Lehm::N,ಜೇಡಿಮಣ್ಣು,шун
209,Sand::N,ಮರಳು,ошма́
210,Mensch::N,ಪುರುಷ,еҥ
211,Mensch::N,ಪುರುಷ,айде́ме
212,Mann::N,ಆಳು,пӧръе́ҥ
213,Frau::N,ಹೆಣ್ಣು,ӱдырама́ш
214,Kind::N,ಮಗು,аза́
215,Junge::N,ಹುಡುಗ,рве́зе
216,Mädchen::N,ಹುಡುಗಿ,ӱдыра́ш
217,Familie::N,ಕುಟುಂಬ,еш
218,Großvater::N,ಅಜ್ಜ,коча́
219,Großmutter::N,ಅಮ್ಮ,кова́
220,Eltern::N,ಹೆತ್ತವರು,ача́-ава́
221,Vater::N,ತಂದೆ,ача́
222,Mutter::N,ಅಮ್ಮ,ава́
223,Sohn::N,ಮಗ ,э́рге
224,Tochter::N,ಮಗಳು,ӱ́дыр
225,Bruder::N,ತಮ್ಮ,иза́
226,Bruder::N,ತಮ್ಮ,шо́льо
227,Schwester::N,ತಂಗಿ,ака́
228,Onkel::N,ಸೋದರಮಾವ,иза́
229,Onkel::N,ದೊಡ್ಡಪ್ಪ,иза́
230,Tante::N,ಚಿಕ್ಕಮ್ಮ,кока́
231,Ehemann::N,ಗಂಡ,мари́й
232,Ehefrau::N,ಹೆಂಡತಿ,ва́те
233,Freude::N,ನಲಿವು,куа́н
234,Freude::N,ನಲಿವು,куаныма́ш
235,Gelächter::N,ನಗೆ,во́штылтыш
236,Glück::N,ಆನಂದ,пиа́л
237,Kummer::N,ದುಃಖ,о́йго
238,Wunsch::N,ಬಯಕೆ,ку́мыл
239,Lust::N,ಇಷ್ಟ,ку́мыл
240,Geist::N,ಆತ್ಮ,ӧрт
241,Geist::N,ಆತ್ಮ,чон
242,Gedanke::N,ಯೋಚನೆ,ой
243,Gedanke::N,ಯೋಚನೆ,шоныма́ш
244,Gedächtnis::N,ಸ್ಮರಣೆ,шарныма́ш
245,Verstand::N,ಮನಸ್ಸು,уш
246,Sinn::N,ಅರ್ಥ,смысл
247,Grund::N,ಕಾರಣ,ама́л
248,Wahrheit::N,ಸತ್ಯ,чын
249,Gespräch::N,ಸಂಭಾಷಣೆ,мутланыма́ш
250,Märchen::N,ಸುಳ್ಳು ಕಥೆ,йома́к
251,Erzählung::N,ಕಥೆ,ойлыма́ш
252,Nachricht::N,ಸಂದೇಶ,увертарыма́ш
253,Neuigkeit::N,ಸುದ್ದಿ,уве́р
254,Name::N,ಹೆಸರು,лӱм
255,Rätsel::N,ಒಗಟು,ту́што
256,Rede::N,ಮಾತು,ойлыма́ш
257,Sprache::N,ಭಾಷೆ,йы́лме
258,Stimme::N,ಧ್ವನಿ,йӱк
259,Wort::N,ಮಾತು,ой
260,Wort::N,ಮಾತು,мут
261,Zeichen::N,ಗುರುತು,ти́ште
262,Zeichen::N,ಗುರುತು,знак
263,Ruf::N,ಕೂಗು,ӱжма́ш
264,Lärm::N,ಸದ್ದು,лӱшкыма́ш
265,Lärm::N,ಸದ್ದು,йӱк-йӱа́н
266,Laut::N,ಶಬ್ದ,йӱк
267,Ton::N,ನಾದ,йӱксе́м
268,Lied::N,ಗಾನ,му́ро
269,Ruhe::N,ಶಾಂತಿ,ты́мык
270,Leute::N,ಮಂದಿ,еҥ-влак
271,Volk::N,ಜನಾಂಗ,ка́лык
272,Arbeit::N,ಕೆಲಸ,паша́
273,Gast::N,ಅತಿಥಿ,уна́
274,Geschenk::N,ಕಾಣಿಕೆ,пӧле́к
275,Spiel::N,ಆಟ,мо́дыш
276,Spiel::N,ಆಟ,модма́ш
277,Gesellschaft::N,ಸಂಗ,тӱшка́
278,Hilfe::N,ಸಹಾಯ,по́лыш
279,Freund::N,ಸ್ನೇಹಿತ,таҥ
280,Freund::N,ಸ್ನೇಹಿತ,йолта́ш
281,Kamerad::N,ಜೊತೆಗಾರ,таҥ
282,Angelegenheit::N,ವಿಚಾರ,паша́
283,Anzahl::N,ಎಣಿಕೆ,чот
284,Art::N,ತರ,вид
285,Stück::N,ತುಂಡು,ка́тыш
286,Stück::N,ತುಂಡು,ла́стык
287,Teil::N,ಭಾಗ,ужа́ш
288,Hälfte::N,ಅರ್ಧ,пел
289,Hälfte::N,ಅರ್ಧ,пе́ле
290,Kreis::N,ವೃತ್ತ,ты́ртыш
291,Kreuz::N,ಶಿಲುಬೆ,ыре́с
292,Linie::N,ರೀಖೆ,ли́ний
293,Strich::N,ಗೀಟು,коре́ш
294,Abstand::N,ಅಂತರ,кокла́
295,Entfernung::N,ದೂರ,тора́
296,Entfernung::N,ದೂರ,ку́жыт
297,Gegend::N,ವಿಸ್ತೀರ್ಣ,кунде́м
298,Platz::N,ಅಂತರ,ку́мдык
299,Ort::N,ಸ್ಥಳ,вер
300,Ort::N,ಸ್ಥಳ,о́лмо
301,Seite::N,ಪಕ್ಷ,ӧ́рдыж
302,Mitte::N,ನಡು,покше́л
303,Gegenstand::N,ವಸ್ತು,наста́
304,Sache::N,ವಸ್ತು,наста́
305,Rand::N,ಅಂಚು,тӱр
306,Kante::N,ಅಂಚು,тӱр
307,Ecke::N,ಮೂಲೆ,лук
308,Spitze::N,ತುದಿ,вуй
309,Ende::N,ಕೊನೆ,муча́ш
310,Loch::N,ತೂತು,рож
311,Winkel::N,ಕೋನ,лук
312,Muster::N,ನಮೂನೆ,пеза́к
313,Muster::N,ನಮೂನೆ,узо́р
314,Muster::N,ನಮೂನೆ,ӱ́лгӧ
315,Größe::N,ಪ್ರಮಾಣ,кӱ́кшыт
316,Länge::N,ಉದ್ದ,ку́тыш
317,Höhe::N,ಎತ್ತರ,кӱ́кшыт
318,Gewicht::N,ತೂಕ,не́лыт
319,Menge::N,ಮೊತ್ತ,чот
320,Haufen::N,ರಾಶಿ,кы́шыл
321,Reihe::N,ಸಾಲು,рада́м
322,Boot::N,ದೋಣಿ,пуш
323,Ruder::N,ಹುಟ್ಟು,эшка́к
324,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,тер
325,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,изде́р
326,Ski::N,ಜಾರುಪಟ್ಟಿ,е́че
327,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,туло́то
328,Last::N,ಹೊರೆ,нӧ́лтыш
329,Gang::N,ತಿರುಗಾಟ,ошкылма́ш
330,Schritt::N,ಹೆಜ್ಜೆ,о́шкыл
331,Norden::N,ಉತ್ತರ,йӱдйыма́л
332,Süden::N,ದಕ್ಷಿಣ,кечывалве́л
333,Westen::N,ಪಶ್ಚಿಮ,касве́л
334,Osten::N,ಮೂಡಲು,эрве́л
335,Holz::N,ಚೌಬೀನೆ,пу
336,Brett::N,ಹಲಗೆ,оҥа́
337,Platte::N,ಹಲಗೆ,аста́р
338,Stütze::N,ಆಸರೆ,чара́к
339,Stange::N,ಕಂಬ,лома́ш
340,Stock::N,ಕೋಲು,тоя́
341,Stab::N,ದೊಣ್ಣೆ,вара́
342,Stab::N,ದೊಣ್ಣೆ,кашта́
343,Rohr::N,ನಳಿಕೆ,пуч
344,Haus::N,ಮನೆ,пӧрт
345,Heim::N,ಗೃಹ,мӧ́ҥгӧ
346,Ofen::N,ಒಲೆ,комака́
347,Fußboden::N,ನೆಲ,кӱва́р
348,Tisch::N,ಮೇಜು,ӱсте́л
349,Stuhl::N,ಕುರ್ಚಿ,пӱке́н
350,Wiege::N,ತೊಟ್ಟಿಲು,шепка́
351,Bett::N,ಹಾಸಿಗೆ,ва́кшыш
352,Regal::N,ಬೀರು,шӧ́рлык
353,Kiste::N,ಪಟ್ಟಿಗೆ,шо́ндык
354,Kiste::N,ಪಟ್ಟಿಗೆ,я́шлык
355,Fenster::N,ಕಿಟಕಿ,окна́
356,Tür::N,ಬಾಗಿಲು,омса́
357,Tor::N,ಹೆಬ್ಬಾಗಿಲು,капка́
358,Zaun::N,ಬೇಲಿ,сава́р
359,Dach::N,ಮಾಳಿಗೆ,леве́дыш
360,Leiter::N,ಏಣಿ,тошка́лтыш
361,Besen::N,ಪೊರಕೆ,ӱштерво́штыр
362,Spaten::N,ಗುದ್ದಲಿ,ко́льмо
363,Schaufel::N,ಸನಿಕೆ,сово́к
364,Schaufel::N,ಸನಿಕೆ,су́ско
365,Gabel::N,ಕವಲು,ви́лке
366,Löffel::N,ಚಮಚ,па́не
367,Löffel::N,ಚಮಚ,совла́
368,Messer::N,ಚಾಕು,кӱ́зӧ
369,Nagel::N,ಆಣಿ,пуда́
370,Netz::N,ಬಲೆ,вапш
371,Haken::N,ಕೊಂಡಿ,са́гыле
372,Griff::N,ಹಿಡಿ,кыл
373,Schloss::N,ವೀಗ,кӧгӧ́н
374,Bild::N,ಚಿತ್ರ,сӱре́т
375,Figur::N,ಆಕಾರ,фигу́р
376,Puppe::N,ಗೊಂಬೆ,курча́к
377,Beutel::N,ಸಂಚಿ,меша́к
378,Bündel::N,ಕಟ್ಟು,арша́ш
379,Tasche::N,ಚೀಲ,сумка́
380,Eimer::N,ಬಾನೆ,ведра́
381,Deckel::N,ಮುಚ್ಚಳ,ко́мдыш
382,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,а́те
383,Sack::N,ಮೂಟೆ,куль
384,Sack::N,ಮೂಟೆ,меша́к
385,Tasse::N,ಬಟ್ಟಲು,чу́кыр
386,Tasse::N,ಬಟ್ಟಲು,чашка́
387,Topf::N,ಮಡಕೆ,ми́ске
388,Kessel::N,ಕೆಟಲ್,под
389,Essen::N,ಊಟ,ко́чкыш
390,Nahrung::N,ಆಹಾರ,ку́рго
391,Speise::N,ಊಟ,ко́чкыш
392,Fleisch::N,ಮಾಂಸ,шыл
393,Getreide::N,ಧಾನ್ಯ,шу́рно
394,Brei::N,ಗಂಜಿ,пу́чымыш
395,Brot::N,ರೊಟ್ಟಿ,ки́нде
396,Scheibe::N,ಹೋಳು,ка́тыш
397,Fett::N,ಕೊಬ್ಬು,коя́
398,Butter::N,ಬೆಣ್ಣೆ,ӱй
399,Öl::N,ಎಣ್ಣೆ,ӱй
400,Salz::N,ಉಪ್ಪು,шинча́л
401,Suppe::N,ಎಸರು,шӱр
402,Honig::N,ಮಧು,мӱй
403,Milch::N,ಹಾಲು,шӧр
404,Tee::N,ಚಹ,чай
405,Leder::N,ಚಕ್ಕಳ,сура́н
406,Leder::N,ಚಕ್ಕಳ,шӱ́штӧ
407,Wolle::N,ಉಣ್ಣೆ,пун
408,Stoff::N,ಬಟ್ಟೆ,куэ́м
409,Stoff::N,ಬಟ್ಟೆ,посто́
410,Nadel::N,ಸೂಜಿ,и́ме
411,Faden::N,ದಾರ,шӱ́ртӧ
412,Knopf::N,ಗುಂಡು,по́лдыш
413,Knoten::N,ಗಂಟು,пышке́м
414,Farbe::N,ಬಣ್ಣ,чия́
415,Kleidung::N,ಅರಿವೆ,чие́м
416,Kleidung::N,ಅರಿವೆ,вурге́м
417,Hemd::N,ಅಂಗಿ,ту́выр
418,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,сога́
419,Ärmel::N,ತೋಳು,шокш
420,Hose::N,ಇಜಾರ,йола́ш
421,Gürtel::N,ಬೆಲ್ಟು,ӱ́штӧ
422,Mütze::N,ಟೋಪಿ,упш
423,Schuh::N,ಪಾದರಕ್ಷೆ,боти́нке
424,Stiefel::N,ಬೂಟು,кем
425,Ring::N,ಉಂಗುರ,шерга́ш
426,Band::N,ರಿಬ್ಬನ್,тасма́
427,Band::N,ರಿಬ್ಬನ್,ле́нте
428,Kamm::N,ಹಣಿಗೆ,шерге́
429,Spiegel::N,ಕನ್ನಡಿ,вошто́нчыш
430,Riemen::N,ಬಾರು,кӱзанӱ́штӧ
431,Schnur::N,ಹುರಿ,кере́м
432,Schnur::N,ಹುರಿ,кандыра́
433,Leine::N,ಹಗ್ಗ,вӱра́ҥ
434,Decke::N,ಕಂಬಳಿ,леве́дыш
435,Decke::N,ಕಂಬಳಿ,одея́л
436,Kissen::N,ದಿಂಬು,кӱ́пчык
437,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,шо́выч
438,Handtuch::N,ಚೌಕ,со́лык
439,Kraft::N,ಬಲ,вий
440,Kraft::N,ಬಲ,куа́т
441,Stärke::N,ಶಕ್ತಿ,куа́т
442,Stärke::N,ಶಕ್ತಿ,карма́н
443,Gesundheit::N,ಆರೋಗ್ಯ,таза́лык
444,Krankheit::N,ರೋಗ,чер
445,Schmerz::N,ನೋವು,ко́рштыш
446,Wunde::N,ಗಾಯ,су́сыр
447,Fieber::N,ಜ್ವರ,йӱштыму́ж
448,Fieber::N,ಜ್ವರ,лихора́дке
449,Arznei::N,ಔಷಧ,эм
450,Brücke::N,ಸೇತುವೆ,кӱва́р
451,Brunnen::N,ಬಾವಿ,вӱдвыне́м
452,Weide::N,ಗೋಮಾಳ,нурше́р
453,Pfad::N,ದಾರಿ,йолго́рно
454,Pfad::N,ದಾರಿ,сокма́к
455,Weg::N,ಹಾದಿ,ко́рно
456,Straße::N,ರಸ್ತೆ,ко́рно
457,Dorf::N,ಹಳ್ಳಿ,ял
458,Stadt::N,ಪಟ್ಟಣ,ола́
459,Brief::N,ಕಾಗದ,се́рыш
460,Buch::N,ಪುಸ್ತಕ,книга́
461,Buchstabe::N,ಅಕ್ಷರ,буква́
462,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газе́т
463,Leben::N,ಜೀವನ,и́лыш
464,Tod::N,ಮರಣ,колыма́ш
465,Grab::N,ಗೋರಿ,шӱга́р
466,Kirche::N,ಚರ್ಚು,че́рке
467,Sünde::N,ಪಾಪ,су́лык
468,Gott::N,ದೇವರು,ю́мо
469,Arbeiter::N,ಕೆಲಸಗಾರ,паша́зе
470,Chef::N,ದಣಿ,тӧра́
471,Meister::N,ಶಿಕ್ಷಕ,маста́р
472,Arzt::N,ವೈದ್ಯ,врач
473,Lehrer::N,ಉಪಾಧ್ಯಾಯ,ту́ныктышо
474,Geld::N,ಹಣ,окса́
475,Geschäft::N,ವಾಣಿಜ್ಯ,сатулыма́ш
476,Laden::N,ಅಂಗಡಿ,ке́выт
477,Preis::N,ಬೆಲೆ,ак
478,Ware::N,ಸರಕು,сату́
479,Nutzen::N,ಲಾಭ,пайда́
480,Reichtum::N,ಸಂಪತ್ತು,поя́нлык
481,Welt::N,ಭೂಲೋಕ,тӱня́
482,Land::N,ದೇಶ,эл
483,Staat::N,ರಾಜ್ಯ,кугыжа́ныш
484,König::N,ರಾಜ,кугыжа́
485,Macht::N,ಅಧಿಕಾರ,власть
486,Grenze::N,ಗಡಿ,грани́ца
487,Krieg::N,ಯುದ್ಧ,сар
488,Feind::N,ಶತ್ರು,тушма́н
489,Gewalt::N,ಹಿಂಸೆ,виешлыма́ш
490,Kampf::N,ಹೋರಾಟ,кредалма́ш
491,Bogen[Waffe]::N,ಬಿಲ್ಲು,юҥе́ж
492,Pfeil::N,ಅಂಬು,пикш
493,Gewehr::N,ಬಂದೂಕು,пыча́л
494,Fehler::N,ತಪ್ಪು,йо́ҥылыш
495,Lüge::N,ಸುಳ್ಳು,шоя́к
496,Schaden::N,ಹಾನಿ,зия́н
497,Unglück::N,ಅಪಾಯ,эҥге́к
498,Schuld::N,ದೋಷ,тита́к
499,Schuld::N,ದೋಷ,йола́
500,Alter::N,ಮುಪ್ಪು,ийго́т
501,Schluss::N,ಮುಕ್ತಾಯ,муча́ш
502,Zeit::N,ಕಾಲ,жап
503,Zeit::N,ಕಾಲ,па́гыт
504,Tag::N,ದಿನ,ке́че
505,Morgen::N,ಮುಂಜಾನೆ,эр
506,Mittag::N,ನಡುಹಗಲು,кечыва́л
507,Abend::N,ಸಂಜೆ,кас
508,Nacht::N,ರಾತ್ರಿ,йӱд
509,Woche::N,ವಾರ,арня́
510,Monat::N,ತಿಂಗಳು,ты́лзе
511,Jahr::N,ಸಂವತ್ಸರ,ий
512,Frühling::N,ವಸಂತ,шо́шо
513,Sommer::N,ಬಿಸಿಲುಕಾಲ,кеҥе́ж
514,Herbst::N,ಶರತ್ಕಾಲ,шы́же
515,Winter::N,ಚಳಿಗಾಲ,те́ле
516,Januar::N,ನಾಲ್ಚಳಿ,шоркыйол
517,Januar::N,ನಾಲ್ಚಳಿ,идалыкву́й
518,Januar::N,ನಾಲ್ಚಳಿ,янва́рь
519,Februar::N,ಅಯ್ಚಳಿ,пургыж
520,Februar::N,ಅಯ್ಚಳಿ,февра́ль
521,März::N,ಮೊಬ್ಬೇಸಿಗೆ,ӱярня
522,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
523,April::N,ಇಬ್ಬೇಸಿಗೆ,апре́ль
524,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,ага
525,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
526,Juni::N,ಮೊಮ್ಮಳೆ,пеледыш
527,Juni::N,ಮೊಮ್ಮಳೆ,ию́нь
