,Concept_ID,pt,kk
285,Gelächter::N,gargalhada,күлу
286,Glück::N,felicidade,бақыт
287,Glück::N,felicidade,бақыттылық
288,Kummer::N,aflição,аза
289,Kummer::N,aflição,қайғы
290,Kummer::N,aflição,қасырет
291,Kummer::N,desgosto,аза
292,Kummer::N,desgosto,қайғы
293,Kummer::N,desgosto,қасырет
294,Wunsch::N,desejo,мүдде
295,Lust::N,vontade,тәбет
296,Lust::N,vontade,ынтызар
297,Lust::N,vontade,құштарлық
298,Geist::N,mente,рух
299,Geist::N,espírito,рух
300,Gedanke::N,ideia,ой
301,Gedanke::N,pensamento,ой
302,Gedächtnis::N,memória,ес
303,Gedächtnis::N,memória,жады
304,Gedächtnis::N,memória,ақыл-ес
305,Verstand::N,razão,ақыл
306,Verstand::N,razão,парасат
307,Verstand::N,inteligência,ақыл
308,Verstand::N,inteligência,парасат
309,Sinn::N,sentido,мән
310,Sinn::N,sentido,маныз
311,Sinn::N,sentido,мағына
312,Sinn::N,sentido,мән-мағына
313,Sinn::N,significado,мән
314,Sinn::N,significado,маныз
315,Sinn::N,significado,мағына
316,Sinn::N,significado,мән-мағына
317,Grund::N,causa,себеп
318,Grund::N,motivo,себеп
319,Wahrheit::N,verdade,рас
320,Gespräch::N,conversa,әңгіме
321,Gespräch::N,conversação,әңгіме
322,Märchen::N,conto,ертеп
323,Märchen::N,conto,ертек
324,Erzählung::N,conto,әңгіме
325,Erzählung::N,narrativa,әңгіме
326,Nachricht::N,mensagem,хабар
327,Neuigkeit::N,notícia,жаңалық
328,Neuigkeit::N,novidade,жаңалық
329,Name::N,nome,ат
330,Name::N,nome,атау
331,Rätsel::N,adivinha,жұмбақ
332,Rede::N,oração,сөз
333,Rede::N,discurso,сөз
334,Sprache::N,língua,тіл
335,Stimme::N,voz,үн
336,Stimme::N,voz,әуен
337,Stimme::N,voz,дауыс
338,Wort::N,palavra,сөз
339,Zeichen::N,marca,ишара
340,Ruf::N,grito,айғай
341,Ruf::N,chamada,айғай
342,Lärm::N,ruído,айғай-шу
343,Lärm::N,ruído,айғай-ұйғай
344,Lärm::N,barulho,айғай-шу
345,Lärm::N,barulho,айғай-ұйғай
346,Laut::N,som,дыбыс
347,Laut::N,som,дауыс
348,Ton::N,tom,әуен
349,Lied::N,canção,ән
350,Lied::N,canção,жыр
351,Lied::N,canção,ән-жыр
352,Ruhe::N,calma,тыныштық
353,Ruhe::N,silêncio,тыныштық
354,Leute::N,gente,кісілер
355,Leute::N,pessoas,кісілер
356,Volk::N,povo,халық
357,Volk::N,nação,халық
358,Arbeit::N,trabalho,еңбек
359,Gast::N,hóspede,қонақ
360,Gast::N,hóspede,мейман
361,Gast::N,convidado,қонақ
362,Gast::N,convidado,мейман
363,Geschenk::N,prenda,қадия
364,Geschenk::N,presente,қадия
365,Spiel::N,jogo,ойын
366,Gesellschaft::N,companhia,қауым
367,Gesellschaft::N,companhia,жұртшылық
368,Hilfe::N,ajuda,жэрдем
369,Hilfe::N,socorro,жэрдем
370,Freund::N,amigo,дос
371,Kamerad::N,camarada,дос-жар
372,Angelegenheit::N,assunto,жұмыс
373,Anzahl::N,número,сан
374,Anzahl::N,número,саны
375,Anzahl::N,quantidade,сан
376,Anzahl::N,quantidade,саны
377,Art::N,tipo,түр
378,Art::N,espécie,түр
379,Stück::N,pedaço,тілім
380,Teil::N,peça,үлес
381,Teil::N,peça,бөлшек
382,Teil::N,parte,үлес
383,Teil::N,parte,бөлшек
384,Hälfte::N,metade,жарты
385,Kreis::N,círculo,шеңбер
386,Kreuz::N,cruz,крест
387,Linie::N,linha,сызық
388,Strich::N,traço,сызық
389,Abstand::N,distância,ара
390,Abstand::N,distância,аралық
391,Entfernung::N,distância,аралық
392,Gegend::N,área,өңір
393,Gegend::N,região,өңір
394,Platz::N,lugar,орны
395,Ort::N,sítio,орын
396,Seite::N,lado,жақ
397,Seite::N,lado,бүйір
398,Mitte::N,meio,ортасы
399,Gegenstand::N,objecto,зат
400,Gegenstand::N,objecto,нәрсе
401,Sache::N,coisa,бұйым
402,Rand::N,bordo,шет
403,Rand::N,bordo,шеті
404,Rand::N,margem,шет
405,Rand::N,margem,шеті
406,Kante::N,borda,қыр
407,Kante::N,borda,қыры
408,Kante::N,aresta,қыр
409,Kante::N,aresta,қыры
410,Ecke::N,esquina,қыры
411,Ecke::N,esquina,бұрыш
412,Spitze::N,ponta,ұшы
413,Ende::N,cabo,аяқ
414,Ende::N,cabo,соңы
415,Ende::N,extremo,аяқ
416,Ende::N,extremo,соңы
417,Loch::N,furo,тесік
418,Loch::N,buraco,тесік
419,Winkel::N,canto,мүйіс
420,Winkel::N,ângulo,мүйіс
421,Muster::N,padrão,мәнер
422,Muster::N,desenho,мәнер
423,Größe::N,tamanho,ауқым
424,Größe::N,tamanho,көлемдік
425,Länge::N,comprimento,бой
426,Länge::N,comprimento,ұзындық
427,Höhe::N,altura,жоғарылық
428,Höhe::N,altura,биіктік
429,Höhe::N,altitude,жоғарылық
430,Höhe::N,altitude,биіктік
431,Gewicht::N,peso,салмақ
432,Menge::N,quantidade,мөлшер
433,Haufen::N,pilha,үйме
434,Haufen::N,pilha,үйінді
435,Reihe::N,fila,сап
436,Boot::N,barco,қайық
437,Ruder::N,remo,ескек
438,Schlitten::N,trenó,шана
439,Ski::N,esqui,шаңғы
440,Lagerfeuer::N,fogueira,алау
441,Last::N,carga,ауырлық
442,Last::N,carga,ауыр зат
443,Gang::N,curso,жүріс
444,Gang::N,caminhada,жүріс
445,Schritt::N,passo,адым
446,Norden::N,norte,солтүстік
447,Norden::N,norte,терістік
448,Süden::N,sul,оңтүстік
449,Westen::N,oeste,батыс
450,Westen::N,ocidente,батыс
451,Osten::N,este,күншығыс
452,Osten::N,leste,күншығыс
453,Osten::N,oriente,күншығыс
454,Holz::N,madeira,ағаш
455,Holz::N,madeira,сүрек
456,Brett::N,tábua,тақта
457,Brett::N,prancha,тақта
458,Platte::N,laje,тақта
459,Platte::N,chapa,тақта
460,Stütze::N,apoio,тіреу
461,Stütze::N,suporte,тіреу
462,Stange::N,vara,қада
463,Stange::N,barra,қада
464,Stock::N,pau,сойыл
465,Stock::N,bengala,сойыл
466,Stab::N,bastão,сырық
467,Rohr::N,cano,құбыр
468,Haus::N,casa,үй
469,Heim::N,lar,үйлі
470,Heim::N,lar,шаңырақ
471,Heim::N,casa,үйлі
472,Heim::N,casa,шаңырақ
473,Ofen::N,estufa,ошақ
474,Ofen::N,estufa,пеш
475,Ofen::N,aquecedor,ошақ
476,Ofen::N,aquecedor,пеш
477,Fußboden::N,piso,еден
478,Tisch::N,mesa,үстел
479,Stuhl::N,cadeira,орындық
480,Wiege::N,berço,бесік
481,Bett::N,cama,кереует
482,Regal::N,estante,сөре
483,Regal::N,prateleira,сөре
484,Kiste::N,caixa,жәшік
485,Fenster::N,janela,терезе
486,Tür::N,porta,есік
487,Tor::N,portão,дарбаза
488,Zaun::N,cerca,дуал
489,Zaun::N,vedação,дуал
490,Dach::N,telhado,шатыр
491,Leiter::N,escada,саты
492,Leiter::N,escada,басқыш
493,Leiter::N,escada móvel,саты
494,Leiter::N,escada móvel,басқыш
495,Besen::N,vassoura,сыпырғыш
496,Spaten::N,pá,күрек
497,Schaufel::N,pá,қалақ
498,Gabel::N,garfo,аша
499,Gabel::N,garfo,шанышқы
500,Löffel::N,colher,қасық
501,Messer::N,faca,пышақ
502,Nagel::N,cravo,мық
503,Nagel::N,cravo,шеге
504,Netz::N,rede,керегекөз
505,Haken::N,gancho,ілмек
506,Griff::N,asa,сап
507,Griff::N,asa,тұтқа
508,Griff::N,cabo,сап
509,Griff::N,cabo,тұтқа
510,Schloss::N,fechadura,құлып
511,Schloss::N,fechadura,бекіткіш
512,Bild::N,imagem,сурет
513,Figur::N,figura,тұлға
514,Puppe::N,boneca,қуыршақ
515,Beutel::N,saco,қапшық
516,Beutel::N,bolsa,қапшық
517,Bündel::N,fardo,байлам
518,Tasche::N,saco,дорба
519,Tasche::N,bolso,дорба
520,Eimer::N,balde,шелек
521,Deckel::N,tampa,жапқыш
522,Geschirr::N,louça,ыдыс
523,Sack::N,saca,қап
524,Tasse::N,chávena,шыныаяқ
525,Topf::N,tacho,кәстрөл
526,Topf::N,panela,кәстрөл
527,Kessel::N,caldeira,қазан
528,Essen::N,refeição,ас
529,Nahrung::N,comida,ас
530,Nahrung::N,comida,тамақ
531,Nahrung::N,alimento,ас
532,Nahrung::N,alimento,тамақ
533,Speise::N,prato,тағам
534,Fleisch::N,carne,ет
535,Getreide::N,cereais,дәнді
536,Brei::N,puré,ботқа
537,Brot::N,pão,күлше
538,Scheibe::N,fatia,тілім
539,Fett::N,banha,май
540,Fett::N,gordura,май
541,Butter::N,manteiga,май
542,Öl::N,azeite,май
543,Salz::N,sal,тұз
544,Suppe::N,sopa,көже
545,Suppe::N,caldo,көже
546,Honig::N,mel,бал
547,Milch::N,leite,сүт
548,Tee::N,chá,шай
549,Leder::N,couro,көн
550,Wolle::N,lã,жүн
551,Stoff::N,pano,мата
552,Stoff::N,pano,кездеме
553,Stoff::N,tecido,мата
554,Stoff::N,tecido,кездеме
555,Nadel::N,agulha,ине
556,Faden::N,fio,жіп
557,Knopf::N,botão,түйме
558,Knoten::N,nó,түйін
559,Farbe::N,corante,рең
560,Kleidung::N,roupa,киім
561,Kleidung::N,vestuário,киім
562,Hemd::N,camisa,жейде
563,Kragen::N,gola,жаға
564,Ärmel::N,manga,жең
565,Hose::N,calça,шалбар
566,Gürtel::N,cinto,белбеу
567,Mütze::N,boné,қалпақ
568,Mütze::N,barrete,қалпақ
569,Schuh::N,sapato,кебіс
570,Stiefel::N,bota,етік
571,Ring::N,anel,жүзік
572,Band::N,fita,таспа
573,Band::N,faixa,таспа
574,Kamm::N,pente,тарақ
575,Spiegel::N,espelho,айна
576,Riemen::N,correia,қайыс
577,Schnur::N,corda,жіп
578,Schnur::N,cordel,жіп
579,Leine::N,trela,тізгін
580,Decke::N,cobertor,көрпе
581,Kissen::N,almofada,жастық
582,Tuch::N,pano,орамал
583,Handtuch::N,toalha,сүлгі
584,Kraft::N,força,қуат
585,Kraft::N,força,қарқын
586,Kraft::N,força,әл-шама
587,Kraft::N,força,әл-дәрмен
588,Stärke::N,força,әл
589,Stärke::N,força,күш
590,Gesundheit::N,saúde,денсаулык
591,Krankheit::N,doença,ауру
592,Krankheit::N,enfermidade,ауру
593,Schmerz::N,dor,ауру
594,Wunde::N,chaga,зақым
595,Wunde::N,chaga,жарақат
596,Wunde::N,ferida,зақым
597,Wunde::N,ferida,жарақат
598,Fieber::N,febre,безгек
599,Fieber::N,febre,қалтырау
600,Fieber::N,febre,қызу көтерілуі
601,Arznei::N,remédio,дәрі
602,Arznei::N,remédio,дәрі-дәрмек
603,Brücke::N,ponte,көпір
604,Brunnen::N,poço,құдық
605,Weide::N,pastagem,өріс
606,Weide::N,pastagem,жайылым
607,Pfad::N,senda,жол
608,Pfad::N,trilho,жол
609,Weg::N,caminho,жол
610,Straße::N,via,жол
611,Straße::N,estrada,жол
612,Dorf::N,aldeia,ауыл
613,Stadt::N,cidade,қала
614,Stadt::N,cidade,шаһар
615,Brief::N,carta,хат
616,Brief::N,carta,жазу
617,Buch::N,livro,кітап
618,Buchstabe::N,letra,әріп
619,Buchstabe::N,letra,қаріп
620,Zeitung::N,jornal,газет
621,Leben::N,vida,өмір
622,Leben::N,vida,тіршілік
623,Tod::N,morte,опат
624,Grab::N,túmulo,мола
625,Grab::N,túmulo,мазар
626,Grab::N,sepultura,мола
627,Grab::N,sepultura,мазар
628,Kirche::N,igreja,шіркеу
629,Sünde::N,pecado,күнә
630,Gott::N,deus,алла
631,Gott::N,deus,құдай
632,Gott::N,deus,тәңірі
633,Gott::N,deus,пәруардігер
634,Gott::N,deus,жаратқан тәңірі
635,Arbeiter::N,operário,жүмысшы
636,Arbeiter::N,trabalhador,жүмысшы
637,Chef::N,chefe,басшы
638,Chef::N,chefe,жұмыс басқарушысы
639,Chef::N,patrão,басшы
640,Chef::N,patrão,жұмыс басқарушысы
641,Meister::N,mestre,шебер
642,Meister::N,mestre,өнерпаз
643,Arzt::N,médico,дәрігер
644,Lehrer::N,professor,мұғалім
645,Geld::N,dinheiro,пұл
646,Geschäft::N,negócio,бизнес
647,Laden::N,loja,дүкен
648,Preis::N,preço,ақы
649,Preis::N,preço,құны
650,Preis::N,preço,нарық
651,Ware::N,mercadoria,тауар
652,Nutzen::N,proveito,пайда
653,Reichtum::N,riqueza,бақ-дәулет
654,Welt::N,mundo,әлем
655,Welt::N,mundo,жиһан
656,Land::N,país,аймақ
657,Staat::N,Estado,мемлекет
658,König::N,rei,патша
659,Macht::N,poder,өкімет
660,Macht::N,poder,қожалық
661,Macht::N,potência,өкімет
662,Macht::N,potência,қожалық
663,Grenze::N,fronteira,шек
664,Krieg::N,guerra,соғыс
665,Feind::N,inimigo,жау
666,Feind::N,inimigo,дұшпан
667,Gewalt::N,violência,зорлык
668,Gewalt::N,violência,зорлық-зомбылык
669,Kampf::N,luta,күрес
670,Kampf::N,luta,алыспақ
671,Kampf::N,combate,күрес
672,Kampf::N,combate,алыспақ
673,Bogen[Waffe]::N,arco,саржа
674,Pfeil::N,seta,жебе
675,Pfeil::N,flecha,жебе
676,Gewehr::N,espingarda,қару
677,Fehler::N,erro,әбес
678,Fehler::N,erro,қаталық
679,Fehler::N,falha,әбес
680,Fehler::N,falha,қаталық
681,Lüge::N,mentira,өтірік
682,Schaden::N,dano,зиян
683,Schaden::N,dano,зарар
684,Schaden::N,estrago,зиян
685,Schaden::N,estrago,зарар
686,Unglück::N,desgraça,пәле
687,Unglück::N,desgraça,қасырет
688,Unglück::N,desgraça,ауыртпалық
689,Schuld::N,culpa,айыптылық
690,Alter::N,idade,жас
691,Alter::N,idade,жас шамасы
692,Schluss::N,fim,ада
693,Schluss::N,fim,бітуі
694,Zeit::N,tempo,уақыт
695,Tag::N,dia,күн
696,Morgen::N,manhã,таң
697,Morgen::N,manhã,таңертең
698,Mittag::N,meio-dia,талтүс
699,Abend::N,noite,кеш
700,Abend::N,tardinha,кеш
701,Nacht::N,noite,түн
702,Woche::N,semana,апта
703,Monat::N,mês,ай
704,Jahr::N,ano,жыл
705,Frühling::N,primavera,көктем
706,Sommer::N,verão,жаз
707,Herbst::N,outono,күз
708,Winter::N,inverno,қыс
709,Januar::N,Janeiro,каңтар
710,Februar::N,Fevereiro,ақпан
711,März::N,Março,наурыз
712,April::N,Abril,сәуір
713,Mai::N,Maio,мамыр
714,Juni::N,Junho,маусым
715,Juli::N,Julho,шілде
716,August::N,Agosto,сүмбіле
717,August::N,Agosto,тамыз
718,September::N,Setembro,қыркүйек
719,Oktober::N,Outubro,ақырап
720,November::N,Novembro,қараша
721,Dezember::N,Dezembro,желтоқсан
722,Montag::N,segunda-feira,дүйсенбі
723,Dienstag::N,terça-feira,сейсенбі
724,Mittwoch::N,quarta-feira,сәрсенбі
725,Donnerstag::N,quinta-feira,бейсенбі
726,Freitag::N,sexta-feira,жұма
727,Samstag::N,sábado,сенбі
728,Sonntag::N,domingo,жексембі
729,groß::A,grande,алпамсадай
730,klein::A,pequeno,кішкене
731,klein::A,pequeno,қарғадай
732,lang::A,comprido,сопақ
733,lang::A,comprido,сорайған
734,kurz::A,curto,кеспелтек
735,breit::A,largo,айдынды
736,schmal::A,estreito,қысық
737,dicht::A,denso,жиі
738,dick[Gegenstand]::A,grosso,шомбал
739,dünn::A,delgado,жұқа
740,dünn::A,delgado,жіңішке
741,fein::A,fino,қаңылтақ
742,fein::A,subtil,қаңылтақ
743,fest::A,firme,берік
744,fest::A,firme,мызғымас
745,fest::A,sólido,берік
746,fest::A,sólido,мызғымас
747,flach::A,plano,жалпак
748,glatt::A,liso,типыл
749,hart::A,duro,қатты
750,weich::A,mole,жұмсақ
751,rund::A,redondo,домалақ
752,spitz::A,agudo,үшкір
753,scharf::A,afiado,сүйрік
754,stumpf::A,rombo,доғал
755,stumpf::A,rombo,өтпейтін
756,schwer::A,pesado,салмақты
757,schön::A,belo,сұлу
758,schön::A,bonito,сұлу
759,heiß::A,quente,ыссы
760,warm::A,quente,жылы
761,kalt::A,frio,аязды
762,kühl::A,fresco,салқын
763,frisch::A,fresco,таза
764,frisch::A,fresco,жаңа
765,feucht::A,húmido,нам
766,feucht::A,húmido,дымқылды
767,nass::A,molhado,сулы
768,trocken::A,seco,құрғақ
769,voll::A,cheio,толы
770,leer::A,vazio,бос
771,offen::A,aberto,ашып қойылған
772,geschlossen::A,fechado,жабулы
773,sauber::A,limpo,дақсыз
774,sauber::A,limpo,мұнтаздай
775,schmutzig::A,sujo,айғыз
776,schmutzig::A,sujo,сатпақ
777,schmutzig::A,sujo,сатал-сатал
778,roh::A,cru,шикі
779,reif::A,maduro,піскен
780,lecker::A,delicioso,дәмді
781,süß::A,doce,тәтті
782,bitter::A,amargo,ащы
783,sauer::A,azedo,қышқыл
784,hell::A,claro,жарық
785,hell::A,claro,жарқын
786,dunkel::A,escuro,қараңғы
787,dunkel::A,sombrio,қараңғы
788,schwarz::A,preto,қара
789,weiß::A,branco,ақ
790,rot::A,vermelho,қызыл
791,gelb::A,amarelo,сары
792,blau::A,azul,көк
793,grün::A,verde,жасыл
794,grau::A,cinzento,бозамық
795,bunt::A,colorido,алабажак
796,billig::A,barato,арзан
797,teuer::A,caro,бағалы
798,wertvoll::A,valioso,құнды
799,wertvoll::A,valioso,қымбат
800,wertvoll::A,precioso,құнды
801,wertvoll::A,precioso,қымбат
802,blind::A,cego,көзсіз
803,blind::A,cego,көр
804,blind::A,cego,көр_соқыр
805,taub::A,surdo,керең
806,taub::A,surdo,саңырау
807,kräftig::A,forte,қуатты
808,kräftig::A,forte,қарымды
809,kräftig::A,poderoso,қуатты
810,kräftig::A,poderoso,қарымды
811,stark::A,forte,білекті
812,stark::A,robusto,білекті
813,schwach::A,débil,әлсіз
814,schwach::A,débil,күшсіз
815,schwach::A,débil,қайратсыз
816,fett::A,gordo,семіз
817,schlank::A,esbelto,ашаң
