,Concept_ID,ar,be
114,Anhöhe::N,تل,узвышша
115,Berg::N,جبل,гара
116,Gipfel::N,قمة,вяршыня
117,Höhle::N,كهف,пячора
118,Abhang::N,منحدر,схіл
119,Quelle::N,منبع,крыніца
120,Bach::N,مجرى,ручай
121,Fluss::N,نهر,рака
122,Ufer::N,ضفة,бераг
123,Küste::N,ساحل,узбярэжжа
124,Festland::N,بر,суша
125,Meer::N,بحر,мора
126,Bucht::N,خليج,бухта
127,Insel::N,جزيرة,востраў
128,Blume::N,زهرة,кветка
129,Gras::N,حشيش,трава
130,Wurzel::N,أصل,корань
131,Baum::N,شجرة,дрэва
132,Stamm::N,جذع,ствол
133,Rinde::N,قشرة,кара
134,Ast::N,فرع,сук
135,Zweig::N,غصن,галіна
136,Blatt::N,ورقة,ліст
137,Birke::N,قضبان,бяроза
138,Kiefer[Baum]::N,صنوبرة,хвоя
139,Kiefer[Baum]::N,صنوبرة,сасна
140,Weide[Baum]::N,صفصاف,вярба
141,Tanne::N,شوح,яліна
142,Tanne::N,تبوب,яліна
143,Horn::N,قرن,рог
144,Feder::N,ريشة,пяро
145,Fell::N,فرو,шкура
146,Flügel::N,جناح,крыло
147,Klaue::N,مخلب,кіпцюр
148,Kralle::N,مخلب,лапа
149,Schwanz::N,ذيل,хвост
150,Ei::N,بيض,яйка
151,Nest::N,عش,гняздо
152,Bau::N,جحر,нара
153,Tier::N,حيوان,жывёла
154,Herde::N,قطيع,статак
155,Kuh::N,بقرة,карова
156,Bulle::N,ثور,бык
157,Pferd::N,خيل,конь
158,Schaf::N,شاة,авечка
159,Schwein::N,خنزير,свіння
160,Hund::N,كلب,сабака
161,Katze::N,قطة,кошка
162,Bär::N,دب,мядзведзь
163,Eichhörnchen::N,سنجاب,вавёрка
164,Elch::N,موظ,лось
165,Fuchs::N,ثعلب,ліса
166,Hase::N,أرنب,заяц
167,Maus::N,فأرة,мыш
168,Wolf::N,ذئب,воўк
169,Vogel::N,طير,птах
170,Vogel::N,طير,птушка
171,Schwarm::N,سرب,чарада
172,Huhn::N,دجاجة,курыца
173,Hahn::N,ديك,певень
174,Gans::N,وزة,гусь
175,Adler::N,نسر,арол
176,Ente::N,بطة,качка
177,Eule::N,بوم,сава
178,Kranich::N,كركي,жораў
179,Kranich::N,كركي,журавель
180,Krähe::N,غراب,варона
181,Kuckuck::N,وقواق,зязюля
182,Schwan::N,إوز عراقي,лебедзь
183,Fisch::N,سمك,рыба
184,Barsch::N,فرخ أوربي,акунь
185,Hecht::N,سمك الكراكي,шчупак
186,Schlange[Tier]::N,حية,змяя
187,Schlange[Tier]::N,ثعبان,змяя
188,Wurm::N,دودة,чарвяк
189,Spinne::N,عنكبوت,павук
190,Ameise::N,نملة,мурашка
191,Laus::N,قملة,вош
192,Mücke::N,ناموسة,камар
193,Fliege::N,ذبابة,муха
194,Schmetterling::N,فراشة,матыль
195,Beere::N,حبة,ягада
196,Apfel::N,تفاح,яблык
197,Pilz::N,فطر,грыб
198,Zwiebel::N,بصل,цыбуля
199,Saat::N,زرع,семя
200,Korn::N,حبة,зерне
201,Heu::N,دريس,сена
202,Schale::N,قشرة,шалупінне
203,Grube::N,نقرة,яма
204,Falle::N,فخ,пастка
205,Falle::N,مصيدة,пастка
206,Schlinge::N,عروة,сіло
207,Spur::N,أثر,след
208,Asche::N,رماد,попел
209,Dreck::N,قذر,бруд
210,Eisen::N,حديد,жалеза
211,Gold::N,ذهب,золата
212,Silber::N,فضة,сребра
213,Kohle::N,فحم,вугаль
214,Glas::N,زجاج,шкло
215,Lehm::N,طين,гліна
216,Sand::N,رمل,пясок
217,Mensch::N,إنسان,чалавек
218,Mann::N,رجل,мужчына
219,Frau::N,امرأة,жанчына
220,Kind::N,طفل,дзіця
221,Junge::N,ولد,хлопчык
222,Mädchen::N,بنت,дзяўчынка
223,Familie::N,عائلة,сямʼя
224,Großvater::N,جد,дзядуля
225,Großmutter::N,جدة,бабуля
226,Eltern::N,أبوان,бацькі
227,Eltern::N,والدان,бацькі
228,Vater::N,أب,бацька
229,Mutter::N,أم,маці
230,Sohn::N,إبن,сын
231,Tochter::N,بنت,дачка
232,Tochter::N,إبنة,дачка
233,Bruder::N,أخ,брат
234,Bruder::N,شقيق,брат
235,Schwester::N,أخت,сястра
236,Onkel::N,عم,дзядзька
237,Tante::N,عمة,цётка
238,Ehemann::N,زوج,муж
239,Ehefrau::N,زوجة,жонка
240,Freude::N,فرح,радасць
241,Freude::N,سرور,радасць
242,Gelächter::N,قهقهة,смех
243,Glück::N,سعادة,шчасце
244,Kummer::N,غم,гора
245,Wunsch::N,منية,жаданне
246,Lust::N,شهوة,цяга
247,Geist::N,روح,дух
248,Gedanke::N,فكرة,думка
249,Gedächtnis::N,ذاكرة,памяць
250,Verstand::N,عقل,розум
251,Sinn::N,معنى,сэнс
252,Grund::N,سبب,зачэпка
253,Wahrheit::N,حقيقة,праўда
254,Gespräch::N,محادثة,размова
255,Märchen::N,خرافة,казка
256,Erzählung::N,قصة,расказ
257,Erzählung::N,قصة,апавяданне
258,Erzählung::N,حكاية,расказ
259,Erzählung::N,حكاية,апавяданне
260,Nachricht::N,خبر,вестка
261,Nachricht::N,خبر,паведамленне
262,Neuigkeit::N,خبر جديد,навіна
263,Name::N,اسم,імя
264,Rätsel::N,لغز,загадка
265,Rede::N,خطبة,прамова
266,Sprache::N,لغة,мова
267,Stimme::N,صوت,голас
268,Wort::N,كلمة,слова
269,Zeichen::N,رمز,знак
270,Zeichen::N,إشارة,знак
271,Ruf::N,نداء,кліч
272,Lärm::N,صخب,шум
273,Lärm::N,ضجة,шум
274,Laut::N,صوت,гук
275,Ton::N,نغمة,гучанне
276,Lied::N,أغنية,песня
277,Ruhe::N,هدوء,спакой
278,Leute::N,ناس,людзі
279,Volk::N,شعب,народ
280,Arbeit::N,عمل,праца
281,Arbeit::N,عمل,работа
282,Gast::N,ضيف,госць
283,Geschenk::N,هدية,падарунак
284,Spiel::N,لعب,гульня
285,Gesellschaft::N,صحبة,таварыства
286,Hilfe::N,عون,дапамога
287,Hilfe::N,مساعدة,дапамога
288,Freund::N,صديق,друг
289,Freund::N,صديق,сябар
290,Kamerad::N,زميل,прыяцель
291,Angelegenheit::N,أمر,справа
292,Angelegenheit::N,شأن,справа
293,Anzahl::N,عدد,колькасць
294,Art::N,نوع,від
295,Stück::N,قطعة,кусок
296,Stück::N,قطعة,кавалак
297,Teil::N,قسم,частка
298,Hälfte::N,نصف,палова
299,Hälfte::N,نصف,палавіна
300,Kreis::N,دائرة,круг
301,Kreuz::N,صليب,крыж
302,Linie::N,خط,лінія
303,Strich::N,شرطة,рыса
304,Abstand::N,مسافة,прамежак
305,Entfernung::N,بعد,адлегласць
306,Gegend::N,ناحية,мясцовасць
307,Platz::N,فراغ,месца
308,Ort::N,مكان,месца
309,Seite::N,جانب,бок
310,Mitte::N,وسط,сярэдзіна
311,Gegenstand::N,موضوع,прадмет
312,Sache::N,شيء,рэч
313,Rand::N,حافة,край
314,Kante::N,حافة,руб
315,Kante::N,حافة,кант
316,Ecke::N,ركن,вугал
317,Spitze::N,سن,кончык
318,Ende::N,طرف,канец
319,Loch::N,ثقب,дзірка
320,Winkel::N,زاوية,вугал
321,Muster::N,عينة,узор
322,Größe::N,حجم,памер
323,Länge::N,طول,даўжыня
324,Höhe::N,علو,вышыня
325,Höhe::N,ارتفاع,вышыня
326,Gewicht::N,وزن,вага
327,Menge::N,كمية,колькасць
328,Haufen::N,كوم,куча
329,Reihe::N,صف,рад
330,Boot::N,قارب,лодка
331,Boot::N,زورق,лодка
332,Ruder::N,مجذاف,вясло
333,Schlitten::N,مزلقة,сані
334,Ski::N,زلاجة,лыжа
335,Lagerfeuer::N,نار المخيم,вогнішча
336,Last::N,حمل,цяжар
337,Gang::N,مشية,ход
338,Schritt::N,خطوة,шаг
339,Schritt::N,خطوة,крок
340,Norden::N,شمال,поўнач
341,Süden::N,جنوب,поўдзень
342,Westen::N,غرب,захад
343,Osten::N,شرق,усход
344,Holz::N,خشب,дрэва
345,Holz::N,خشب,драўніна
346,Brett::N,لوح,дошка
347,Platte::N,صفيحة,пліта
348,Stütze::N,سند,падпорка
349,Stütze::N,دعامة,падпорка
350,Stange::N,عود,жэрдка
351,Stock::N,عصا,палка
352,Stab::N,قضيب,шост
353,Rohr::N,أنبوبة,труба
354,Haus::N,دار,дом
355,Haus::N,بيت,дом
356,Heim::N,بيت,дом
357,Heim::N,بيت,хата
358,Heim::N,مسكن,дом
359,Heim::N,مسكن,хата
360,Ofen::N,مدفأة,печ
361,Fußboden::N,أرضية,падлога
362,Tisch::N,مائدة,стол
363,Stuhl::N,كرسي,стул
364,Stuhl::N,كرسي,крэсла
365,Wiege::N,مهد,калыска
366,Bett::N,سرير,ложак
367,Bett::N,سرير,пасцель
368,Regal::N,رف,паліца
369,Kiste::N,صندوق,скрынка
370,Fenster::N,شباك,акно
371,Fenster::N,نافذة,акно
372,Tür::N,باب,дзверы
373,Tor::N,بوابة,вароты
374,Zaun::N,سياج,агароджа
375,Dach::N,سطح,дах
376,Leiter::N,سلم,лесвіца
377,Besen::N,مكنسة,мятла
378,Spaten::N,مسحاة,лапата
379,Spaten::N,مسحاة,жалязняк
380,Schaufel::N,مجرفة,шуфлік
381,Schaufel::N,مجرفة,лапатка
382,Gabel::N,شوكة,відэлец
383,Löffel::N,ملعقة,лыжка
384,Messer::N,سكين,нож
385,Nagel::N,مسمار,цвік
386,Netz::N,شبكة,сетка
387,Haken::N,خطاف,крук
388,Haken::N,صنارة,крук
389,Griff::N,قبضة,ручка
390,Schloss::N,قفل,замок
391,Bild::N,صورة,карціна
392,Figur::N,تمثال,фігура
393,Puppe::N,دمية,лялька
394,Beutel::N,كيس,мяшок
395,Bündel::N,ربطة,вязка
396,Tasche::N,شنطة,торба
397,Tasche::N,محفظة,торба
398,Eimer::N,سطل,вядро
399,Eimer::N,جردل,вядро
400,Deckel::N,سداد,накрыўка
401,Geschirr::N,أوان,пасуда
402,Sack::N,زكيبة,мех
403,Tasse::N,فنجان,кубак
404,Topf::N,قدر,каструля
405,Topf::N,طنجرة,каструля
406,Kessel::N,قدر,кацёл
407,Kessel::N,غلاية,кацёл
408,Essen::N,طعام,ежа
409,Nahrung::N,غذاء,харч
410,Speise::N,أكل,страва
411,Fleisch::N,لحم,мяса
412,Getreide::N,حبوب,збожжа
413,Brei::N,عصيدة,каша
414,Brot::N,خبز,хлеб
415,Scheibe::N,شريحة,луста
416,Scheibe::N,شريحة,скібка
417,Fett::N,سمن,тлушч
418,Butter::N,زبدة,масла
419,Öl::N,زيت,алей
420,Salz::N,ملح,соль
421,Suppe::N,حساء,суп
422,Suppe::N,شربة,суп
423,Honig::N,عسل,мёд
424,Milch::N,حليب,малако
425,Tee::N,شاي,чай
426,Tee::N,شاي,гарбата
427,Leder::N,جلد,скура
428,Wolle::N,صوف,воўна
429,Stoff::N,قماش,тканіна
430,Nadel::N,إبرة,іголка
431,Faden::N,خيط,нітка
432,Knopf::N,زر,гузік
433,Knoten::N,عقدة,вузел
434,Farbe::N,صبغة,фарба
435,Kleidung::N,ملابس,адзенне
436,Hemd::N,قميص,кашуля
437,Kragen::N,ياقة,каўнер
438,Ärmel::N,كم,рукаў
439,Hose::N,سروال,штаны
440,Hose::N,بنطلون,штаны
441,Gürtel::N,حزام,пояс
442,Mütze::N,طاقية,шапка
443,Schuh::N,حذاء,чаравік
444,Stiefel::N,جزمة,бот
445,Stiefel::N,حذاء طويل,бот
446,Ring::N,حلقة,кольца
447,Band::N,شريط,стужка
448,Kamm::N,مشط,расчоска
449,Spiegel::N,مرآة,люстра
450,Riemen::N,سير,рэмень
451,Schnur::N,حبل,вяроўка
452,Schnur::N,دوبارة,вяроўка
453,Leine::N,قيد,павадок
454,Decke::N,بطانية,коўдра
455,Kissen::N,وسادة,падушка
456,Tuch::N,منديل,хустка
457,Handtuch::N,فوطة,ручнік
458,Handtuch::N,منشفة,ручнік
459,Kraft::N,قدرة,сіла
460,Stärke::N,قوة,моц
461,Gesundheit::N,صحة,здароўе
462,Krankheit::N,مرض,хвароба
463,Schmerz::N,ألم,боль
464,Schmerz::N,وجع,боль
465,Wunde::N,جرح,рана
466,Fieber::N,حمى,гарачка
467,Fieber::N,حمى,ліхаманка
468,Arznei::N,دواء,лекі
469,Brücke::N,جسر,мост
470,Brunnen::N,بئر,калодзеж
471,Weide::N,مرعى,паша
472,Pfad::N,درب,сцежка
473,Weg::N,سكة,шлях
474,Weg::N,سكة,дарога
475,Straße::N,طريق,вуліца
476,Dorf::N,قرية,вёска
477,Stadt::N,مدينة,горад
478,Brief::N,خطاب,ліст
479,Brief::N,خطاب,пісьмо
480,Brief::N,مكتوب,ліст
481,Brief::N,مكتوب,пісьмо
482,Buch::N,كتاب,кніга
483,Buchstabe::N,حرف,літара
484,Zeitung::N,جريدة,газета
485,Leben::N,عيش,жыццё
486,Leben::N,حياة,жыццё
487,Tod::N,موت,смерць
488,Tod::N,وفاة,смерць
489,Grab::N,قبر,магіла
490,Kirche::N,كنيسة,касцёл
491,Kirche::N,كنيسة,царква
492,Sünde::N,خطيئة,грэх
493,Gott::N,إله,бог
494,Arbeiter::N,عامل,рабочы
495,Chef::N,رئيس,начальнік
496,Meister::N,أسطى,майстар
497,Arzt::N,طبيب,урач
498,Lehrer::N,مدرس,настаўнік
499,Geld::N,نقود,грошы
500,Geschäft::N,صفقة,заняцце
501,Laden::N,دكان,крама
502,Laden::N,دكان,магазін
503,Preis::N,سعر,цана
504,Ware::N,بضاعة,тавар
505,Nutzen::N,فائدة,выгада
506,Reichtum::N,غنى,багацце
507,Reichtum::N,ثروة,багацце
508,Welt::N,عالم,свет
509,Welt::N,دنيا,свет
510,Land::N,بلد,краіна
511,Staat::N,دولة,дзяржава
512,König::N,ملك,кароль
513,Macht::N,سلطة,улада
514,Grenze::N,حدود,граніца
515,Krieg::N,حرب,вайна
516,Feind::N,عدو,вораг
517,Gewalt::N,عنف,насілле
518,Kampf::N,قتال,барацьба
519,Bogen[Waffe]::N,قوس,лук
520,Pfeil::N,سهم,страла
521,Gewehr::N,بندقية,ружжо
522,Fehler::N,خطأ,памылка
523,Lüge::N,كذب,хлусня
524,Schaden::N,تلف,шкода
525,Unglück::N,نحس,ліха
526,Unglück::N,نحس,бядота
527,Schuld::N,ذنب,віна
528,Alter::N,سن,узрост
529,Alter::N,عمر,узрост
530,Schluss::N,ختام,канец
531,Schluss::N,نهاية,канец
532,Zeit::N,وقت,час
533,Tag::N,يوم,дзень
534,Morgen::N,صباح,ранак
535,Morgen::N,صباح,раніца
536,Mittag::N,ظهر,паўдня
537,Mittag::N,ظهر,поўдзень
538,Abend::N,مساء,вечар
539,Nacht::N,ليلة,ноч
540,Woche::N,أسبوع,тыдзень
541,Monat::N,شهر,месяц
542,Jahr::N,عام,год
543,Jahr::N,سنة,год
544,Frühling::N,ربيع,вясна
545,Sommer::N,صيف,лета
546,Herbst::N,خريف,восень
547,Winter::N,شتاء,зіма
548,Januar::N,يناير,студзень
549,Januar::N,كانون الثاني,студзень
550,Februar::N,شباط,люты
551,Februar::N,فبراير,люты
552,März::N,آذار,сакавік
553,März::N,مارس,сакавік
554,April::N,نيسان,красавік
555,Mai::N,مايو,май
556,Mai::N,مايو,травень
557,Juni::N,يونيو,чэрвень
558,Juni::N,حزيران,чэрвень
559,Juli::N,تموز,ліпень
560,Juli::N,يوليو,ліпень
561,August::N,آب,жнівень
562,August::N,أغسطس,жнівень
563,September::N,أيلول,верасень
564,September::N,سبتمبر,верасень
565,Oktober::N,أكتوبر,кастрычнік
566,Oktober::N,تشرين الأول,кастрычнік
567,November::N,نوفمبر,лістапад
568,November::N,تشرين الثاني,лістапад
569,Dezember::N,ديسمبر,снежань
570,Dezember::N,كانون الأول,снежань
571,Montag::N,يوم الاثنين,панядзелак
572,Dienstag::N,يوم الثلاثاء,аўторак
573,Mittwoch::N,يوم الأربعاء,серада
574,Donnerstag::N,يوم الخميس,чацвер
575,Freitag::N,يوم الجمعة,пятніца
576,Samstag::N,يوم السبت,субота
577,Sonntag::N,يوم الأحد,нядзеля
578,groß::A,كبير,вялікі
579,klein::A,صغير,маленькі
580,lang::A,طويل,доўгі
581,kurz::A,قصير,кароткі
582,breit::A,واسع,шырокі
583,schmal::A,ضيق,вузкі
584,dicht::A,كث,густы
585,dicht::A,كثيف,густы
586,dick[Gegenstand]::A,غليظ,тоўсты
587,dünn::A,رفيع,тонкі
588,fein::A,رقيق,тонкі
589,fest::A,متين,моцны
590,flach::A,سهل,плоскі
591,flach::A,منبسط,плоскі
592,glatt::A,ناعم,гладкі
593,hart::A,صلب,цвёрды
594,hart::A,جامد,цвёрды
595,weich::A,لين,мяккі
596,rund::A,مستدير,круглы
597,spitz::A,مدبب,спічасты
598,spitz::A,مدبب,востраканцовы
599,scharf::A,حاد,востры
600,stumpf::A,ثالم,тупы
601,schwer::A,ثقيل,цяжкі
602,schön::A,جميل,прыгожы
603,heiß::A,حار,гарачы
604,heiß::A,ساخن,гарачы
605,warm::A,دافئ,цёплы
606,kalt::A,بارد,холадны
607,kühl::A,قر,халаднаваты
608,frisch::A,طازج,свежы
609,feucht::A,رطب,вільготны
610,nass::A,مبلول,мокры
611,trocken::A,جاف,сухі
612,voll::A,ملء,поўны
613,leer::A,خال,пусты
614,leer::A,فارغ,пусты
615,offen::A,مفتوح,адкрыты
616,offen::A,مفتوح,адчынены
617,geschlossen::A,مغلق,закрыты
618,geschlossen::A,مغلق,зачынены
619,sauber::A,نظيف,чысты
620,schmutzig::A,قذر,брудны
621,roh::A,نيء,сыры
622,reif::A,ناضج,спелы
623,lecker::A,لذيذ,смачны
624,süß::A,حلو,салодкі
625,bitter::A,مر,горкі
626,sauer::A,حامض,кіслы
627,hell::A,نير,светлы
628,dunkel::A,مظلم,цёмны
629,schwarz::A,أسود,чорны
630,weiß::A,أبيض,белы
631,rot::A,أحمر,чырвоны
632,gelb::A,أصفر,жоўты
633,blau::A,أزرق,сіні
634,grün::A,أخضر,зялёны
635,grau::A,رمادي,шэры
636,bunt::A,ملوب,пяресты
637,billig::A,رخيص,танны
638,teuer::A,غال,дарагі
639,wertvoll::A,ثمين,цэнны
640,wertvoll::A,ثمين,каштоўны
641,blind::A,أعمى,сляпы
642,taub::A,أصم,глухі
643,taub::A,أطرش,глухі
644,kräftig::A,قوي,магутны
645,stark::A,قوي,сільны
646,schwach::A,ضعيف,слабы
647,fett::A,سمين,тлусты
648,schlank::A,أهيف,стройны
649,hübsch::A,جميل,чароўны
650,böse::A,رديء,злы
651,dumm::A,أبله,дурны
652,dumm::A,أحمق,дурны
653,faul::A,كسلان,лянівы
654,fleißig::A,مجتهد,руплівы
655,geizig::A,بخيل,прагны
656,klug::A,ذكي,разумны
657,klug::A,عاقل,разумны
658,geschickt::A,ماهر,умелы
659,lieb::A,عزيز,мілы
660,lustig::A,مرح,вясёлы
661,sanft::A,حليم,ласкавы
662,hungrig::A,جائع,галодны
663,krank::A,مريض,хворы
664,nackt::A,عار,голы
665,traurig::A,حزين,сумны
666,lebendig::A,حي,жывы
667,gut::A,جيد,добры
668,schlecht::A,سيء,кепскі
669,richtig::A,صحيح,правільны
670,schlimm::A,خبيث,агідны
671,wahr::A,حق,сапраўдны
672,alt::A,قديم,стары
673,neu::A,جديد,новы
674,ehemalig::A,سابق,былы
675,alt[Lebewesen]::A,مسن,стары
676,jung::A,شاب,малады
677,jung::A,صغير,малады
678,arm::A,فقير,бедны
679,reich::A,غني,багаты
680,bekannt::A,معلوم,знаёмы
681,berühmt::A,مشهور,славуты
682,fremd::A,أجنبي,чужы
683,verschieden::A,مختلف,розны
684,nah::A,قريب,блізкі
685,fern::A,بعيد,далёкі
686,linker::A,يسار,левы
687,rechter::A,يمين,правы
688,anderer::A,آخر,іншы
689,anderer::A,آخر,другі
690,erster::A,أول,першы
691,zweiter::A,ثان,другі
692,dritter::A,ثالث,трэці
693,letzter::A,أخير,апошні
694,allein::ADV,وحده,сам
695,allein::ADV,وحده,адзін
696,auf einmal::ADV,بالمرة,адразу
697,zusammen::ADV,معا,разам
698,lange::ADV,مدة طويلة,доўга
699,plötzlich::ADV,فجأة,раптам
700,sofort::ADV,حالا,зараз
701,sofort::ADV,فورا,зараз
702,später::ADV,فيما بعد,пазней
703,jetzt::ADV,الآن,цяпер
704,jetzt::ADV,حاليا,цяпер
705,heute::ADV,اليوم,сёння
706,morgen::ADV,غدا,заўтра
707,bald::ADV,قريبا,хутка
708,bald::ADV,قريبا,неўзабаве
709,dann::ADV,ثم,потым
710,gestern::ADV,أمس,учора
711,gestern::ADV,البارحة,учора
712,einst::ADV,قديما,аднойчы
713,damals::ADV,حينئذ,тады
714,danach::ADV,ثم,затым
715,danach::ADV,بعد ذلك,затым
716,vorher::ADV,من قبل,раней
717,vorher::ADV,قبل ذلك,раней
718,zuerst::ADV,أولا,спярша
719,zuerst::ADV,أولا,спачатку
720,einmal::ADV,مرة,адзін раз
721,manchmal::ADV,أحيانا,часам
722,oft::ADV,كثيرا,часта
723,immer::ADV,دائما,заўсёды
724,niemals::ADV,لا أبدا,ніколі
725,hier::ADV,هنا,тут
726,hierhin::ADV,إلى هنا,сюды
727,von hier::ADV,من هنا,адсюль
728,von hier::ADV,من هنا,адгэтуль
729,dort::ADV,هناك,там
730,dorthin::ADV,إلى هناك,туды
731,geradeaus::ADV,إلى الأمام,прама
732,vorwärts::ADV,إلى الأمام,наперад
733,rückwärts::ADV,إلى الوراء,назад
734,zurück::ADV,عودا,назад
735,zurück::ADV,إلى الخلف,назад
736,unten::ADV,تحت,унізе
737,unten::ADV,في الأسفل,унізе
738,hinab::ADV,إلى تحت,уніз
739,oben::ADV,فوق,угары
740,oben::ADV,فوق,наверсе
741,oben::ADV,في الأعلى,угары
742,oben::ADV,في الأعلى,наверсе
743,hinauf::ADV,إلى فوق,угару
744,hinauf::ADV,إلى الأعلى,угару
745,überall::ADV,في كل مكان,усюды
746,nicht::ADV,لا,не
747,nicht::ADV,لم,не
748,ein wenig::ADV,قليلا,трошкі
749,kaum::ADV,كاد لا,ледзьве
750,sehr::ADV,جدا,вельмі
751,sehr::ADV,كثيرا,вельмі
752,so::ADV,كذا,так
753,so::ADV,كذلك,так
754,noch::ADV,ما زال,яшчэ
755,nur::ADV,فقط,толькі
756,schon::ADV,قد,ужо
757,wieder::ADV,من جديد,зноў
758,wieder::ADV,مرة أخرى,зноў
759,vergebens::ADV,عبثا,дарма
760,vergebens::ADV,عبثا,дарэмна
761,vor::PRP,أمام,перад
762,hinter::PRP,خلف,за
763,hinter::PRP,خلف,ззаду
764,hinter::PRP,وراء,за
765,hinter::PRP,وراء,ззаду
766,unter::PRP,تحت,пад
767,durch::PRP,عبر,праз
768,durch::PRP,خلال,праз
769,neben::PRP,جنب,каля
770,neben::PRP,بجانب,каля
771,zwischen::PRP,بين,між
772,zwischen::PRP,بين,паміж
773,wegen::PRP,بسبب,з-за
774,dies::PRN,هذا,гэта
775,das::PRN,ذلك,тое
776,alles::PRN,الكل,усё
777,ich::PRN,أنا,я
778,du::PRN,أنت,ты
779,er::PRN,هو,ён
780,wir::PRN,نحن,мы
781,ihr::PRN,أنتم,вы
782,ihr::PRN,أنتن,вы
783,sie::PRN,هم,яны
784,sie::PRN,هن,яны
785,was::FPRN,ما,што
786,wer::FPRN,من,хто
787,wo::FADV,أين,дзе
788,wohin::FADV,إلى أين,куды
789,wie::FADV,كيف,як
790,warum::FADV,لماذا,чаму
791,wieviel::FNUM,كم,колькі
792,eins::NUM,واحد,адзін
793,zwei::NUM,اثنين,два
794,drei::NUM,ثلاثة,тры
795,vier::NUM,أربعة,чатыры
796,fünf::NUM,خمسة,пяць
797,sechs::NUM,ستة,шесць
798,sieben::NUM,سبعة,сем
799,acht::NUM,ثمانية,восем
800,neun::NUM,تسعة,дзевяць
