,Concept_ID,vep,ru
196,Pilz::N,babuk,гриб
197,Zwiebel::N,lauk,луковица
198,Saat::N,semned,семя
199,Korn::N,jüvä,зерно
200,Korn::N,vill',зерно
201,Heu::N,hein,сено
202,Schale::N,kor',шелуха
203,Grube::N,kop,яма
204,Falle::N,rida,ловушка
205,Schlinge::N,rihm,силок
206,Spur::N,jäl'g,след
207,Asche::N,tuhk,зола
208,Asche::N,tuhk,пепел
209,Dreck::N,redu,грязь
210,Dreck::N,pačak,грязь
211,Eisen::N,raud,железо
212,Gold::N,kuld,золото
213,Silber::N,hobed,серебро
214,Kohle::N,hil',уголь
215,Glas::N,stökol,стекло
216,Lehm::N,savi,глина
217,Sand::N,lete,песок
218,Mensch::N,mez',человек
219,Mensch::N,ristit,человек
220,Mann::N,mez',мужчина
221,Frau::N,naine,женщина
222,Kind::N,laps',ребенок
223,Junge::N,poig,мальчик
224,Junge::N,prihaine,мальчик
225,Mädchen::N,neičukaine,девочка
226,Familie::N,kanz,семья
227,Familie::N,pereh,семья
228,Großvater::N,ded,дедушка
229,Großmutter::N,bab,бабушка
230,Eltern::N,vanhembad,родители
231,Eltern::N,kazvatajad,родители
232,Vater::N,tat,отец
233,Mutter::N,mam,мать
234,Sohn::N,poig,сын
235,Tochter::N,tütär,дочь
236,Bruder::N,veik,брат
237,Bruder::N,vell',брат
238,Schwester::N,čiža,сестра
239,Schwester::N,sizar,сестра
240,Onkel::N,däd',дядя
241,Tante::N,tädi,тетя
242,Ehemann::N,mužik,муж
243,Ehefrau::N,ak,жена
244,Freude::N,ilo,радость
245,Freude::N,ihastuz,радость
246,Gelächter::N,nagr,смех
247,Glück::N,oza,счастье
248,Kummer::N,gor'a,горе
249,Wunsch::N,taht,желание
250,Lust::N,himo,влечение
251,Geist::N,heng,дух
252,Gedanke::N,meletuz,мысль
253,Gedächtnis::N,mušt,память
254,Verstand::N,mel',ум
255,Sinn::N,jüvä,смысл
256,Grund::N,sü,повод
257,Wahrheit::N,tozi,правда
258,Gespräch::N,lodu,беседа
259,Gespräch::N,pagin,беседа
260,Märchen::N,sarn,сказка
261,Erzählung::N,sanutez,рассказ
262,Nachricht::N,tedotuz,сообщение
263,Neuigkeit::N,uzištuz,новость
264,Name::N,nimi,имя
265,Rätsel::N,ozoitez,загадка
266,Rede::N,pagin,речь
267,Rede::N,sanad,речь
268,Sprache::N,kel',язык
269,Stimme::N,än',голос
270,Wort::N,sana,слово
271,Zeichen::N,znam,знак
272,Ruf::N,kida,зов
273,Ruf::N,kucund,зов
274,Lärm::N,judu,шум
275,Laut::N,kulund,звук
276,Ton::N,kulund,звучание
277,Lied::N,pajo,песня
278,Ruhe::N,lebu,покой
279,Leute::N,rahvaz,люди
280,Volk::N,rahvaz,народ
281,Arbeit::N,tö,работа
282,Arbeit::N,rad,работа
283,Gast::N,adiv,гость
284,Geschenk::N,lahj,подарок
285,Spiel::N,vänd,игра
286,Gesellschaft::N,sebr,общество
287,Hilfe::N,abu,помощь
288,Freund::N,sebranik,друг
289,Kamerad::N,sebranik,приятель
290,Angelegenheit::N,azj,дело
291,Anzahl::N,lugu,количество
292,Art::N,rod,вид
293,Art::N,rodsugu,вид
294,Stück::N,pala,кусок
295,Stück::N,supal,кусок
296,Teil::N,pala,часть
297,Hälfte::N,pol',половина
298,Kreis::N,ümbruz,круг
299,Kreis::N,kehkruz,круг
300,Kreuz::N,rist,крест
301,Linie::N,pird,линия
302,Strich::N,pird,черта
303,Abstand::N,keskust,промежуток
304,Entfernung::N,matk,расстояние
305,Gegend::N,taho,местность
306,Platz::N,avaruz',пространство
307,Ort::N,koht,место
308,Seite::N,pol',сторона
309,Seite::N,kül'g,сторона
310,Mitte::N,kesk,середина
311,Gegenstand::N,kalu,предмет
312,Sache::N,azj,вещь
313,Rand::N,röun,край
314,Kante::N,röun,ребро
315,Ecke::N,saum,угол
316,Spitze::N,agjaine,кончик
317,Ende::N,agj,конец
318,Loch::N,reig,дыра
319,Winkel::N,čoga,угол
320,Winkel::N,saum,угол
321,Muster::N,kirjam,узор
322,Größe::N,suruz',размер
323,Länge::N,piduz,длина
324,Höhe::N,korktuz',высота
325,Gewicht::N,jügu,вес
326,Gewicht::N,vedäduz,вес
327,Menge::N,äjüz',количество
328,Haufen::N,kogo,куча
329,Reihe::N,rivi,ряд
330,Boot::N,veneh,лодка
331,Ruder::N,air,весло
332,Schlitten::N,regi,сани
333,Schlitten::N,regut,сани
334,Ski::N,suks',лыжа
335,Lagerfeuer::N,nodj,костер
336,Lagerfeuer::N,pažag,костер
337,Last::N,jüguz,тяжесть
338,Gang::N,astund,ход
339,Schritt::N,hašk,шаг
340,Norden::N,pohjoine,север
341,Süden::N,suvi,юг
342,Westen::N,päivlaskm,запад
343,Osten::N,päivnouzm,восток
344,Holz::N,pu,древесина
345,Brett::N,laud,доска
346,Platte::N,keitim,плита
347,Stütze::N,tugi,подпорка
348,Stange::N,arz',жердь
349,Stock::N,kalu,палка
350,Stab::N,seibaz,шест
351,Rohr::N,torv,труба
352,Haus::N,pert',дом
353,Heim::N,kodi,дом
354,Ofen::N,päč,печь
355,Fußboden::N,lava,пол
356,Tisch::N,laud,стол
357,Tisch::N,stal'c,стол
358,Stuhl::N,ištim,стул
359,Wiege::N,kätte,колыбель
360,Bett::N,sija,постель
361,Bett::N,magaduzsija,постель
362,Regal::N,palič,полка
363,Kiste::N,mülütim,ящик
364,Fenster::N,ikun,окно
365,Tür::N,uks',дверь
366,Tor::N,verai,ворота
367,Zaun::N,aid,забор
368,Dach::N,katuz,крыша
369,Leiter::N,pordhad,лестница
370,Besen::N,lud,метла
371,Besen::N,vast,метла
372,Spaten::N,labid,лопата
373,Schaufel::N,labid,совок
374,Gabel::N,hangoine,вилка
375,Löffel::N,luzik,ложка
376,Messer::N,veič,нож
377,Nagel::N,nagl,гвоздь
378,Netz::N,verk,сеть
379,Haken::N,kouk,крюк
380,Griff::N,kägä,ручка
381,Griff::N,varz',ручка
382,Schloss::N,lukkol,замок
383,Bild::N,kuva,картина
384,Figur::N,figur,фигура
385,Puppe::N,tätüine,кукла
386,Beutel::N,havad,мешок
387,Bündel::N,toppaz,связка
388,Bündel::N,käč,связка
389,Tasche::N,sumk,сумка
390,Eimer::N,vädr,ведро
391,Deckel::N,katuz,крышка
392,Geschirr::N,astii,посуда
393,Sack::N,havad,мешок
394,Tasse::N,čašk,чашка
395,Topf::N,pada,кастрюля
396,Kessel::N,katil,котел
397,Essen::N,sönd,еда
398,Nahrung::N,söm,пища
399,Speise::N,sömine,блюдо
400,Speise::N,sömine,кушанье
401,Fleisch::N,liha,мясо
402,Getreide::N,vill',хлеб
403,Brei::N,pudr,каша
404,Brot::N,leib,хлеб
405,Scheibe::N,bibaleh,ломоть
406,Scheibe::N,šlik,ломоть
407,Fett::N,razv,жир
408,Butter::N,voi,масло
409,Öl::N,voi,масло
410,Salz::N,sol,соль
411,Suppe::N,lem',суп
412,Suppe::N,keitoz,суп
413,Honig::N,mezi,мед
414,Milch::N,maid,молоко
415,Tee::N,čai,чай
416,Leder::N,nahk,кожа
417,Wolle::N,vill,шерсть
418,Stoff::N,kangaz,ткань
419,Nadel::N,negl,игла
420,Faden::N,nit',нитка
421,Knopf::N,nübl',пуговица
422,Knoten::N,sol'm,узел
423,Farbe::N,muju,краска
424,Kleidung::N,sobad,одежда
425,Hemd::N,paid,рубашка
426,Kragen::N,kagluz,воротник
427,Ärmel::N,hijam,рукав
428,Hose::N,štanad,брюки
429,Gürtel::N,vö,пояс
430,Mütze::N,šapuk,шапка
431,Schuh::N,keng',ботинок
432,Stiefel::N,sapug,сапог
433,Ring::N,rengaz,кольцо
434,Band::N,lentaine,лента
435,Kamm::N,suga,расческа
436,Spiegel::N,zerkol,зеркало
437,Riemen::N,vö,ремень
438,Schnur::N,nor,веревка
439,Leine::N,talutimnor,поводок
440,Decke::N,sijakatuz,одеяло
441,Kissen::N,pöluz,подушка
442,Tuch::N,paik,платок
443,Handtuch::N,käzipaik,полотенце
444,Kraft::N,vägi,сила
445,Stärke::N,vahvuz',крепость
446,Gesundheit::N,tervhuz,здоровье
447,Krankheit::N,läžund,болезнь
448,Schmerz::N,kibu,боль
449,Wunde::N,čapatez,рана
450,Fieber::N,säru,лихорадка
451,Fieber::N,säru,температура
452,Arznei::N,zel'l',лекарство
453,Brücke::N,sild,мост
454,Brunnen::N,kaiv,колодец
455,Weide::N,omaluine,пастбище
456,Pfad::N,tehut,тропа
457,Weg::N,te,путь
458,Weg::N,te,дорога
459,Straße::N,te,улица
460,Straße::N,te,дорога
461,Dorf::N,külä,деревня
462,Stadt::N,lidn,город
463,Brief::N,kirjeine,письмо
464,Buch::N,kirj,книга
465,Buchstabe::N,kirjam,буква
466,Zeitung::N,lehtez,газета
467,Leben::N,elo,жизнь
468,Tod::N,surm,смерть
469,Grab::N,kaum,могила
470,Kirche::N,jumalanpert',церковь
471,Sünde::N,grähk,грех
472,Gott::N,jumal,бог
473,Arbeiter::N,radnik,рабочий
474,Chef::N,pämez',начальник
475,Meister::N,mastar,мастер
476,Arzt::N,lekar',врач
477,Lehrer::N,opendai,учитель
478,Geld::N,rahad,деньги
479,Geschäft::N,biznes,занятие
480,Laden::N,lauk,магазин
481,Preis::N,arv,цена
482,Ware::N,tavar,товар
483,Nutzen::N,liža,выгода
484,Reichtum::N,kodielo,богатство
485,Reichtum::N,kal'huz',богатство
486,Welt::N,mail'm,мир
487,Land::N,ma,страна
488,Staat::N,valdkund,государство
489,König::N,kunigaz,король
490,Macht::N,vald,власть
491,Grenze::N,röun,граница
492,Krieg::N,soda,война
493,Feind::N,vihanik,враг
494,Feind::N,vastustai,враг
495,Gewalt::N,vägivald,насилие
496,Kampf::N,tora,борьба
497,Bogen[Waffe]::N,taug,лук
498,Pfeil::N,nol,стрела
499,Gewehr::N,oružj,ружье
500,Fehler::N,viga,ошибка
501,Lüge::N,kelastuz,ложь
502,Schaden::N,pahuz',вред
503,Unglück::N,bed,беда
504,Unglück::N,gor'a,беда
505,Schuld::N,värhuz',вина
506,Alter::N,igä,возраст
507,Schluss::N,lop,окончание
508,Zeit::N,aig,время
509,Tag::N,päiv,день
510,Morgen::N,homendez,утро
511,Mittag::N,keskpäiv,полдень
512,Abend::N,eht,вечер
513,Nacht::N,ö,ночь
514,Woche::N,nedal',неделя
515,Monat::N,ku,месяц
516,Jahr::N,voz',год
517,Frühling::N,keväz',весна
518,Sommer::N,keza,лето
519,Herbst::N,sügüz',осень
520,Winter::N,tal'v,зима
521,Januar::N,viluku,январь
522,Februar::N,uhoku,февраль
523,März::N,keväz'ku,март
524,April::N,sulaku,апрель
525,Mai::N,semendku,май
526,Juni::N,kezaku,июнь
527,Juli::N,heinku,июль
528,August::N,eloku,август
529,September::N,sügüz'ku,сентябрь
530,Oktober::N,reduku,октябрь
531,November::N,kül'mku,ноябрь
532,Dezember::N,tal'vku,декабрь
533,Montag::N,ezmärg,понедельник
534,Dienstag::N,tožnarg,вторник
535,Mittwoch::N,koumanz'päiv,среда
536,Donnerstag::N,nellänz'päiv,четверг
537,Freitag::N,pätnič,пятница
538,Freitag::N,videnz'päiv,пятница
539,Samstag::N,sobat,суббота
540,Sonntag::N,pühäpäiv,воскресенье
541,groß::A,sur',большой
542,groß::A,järed,большой
543,klein::A,pen',маленький
544,klein::A,pičuine,маленький
545,lang::A,pit'k,длинный
546,kurz::A,lühüd,короткий
547,breit::A,leved,широкий
548,schmal::A,kaid,узкий
549,dicht::A,tihed,густой
550,dick[Gegenstand]::A,paks,толстый
551,dünn::A,hoik,тонкий
552,fein::A,hen,тонкий
553,fest::A,luja,крепкий
554,fest::A,ninev,крепкий
555,flach::A,lapak,плоский
556,glatt::A,siled,гладкий
557,hart::A,kova,твердый
558,weich::A,pehmed,мягкий
559,rund::A,kehker,круглый
560,spitz::A,nügu,остроконечный
561,spitz::A,terav,остроконечный
562,scharf::A,terav,острый
563,stumpf::A,tül'c,тупой
564,schwer::A,jüged,тяжелый
565,schön::A,čoma,красивый
566,heiß::A,räk,жаркий
567,warm::A,läm',теплый
568,kalt::A,vilu,холодный
569,kühl::A,raibak,прохладный
570,kühl::A,viluhk,прохладный
571,frisch::A,lahed,свежий
572,feucht::A,neps,влажный
573,feucht::A,toreh,влажный
574,nass::A,märg,мокрый
575,trocken::A,kuiv,сухой
576,voll::A,täuz',полный
577,voll::A,täuz',наполненный
578,leer::A,joudai,пустой
579,offen::A,avoin,открытый
580,offen::A,avol'jaine,открытый
581,geschlossen::A,saubaline,закрытый
582,sauber::A,puhtaz,чистый
583,schmutzig::A,redukaz,грязный
584,roh::A,rohk,сырой
585,roh::A,toreh,сырой
586,reif::A,küps,зрелый
587,lecker::A,magukaz,вкусный
588,süß::A,maged,сладкий
589,bitter::A,karged,горький
590,sauer::A,muiged,кислый
591,hell::A,kirkas,светлый
592,hell::A,valgei,светлый
593,dunkel::A,pimed,темный
594,schwarz::A,must,черный
595,weiß::A,vauged,белый
596,rot::A,rusked,красный
597,gelb::A,pakuine,желтый
598,blau::A,sinine,синий
599,grün::A,vihand,зеленый
600,grau::A,hahk,серый
601,bunt::A,kirjav,пестрый
602,billig::A,odav,дешевый
603,teuer::A,kalliž,дорогой
604,wertvoll::A,arvokas,ценный
605,blind::A,soged,слепой
606,taub::A,kurdiž,глухой
607,kräftig::A,vägev,могучий
608,stark::A,vahv,сильный
609,stark::A,vägekaz,сильный
610,schwach::A,väll',слабый
611,fett::A,razvakaz,жирный
612,schlank::A,kapos,стройный
613,hübsch::A,čoma,прелестный
614,böse::A,äred,злой
615,böse::A,käred,злой
616,dumm::A,el'getoi,глупый
617,faul::A,lašk,ленивый
618,fleißig::A,radonnavedii,прилежный
619,geizig::A,ažlak,жадный
620,klug::A,melev,умный
621,klug::A,melekaz,умный
622,geschickt::A,mahtokaz,искусный
623,lieb::A,izo,милый
624,lieb::A,sula,милый
625,lustig::A,ilokaz,веселый
626,sanft::A,laskav,нежный
627,hungrig::A,näl'ghine,голодный
628,krank::A,läžui,больной
629,nackt::A,alastoi,голый
630,traurig::A,opalahine,грустный
631,lebendig::A,eläb,живой
632,gut::A,hüvä,хороший
633,schlecht::A,huba,плохой
634,richtig::A,oiged,правильный
635,schlimm::A,paha,отвратительный
636,schlimm::A,paha,мерзкий
637,wahr::A,todesine,настоящий
638,alt::A,vanh,старый
639,neu::A,uz',новый
640,ehemalig::A,edeline,бывший
641,alt[Lebewesen]::A,ravaz,пожилой
642,jung::A,nor',молодой
643,arm::A,gol'l',бедный
644,reich::A,elokaz,богатый
645,bekannt::A,tutab,знакомый
646,berühmt::A,tetab,знаменитый
647,fremd::A,veraz,чужой
648,verschieden::A,erazvuitte,разный
649,nah::A,läheline,близкий
650,fern::A,edahaine,далекий
651,linker::A,hura,левый
652,rechter::A,oiged,правый
653,anderer::A,toine,другой
654,erster::A,ezmäine,первый
655,zweiter::A,toine,второй
656,dritter::A,koumanz',третий
657,letzter::A,jäl'gmäine,последний
658,allein::ADV,üksnäze,один
659,auf einmal::ADV,ühten aigan,сразу
660,zusammen::ADV,ühtes,вместе
661,lange::ADV,hätken,долго
662,plötzlich::ADV,äkkid,вдруг
663,sofort::ADV,kerdalaz,тотчас
664,später::ADV,möhemba,позже
665,jetzt::ADV,nügüd',сейчас
666,heute::ADV,tämbei,сегодня
667,morgen::ADV,homen,завтра
668,bald::ADV,pigai,скоро
669,dann::ADV,sid',потом
670,gestern::ADV,eglai,вчера
671,einst::ADV,ende,однажды
672,einst::ADV,kerdan,однажды
673,damals::ADV,siloi,тогда
674,danach::ADV,sid',затем
675,vorher::ADV,ende,раньше
676,zuerst::ADV,ezmäi,сперва
677,einmal::ADV,kerdan,раз
678,manchmal::ADV,erašti,иногда
679,oft::ADV,paksus,часто
680,immer::ADV,kaiken,всегда
681,niemals::ADV,ei nikonz,никогда
682,hier::ADV,täs,здесь
683,hier::ADV,tägä,здесь
684,hierhin::ADV,tänna,сюда
685,von hier::ADV,täspäi,отсюда
686,von hier::ADV,sid'päi,отсюда
687,dort::ADV,sigä,там
688,dorthin::ADV,sinna,туда
689,dorthin::ADV,nakkale,туда
690,geradeaus::ADV,kohtha,прямо
691,vorwärts::ADV,edehe,вперед
692,rückwärts::ADV,sel'gin,назад
693,zurück::ADV,tagaze,обратно
694,unten::ADV,alahan,внизу
695,hinab::ADV,alaz,вниз
696,hinab::ADV,alahaks,вниз
697,oben::ADV,ülähän,наверху
698,hinauf::ADV,ülez,вверх
699,hinauf::ADV,ülähäks,вверх
700,überall::ADV,kaikjal,везде
701,nicht::ADV,ei,не
702,ein wenig::ADV,vähän,немного
703,kaum::ADV,habi,едва
704,sehr::ADV,lujas,очень
705,so::ADV,muga,так
706,so::ADV,ninga,так
707,noch::ADV,völ,еще
708,nur::ADV,järg,только
709,nur::ADV,vaiše,только
710,schon::ADV,jo,уже
711,wieder::ADV,möst,опять
712,vergebens::ADV,uhtei,напрасно
713,vor::PRP,edes,перед
714,hinter::PRP,taga,за
715,hinter::PRP,taga,позади
716,unter::PRP,al,под
717,durch::PRP,läbi,сквозь
718,durch::PRP,kal't,сквозь
719,neben::PRP,rindal,возле
720,zwischen::PRP,keskes,между
721,wegen::PRP,tagut,из-за
722,dies::PRN,nece,это
723,das::PRN,se,то
724,alles::PRN,kaik,все
725,ich::PRN,minä,я
726,du::PRN,sinä,ты
727,er::PRN,hän,он
728,wir::PRN,mö,мы
729,ihr::PRN,tö,вы
730,sie::PRN,hö,они
731,was::FPRN,mi,что
732,wer::FPRN,ken,кто
733,wo::FADV,kus,где
734,wohin::FADV,kuna,куда
735,wie::FADV,kut,как
736,wie::FADV,mit',как
737,warum::FADV,mikš,почему
738,wieviel::FNUM,äjak,сколько
739,wieviel::FNUM,kuverz',сколько
740,eins::NUM,üks',один
741,zwei::NUM,kaks',два
742,drei::NUM,koume,три
743,vier::NUM,nel'l',четыре
744,fünf::NUM,viž,пять
745,sechs::NUM,kuz',шесть
746,sieben::NUM,seičeme,семь
747,acht::NUM,kahesa,восемь
748,neun::NUM,ühesa,девять
749,zehn::NUM,kümne,десять
750,elf::NUM,üks'toštkümne,одиннадцать
751,zwölf::NUM,kaks'toštkümne,двенадцать
752,zwanzig::NUM,kaks'kümne,двадцать
753,dreißig::NUM,koumekümne,тридцать
754,vierzig::NUM,nel'l'kümne,сорок
755,fünfzig::NUM,vižkümne,пятьдесят
756,sechzig::NUM,kuz'kümne,шестьдесят
757,siebzig::NUM,seičemekümne,семьдесят
758,achtzig::NUM,kahesakümne,восемьдесят
759,neunzig::NUM,ühesakümne,девяносто
760,hundert::NUM,sada,сто
761,tausend::NUM,tuha,тысяча
762,und::CNJ,i,и
763,und::CNJ,da,и
764,oder::CNJ,vai,или
765,oder::CNJ,vai,либо
766,stehen::V,seišta,стоять
767,sitzen::V,ištta,сидеть
768,liegen::V,venuda,лежать
769,hängen::V,ripta,висеть
770,werden::V,lindä,стать
771,werden::V,tehtas,стать
772,passieren::V,ozaitas,случиться
773,beginnen::V,augotadas,начаться
774,enden::V,loptas,кончиться
775,wechseln::V,vajehtadas,меняться
776,aufgehen[Sonne]::V,nousta,взойти
777,untergehen[Sonne]::V,lasktas,зайти
778,scheinen[Sonne]::V,paštta,светить
779,donnern::V,juraita,греметь
780,wehen::V,dölta,дуть
781,wehen::V,puhuda,дуть
782,strömen::V,valadas,литься
783,fließen::V,valuda,течь
784,sich drehen::V,punotas,вращаться
785,schwanken::V,čibuda,колебаться
786,schwingen::V,čibuda,качаться
787,fallen::V,langeta,падать
788,brennen::V,pallada,гореть
789,rauchen::V,savustada,дымить
790,regnen::V,vihmda,дождить
791,gefrieren::V,jäduda,замерзнуть
792,gefrieren::V,kül'mdä,замерзнуть
793,tauen::V,sulada,таять
794,schmelzen::V,sulada,плавиться
795,trocknen::V,kuida,сохнуть
796,trocknen::V,kuivehtuda,сохнуть
797,sieden::V,kehuda,кипеть
798,faulen::V,hapata,гнить
799,faulen::V,traudäs,гнить
800,verfaulen::V,hapata,сгнить
801,reißen::V,rebita,рваться
802,versinken::V,upota,тонуть
803,vergehen::V,mända,проходить
804,erscheinen::V,ozutadas,появиться
805,verschwinden::V,hajeta,исчезнуть
806,sinken::V,väheta,спадать
807,sinken::V,lasktas,спадать
808,abnehmen::V,peneta,уменьшиться
809,zunehmen::V,ližaduda,увеличиваться
810,steigen::V,nousta,подниматься
811,wachsen::V,kazda,расти
812,glänzen::V,loštta,блестеть
813,funkeln::V,hoštta,сверкать
814,lärmen::V,robaita,шуметь
815,läuten::V,judaita,звонить
816,klingeln::V,kelotada,звонить
817,klirren::V,biraita,звякать
818,brausen::V,bruncta,бушевать
819,rauschen::V,šobaita,шелестеть
820,klingen::V,heläita,звучать
821,bellen::V,nutta,лаять
822,heulen::V,ulaita,выть
823,blasen::V,puhuda,дунуть
824,pfeifen::V,pistta,свистеть
825,pfeifen::V,vihelta,свистеть
826,schreien::V,kirkta,кричать
827,schreien::V,kidastada,кричать
828,stöhnen::V,ohkta,стонать
829,stöhnen::V,voivotada,стонать
830,zittern::V,säraita,дрожать
831,leben::V,eläda,жить
832,geboren werden::V,sünduda,родиться
833,atmen::V,henktä,дышать
834,trinken::V,joda,пить
835,essen::V,söda,есть
836,essen::V,söda,кушать
837,schlucken::V,lainata,глотать
838,müde werden::V,väzuda,устать
